"Year","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","HI Native / Pacific Islander","West Virginia","0**","423","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Wisconsin","--","2,361","--","--","--"
"2021","HI Native / Pacific Islander","Wyoming","0**","398","0.00**","0.00**","--"
"2021","More than One Race","Alabama","--","86,723","--","--","--"
"2021","More than One Race","Alaska","13**","52,936","24.56**","21.56**","515"
"2021","More than One Race","Arizona","41","162,712","25.20","30.35","1,288"
"2021","More than One Race","Arkansas","--","63,584","--","--","--"
"2021","More than One Race","California","68","1,163,326","5.85","6.18","2,387"
"2021","More than One Race","Colorado","19**","144,801","13.12**","15.74**","655"
"2021","More than One Race","Connecticut","--","69,026","--","--","--"
"2021","More than One Race","Delaware","--","25,412","--","--","--"
"2021","More than One Race","District of Columbia","--","16,713","--","--","--"
"2021","More than One Race","Florida","22","391,085","5.63","5.37","869"
"2021","More than One Race","Georgia","10**","218,527","4.58**","4.03**","393"
"2021","More than One Race","Hawaii","16**","289,806","5.52**","6.19**","406"
"2021","More than One Race","Idaho","--","41,682","--","--","--"
"2021","More than One Race","Illinois","--","224,411","--","--","--"
"2021","More than One Race","Indiana","11**","140,334","7.84**","7.93**","385"
"2021","More than One Race","Iowa","--","59,690","--","--","--"
"2021","More than One Race","Kansas","11**","81,577","13.48**","18.66**","313"
"2021","More than One Race","Kentucky","--","91,054","--","--","--"
"2021","More than One Race","Louisiana","--","74,751","--","--","--"
"2021","More than One Race","Maine","0**","24,525","0.00**","0.00**","--"
"2021","More than One Race","Maryland","--","161,881","--","--","--"
"2021","More than One Race","Massachusetts","0**","137,355","0.00**","0.00**","--"
"2021","More than One Race","Michigan","20**","242,265","8.26**","9.08**","682"
"2021","More than One Race","Minnesota","21","139,673","15.04","13.25","833"
"2021","More than One Race","Mississippi","--","38,496","--","--","--"
"2021","More than One Race","Missouri","--","144,962","--","--","--"
"2021","More than One Race","Montana","--","28,887","--","--","--"
"2021","More than One Race","Nebraska","0**","40,530","0.00**","0.00**","--"
"2021","More than One Race","Nevada","13**","118,701","10.95**","12.19**","429"
"2021","More than One Race","New Hampshire","0**","22,707","0.00**","0.00**","--"
"2021","More than One Race","New Jersey","--","152,212","--","--","--"
"2021","More than One Race","New Mexico","--","34,284","--","--","--"
"2021","More than One Race","New York","--","378,168","--","--","--"
"2021","More than One Race","North Carolina","14**","227,200","6.16**","7.88**","487"
"2021","More than One Race","North Dakota","--","17,214","--","--","--"
"2021","More than One Race","Ohio","14**","275,163","5.09**","5.35**","540"
"2021","More than One Race","Oklahoma","35","235,973","14.83","18.58","996"
"2021","More than One Race","Oregon","15**","149,197","10.05**","10.71**","479"
"2021","More than One Race","Pennsylvania","--","241,386","--","--","--"
"2021","More than One Race","Rhode Island","--","24,567","--","--","--"
"2021","More than One Race","South Carolina","--","98,496","--","--","--"
"2021","More than One Race","South Dakota","--","21,172","--","--","--"
"2021","More than One Race","Tennessee","--","135,337","--","--","--"
"2021","More than One Race","Texas","25","476,497","5.25","5.42","838"
"2021","More than One Race","Utah","10**","76,479","13.08**","21.32**","262"
"2021","More than One Race","Vermont","0**","12,368","0.00**","0.00**","--"
"2021","More than One Race","Virginia","21","251,751","8.34","8.16","801"
"2021","More than One Race","Washington","42","341,834","12.29","15.03","1,337"
"2021","More than One Race","West Virginia","--","34,836","--","--","--"
"2021","More than One Race","Wisconsin","--","110,025","--","--","--"
"2021","More than One Race","Wyoming","--","11,164","--","--","--"
"2020","White","Alabama","623","3,273,852","19.03","18.32","11,886"
"2020","White","Alaska","91","434,992","20.92","19.48","1,824"
"2020","White","Arizona","746","3,856,524","19.34","17.11","11,404"
"2020","White","Arkansas","431","2,156,011","19.99","19.42","8,709"
"2020","White","California","1,364","14,175,127","9.62","7.92","18,643"
"2020","White","Colorado","631","3,895,788","16.20","14.93","12,276"
"2020","White","Connecticut","112","2,341,901","4.78","4.03","1,458"
"2020","White","Delaware","56","604,609","9.26","8.79","996"
"2020","White","District of Columbia","--","248,476","--","--","--"
"2020","White","Florida","1,710","11,420,948","14.97","13.23","25,628"
"2020","White","Georgia","870","5,515,614","15.77","14.87","16,210"
"2020","White","Hawaii","19**","308,823","6.15**","5.61**","222"
"2020","White","Idaho","284","1,504,804","18.87","18.50","5,522"
"2020","White","Illinois","504","7,694,437","6.55","5.93","8,529"
"2020","White","Indiana","716","5,289,282","13.54","13.13","15,242"
"2020","White","Iowa","278","2,697,670","10.31","10.02","5,127"
"2020","White","Kansas","324","2,200,196","14.73","13.97","6,863"
"2020","White","Kentucky","680","3,778,655","18.00","17.44","13,728"
"2020","White","Louisiana","435","2,704,568","16.08","15.50","8,314"
"2020","White","Maine","147","1,264,670","11.62","10.55","2,399"
"2020","White","Maryland","247","3,037,929","8.13","7.14","3,796"
"2020","White","Massachusetts","144","4,940,467","2.92","2.56","2,426"
"2020","White","Michigan","756","7,487,385","10.10","9.25","13,157"
"2020","White","Minnesota","364","4,483,331","8.12","7.48","6,329"
"2020","White","Mississippi","340","1,663,432","20.44","20.39","6,968"
"2020","White","Missouri","808","4,848,480","16.67","16.35","16,853"
"2020","White","Montana","200","931,437","21.47","19.48","3,657"
"2020","White","Nebraska","152","1,525,375","9.97","9.46","2,916"
"2020","White","Nevada","342","1,477,758","23.14","20.09","5,036"
"2020","White","New Hampshire","122","1,232,603","9.90","9.39","2,277"
"2020","White","New Jersey","174","4,997,664","3.48","2.96","2,498"
"2020","White","New Mexico","216","769,341","28.08","25.98","3,657"
"2020","White","New York","484","10,965,615","4.41","3.85","7,574"
"2020","White","North Carolina","951","6,506,628","14.62","13.73","18,528"
"2020","White","North Dakota","77","651,544","11.82","12.32","1,703"
"2020","White","Ohio","998","9,199,499","10.85","10.22","19,405"
"2020","White","Oklahoma","557","2,551,810","21.83","20.64","10,513"
"2020","White","Oregon","488","3,166,894","15.41","13.60","8,040"
"2020","White","Pennsylvania","972","9,779,923","9.94","8.92","16,299"
"2020","White","Rhode Island","34","777,580","4.37","4.19","667"
"2020","White","South Carolina","601","3,260,148","18.44","17.63","11,862"
"2020","White","South Dakota","85","722,188","11.77","11.22","1,619"
"2020","White","Tennessee","879","5,073,504","17.33","16.07","15,617"
"2020","White","Texas","2,035","11,883,632","17.12","16.18","39,583"
"2020","White","Utah","339","2,546,229","13.31","13.70","7,894"
"2020","White","Vermont","69","593,848","11.62","10.46","1,251"
"2020","White","Virginia","681","5,240,669","13.00","11.98","12,673"
"2020","White","Washington","611","5,147,899","11.87","10.96","11,394"
"2020","White","West Virginia","304","1,641,489","18.52","18.10","6,176"
"2020","White","Wisconsin","472","4,750,647","9.94","9.06","8,178"
"2020","White","Wyoming","137","482,273","28.41","27.37","2,802"
"2020","Black","Alabama","491","1,335,188","36.77","36.02","16,005"
"2020","Black","Alaska","--","23,820","--","--","--"
"2020","Black","Arizona","111","329,107","33.73","31.75","3,666"
"2020","Black","Arkansas","216","466,783","46.27","46.08","7,302"
"2020","Black","California","655","2,219,175","29.52","28.67","20,025"
"2020","Black","Colorado","80","234,446","34.12","32.13","2,828"
"2020","Black","Connecticut","73","377,213","19.35","18.99","2,355"
"2020","Black","Delaware","76","219,498","34.62","34.29","2,803"
"2020","Black","District of Columbia","157","297,874","52.71","54.21","5,489"
"2020","Black","Florida","883","3,364,050","26.25","25.35","30,461"
"2020","Black","Georgia","920","3,416,509","26.93","25.91","30,927"
"2020","Black","Hawaii","0**","28,738","0.00**","0.00**","--"
"2020","Black","Idaho","--","14,118","--","--","--"
"2020","Black","Illinois","1,001","1,808,507","55.35","54.26","34,674"
"2020","Black","Indiana","367","659,395","55.66","53.10","13,105"
"2020","Black","Iowa","54","126,625","42.65","37.74","2,021"
"2020","Black","Kansas","80","170,133","47.02","45.42","2,643"
"2020","Black","Kentucky","196","372,799","52.58","49.71","6,975"
"2020","Black","Louisiana","718","1,501,900","47.81","46.54","25,039"
"2020","Black","Maine","--","22,757","--","--","--"
"2020","Black","Maryland","509","1,867,812","27.25","27.47","17,214"
"2020","Black","Massachusetts","68","514,665","13.21","12.40","2,380"
"2020","Black","Michigan","605","1,395,458","43.36","42.95","19,506"
"2020","Black","Minnesota","100","400,056","25.00","23.03","3,585"
"2020","Black","Mississippi","463","1,109,306","41.74","41.40","15,214"
"2020","Black","Missouri","553","714,781","77.37","75.96","19,017"
"2020","Black","Montana","--","5,875","--","--","--"
"2020","Black","Nebraska","26","97,561","26.65","24.61","930"
"2020","Black","Nevada","85","292,053","29.10","28.63","2,728"
"2020","Black","New Hampshire","--","20,802","--","--","--"
"2020","Black","New Jersey","206","1,202,236","17.14","16.76","6,909"
"2020","Black","New Mexico","22","40,547","54.26","53.99","671"
"2020","Black","New York","426","2,929,152","14.54","14.31","14,577"
"2020","Black","North Carolina","609","2,222,533","27.40","26.71","20,761"
"2020","Black","North Dakota","--","25,825","--","--","--"
"2020","Black","Ohio","716","1,505,034","47.57","47.08","24,781"
"2020","Black","Oklahoma","110","294,961","37.29","35.27","3,673"
"2020","Black","Oregon","26","83,254","31.23","30.07","851"
"2020","Black","Pennsylvania","648","1,409,558","45.97","43.75","22,963"
"2020","Black","Rhode Island","--","67,418","--","--","--"
"2020","Black","South Carolina","491","1,344,204","36.53","36.48","17,074"
"2020","Black","South Dakota","--","20,465","--","--","--"
"2020","Black","Tennessee","530","1,153,835","45.93","43.94","17,971"
"2020","Black","Texas","968","3,578,022","27.05","25.59","32,283"
"2020","Black","Utah","10**","38,561","25.93**","20.12**","346"
"2020","Black","Vermont","--","8,438","--","--","--"
"2020","Black","Virginia","416","1,653,463","25.16","24.89","14,171"
"2020","Black","Washington","69","311,791","22.13","20.18","2,365"
"2020","Black","West Virginia","18**","63,524","28.34**","28.06**","547"
"2020","Black","Wisconsin","194","371,700","52.19","49.91","6,832"
"2020","Black","Wyoming","--","5,966","--","--","--"
"2020","American Indian / Alaska Native","Alabama","--","27,737","--","--","--"
"2020","American Indian / Alaska Native","Alaska","47","109,295","43.00","39.85","1,705"
"2020","American Indian / Alaska Native","Arizona","67","273,842","24.47","24.13","2,181"
"2020","American Indian / Alaska Native","Arkansas","--","23,315","--","--","--"
"2020","American Indian / Alaska Native","California","15**","161,666","9.28**","8.63**","339"
"2020","American Indian / Alaska Native","Colorado","11**","36,383","30.23**","27.12**","339"
"2020","American Indian / Alaska Native","Connecticut","--","8,044","--","--","--"
"2020","American Indian / Alaska Native","Delaware","0**","2,988","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","District of Columbia","0**","1,338","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","Florida","--","54,064","--","--","--"
"2020","American Indian / Alaska Native","Georgia","--","24,556","--","--","--"
"2020","American Indian / Alaska Native","Hawaii","0**","3,007","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","Idaho","--","19,527","--","--","--"
"2020","American Indian / Alaska Native","Illinois","0**","19,738","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","Indiana","--","15,550","--","--","--"
"2020","American Indian / Alaska Native","Iowa","--","9,593","--","--","--"
"2020","American Indian / Alaska Native","Kansas","--","23,001","--","--","--"
"2020","American Indian / Alaska Native","Kentucky","0**","9,194","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","Louisiana","--","30,035","--","--","--"
"2020","American Indian / Alaska Native","Maine","--","8,746","--","--","--"
"2020","American Indian / Alaska Native","Maryland","--","14,904","--","--","--"
"2020","American Indian / Alaska Native","Massachusetts","--","12,710","--","--","--"
"2020","American Indian / Alaska Native","Michigan","--","56,750","--","--","--"
"2020","American Indian / Alaska Native","Minnesota","13**","59,530","21.84**","20.62**","450"
"2020","American Indian / Alaska Native","Mississippi","--","14,879","--","--","--"
"2020","American Indian / Alaska Native","Missouri","--","26,625","--","--","--"
"2020","American Indian / Alaska Native","Montana","24","65,379","36.71","36.75","740"
"2020","American Indian / Alaska Native","Nebraska","--","15,961","--","--","--"
"2020","American Indian / Alaska Native","Nevada","--","26,238","--","--","--"
"2020","American Indian / Alaska Native","New Hampshire","0**","2,910","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","New Jersey","0**","14,066","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","New Mexico","28","184,953","15.14","14.54","846"
"2020","American Indian / Alaska Native","New York","--","59,587","--","--","--"
"2020","American Indian / Alaska Native","North Carolina","26","109,053","23.84","23.03","744"
"2020","American Indian / Alaska Native","North Dakota","--","37,584","--","--","--"
"2020","American Indian / Alaska Native","Ohio","--","22,665","--","--","--"
"2020","American Indian / Alaska Native","Oklahoma","77","329,915","23.34","23.38","2,378"
"2020","American Indian / Alaska Native","Oregon","--","46,286","--","--","--"
"2020","American Indian / Alaska Native","Pennsylvania","--","18,849","--","--","--"
"2020","American Indian / Alaska Native","Rhode Island","0**","4,599","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","South Carolina","--","18,828","--","--","--"
"2020","American Indian / Alaska Native","South Dakota","22","69,764","31.54","30.31","801"
"2020","American Indian / Alaska Native","Tennessee","--","19,620","--","--","--"
"2020","American Indian / Alaska Native","Texas","--","95,057","--","--","--"
"2020","American Indian / Alaska Native","Utah","--","29,742","--","--","--"
"2020","American Indian / Alaska Native","Vermont","--","2,044","--","--","--"
"2020","American Indian / Alaska Native","Virginia","--","22,884","--","--","--"
"2020","American Indian / Alaska Native","Washington","15**","94,769","15.83**","15.11**","335"
"2020","American Indian / Alaska Native","West Virginia","0**","3,821","0.00**","0.00**","--"
"2020","American Indian / Alaska Native","Wisconsin","--","52,180","--","--","--"
"2020","American Indian / Alaska Native","Wyoming","--","12,018","--","--","--"
"2020","Asian","Alabama","--","75,340","--","--","--"
"2020","Asian","Alaska","--","47,206","--","--","--"
"2020","Asian","Arizona","11**","251,351","4.38**","4.05**","253"
"2020","Asian","Arkansas","--","51,205","--","--","--"
"2020","Asian","California","156","5,987,825","2.61","2.44","3,689"
"2020","Asian","Colorado","10**","195,849","5.11**","4.87**","280"
"2020","Asian","Connecticut","0**","176,634","0.00**","0.00**","--"
"2020","Asian","Delaware","--","41,284","--","--","--"
"2020","Asian","District of Columbia","0**","28,972","0.00**","0.00**","--"
"2020","Asian","Florida","24","624,036","3.85","3.61","573"
"2020","Asian","Georgia","28","474,843","5.90","5.57","816"
"2020","Asian","Hawaii","--","522,140","--","--","--"
"2020","Asian","Idaho","--","27,274","--","--","--"
"2020","Asian","Illinois","15**","757,456","1.98**","1.94**","509"
"2020","Asian","Indiana","--","175,344","--","--","--"
"2020","Asian","Iowa","--","85,145","--","--","--"
"2020","Asian","Kansas","--","91,454","--","--","--"
"2020","Asian","Kentucky","0**","73,461","0.00**","0.00**","--"
"2020","Asian","Louisiana","--","84,892","--","--","--"
"2020","Asian","Maine","--","17,664","--","--","--"
"2020","Asian","Maryland","--","415,245","--","--","--"
"2020","Asian","Massachusetts","--","509,366","--","--","--"
"2020","Asian","Michigan","--","338,802","--","--","--"
"2020","Asian","Minnesota","--","299,619","--","--","--"
"2020","Asian","Mississippi","0**","32,244","0.00**","0.00**","--"
"2020","Asian","Missouri","--","134,957","--","--","--"
"2020","Asian","Montana","--","10,234","--","--","--"
"2020","Asian","Nebraska","0**","52,312","0.00**","0.00**","--"
"2020","Asian","Nevada","12**","262,921","4.56**","4.01**","246"
"2020","Asian","New Hampshire","--","41,298","--","--","--"
"2020","Asian","New Jersey","--","934,658","--","--","--"
"2020","Asian","New Mexico","--","33,923","--","--","--"
"2020","Asian","New York","--","1,838,840","--","--","--"
"2020","Asian","North Carolina","20**","338,850","5.90**","5.85**","524"
"2020","Asian","North Dakota","0**","12,961","0.00**","0.00**","--"
"2020","Asian","Ohio","--","302,680","--","--","--"
"2020","Asian","Oklahoma","--","93,446","--","--","--"
"2020","Asian","Oregon","--","201,793","--","--","--"
"2020","Asian","Pennsylvania","14**","494,041","2.83**","2.69**","433"
"2020","Asian","Rhode Island","0**","38,581","0.00**","0.00**","--"
"2020","Asian","South Carolina","--","94,053","--","--","--"
"2020","Asian","South Dakota","--","14,620","--","--","--"
"2020","Asian","Tennessee","--","133,845","--","--","--"
"2020","Asian","Texas","67","1,520,840","4.41","4.41","1,913"
"2020","Asian","Utah","--","83,691","--","--","--"
"2020","Asian","Vermont","--","12,741","--","--","--"
"2020","Asian","Virginia","16**","602,261","2.66**","2.66**","509"
"2020","Asian","Washington","28","739,010","3.79","3.45","679"
"2020","Asian","West Virginia","0**","15,025","0.00**","0.00**","--"
"2020","Asian","Wisconsin","--","181,095","--","--","--"
"2020","Asian","Wyoming","0**","5,789","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Alabama","--","2,557","--","--","--"
"2020","HI Native / Pacific Islander","Alaska","--","11,211","--","--","--"
"2020","HI Native / Pacific Islander","Arizona","--","13,609","--","--","--"
"2020","HI Native / Pacific Islander","Arkansas","0**","11,611","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","California","15**","146,889","10.21**","10.37**","490"
"2020","HI Native / Pacific Islander","Colorado","0**","8,539","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Connecticut","0**","1,332","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Delaware","0**","343","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","District of Columbia","0**","394","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Florida","0**","14,294","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Georgia","--","7,520","--","--","--"
"2020","HI Native / Pacific Islander","Hawaii","--","139,566","--","--","--"
"2020","HI Native / Pacific Islander","Idaho","0**","3,357","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Illinois","0**","3,726","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Indiana","--","2,706","--","--","--"
"2020","HI Native / Pacific Islander","Iowa","0**","4,744","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Kansas","0**","3,040","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Kentucky","0**","3,349","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Louisiana","0**","1,775","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Maine","0**","431","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Maryland","0**","3,011","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Massachusetts","0**","3,096","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Michigan","0**","2,887","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Minnesota","0**","3,209","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Mississippi","0**","1,106","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Missouri","0**","8,765","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Montana","0**","765","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Nebraska","0**","1,290","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Nevada","--","20,934","--","--","--"
"2020","HI Native / Pacific Islander","New Hampshire","0**","402","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","New Jersey","0**","3,303","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","New Mexico","0**","1,384","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","New York","0**","9,524","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","North Carolina","--","7,224","--","--","--"
"2020","HI Native / Pacific Islander","North Dakota","--","561","--","--","--"
"2020","HI Native / Pacific Islander","Ohio","0**","5,238","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Oklahoma","--","7,637","--","--","--"
"2020","HI Native / Pacific Islander","Oregon","--","17,580","--","--","--"
"2020","HI Native / Pacific Islander","Pennsylvania","0**","4,053","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Rhode Island","0**","685","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","South Carolina","0**","3,051","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","South Dakota","0**","562","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Tennessee","0**","3,891","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Texas","--","26,717","--","--","--"
"2020","HI Native / Pacific Islander","Utah","--","33,850","--","--","--"
"2020","HI Native / Pacific Islander","Vermont","0**","183","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Virginia","0**","6,379","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Washington","--","55,473","--","--","--"
"2020","HI Native / Pacific Islander","West Virginia","--","448","--","--","--"
"2020","HI Native / Pacific Islander","Wisconsin","0**","2,357","0.00**","0.00**","--"
"2020","HI Native / Pacific Islander","Wyoming","--","409","--","--","--"
"2020","More than One Race","Alabama","--","83,687","--","--","--"
"2020","More than One Race","Alaska","16**","52,055","30.74**","38.69**","488"
"2020","More than One Race","Arizona","23","157,035","14.65","15.15","774"
"2020","More than One Race","Arkansas","--","61,616","--","--","--"
"2020","More than One Race","California","75","1,160,299","6.46","6.63","2,540"
"2020","More than One Race","Colorado","11**","140,702","7.82**","7.47**","392"
"2020","More than One Race","Connecticut","0**","67,051","0.00**","0.00**","--"
"2020","More than One Race","Delaware","--","24,826","--","--","--"
"2020","More than One Race","District of Columbia","0**","16,153","0.00**","0.00**","--"
"2020","More than One Race","Florida","20**","377,590","5.30**","6.30**","653"
"2020","More than One Race","Georgia","--","211,364","--","--","--"
"2020","More than One Race","Hawaii","16**","289,502","5.53**","5.96**","441"
"2020","More than One Race","Idaho","--","39,360","--","--","--"
"2020","More than One Race","Illinois","10**","220,841","4.53**","3.99**","390"
"2020","More than One Race","Indiana","--","135,756","--","--","--"
"2020","More than One Race","Iowa","--","57,888","--","--","--"
"2020","More than One Race","Kansas","11**","80,361","13.69**","16.59**","381"
"2020","More than One Race","Kentucky","--","88,299","--","--","--"
"2020","More than One Race","Louisiana","--","73,092","--","--","--"
"2020","More than One Race","Maine","0**","23,607","0.00**","0.00**","--"
"2020","More than One Race","Maryland","--","158,904","--","--","--"
"2020","More than One Race","Massachusetts","--","134,320","--","--","--"
"2020","More than One Race","Michigan","15**","237,961","6.30**","6.76**","569"
"2020","More than One Race","Minnesota","10**","137,074","7.30**","6.45**","401"
"2020","More than One Race","Mississippi","--","37,419","--","--","--"
"2020","More than One Race","Missouri","15**","140,444","10.68**","12.35**","487"
"2020","More than One Race","Montana","--","27,953","--","--","--"
"2020","More than One Race","Nebraska","--","39,422","--","--","--"
"2020","More than One Race","Nevada","18**","114,911","15.66**","21.74**","515"
"2020","More than One Race","New Hampshire","--","22,164","--","--","--"
"2020","More than One Race","New Jersey","0**","149,440","0.00**","0.00**","--"
"2020","More than One Race","New Mexico","0**","33,690","0.00**","0.00**","--"
"2020","More than One Race","New York","11**","375,619","2.93**","3.28**","394"
"2020","More than One Race","North Carolina","16**","218,409","7.33**","8.69**","533"
"2020","More than One Race","North Dakota","--","16,778","--","--","--"
"2020","More than One Race","Ohio","10**","267,895","3.73**","4.21**","353"
"2020","More than One Race","Oklahoma","27","230,850","11.70","13.85","800"
"2020","More than One Race","Oregon","16**","145,799","10.97**","12.03**","480"
"2020","More than One Race","Pennsylvania","12**","233,938","5.13**","8.19**","355"
"2020","More than One Race","Rhode Island","0**","24,155","0.00**","0.00**","--"
"2020","More than One Race","South Carolina","--","94,828","--","--","--"
"2020","More than One Race","South Dakota","--","20,419","--","--","--"
"2020","More than One Race","Tennessee","--","130,363","--","--","--"
"2020","More than One Race","Texas","14**","458,305","3.06**","2.62**","565"
"2020","More than One Race","Utah","10**","72,671","13.76**","15.22**","336"
"2020","More than One Race","Vermont","0**","11,948","0.00**","0.00**","--"
"2020","More than One Race","Virginia","11**","245,157","4.49**","5.18**","366"
"2020","More than One Race","Washington","28","335,687","8.34","9.11","924"
"2020","More than One Race","West Virginia","--","33,573","--","--","--"
"2020","More than One Race","Wisconsin","--","107,433","--","--","--"
"2020","More than One Race","Wyoming","0**","10,818","0.00**","0.00**","--"
"2019","White","Alabama","620","3,204,686","19.35","18.32","11,091"
"2019","White","Alaska","96","439,032","21.87","20.44","2,101"
"2019","White","Arizona","730","3,946,381","18.50","16.34","11,065"
"2019","White","Arkansas","398","2,173,912","18.31","17.51","7,850"
"2019","White","California","1,383","14,364,928","9.63","7.88","17,767"
"2019","White","Colorado","634","3,897,567","16.27","15.01","12,358"
"2019","White","Connecticut","112","2,349,124","4.77","4.38","1,666"
"2019","White","Delaware","49","600,086","8.17","7.67","786"
"2019","White","District of Columbia","--","264,894","--","--","--"
"2019","White","Florida","1,741","11,477,351","15.17","12.91","23,580"
"2019","White","Georgia","903","5,526,498","16.34","15.13","15,764"
"2019","White","Hawaii","19**","304,634","6.24**","5.36**","332"
"2019","White","Idaho","227","1,460,634","15.54","14.92","4,143"
"2019","White","Illinois","559","7,699,015","7.26","6.62","9,150"
"2019","White","Indiana","634","5,274,914","12.02","11.17","11,811"
"2019","White","Iowa","251","2,681,114","9.36","8.84","4,885"
"2019","White","Kansas","296","2,194,676","13.49","13.09","6,081"
"2019","White","Kentucky","542","3,761,002","14.41","13.57","9,891"
"2019","White","Louisiana","464","2,718,017","17.07","16.43","8,942"
"2019","White","Maine","158","1,250,568","12.63","11.85","2,951"
"2019","White","Maryland","246","3,026,945","8.13","7.04","3,562"
"2019","White","Massachusetts","150","4,897,854","3.06","2.76","2,654"
"2019","White","Michigan","714","7,454,804","9.58","8.78","12,109"
"2019","White","Minnesota","349","4,451,782","7.84","7.40","6,459"
"2019","White","Mississippi","337","1,678,937","20.07","19.12","6,479"
"2019","White","Missouri","748","4,858,877","15.40","14.72","14,425"
"2019","White","Montana","177","918,856","19.26","17.88","3,174"
"2019","White","Nebraska","168","1,510,623","11.12","10.24","2,963"
"2019","White","Nevada","335","1,485,334","22.55","19.52","5,090"
"2019","White","New Hampshire","144","1,220,183","11.80","10.78","2,592"
"2019","White","New Jersey","162","4,853,675","3.34","2.78","2,113"
"2019","White","New Mexico","212","770,328","27.52","24.47","3,338"
"2019","White","New York","447","10,766,164","4.15","3.60","6,740"
"2019","White","North Carolina","817","6,572,329","12.43","11.36","14,197"
"2019","White","North Dakota","85","638,598","13.31","13.25","1,843"
"2019","White","Ohio","1,038","9,158,965","11.33","10.57","18,659"
"2019","White","Oklahoma","501","2,565,907","19.53","18.23","9,174"
"2019","White","Oregon","492","3,164,041","15.55","13.98","8,337"
"2019","White","Pennsylvania","976","9,684,468","10.08","8.84","15,230"
"2019","White","Rhode Island","36","755,716","4.76","4.50","581"
"2019","White","South Carolina","564","3,280,415","17.19","16.29","10,547"
"2019","White","South Dakota","97","721,513","13.44","13.55","2,130"
"2019","White","Tennessee","825","5,020,913","16.43","15.22","14,133"
"2019","White","Texas","1,996","11,939,907","16.72","15.46","36,469"
"2019","White","Utah","326","2,496,399","13.06","13.58","7,865"
"2019","White","Vermont","65","577,220","11.26","9.78","1,128"
"2019","White","Virginia","650","5,233,436","12.42","11.26","11,098"
"2019","White","Washington","647","5,126,571","12.62","11.37","10,483"
"2019","White","West Virginia","277","1,650,894","16.78","16.44","5,535"
"2019","White","Wisconsin","444","4,699,157","9.45","8.46","7,184"
"2019","White","Wyoming","118","485,773","24.29","23.19","2,204"
"2019","Black","Alabama","421","1,300,338","32.38","32.34","13,527"
"2019","Black","Alaska","--","24,008","--","--","--"
"2019","Black","Arizona","63","327,630","19.23","17.74","2,171"
"2019","Black","Arkansas","164","467,017","35.12","34.99","5,383"
"2019","Black","California","441","2,213,986","19.92","19.32","13,830"
"2019","Black","Colorado","52","232,733","22.34","21.17","1,807"
"2019","Black","Connecticut","52","369,399","14.08","13.82","1,535"
"2019","Black","Delaware","40","214,911","18.61","19.15","1,355"
"2019","Black","District of Columbia","131","314,361","41.67","40.61","4,819"
"2019","Black","Florida","711","3,344,935","21.26","20.58","23,831"
