"Year","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","American Indian / Alaska Native","Vermont","--","2,094","--","--","--"
"2022","American Indian / Alaska Native","Virginia","--","23,207","--","--","--"
"2022","American Indian / Alaska Native","Washington","20**","94,189","21.23**","20.69**","513"
"2022","American Indian / Alaska Native","West Virginia","0**","3,901","0.00**","0.00**","--"
"2022","American Indian / Alaska Native","Wisconsin","10**","52,201","19.16**","17.82**","336"
"2022","American Indian / Alaska Native","Wyoming","--","11,827","--","--","--"
"2022","Asian","Alabama","--","78,533","--","--","--"
"2022","Asian","Alaska","--","47,853","--","--","--"
"2022","Asian","Arizona","15**","267,645","5.60**","5.46**","397"
"2022","Asian","Arkansas","--","54,175","--","--","--"
"2022","Asian","California","150","6,083,599","2.47","2.35","3,576"
"2022","Asian","Colorado","--","207,424","--","--","--"
"2022","Asian","Connecticut","--","182,755","--","--","--"
"2022","Asian","Delaware","0**","43,623","0.00**","0.00**","--"
"2022","Asian","District of Columbia","0**","30,308","0.00**","0.00**","--"
"2022","Asian","Florida","30","667,826","4.49","4.36","785"
"2022","Asian","Georgia","20**","510,018","3.92**","3.86**","554"
"2022","Asian","Hawaii","13**","516,999","2.52**","2.48**","242"
"2022","Asian","Idaho","--","29,681","--","--","--"
"2022","Asian","Illinois","11**","769,499","1.43**","1.34**","300"
"2022","Asian","Indiana","16**","188,702","8.48**","7.40**","551"
"2022","Asian","Iowa","--","86,834","--","--","--"
"2022","Asian","Kansas","--","91,904","--","--","--"
"2022","Asian","Kentucky","--","77,396","--","--","--"
"2022","Asian","Louisiana","--","85,445","--","--","--"
"2022","Asian","Maine","--","18,743","--","--","--"
"2022","Asian","Maryland","--","425,846","--","--","--"
"2022","Asian","Massachusetts","--","529,917","--","--","--"
"2022","Asian","Michigan","11**","347,815","3.16**","3.10**","364"
"2022","Asian","Minnesota","16**","308,785","5.18**","4.44**","496"
"2022","Asian","Mississippi","--","33,278","--","--","--"
"2022","Asian","Missouri","--","139,415","--","--","--"
"2022","Asian","Montana","0**","11,582","0.00**","0.00**","--"
"2022","Asian","Nebraska","--","53,720","--","--","--"
"2022","Asian","Nevada","22","283,621","7.76","8.17","638"
"2022","Asian","New Hampshire","0**","43,630","0.00**","0.00**","--"
"2022","Asian","New Jersey","--","957,530","--","--","--"
"2022","Asian","New Mexico","--","35,686","--","--","--"
"2022","Asian","New York","14**","1,851,641","0.76**","0.73**","353"
"2022","Asian","North Carolina","15**","370,540","4.05**","3.69**","471"
"2022","Asian","North Dakota","0**","13,208","0.00**","0.00**","--"
"2022","Asian","Ohio","--","318,181","--","--","--"
"2022","Asian","Oklahoma","--","100,224","--","--","--"
"2022","Asian","Oregon","--","210,022","--","--","--"
"2022","Asian","Pennsylvania","17**","519,968","3.27**","3.14**","500"
"2022","Asian","Rhode Island","0**","38,429","0.00**","0.00**","--"
"2022","Asian","South Carolina","--","102,276","--","--","--"
"2022","Asian","South Dakota","0**","15,865","0.00**","0.00**","--"
"2022","Asian","Tennessee","--","141,387","--","--","--"
"2022","Asian","Texas","50","1,654,482","3.02","2.85","1,328"
"2022","Asian","Utah","--","89,094","--","--","--"
"2022","Asian","Vermont","0**","13,154","0.00**","0.00**","--"
"2022","Asian","Virginia","21","624,456","3.36","3.16","428"
"2022","Asian","Washington","40","794,517","5.04","4.69","1,165"
"2022","Asian","West Virginia","--","15,864","--","--","--"
"2022","Asian","Wisconsin","10**","187,007","5.35**","5.45**","214"
"2022","Asian","Wyoming","0**","5,923","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Alabama","0**","2,671","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Alaska","--","11,661","--","--","--"
"2022","HI Native / Pacific Islander","Arizona","--","14,480","--","--","--"
"2022","HI Native / Pacific Islander","Arkansas","0**","12,844","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","California","12**","145,891","8.23**","7.64**","364"
"2022","HI Native / Pacific Islander","Colorado","--","9,095","--","--","--"
"2022","HI Native / Pacific Islander","Connecticut","0**","1,367","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Delaware","0**","352","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","District of Columbia","0**","393","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Florida","0**","15,192","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Georgia","--","7,892","--","--","--"
"2022","HI Native / Pacific Islander","Hawaii","--","137,307","--","--","--"
"2022","HI Native / Pacific Islander","Idaho","--","3,615","--","--","--"
"2022","HI Native / Pacific Islander","Illinois","0**","3,751","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Indiana","0**","2,949","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Iowa","0**","6,432","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Kansas","--","3,410","--","--","--"
"2022","HI Native / Pacific Islander","Kentucky","0**","3,831","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Louisiana","--","1,775","--","--","--"
"2022","HI Native / Pacific Islander","Maine","0**","444","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Maryland","0**","3,022","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Massachusetts","0**","3,202","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Michigan","0**","3,032","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Minnesota","0**","3,528","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Mississippi","0**","1,189","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Missouri","0**","9,833","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Montana","0**","891","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Nebraska","0**","1,387","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Nevada","--","22,339","--","--","--"
"2022","HI Native / Pacific Islander","New Hampshire","0**","422","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","New Jersey","0**","3,469","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","New Mexico","0**","1,401","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","New York","0**","9,549","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","North Carolina","0**","7,607","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","North Dakota","0**","689","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Ohio","0**","5,704","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Oklahoma","0**","8,307","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Oregon","--","18,207","--","--","--"
"2022","HI Native / Pacific Islander","Pennsylvania","--","4,156","--","--","--"
"2022","HI Native / Pacific Islander","Rhode Island","0**","689","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","South Carolina","--","3,377","--","--","--"
"2022","HI Native / Pacific Islander","South Dakota","0**","796","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Tennessee","0**","4,236","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Texas","--","28,558","--","--","--"
"2022","HI Native / Pacific Islander","Utah","--","35,994","--","--","--"
"2022","HI Native / Pacific Islander","Vermont","0**","194","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Virginia","--","6,483","--","--","--"
"2022","HI Native / Pacific Islander","Washington","15**","59,064","25.40**","23.46**","496"
"2022","HI Native / Pacific Islander","West Virginia","0**","426","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Wisconsin","0**","2,407","0.00**","0.00**","--"
"2022","HI Native / Pacific Islander","Wyoming","0**","418","0.00**","0.00**","--"
"2022","More than One Race","Alabama","--","89,921","--","--","--"
"2022","More than One Race","Alaska","15**","53,389","28.10**","44.38**","462"
"2022","More than One Race","Arizona","26","168,966","15.39","16.59","888"
"2022","More than One Race","Arkansas","--","65,622","--","--","--"
"2022","More than One Race","California","80","1,176,462","6.80","7.96","2,291"
"2022","More than One Race","Colorado","13**","148,623","8.75**","10.88**","381"
"2022","More than One Race","Connecticut","--","70,158","--","--","--"
"2022","More than One Race","Delaware","0**","26,276","0.00**","0.00**","--"
"2022","More than One Race","District of Columbia","0**","17,363","0.00**","0.00**","--"
"2022","More than One Race","Florida","29","408,386","7.10","7.82","972"
"2022","More than One Race","Georgia","12**","226,701","5.29**","6.31**","388"
"2022","More than One Race","Hawaii","20**","288,108","6.94**","7.98**","431"
"2022","More than One Race","Idaho","--","43,569","--","--","--"
"2022","More than One Race","Illinois","--","227,886","--","--","--"
"2022","More than One Race","Indiana","15**","144,392","10.39**","9.67**","548"
"2022","More than One Race","Iowa","--","61,257","--","--","--"
"2022","More than One Race","Kansas","15**","82,787","18.12**","19.24**","481"
"2022","More than One Race","Kentucky","--","93,803","--","--","--"
"2022","More than One Race","Louisiana","--","76,170","--","--","--"
"2022","More than One Race","Maine","--","25,224","--","--","--"
"2022","More than One Race","Maryland","--","164,881","--","--","--"
"2022","More than One Race","Massachusetts","--","139,905","--","--","--"
"2022","More than One Race","Michigan","25","247,302","10.11","11.22","876"
"2022","More than One Race","Minnesota","10**","142,291","7.03**","14.19**","201"
"2022","More than One Race","Mississippi","--","39,685","--","--","--"
"2022","More than One Race","Missouri","14**","148,812","9.41**","8.94**","541"
"2022","More than One Race","Montana","--","29,860","--","--","--"
"2022","More than One Race","Nebraska","--","41,743","--","--","--"
"2022","More than One Race","Nevada","15**","122,726","12.22**","12.43**","485"
"2022","More than One Race","New Hampshire","0**","23,171","0.00**","0.00**","--"
"2022","More than One Race","New Jersey","--","154,789","--","--","--"
"2022","More than One Race","New Mexico","--","34,975","--","--","--"
"2022","More than One Race","New York","10**","382,887","2.61**","2.60**","368"
"2022","More than One Race","North Carolina","14**","236,470","5.92**","5.96**","554"
"2022","More than One Race","North Dakota","0**","17,882","0.00**","0.00**","--"
"2022","More than One Race","Ohio","10**","282,440","3.54**","4.11**","343"
"2022","More than One Race","Oklahoma","37","241,328","15.33","18.34","1,172"
"2022","More than One Race","Oregon","11**","151,345","7.27**","7.19**","404"
"2022","More than One Race","Pennsylvania","17**","246,753","6.89**","6.68**","634"
"2022","More than One Race","Rhode Island","--","24,867","--","--","--"
"2022","More than One Race","South Carolina","10**","103,064","9.70**","16.32**","261"
"2022","More than One Race","South Dakota","--","22,090","--","--","--"
"2022","More than One Race","Tennessee","15**","140,945","10.64**","8.71**","618"
"2022","More than One Race","Texas","18**","498,549","3.61**","4.25**","577"
"2022","More than One Race","Utah","--","79,404","--","--","--"
"2022","More than One Race","Vermont","--","12,802","--","--","--"
"2022","More than One Race","Virginia","20**","258,308","7.74**","7.16**","811"
"2022","More than One Race","Washington","32","349,041","9.17","10.74","957"
"2022","More than One Race","West Virginia","--","35,976","--","--","--"
"2022","More than One Race","Wisconsin","--","113,061","--","--","--"
"2022","More than One Race","Wyoming","0**","11,434","0.00**","0.00**","--"
"2021","White","Alabama","656","3,277,437","20.02","18.63","11,908"
"2021","White","Alaska","98","433,519","22.61","21.83","2,118"
"2021","White","Arizona","766","3,877,927","19.75","17.33","11,911"
"2021","White","Arkansas","470","2,157,615","21.78","20.93","8,802"
"2021","White","California","1,324","13,811,099","9.59","8.07","18,593"
"2021","White","Colorado","723","3,889,617","18.59","16.93","13,895"
"2021","White","Connecticut","120","2,340,336","5.13","4.15","1,569"
"2021","White","Delaware","69","608,775","11.33","10.82","1,086"
"2021","White","District of Columbia","--","249,566","--","--","--"
"2021","White","Florida","1,837","11,500,458","15.97","14.05","26,770"
"2021","White","Georgia","954","5,501,156","17.34","16.14","17,607"
"2021","White","Hawaii","30","308,366","9.73","8.61","452"
"2021","White","Idaho","281","1,543,708","18.20","18.02","5,737"
"2021","White","Illinois","636","7,591,611","8.38","7.63","10,715"
"2021","White","Indiana","803","5,279,911","15.21","14.68","17,151"
"2021","White","Iowa","310","2,690,816","11.52","10.93","5,749"
"2021","White","Kansas","354","2,192,035","16.15","16.05","7,738"
"2021","White","Kentucky","666","3,764,921","17.69","16.97","13,176"
"2021","White","Louisiana","478","2,681,993","17.82","16.61","8,758"
"2021","White","Maine","170","1,274,066","13.34","12.88","3,192"
"2021","White","Maryland","290","3,012,403","9.63","8.44","4,462"
"2021","White","Massachusetts","144","4,902,675","2.94","2.59","2,394"
"2021","White","Michigan","814","7,445,977","10.93","10.19","14,676"
"2021","White","Minnesota","374","4,461,623","8.38","7.73","6,358"
"2021","White","Mississippi","371","1,655,255","22.41","21.76","7,312"
"2021","White","Missouri","850","4,849,382","17.53","16.70","17,629"
"2021","White","Montana","240","945,790","25.38","24.67","5,066"
"2021","White","Nebraska","155","1,518,180","10.21","10.13","3,303"
"2021","White","Nevada","357","1,468,832","24.31","21.06","5,179"
"2021","White","New Hampshire","119","1,236,652","9.62","8.89","2,172"
"2021","White","New Jersey","179","4,954,441","3.61","3.20","2,523"
"2021","White","New Mexico","214","762,525","28.07","26.30","3,657"
"2021","White","New York","445","10,793,957","4.12","3.61","6,548"
"2021","White","North Carolina","954","6,544,996","14.58","13.24","17,573"
"2021","White","North Dakota","106","648,514","16.35","16.09","2,206"
"2021","White","Ohio","1,075","9,135,837","11.77","11.19","20,873"
"2021","White","Oklahoma","545","2,550,419","21.37","20.44","10,555"
"2021","White","Oregon","545","3,156,001","17.27","15.44","9,273"
"2021","White","Pennsylvania","1,052","9,744,789","10.80","9.94","18,330"
"2021","White","Rhode Island","43","772,659","5.57","5.09","745"
"2021","White","South Carolina","602","3,296,903","18.26","17.47","11,280"
"2021","White","South Dakota","90","726,328","12.39","11.63","1,534"
"2021","White","Tennessee","902","5,093,641","17.71","16.96","17,373"
"2021","White","Texas","2,172","11,899,190","18.25","17.04","40,948"
"2021","White","Utah","362","2,576,664","14.05","14.31","7,940"
"2021","White","Vermont","83","596,378","13.92","12.98","1,580"
"2021","White","Virginia","670","5,221,050","12.83","11.69","12,217"
"2021","White","Washington","627","5,109,226","12.27","11.15","11,383"
"2021","White","West Virginia","291","1,632,053","17.83","16.89","5,107"
"2021","White","Wisconsin","486","4,724,433","10.29","9.62","9,069"
"2021","White","Wyoming","148","482,679","30.66","29.78","2,994"
"2021","Black","Alabama","619","1,337,372","46.29","45.42","21,018"
"2021","Black","Alaska","--","23,847","--","--","--"
"2021","Black","Arizona","117","338,421","34.57","32.73","3,775"
"2021","Black","Arkansas","197","466,881","42.20","41.38","6,938"
"2021","Black","California","683","2,191,696","31.16","30.39","21,555"
"2021","Black","Colorado","82","237,484","34.53","31.82","2,464"
"2021","Black","Connecticut","87","382,930","22.72","21.62","3,127"
"2021","Black","Delaware","78","223,449","34.91","35.35","2,755"
"2021","Black","District of Columbia","170","294,469","57.73","56.22","5,653"
"2021","Black","Florida","863","3,387,530","25.48","24.87","29,664"
"2021","Black","Georgia","1,096","3,443,551","31.83","30.80","35,852"
"2021","Black","Hawaii","--","27,980","--","--","--"
"2021","Black","Idaho","--","14,818","--","--","--"
"2021","Black","Illinois","1,131","1,793,312","63.07","62.51","39,541"
"2021","Black","Indiana","364","668,122","54.48","52.26","12,439"
"2021","Black","Iowa","36","130,779","27.53","25.99","1,274"
"2021","Black","Kansas","59","170,092","34.69","33.83","2,046"
"2021","Black","Kentucky","244","374,674","65.12","61.85","8,621"
"2021","Black","Louisiana","794","1,493,760","53.15","52.21","27,962"
"2021","Black","Maine","--","23,940","--","--","--"
"2021","Black","Maryland","559","1,872,733","29.85","30.50","18,246"
"2021","Black","Massachusetts","61","520,107","11.73","10.90","2,033"
"2021","Black","Michigan","632","1,388,711","45.51","45.31","20,252"
"2021","Black","Minnesota","122","409,985","29.76","28.25","4,177"
"2021","Black","Mississippi","576","1,104,913","52.13","52.07","18,918"
"2021","Black","Missouri","515","713,509","72.18","71.51","17,156"
"2021","Black","Montana","--","6,134","--","--","--"
"2021","Black","Nebraska","28","97,999","28.57","26.68","1,048"
"2021","Black","Nevada","125","299,847","41.69","40.04","3,942"
"2021","Black","New Hampshire","--","21,401","--","--","--"
"2021","Black","New Jersey","218","1,202,296","18.13","18.14","7,235"
"2021","Black","New Mexico","20**","40,976","48.81**","47.12**","509"
"2021","Black","New York","456","2,885,477","15.80","15.73","15,587"
"2021","Black","North Carolina","704","2,244,089","31.37","30.33","23,789"
"2021","Black","North Dakota","--","26,176","--","--","--"
"2021","Black","Ohio","755","1,508,965","50.03","49.88","26,140"
"2021","Black","Oklahoma","115","298,282","38.55","37.06","3,916"
"2021","Black","Oregon","38","84,645","44.89","41.14","1,327"
"2021","Black","Pennsylvania","699","1,409,669","49.59","47.32","24,482"
"2021","Black","Rhode Island","--","68,089","--","--","--"
"2021","Black","South Carolina","491","1,348,181","36.42","36.48","17,120"
"2021","Black","South Dakota","--","21,183","--","--","--"
"2021","Black","Tennessee","588","1,151,521","51.06","49.83","20,072"
"2021","Black","Texas","1,099","3,646,569","30.14","28.59","36,329"
"2021","Black","Utah","--","39,719","--","--","--"
"2021","Black","Vermont","0**","8,684","0.00**","0.00**","--"
"2021","Black","Virginia","475","1,658,390","28.64","28.64","16,038"
"2021","Black","Washington","86","316,691","27.16","24.55","2,845"
"2021","Black","West Virginia","24","63,848","37.59","35.91","817"
"2021","Black","Wisconsin","243","369,421","65.78","62.17","8,548"
"2021","Black","Wyoming","0**","5,961","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Alabama","--","27,879","--","--","--"
"2021","American Indian / Alaska Native","Alaska","47","109,412","42.96","42.82","1,637"
"2021","American Indian / Alaska Native","Arizona","60","273,663","21.93","20.92","1,870"
"2021","American Indian / Alaska Native","Arkansas","--","23,769","--","--","--"
"2021","American Indian / Alaska Native","California","19**","159,790","11.89**","12.54**","615"
"2021","American Indian / Alaska Native","Colorado","--","36,387","--","--","--"
"2021","American Indian / Alaska Native","Connecticut","--","8,073","--","--","--"
"2021","American Indian / Alaska Native","Delaware","0**","3,024","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","District of Columbia","0**","1,362","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Florida","--","55,049","--","--","--"
"2021","American Indian / Alaska Native","Georgia","--","24,878","--","--","--"
"2021","American Indian / Alaska Native","Hawaii","0**","3,057","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Idaho","--","19,737","--","--","--"
"2021","American Indian / Alaska Native","Illinois","--","19,686","--","--","--"
"2021","American Indian / Alaska Native","Indiana","0**","15,657","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Iowa","--","9,830","--","--","--"
"2021","American Indian / Alaska Native","Kansas","--","23,050","--","--","--"
"2021","American Indian / Alaska Native","Kentucky","0**","9,265","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Louisiana","--","30,135","--","--","--"
"2021","American Indian / Alaska Native","Maine","--","8,762","--","--","--"
"2021","American Indian / Alaska Native","Maryland","0**","14,779","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Massachusetts","0**","12,705","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Michigan","--","56,897","--","--","--"
"2021","American Indian / Alaska Native","Minnesota","13**","59,752","21.76**","22.37**","370"
"2021","American Indian / Alaska Native","Mississippi","--","14,932","--","--","--"
"2021","American Indian / Alaska Native","Missouri","--","26,856","--","--","--"
"2021","American Indian / Alaska Native","Montana","28","65,808","42.55","44.78","907"
"2021","American Indian / Alaska Native","Nebraska","--","16,011","--","--","--"
"2021","American Indian / Alaska Native","Nevada","--","26,409","--","--","--"
"2021","American Indian / Alaska Native","New Hampshire","0**","2,935","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","New Jersey","0**","14,097","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","New Mexico","40","185,249","21.59","21.69","1,102"
"2021","American Indian / Alaska Native","New York","0**","59,430","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","North Carolina","42","110,168","38.12","39.47","1,152"
"2021","American Indian / Alaska Native","North Dakota","--","37,546","--","--","--"
"2021","American Indian / Alaska Native","Ohio","--","22,729","--","--","--"
"2021","American Indian / Alaska Native","Oklahoma","95","331,791","28.63","29.55","2,564"
"2021","American Indian / Alaska Native","Oregon","--","46,303","--","--","--"
"2021","American Indian / Alaska Native","Pennsylvania","--","18,889","--","--","--"
"2021","American Indian / Alaska Native","Rhode Island","0**","4,572","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","South Carolina","--","19,120","--","--","--"
"2021","American Indian / Alaska Native","South Dakota","27","70,049","38.54","36.66","973"
"2021","American Indian / Alaska Native","Tennessee","--","19,754","--","--","--"
"2021","American Indian / Alaska Native","Texas","--","96,370","--","--","--"
"2021","American Indian / Alaska Native","Utah","--","30,021","--","--","--"
"2021","American Indian / Alaska Native","Vermont","0**","2,079","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Virginia","--","23,028","--","--","--"
"2021","American Indian / Alaska Native","Washington","15**","94,495","15.87**","16.10**","473"
"2021","American Indian / Alaska Native","West Virginia","0**","3,877","0.00**","0.00**","--"
"2021","American Indian / Alaska Native","Wisconsin","--","51,945","--","--","--"
"2021","American Indian / Alaska Native","Wyoming","--","11,930","--","--","--"
"2021","Asian","Alabama","--","76,815","--","--","--"
"2021","Asian","Alaska","--","47,383","--","--","--"
"2021","Asian","Arizona","13**","257,397","5.05**","4.64**","386"
"2021","Asian","Arkansas","--","52,728","--","--","--"
"2021","Asian","California","133","5,992,155","2.22","2.16","3,550"
"2021","Asian","Colorado","--","200,691","--","--","--"
"2021","Asian","Connecticut","--","180,241","--","--","--"
"2021","Asian","Delaware","--","42,173","--","--","--"
"2021","Asian","District of Columbia","--","29,427","--","--","--"
"2021","Asian","Florida","20**","640,370","3.12**","3.10**","596"
"2021","Asian","Georgia","35","486,955","7.19","6.73","930"
"2021","Asian","Hawaii","--","520,036","--","--","--"
"2021","Asian","Idaho","--","28,541","--","--","--"
"2021","Asian","Illinois","13**","760,909","1.71**","1.57**","342"
"2021","Asian","Indiana","15**","181,337","8.27**","7.69**","433"
"2021","Asian","Iowa","--","85,776","--","--","--"
"2021","Asian","Kansas","--","91,781","--","--","--"
"2021","Asian","Kentucky","--","75,164","--","--","--"
"2021","Asian","Louisiana","--","84,888","--","--","--"
"2021","Asian","Maine","--","18,282","--","--","--"
"2021","Asian","Maryland","10**","420,421","2.38**","2.42**","258"
"2021","Asian","Massachusetts","--","518,426","--","--","--"
"2021","Asian","Michigan","--","340,580","--","--","--"
"2021","Asian","Minnesota","17**","303,411","5.60**","4.72**","566"
"2021","Asian","Mississippi","--","32,730","--","--","--"
"2021","Asian","Missouri","--","137,006","--","--","--"
"2021","Asian","Montana","0**","10,721","0.00**","0.00**","--"
"2021","Asian","Nebraska","0**","53,005","0.00**","0.00**","--"
"2021","Asian","Nevada","14**","271,130","5.16**","5.34**","435"
"2021","Asian","New Hampshire","0**","42,203","0.00**","0.00**","--"
"2021","Asian","New Jersey","--","945,341","--","--","--"
"2021","Asian","New Mexico","0**","34,463","0.00**","0.00**","--"
"2021","Asian","New York","19**","1,836,310","1.04**","0.99**","623"
"2021","Asian","North Carolina","15**","351,560","4.27**","4.25**","379"
"2021","Asian","North Dakota","--","13,053","--","--","--"
"2021","Asian","Ohio","13**","308,536","4.21**","4.03**","442"
"2021","Asian","Oklahoma","--","96,248","--","--","--"
"2021","Asian","Oregon","--","205,404","--","--","--"
"2021","Asian","Pennsylvania","19**","508,320","3.74**","3.54**","565"
"2021","Asian","Rhode Island","--","38,677","--","--","--"
"2021","Asian","South Carolina","--","97,290","--","--","--"
"2021","Asian","South Dakota","--","15,121","--","--","--"
"2021","Asian","Tennessee","--","137,020","--","--","--"
"2021","Asian","Texas","74","1,567,512","4.72","4.67","2,196"
"2021","Asian","Utah","--","86,169","--","--","--"
"2021","Asian","Vermont","0**","12,923","0.00**","0.00**","--"
"2021","Asian","Virginia","16**","611,989","2.61**","2.61**","460"
"2021","Asian","Washington","26","758,774","3.43","3.13","715"
"2021","Asian","West Virginia","--","15,460","--","--","--"
"2021","Asian","Wisconsin","16**","182,952","8.75**","7.41**","533"
"2021","Asian","Wyoming","0**","5,793","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Alabama","--","2,563","--","--","--"
"2021","HI Native / Pacific Islander","Alaska","--","11,501","--","--","--"
"2021","HI Native / Pacific Islander","Arizona","--","13,930","--","--","--"
"2021","HI Native / Pacific Islander","Arkansas","0**","12,123","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","California","21","146,141","14.37","13.87","641"
"2021","HI Native / Pacific Islander","Colorado","--","8,889","--","--","--"
"2021","HI Native / Pacific Islander","Connecticut","0**","1,324","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Delaware","0**","358","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","District of Columbia","0**","392","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Florida","--","14,594","--","--","--"
"2021","HI Native / Pacific Islander","Georgia","0**","7,701","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Hawaii","--","138,479","--","--","--"
"2021","HI Native / Pacific Islander","Idaho","0**","3,514","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Illinois","0**","3,788","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Indiana","0**","2,830","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Iowa","0**","5,623","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Kansas","0**","3,180","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Kentucky","0**","3,487","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Louisiana","0**","1,769","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Maine","0**","453","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Maryland","--","3,020","--","--","--"
"2021","HI Native / Pacific Islander","Massachusetts","0**","3,151","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Michigan","0**","2,939","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Minnesota","0**","3,407","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Mississippi","0**","1,136","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Missouri","--","9,190","--","--","--"
"2021","HI Native / Pacific Islander","Montana","--","811","--","--","--"
"2021","HI Native / Pacific Islander","Nebraska","--","1,349","--","--","--"
"2021","HI Native / Pacific Islander","Nevada","--","21,627","--","--","--"
"2021","HI Native / Pacific Islander","New Hampshire","0**","420","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","New Jersey","0**","3,367","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","New Mexico","0**","1,401","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","New York","0**","9,552","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","North Carolina","--","7,446","--","--","--"
"2021","HI Native / Pacific Islander","North Dakota","0**","609","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Ohio","0**","5,429","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Oklahoma","0**","7,996","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Oregon","--","17,773","--","--","--"
"2021","HI Native / Pacific Islander","Pennsylvania","0**","4,089","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Rhode Island","0**","697","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","South Carolina","0**","3,150","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","South Dakota","0**","638","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Tennessee","--","4,019","--","--","--"
"2021","HI Native / Pacific Islander","Texas","--","27,313","--","--","--"
"2021","HI Native / Pacific Islander","Utah","--","34,822","--","--","--"
"2021","HI Native / Pacific Islander","Vermont","0**","187","0.00**","0.00**","--"
"2021","HI Native / Pacific Islander","Virginia","--","6,411","--","--","--"
"2021","HI Native / Pacific Islander","Washington","11**","56,907","19.33**","15.83**","385"
