"Year","Intent","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Suicide","Females","Kentucky","78","2,241,404","3.48","3.27","1,376"
"2014","Suicide","Females","Louisiana","94","2,372,375","3.96","3.77","1,873"
"2014","Suicide","Females","Maine","12**","679,271","1.77**","1.75**","265"
"2014","Suicide","Females","Maryland","37","3,072,502","1.20","1.17","644"
"2014","Suicide","Females","Massachusetts","16**","3,484,994","0.46**","0.42**","220"
"2014","Suicide","Females","Michigan","83","5,050,975","1.64","1.62","1,798"
"2014","Suicide","Females","Minnesota","32","2,742,170","1.17","1.15","694"
"2014","Suicide","Females","Mississippi","40","1,538,890","2.60","2.62","766"
"2014","Suicide","Females","Missouri","75","3,086,784","2.43","2.27","1,382"
"2014","Suicide","Females","Montana","18**","508,360","3.54**","3.97**","411"
"2014","Suicide","Females","Nebraska","--","943,774","--","--","--"
"2014","Suicide","Females","Nevada","50","1,401,290","3.57","3.23","819"
"2014","Suicide","Females","New Hampshire","--","674,573","--","--","--"
"2014","Suicide","Females","New Jersey","19**","4,541,269","0.42**","0.39**","283"
"2014","Suicide","Females","New Mexico","35","1,055,167","3.32","3.15","700"
"2014","Suicide","Females","New York","36","10,122,684","0.36","0.31","533"
"2014","Suicide","Females","North Carolina","139","5,099,723","2.73","2.64","2,705"
"2014","Suicide","Females","North Dakota","--","360,130","--","--","--"
"2014","Suicide","Females","Ohio","95","5,925,788","1.60","1.58","1,822"
"2014","Suicide","Females","Oklahoma","79","1,957,329","4.04","4.09","1,659"
"2014","Suicide","Females","Oregon","57","2,002,391","2.85","2.69","953"
"2014","Suicide","Females","Pennsylvania","90","6,536,769","1.38","1.31","1,664"
"2014","Suicide","Females","Rhode Island","--","544,071","--","--","--"
"2014","Suicide","Females","South Carolina","86","2,482,344","3.46","3.32","1,505"
"2014","Suicide","Females","South Dakota","12**","421,923","2.84**","2.62**","185"
"2014","Suicide","Females","Tennessee","103","3,352,533","3.07","2.87","1,645"
"2014","Suicide","Females","Texas","282","13,577,164","2.08","2.07","5,413"
"2014","Suicide","Females","Utah","34","1,460,537","2.33","2.69","800"
"2014","Suicide","Females","Vermont","--","316,922","--","--","--"
"2014","Suicide","Females","Virginia","86","4,226,409","2.04","1.88","1,531"
"2014","Suicide","Females","Washington","81","3,533,298","2.29","2.21","1,689"
"2014","Suicide","Females","West Virginia","35","936,287","3.74","3.61","633"
"2014","Suicide","Females","Wisconsin","39","2,895,122","1.35","1.36","889"
"2014","Suicide","Females","Wyoming","14**","285,404","4.91**","5.02**","346"
"2014","Undetermined","Males","Alabama","--","2,348,012","--","--","--"
"2014","Undetermined","Males","Alaska","--","385,994","--","--","--"
"2014","Undetermined","Males","Arizona","11**","3,347,316","0.33**","0.32**","324"
"2014","Undetermined","Males","Arkansas","--","1,457,950","--","--","--"
"2014","Undetermined","Males","California","13**","19,164,689","0.07**","0.07**","388"
"2014","Undetermined","Males","Colorado","--","2,687,056","--","--","--"
"2014","Undetermined","Males","Delaware","--","451,683","--","--","--"
"2014","Undetermined","Males","District of Columbia","0**","315,215","0.00**","0.00**","--"
"2014","Undetermined","Males","Florida","--","9,707,653","--","--","--"
"2014","Undetermined","Males","Georgia","--","4,908,947","--","--","--"
"2014","Undetermined","Males","Hawaii","0**","711,074","0.00**","0.00**","--"
"2014","Undetermined","Males","Idaho","--","817,820","--","--","--"
"2014","Undetermined","Males","Illinois","11**","6,324,583","0.17**","0.15**","300"
"2014","Undetermined","Males","Indiana","--","3,249,379","--","--","--"
"2014","Undetermined","Males","Iowa","--","1,544,749","--","--","--"
"2014","Undetermined","Males","Kentucky","--","2,175,588","--","--","--"
"2014","Undetermined","Males","Louisiana","--","2,273,563","--","--","--"
"2014","Undetermined","Males","Maine","--","651,946","--","--","--"
"2014","Undetermined","Males","Maryland","--","2,887,562","--","--","--"
"2014","Undetermined","Males","Michigan","--","4,881,058","--","--","--"
"2014","Undetermined","Males","Minnesota","--","2,710,495","--","--","--"
"2014","Undetermined","Males","Mississippi","10**","1,453,002","0.69**","0.63**","202"
"2014","Undetermined","Males","Missouri","--","2,972,346","--","--","--"
"2014","Undetermined","Males","Montana","--","514,297","--","--","--"
"2014","Undetermined","Males","Nebraska","--","936,181","--","--","--"
"2014","Undetermined","Males","Nevada","--","1,417,645","--","--","--"
"2014","Undetermined","Males","New Hampshire","--","659,684","--","--","--"
"2014","Undetermined","Males","New Mexico","--","1,035,069","--","--","--"
"2014","Undetermined","Males","New York","--","9,530,747","--","--","--"
"2014","Undetermined","Males","North Carolina","--","4,837,572","--","--","--"
"2014","Undetermined","Males","North Dakota","--","378,606","--","--","--"
"2014","Undetermined","Males","Ohio","--","5,680,785","--","--","--"
"2014","Undetermined","Males","Oklahoma","--","1,921,858","--","--","--"
"2014","Undetermined","Males","Pennsylvania","--","6,255,623","--","--","--"
"2014","Undetermined","Males","Rhode Island","--","512,440","--","--","--"
"2014","Undetermined","Males","South Carolina","--","2,344,514","--","--","--"
"2014","Undetermined","Males","Tennessee","36","3,192,084","1.13","1.05","691"
"2014","Undetermined","Males","Texas","23","13,385,928","0.17","0.18","682"
"2014","Undetermined","Males","Utah","--","1,477,790","--","--","--"
"2014","Undetermined","Males","Vermont","--","308,771","--","--","--"
"2014","Undetermined","Males","Virginia","--","4,089,021","--","--","--"
"2014","Undetermined","Males","Washington","--","3,524,233","--","--","--"
"2014","Undetermined","Males","West Virginia","--","914,282","--","--","--"
"2014","Undetermined","Males","Wisconsin","--","2,858,077","--","--","--"
"2014","Undetermined","Males","Wyoming","--","297,755","--","--","--"
"2014","Undetermined","Females","Alabama","--","2,495,725","--","--","--"
"2014","Undetermined","Females","Alaska","--","351,081","--","--","--"
"2014","Undetermined","Females","Arizona","--","3,385,557","--","--","--"
"2014","Undetermined","Females","Arkansas","--","1,510,809","--","--","--"
"2014","Undetermined","Females","California","--","19,422,017","--","--","--"
"2014","Undetermined","Females","Colorado","--","2,665,581","--","--","--"
"2014","Undetermined","Females","Connecticut","--","1,842,252","--","--","--"
"2014","Undetermined","Females","Delaware","0**","481,448","0.00**","0.00**","--"
"2014","Undetermined","Females","District of Columbia","0**","348,388","0.00**","0.00**","--"
"2014","Undetermined","Females","Georgia","--","5,162,257","--","--","--"
"2014","Undetermined","Females","Hawaii","0**","704,261","0.00**","0.00**","--"
"2014","Undetermined","Females","Idaho","--","814,428","--","--","--"
"2014","Undetermined","Females","Illinois","--","6,560,509","--","--","--"
"2014","Undetermined","Females","Indiana","--","3,346,640","--","--","--"
"2014","Undetermined","Females","Iowa","--","1,565,894","--","--","--"
"2014","Undetermined","Females","Kansas","--","1,456,819","--","--","--"
"2014","Undetermined","Females","Kentucky","--","2,241,404","--","--","--"
"2014","Undetermined","Females","Mississippi","--","1,538,890","--","--","--"
"2014","Undetermined","Females","Missouri","--","3,086,784","--","--","--"
"2014","Undetermined","Females","Nevada","--","1,401,290","--","--","--"
"2014","Undetermined","Females","New Hampshire","0**","674,573","0.00**","0.00**","--"
"2014","Undetermined","Females","New Mexico","--","1,055,167","--","--","--"
"2014","Undetermined","Females","North Carolina","--","5,099,723","--","--","--"
"2014","Undetermined","Females","North Dakota","0**","360,130","0.00**","0.00**","--"
"2014","Undetermined","Females","Ohio","--","5,925,788","--","--","--"
"2014","Undetermined","Females","Oklahoma","--","1,957,329","--","--","--"
"2014","Undetermined","Females","Pennsylvania","--","6,536,769","--","--","--"
"2014","Undetermined","Females","South Carolina","--","2,482,344","--","--","--"
"2014","Undetermined","Females","Tennessee","--","3,352,533","--","--","--"
"2014","Undetermined","Females","Texas","--","13,577,164","--","--","--"
"2014","Undetermined","Females","Utah","0**","1,460,537","0.00**","0.00**","--"
"2014","Undetermined","Females","Virginia","--","4,226,409","--","--","--"
"2014","Undetermined","Females","Washington","--","3,533,298","--","--","--"
"2013","Unintentional","Males","Alabama","23","2,343,135","0.98","0.99","679"
"2013","Unintentional","Males","Alaska","--","385,939","--","--","--"
"2013","Unintentional","Males","Arizona","--","3,297,562","--","--","--"
"2013","Unintentional","Males","Arkansas","14**","1,453,888","0.96**","0.90**","445"
"2013","Unintentional","Males","California","31","18,996,586","0.16","0.15","824"
"2013","Unintentional","Males","Colorado","--","2,643,323","--","--","--"
"2013","Unintentional","Males","Florida","19**","9,560,101","0.20**","0.19**","375"
"2013","Unintentional","Males","Georgia","22","4,865,905","0.45","0.50","527"
"2013","Unintentional","Males","Hawaii","--","707,258","--","--","--"
"2013","Unintentional","Males","Idaho","--","807,413","--","--","--"
"2013","Unintentional","Males","Illinois","15**","6,329,266","0.24**","0.24**","603"
"2013","Unintentional","Males","Indiana","11**","3,236,108","0.34**","0.35**","456"
"2013","Unintentional","Males","Iowa","--","1,535,373","--","--","--"
"2013","Unintentional","Males","Kansas","--","1,439,885","--","--","--"
"2013","Unintentional","Males","Kentucky","19**","2,171,075","0.88**","0.85**","471"
"2013","Unintentional","Males","Louisiana","19**","2,263,782","0.84**","0.88**","675"
"2013","Unintentional","Males","Maine","--","650,942","--","--","--"
"2013","Unintentional","Males","Maryland","--","2,870,851","--","--","--"
"2013","Unintentional","Males","Massachusetts","--","3,254,176","--","--","--"
"2013","Unintentional","Males","Michigan","--","4,869,738","--","--","--"
"2013","Unintentional","Males","Minnesota","--","2,690,446","--","--","--"
"2013","Unintentional","Males","Mississippi","13**","1,452,993","0.90**","0.92**","484"
"2013","Unintentional","Males","Missouri","17**","2,963,712","0.57**","0.53**","323"
"2013","Unintentional","Males","Montana","--","509,669","--","--","--"
"2013","Unintentional","Males","Nebraska","--","928,270","--","--","--"
"2013","Unintentional","Males","Nevada","--","1,397,895","--","--","--"
"2013","Unintentional","Males","New Hampshire","--","655,460","--","--","--"
"2013","Unintentional","Males","New Jersey","--","4,319,443","--","--","--"
"2013","Unintentional","Males","New Mexico","--","1,036,017","--","--","--"
"2013","Unintentional","Males","New York","--","9,515,522","--","--","--"
"2013","Unintentional","Males","North Carolina","16**","4,795,806","0.33**","0.31**","411"
"2013","Unintentional","Males","North Dakota","--","369,328","--","--","--"
"2013","Unintentional","Males","Ohio","19**","5,665,068","0.34**","0.31**","518"
"2013","Unintentional","Males","Oklahoma","11**","1,909,004","0.58**","0.58**","261"
"2013","Unintentional","Males","Oregon","--","1,942,108","--","--","--"
"2013","Unintentional","Males","Pennsylvania","20**","6,246,744","0.32**","0.31**","492"
"2013","Unintentional","Males","South Carolina","12**","2,316,061","0.52**","0.53**","290"
"2013","Unintentional","Males","South Dakota","--","423,958","--","--","--"
"2013","Unintentional","Males","Tennessee","14**","3,167,856","0.44**","0.42**","367"
"2013","Unintentional","Males","Texas","36","13,142,117","0.27","0.28","1,172"
"2013","Unintentional","Males","Utah","--","1,457,715","--","--","--"
"2013","Unintentional","Males","Virginia","--","4,058,106","--","--","--"
"2013","Unintentional","Males","Washington","10**","3,475,313","0.29**","0.29**","412"
"2013","Unintentional","Males","West Virginia","0**","916,456","0.00**","0.00**","--"
"2013","Unintentional","Males","Wisconsin","--","2,849,566","--","--","--"
"2013","Unintentional","Males","Wyoming","--","297,502","--","--","--"
"2013","Unintentional","Females","Alabama","--","2,488,451","--","--","--"
"2013","Unintentional","Females","Alaska","--","351,687","--","--","--"
"2013","Unintentional","Females","Arizona","0**","3,337,128","0.00**","0.00**","--"
"2013","Unintentional","Females","Arkansas","--","1,506,571","--","--","--"
"2013","Unintentional","Females","California","--","19,257,182","--","--","--"
"2013","Unintentional","Females","Florida","--","9,991,577","--","--","--"
"2013","Unintentional","Females","Georgia","--","5,109,687","--","--","--"
"2013","Unintentional","Females","Idaho","--","804,640","--","--","--"
"2013","Unintentional","Females","Illinois","--","6,566,512","--","--","--"
"2013","Unintentional","Females","Indiana","--","3,334,467","--","--","--"
"2013","Unintentional","Females","Kansas","--","1,454,421","--","--","--"
"2013","Unintentional","Females","Kentucky","--","2,235,831","--","--","--"
"2013","Unintentional","Females","Maryland","--","3,054,346","--","--","--"
"2013","Unintentional","Females","Michigan","--","5,045,064","--","--","--"
"2013","Unintentional","Females","Mississippi","--","1,536,846","--","--","--"
"2013","Unintentional","Females","Missouri","--","3,079,277","--","--","--"
"2013","Unintentional","Females","Montana","0**","504,489","0.00**","0.00**","--"
"2013","Unintentional","Females","Nebraska","0**","937,543","0.00**","0.00**","--"
"2013","Unintentional","Females","Nevada","0**","1,379,061","0.00**","0.00**","--"
"2013","Unintentional","Females","New Hampshire","0**","671,812","0.00**","0.00**","--"
"2013","Unintentional","Females","New Jersey","0**","4,538,378","0.00**","0.00**","--"
"2013","Unintentional","Females","New York","--","10,110,966","--","--","--"
"2013","Unintentional","Females","North Carolina","--","5,050,911","--","--","--"
"2013","Unintentional","Females","North Dakota","0**","353,821","0.00**","0.00**","--"
"2013","Unintentional","Females","Ohio","--","5,914,624","--","--","--"
"2013","Unintentional","Females","Oklahoma","--","1,944,887","--","--","--"
"2013","Unintentional","Females","Oregon","--","1,982,002","--","--","--"
"2013","Unintentional","Females","Pennsylvania","--","6,532,794","--","--","--"
"2013","Unintentional","Females","Rhode Island","--","544,135","--","--","--"
"2013","Unintentional","Females","South Carolina","--","2,450,408","--","--","--"
"2013","Unintentional","Females","Tennessee","--","3,329,087","--","--","--"
"2013","Unintentional","Females","Texas","--","13,337,529","--","--","--"
"2013","Unintentional","Females","Virginia","--","4,197,755","--","--","--"
"2013","Unintentional","Females","Washington","--","3,490,939","--","--","--"
"2013","Unintentional","Females","West Virginia","--","938,312","--","--","--"
"2013","Unintentional","Females","Wisconsin","--","2,888,446","--","--","--"
"2013","Unintentional","Females","Wyoming","--","285,118","--","--","--"
"2013","Homicide","Males","Alabama","268","2,343,135","11.44","11.84","8,388"
"2013","Homicide","Males","Alaska","14**","385,939","3.63**","3.01**","442"
"2013","Homicide","Males","Arizona","205","3,297,562","6.22","6.14","6,237"
"2013","Homicide","Males","Arkansas","128","1,453,888","8.80","8.93","3,933"
"2013","Homicide","Males","California","1,154","18,996,586","6.08","5.83","39,797"
"2013","Homicide","Males","Colorado","76","2,643,323","2.88","2.80","2,414"
"2013","Homicide","Males","Connecticut","62","1,752,602","3.54","3.56","2,206"
"2013","Homicide","Males","Delaware","32","447,252","7.16","7.15","1,148"
"2013","Homicide","Males","District of Columbia","58","309,137","18.76","14.54","2,142"
"2013","Homicide","Males","Florida","674","9,560,101","7.05","7.32","22,271"
"2013","Homicide","Males","Georgia","387","4,865,905","7.95","7.90","12,532"
"2013","Homicide","Males","Hawaii","--","707,258","--","--","--"
"2013","Homicide","Males","Idaho","10**","807,413","1.24**","1.24**","300"
"2013","Homicide","Males","Illinois","521","6,329,266","8.23","8.13","19,392"
"2013","Homicide","Males","Indiana","254","3,236,108","7.85","7.96","8,995"
"2013","Homicide","Males","Iowa","16**","1,535,373","1.04**","1.14**","534"
"2013","Homicide","Males","Kansas","63","1,439,885","4.38","4.37","2,045"
"2013","Homicide","Males","Kentucky","103","2,171,075","4.74","4.68","3,127"
"2013","Homicide","Males","Louisiana","391","2,263,782","17.27","17.02","13,725"
"2013","Homicide","Males","Maine","--","650,942","--","--","--"
"2013","Homicide","Males","Maryland","267","2,870,851","9.30","9.29","9,467"
"2013","Homicide","Males","Massachusetts","72","3,254,176","2.21","2.12","2,736"
"2013","Homicide","Males","Michigan","423","4,869,738","8.69","9.07","13,796"
"2013","Homicide","Males","Minnesota","65","2,690,446","2.42","2.40","2,228"
"2013","Homicide","Males","Mississippi","177","1,452,993","12.18","12.22","5,673"
"2013","Homicide","Males","Missouri","244","2,963,712","8.23","8.51","8,317"
"2013","Homicide","Males","Montana","12**","509,669","2.35**","2.83**","328"
"2013","Homicide","Males","Nebraska","44","928,270","4.74","4.72","1,381"
"2013","Homicide","Males","Nevada","66","1,397,895","4.72","4.72","1,970"
"2013","Homicide","Males","New Hampshire","--","655,460","--","--","--"
"2013","Homicide","Males","New Jersey","271","4,319,443","6.27","6.42","9,677"
"2013","Homicide","Males","New Mexico","63","1,036,017","6.08","6.19","2,062"
"2013","Homicide","Males","New York","334","9,515,522","3.51","3.40","11,425"
"2013","Homicide","Males","North Carolina","349","4,795,806","7.28","7.29","11,418"
"2013","Homicide","Males","North Dakota","--","369,328","--","--","--"
"2013","Homicide","Males","Ohio","381","5,665,068","6.73","6.93","13,295"
"2013","Homicide","Males","Oklahoma","138","1,909,004","7.23","7.45","4,365"
"2013","Homicide","Males","Oregon","37","1,942,108","1.91","1.96","1,043"
"2013","Homicide","Males","Pennsylvania","415","6,246,744","6.64","6.98","14,329"
"2013","Homicide","Males","Rhode Island","13**","511,425","2.54**","2.33**","497"
"2013","Homicide","Males","South Carolina","180","2,316,061","7.77","7.94","5,859"
"2013","Homicide","Males","South Dakota","--","423,958","--","--","--"
"2013","Homicide","Males","Tennessee","250","3,167,856","7.89","7.96","8,386"
"2013","Homicide","Males","Texas","750","13,142,117","5.71","5.58","23,900"
"2013","Homicide","Males","Utah","20**","1,457,715","1.37**","1.33**","708"
"2013","Homicide","Males","Vermont","--","309,197","--","--","--"
"2013","Homicide","Males","Virginia","196","4,058,106","4.83","4.71","6,408"
"2013","Homicide","Males","Washington","100","3,475,313","2.88","2.80","3,108"
"2013","Homicide","Males","West Virginia","36","916,456","3.93","4.01","1,008"
"2013","Homicide","Males","Wisconsin","93","2,849,566","3.26","3.34","3,151"
"2013","Homicide","Males","Wyoming","--","297,502","--","--","--"
"2013","Homicide","Females","Alabama","49","2,488,451","1.97","2.06","1,461"
"2013","Homicide","Females","Alaska","--","351,687","--","--","--"
"2013","Homicide","Females","Arizona","46","3,337,128","1.38","1.40","1,245"
"2013","Homicide","Females","Arkansas","24","1,506,571","1.59","1.66","693"
"2013","Homicide","Females","California","158","19,257,182","0.82","0.80","4,516"
"2013","Homicide","Females","Colorado","30","2,627,451","1.14","1.12","826"
"2013","Homicide","Females","Connecticut","--","1,843,190","--","--","--"
"2013","Homicide","Females","Delaware","--","476,810","--","--","--"
"2013","Homicide","Females","District of Columbia","--","342,422","--","--","--"
"2013","Homicide","Females","Florida","142","9,991,577","1.42","1.50","3,962"
"2013","Homicide","Females","Georgia","85","5,109,687","1.66","1.66","2,106"
"2013","Homicide","Females","Hawaii","--","701,564","--","--","--"
"2013","Homicide","Females","Idaho","--","804,640","--","--","--"
"2013","Homicide","Females","Illinois","55","6,566,512","0.84","0.86","1,758"
"2013","Homicide","Females","Indiana","44","3,334,467","1.32","1.35","1,329"
"2013","Homicide","Females","Iowa","--","1,558,562","--","--","--"
"2013","Homicide","Females","Kansas","16**","1,454,421","1.10**","1.14**","493"
"2013","Homicide","Females","Kentucky","35","2,235,831","1.57","1.69","1,001"
"2013","Homicide","Females","Louisiana","55","2,362,258","2.33","2.41","1,572"
"2013","Homicide","Females","Maine","--","677,601","--","--","--"
"2013","Homicide","Females","Maryland","32","3,054,346","1.05","1.09","1,047"
"2013","Homicide","Females","Massachusetts","12**","3,460,982","0.35**","0.37**","336"
"2013","Homicide","Females","Michigan","70","5,045,064","1.39","1.42","1,984"
"2013","Homicide","Females","Minnesota","11**","2,724,276","0.40**","0.38**","255"
"2013","Homicide","Females","Mississippi","38","1,536,846","2.47","2.70","1,133"
"2013","Homicide","Females","Missouri","49","3,079,277","1.59","1.60","1,363"
"2013","Homicide","Females","Montana","--","504,489","--","--","--"
"2013","Homicide","Females","Nebraska","--","937,543","--","--","--"
"2013","Homicide","Females","Nevada","22","1,379,061","1.60","1.62","503"
"2013","Homicide","Females","New Hampshire","0**","671,812","0.00**","0.00**","--"
"2013","Homicide","Females","New Jersey","27","4,538,378","0.60","0.62","821"
"2013","Homicide","Females","New Mexico","19**","1,056,816","1.80**","1.82**","589"
"2013","Homicide","Females","New York","46","10,110,966","0.46","0.44","1,198"
"2013","Homicide","Females","North Carolina","63","5,050,911","1.25","1.26","1,564"
"2013","Homicide","Females","North Dakota","--","353,821","--","--","--"
"2013","Homicide","Females","Ohio","66","5,914,624","1.12","1.21","2,172"
"2013","Homicide","Females","Oklahoma","40","1,944,887","2.06","2.14","1,020"
"2013","Homicide","Females","Oregon","17**","1,982,002","0.86**","0.81**","428"
"2013","Homicide","Females","Pennsylvania","71","6,532,794","1.09","1.12","1,802"
"2013","Homicide","Females","Rhode Island","--","544,135","--","--","--"
"2013","Homicide","Females","South Carolina","64","2,450,408","2.61","2.70","1,638"
"2013","Homicide","Females","South Dakota","--","418,793","--","--","--"
"2013","Homicide","Females","Tennessee","59","3,329,087","1.77","1.82","1,579"
"2013","Homicide","Females","Texas","162","13,337,529","1.22","1.23","4,369"
"2013","Homicide","Females","Utah","13**","1,441,058","0.90**","1.04**","310"
"2013","Homicide","Females","Vermont","--","317,406","--","--","--"
"2013","Homicide","Females","Virginia","37","4,197,755","0.88","0.87","796"
"2013","Homicide","Females","Washington","16**","3,490,939","0.46**","0.45**","521"
"2013","Homicide","Females","West Virginia","--","938,312","--","--","--"
"2013","Homicide","Females","Wisconsin","22","2,888,446","0.76","0.77","682"
"2013","Homicide","Females","Wyoming","--","285,118","--","--","--"
"2013","Legal Intervention","Males","Alabama","--","2,343,135","--","--","--"
"2013","Legal Intervention","Males","Arizona","12**","3,297,562","0.36**","0.39**","395"
"2013","Legal Intervention","Males","Arkansas","--","1,453,888","--","--","--"
"2013","Legal Intervention","Males","California","93","18,996,586","0.49","0.49","2,857"
"2013","Legal Intervention","Males","Colorado","--","2,643,323","--","--","--"
"2013","Legal Intervention","Males","Connecticut","--","1,752,602","--","--","--"
"2013","Legal Intervention","Males","Delaware","--","447,252","--","--","--"
"2013","Legal Intervention","Males","District of Columbia","--","309,137","--","--","--"
"2013","Legal Intervention","Males","Florida","26","9,560,101","0.27","0.27","661"
"2013","Legal Intervention","Males","Georgia","14**","4,865,905","0.29**","0.28**","287"
"2013","Legal Intervention","Males","Hawaii","--","707,258","--","--","--"
"2013","Legal Intervention","Males","Idaho","--","807,413","--","--","--"
"2013","Legal Intervention","Males","Illinois","15**","6,329,266","0.24**","0.24**","393"
"2013","Legal Intervention","Males","Indiana","15**","3,236,108","0.46**","0.46**","505"
"2013","Legal Intervention","Males","Iowa","--","1,535,373","--","--","--"
"2013","Legal Intervention","Males","Kansas","--","1,439,885","--","--","--"
"2013","Legal Intervention","Males","Kentucky","--","2,171,075","--","--","--"
"2013","Legal Intervention","Males","Louisiana","--","2,263,782","--","--","--"
"2013","Legal Intervention","Males","Maine","--","650,942","--","--","--"
"2013","Legal Intervention","Males","Maryland","13**","2,870,851","0.45**","0.46**","363"
"2013","Legal Intervention","Males","Massachusetts","13**","3,254,176","0.40**","0.41**","449"
"2013","Legal Intervention","Males","Michigan","--","4,869,738","--","--","--"
"2013","Legal Intervention","Males","Minnesota","--","2,690,446","--","--","--"
"2013","Legal Intervention","Males","Mississippi","--","1,452,993","--","--","--"
"2013","Legal Intervention","Males","Missouri","--","2,963,712","--","--","--"
"2013","Legal Intervention","Males","Montana","--","509,669","--","--","--"
"2013","Legal Intervention","Males","Nebraska","--","928,270","--","--","--"
"2013","Legal Intervention","Males","Nevada","--","1,397,895","--","--","--"
"2013","Legal Intervention","Males","New Hampshire","--","655,460","--","--","--"
"2013","Legal Intervention","Males","New Jersey","--","4,319,443","--","--","--"
"2013","Legal Intervention","Males","New Mexico","13**","1,036,017","1.26**","1.37**","336"
"2013","Legal Intervention","Males","New York","13**","9,515,522","0.14**","0.14**","358"
"2013","Legal Intervention","Males","North Carolina","--","4,795,806","--","--","--"
"2013","Legal Intervention","Males","Ohio","12**","5,665,068","0.21**","0.23**","385"
"2013","Legal Intervention","Males","Oklahoma","--","1,909,004","--","--","--"
"2013","Legal Intervention","Males","Oregon","--","1,942,108","--","--","--"
"2013","Legal Intervention","Males","Pennsylvania","16**","6,246,744","0.26**","0.26**","555"
"2013","Legal Intervention","Males","Rhode Island","--","511,425","--","--","--"
"2013","Legal Intervention","Males","South Carolina","--","2,316,061","--","--","--"
"2013","Legal Intervention","Males","South Dakota","--","423,958","--","--","--"
"2013","Legal Intervention","Males","Tennessee","--","3,167,856","--","--","--"
"2013","Legal Intervention","Males","Texas","26","13,142,117","0.20","0.21","696"
"2013","Legal Intervention","Males","Utah","--","1,457,715","--","--","--"
"2013","Legal Intervention","Males","Vermont","--","309,197","--","--","--"
"2013","Legal Intervention","Males","Virginia","--","4,058,106","--","--","--"
"2013","Legal Intervention","Males","Washington","19**","3,475,313","0.55**","0.54**","581"
"2013","Legal Intervention","Males","West Virginia","--","916,456","--","--","--"
"2013","Legal Intervention","Males","Wisconsin","--","2,849,566","--","--","--"
"2013","Legal Intervention","Females","Arizona","--","3,337,128","--","--","--"
"2013","Legal Intervention","Females","California","--","19,257,182","--","--","--"
"2013","Legal Intervention","Females","Connecticut","--","1,843,190","--","--","--"
"2013","Legal Intervention","Females","Florida","--","9,991,577","--","--","--"
"2013","Legal Intervention","Females","Illinois","--","6,566,512","--","--","--"
"2013","Legal Intervention","Females","Maryland","--","3,054,346","--","--","--"
"2013","Legal Intervention","Females","Michigan","--","5,045,064","--","--","--"
"2013","Legal Intervention","Females","New Hampshire","--","671,812","--","--","--"
"2013","Legal Intervention","Females","New Mexico","--","1,056,816","--","--","--"
"2013","Legal Intervention","Females","Ohio","--","5,914,624","--","--","--"
"2013","Legal Intervention","Females","Oregon","--","1,982,002","--","--","--"
"2013","Legal Intervention","Females","Pennsylvania","--","6,532,794","--","--","--"
"2013","Legal Intervention","Females","Rhode Island","0**","544,135","0.00**","0.00**","--"
"2013","Legal Intervention","Females","South Carolina","--","2,450,408","--","--","--"
"2013","Legal Intervention","Females","South Dakota","0**","418,793","0.00**","0.00**","--"
"2013","Legal Intervention","Females","Texas","--","13,337,529","--","--","--"
"2013","Legal Intervention","Females","Utah","--","1,441,058","--","--","--"
"2013","Legal Intervention","Females","Virginia","--","4,197,755","--","--","--"
"2013","Legal Intervention","Females","West Virginia","--","938,312","--","--","--"
"2013","Suicide","Males","Alabama","418","2,343,135","17.84","17.41","7,258"
"2013","Suicide","Males","Alaska","103","385,939","26.69","27.58","2,934"
"2013","Suicide","Males","Arizona","558","3,297,562","16.92","16.93","9,237"
"2013","Suicide","Males","Arkansas","274","1,453,888","18.85","18.62","4,984"
"2013","Suicide","Males","California","1,382","18,996,586","7.28","7.40","20,006"
"2013","Suicide","Males","Colorado","423","2,643,323","16.00","15.95","7,781"
"2013","Suicide","Males","Connecticut","87","1,752,602","4.96","4.88","1,500"
"2013","Suicide","Males","Delaware","51","447,252","11.40","11.02","648"
"2013","Suicide","Males","District of Columbia","--","309,137","--","--","--"
"2013","Suicide","Males","Florida","1,303","9,560,101","13.63","12.22","18,094"
"2013","Suicide","Males","Georgia","623","4,865,905","12.80","13.18","11,773"
"2013","Suicide","Males","Hawaii","25","707,258","3.54","3.23","344"
"2013","Suicide","Males","Idaho","171","807,413","21.18","21.37","3,153"
"2013","Suicide","Males","Illinois","435","6,329,266","6.87","6.74","7,297"
"2013","Suicide","Males","Indiana","452","3,236,108","13.97","14.03","8,075"
"2013","Suicide","Males","Iowa","198","1,535,373","12.90","12.63","3,771"
"2013","Suicide","Males","Kansas","216","1,439,885","15.00","14.82","3,815"
"2013","Suicide","Males","Kentucky","368","2,171,075","16.95","16.27","6,321"
"2013","Suicide","Males","Louisiana","343","2,263,782","15.15","15.52","6,497"
"2013","Suicide","Males","Maine","121","650,942","18.59","17.18","1,975"
"2013","Suicide","Males","Maryland","229","2,870,851","7.98","7.81","4,134"
"2013","Suicide","Males","Massachusetts","106","3,254,176","3.26","3.09","1,858"
"2013","Suicide","Males","Michigan","603","4,869,738","12.38","11.99","10,678"
"2013","Suicide","Males","Minnesota","298","2,690,446","11.08","10.78","5,611"
"2013","Suicide","Males","Mississippi","227","1,452,993","15.62","15.88","4,139"
