"Year","Intent","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2017","Suicide","Males","Florida","1,467","10,256,426","14.30","12.55","20,831"
"2017","Suicide","Males","Georgia","748","5,067,956","14.76","14.81","14,382"
"2017","Suicide","Males","Hawaii","25","715,536","3.49","2.99","300"
"2017","Suicide","Males","Idaho","218","861,715","25.30","25.40","4,427"
"2017","Suicide","Males","Illinois","516","6,278,554","8.22","8.01","8,872"
"2017","Suicide","Males","Indiana","534","3,283,972","16.26","15.95","10,720"
"2017","Suicide","Males","Iowa","207","1,563,872","13.24","12.60","3,818"
"2017","Suicide","Males","Kansas","275","1,450,416","18.96","18.63","5,607"
"2017","Suicide","Males","Kentucky","396","2,195,279","18.04","17.39","6,989"
"2017","Suicide","Males","Louisiana","363","2,283,039","15.90","15.70","7,202"
"2017","Suicide","Males","Maine","134","654,184","20.48","18.62","1,983"
"2017","Suicide","Males","Maryland","249","2,921,435","8.52","8.12","3,945"
"2017","Suicide","Males","Massachusetts","138","3,330,954","4.14","3.88","2,494"
"2017","Suicide","Males","Michigan","603","4,912,208","12.28","11.51","10,326"
"2017","Suicide","Males","Minnesota","338","2,772,763","12.19","11.88","6,537"
"2017","Suicide","Males","Mississippi","251","1,451,002","17.30","17.23","4,336"
"2017","Suicide","Males","Missouri","605","3,000,001","20.17","19.49","11,815"
"2017","Suicide","Males","Montana","179","530,462","33.74","32.65","2,992"
"2017","Suicide","Males","Nebraska","117","956,576","12.23","12.16","2,244"
"2017","Suicide","Males","Nevada","269","1,491,237","18.04","17.60","4,723"
"2017","Suicide","Males","New Hampshire","116","668,725","17.35","16.06","2,327"
"2017","Suicide","Males","New Jersey","174","4,340,610","4.01","3.89","2,476"
"2017","Suicide","Males","New Mexico","228","1,036,090","22.01","21.11","4,331"
"2017","Suicide","Males","New York","405","9,513,043","4.26","4.04","6,362"
"2017","Suicide","Males","North Carolina","719","5,000,946","14.38","14.04","12,087"
"2017","Suicide","Males","North Dakota","83","387,723","21.41","20.36","2,031"
"2017","Suicide","Males","Ohio","811","5,716,631","14.19","13.85","14,918"
"2017","Suicide","Males","Oklahoma","351","1,948,690","18.01","17.37","7,322"
"2017","Suicide","Males","Oregon","372","2,055,809","18.10","17.02","6,105"
"2017","Suicide","Males","Pennsylvania","854","6,266,172","13.63","12.64","13,835"
"2017","Suicide","Males","Rhode Island","32","513,670","6.23","5.87","533"
"2017","Suicide","Males","South Carolina","436","2,438,728","17.88","17.06","7,741"
"2017","Suicide","Males","South Dakota","75","440,841","17.01","17.02","1,397"
"2017","Suicide","Males","Tennessee","598","3,276,742","18.25","17.55","10,438"
"2017","Suicide","Males","Texas","1,837","14,052,998","13.07","13.40","36,614"
"2017","Suicide","Males","Utah","296","1,562,978","18.94","20.64","6,713"
"2017","Suicide","Males","Vermont","52","308,694","16.85","17.52","1,060"
"2017","Suicide","Males","Virginia","571","4,168,480","13.70","13.22","10,985"
"2017","Suicide","Males","Washington","554","3,715,398","14.91","14.52","9,878"
"2017","Suicide","Males","West Virginia","230","900,185","25.55","24.45","3,764"
"2017","Suicide","Males","Wisconsin","386","2,881,163","13.40","12.66","7,062"
"2017","Suicide","Males","Wyoming","90","295,879","30.42","29.48","1,718"
"2017","Suicide","Females","Alabama","82","2,517,486","3.26","3.14","1,494"
"2017","Suicide","Females","Alaska","15**","353,997","4.24**","3.90**","355"
"2017","Suicide","Females","Arizona","120","3,545,316","3.39","3.20","2,131"
"2017","Suicide","Females","Arkansas","73","1,527,948","4.78","4.72","1,344"
"2017","Suicide","Females","California","146","19,783,962","0.74","0.70","2,312"
"2017","Suicide","Females","Colorado","81","2,789,649","2.90","2.80","1,728"
"2017","Suicide","Females","Connecticut","10**","1,831,503","0.55**","0.50**","168"
"2017","Suicide","Females","Delaware","--","494,606","--","--","--"
"2017","Suicide","Females","District of Columbia","0**","366,336","0.00**","0.00**","--"
"2017","Suicide","Females","Florida","256","10,720,663","2.39","2.20","4,406"
"2017","Suicide","Females","Georgia","160","5,349,075","2.99","2.92","3,234"
"2017","Suicide","Females","Hawaii","--","710,227","--","--","--"
"2017","Suicide","Females","Idaho","26","858,030","3.03","3.12","429"
"2017","Suicide","Females","Illinois","61","6,501,339","0.94","0.93","1,145"
"2017","Suicide","Females","Indiana","70","3,378,096","2.07","2.12","1,629"
"2017","Suicide","Females","Iowa","15**","1,579,862","0.95**","0.96**","275"
"2017","Suicide","Females","Kansas","41","1,460,476","2.81","2.79","858"
"2017","Suicide","Females","Kentucky","74","2,260,311","3.27","3.29","1,418"
"2017","Suicide","Females","Louisiana","81","2,390,634","3.39","3.33","1,513"
"2017","Suicide","Females","Maine","17**","681,559","2.49**","2.22**","234"
"2017","Suicide","Females","Maryland","22","3,106,751","0.71","0.67","460"
"2017","Suicide","Females","Massachusetts","14**","3,532,606","0.40**","0.34**","284"
"2017","Suicide","Females","Michigan","79","5,064,544","1.56","1.51","1,495"
"2017","Suicide","Females","Minnesota","27","2,796,520","0.97","0.99","562"
"2017","Suicide","Females","Mississippi","44","1,539,672","2.86","2.83","899"
"2017","Suicide","Females","Missouri","96","3,111,381","3.09","2.85","1,695"
"2017","Suicide","Females","Montana","34","523,400","6.50","6.48","724"
"2017","Suicide","Females","Nebraska","--","960,422","--","--","--"
"2017","Suicide","Females","Nevada","60","1,480,860","4.05","3.81","1,079"
"2017","Suicide","Females","New Hampshire","16**","681,670","2.35**","2.48**","251"
"2017","Suicide","Females","New Jersey","30","4,547,537","0.66","0.63","493"
"2017","Suicide","Females","New Mexico","33","1,056,754","3.12","2.79","543"
"2017","Suicide","Females","New York","28","10,080,806","0.28","0.25","443"
"2017","Suicide","Females","North Carolina","121","5,274,812","2.29","2.19","2,312"
"2017","Suicide","Females","North Dakota","10**","369,032","2.71**","3.01**","285"
"2017","Suicide","Females","Ohio","107","5,949,075","1.80","1.75","2,052"
"2017","Suicide","Females","Oklahoma","88","1,984,912","4.43","4.36","1,698"
"2017","Suicide","Females","Oregon","67","2,091,485","3.20","3.07","1,049"
"2017","Suicide","Females","Pennsylvania","139","6,528,507","2.13","2.05","2,601"
"2017","Suicide","Females","Rhode Island","--","542,884","--","--","--"
"2017","Suicide","Females","South Carolina","95","2,588,374","3.67","3.50","1,871"
"2017","Suicide","Females","South Dakota","--","432,891","--","--","--"
"2017","Suicide","Females","Tennessee","113","3,438,006","3.29","3.24","2,201"
"2017","Suicide","Females","Texas","321","14,238,026","2.26","2.24","6,553"
"2017","Suicide","Females","Utah","48","1,540,562","3.12","3.37","1,182"
"2017","Suicide","Females","Vermont","10**","316,438","3.16**","3.67**","263"
"2017","Suicide","Females","Virginia","101","4,302,531","2.35","2.23","1,878"
"2017","Suicide","Females","Washington","85","3,712,553","2.29","2.18","1,349"
"2017","Suicide","Females","West Virginia","37","918,498","4.03","3.70","530"
"2017","Suicide","Females","Wisconsin","49","2,911,984","1.68","1.67","1,061"
"2017","Suicide","Females","Wyoming","--","284,115","--","--","--"
"2017","Undetermined","Males","Alabama","14**","2,360,503","0.59**","0.59**","320"
"2017","Undetermined","Males","Alaska","--","386,986","--","--","--"
"2017","Undetermined","Males","Arizona","14**","3,502,772","0.40**","0.39**","509"
"2017","Undetermined","Males","Arkansas","--","1,475,907","--","--","--"
"2017","Undetermined","Males","California","12**","19,553,823","0.06**","0.06**","353"
"2017","Undetermined","Males","Colorado","--","2,827,772","--","--","--"
"2017","Undetermined","Males","Connecticut","--","1,743,821","--","--","--"
"2017","Undetermined","Males","Delaware","--","463,336","--","--","--"
"2017","Undetermined","Males","District of Columbia","--","330,743","--","--","--"
"2017","Undetermined","Males","Florida","13**","10,256,426","0.13**","0.13**","410"
"2017","Undetermined","Males","Georgia","--","5,067,956","--","--","--"
"2017","Undetermined","Males","Hawaii","--","715,536","--","--","--"
"2017","Undetermined","Males","Idaho","--","861,715","--","--","--"
"2017","Undetermined","Males","Illinois","10**","6,278,554","0.16**","0.16**","312"
"2017","Undetermined","Males","Indiana","14**","3,283,972","0.43**","0.40**","354"
"2017","Undetermined","Males","Iowa","--","1,563,872","--","--","--"
"2017","Undetermined","Males","Kansas","0**","1,450,416","0.00**","0.00**","--"
"2017","Undetermined","Males","Kentucky","--","2,195,279","--","--","--"
"2017","Undetermined","Males","Louisiana","--","2,283,039","--","--","--"
"2017","Undetermined","Males","Maine","--","654,184","--","--","--"
"2017","Undetermined","Males","Maryland","--","2,921,435","--","--","--"
"2017","Undetermined","Males","Massachusetts","--","3,330,954","--","--","--"
"2017","Undetermined","Males","Michigan","--","4,912,208","--","--","--"
"2017","Undetermined","Males","Minnesota","--","2,772,763","--","--","--"
"2017","Undetermined","Males","Mississippi","17**","1,451,002","1.17**","1.25**","589"
"2017","Undetermined","Males","Missouri","--","3,000,001","--","--","--"
"2017","Undetermined","Males","Montana","--","530,462","--","--","--"
"2017","Undetermined","Males","Nevada","--","1,491,237","--","--","--"
"2017","Undetermined","Males","New Jersey","--","4,340,610","--","--","--"
"2017","Undetermined","Males","New Mexico","--","1,036,090","--","--","--"
"2017","Undetermined","Males","New York","--","9,513,043","--","--","--"
"2017","Undetermined","Males","North Carolina","--","5,000,946","--","--","--"
"2017","Undetermined","Males","North Dakota","--","387,723","--","--","--"
"2017","Undetermined","Males","Ohio","--","5,716,631","--","--","--"
"2017","Undetermined","Males","Oklahoma","--","1,948,690","--","--","--"
"2017","Undetermined","Males","Oregon","0**","2,055,809","0.00**","0.00**","--"
"2017","Undetermined","Males","Pennsylvania","--","6,266,172","--","--","--"
"2017","Undetermined","Males","South Carolina","--","2,438,728","--","--","--"
"2017","Undetermined","Males","South Dakota","--","440,841","--","--","--"
"2017","Undetermined","Males","Tennessee","24","3,276,742","0.73","0.71","545"
"2017","Undetermined","Males","Texas","27","14,052,998","0.19","0.19","838"
"2017","Undetermined","Males","Utah","--","1,562,978","--","--","--"
"2017","Undetermined","Males","Virginia","--","4,168,480","--","--","--"
"2017","Undetermined","Males","Washington","--","3,715,398","--","--","--"
"2017","Undetermined","Males","West Virginia","--","900,185","--","--","--"
"2017","Undetermined","Males","Wisconsin","--","2,881,163","--","--","--"
"2017","Undetermined","Males","Wyoming","--","295,879","--","--","--"
"2017","Undetermined","Females","Alabama","--","2,517,486","--","--","--"
"2017","Undetermined","Females","Alaska","--","353,997","--","--","--"
"2017","Undetermined","Females","Arizona","--","3,545,316","--","--","--"
"2017","Undetermined","Females","California","--","19,783,962","--","--","--"
"2017","Undetermined","Females","Colorado","--","2,789,649","--","--","--"
"2017","Undetermined","Females","Florida","--","10,720,663","--","--","--"
"2017","Undetermined","Females","Georgia","--","5,349,075","--","--","--"
"2017","Undetermined","Females","Hawaii","0**","710,227","0.00**","0.00**","--"
"2017","Undetermined","Females","Illinois","--","6,501,339","--","--","--"
"2017","Undetermined","Females","Indiana","--","3,378,096","--","--","--"
"2017","Undetermined","Females","Iowa","0**","1,579,862","0.00**","0.00**","--"
"2017","Undetermined","Females","Louisiana","--","2,390,634","--","--","--"
"2017","Undetermined","Females","Michigan","--","5,064,544","--","--","--"
"2017","Undetermined","Females","Minnesota","--","2,796,520","--","--","--"
"2017","Undetermined","Females","Mississippi","--","1,539,672","--","--","--"
"2017","Undetermined","Females","Missouri","--","3,111,381","--","--","--"
"2017","Undetermined","Females","Montana","--","523,400","--","--","--"
"2017","Undetermined","Females","Nevada","--","1,480,860","--","--","--"
"2017","Undetermined","Females","New York","--","10,080,806","--","--","--"
"2017","Undetermined","Females","North Carolina","--","5,274,812","--","--","--"
"2017","Undetermined","Females","Ohio","--","5,949,075","--","--","--"
"2017","Undetermined","Females","Oklahoma","--","1,984,912","--","--","--"
"2017","Undetermined","Females","Oregon","--","2,091,485","--","--","--"
"2017","Undetermined","Females","Pennsylvania","--","6,528,507","--","--","--"
"2017","Undetermined","Females","Rhode Island","0**","542,884","0.00**","0.00**","--"
"2017","Undetermined","Females","Tennessee","--","3,438,006","--","--","--"
"2017","Undetermined","Females","Texas","--","14,238,026","--","--","--"
"2017","Undetermined","Females","Utah","--","1,540,562","--","--","--"
"2017","Undetermined","Females","Vermont","0**","316,438","0.00**","0.00**","--"
"2017","Undetermined","Females","Virginia","--","4,302,531","--","--","--"
"2017","Undetermined","Females","Washington","--","3,712,553","--","--","--"
"2017","Undetermined","Females","Wyoming","--","284,115","--","--","--"
"2016","Unintentional","Males","Alabama","18**","2,357,211","0.76**","0.73**","592"
"2016","Unintentional","Males","Alaska","--","388,632","--","--","--"
"2016","Unintentional","Males","Arizona","--","3,452,321","--","--","--"
"2016","Unintentional","Males","Arkansas","10**","1,469,966","0.68**","0.69**","271"
"2016","Unintentional","Males","California","33","19,453,155","0.17","0.16","1,146"
"2016","Unintentional","Males","Colorado","11**","2,788,777","0.39**","0.37**","332"
"2016","Unintentional","Males","Connecticut","--","1,745,932","--","--","--"
"2016","Unintentional","Males","Delaware","--","459,497","--","--","--"
"2016","Unintentional","Males","Florida","--","10,087,052","--","--","--"
"2016","Unintentional","Males","Georgia","17**","5,017,995","0.34**","0.34**","563"
"2016","Unintentional","Males","Hawaii","--","718,175","--","--","--"
"2016","Unintentional","Males","Idaho","--","843,658","--","--","--"
"2016","Unintentional","Males","Illinois","10**","6,297,836","0.16**","0.16**","343"
"2016","Unintentional","Males","Indiana","20**","3,271,847","0.61**","0.62**","638"
"2016","Unintentional","Males","Iowa","--","1,558,017","--","--","--"
"2016","Unintentional","Males","Kansas","--","1,451,334","--","--","--"
"2016","Unintentional","Males","Kentucky","20**","2,187,199","0.91**","0.94**","688"
"2016","Unintentional","Males","Louisiana","11**","2,289,335","0.48**","0.48**","406"
"2016","Unintentional","Males","Maine","--","652,321","--","--","--"
"2016","Unintentional","Males","Maryland","--","2,911,529","--","--","--"
"2016","Unintentional","Males","Massachusetts","--","3,312,204","--","--","--"
"2016","Unintentional","Males","Michigan","11**","4,898,650","0.23**","0.21**","302"
"2016","Unintentional","Males","Minnesota","--","2,750,016","--","--","--"
"2016","Unintentional","Males","Mississippi","16**","1,450,463","1.10**","1.15**","410"
"2016","Unintentional","Males","Missouri","11**","2,989,883","0.37**","0.36**","338"
"2016","Unintentional","Males","Montana","--","524,720","--","--","--"
"2016","Unintentional","Males","Nebraska","--","950,744","--","--","--"
"2016","Unintentional","Males","Nevada","--","1,465,784","--","--","--"
"2016","Unintentional","Males","New Jersey","--","4,331,875","--","--","--"
"2016","Unintentional","Males","New Mexico","--","1,036,039","--","--","--"
"2016","Unintentional","Males","New York","--","9,531,434","--","--","--"
"2016","Unintentional","Males","North Carolina","18**","4,946,760","0.36**","0.35**","422"
"2016","Unintentional","Males","North Dakota","--","388,106","--","--","--"
"2016","Unintentional","Males","Ohio","11**","5,702,499","0.19**","0.18**","268"
"2016","Unintentional","Males","Oklahoma","--","1,946,039","--","--","--"
"2016","Unintentional","Males","Oregon","--","2,028,093","--","--","--"
"2016","Unintentional","Males","Pennsylvania","14**","6,261,453","0.22**","0.23**","484"
"2016","Unintentional","Males","South Carolina","18**","2,409,206","0.75**","0.75**","537"
"2016","Unintentional","Males","South Dakota","--","435,481","--","--","--"
"2016","Unintentional","Males","Tennessee","17**","3,244,464","0.52**","0.52**","419"
"2016","Unintentional","Males","Texas","43","13,865,227","0.31","0.30","1,390"
"2016","Unintentional","Males","Utah","--","1,532,337","--","--","--"
"2016","Unintentional","Males","Vermont","--","308,324","--","--","--"
"2016","Unintentional","Males","Virginia","--","4,141,183","--","--","--"
"2016","Unintentional","Males","Washington","0**","3,649,869","0.00**","0.00**","--"
"2016","Unintentional","Males","West Virginia","--","906,410","--","--","--"
"2016","Unintentional","Males","Wisconsin","--","2,871,655","--","--","--"
"2016","Unintentional","Males","Wyoming","--","298,952","--","--","--"
"2016","Unintentional","Females","Alabama","--","2,509,613","--","--","--"
"2016","Unintentional","Females","Alaska","0**","353,943","0.00**","0.00**","--"
"2016","Unintentional","Females","Arkansas","--","1,521,849","--","--","--"
"2016","Unintentional","Females","California","--","19,696,031","--","--","--"
"2016","Unintentional","Females","Florida","--","10,540,185","--","--","--"
"2016","Unintentional","Females","Georgia","--","5,290,447","--","--","--"
"2016","Unintentional","Females","Idaho","--","840,378","--","--","--"
"2016","Unintentional","Females","Illinois","--","6,523,873","--","--","--"
"2016","Unintentional","Females","Indiana","0**","3,366,051","0.00**","0.00**","--"
"2016","Unintentional","Females","Iowa","--","1,575,193","--","--","--"
"2016","Unintentional","Females","Kansas","--","1,461,643","--","--","--"
"2016","Unintentional","Females","Kentucky","--","2,253,107","--","--","--"
"2016","Unintentional","Females","Louisiana","--","2,392,011","--","--","--"
"2016","Unintentional","Females","Michigan","--","5,055,467","--","--","--"
"2016","Unintentional","Females","Mississippi","--","1,540,132","--","--","--"
"2016","Unintentional","Females","Missouri","--","3,101,501","--","--","--"
"2016","Unintentional","Females","Montana","0**","517,417","0.00**","0.00**","--"
"2016","Unintentional","Females","Nebraska","0**","955,739","0.00**","0.00**","--"
"2016","Unintentional","Females","Nevada","--","1,453,771","--","--","--"
"2016","Unintentional","Females","New Hampshire","0**","678,325","0.00**","0.00**","--"
"2016","Unintentional","Females","New Jersey","--","4,541,709","--","--","--"
"2016","Unintentional","Females","New Mexico","--","1,056,516","--","--","--"
"2016","Unintentional","Females","New York","--","10,104,957","--","--","--"
"2016","Unintentional","Females","North Carolina","--","5,215,042","--","--","--"
"2016","Unintentional","Females","North Dakota","--","368,008","--","--","--"
"2016","Unintentional","Females","Ohio","--","5,937,561","--","--","--"
"2016","Unintentional","Females","Oklahoma","--","1,982,104","--","--","--"
"2016","Unintentional","Females","Oregon","--","2,065,178","--","--","--"
"2016","Unintentional","Females","Pennsylvania","--","6,527,015","--","--","--"
"2016","Unintentional","Females","South Carolina","--","2,553,825","--","--","--"
"2016","Unintentional","Females","Tennessee","--","3,406,813","--","--","--"
"2016","Unintentional","Females","Texas","--","14,048,837","--","--","--"
"2016","Unintentional","Females","Virginia","--","4,276,468","--","--","--"
"2016","Unintentional","Females","Washington","--","3,650,092","--","--","--"
"2016","Unintentional","Females","Wisconsin","--","2,903,515","--","--","--"
"2016","Unintentional","Females","Wyoming","--","286,291","--","--","--"
"2016","Homicide","Males","Alabama","389","2,357,211","16.50","17.09","12,396"
"2016","Homicide","Males","Alaska","28","388,632","7.21","6.92","961"
"2016","Homicide","Males","Arizona","240","3,452,321","6.95","7.04","7,493"
"2016","Homicide","Males","Arkansas","155","1,469,966","10.54","10.81","4,505"
"2016","Homicide","Males","California","1,294","19,453,155","6.65","6.41","43,247"
"2016","Homicide","Males","Colorado","127","2,788,777","4.55","4.48","4,050"
"2016","Homicide","Males","Connecticut","49","1,745,932","2.81","2.97","1,752"
"2016","Homicide","Males","Delaware","39","459,497","8.49","8.86","1,445"
"2016","Homicide","Males","District of Columbia","92","326,511","28.18","23.89","3,250"
"2016","Homicide","Males","Florida","821","10,087,052","8.14","8.72","27,705"
"2016","Homicide","Males","Georgia","566","5,017,995","11.28","11.16","19,161"
"2016","Homicide","Males","Hawaii","14**","718,175","1.95**","1.97**","447"
"2016","Homicide","Males","Idaho","13**","843,658","1.54**","1.75**","390"
"2016","Homicide","Males","Illinois","861","6,297,836","13.67","13.62","31,535"
"2016","Homicide","Males","Indiana","309","3,271,847","9.44","9.65","10,500"
"2016","Homicide","Males","Iowa","36","1,558,017","2.31","2.42","1,211"
"2016","Homicide","Males","Kansas","93","1,451,334","6.41","6.68","2,986"
"2016","Homicide","Males","Kentucky","183","2,187,199","8.37","8.69","5,508"
"2016","Homicide","Males","Louisiana","462","2,289,335","20.18","20.54","15,298"
"2016","Homicide","Males","Maine","--","652,321","--","--","--"
"2016","Homicide","Males","Maryland","392","2,911,529","13.46","13.75","13,918"
"2016","Homicide","Males","Massachusetts","82","3,312,204","2.48","2.45","2,913"
"2016","Homicide","Males","Michigan","413","4,898,650","8.43","8.72","13,689"
"2016","Homicide","Males","Minnesota","60","2,750,016","2.18","2.26","1,937"
"2016","Homicide","Males","Mississippi","232","1,450,463","16.00","16.26","7,637"
"2016","Homicide","Males","Missouri","389","2,989,883","13.01","13.48","12,716"
"2016","Homicide","Males","Montana","--","524,720","--","--","--"
"2016","Homicide","Males","Nebraska","36","950,744","3.79","4.03","1,052"
"2016","Homicide","Males","Nevada","122","1,465,784","8.32","8.66","4,099"
"2016","Homicide","Males","New Hampshire","--","665,369","--","--","--"
"2016","Homicide","Males","New Jersey","263","4,331,875","6.07","6.32","9,208"
"2016","Homicide","Males","New Mexico","83","1,036,039","8.01","8.11","2,688"
"2016","Homicide","Males","New York","342","9,531,434","3.59","3.57","11,874"
"2016","Homicide","Males","North Carolina","454","4,946,760","9.18","9.33","14,653"
"2016","Homicide","Males","North Dakota","--","388,106","--","--","--"
"2016","Homicide","Males","Ohio","457","5,702,499","8.01","8.31","15,270"
"2016","Homicide","Males","Oklahoma","203","1,946,039","10.43","10.80","6,195"
"2016","Homicide","Males","Oregon","62","2,028,093","3.06","3.02","1,830"
"2016","Homicide","Males","Pennsylvania","475","6,261,453","7.59","7.83","16,885"
"2016","Homicide","Males","Rhode Island","11**","514,154","2.14**","1.92**","374"
"2016","Homicide","Males","South Carolina","286","2,409,206","11.87","12.29","8,978"
"2016","Homicide","Males","South Dakota","10**","435,481","2.30**","2.51**","350"
"2016","Homicide","Males","Tennessee","366","3,244,464","11.28","11.43","11,827"
"2016","Homicide","Males","Texas","996","13,865,227","7.18","7.05","32,544"
"2016","Homicide","Males","Utah","39","1,532,337","2.55","2.38","1,340"
"2016","Homicide","Males","Vermont","--","308,324","--","--","--"
"2016","Homicide","Males","Virginia","298","4,141,183","7.20","7.20","9,754"
"2016","Homicide","Males","Washington","110","3,649,869","3.01","2.99","3,586"
"2016","Homicide","Males","West Virginia","66","906,410","7.28","7.92","2,036"
"2016","Homicide","Males","Wisconsin","152","2,871,655","5.29","5.66","5,076"
"2016","Homicide","Males","Wyoming","--","298,952","--","--","--"
"2016","Homicide","Females","Alabama","65","2,509,613","2.59","2.73","1,876"
"2016","Homicide","Females","Alaska","17**","353,943","4.80**","5.24**","581"
"2016","Homicide","Females","Arizona","63","3,492,446","1.80","1.88","1,778"
"2016","Homicide","Females","Arkansas","27","1,521,849","1.77","1.93","800"
"2016","Homicide","Females","California","173","19,696,031","0.88","0.89","5,383"
"2016","Homicide","Females","Colorado","34","2,755,067","1.23","1.24","1,016"
"2016","Homicide","Females","Connecticut","--","1,833,898","--","--","--"
"2016","Homicide","Females","Delaware","--","490,492","--","--","--"
"2016","Homicide","Females","District of Columbia","--","361,065","--","--","--"
"2016","Homicide","Females","Florida","171","10,540,185","1.62","1.73","4,579"
"2016","Homicide","Females","Georgia","87","5,290,447","1.64","1.70","2,801"
"2016","Homicide","Females","Hawaii","--","710,710","--","--","--"
"2016","Homicide","Females","Idaho","--","840,378","--","--","--"
"2016","Homicide","Females","Illinois","83","6,523,873","1.27","1.36","2,729"
"2016","Homicide","Females","Indiana","59","3,366,051","1.75","1.86","1,645"
"2016","Homicide","Females","Iowa","13**","1,575,193","0.83**","0.87**","391"
"2016","Homicide","Females","Kansas","20**","1,461,643","1.37**","1.46**","592"
"2016","Homicide","Females","Kentucky","51","2,253,107","2.26","2.49","1,602"
"2016","Homicide","Females","Louisiana","64","2,392,011","2.68","2.83","2,084"
"2016","Homicide","Females","Maine","--","680,027","--","--","--"
"2016","Homicide","Females","Maryland","44","3,095,485","1.42","1.47","1,227"
"2016","Homicide","Females","Massachusetts","--","3,515,076","--","--","--"
"2016","Homicide","Females","Michigan","69","5,055,467","1.37","1.43","2,015"
"2016","Homicide","Females","Minnesota","23","2,775,344","0.83","0.84","697"
"2016","Homicide","Females","Mississippi","50","1,540,132","3.25","3.54","1,509"
"2016","Homicide","Females","Missouri","75","3,101,501","2.42","2.54","2,218"
"2016","Homicide","Females","Montana","--","517,417","--","--","--"
"2016","Homicide","Females","Nebraska","--","955,739","--","--","--"
"2016","Homicide","Females","Nevada","27","1,453,771","1.86","1.85","679"
"2016","Homicide","Females","New Hampshire","0**","678,325","0.00**","0.00**","--"
"2016","Homicide","Females","New Jersey","34","4,541,709","0.75","0.83","1,085"
"2016","Homicide","Females","New Mexico","30","1,056,516","2.84","3.17","921"
"2016","Homicide","Females","New York","48","10,104,957","0.48","0.50","1,530"
"2016","Homicide","Females","North Carolina","104","5,215,042","1.99","1.99","2,790"
"2016","Homicide","Females","North Dakota","--","368,008","--","--","--"
"2016","Homicide","Females","Ohio","100","5,937,561","1.68","1.80","3,021"
"2016","Homicide","Females","Oklahoma","35","1,982,104","1.77","1.89","936"
"2016","Homicide","Females","Oregon","16**","2,065,178","0.78**","0.80**","395"
"2016","Homicide","Females","Pennsylvania","63","6,527,015","0.97","1.05","1,901"
"2016","Homicide","Females","Rhode Island","--","543,662","--","--","--"
"2016","Homicide","Females","South Carolina","49","2,553,825","1.92","1.97","1,412"
"2016","Homicide","Females","South Dakota","--","428,212","--","--","--"
"2016","Homicide","Females","Tennessee","68","3,406,813","2.00","2.08","2,109"
"2016","Homicide","Females","Texas","226","14,048,837","1.61","1.63","6,728"
"2016","Homicide","Females","Utah","--","1,511,904","--","--","--"
"2016","Homicide","Females","Vermont","--","316,042","--","--","--"
"2016","Homicide","Females","Virginia","55","4,276,468","1.29","1.31","1,506"
"2016","Homicide","Females","Washington","36","3,650,092","0.99","0.94","831"
"2016","Homicide","Females","West Virginia","12**","926,025","1.30**","1.19**","240"
"2016","Homicide","Females","Wisconsin","36","2,903,515","1.24","1.35","1,134"
"2016","Homicide","Females","Wyoming","--","286,291","--","--","--"
"2016","Legal Intervention","Males","Alabama","10**","2,357,211","0.42**","0.51**","287"
"2016","Legal Intervention","Males","Alaska","--","388,632","--","--","--"
"2016","Legal Intervention","Males","Arizona","11**","3,452,321","0.32**","0.31**","376"
"2016","Legal Intervention","Males","Arkansas","--","1,469,966","--","--","--"
"2016","Legal Intervention","Males","California","73","19,453,155","0.38","0.37","2,197"
"2016","Legal Intervention","Males","Colorado","18**","2,788,777","0.65**","0.63**","513"
"2016","Legal Intervention","Males","Connecticut","--","1,745,932","--","--","--"
"2016","Legal Intervention","Males","District of Columbia","--","326,511","--","--","--"
"2016","Legal Intervention","Males","Florida","12**","10,087,052","0.12**","0.12**","386"
"2016","Legal Intervention","Males","Georgia","13**","5,017,995","0.26**","0.26**","403"
"2016","Legal Intervention","Males","Hawaii","--","718,175","--","--","--"
"2016","Legal Intervention","Males","Idaho","--","843,658","--","--","--"
"2016","Legal Intervention","Males","Illinois","16**","6,297,836","0.25**","0.27**","551"
"2016","Legal Intervention","Males","Indiana","11**","3,271,847","0.34**","0.35**","262"
"2016","Legal Intervention","Males","Iowa","--","1,558,017","--","--","--"
"2016","Legal Intervention","Males","Kansas","--","1,451,334","--","--","--"
"2016","Legal Intervention","Males","Kentucky","15**","2,187,199","0.69**","0.73**","446"
"2016","Legal Intervention","Males","Louisiana","--","2,289,335","--","--","--"
"2016","Legal Intervention","Males","Maine","--","652,321","--","--","--"
"2016","Legal Intervention","Males","Maryland","14**","2,911,529","0.48**","0.52**","428"
"2016","Legal Intervention","Males","Massachusetts","11**","3,312,204","0.33**","0.34**","282"
"2016","Legal Intervention","Males","Michigan","--","4,898,650","--","--","--"
"2016","Legal Intervention","Males","Minnesota","10**","2,750,016","0.36**","0.36**","273"
"2016","Legal Intervention","Males","Mississippi","--","1,450,463","--","--","--"
"2016","Legal Intervention","Males","Missouri","--","2,989,883","--","--","--"
"2016","Legal Intervention","Males","Montana","--","524,720","--","--","--"
"2016","Legal Intervention","Males","Nebraska","--","950,744","--","--","--"
"2016","Legal Intervention","Males","Nevada","--","1,465,784","--","--","--"
"2016","Legal Intervention","Males","New Hampshire","--","665,369","--","--","--"
