"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Unintentional","0 to 4","Alabama","--","290,299","--","--","--"
"2022","Unintentional","0 to 4","Arkansas","--","180,389","--","--","--"
"2022","Unintentional","0 to 4","Colorado","--","309,020","--","--","--"
"2022","Unintentional","0 to 4","Florida","--","1,106,804","--","--","--"
"2022","Unintentional","0 to 4","Georgia","--","631,545","--","--","--"
"2022","Unintentional","0 to 4","Indiana","--","404,946","--","--","--"
"2022","Unintentional","0 to 4","Kansas","--","175,442","--","--","--"
"2022","Unintentional","0 to 4","Kentucky","--","262,713","--","--","--"
"2022","Unintentional","0 to 4","Louisiana","--","280,020","--","--","--"
"2022","Unintentional","0 to 4","Missouri","--","353,605","--","--","--"
"2022","Unintentional","0 to 4","North Carolina","--","596,490","--","--","--"
"2022","Unintentional","0 to 4","Ohio","--","661,421","--","--","--"
"2022","Unintentional","0 to 4","Oklahoma","--","243,671","--","--","--"
"2022","Unintentional","0 to 4","Pennsylvania","--","671,205","--","--","--"
"2022","Unintentional","0 to 4","South Carolina","--","285,883","--","--","--"
"2022","Unintentional","0 to 4","South Dakota","0**","58,093","0.00**","--","--"
"2022","Unintentional","0 to 4","Tennessee","--","405,421","--","--","--"
"2022","Unintentional","0 to 4","Texas","--","1,902,639","--","--","--"
"2022","Unintentional","0 to 4","Utah","--","233,074","--","--","--"
"2022","Unintentional","0 to 4","Vermont","0**","27,594","0.00**","--","--"
"2022","Unintentional","0 to 4","Virginia","--","487,493","--","--","--"
"2022","Unintentional","5 to 9","Arkansas","--","191,924","--","--","--"
"2022","Unintentional","5 to 9","Colorado","--","332,093","--","--","--"
"2022","Unintentional","5 to 9","Florida","--","1,185,960","--","--","--"
"2022","Unintentional","5 to 9","Georgia","--","684,189","--","--","--"
"2022","Unintentional","5 to 9","Illinois","--","747,100","--","--","--"
"2022","Unintentional","5 to 9","Indiana","--","433,408","--","--","--"
"2022","Unintentional","5 to 9","Louisiana","--","295,518","--","--","--"
"2022","Unintentional","5 to 9","Minnesota","--","360,989","--","--","--"
"2022","Unintentional","5 to 9","Mississippi","--","181,350","--","--","--"
"2022","Unintentional","5 to 9","South Carolina","--","304,905","--","--","--"
"2022","Unintentional","5 to 9","Tennessee","--","421,316","--","--","--"
"2022","Unintentional","5 to 9","Texas","--","2,085,857","--","--","--"
"2022","Unintentional","10 to 14","Alabama","--","318,447","--","--","--"
"2022","Unintentional","10 to 14","Florida","--","1,231,864","--","--","--"
"2022","Unintentional","10 to 14","Hawaii","--","83,775","--","--","--"
"2022","Unintentional","10 to 14","Illinois","--","790,620","--","--","--"
"2022","Unintentional","10 to 14","Indiana","--","450,448","--","--","--"
"2022","Unintentional","10 to 14","Kansas","--","201,187","--","--","--"
"2022","Unintentional","10 to 14","Missouri","--","391,460","--","--","--"
"2022","Unintentional","10 to 14","North Carolina","--","660,316","--","--","--"
"2022","Unintentional","10 to 14","Oklahoma","--","275,405","--","--","--"
"2022","Unintentional","10 to 14","Pennsylvania","--","756,526","--","--","--"
"2022","Unintentional","10 to 14","Texas","--","2,150,307","--","--","--"
"2022","Unintentional","10 to 14","Utah","--","272,743","--","--","--"
"2022","Unintentional","10 to 14","Wisconsin","--","363,289","--","--","--"
"2022","Unintentional","15 to 19","Alabama","--","334,114","--","--","--"
"2022","Unintentional","15 to 19","Alaska","--","45,200","--","--","--"
"2022","Unintentional","15 to 19","Arizona","--","486,307","--","--","--"
"2022","Unintentional","15 to 19","California","--","2,564,615","--","--","--"
"2022","Unintentional","15 to 19","Colorado","--","373,129","--","--","--"
"2022","Unintentional","15 to 19","Florida","--","1,269,958","--","--","--"
"2022","Unintentional","15 to 19","Georgia","--","753,593","--","--","--"
"2022","Unintentional","15 to 19","Hawaii","--","77,426","--","--","--"
"2022","Unintentional","15 to 19","Indiana","--","463,294","--","--","--"
"2022","Unintentional","15 to 19","Louisiana","--","300,780","--","--","--"
"2022","Unintentional","15 to 19","Maine","--","78,493","--","--","--"
"2022","Unintentional","15 to 19","Maryland","--","388,243","--","--","--"
"2022","Unintentional","15 to 19","Michigan","--","638,504","--","--","--"
"2022","Unintentional","15 to 19","Mississippi","--","207,007","--","--","--"
"2022","Unintentional","15 to 19","Missouri","--","400,406","--","--","--"
"2022","Unintentional","15 to 19","Montana","--","68,745","--","--","--"
"2022","Unintentional","15 to 19","Nebraska","--","137,456","--","--","--"
"2022","Unintentional","15 to 19","New Mexico","--","143,139","--","--","--"
"2022","Unintentional","15 to 19","New York","--","1,194,568","--","--","--"
"2022","Unintentional","15 to 19","North Carolina","--","705,170","--","--","--"
"2022","Unintentional","15 to 19","North Dakota","--","54,073","--","--","--"
"2022","Unintentional","15 to 19","Oklahoma","--","276,917","--","--","--"
"2022","Unintentional","15 to 19","Pennsylvania","--","833,463","--","--","--"
"2022","Unintentional","15 to 19","South Dakota","--","61,348","--","--","--"
"2022","Unintentional","15 to 19","Texas","11**","2,152,692","0.51**","--","531"
"2022","Unintentional","15 to 19","Utah","--","274,221","--","--","--"
"2022","Unintentional","15 to 19","Virginia","--","557,946","--","--","--"
"2022","Unintentional","20 to 24","Alabama","--","355,450","--","--","--"
"2022","Unintentional","20 to 24","Arizona","--","525,749","--","--","--"
"2022","Unintentional","20 to 24","Arkansas","--","211,870","--","--","--"
"2022","Unintentional","20 to 24","California","--","2,651,334","--","--","--"
"2022","Unintentional","20 to 24","Colorado","--","402,370","--","--","--"
"2022","Unintentional","20 to 24","Florida","--","1,349,949","--","--","--"
"2022","Unintentional","20 to 24","Georgia","--","774,600","--","--","--"
"2022","Unintentional","20 to 24","Idaho","--","134,671","--","--","--"
"2022","Unintentional","20 to 24","Indiana","--","495,248","--","--","--"
"2022","Unintentional","20 to 24","Iowa","--","236,639","--","--","--"
"2022","Unintentional","20 to 24","Kentucky","--","308,953","--","--","--"
"2022","Unintentional","20 to 24","Louisiana","--","315,325","--","--","--"
"2022","Unintentional","20 to 24","Massachusetts","--","494,871","--","--","--"
"2022","Unintentional","20 to 24","Minnesota","--","370,991","--","--","--"
"2022","Unintentional","20 to 24","Mississippi","--","210,325","--","--","--"
"2022","Unintentional","20 to 24","Missouri","--","422,799","--","--","--"
"2022","Unintentional","20 to 24","New Jersey","--","577,013","--","--","--"
"2022","Unintentional","20 to 24","New Mexico","--","149,790","--","--","--"
"2022","Unintentional","20 to 24","New York","--","1,304,457","--","--","--"
"2022","Unintentional","20 to 24","North Carolina","--","747,739","--","--","--"
"2022","Unintentional","20 to 24","Ohio","--","777,891","--","--","--"
"2022","Unintentional","20 to 24","Oregon","--","272,409","--","--","--"
"2022","Unintentional","20 to 24","South Carolina","--","353,606","--","--","--"
"2022","Unintentional","20 to 24","South Dakota","--","63,065","--","--","--"
"2022","Unintentional","20 to 24","Tennessee","--","477,085","--","--","--"
"2022","Unintentional","20 to 24","Texas","--","2,191,176","--","--","--"
"2022","Unintentional","20 to 24","Virginia","--","595,826","--","--","--"
"2022","Unintentional","20 to 24","Washington","--","502,795","--","--","--"
"2022","Unintentional","25 to 29","Alabama","--","321,108","--","--","--"
"2022","Unintentional","25 to 29","Arizona","--","507,896","--","--","--"
"2022","Unintentional","25 to 29","California","--","2,757,767","--","--","--"
"2022","Unintentional","25 to 29","Colorado","--","444,634","--","--","--"
"2022","Unintentional","25 to 29","Georgia","--","741,285","--","--","--"
"2022","Unintentional","25 to 29","Kentucky","--","292,630","--","--","--"
"2022","Unintentional","25 to 29","Louisiana","--","292,626","--","--","--"
"2022","Unintentional","25 to 29","Michigan","--","650,018","--","--","--"
"2022","Unintentional","25 to 29","Mississippi","--","185,234","--","--","--"
"2022","Unintentional","25 to 29","Missouri","--","398,664","--","--","--"
"2022","Unintentional","25 to 29","Nebraska","--","126,392","--","--","--"
"2022","Unintentional","25 to 29","Nevada","--","219,682","--","--","--"
"2022","Unintentional","25 to 29","New Mexico","--","136,599","--","--","--"
"2022","Unintentional","25 to 29","North Carolina","--","703,747","--","--","--"
"2022","Unintentional","25 to 29","Ohio","--","759,426","--","--","--"
"2022","Unintentional","25 to 29","Pennsylvania","--","806,508","--","--","--"
"2022","Unintentional","25 to 29","South Carolina","--","327,556","--","--","--"
"2022","Unintentional","25 to 29","South Dakota","--","56,692","--","--","--"
"2022","Unintentional","25 to 29","Texas","--","2,133,941","--","--","--"
"2022","Unintentional","25 to 29","Washington","--","561,023","--","--","--"
"2022","Unintentional","30 to 34","Alabama","--","336,797","--","--","--"
"2022","Unintentional","30 to 34","Arizona","--","510,436","--","--","--"
"2022","Unintentional","30 to 34","California","--","2,989,584","--","--","--"
"2022","Unintentional","30 to 34","Connecticut","--","229,622","--","--","--"
"2022","Unintentional","30 to 34","Florida","--","1,463,892","--","--","--"
"2022","Unintentional","30 to 34","Georgia","--","769,946","--","--","--"
"2022","Unintentional","30 to 34","Kansas","--","187,602","--","--","--"
"2022","Unintentional","30 to 34","Kentucky","--","299,923","--","--","--"
"2022","Unintentional","30 to 34","Louisiana","--","316,550","--","--","--"
"2022","Unintentional","30 to 34","Missouri","--","413,129","--","--","--"
"2022","Unintentional","30 to 34","Nevada","--","239,425","--","--","--"
"2022","Unintentional","30 to 34","New York","--","1,412,771","--","--","--"
"2022","Unintentional","30 to 34","North Dakota","--","55,509","--","--","--"
"2022","Unintentional","30 to 34","Ohio","--","791,017","--","--","--"
"2022","Unintentional","30 to 34","Oklahoma","--","274,928","--","--","--"
"2022","Unintentional","30 to 34","Pennsylvania","--","875,506","--","--","--"
"2022","Unintentional","30 to 34","South Carolina","--","353,206","--","--","--"
"2022","Unintentional","30 to 34","Tennessee","--","493,987","--","--","--"
"2022","Unintentional","30 to 34","Texas","--","2,203,467","--","--","--"
"2022","Unintentional","30 to 34","Virginia","--","598,752","--","--","--"
"2022","Unintentional","30 to 34","Washington","--","620,582","--","--","--"
"2022","Unintentional","35 to 39","Alabama","--","311,105","--","--","--"
"2022","Unintentional","35 to 39","Arizona","--","471,743","--","--","--"
"2022","Unintentional","35 to 39","Arkansas","--","191,231","--","--","--"
"2022","Unintentional","35 to 39","California","--","2,783,889","--","--","--"
"2022","Unintentional","35 to 39","Connecticut","--","234,440","--","--","--"
"2022","Unintentional","35 to 39","Georgia","--","727,448","--","--","--"
"2022","Unintentional","35 to 39","Indiana","--","430,282","--","--","--"
"2022","Unintentional","35 to 39","Kentucky","--","277,426","--","--","--"
"2022","Unintentional","35 to 39","Louisiana","--","308,071","--","--","--"
"2022","Unintentional","35 to 39","Michigan","--","608,578","--","--","--"
"2022","Unintentional","35 to 39","Minnesota","--","393,493","--","--","--"
"2022","Unintentional","35 to 39","Mississippi","--","179,988","--","--","--"
"2022","Unintentional","35 to 39","Missouri","--","400,435","--","--","--"
"2022","Unintentional","35 to 39","North Carolina","--","681,251","--","--","--"
"2022","Unintentional","35 to 39","Ohio","--","740,336","--","--","--"
"2022","Unintentional","35 to 39","Oklahoma","--","267,559","--","--","--"
"2022","Unintentional","35 to 39","South Carolina","--","328,874","--","--","--"
"2022","Unintentional","35 to 39","Tennessee","--","450,141","--","--","--"
"2022","Unintentional","35 to 39","Texas","--","2,151,212","--","--","--"
"2022","Unintentional","35 to 39","Virginia","--","594,771","--","--","--"
"2022","Unintentional","35 to 39","Wisconsin","--","372,740","--","--","--"
"2022","Unintentional","40 to 44","Alabama","--","310,743","--","--","--"
"2022","Unintentional","40 to 44","California","--","2,606,759","--","--","--"
"2022","Unintentional","40 to 44","Colorado","--","404,667","--","--","--"
"2022","Unintentional","40 to 44","Florida","--","1,372,170","--","--","--"
"2022","Unintentional","40 to 44","Indiana","--","429,985","--","--","--"
"2022","Unintentional","40 to 44","Kansas","--","185,634","--","--","--"
"2022","Unintentional","40 to 44","Kentucky","--","284,568","--","--","--"
"2022","Unintentional","40 to 44","Michigan","--","601,962","--","--","--"
"2022","Unintentional","40 to 44","New York","--","1,224,012","--","--","--"
"2022","Unintentional","40 to 44","North Carolina","--","670,100","--","--","--"
"2022","Unintentional","40 to 44","Oklahoma","--","257,437","--","--","--"
"2022","Unintentional","40 to 44","Pennsylvania","--","785,498","--","--","--"
"2022","Unintentional","40 to 44","South Carolina","--","322,877","--","--","--"
"2022","Unintentional","40 to 44","Texas","--","2,052,394","--","--","--"
"2022","Unintentional","45 to 49","Alabama","--","296,419","--","--","--"
"2022","Unintentional","45 to 49","Arizona","--","418,746","--","--","--"
"2022","Unintentional","45 to 49","Arkansas","--","175,422","--","--","--"
"2022","Unintentional","45 to 49","California","--","2,398,337","--","--","--"
"2022","Unintentional","45 to 49","Idaho","--","110,271","--","--","--"
"2022","Unintentional","45 to 49","Illinois","--","759,603","--","--","--"
"2022","Unintentional","45 to 49","Kentucky","--","268,320","--","--","--"
"2022","Unintentional","45 to 49","Louisiana","--","256,990","--","--","--"
"2022","Unintentional","45 to 49","Nebraska","--","108,516","--","--","--"
"2022","Unintentional","45 to 49","Nevada","--","193,187","--","--","--"
"2022","Unintentional","45 to 49","New Mexico","--","115,913","--","--","--"
"2022","Unintentional","45 to 49","Ohio","--","665,267","--","--","--"
"2022","Unintentional","45 to 49","South Carolina","--","302,607","--","--","--"
"2022","Unintentional","45 to 49","Tennessee","--","418,277","--","--","--"
"2022","Unintentional","45 to 49","Texas","--","1,856,501","--","--","--"
"2022","Unintentional","45 to 49","Washington","--","456,932","--","--","--"
"2022","Unintentional","45 to 49","West Virginia","--","107,053","--","--","--"
"2022","Unintentional","45 to 49","Wisconsin","--","329,307","--","--","--"
"2022","Unintentional","50 to 54","Alabama","--","321,378","--","--","--"
"2022","Unintentional","50 to 54","Florida","--","1,415,317","--","--","--"
"2022","Unintentional","50 to 54","Idaho","--","109,309","--","--","--"
"2022","Unintentional","50 to 54","Illinois","--","798,261","--","--","--"
"2022","Unintentional","50 to 54","Indiana","--","419,465","--","--","--"
"2022","Unintentional","50 to 54","Iowa","--","184,305","--","--","--"
"2022","Unintentional","50 to 54","Kansas","--","165,294","--","--","--"
"2022","Unintentional","50 to 54","Kentucky","--","286,484","--","--","--"
"2022","Unintentional","50 to 54","Mississippi","--","181,008","--","--","--"
"2022","Unintentional","50 to 54","Missouri","--","370,215","--","--","--"
"2022","Unintentional","50 to 54","Pennsylvania","--","816,432","--","--","--"
"2022","Unintentional","50 to 54","Texas","--","1,820,166","--","--","--"
"2022","Unintentional","50 to 54","Utah","--","171,720","--","--","--"
"2022","Unintentional","50 to 54","Virginia","--","554,957","--","--","--"
"2022","Unintentional","55 to 59","Alabama","--","325,873","--","--","--"
"2022","Unintentional","55 to 59","Arizona","--","427,682","--","--","--"
"2022","Unintentional","55 to 59","California","--","2,385,680","--","--","--"
"2022","Unintentional","55 to 59","Connecticut","--","260,155","--","--","--"
"2022","Unintentional","55 to 59","Georgia","--","690,672","--","--","--"
"2022","Unintentional","55 to 59","Indiana","--","423,286","--","--","--"
"2022","Unintentional","55 to 59","Kansas","--","171,011","--","--","--"
"2022","Unintentional","55 to 59","Missouri","--","388,064","--","--","--"
"2022","Unintentional","55 to 59","New Hampshire","--","105,263","--","--","--"
"2022","Unintentional","55 to 59","Oregon","--","248,555","--","--","--"
"2022","Unintentional","55 to 59","South Carolina","--","343,844","--","--","--"
"2022","Unintentional","55 to 59","Texas","--","1,684,359","--","--","--"
"2022","Unintentional","55 to 59","Virginia","--","561,842","--","--","--"
"2022","Unintentional","55 to 59","Wyoming","--","33,499","--","--","--"
"2022","Unintentional","60 to 64","Alabama","--","332,557","--","--","--"
"2022","Unintentional","60 to 64","Alaska","--","44,376","--","--","--"
"2022","Unintentional","60 to 64","Colorado","--","348,601","--","--","--"
"2022","Unintentional","60 to 64","Idaho","--","117,399","--","--","--"
"2022","Unintentional","60 to 64","Illinois","--","807,002","--","--","--"
"2022","Unintentional","60 to 64","Louisiana","--","293,976","--","--","--"
"2022","Unintentional","60 to 64","Michigan","--","692,851","--","--","--"
"2022","Unintentional","60 to 64","Mississippi","--","188,076","--","--","--"
"2022","Unintentional","60 to 64","Missouri","--","413,672","--","--","--"
"2022","Unintentional","60 to 64","Montana","--","77,859","--","--","--"
"2022","Unintentional","60 to 64","New York","--","1,300,465","--","--","--"
"2022","Unintentional","60 to 64","South Carolina","--","352,259","--","--","--"
"2022","Unintentional","60 to 64","Tennessee","--","451,630","--","--","--"
"2022","Unintentional","60 to 64","Texas","--","1,617,808","--","--","--"
"2022","Unintentional","60 to 64","West Virginia","--","123,469","--","--","--"
"2022","Unintentional","65 to 69","Arkansas","--","172,328","--","--","--"
"2022","Unintentional","65 to 69","California","--","1,974,129","--","--","--"
"2022","Unintentional","65 to 69","Colorado","--","310,101","--","--","--"
"2022","Unintentional","65 to 69","Florida","--","1,382,885","--","--","--"
"2022","Unintentional","65 to 69","Georgia","--","550,424","--","--","--"
"2022","Unintentional","65 to 69","Kansas","--","165,016","--","--","--"
"2022","Unintentional","65 to 69","Michigan","--","623,738","--","--","--"
"2022","Unintentional","65 to 69","Mississippi","--","167,552","--","--","--"
"2022","Unintentional","65 to 69","Missouri","--","361,699","--","--","--"
"2022","Unintentional","65 to 69","Montana","--","74,961","--","--","--"
"2022","Unintentional","65 to 69","New Mexico","--","127,895","--","--","--"
"2022","Unintentional","65 to 69","Pennsylvania","--","813,996","--","--","--"
"2022","Unintentional","65 to 69","Tennessee","--","402,492","--","--","--"
"2022","Unintentional","65 to 69","Virginia","--","472,272","--","--","--"
"2022","Unintentional","70 to 74","Arkansas","--","142,386","--","--","--"
"2022","Unintentional","70 to 74","California","--","1,586,759","--","--","--"
"2022","Unintentional","70 to 74","Colorado","--","249,938","--","--","--"
"2022","Unintentional","70 to 74","Florida","--","1,219,254","--","--","--"
"2022","Unintentional","70 to 74","Georgia","--","443,833","--","--","--"
"2022","Unintentional","70 to 74","Louisiana","--","208,345","--","--","--"
"2022","Unintentional","70 to 74","Michigan","--","499,543","--","--","--"
"2022","Unintentional","70 to 74","Mississippi","--","135,300","--","--","--"
"2022","Unintentional","70 to 74","Missouri","--","289,558","--","--","--"
"2022","Unintentional","70 to 74","South Dakota","--","43,502","--","--","--"
"2022","Unintentional","70 to 74","Texas","--","1,069,219","--","--","--"
"2022","Unintentional","75 to 79","Alabama","--","174,946","--","--","--"
"2022","Unintentional","75 to 79","Arkansas","--","104,685","--","--","--"
"2022","Unintentional","75 to 79","California","--","1,140,952","--","--","--"
"2022","Unintentional","75 to 79","Indiana","--","210,728","--","--","--"
"2022","Unintentional","75 to 79","Kentucky","--","148,352","--","--","--"
"2022","Unintentional","75 to 79","Michigan","--","346,559","--","--","--"
"2022","Unintentional","75 to 79","Montana","--","41,221","--","--","--"
"2022","Unintentional","75 to 79","New Jersey","--","301,671","--","--","--"
"2022","Unintentional","75 to 79","New Mexico","--","77,890","--","--","--"
"2022","Unintentional","75 to 79","Ohio","--","392,919","--","--","--"
"2022","Unintentional","75 to 79","South Dakota","--","27,376","--","--","--"
"2022","Unintentional","75 to 79","Tennessee","--","233,871","--","--","--"
"2022","Unintentional","75 to 79","West Virginia","--","71,411","--","--","--"
"2022","Unintentional","80 to 84","Alabama","--","105,534","--","--","--"
"2022","Unintentional","80 to 84","Alaska","--","9,307","--","--","--"
"2022","Unintentional","80 to 84","Indiana","--","131,059","--","--","--"
"2022","Unintentional","80 to 84","Virginia","--","168,949","--","--","--"
"2022","Unintentional","85+","Arkansas","--","58,317","--","--","--"
"2022","Unintentional","85+","California","--","739,427","--","--","--"
"2022","Unintentional","85+","Florida","--","601,876","--","--","--"
"2022","Unintentional","85+","Indiana","--","126,680","--","--","--"
"2022","Unintentional","85+","Louisiana","--","78,702","--","--","--"
"2022","Unintentional","85+","New York","--","457,184","--","--","--"
"2022","Unintentional","85+","South Carolina","--","92,631","--","--","--"
"2022","Homicide","0 to 4","Alabama","--","290,299","--","--","--"
"2022","Homicide","0 to 4","Alaska","--","46,805","--","--","--"
"2022","Homicide","0 to 4","Arkansas","--","180,389","--","--","--"
"2022","Homicide","0 to 4","California","--","2,127,764","--","--","--"
"2022","Homicide","0 to 4","Colorado","--","309,020","--","--","--"
"2022","Homicide","0 to 4","Connecticut","0**","181,607","0.00**","--","--"
"2022","Homicide","0 to 4","Delaware","0**","53,766","0.00**","--","--"
"2022","Homicide","0 to 4","District of Columbia","0**","39,099","0.00**","--","--"
"2022","Homicide","0 to 4","Florida","--","1,106,804","--","--","--"
"2022","Homicide","0 to 4","Georgia","--","631,545","--","--","--"
"2022","Homicide","0 to 4","Hawaii","--","79,600","--","--","--"
"2022","Homicide","0 to 4","Idaho","0**","113,283","0.00**","--","--"
"2022","Homicide","0 to 4","Illinois","--","680,341","--","--","--"
"2022","Homicide","0 to 4","Kentucky","--","262,713","--","--","--"
"2022","Homicide","0 to 4","Louisiana","--","280,020","--","--","--"
"2022","Homicide","0 to 4","Maine","--","61,744","--","--","--"
"2022","Homicide","0 to 4","Maryland","--","349,844","--","--","--"
"2022","Homicide","0 to 4","Massachusetts","0**","343,596","0.00**","--","--"
"2022","Homicide","0 to 4","Michigan","--","536,425","--","--","--"
"2022","Homicide","0 to 4","Minnesota","0**","330,126","0.00**","--","--"
"2022","Homicide","0 to 4","Mississippi","--","174,518","--","--","--"
"2022","Homicide","0 to 4","Missouri","--","353,605","--","--","--"
"2022","Homicide","0 to 4","Nevada","--","174,244","--","--","--"
"2022","Homicide","0 to 4","New Hampshire","--","62,944","--","--","--"
"2022","Homicide","0 to 4","New Jersey","--","516,455","--","--","--"
"2022","Homicide","0 to 4","New Mexico","0**","110,028","0.00**","--","--"
"2022","Homicide","0 to 4","New York","0**","1,059,217","0.00**","--","--"
"2022","Homicide","0 to 4","North Carolina","--","596,490","--","--","--"
"2022","Homicide","0 to 4","North Dakota","0**","49,929","0.00**","--","--"
"2022","Homicide","0 to 4","Ohio","--","661,421","--","--","--"
"2022","Homicide","0 to 4","Oklahoma","--","243,671","--","--","--"
"2022","Homicide","0 to 4","Oregon","0**","206,074","0.00**","--","--"
"2022","Homicide","0 to 4","Pennsylvania","--","671,205","--","--","--"
"2022","Homicide","0 to 4","Rhode Island","0**","52,700","0.00**","--","--"
"2022","Homicide","0 to 4","Tennessee","--","405,421","--","--","--"
"2022","Homicide","0 to 4","Texas","--","1,902,639","--","--","--"
"2022","Homicide","0 to 4","Virginia","--","487,493","--","--","--"
"2022","Homicide","0 to 4","Washington","--","425,829","--","--","--"
"2022","Homicide","0 to 4","West Virginia","0**","87,997","0.00**","--","--"
"2022","Homicide","0 to 4","Wisconsin","--","312,622","--","--","--"
"2022","Homicide","5 to 9","Alabama","--","305,273","--","--","--"
"2022","Homicide","5 to 9","Alaska","--","50,504","--","--","--"
"2022","Homicide","5 to 9","Arizona","--","438,596","--","--","--"
"2022","Homicide","5 to 9","Arkansas","--","191,924","--","--","--"
"2022","Homicide","5 to 9","California","--","2,358,168","--","--","--"
"2022","Homicide","5 to 9","Colorado","--","332,093","--","--","--"
"2022","Homicide","5 to 9","Connecticut","0**","196,337","0.00**","--","--"
"2022","Homicide","5 to 9","Delaware","0**","57,060","0.00**","--","--"
"2022","Homicide","5 to 9","District of Columbia","0**","37,059","0.00**","--","--"
"2022","Homicide","5 to 9","Florida","--","1,185,960","--","--","--"
"2022","Homicide","5 to 9","Georgia","--","684,189","--","--","--"
"2022","Homicide","5 to 9","Hawaii","0**","86,582","0.00**","--","--"
"2022","Homicide","5 to 9","Idaho","0**","127,992","0.00**","--","--"
"2022","Homicide","5 to 9","Illinois","--","747,100","--","--","--"
"2022","Homicide","5 to 9","Indiana","--","433,408","--","--","--"
"2022","Homicide","5 to 9","Iowa","--","200,321","--","--","--"
"2022","Homicide","5 to 9","Kansas","0**","190,864","0.00**","--","--"
"2022","Homicide","5 to 9","Kentucky","0**","277,665","0.00**","--","--"
"2022","Homicide","5 to 9","Louisiana","--","295,518","--","--","--"
"2022","Homicide","5 to 9","Maine","0**","67,565","0.00**","--","--"
"2022","Homicide","5 to 9","Maryland","--","371,417","--","--","--"
"2022","Homicide","5 to 9","Massachusetts","0**","362,938","0.00**","--","--"
"2022","Homicide","5 to 9","Michigan","--","581,738","--","--","--"
"2022","Homicide","5 to 9","Minnesota","--","360,989","--","--","--"
"2022","Homicide","5 to 9","Mississippi","--","181,350","--","--","--"
"2022","Homicide","5 to 9","Missouri","0**","375,757","0.00**","--","--"
"2022","Homicide","5 to 9","Montana","--","65,801","--","--","--"
"2022","Homicide","5 to 9","Nebraska","0**","133,482","0.00**","--","--"
"2022","Homicide","5 to 9","Nevada","0**","191,238","0.00**","--","--"
"2022","Homicide","5 to 9","New Hampshire","--","68,058","--","--","--"
"2022","Homicide","5 to 9","New Jersey","--","545,749","--","--","--"
"2022","Homicide","5 to 9","New Mexico","0**","125,811","0.00**","--","--"
"2022","Homicide","5 to 9","New York","0**","1,105,584","0.00**","--","--"
"2022","Homicide","5 to 9","North Carolina","--","623,783","--","--","--"
"2022","Homicide","5 to 9","North Dakota","0**","52,658","0.00**","--","--"
"2022","Homicide","5 to 9","Ohio","--","709,284","--","--","--"
"2022","Homicide","5 to 9","Oklahoma","--","266,828","--","--","--"
"2022","Homicide","5 to 9","Oregon","--","232,041","--","--","--"
"2022","Homicide","5 to 9","Pennsylvania","--","722,469","--","--","--"
"2022","Homicide","5 to 9","Rhode Island","0**","55,999","0.00**","--","--"
"2022","Homicide","5 to 9","South Carolina","--","304,905","--","--","--"
"2022","Homicide","5 to 9","South Dakota","0**","61,380","0.00**","--","--"
"2022","Homicide","5 to 9","Tennessee","--","421,316","--","--","--"
"2022","Homicide","5 to 9","Texas","12**","2,085,857","0.58**","--","690"
"2022","Homicide","5 to 9","Utah","--","256,385","--","--","--"
"2022","Homicide","5 to 9","Vermont","0**","31,579","0.00**","--","--"
"2022","Homicide","5 to 9","Virginia","--","515,804","--","--","--"
"2022","Homicide","5 to 9","Washington","0**","462,468","0.00**","--","--"
"2022","Homicide","5 to 9","West Virginia","0**","96,539","0.00**","--","--"
"2022","Homicide","5 to 9","Wisconsin","--","339,916","--","--","--"
"2022","Homicide","5 to 9","Wyoming","0**","35,894","0.00**","--","--"
"2022","Homicide","10 to 14","Alabama","16**","318,447","5.02**","--","832"
"2022","Homicide","10 to 14","Alaska","--","50,287","--","--","--"
"2022","Homicide","10 to 14","Arizona","--","462,912","--","--","--"
"2022","Homicide","10 to 14","Arkansas","--","200,043","--","--","--"
"2022","Homicide","10 to 14","California","11**","2,476,125","0.44**","--","568"
"2022","Homicide","10 to 14","Colorado","--","353,020","--","--","--"
"2022","Homicide","10 to 14","Connecticut","0**","213,461","0.00**","--","--"
"2022","Homicide","10 to 14","Delaware","--","60,249","--","--","--"
"2022","Homicide","10 to 14","District of Columbia","--","31,811","--","--","--"
"2022","Homicide","10 to 14","Florida","--","1,231,864","--","--","--"
"2022","Homicide","10 to 14","Georgia","--","732,571","--","--","--"
"2022","Homicide","10 to 14","Illinois","21","790,620","2.66","--","1,086"
"2022","Homicide","10 to 14","Indiana","--","450,448","--","--","--"
"2022","Homicide","10 to 14","Kansas","--","201,187","--","--","--"
"2022","Homicide","10 to 14","Kentucky","--","286,085","--","--","--"
"2022","Homicide","10 to 14","Louisiana","11**","300,731","3.66**","--","569"
"2022","Homicide","10 to 14","Maryland","--","387,223","--","--","--"
"2022","Homicide","10 to 14","Massachusetts","--","384,262","--","--","--"
"2022","Homicide","10 to 14","Michigan","13**","606,735","2.14**","--","679"
"2022","Homicide","10 to 14","Minnesota","--","372,455","--","--","--"
"2022","Homicide","10 to 14","Mississippi","--","196,616","--","--","--"
"2022","Homicide","10 to 14","Missouri","--","391,460","--","--","--"
"2022","Homicide","10 to 14","Montana","--","68,281","--","--","--"
"2022","Homicide","10 to 14","Nebraska","--","136,019","--","--","--"
"2022","Homicide","10 to 14","Nevada","--","200,817","--","--","--"
