"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Suicide","10 to 14","Indiana","--","450,290","--","--","--"
"2014","Suicide","10 to 14","Iowa","--","203,356","--","--","--"
"2014","Suicide","10 to 14","Kentucky","--","284,320","--","--","--"
"2014","Suicide","10 to 14","Louisiana","--","307,480","--","--","--"
"2014","Suicide","10 to 14","Maryland","--","376,278","--","--","--"
"2014","Suicide","10 to 14","Michigan","10**","645,023","1.55**","--","519"
"2014","Suicide","10 to 14","Minnesota","--","358,304","--","--","--"
"2014","Suicide","10 to 14","Mississippi","--","205,370","--","--","--"
"2014","Suicide","10 to 14","Missouri","--","390,921","--","--","--"
"2014","Suicide","10 to 14","Montana","--","62,131","--","--","--"
"2014","Suicide","10 to 14","Nebraska","--","128,989","--","--","--"
"2014","Suicide","10 to 14","Nevada","--","184,106","--","--","--"
"2014","Suicide","10 to 14","New Jersey","--","570,886","--","--","--"
"2014","Suicide","10 to 14","New Mexico","--","141,343","--","--","--"
"2014","Suicide","10 to 14","New York","--","1,166,767","--","--","--"
"2014","Suicide","10 to 14","North Carolina","--","652,376","--","--","--"
"2014","Suicide","10 to 14","Ohio","--","754,975","--","--","--"
"2014","Suicide","10 to 14","Oklahoma","--","263,684","--","--","--"
"2014","Suicide","10 to 14","Oregon","--","240,668","--","--","--"
"2014","Suicide","10 to 14","Pennsylvania","--","768,229","--","--","--"
"2014","Suicide","10 to 14","South Carolina","--","304,890","--","--","--"
"2014","Suicide","10 to 14","Tennessee","--","422,166","--","--","--"
"2014","Suicide","10 to 14","Texas","15**","2,000,081","0.75**","--","784"
"2014","Suicide","10 to 14","Utah","--","249,240","--","--","--"
"2014","Suicide","10 to 14","Vermont","--","35,207","--","--","--"
"2014","Suicide","10 to 14","Virginia","--","522,561","--","--","--"
"2014","Suicide","10 to 14","Washington","--","439,364","--","--","--"
"2014","Suicide","10 to 14","West Virginia","--","107,442","--","--","--"
"2014","Suicide","10 to 14","Wisconsin","--","371,475","--","--","--"
"2014","Suicide","15 to 19","Alabama","14**","318,455","4.40**","--","657"
"2014","Suicide","15 to 19","Alaska","10**","48,016","20.83**","--","472"
"2014","Suicide","15 to 19","Arizona","20**","455,630","4.39**","--","947"
"2014","Suicide","15 to 19","Arkansas","11**","196,986","5.58**","--","519"
"2014","Suicide","15 to 19","California","33","2,617,587","1.26","--","1,576"
"2014","Suicide","15 to 19","Colorado","24","341,850","7.02","--","1,147"
"2014","Suicide","15 to 19","Connecticut","--","252,160","--","--","--"
"2014","Suicide","15 to 19","Florida","41","1,173,351","3.49","--","1,958"
"2014","Suicide","15 to 19","Georgia","25","696,915","3.59","--","1,183"
"2014","Suicide","15 to 19","Hawaii","--","78,425","--","--","--"
"2014","Suicide","15 to 19","Idaho","--","115,718","--","--","--"
"2014","Suicide","15 to 19","Illinois","28","860,874","3.25","--","1,337"
"2014","Suicide","15 to 19","Indiana","22","455,803","4.83","--","1,045"
"2014","Suicide","15 to 19","Iowa","--","213,974","--","--","--"
"2014","Suicide","15 to 19","Kansas","--","199,837","--","--","--"
"2014","Suicide","15 to 19","Kentucky","14**","284,576","4.92**","--","661"
"2014","Suicide","15 to 19","Louisiana","17**","299,400","5.68**","--","809"
"2014","Suicide","15 to 19","Maine","--","82,152","--","--","--"
"2014","Suicide","15 to 19","Maryland","--","386,631","--","--","--"
"2014","Suicide","15 to 19","Massachusetts","--","460,434","--","--","--"
"2014","Suicide","15 to 19","Michigan","28","679,240","4.12","--","1,335"
"2014","Suicide","15 to 19","Minnesota","24","356,130","6.74","--","1,151"
"2014","Suicide","15 to 19","Mississippi","--","207,850","--","--","--"
"2014","Suicide","15 to 19","Missouri","19**","394,996","4.81**","--","916"
"2014","Suicide","15 to 19","Montana","--","63,790","--","--","--"
"2014","Suicide","15 to 19","Nebraska","--","127,626","--","--","--"
"2014","Suicide","15 to 19","Nevada","--","174,669","--","--","--"
"2014","Suicide","15 to 19","New Hampshire","--","89,981","--","--","--"
"2014","Suicide","15 to 19","New Jersey","--","572,417","--","--","--"
"2014","Suicide","15 to 19","New Mexico","--","139,913","--","--","--"
"2014","Suicide","15 to 19","New York","10**","1,251,440","0.80**","--","476"
"2014","Suicide","15 to 19","North Carolina","34","652,088","5.21","--","1,626"
"2014","Suicide","15 to 19","North Dakota","--","48,169","--","--","--"
"2014","Suicide","15 to 19","Ohio","19**","773,506","2.46**","--","901"
"2014","Suicide","15 to 19","Oklahoma","24","257,334","9.33","--","1,145"
"2014","Suicide","15 to 19","Oregon","16**","243,891","6.56**","--","761"
"2014","Suicide","15 to 19","Pennsylvania","21","837,560","2.51","--","1,001"
"2014","Suicide","15 to 19","South Carolina","16**","310,849","5.15**","--","763"
"2014","Suicide","15 to 19","South Dakota","--","56,622","--","--","--"
"2014","Suicide","15 to 19","Tennessee","20**","417,792","4.79**","--","953"
"2014","Suicide","15 to 19","Texas","67","1,918,686","3.49","--","3,186"
"2014","Suicide","15 to 19","Utah","26","225,274","11.54","--","1,234"
"2014","Suicide","15 to 19","Vermont","--","43,972","--","--","--"
"2014","Suicide","15 to 19","Virginia","24","535,764","4.48","--","1,135"
"2014","Suicide","15 to 19","Washington","21","439,484","4.78","--","1,005"
"2014","Suicide","15 to 19","West Virginia","--","111,194","--","--","--"
"2014","Suicide","15 to 19","Wisconsin","18**","383,480","4.69**","--","855"
"2014","Suicide","15 to 19","Wyoming","10**","36,583","27.34**","--","482"
"2014","Suicide","20 to 24","Alabama","31","354,677","8.74","--","1,327"
"2014","Suicide","20 to 24","Alaska","15**","60,428","24.82**","--","640"
"2014","Suicide","20 to 24","Arizona","49","494,285","9.91","--","2,116"
"2014","Suicide","20 to 24","Arkansas","25","212,861","11.75","--","1,072"
"2014","Suicide","20 to 24","California","72","2,917,071","2.47","--","3,080"
"2014","Suicide","20 to 24","Colorado","42","376,222","11.16","--","1,785"
"2014","Suicide","20 to 24","Connecticut","10**","244,220","4.10**","--","434"
"2014","Suicide","20 to 24","Delaware","--","64,461","--","--","--"
"2014","Suicide","20 to 24","Florida","81","1,317,587","6.15","--","3,469"
"2014","Suicide","20 to 24","Georgia","60","732,506","8.19","--","2,578"
"2014","Suicide","20 to 24","Hawaii","--","101,982","--","--","--"
"2014","Suicide","20 to 24","Idaho","16**","113,085","14.15**","--","686"
"2014","Suicide","20 to 24","Illinois","38","907,384","4.19","--","1,633"
"2014","Suicide","20 to 24","Indiana","44","489,576","8.99","--","1,879"
"2014","Suicide","20 to 24","Iowa","20**","233,942","8.55**","--","853"
"2014","Suicide","20 to 24","Kansas","22","220,349","9.98","--","951"
"2014","Suicide","20 to 24","Kentucky","25","317,747","7.87","--","1,066"
"2014","Suicide","20 to 24","Louisiana","32","349,538","9.16","--","1,366"
"2014","Suicide","20 to 24","Maine","10**","80,031","12.50**","--","431"
"2014","Suicide","20 to 24","Maryland","14**","402,023","3.48**","--","596"
"2014","Suicide","20 to 24","Massachusetts","--","493,377","--","--","--"
"2014","Suicide","20 to 24","Michigan","57","743,547","7.67","--","2,441"
"2014","Suicide","20 to 24","Minnesota","20**","365,496","5.47**","--","859"
"2014","Suicide","20 to 24","Mississippi","20**","226,963","8.81**","--","848"
"2014","Suicide","20 to 24","Missouri","35","435,214","8.04","--","1,507"
"2014","Suicide","20 to 24","Montana","11**","74,275","14.81**","--","464"
"2014","Suicide","20 to 24","Nebraska","11**","137,022","8.03**","--","473"
"2014","Suicide","20 to 24","Nevada","23","185,970","12.37","--","978"
"2014","Suicide","20 to 24","New Hampshire","16**","91,849","17.42**","--","692"
"2014","Suicide","20 to 24","New Jersey","10**","569,603","1.76**","--","437"
"2014","Suicide","20 to 24","New Mexico","22","153,809","14.30","--","946"
"2014","Suicide","20 to 24","New York","35","1,423,420","2.46","--","1,500"
"2014","Suicide","20 to 24","North Carolina","50","710,920","7.03","--","2,152"
"2014","Suicide","20 to 24","North Dakota","15**","69,363","21.63**","--","641"
"2014","Suicide","20 to 24","Ohio","59","801,116","7.37","--","2,525"
"2014","Suicide","20 to 24","Oklahoma","29","289,654","10.01","--","1,248"
"2014","Suicide","20 to 24","Oregon","29","268,353","10.81","--","1,232"
"2014","Suicide","20 to 24","Pennsylvania","58","881,609","6.58","--","2,472"
"2014","Suicide","20 to 24","Rhode Island","--","82,475","--","--","--"
"2014","Suicide","20 to 24","South Carolina","37","353,092","10.48","--","1,572"
"2014","Suicide","20 to 24","South Dakota","16**","60,875","26.28**","--","676"
"2014","Suicide","20 to 24","Tennessee","45","463,170","9.72","--","1,942"
"2014","Suicide","20 to 24","Texas","140","2,000,119","7.00","--","5,976"
"2014","Suicide","20 to 24","Utah","22","248,871","8.84","--","943"
"2014","Suicide","20 to 24","Vermont","--","46,383","--","--","--"
"2014","Suicide","20 to 24","Virginia","49","597,202","8.21","--","2,093"
"2014","Suicide","20 to 24","Washington","46","495,463","9.28","--","1,962"
"2014","Suicide","20 to 24","West Virginia","13**","125,936","10.32**","--","551"
"2014","Suicide","20 to 24","Wisconsin","25","407,781","6.13","--","1,084"
"2014","Suicide","20 to 24","Wyoming","--","42,788","--","--","--"
"2014","Suicide","25 to 29","Alabama","28","316,908","8.84","--","1,069"
"2014","Suicide","25 to 29","Alaska","14**","60,976","22.96**","--","530"
"2014","Suicide","25 to 29","Arizona","42","456,501","9.20","--","1,603"
"2014","Suicide","25 to 29","Arkansas","19**","192,825","9.85**","--","724"
"2014","Suicide","25 to 29","California","102","2,908,317","3.51","--","3,872"
"2014","Suicide","25 to 29","Colorado","41","400,342","10.24","--","1,580"
"2014","Suicide","25 to 29","Connecticut","--","220,402","--","--","--"
"2014","Suicide","25 to 29","Delaware","--","63,756","--","--","--"
"2014","Suicide","25 to 29","District of Columbia","--","81,215","--","--","--"
"2014","Suicide","25 to 29","Florida","85","1,295,143","6.56","--","3,235"
"2014","Suicide","25 to 29","Georgia","48","693,060","6.93","--","1,837"
"2014","Suicide","25 to 29","Idaho","--","106,734","--","--","--"
"2014","Suicide","25 to 29","Illinois","38","896,731","4.24","--","1,441"
"2014","Suicide","25 to 29","Indiana","53","422,124","12.56","--","2,034"
"2014","Suicide","25 to 29","Iowa","18**","191,693","9.39**","--","687"
"2014","Suicide","25 to 29","Kansas","17**","191,347","8.88**","--","659"
"2014","Suicide","25 to 29","Kentucky","31","282,883","10.96","--","1,172"
"2014","Suicide","25 to 29","Louisiana","41","340,746","12.03","--","1,553"
"2014","Suicide","25 to 29","Maine","--","77,231","--","--","--"
"2014","Suicide","25 to 29","Maryland","20**","414,921","4.82**","--","747"
"2014","Suicide","25 to 29","Massachusetts","10**","489,362","2.04**","--","389"
"2014","Suicide","25 to 29","Michigan","54","606,897","8.90","--","2,044"
"2014","Suicide","25 to 29","Minnesota","21","365,261","5.75","--","794"
"2014","Suicide","25 to 29","Mississippi","12**","196,582","6.10**","--","463"
"2014","Suicide","25 to 29","Missouri","40","401,454","9.96","--","1,533"
"2014","Suicide","25 to 29","Montana","--","64,058","--","--","--"
"2014","Suicide","25 to 29","Nebraska","11**","124,308","8.85**","--","425"
"2014","Suicide","25 to 29","Nevada","20**","202,982","9.85**","--","753"
"2014","Suicide","25 to 29","New Hampshire","--","78,742","--","--","--"
"2014","Suicide","25 to 29","New Jersey","10**","555,752","1.80**","--","382"
"2014","Suicide","25 to 29","New Mexico","22","141,193","15.58","--","836"
"2014","Suicide","25 to 29","New York","23","1,467,523","1.57","--","879"
"2014","Suicide","25 to 29","North Carolina","41","656,781","6.24","--","1,563"
"2014","Suicide","25 to 29","North Dakota","--","57,065","--","--","--"
"2014","Suicide","25 to 29","Ohio","43","748,150","5.75","--","1,626"
"2014","Suicide","25 to 29","Oklahoma","30","267,344","11.22","--","1,139"
"2014","Suicide","25 to 29","Oregon","24","267,822","8.96","--","902"
"2014","Suicide","25 to 29","Pennsylvania","54","844,878","6.39","--","2,058"
"2014","Suicide","25 to 29","Rhode Island","--","72,626","--","--","--"
"2014","Suicide","25 to 29","South Carolina","33","319,620","10.33","--","1,263"
"2014","Suicide","25 to 29","South Dakota","--","56,326","--","--","--"
"2014","Suicide","25 to 29","Tennessee","40","435,593","9.18","--","1,529"
"2014","Suicide","25 to 29","Texas","142","1,976,062","7.19","--","5,398"
"2014","Suicide","25 to 29","Utah","24","215,553","11.13","--","908"
"2014","Suicide","25 to 29","Vermont","--","35,602","--","--","--"
"2014","Suicide","25 to 29","Virginia","44","586,043","7.51","--","1,674"
"2014","Suicide","25 to 29","Washington","49","511,226","9.59","--","1,883"
"2014","Suicide","25 to 29","West Virginia","15**","107,766","13.92**","--","575"
"2014","Suicide","25 to 29","Wisconsin","23","357,813","6.43","--","879"
"2014","Suicide","25 to 29","Wyoming","--","40,859","--","--","--"
"2014","Suicide","30 to 34","Alabama","35","307,944","11.37","--","1,159"
"2014","Suicide","30 to 34","Alaska","14**","55,884","25.05**","--","476"
"2014","Suicide","30 to 34","Arizona","51","449,803","11.34","--","1,687"
"2014","Suicide","30 to 34","Arkansas","22","193,350","11.38","--","724"
"2014","Suicide","30 to 34","California","78","2,798,973","2.79","--","2,575"
"2014","Suicide","30 to 34","Colorado","40","400,371","9.99","--","1,318"
"2014","Suicide","30 to 34","Connecticut","--","217,754","--","--","--"
"2014","Suicide","30 to 34","Delaware","--","58,954","--","--","--"
"2014","Suicide","30 to 34","Florida","80","1,234,496","6.48","--","2,650"
"2014","Suicide","30 to 34","Georgia","67","685,648","9.77","--","2,222"
"2014","Suicide","30 to 34","Hawaii","--","99,996","--","--","--"
"2014","Suicide","30 to 34","Idaho","17**","107,722","15.78**","--","559"
"2014","Suicide","30 to 34","Illinois","27","896,546","3.01","--","892"
"2014","Suicide","30 to 34","Indiana","38","423,182","8.98","--","1,250"
"2014","Suicide","30 to 34","Iowa","--","200,338","--","--","--"
"2014","Suicide","30 to 34","Kansas","18**","194,977","9.23**","--","593"
"2014","Suicide","30 to 34","Kentucky","23","285,015","8.07","--","756"
"2014","Suicide","30 to 34","Louisiana","32","329,112","9.72","--","1,077"
"2014","Suicide","30 to 34","Maine","--","75,138","--","--","--"
"2014","Suicide","30 to 34","Maryland","16**","407,208","3.93**","--","533"
"2014","Suicide","30 to 34","Massachusetts","--","448,729","--","--","--"
"2014","Suicide","30 to 34","Michigan","42","593,440","7.08","--","1,392"
"2014","Suicide","30 to 34","Minnesota","17**","381,778","4.45**","--","569"
"2014","Suicide","30 to 34","Mississippi","23","194,928","11.80","--","751"
"2014","Suicide","30 to 34","Missouri","36","400,722","8.98","--","1,199"
"2014","Suicide","30 to 34","Montana","10**","65,550","15.26**","--","337"
"2014","Suicide","30 to 34","Nebraska","17**","129,552","13.12**","--","562"
"2014","Suicide","30 to 34","Nevada","26","201,627","12.90","--","865"
"2014","Suicide","30 to 34","New Hampshire","13**","76,600","16.97**","--","420"
"2014","Suicide","30 to 34","New Jersey","11**","569,299","1.93**","--","361"
"2014","Suicide","30 to 34","New Mexico","17**","139,085","12.22**","--","564"
"2014","Suicide","30 to 34","New York","27","1,363,809","1.98","--","888"
"2014","Suicide","30 to 34","North Carolina","48","639,430","7.51","--","1,584"
"2014","Suicide","30 to 34","North Dakota","--","52,016","--","--","--"
"2014","Suicide","30 to 34","Ohio","51","722,184","7.06","--","1,672"
"2014","Suicide","30 to 34","Oklahoma","36","268,624","13.40","--","1,200"
"2014","Suicide","30 to 34","Oregon","28","277,968","10.07","--","917"
"2014","Suicide","30 to 34","Pennsylvania","37","790,678","4.68","--","1,231"
"2014","Suicide","30 to 34","Rhode Island","--","66,423","--","--","--"
"2014","Suicide","30 to 34","South Carolina","32","305,926","10.46","--","1,054"
"2014","Suicide","30 to 34","South Dakota","--","56,322","--","--","--"
"2014","Suicide","30 to 34","Tennessee","40","427,006","9.37","--","1,316"
"2014","Suicide","30 to 34","Texas","131","1,965,761","6.66","--","4,310"
"2014","Suicide","30 to 34","Utah","27","225,210","11.99","--","883"
"2014","Suicide","30 to 34","Vermont","--","36,196","--","--","--"
"2014","Suicide","30 to 34","Virginia","44","579,415","7.59","--","1,462"
"2014","Suicide","30 to 34","Washington","34","509,531","6.67","--","1,126"
"2014","Suicide","30 to 34","West Virginia","13**","110,563","11.76**","--","432"
"2014","Suicide","30 to 34","Wisconsin","21","372,409","5.64","--","691"
"2014","Suicide","30 to 34","Wyoming","--","41,196","--","--","--"
"2014","Suicide","35 to 39","Alabama","41","292,715","14.01","--","1,133"
"2014","Suicide","35 to 39","Alaska","--","46,127","--","--","--"
"2014","Suicide","35 to 39","Arizona","42","415,388","10.11","--","1,179"
"2014","Suicide","35 to 39","Arkansas","22","180,145","12.21","--","622"
"2014","Suicide","35 to 39","California","85","2,549,056","3.34","--","2,374"
"2014","Suicide","35 to 39","Colorado","41","362,707","11.30","--","1,151"
"2014","Suicide","35 to 39","Connecticut","--","207,546","--","--","--"
"2014","Suicide","35 to 39","Delaware","--","53,484","--","--","--"
"2014","Suicide","35 to 39","District of Columbia","--","50,789","--","--","--"
"2014","Suicide","35 to 39","Florida","74","1,162,943","6.36","--","2,070"
"2014","Suicide","35 to 39","Georgia","51","660,023","7.73","--","1,431"
"2014","Suicide","35 to 39","Hawaii","--","88,451","--","--","--"
"2014","Suicide","35 to 39","Idaho","14**","102,169","13.70**","--","394"
"2014","Suicide","35 to 39","Illinois","36","829,090","4.34","--","1,014"
"2014","Suicide","35 to 39","Indiana","30","403,297","7.44","--","847"
"2014","Suicide","35 to 39","Iowa","--","182,926","--","--","--"
"2014","Suicide","35 to 39","Kansas","15**","174,961","8.57**","--","421"
"2014","Suicide","35 to 39","Kentucky","36","274,743","13.10","--","1,006"
"2014","Suicide","35 to 39","Louisiana","31","285,409","10.86","--","862"
"2014","Suicide","35 to 39","Maine","--","72,806","--","--","--"
"2014","Suicide","35 to 39","Maryland","15**","373,118","4.02**","--","420"
"2014","Suicide","35 to 39","Massachusetts","--","405,472","--","--","--"
"2014","Suicide","35 to 39","Michigan","44","567,921","7.75","--","1,242"
"2014","Suicide","35 to 39","Minnesota","19**","336,543","5.65**","--","535"
"2014","Suicide","35 to 39","Mississippi","18**","182,032","9.89**","--","502"
"2014","Suicide","35 to 39","Missouri","41","360,940","11.36","--","1,161"
"2014","Suicide","35 to 39","Montana","--","58,966","--","--","--"
"2014","Suicide","35 to 39","Nebraska","--","114,219","--","--","--"
"2014","Suicide","35 to 39","Nevada","19**","186,235","10.20**","--","537"
"2014","Suicide","35 to 39","New Hampshire","--","73,075","--","--","--"
"2014","Suicide","35 to 39","New Jersey","--","560,602","--","--","--"
"2014","Suicide","35 to 39","New Mexico","14**","122,876","11.39**","--","402"
"2014","Suicide","35 to 39","New York","26","1,226,522","2.12","--","729"
"2014","Suicide","35 to 39","North Carolina","48","625,759","7.67","--","1,354"
"2014","Suicide","35 to 39","North Dakota","--","42,885","--","--","--"
"2014","Suicide","35 to 39","Ohio","59","679,599","8.68","--","1,686"
"2014","Suicide","35 to 39","Oklahoma","34","237,064","14.34","--","950"
"2014","Suicide","35 to 39","Oregon","26","260,197","9.99","--","729"
"2014","Suicide","35 to 39","Pennsylvania","45","724,963","6.21","--","1,276"
"2014","Suicide","35 to 39","South Carolina","35","288,168","12.15","--","977"
"2014","Suicide","35 to 39","South Dakota","--","48,940","--","--","--"
"2014","Suicide","35 to 39","Tennessee","41","405,643","10.11","--","1,148"
"2014","Suicide","35 to 39","Texas","120","1,811,975","6.62","--","3,349"
"2014","Suicide","35 to 39","Utah","21","208,851","10.06","--","586"
"2014","Suicide","35 to 39","Vermont","--","34,114","--","--","--"
"2014","Suicide","35 to 39","Virginia","39","533,632","7.31","--","1,105"
"2014","Suicide","35 to 39","Washington","37","459,983","8.04","--","1,023"
"2014","Suicide","35 to 39","West Virginia","13**","111,137","11.70**","--","368"
"2014","Suicide","35 to 39","Wisconsin","20**","341,558","5.86**","--","560"
"2014","Suicide","35 to 39","Wyoming","--","35,822","--","--","--"
"2014","Suicide","40 to 44","Alabama","45","311,678","14.44","--","1,040"
"2014","Suicide","40 to 44","Alaska","--","45,207","--","--","--"
"2014","Suicide","40 to 44","Arizona","45","420,327","10.71","--","1,050"
"2014","Suicide","40 to 44","Arkansas","25","184,253","13.57","--","591"
"2014","Suicide","40 to 44","California","86","2,584,953","3.33","--","1,965"
"2014","Suicide","40 to 44","Colorado","39","362,446","10.76","--","895"
"2014","Suicide","40 to 44","Connecticut","--","230,303","--","--","--"
"2014","Suicide","40 to 44","Delaware","--","56,784","--","--","--"
"2014","Suicide","40 to 44","District of Columbia","--","41,680","--","--","--"
"2014","Suicide","40 to 44","Florida","108","1,259,682","8.57","--","2,455"
"2014","Suicide","40 to 44","Georgia","69","707,204","9.76","--","1,589"
"2014","Suicide","40 to 44","Hawaii","--","87,537","--","--","--"
"2014","Suicide","40 to 44","Idaho","10**","97,494","10.26**","--","230"
"2014","Suicide","40 to 44","Illinois","40","841,724","4.75","--","917"
"2014","Suicide","40 to 44","Indiana","46","419,519","10.97","--","1,062"
"2014","Suicide","40 to 44","Iowa","12**","180,066","6.66**","--","274"
"2014","Suicide","40 to 44","Kansas","19**","170,033","11.17**","--","424"
"2014","Suicide","40 to 44","Kentucky","40","286,181","13.98","--","926"
"2014","Suicide","40 to 44","Louisiana","24","278,651","8.61","--","554"
"2014","Suicide","40 to 44","Maine","--","83,062","--","--","--"
"2014","Suicide","40 to 44","Maryland","22","391,913","5.61","--","491"
"2014","Suicide","40 to 44","Massachusetts","--","432,494","--","--","--"
"2014","Suicide","40 to 44","Michigan","50","622,864","8.03","--","1,137"
"2014","Suicide","40 to 44","Minnesota","15**","332,364","4.51**","--","351"
"2014","Suicide","40 to 44","Mississippi","20**","186,642","10.72**","--","455"
"2014","Suicide","40 to 44","Missouri","37","368,881","10.03","--","864"
"2014","Suicide","40 to 44","Montana","15**","57,005","26.31**","--","343"
"2014","Suicide","40 to 44","Nebraska","10**","110,499","9.05**","--","227"
"2014","Suicide","40 to 44","Nevada","20**","193,144","10.36**","--","458"
"2014","Suicide","40 to 44","New Hampshire","--","86,005","--","--","--"
"2014","Suicide","40 to 44","New Jersey","15**","600,128","2.50**","--","335"
"2014","Suicide","40 to 44","New Mexico","11**","121,477","9.06**","--","248"
"2014","Suicide","40 to 44","New York","32","1,254,211","2.55","--","721"
"2014","Suicide","40 to 44","North Carolina","73","678,464","10.76","--","1,673"
"2014","Suicide","40 to 44","North Dakota","--","39,415","--","--","--"
"2014","Suicide","40 to 44","Ohio","47","726,416","6.47","--","1,041"
"2014","Suicide","40 to 44","Oklahoma","30","234,485","12.79","--","683"
"2014","Suicide","40 to 44","Oregon","24","256,249","9.37","--","553"
"2014","Suicide","40 to 44","Pennsylvania","56","785,628","7.13","--","1,264"
"2014","Suicide","40 to 44","Rhode Island","--","65,224","--","--","--"
"2014","Suicide","40 to 44","South Carolina","30","306,716","9.78","--","668"
"2014","Suicide","40 to 44","South Dakota","--","46,683","--","--","--"
"2014","Suicide","40 to 44","Tennessee","57","433,252","13.16","--","1,296"
"2014","Suicide","40 to 44","Texas","129","1,821,018","7.08","--","2,974"
"2014","Suicide","40 to 44","Utah","21","175,107","11.99","--","482"
"2014","Suicide","40 to 44","Vermont","--","37,406","--","--","--"
"2014","Suicide","40 to 44","Virginia","38","556,725","6.83","--","885"
"2014","Suicide","40 to 44","Washington","40","460,122","8.69","--","919"
"2014","Suicide","40 to 44","West Virginia","10**","118,219","8.46**","--","229"
"2014","Suicide","40 to 44","Wisconsin","29","348,161","8.33","--","669"
"2014","Suicide","40 to 44","Wyoming","--","33,923","--","--","--"
"2014","Suicide","45 to 49","Alabama","40","311,791","12.83","--","719"
"2014","Suicide","45 to 49","Alaska","--","45,894","--","--","--"
"2014","Suicide","45 to 49","Arizona","54","406,033","13.30","--","967"
"2014","Suicide","45 to 49","Arkansas","22","182,432","12.06","--","390"
"2014","Suicide","45 to 49","California","123","2,555,287","4.81","--","2,179"
"2014","Suicide","45 to 49","Colorado","40","343,777","11.64","--","722"
"2014","Suicide","45 to 49","Connecticut","12**","261,479","4.59**","--","210"
"2014","Suicide","45 to 49","Delaware","--","61,447","--","--","--"
"2014","Suicide","45 to 49","District of Columbia","--","37,778","--","--","--"
"2014","Suicide","45 to 49","Florida","123","1,305,152","9.42","--","2,188"
"2014","Suicide","45 to 49","Georgia","88","691,486","12.73","--","1,594"
"2014","Suicide","45 to 49","Hawaii","--","87,737","--","--","--"
"2014","Suicide","45 to 49","Idaho","12**","94,464","12.70**","--","218"
"2014","Suicide","45 to 49","Illinois","39","846,914","4.61","--","694"
"2014","Suicide","45 to 49","Indiana","43","421,290","10.21","--","769"
"2014","Suicide","45 to 49","Iowa","18**","187,812","9.58**","--","335"
"2014","Suicide","45 to 49","Kansas","21","170,409","12.32","--","378"
"2014","Suicide","45 to 49","Kentucky","46","290,963","15.81","--","810"
"2014","Suicide","45 to 49","Louisiana","35","288,812","12.12","--","617"
"2014","Suicide","45 to 49","Maine","--","92,311","--","--","--"
"2014","Suicide","45 to 49","Maryland","14**","422,161","3.32**","--","248"
"2014","Suicide","45 to 49","Massachusetts","--","475,498","--","--","--"
"2014","Suicide","45 to 49","Michigan","55","657,663","8.36","--","974"
"2014","Suicide","45 to 49","Minnesota","26","352,210","7.38","--","465"
"2014","Suicide","45 to 49","Mississippi","25","184,860","13.52","--","450"
"2014","Suicide","45 to 49","Missouri","49","378,134","12.96","--","866"
"2014","Suicide","45 to 49","Montana","10**","58,729","17.03**","--","178"
"2014","Suicide","45 to 49","Nebraska","--","110,196","--","--","--"
"2014","Suicide","45 to 49","Nevada","17**","188,332","9.03**","--","299"
"2014","Suicide","45 to 49","New Hampshire","--","98,150","--","--","--"
"2014","Suicide","45 to 49","New Jersey","18**","643,100","2.80**","--","330"
"2014","Suicide","45 to 49","New Mexico","20**","122,548","16.32**","--","366"
"2014","Suicide","45 to 49","New York","51","1,337,913","3.81","--","913"
"2014","Suicide","45 to 49","North Carolina","63","669,526","9.41","--","1,129"
"2014","Suicide","45 to 49","North Dakota","--","40,469","--","--","--"
"2014","Suicide","45 to 49","Ohio","56","754,478","7.42","--","1,000"
"2014","Suicide","45 to 49","Oklahoma","35","227,618","15.38","--","622"
"2014","Suicide","45 to 49","Oregon","34","245,390","13.86","--","606"
"2014","Suicide","45 to 49","Pennsylvania","86","853,893","10.07","--","1,535"
"2014","Suicide","45 to 49","Rhode Island","--","73,077","--","--","--"
"2014","Suicide","45 to 49","South Carolina","40","310,605","12.88","--","722"
"2014","Suicide","45 to 49","South Dakota","--","48,436","--","--","--"
"2014","Suicide","45 to 49","Tennessee","63","431,648","14.60","--","1,137"
"2014","Suicide","45 to 49","Texas","154","1,702,757","9.04","--","2,736"
"2014","Suicide","45 to 49","Utah","22","150,380","14.63","--","407"
"2014","Suicide","45 to 49","Vermont","--","42,001","--","--","--"
"2014","Suicide","45 to 49","Virginia","49","570,169","8.59","--","884"
"2014","Suicide","45 to 49","Washington","45","454,592","9.90","--","818"
"2014","Suicide","45 to 49","West Virginia","23","119,439","19.26","--","424"
"2014","Suicide","45 to 49","Wisconsin","28","380,041","7.37","--","495"
"2014","Suicide","45 to 49","Wyoming","--","32,696","--","--","--"
"2014","Suicide","50 to 54","Alabama","56","344,722","16.25","--","705"
"2014","Suicide","50 to 54","Alaska","11**","53,141","20.70**","--","143"
"2014","Suicide","50 to 54","Arizona","63","431,088","14.61","--","800"
"2014","Suicide","50 to 54","Arkansas","32","202,980","15.77","--","410"
"2014","Suicide","50 to 54","California","154","2,636,625","5.84","--","2,006"
"2014","Suicide","50 to 54","Colorado","44","372,402","11.82","--","585"
"2014","Suicide","50 to 54","Connecticut","21","284,571","7.38","--","273"
"2014","Suicide","50 to 54","Delaware","--","67,912","--","--","--"
