"Year","Intent","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Unintentional","Alabama","25","5,074,296","0.49","0.51","833"
"2022","Unintentional","Alaska","--","733,583","--","--","--"
"2022","Unintentional","Arizona","13**","7,359,197","0.18**","0.18**","435"
"2022","Unintentional","Arkansas","14**","3,045,637","0.46**","0.45**","386"
"2022","Unintentional","California","20**","39,029,342","0.05**","0.05**","471"
"2022","Unintentional","Colorado","11**","5,839,926","0.19**","0.19**","382"
"2022","Unintentional","Connecticut","--","3,626,205","--","--","--"
"2022","Unintentional","Florida","19**","22,244,823","0.09**","0.09**","612"
"2022","Unintentional","Georgia","32","10,912,876","0.29","0.30","1,264"
"2022","Unintentional","Hawaii","--","1,440,196","--","--","--"
"2022","Unintentional","Idaho","--","1,939,033","--","--","--"
"2022","Unintentional","Illinois","--","12,582,032","--","--","--"
"2022","Unintentional","Indiana","21","6,833,037","0.31","0.32","725"
"2022","Unintentional","Iowa","--","3,200,517","--","--","--"
"2022","Unintentional","Kansas","--","2,937,150","--","--","--"
"2022","Unintentional","Kentucky","11**","4,512,310","0.24**","0.27**","317"
"2022","Unintentional","Louisiana","23","4,590,241","0.50","0.52","898"
"2022","Unintentional","Maine","--","1,385,340","--","--","--"
"2022","Unintentional","Maryland","--","6,164,660","--","--","--"
"2022","Unintentional","Massachusetts","--","6,981,974","--","--","--"
"2022","Unintentional","Michigan","10**","10,034,113","0.10**","0.09**","140"
"2022","Unintentional","Minnesota","--","5,717,184","--","--","--"
"2022","Unintentional","Mississippi","13**","2,940,057","0.44**","0.45**","397"
"2022","Unintentional","Missouri","20**","6,177,957","0.32**","0.33**","739"
"2022","Unintentional","Montana","--","1,122,867","--","--","--"
"2022","Unintentional","Nebraska","--","1,967,923","--","--","--"
"2022","Unintentional","Nevada","--","3,177,772","--","--","--"
"2022","Unintentional","New Hampshire","--","1,395,231","--","--","--"
"2022","Unintentional","New Jersey","--","9,261,699","--","--","--"
"2022","Unintentional","New Mexico","--","2,113,344","--","--","--"
"2022","Unintentional","New York","--","19,677,151","--","--","--"
"2022","Unintentional","North Carolina","20**","10,698,973","0.19**","0.21**","928"
"2022","Unintentional","North Dakota","--","779,261","--","--","--"
"2022","Unintentional","Ohio","14**","11,756,058","0.12**","0.14**","491"
"2022","Unintentional","Oklahoma","--","4,019,800","--","--","--"
"2022","Unintentional","Oregon","--","4,240,137","--","--","--"
"2022","Unintentional","Pennsylvania","13**","12,972,008","0.10**","0.11**","474"
"2022","Unintentional","South Carolina","14**","5,282,634","0.27**","0.28**","430"
"2022","Unintentional","South Dakota","--","909,824","--","--","--"
"2022","Unintentional","Tennessee","13**","7,051,339","0.18**","0.18**","409"
"2022","Unintentional","Texas","45","30,029,572","0.15","0.15","1,534"
"2022","Unintentional","Utah","--","3,380,800","--","--","--"
"2022","Unintentional","Vermont","0**","647,064","0.00**","0.00**","--"
"2022","Unintentional","Virginia","11**","8,683,619","0.13**","0.13**","312"
"2022","Unintentional","Washington","--","7,785,786","--","--","--"
"2022","Unintentional","West Virginia","--","1,775,156","--","--","--"
"2022","Unintentional","Wisconsin","--","5,892,539","--","--","--"
"2022","Unintentional","Wyoming","--","581,381","--","--","--"
"2022","Homicide","Alabama","624","5,074,296","12.30","13.15","20,311"
"2022","Homicide","Alaska","41","733,583","5.59","5.52","1,362"
"2022","Homicide","Arizona","490","7,359,197","6.66","7.04","15,074"
"2022","Homicide","Arkansas","290","3,045,637","9.52","9.92","9,008"
"2022","Homicide","California","1,676","39,029,342","4.29","4.35","52,028"
"2022","Homicide","Colorado","304","5,839,926","5.21","5.24","9,951"
"2022","Homicide","Connecticut","114","3,626,205","3.14","3.36","3,888"
"2022","Homicide","Delaware","48","1,018,396","4.71","5.25","1,613"
"2022","Homicide","District of Columbia","141","671,803","20.99","19.77","4,612"
"2022","Homicide","Florida","1,170","22,244,823","5.26","5.84","37,181"
"2022","Homicide","Georgia","1,033","10,912,876","9.47","9.61","33,985"
"2022","Homicide","Hawaii","18**","1,440,196","1.25**","1.38**","608"
"2022","Homicide","Idaho","38","1,939,033","1.96","2.11","1,052"
"2022","Homicide","Illinois","1,091","12,582,032","8.67","9.15","37,252"
"2022","Homicide","Indiana","468","6,833,037","6.85","7.13","15,253"
"2022","Homicide","Iowa","65","3,200,517","2.03","2.13","2,145"
"2022","Homicide","Kansas","127","2,937,150","4.32","4.58","3,860"
"2022","Homicide","Kentucky","283","4,512,310","6.27","6.81","8,750"
"2022","Homicide","Louisiana","740","4,590,241","16.12","17.12","25,025"
"2022","Homicide","Maine","19**","1,385,340","1.37**","1.58**","579"
"2022","Homicide","Maryland","539","6,164,660","8.74","9.38","18,069"
"2022","Homicide","Massachusetts","106","6,981,974","1.52","1.57","3,534"
"2022","Homicide","Michigan","640","10,034,113","6.38","6.88","20,409"
"2022","Homicide","Minnesota","143","5,717,184","2.50","2.66","4,738"
"2022","Homicide","Mississippi","511","2,940,057","17.38","18.49","16,423"
"2022","Homicide","Missouri","629","6,177,957","10.18","10.83","20,140"
"2022","Homicide","Montana","39","1,122,867","3.47","3.76","1,084"
"2022","Homicide","Nebraska","48","1,967,923","2.44","2.48","1,498"
"2022","Homicide","Nevada","180","3,177,772","5.66","5.83","5,428"
"2022","Homicide","New Hampshire","18**","1,395,231","1.29**","1.30**","468"
"2022","Homicide","New Jersey","235","9,261,699","2.54","2.74","7,739"
"2022","Homicide","New Mexico","218","2,113,344","10.32","11.25","6,547"
"2022","Homicide","New York","528","19,677,151","2.68","2.87","16,898"
"2022","Homicide","North Carolina","781","10,698,973","7.30","7.60","25,553"
"2022","Homicide","North Dakota","17**","779,261","2.18**","2.14**","484"
"2022","Homicide","Ohio","738","11,756,058","6.28","6.80","24,561"
"2022","Homicide","Oklahoma","240","4,019,800","5.97","6.39","7,227"
"2022","Homicide","Oregon","155","4,240,137","3.66","3.76","4,278"
"2022","Homicide","Pennsylvania","834","12,972,008","6.43","6.98","27,652"
"2022","Homicide","Rhode Island","14**","1,093,734","1.28**","1.36**","456"
"2022","Homicide","South Carolina","494","5,282,634","9.35","9.95","16,351"
"2022","Homicide","South Dakota","27","909,824","2.97","3.22","936"
"2022","Homicide","Tennessee","609","7,051,339","8.64","9.15","19,973"
"2022","Homicide","Texas","1,826","30,029,572","6.08","6.06","59,774"
"2022","Homicide","Utah","48","3,380,800","1.42","1.41","1,533"
"2022","Homicide","Vermont","13**","647,064","2.01**","2.38**","357"
"2022","Homicide","Virginia","556","8,683,619","6.40","6.66","18,320"
"2022","Homicide","Washington","313","7,785,786","4.02","4.06","8,888"
"2022","Homicide","West Virginia","81","1,775,156","4.56","5.05","2,123"
"2022","Homicide","Wisconsin","277","5,892,539","4.70","5.12","8,823"
"2022","Homicide","Wyoming","14**","581,381","2.41**","2.59**","432"
"2022","Legal Intervention","Alabama","--","5,074,296","--","--","--"
"2022","Legal Intervention","Alaska","--","733,583","--","--","--"
"2022","Legal Intervention","Arizona","34","7,359,197","0.46","0.48","944"
"2022","Legal Intervention","Arkansas","--","3,045,637","--","--","--"
"2022","Legal Intervention","California","85","39,029,342","0.22","0.22","2,426"
"2022","Legal Intervention","Colorado","24","5,839,926","0.41","0.38","663"
"2022","Legal Intervention","Connecticut","--","3,626,205","--","--","--"
"2022","Legal Intervention","Delaware","--","1,018,396","--","--","--"
"2022","Legal Intervention","District of Columbia","--","671,803","--","--","--"
"2022","Legal Intervention","Florida","30","22,244,823","0.14","0.14","746"
"2022","Legal Intervention","Georgia","26","10,912,876","0.24","0.23","754"
"2022","Legal Intervention","Hawaii","--","1,440,196","--","--","--"
"2022","Legal Intervention","Idaho","--","1,939,033","--","--","--"
"2022","Legal Intervention","Illinois","15**","12,582,032","0.12**","0.13**","353"
"2022","Legal Intervention","Indiana","14**","6,833,037","0.21**","0.24**","390"
"2022","Legal Intervention","Iowa","--","3,200,517","--","--","--"
"2022","Legal Intervention","Kansas","--","2,937,150","--","--","--"
"2022","Legal Intervention","Kentucky","13**","4,512,310","0.29**","0.31**","299"
"2022","Legal Intervention","Louisiana","--","4,590,241","--","--","--"
"2022","Legal Intervention","Maine","--","1,385,340","--","--","--"
"2022","Legal Intervention","Maryland","--","6,164,660","--","--","--"
"2022","Legal Intervention","Massachusetts","--","6,981,974","--","--","--"
"2022","Legal Intervention","Michigan","--","10,034,113","--","--","--"
"2022","Legal Intervention","Minnesota","--","5,717,184","--","--","--"
"2022","Legal Intervention","Mississippi","--","2,940,057","--","--","--"
"2022","Legal Intervention","Missouri","15**","6,177,957","0.24**","0.27**","400"
"2022","Legal Intervention","Montana","--","1,122,867","--","--","--"
"2022","Legal Intervention","Nebraska","--","1,967,923","--","--","--"
"2022","Legal Intervention","Nevada","--","3,177,772","--","--","--"
"2022","Legal Intervention","New Hampshire","--","1,395,231","--","--","--"
"2022","Legal Intervention","New Jersey","--","9,261,699","--","--","--"
"2022","Legal Intervention","New Mexico","29","2,113,344","1.37","1.46","735"
"2022","Legal Intervention","New York","13**","19,677,151","0.07**","0.07**","425"
"2022","Legal Intervention","North Carolina","30","10,698,973","0.28","0.29","886"
"2022","Legal Intervention","North Dakota","--","779,261","--","--","--"
"2022","Legal Intervention","Ohio","24","11,756,058","0.20","0.23","573"
"2022","Legal Intervention","Oregon","21","4,240,137","0.50","0.52","549"
"2022","Legal Intervention","Pennsylvania","16**","12,972,008","0.12**","0.13**","455"
"2022","Legal Intervention","South Carolina","12**","5,282,634","0.23**","0.22**","244"
"2022","Legal Intervention","South Dakota","--","909,824","--","--","--"
"2022","Legal Intervention","Tennessee","--","7,051,339","--","--","--"
"2022","Legal Intervention","Texas","74","30,029,572","0.25","0.25","1,999"
"2022","Legal Intervention","Utah","--","3,380,800","--","--","--"
"2022","Legal Intervention","Vermont","--","647,064","--","--","--"
"2022","Legal Intervention","Virginia","--","8,683,619","--","--","--"
"2022","Legal Intervention","Washington","26","7,785,786","0.33","0.34","773"
"2022","Legal Intervention","West Virginia","--","1,775,156","--","--","--"
"2022","Legal Intervention","Wisconsin","--","5,892,539","--","--","--"
"2022","Legal Intervention","Wyoming","--","581,381","--","--","--"
"2022","Suicide","Alabama","614","5,074,296","12.10","11.50","10,657"
"2022","Suicide","Alaska","114","733,583","15.54","15.56","2,744"
"2022","Suicide","Arizona","982","7,359,197","13.34","12.20","16,301"
"2022","Suicide","Arkansas","341","3,045,637","11.20","10.85","6,406"
"2022","Suicide","California","1,689","39,029,342","4.33","3.96","25,839"
"2022","Suicide","Colorado","691","5,839,926","11.83","11.10","14,028"
"2022","Suicide","Connecticut","132","3,626,205","3.64","3.42","2,141"
"2022","Suicide","Delaware","74","1,018,396","7.27","6.42","1,081"
"2022","Suicide","District of Columbia","12**","671,803","1.79**","1.68**","254"
"2022","Suicide","Florida","1,988","22,244,823","8.94","7.74","29,188"
"2022","Suicide","Georgia","1,050","10,912,876","9.62","9.28","21,080"
"2022","Suicide","Hawaii","45","1,440,196","3.13","2.89","670"
"2022","Suicide","Idaho","285","1,939,033","14.70","14.10","5,352"
"2022","Suicide","Illinois","676","12,582,032","5.37","4.98","11,897"
"2022","Suicide","Indiana","692","6,833,037","10.13","9.45","12,169"
"2022","Suicide","Iowa","288","3,200,517","9.00","8.51","5,086"
"2022","Suicide","Kansas","349","2,937,150","11.88","11.66","7,447"
"2022","Suicide","Kentucky","527","4,512,310","11.68","11.29","9,977"
"2022","Suicide","Louisiana","488","4,590,241","10.63","10.19","9,268"
"2022","Suicide","Maine","156","1,385,340","11.26","9.76","2,279"
"2022","Suicide","Maryland","269","6,164,660","4.36","4.01","4,734"
"2022","Suicide","Massachusetts","149","6,981,974","2.13","1.97","2,972"
"2022","Suicide","Michigan","842","10,034,113","8.39","7.89","14,793"
"2022","Suicide","Minnesota","402","5,717,184","7.03","6.68","7,284"
"2022","Suicide","Mississippi","300","2,940,057","10.20","9.88","5,443"
"2022","Suicide","Missouri","806","6,177,957","13.05","12.37","14,416"
"2022","Suicide","Montana","221","1,122,867","19.68","18.96","4,287"
"2022","Suicide","Nebraska","185","1,967,923","9.40","9.17","3,762"
"2022","Suicide","Nevada","422","3,177,772","13.28","12.51","7,264"
"2022","Suicide","New Hampshire","134","1,395,231","9.60","8.45","2,227"
"2022","Suicide","New Jersey","229","9,261,699","2.47","2.21","3,457"
"2022","Suicide","New Mexico","306","2,113,344","14.48","13.74","5,836"
"2022","Suicide","New York","492","19,677,151","2.50","2.28","7,986"
"2022","Suicide","North Carolina","992","10,698,973","9.27","8.59","17,745"
"2022","Suicide","North Dakota","104","779,261","13.35","13.63","2,187"
"2022","Suicide","Ohio","1,046","11,756,058","8.90","8.41","19,638"
"2022","Suicide","Oklahoma","539","4,019,800","13.41","12.98","9,873"
"2022","Suicide","Oregon","477","4,240,137","11.25","10.07","7,585"
"2022","Suicide","Pennsylvania","1,060","12,972,008","8.17","7.38","17,254"
"2022","Suicide","Rhode Island","23","1,093,734","2.10","1.79","315"
"2022","Suicide","South Carolina","570","5,282,634","10.79","10.04","9,744"
"2022","Suicide","South Dakota","99","909,824","10.88","10.72","2,281"
"2022","Suicide","Tennessee","833","7,051,339","11.81","10.80","14,262"
"2022","Suicide","Texas","2,644","30,029,572","8.81","8.67","54,873"
"2022","Suicide","Utah","382","3,380,800","11.30","11.77","8,001"
"2022","Suicide","Vermont","69","647,064","10.66","9.23","1,018"
"2022","Suicide","Virginia","723","8,683,619","8.33","7.74","13,739"
"2022","Suicide","Washington","665","7,785,786","8.54","7.75","10,886"
"2022","Suicide","West Virginia","223","1,775,156","12.56","10.83","3,215"
"2022","Suicide","Wisconsin","529","5,892,539","8.98","8.44","9,933"
"2022","Suicide","Wyoming","104","581,381","17.89","16.57","2,088"
"2022","Undetermined","Alabama","10**","5,074,296","0.20**","0.21**","395"
"2022","Undetermined","Alaska","--","733,583","--","--","--"
"2022","Undetermined","Arizona","16**","7,359,197","0.22**","0.22**","536"
"2022","Undetermined","Arkansas","14**","3,045,637","0.46**","0.47**","260"
"2022","Undetermined","California","14**","39,029,342","0.04**","0.04**","361"
"2022","Undetermined","Colorado","--","5,839,926","--","--","--"
"2022","Undetermined","Connecticut","--","3,626,205","--","--","--"
"2022","Undetermined","Florida","25","22,244,823","0.11","0.12","761"
"2022","Undetermined","Georgia","22","10,912,876","0.20","0.21","636"
"2022","Undetermined","Hawaii","0**","1,440,196","0.00**","0.00**","--"
"2022","Undetermined","Idaho","--","1,939,033","--","--","--"
"2022","Undetermined","Illinois","10**","12,582,032","0.08**","0.09**","351"
"2022","Undetermined","Indiana","16**","6,833,037","0.23**","0.23**","404"
"2022","Undetermined","Iowa","--","3,200,517","--","--","--"
"2022","Undetermined","Kansas","--","2,937,150","--","--","--"
"2022","Undetermined","Kentucky","--","4,512,310","--","--","--"
"2022","Undetermined","Louisiana","--","4,590,241","--","--","--"
"2022","Undetermined","Maryland","--","6,164,660","--","--","--"
"2022","Undetermined","Massachusetts","--","6,981,974","--","--","--"
"2022","Undetermined","Michigan","--","10,034,113","--","--","--"
"2022","Undetermined","Minnesota","--","5,717,184","--","--","--"
"2022","Undetermined","Mississippi","17**","2,940,057","0.58**","0.58**","542"
"2022","Undetermined","Missouri","19**","6,177,957","0.31**","0.33**","563"
"2022","Undetermined","Montana","--","1,122,867","--","--","--"
"2022","Undetermined","Nebraska","--","1,967,923","--","--","--"
"2022","Undetermined","Nevada","--","3,177,772","--","--","--"
"2022","Undetermined","New Mexico","11**","2,113,344","0.52**","0.56**","393"
"2022","Undetermined","New York","--","19,677,151","--","--","--"
"2022","Undetermined","North Carolina","--","10,698,973","--","--","--"
"2022","Undetermined","Ohio","--","11,756,058","--","--","--"
"2022","Undetermined","Oklahoma","10**","4,019,800","0.25**","0.25**","339"
"2022","Undetermined","Pennsylvania","18**","12,972,008","0.14**","0.13**","313"
"2022","Undetermined","Rhode Island","0**","1,093,734","0.00**","0.00**","--"
"2022","Undetermined","South Carolina","15**","5,282,634","0.28**","0.32**","467"
"2022","Undetermined","South Dakota","--","909,824","--","--","--"
"2022","Undetermined","Tennessee","17**","7,051,339","0.24**","0.25**","534"
"2022","Undetermined","Texas","41","30,029,572","0.14","0.13","1,493"
"2022","Undetermined","Utah","--","3,380,800","--","--","--"
"2022","Undetermined","Vermont","--","647,064","--","--","--"
"2022","Undetermined","Virginia","17**","8,683,619","0.20**","0.20**","543"
"2022","Undetermined","Washington","14**","7,785,786","0.18**","0.17**","350"
"2022","Undetermined","West Virginia","--","1,775,156","--","--","--"
"2022","Undetermined","Wisconsin","13**","5,892,539","0.22**","0.24**","456"
"2022","Undetermined","Wyoming","0**","581,381","0.00**","0.00**","--"
"2021","Unintentional","Alabama","19**","5,049,846","0.38**","0.39**","552"
"2021","Unintentional","Alaska","--","734,182","--","--","--"
"2021","Unintentional","Arizona","--","7,264,877","--","--","--"
"2021","Unintentional","Arkansas","11**","3,028,122","0.36**","0.40**","392"
"2021","Unintentional","California","32","39,142,991","0.08","0.08","831"
"2021","Unintentional","Colorado","--","5,811,297","--","--","--"
"2021","Unintentional","Connecticut","--","3,623,355","--","--","--"
"2021","Unintentional","Florida","18**","21,828,069","0.08**","0.09**","595"
"2021","Unintentional","Georgia","25","10,788,029","0.23","0.24","936"
"2021","Unintentional","Hawaii","--","1,447,154","--","--","--"
"2021","Unintentional","Idaho","--","1,904,314","--","--","--"
"2021","Unintentional","Illinois","15**","12,686,469","0.12**","0.12**","529"
"2021","Unintentional","Indiana","15**","6,813,532","0.22**","0.23**","545"
"2021","Unintentional","Iowa","--","3,197,689","--","--","--"
"2021","Unintentional","Kansas","10**","2,937,922","0.34**","0.34**","296"
"2021","Unintentional","Kentucky","25","4,506,589","0.56","0.58","760"
"2021","Unintentional","Louisiana","27","4,627,098","0.58","0.61","1,112"
"2021","Unintentional","Maine","--","1,377,238","--","--","--"
"2021","Unintentional","Michigan","--","10,037,504","--","--","--"
"2021","Unintentional","Minnesota","--","5,711,471","--","--","--"
"2021","Unintentional","Mississippi","21","2,949,586","0.71","0.73","773"
"2021","Unintentional","Missouri","24","6,169,823","0.39","0.42","774"
"2021","Unintentional","Montana","--","1,106,227","--","--","--"
"2021","Unintentional","Nebraska","--","1,963,554","--","--","--"
"2021","Unintentional","Nevada","--","3,146,402","--","--","--"
"2021","Unintentional","New Hampshire","--","1,387,505","--","--","--"
"2021","Unintentional","New Mexico","--","2,116,677","--","--","--"
"2021","Unintentional","New York","--","19,857,492","--","--","--"
"2021","Unintentional","North Carolina","46","10,565,885","0.44","0.42","1,304"
"2021","Unintentional","North Dakota","--","777,934","--","--","--"
"2021","Unintentional","Ohio","21","11,764,342","0.18","0.20","772"
"2021","Unintentional","Oklahoma","11**","3,991,225","0.28**","0.28**","386"
"2021","Unintentional","Oregon","--","4,256,301","--","--","--"
"2021","Unintentional","Pennsylvania","25","13,012,059","0.19","0.20","689"
"2021","Unintentional","South Carolina","21","5,193,266","0.40","0.39","640"
"2021","Unintentional","Tennessee","11**","6,968,351","0.16**","0.18**","373"
"2021","Unintentional","Texas","53","29,558,864","0.18","0.17","1,494"
"2021","Unintentional","Utah","--","3,339,113","--","--","--"
"2021","Unintentional","Vermont","0**","646,972","0.00**","0.00**","--"
"2021","Unintentional","Virginia","12**","8,657,365","0.14**","0.15**","428"
"2021","Unintentional","Washington","--","7,740,745","--","--","--"
"2021","Unintentional","West Virginia","--","1,785,526","--","--","--"
"2021","Unintentional","Wisconsin","--","5,880,101","--","--","--"
"2021","Unintentional","Wyoming","--","579,483","--","--","--"
"2021","Homicide","Alabama","650","5,049,846","12.87","13.67","21,110"
"2021","Homicide","Alaska","31","734,182","4.22","4.15","952"
"2021","Homicide","Arizona","430","7,264,877","5.92","6.24","13,758"
"2021","Homicide","Arkansas","281","3,028,122","9.28","9.75","8,970"
"2021","Homicide","California","1,861","39,142,991","4.75","4.80","59,637"
"2021","Homicide","Colorado","276","5,811,297","4.75","4.75","8,396"
"2021","Homicide","Connecticut","116","3,623,355","3.20","3.42","4,006"
"2021","Homicide","Delaware","80","1,004,807","7.96","8.96","2,784"
"2021","Homicide","District of Columbia","169","668,791","25.27","21.90","5,553"
"2021","Homicide","Florida","1,150","21,828,069","5.27","5.83","37,220"
"2021","Homicide","Georgia","1,021","10,788,029","9.46","9.60","33,148"
"2021","Homicide","Hawaii","23","1,447,154","1.59","1.57","535"
"2021","Homicide","Idaho","28","1,904,314","1.47","1.57","674"
"2021","Homicide","Illinois","1,292","12,686,469","10.18","10.62","44,518"
"2021","Homicide","Indiana","517","6,813,532","7.59","7.92","16,951"
"2021","Homicide","Iowa","64","3,197,689","2.00","2.21","2,000"
"2021","Homicide","Kansas","145","2,937,922","4.94","5.25","4,767"
"2021","Homicide","Kentucky","364","4,506,589","8.08","8.50","11,469"
"2021","Homicide","Louisiana","804","4,627,098","17.38","18.24","27,638"
"2021","Homicide","Maine","12**","1,377,238","0.87**","0.99**","325"
"2021","Homicide","Maryland","592","6,174,610","9.59","10.25","19,384"
"2021","Homicide","Massachusetts","99","6,989,690","1.42","1.43","3,259"
"2021","Homicide","Michigan","701","10,037,504","6.98","7.45","22,466"
"2021","Homicide","Minnesota","164","5,711,471","2.87","3.10","5,451"
"2021","Homicide","Mississippi","583","2,949,586","19.77","21.01","18,879"
"2021","Homicide","Missouri","609","6,169,823","9.87","10.60","19,554"
"2021","Homicide","Montana","30","1,106,227","2.71","2.91","903"
"2021","Homicide","Nebraska","46","1,963,554","2.34","2.42","1,557"
"2021","Homicide","Nevada","199","3,146,402","6.33","6.36","5,844"
"2021","Homicide","New Hampshire","--","1,387,505","--","--","--"
"2021","Homicide","New Jersey","276","9,267,961","2.98","3.24","9,339"
"2021","Homicide","New Mexico","230","2,116,677","10.87","11.60","6,998"
"2021","Homicide","New York","613","19,857,492","3.09","3.23","20,695"
"2021","Homicide","North Carolina","850","10,565,885","8.05","8.32","27,483"
"2021","Homicide","North Dakota","20**","777,934","2.57**","2.83**","503"
"2021","Homicide","Ohio","872","11,764,342","7.41","8.02","29,144"
"2021","Homicide","Oklahoma","257","3,991,225","6.44","6.76","7,965"
"2021","Homicide","Oregon","146","4,256,301","3.43","3.58","4,391"
"2021","Homicide","Pennsylvania","861","13,012,059","6.62","7.15","29,358"
"2021","Homicide","Rhode Island","27","1,096,985","2.46","2.45","934"
"2021","Homicide","South Carolina","558","5,193,266","10.75","11.55","18,553"
"2021","Homicide","South Dakota","25","896,164","2.79","2.79","763"
"2021","Homicide","Tennessee","714","6,968,351","10.25","10.85","22,849"
"2021","Homicide","Texas","1,942","29,558,864","6.57","6.56","62,962"
"2021","Homicide","Utah","70","3,339,113","2.10","2.06","2,219"
"2021","Homicide","Vermont","--","646,972","--","--","--"
"2021","Homicide","Virginia","505","8,657,365","5.83","6.05","16,310"
"2021","Homicide","Washington","254","7,740,745","3.28","3.36","7,864"
"2021","Homicide","West Virginia","86","1,785,526","4.82","5.34","2,350"
"2021","Homicide","Wisconsin","290","5,880,101","4.93","5.36","9,911"
"2021","Homicide","Wyoming","10**","579,483","1.73**","1.82**","258"
"2021","Legal Intervention","Alabama","11**","5,049,846","0.22**","0.24**","326"
"2021","Legal Intervention","Alaska","--","734,182","--","--","--"
"2021","Legal Intervention","Arizona","26","7,264,877","0.36","0.37","773"
"2021","Legal Intervention","Arkansas","--","3,028,122","--","--","--"
"2021","Legal Intervention","California","89","39,142,991","0.23","0.23","2,624"
"2021","Legal Intervention","Colorado","29","5,811,297","0.50","0.49","870"
"2021","Legal Intervention","Connecticut","--","3,623,355","--","--","--"
"2021","Legal Intervention","Delaware","--","1,004,807","--","--","--"
"2021","Legal Intervention","District of Columbia","--","668,791","--","--","--"
"2021","Legal Intervention","Florida","25","21,828,069","0.12","0.13","637"
"2021","Legal Intervention","Georgia","22","10,788,029","0.20","0.23","643"
"2021","Legal Intervention","Hawaii","--","1,447,154","--","--","--"
"2021","Legal Intervention","Idaho","11**","1,904,314","0.58**","0.63**","251"
"2021","Legal Intervention","Illinois","18**","12,686,469","0.14**","0.14**","547"
"2021","Legal Intervention","Indiana","10**","6,813,532","0.15**","0.14**","234"
"2021","Legal Intervention","Iowa","--","3,197,689","--","--","--"
"2021","Legal Intervention","Kansas","--","2,937,922","--","--","--"
"2021","Legal Intervention","Kentucky","--","4,506,589","--","--","--"
"2021","Legal Intervention","Louisiana","--","4,627,098","--","--","--"
"2021","Legal Intervention","Maine","--","1,377,238","--","--","--"
"2021","Legal Intervention","Maryland","--","6,174,610","--","--","--"
"2021","Legal Intervention","Massachusetts","--","6,989,690","--","--","--"
"2021","Legal Intervention","Michigan","--","10,037,504","--","--","--"
"2021","Legal Intervention","Minnesota","10**","5,711,471","0.18**","0.20**","298"
"2021","Legal Intervention","Mississippi","--","2,949,586","--","--","--"
"2021","Legal Intervention","Missouri","15**","6,169,823","0.24**","0.27**","408"
"2021","Legal Intervention","Montana","--","1,106,227","--","--","--"
"2021","Legal Intervention","Nebraska","--","1,963,554","--","--","--"
"2021","Legal Intervention","Nevada","--","3,146,402","--","--","--"
"2021","Legal Intervention","New Hampshire","--","1,387,505","--","--","--"
"2021","Legal Intervention","New Jersey","--","9,267,961","--","--","--"
"2021","Legal Intervention","New Mexico","26","2,116,677","1.23","1.39","755"
"2021","Legal Intervention","New York","15**","19,857,492","0.08**","0.07**","426"
"2021","Legal Intervention","North Carolina","15**","10,565,885","0.14**","0.15**","323"
"2021","Legal Intervention","Ohio","12**","11,764,342","0.10**","0.11**","302"
"2021","Legal Intervention","Oklahoma","--","3,991,225","--","--","--"
"2021","Legal Intervention","Oregon","12**","4,256,301","0.28**","0.28**","373"
"2021","Legal Intervention","Pennsylvania","13**","13,012,059","0.10**","0.10**","368"
"2021","Legal Intervention","Rhode Island","--","1,096,985","--","--","--"
"2021","Legal Intervention","South Carolina","--","5,193,266","--","--","--"
"2021","Legal Intervention","South Dakota","--","896,164","--","--","--"
"2021","Legal Intervention","Tennessee","--","6,968,351","--","--","--"
"2021","Legal Intervention","Texas","38","29,558,864","0.13","0.13","1,097"
"2021","Legal Intervention","Utah","--","3,339,113","--","--","--"
"2021","Legal Intervention","Vermont","--","646,972","--","--","--"
"2021","Legal Intervention","Virginia","--","8,657,365","--","--","--"
"2021","Legal Intervention","Washington","--","7,740,745","--","--","--"
"2021","Legal Intervention","West Virginia","--","1,785,526","--","--","--"
"2021","Legal Intervention","Wisconsin","--","5,880,101","--","--","--"
"2021","Legal Intervention","Wyoming","--","579,483","--","--","--"
"2021","Suicide","Alabama","623","5,049,846","12.34","11.52","11,849"
"2021","Suicide","Alaska","142","734,182","19.34","19.45","3,851"
"2021","Suicide","Arizona","879","7,264,877","12.10","11.13","15,522"
"2021","Suicide","Arkansas","391","3,028,122","12.91","12.44","7,021"
"2021","Suicide","California","1,575","39,142,991","4.02","3.77","26,166"
"2021","Suicide","Colorado","745","5,811,297","12.82","12.11","14,942"
"2021","Suicide","Connecticut","122","3,623,355","3.37","2.86","1,665"
"2021","Suicide","Delaware","76","1,004,807","7.56","7.35","1,405"
"2021","Suicide","District of Columbia","12**","668,791","1.79**","1.46**","366"
"2021","Suicide","Florida","1,928","21,828,069","8.83","7.74","29,564"
"2021","Suicide","Georgia","1,115","10,788,029","10.34","10.01","23,066"
"2021","Suicide","Hawaii","42","1,447,154","2.90","2.76","859"
"2021","Suicide","Idaho","262","1,904,314","13.76","13.67","5,480"
"2021","Suicide","Illinois","656","12,686,469","5.17","4.89","12,145"
"2021","Suicide","Indiana","695","6,813,532","10.20","9.79","14,212"
"2021","Suicide","Iowa","293","3,197,689","9.16","8.71","5,390"
"2021","Suicide","Kansas","345","2,937,922","11.74","11.60","7,617"
"2021","Suicide","Kentucky","534","4,506,589","11.85","11.29","10,171"
