"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2005","45 to 49","Utah","20**","149,178","13.41**","--","364"
"2005","45 to 49","Vermont","--","52,515","--","--","--"
"2005","45 to 49","Virginia","81","596,196","13.59","--","1,457"
"2005","45 to 49","Washington","63","492,319","12.80","--","1,150"
"2005","45 to 49","West Virginia","25","141,975","17.61","--","468"
"2005","45 to 49","Wisconsin","42","440,433","9.54","--","753"
"2005","45 to 49","Wyoming","--","42,617","--","--","--"
"2005","50 to 54","Alabama","56","314,839","17.79","--","725"
"2005","50 to 54","Alaska","12**","52,329","22.93**","--","168"
"2005","50 to 54","Arizona","72","358,467","20.09","--","926"
"2005","50 to 54","Arkansas","33","184,010","17.93","--","430"
"2005","50 to 54","California","200","2,296,710","8.71","--","2,617"
"2005","50 to 54","Colorado","44","333,224","13.20","--","595"
"2005","50 to 54","Connecticut","18**","249,490","7.22**","--","242"
"2005","50 to 54","Delaware","--","56,708","--","--","--"
"2005","50 to 54","District of Columbia","--","36,876","--","--","--"
"2005","50 to 54","Florida","139","1,177,956","11.80","--","1,797"
"2005","50 to 54","Georgia","70","578,781","12.09","--","904"
"2005","50 to 54","Hawaii","0**","93,393","0.00**","--","--"
"2005","50 to 54","Idaho","14**","95,684","14.63**","--","196"
"2005","50 to 54","Illinois","46","846,124","5.44","--","594"
"2005","50 to 54","Indiana","63","430,584","14.63","--","830"
"2005","50 to 54","Iowa","12**","209,576","5.73**","--","155"
"2005","50 to 54","Kansas","25","189,633","13.18","--","334"
"2005","50 to 54","Kentucky","44","293,231","15.01","--","577"
"2005","50 to 54","Louisiana","42","312,768","13.43","--","528"
"2005","50 to 54","Maine","--","103,684","--","--","--"
"2005","50 to 54","Maryland","30","395,572","7.58","--","389"
"2005","50 to 54","Massachusetts","11**","447,608","2.46**","--","142"
"2005","50 to 54","Michigan","84","714,401","11.76","--","1,096"
"2005","50 to 54","Minnesota","28","360,427","7.77","--","373"
"2005","50 to 54","Mississippi","35","191,805","18.25","--","465"
"2005","50 to 54","Missouri","64","396,127","16.16","--","845"
"2005","50 to 54","Montana","19**","74,731","25.43**","--","251"
"2005","50 to 54","Nebraska","--","121,439","--","--","--"
"2005","50 to 54","Nevada","23","160,375","14.34","--","299"
"2005","50 to 54","New Hampshire","12**","98,508","12.18**","--","157"
"2005","50 to 54","New Jersey","17**","594,806","2.86**","--","217"
"2005","50 to 54","New Mexico","26","133,750","19.44","--","328"
"2005","50 to 54","New York","72","1,299,978","5.54","--","936"
"2005","50 to 54","North Carolina","94","588,036","15.99","--","1,248"
"2005","50 to 54","North Dakota","--","46,674","--","--","--"
"2005","50 to 54","Ohio","86","816,267","10.54","--","1,115"
"2005","50 to 54","Oklahoma","28","238,920","11.72","--","375"
"2005","50 to 54","Oregon","45","273,304","16.47","--","594"
"2005","50 to 54","Pennsylvania","103","898,884","11.46","--","1,350"
"2005","50 to 54","Rhode Island","--","74,271","--","--","--"
"2005","50 to 54","South Carolina","39","294,244","13.25","--","499"
"2005","50 to 54","South Dakota","--","54,224","--","--","--"
"2005","50 to 54","Tennessee","76","415,143","18.31","--","986"
"2005","50 to 54","Texas","157","1,429,800","10.98","--","2,062"
"2005","50 to 54","Utah","18**","132,657","13.57**","--","239"
"2005","50 to 54","Vermont","--","49,899","--","--","--"
"2005","50 to 54","Virginia","58","529,160","10.96","--","747"
"2005","50 to 54","Washington","59","456,026","12.94","--","763"
"2005","50 to 54","West Virginia","29","140,412","20.65","--","381"
"2005","50 to 54","Wisconsin","27","396,444","6.81","--","354"
"2005","50 to 54","Wyoming","--","40,741","--","--","--"
"2005","55 to 59","Alabama","37","284,084","13.02","--","300"
"2005","55 to 59","Alaska","--","39,916","--","--","--"
"2005","55 to 59","Arizona","40","328,711","12.17","--","321"
"2005","55 to 59","Arkansas","24","169,933","14.12","--","210"
"2005","55 to 59","California","138","1,952,482","7.07","--","1,127"
"2005","55 to 59","Colorado","33","276,139","11.95","--","266"
"2005","55 to 59","Connecticut","10**","219,671","4.55**","--","86"
"2005","55 to 59","Delaware","--","51,694","--","--","--"
"2005","55 to 59","District of Columbia","--","33,252","--","--","--"
"2005","55 to 59","Florida","123","1,096,358","11.22","--","986"
"2005","55 to 59","Georgia","74","508,314","14.56","--","583"
"2005","55 to 59","Hawaii","--","83,406","--","--","--"
"2005","55 to 59","Idaho","14**","81,601","17.16**","--","117"
"2005","55 to 59","Illinois","53","720,161","7.36","--","434"
"2005","55 to 59","Indiana","36","370,561","9.72","--","290"
"2005","55 to 59","Iowa","15**","176,399","8.50**","--","120"
"2005","55 to 59","Kansas","18**","157,780","11.41**","--","137"
"2005","55 to 59","Kentucky","37","260,877","14.18","--","293"
"2005","55 to 59","Louisiana","43","266,874","16.11","--","350"
"2005","55 to 59","Maine","--","91,895","--","--","--"
"2005","55 to 59","Maryland","20**","345,383","5.79**","--","169"
"2005","55 to 59","Massachusetts","13**","394,370","3.30**","--","102"
"2005","55 to 59","Michigan","60","610,982","9.82","--","491"
"2005","55 to 59","Minnesota","25","294,907","8.48","--","199"
"2005","55 to 59","Mississippi","21","169,045","12.42","--","169"
"2005","55 to 59","Missouri","38","345,748","10.99","--","302"
"2005","55 to 59","Montana","12**","63,213","18.98**","--","94"
"2005","55 to 59","Nebraska","--","100,999","--","--","--"
"2005","55 to 59","Nevada","31","149,371","20.75","--","243"
"2005","55 to 59","New Hampshire","--","85,604","--","--","--"
"2005","55 to 59","New Jersey","16**","523,117","3.06**","--","127"
"2005","55 to 59","New Mexico","14**","118,741","11.79**","--","108"
"2005","55 to 59","New York","42","1,156,512","3.63","--","342"
"2005","55 to 59","North Carolina","59","533,349","11.06","--","469"
"2005","55 to 59","North Dakota","--","37,218","--","--","--"
"2005","55 to 59","Ohio","69","708,188","9.74","--","573"
"2005","55 to 59","Oklahoma","34","211,190","16.10","--","287"
"2005","55 to 59","Oregon","30","238,622","12.57","--","244"
"2005","55 to 59","Pennsylvania","78","782,098","9.97","--","646"
"2005","55 to 59","Rhode Island","--","64,813","--","--","--"
"2005","55 to 59","South Carolina","33","271,500","12.16","--","267"
"2005","55 to 59","South Dakota","--","44,605","--","--","--"
"2005","55 to 59","Tennessee","66","375,596","17.57","--","546"
"2005","55 to 59","Texas","137","1,200,705","11.41","--","1,092"
"2005","55 to 59","Utah","13**","107,878","12.05**","--","109"
"2005","55 to 59","Vermont","--","43,254","--","--","--"
"2005","55 to 59","Virginia","54","469,479","11.50","--","439"
"2005","55 to 59","Washington","45","393,363","11.44","--","373"
"2005","55 to 59","West Virginia","17**","128,550","13.22**","--","140"
"2005","55 to 59","Wisconsin","25","331,101","7.55","--","198"
"2005","55 to 59","Wyoming","--","33,576","--","--","--"
"2005","60 to 64","Alabama","41","220,403","18.60","--","117"
"2005","60 to 64","Alaska","--","25,542","--","--","--"
"2005","60 to 64","Arizona","30","268,283","11.18","--","98"
"2005","60 to 64","Arkansas","28","138,138","20.27","--","98"
"2005","60 to 64","California","105","1,400,411","7.50","--","329"
"2005","60 to 64","Colorado","33","189,801","17.39","--","97"
"2005","60 to 64","Connecticut","10**","163,544","6.12**","--","32"
"2005","60 to 64","Delaware","--","41,433","--","--","--"
"2005","60 to 64","District of Columbia","0**","24,997","0.00**","--","--"
"2005","60 to 64","Florida","93","927,259","10.03","--","273"
"2005","60 to 64","Georgia","50","367,749","13.60","--","161"
"2005","60 to 64","Hawaii","--","61,262","--","--","--"
"2005","60 to 64","Idaho","10**","62,630","15.97**","--","40"
"2005","60 to 64","Illinois","35","533,991","6.55","--","97"
"2005","60 to 64","Indiana","34","278,475","12.21","--","109"
"2005","60 to 64","Iowa","13**","133,529","9.74**","--","32"
"2005","60 to 64","Kansas","15**","115,840","12.95**","--","35"
"2005","60 to 64","Kentucky","25","198,043","12.62","--","71"
"2005","60 to 64","Louisiana","21","199,873","10.51","--","68"
"2005","60 to 64","Maine","--","68,680","--","--","--"
"2005","60 to 64","Maryland","11**","251,848","4.37**","--","34"
"2005","60 to 64","Massachusetts","--","288,750","--","--","--"
"2005","60 to 64","Michigan","30","456,078","6.58","--","90"
"2005","60 to 64","Minnesota","16**","217,505","7.36**","--","56"
"2005","60 to 64","Mississippi","19**","128,857","14.75**","--","61"
"2005","60 to 64","Missouri","39","271,218","14.38","--","127"
"2005","60 to 64","Montana","--","47,636","--","--","--"
"2005","60 to 64","Nebraska","--","74,148","--","--","--"
"2005","60 to 64","Nevada","22","118,931","18.50","--","70"
"2005","60 to 64","New Hampshire","--","61,310","--","--","--"
"2005","60 to 64","New Jersey","14**","391,034","3.58**","--","41"
"2005","60 to 64","New Mexico","--","88,705","--","--","--"
"2005","60 to 64","New York","50","860,978","5.81","--","149"
"2005","60 to 64","North Carolina","43","406,669","10.57","--","126"
"2005","60 to 64","North Dakota","--","27,830","--","--","--"
"2005","60 to 64","Ohio","55","521,498","10.55","--","164"
"2005","60 to 64","Oklahoma","25","167,756","14.90","--","87"
"2005","60 to 64","Oregon","22","174,136","12.63","--","63"
"2005","60 to 64","Pennsylvania","36","592,806","6.07","--","100"
"2005","60 to 64","Rhode Island","--","47,377","--","--","--"
"2005","60 to 64","South Carolina","22","211,500","10.40","--","78"
"2005","60 to 64","South Dakota","--","33,814","--","--","--"
"2005","60 to 64","Tennessee","50","289,935","17.25","--","154"
"2005","60 to 64","Texas","104","882,221","11.79","--","330"
"2005","60 to 64","Utah","14**","80,997","17.29**","--","49"
"2005","60 to 64","Vermont","--","31,663","--","--","--"
"2005","60 to 64","Virginia","49","346,047","14.16","--","155"
"2005","60 to 64","Washington","29","281,884","10.29","--","83"
"2005","60 to 64","West Virginia","19**","97,074","19.57**","--","55"
"2005","60 to 64","Wisconsin","13**","243,626","5.34**","--","41"
"2005","60 to 64","Wyoming","--","24,549","--","--","--"
"2005","65 to 69","Alabama","21","179,942","11.67","--","0"
"2005","65 to 69","Alaska","--","15,599","--","--","--"
"2005","65 to 69","Arizona","23","222,232","10.35","--","0"
"2005","65 to 69","Arkansas","14**","112,765","12.42**","--","0"
"2005","65 to 69","California","74","1,078,678","6.86","--","0"
"2005","65 to 69","Colorado","17**","137,891","12.33**","--","0"
"2005","65 to 69","Connecticut","--","119,503","--","--","--"
"2005","65 to 69","Delaware","--","32,631","--","--","--"
"2005","65 to 69","District of Columbia","--","18,508","--","--","--"
"2005","65 to 69","Florida","89","807,082","11.03","--","0"
"2005","65 to 69","Georgia","34","273,318","12.44","--","0"
"2005","65 to 69","Hawaii","0**","46,225","0.00**","--","--"
"2005","65 to 69","Idaho","--","48,463","--","--","--"
"2005","65 to 69","Illinois","35","416,992","8.39","--","0"
"2005","65 to 69","Indiana","20**","217,506","9.20**","--","0"
"2005","65 to 69","Iowa","--","110,618","--","--","--"
"2005","65 to 69","Kansas","--","91,826","--","--","--"
"2005","65 to 69","Kentucky","22","157,803","13.94","--","0"
"2005","65 to 69","Louisiana","11**","157,997","6.96**","--","0"
"2005","65 to 69","Maine","10**","52,718","18.97**","--","0"
"2005","65 to 69","Maryland","--","184,227","--","--","--"
"2005","65 to 69","Massachusetts","--","214,484","--","--","--"
"2005","65 to 69","Michigan","31","345,971","8.96","--","0"
"2005","65 to 69","Minnesota","10**","166,062","6.02**","--","0"
"2005","65 to 69","Mississippi","15**","107,527","13.95**","--","0"
"2005","65 to 69","Missouri","26","214,914","12.10","--","0"
"2005","65 to 69","Montana","--","36,942","--","--","--"
"2005","65 to 69","Nebraska","--","59,606","--","--","--"
"2005","65 to 69","Nevada","19**","90,876","20.91**","--","0"
"2005","65 to 69","New Hampshire","--","44,386","--","--","--"
"2005","65 to 69","New Jersey","--","299,404","--","--","--"
"2005","65 to 69","New Mexico","--","71,522","--","--","--"
"2005","65 to 69","New York","27","677,270","3.99","--","0"
"2005","65 to 69","North Carolina","41","316,866","12.94","--","0"
"2005","65 to 69","North Dakota","--","23,057","--","--","--"
"2005","65 to 69","Ohio","34","416,177","8.17","--","0"
"2005","65 to 69","Oklahoma","20**","135,146","14.80**","--","0"
"2005","65 to 69","Oregon","21","129,545","16.21","--","0"
"2005","65 to 69","Pennsylvania","42","474,717","8.85","--","0"
"2005","65 to 69","Rhode Island","0**","35,548","0.00**","--","--"
"2005","65 to 69","South Carolina","19**","164,578","11.55**","--","0"
"2005","65 to 69","South Dakota","--","27,276","--","--","--"
"2005","65 to 69","Tennessee","44","229,285","19.19","--","0"
"2005","65 to 69","Texas","63","675,087","9.33","--","0"
"2005","65 to 69","Utah","--","62,511","--","--","--"
"2005","65 to 69","Vermont","--","22,870","--","--","--"
"2005","65 to 69","Virginia","31","258,439","12.00","--","0"
"2005","65 to 69","Washington","17**","203,675","8.35**","--","0"
"2005","65 to 69","West Virginia","11**","81,299","13.53**","--","0"
"2005","65 to 69","Wisconsin","26","192,439","13.51","--","0"
"2005","65 to 69","Wyoming","--","18,618","--","--","--"
"2005","70 to 74","Alabama","29","149,085","19.45","--","0"
"2005","70 to 74","Alaska","--","11,214","--","--","--"
"2005","70 to 74","Arizona","29","186,584","15.54","--","0"
"2005","70 to 74","Arkansas","13**","93,488","13.91**","--","0"
"2005","70 to 74","California","96","893,815","10.74","--","0"
"2005","70 to 74","Colorado","15**","109,886","13.65**","--","0"
"2005","70 to 74","Connecticut","0**","104,199","0.00**","--","--"
"2005","70 to 74","Delaware","--","28,044","--","--","--"
"2005","70 to 74","District of Columbia","0**","15,034","0.00**","--","--"
"2005","70 to 74","Florida","72","712,536","10.11","--","0"
"2005","70 to 74","Georgia","32","213,319","15.00","--","0"
"2005","70 to 74","Hawaii","0**","39,841","0.00**","--","--"
"2005","70 to 74","Idaho","--","38,311","--","--","--"
"2005","70 to 74","Illinois","31","345,362","8.98","--","0"
"2005","70 to 74","Indiana","24","180,098","13.33","--","0"
"2005","70 to 74","Iowa","--","96,346","--","--","--"
"2005","70 to 74","Kansas","--","80,301","--","--","--"
"2005","70 to 74","Kentucky","18**","127,738","14.09**","--","0"
"2005","70 to 74","Louisiana","14**","129,813","10.79**","--","0"
"2005","70 to 74","Maine","--","45,140","--","--","--"
"2005","70 to 74","Maryland","18**","148,527","12.12**","--","0"
"2005","70 to 74","Massachusetts","12**","190,173","6.31**","--","0"
"2005","70 to 74","Michigan","31","290,143","10.68","--","0"
"2005","70 to 74","Minnesota","14**","138,121","10.14**","--","0"
"2005","70 to 74","Mississippi","19**","86,701","21.91**","--","0"
"2005","70 to 74","Missouri","26","182,726","14.23","--","0"
"2005","70 to 74","Montana","--","29,838","--","--","--"
"2005","70 to 74","Nebraska","--","53,130","--","--","--"
"2005","70 to 74","Nevada","13**","69,765","18.63**","--","0"
"2005","70 to 74","New Hampshire","--","36,706","--","--","--"
"2005","70 to 74","New Jersey","--","256,353","--","--","--"
"2005","70 to 74","New Mexico","14**","58,729","23.84**","--","0"
"2005","70 to 74","New York","19**","573,661","3.31**","--","0"
"2005","70 to 74","North Carolina","47","258,290","18.20","--","0"
"2005","70 to 74","North Dakota","0**","20,805","0.00**","--","--"
"2005","70 to 74","Ohio","31","353,484","8.77","--","0"
"2005","70 to 74","Oklahoma","21","114,256","18.38","--","0"
"2005","70 to 74","Oregon","21","105,782","19.85","--","0"
"2005","70 to 74","Pennsylvania","33","425,911","7.75","--","0"
"2005","70 to 74","Rhode Island","--","31,599","--","--","--"
"2005","70 to 74","South Carolina","16**","132,561","12.07**","--","0"
"2005","70 to 74","South Dakota","--","24,488","--","--","--"
"2005","70 to 74","Tennessee","51","182,678","27.92","--","0"
"2005","70 to 74","Texas","77","555,297","13.87","--","0"
"2005","70 to 74","Utah","--","51,241","--","--","--"
"2005","70 to 74","Vermont","--","18,752","--","--","--"
"2005","70 to 74","Virginia","26","206,029","12.62","--","0"
"2005","70 to 74","Washington","16**","161,459","9.91**","--","0"
"2005","70 to 74","West Virginia","--","67,292","--","--","--"
"2005","70 to 74","Wisconsin","13**","163,599","7.95**","--","0"
"2005","70 to 74","Wyoming","--","14,814","--","--","--"
"2005","75 to 79","Alabama","17**","120,923","14.06**","--","0"
"2005","75 to 79","Alaska","0**","8,356","0.00**","--","--"
"2005","75 to 79","Arizona","30","154,910","19.37","--","0"
"2005","75 to 79","Arkansas","--","76,153","--","--","--"
"2005","75 to 79","California","113","772,166","14.63","--","0"
"2005","75 to 79","Colorado","13**","90,239","14.41**","--","0"
"2005","75 to 79","Connecticut","--","97,292","--","--","--"
"2005","75 to 79","Delaware","--","22,435","--","--","--"
"2005","75 to 79","District of Columbia","--","13,359","--","--","--"
"2005","75 to 79","Florida","73","632,890","11.53","--","0"
"2005","75 to 79","Georgia","42","167,047","25.14","--","0"
"2005","75 to 79","Hawaii","--","36,919","--","--","--"
"2005","75 to 79","Idaho","--","31,927","--","--","--"
"2005","75 to 79","Illinois","31","309,059","10.03","--","0"
"2005","75 to 79","Indiana","18**","159,467","11.29**","--","0"
"2005","75 to 79","Iowa","--","88,817","--","--","--"
"2005","75 to 79","Kansas","--","72,841","--","--","--"
"2005","75 to 79","Kentucky","15**","105,199","14.26**","--","0"
"2005","75 to 79","Louisiana","15**","109,569","13.69**","--","0"
"2005","75 to 79","Maine","--","39,104","--","--","--"
"2005","75 to 79","Maryland","18**","128,468","14.01**","--","0"
"2005","75 to 79","Massachusetts","--","176,944","--","--","--"
"2005","75 to 79","Michigan","27","260,770","10.35","--","0"
"2005","75 to 79","Minnesota","11**","123,193","8.93**","--","0"
"2005","75 to 79","Mississippi","15**","71,075","21.10**","--","0"
"2005","75 to 79","Missouri","26","156,347","16.63","--","0"
"2005","75 to 79","Montana","--","25,793","--","--","--"
"2005","75 to 79","Nebraska","--","47,938","--","--","--"
"2005","75 to 79","Nevada","19**","53,377","35.60**","--","0"
"2005","75 to 79","New Hampshire","--","31,660","--","--","--"
"2005","75 to 79","New Jersey","15**","232,728","6.45**","--","0"
"2005","75 to 79","New Mexico","13**","46,687","27.85**","--","0"
"2005","75 to 79","New York","23","510,680","4.50","--","0"
"2005","75 to 79","North Carolina","29","212,023","13.68","--","0"
"2005","75 to 79","North Dakota","--","19,509","--","--","--"
"2005","75 to 79","Ohio","44","319,752","13.76","--","0"
"2005","75 to 79","Oklahoma","11**","93,759","11.73**","--","0"
"2005","75 to 79","Oregon","20**","93,309","21.43**","--","0"
"2005","75 to 79","Pennsylvania","48","406,398","11.81","--","0"
"2005","75 to 79","Rhode Island","0**","31,417","0.00**","--","--"
"2005","75 to 79","South Carolina","15**","103,812","14.45**","--","0"
"2005","75 to 79","South Dakota","--","22,359","--","--","--"
"2005","75 to 79","Tennessee","35","147,467","23.73","--","0"
"2005","75 to 79","Texas","75","450,690","16.64","--","0"
"2005","75 to 79","Utah","--","42,404","--","--","--"
"2005","75 to 79","Vermont","0**","16,248","0.00**","--","--"
"2005","75 to 79","Virginia","27","171,644","15.73","--","0"
"2005","75 to 79","Washington","14**","139,285","10.05**","--","0"
"2005","75 to 79","West Virginia","13**","58,878","22.08**","--","0"
"2005","75 to 79","Wisconsin","15**","147,951","10.14**","--","0"
"2005","75 to 79","Wyoming","--","12,358","--","--","--"
"2005","80 to 84","Alabama","22","84,762","25.96","--","0"
"2005","80 to 84","Alaska","--","5,173","--","--","--"
"2005","80 to 84","Arizona","39","110,622","35.26","--","0"
"2005","80 to 84","Arkansas","11**","55,141","19.95**","--","0"
"2005","80 to 84","California","92","601,355","15.30","--","0"
"2005","80 to 84","Colorado","22","67,266","32.71","--","0"
"2005","80 to 84","Connecticut","--","79,731","--","--","--"
"2005","80 to 84","Delaware","0**","16,115","0.00**","--","--"
"2005","80 to 84","District of Columbia","0**","10,626","0.00**","--","--"
"2005","80 to 84","Florida","72","464,133","15.51","--","0"
"2005","80 to 84","Georgia","31","118,359","26.19","--","0"
"2005","80 to 84","Hawaii","--","28,298","--","--","--"
"2005","80 to 84","Idaho","13**","24,359","53.37**","--","0"
"2005","80 to 84","Illinois","15**","237,858","6.31**","--","0"
"2005","80 to 84","Indiana","24","119,499","20.08","--","0"
"2005","80 to 84","Iowa","--","71,155","--","--","--"
"2005","80 to 84","Kansas","14**","57,781","24.23**","--","0"
"2005","80 to 84","Kentucky","--","76,281","--","--","--"
"2005","80 to 84","Louisiana","10**","76,869","13.01**","--","0"
"2005","80 to 84","Maine","--","29,025","--","--","--"
"2005","80 to 84","Maryland","--","97,405","--","--","--"
"2005","80 to 84","Massachusetts","10**","140,388","7.12**","--","0"
"2005","80 to 84","Michigan","22","196,352","11.20","--","0"
"2005","80 to 84","Minnesota","--","97,772","--","--","--"
"2005","80 to 84","Mississippi","--","49,416","--","--","--"
"2005","80 to 84","Missouri","11**","117,841","9.34**","--","0"
"2005","80 to 84","Montana","--","19,202","--","--","--"
"2005","80 to 84","Nebraska","--","37,168","--","--","--"
"2005","80 to 84","Nevada","16**","34,687","46.13**","--","0"
"2005","80 to 84","New Hampshire","--","23,750","--","--","--"
"2005","80 to 84","New Jersey","--","180,278","--","--","--"
"2005","80 to 84","New Mexico","--","33,644","--","--","--"
"2005","80 to 84","New York","17**","389,818","4.36**","--","0"
"2005","80 to 84","North Carolina","34","151,690","22.41","--","0"
"2005","80 to 84","North Dakota","0**","15,051","0.00**","--","--"
"2005","80 to 84","Ohio","31","241,290","12.85","--","0"
"2005","80 to 84","Oklahoma","13**","67,861","19.16**","--","0"
"2005","80 to 84","Oregon","20**","75,311","26.56**","--","0"
"2005","80 to 84","Pennsylvania","49","315,333","15.54","--","0"
"2005","80 to 84","Rhode Island","0**","26,110","0.00**","--","--"
"2005","80 to 84","South Carolina","13**","74,893","17.36**","--","0"
"2005","80 to 84","South Dakota","--","17,629","--","--","--"
"2005","80 to 84","Tennessee","20**","106,671","18.75**","--","0"
"2005","80 to 84","Texas","46","320,860","14.34","--","0"
"2005","80 to 84","Utah","--","31,446","--","--","--"
"2005","80 to 84","Vermont","--","12,369","--","--","--"
"2005","80 to 84","Virginia","19**","125,851","15.10**","--","0"
"2005","80 to 84","Washington","21","111,484","18.84","--","0"
"2005","80 to 84","West Virginia","--","41,836","--","--","--"
"2005","80 to 84","Wisconsin","12**","114,483","10.48**","--","0"
"2005","80 to 84","Wyoming","--","8,932","--","--","--"
"2005","85+","Alabama","15**","67,390","22.26**","--","0"
"2005","85+","Alaska","--","3,621","--","--","--"
"2005","85+","Arizona","18**","82,184","21.90**","--","0"
"2005","85+","Arkansas","12**","47,128","25.46**","--","0"
"2005","85+","California","71","493,239","14.40","--","0"
"2005","85+","Colorado","13**","56,302","23.09**","--","0"
"2005","85+","Connecticut","--","74,694","--","--","--"
"2005","85+","Delaware","--","12,854","--","--","--"
"2005","85+","District of Columbia","--","9,075","--","--","--"
"2005","85+","Florida","67","364,446","18.38","--","0"
"2005","85+","Georgia","14**","96,512","14.51**","--","0"
"2005","85+","Hawaii","0**","22,953","0.00**","--","--"
"2005","85+","Idaho","--","21,072","--","--","--"
"2005","85+","Illinois","17**","208,046","8.17**","--","0"
"2005","85+","Indiana","11**","99,691","11.03**","--","0"
"2005","85+","Iowa","--","69,123","--","--","--"
"2005","85+","Kansas","--","54,236","--","--","--"
"2005","85+","Kentucky","10**","60,846","16.44**","--","0"
"2005","85+","Louisiana","15**","60,693","24.72**","--","0"
"2005","85+","Maine","--","25,393","--","--","--"
"2005","85+","Maryland","--","79,879","--","--","--"
"2005","85+","Massachusetts","--","128,026","--","--","--"
"2005","85+","Michigan","20**","162,030","12.34**","--","0"
"2005","85+","Minnesota","--","94,623","--","--","--"
"2005","85+","Mississippi","--","41,480","--","--","--"
"2005","85+","Missouri","10**","102,108","9.79**","--","0"
"2005","85+","Montana","--","17,656","--","--","--"
"2005","85+","Nebraska","--","35,584","--","--","--"
"2005","85+","Nevada","--","23,038","--","--","--"
"2005","85+","New Hampshire","--","21,197","--","--","--"
"2005","85+","New Jersey","--","151,890","--","--","--"
"2005","85+","New Mexico","--","26,437","--","--","--"
"2005","85+","New York","13**","342,699","3.79**","--","0"
"2005","85+","North Carolina","15**","119,751","12.53**","--","0"
"2005","85+","North Dakota","--","15,534","--","--","--"
"2005","85+","Ohio","27","196,526","13.74","--","0"
"2005","85+","Oklahoma","--","55,747","--","--","--"
"2005","85+","Oregon","16**","66,135","24.19**","--","0"
"2005","85+","Pennsylvania","29","264,645","10.96","--","0"
"2005","85+","Rhode Island","0**","23,599","0.00**","--","--"
"2005","85+","South Carolina","--","57,313","--","--","--"
"2005","85+","South Dakota","--","17,452","--","--","--"
"2005","85+","Tennessee","15**","85,755","17.49**","--","0"
"2005","85+","Texas","50","255,880","19.54","--","0"
"2005","85+","Utah","--","25,170","--","--","--"
"2005","85+","Vermont","--","10,947","--","--","--"
"2005","85+","Virginia","14**","100,067","13.99**","--","0"
"2005","85+","Washington","13**","97,668","13.31**","--","0"
"2005","85+","West Virginia","--","31,956","--","--","--"
"2005","85+","Wisconsin","--","105,552","--","--","--"
"2005","85+","Wyoming","--","7,465","--","--","--"
"2005","Unknown","Arizona","--","--","--","--","--"
"2005","Unknown","California","--","--","--","--","--"
"2005","Unknown","Florida","--","--","--","--","--"
"2005","Unknown","Louisiana","--","--","--","--","--"
"2005","Unknown","North Carolina","--","--","--","--","--"
"2005","Unknown","Texas","--","--","--","--","--"
"2004","0 to 4","Alabama","--","295,970","--","--","--"
"2004","0 to 4","Alaska","0**","48,185","0.00**","--","--"
"2004","0 to 4","Arizona","--","430,031","--","--","--"
"2004","0 to 4","Arkansas","0**","186,610","0.00**","--","--"
"2004","0 to 4","California","--","2,541,765","--","--","--"
"2004","0 to 4","Colorado","0**","325,986","0.00**","--","--"
"2004","0 to 4","Connecticut","0**","214,447","0.00**","--","--"
"2004","0 to 4","Delaware","0**","53,893","0.00**","--","--"
"2004","0 to 4","District of Columbia","0**","31,843","0.00**","--","--"
"2004","0 to 4","Florida","--","1,040,169","--","--","--"
"2004","0 to 4","Georgia","--","655,618","--","--","--"
"2004","0 to 4","Hawaii","0**","81,943","0.00**","--","--"
"2004","0 to 4","Idaho","0**","107,239","0.00**","--","--"
"2004","0 to 4","Illinois","0**","871,631","0.00**","--","--"
"2004","0 to 4","Indiana","--","428,845","--","--","--"
"2004","0 to 4","Iowa","0**","189,405","0.00**","--","--"
"2004","0 to 4","Kansas","0**","192,750","0.00**","--","--"
"2004","0 to 4","Kentucky","0**","271,105","0.00**","--","--"
"2004","0 to 4","Louisiana","--","322,285","--","--","--"
"2004","0 to 4","Maine","0**","70,803","0.00**","--","--"
"2004","0 to 4","Maryland","--","365,729","--","--","--"
"2004","0 to 4","Massachusetts","0**","383,878","0.00**","--","--"
"2004","0 to 4","Michigan","--","654,491","--","--","--"
"2004","0 to 4","Minnesota","--","340,533","--","--","--"
"2004","0 to 4","Mississippi","0**","206,619","0.00**","--","--"
"2004","0 to 4","Missouri","--","375,216","--","--","--"
"2004","0 to 4","Montana","0**","56,173","0.00**","--","--"
"2004","0 to 4","Nebraska","0**","124,278","0.00**","--","--"
"2004","0 to 4","Nevada","0**","168,697","0.00**","--","--"
"2004","0 to 4","New Hampshire","0**","74,912","0.00**","--","--"
"2004","0 to 4","New Jersey","0**","569,178","0.00**","--","--"
"2004","0 to 4","New Mexico","--","135,585","--","--","--"
"2004","0 to 4","New York","--","1,197,698","--","--","--"
"2004","0 to 4","North Carolina","--","583,442","--","--","--"
"2004","0 to 4","North Dakota","0**","38,353","0.00**","--","--"
"2004","0 to 4","Ohio","0**","739,780","0.00**","--","--"
"2004","0 to 4","Oklahoma","--","243,053","--","--","--"
"2004","0 to 4","Oregon","--","224,518","--","--","--"
"2004","0 to 4","Pennsylvania","--","722,326","--","--","--"
"2004","0 to 4","Rhode Island","0**","63,118","0.00**","--","--"
"2004","0 to 4","South Carolina","--","277,529","--","--","--"
"2004","0 to 4","South Dakota","--","52,485","--","--","--"
