"Year","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2011","Males","Oregon","365","1,915,983","19.05","18.64","6,897"
"2011","Males","Pennsylvania","1,269","6,218,271","20.41","19.82","30,865"
"2011","Males","Rhode Island","28","509,738","5.49","5.24","744"
"2011","Males","South Carolina","577","2,271,355","25.40","25.27","13,583"
"2011","Males","South Dakota","60","413,432","14.51","14.24","1,161"
"2011","Males","Tennessee","783","3,119,282","25.10","24.86","17,128"
"2011","Males","Texas","2,170","12,719,673","17.06","17.70","51,068"
"2011","Males","Utah","254","1,414,049","17.96","20.37","5,284"
"2011","Males","Vermont","69","309,249","22.31","21.56","1,175"
"2011","Males","Virginia","728","3,978,735","18.30","18.16","15,623"
"2011","Males","Washington","525","3,403,013","15.43","15.27","10,767"
"2011","Males","West Virginia","227","916,121","24.78","23.94","4,493"
"2011","Males","Wisconsin","393","2,832,239","13.88","13.74","9,003"
"2011","Males","Wyoming","83","289,357","28.68","28.38","1,778"
"2011","Females","Alabama","141","2,471,124","5.71","5.57","2,921"
"2011","Females","Alaska","24","346,420","6.93","6.37","562"
"2011","Females","Arizona","130","3,255,268","3.99","3.88","2,544"
"2011","Females","Arkansas","76","1,496,627","5.08","5.20","1,831"
"2011","Females","California","361","18,941,522","1.91","1.83","7,866"
"2011","Females","Colorado","79","2,555,122","3.09","3.02","1,733"
"2011","Females","Connecticut","17**","1,840,904","0.92**","0.93**","383"
"2011","Females","Delaware","13**","468,243","2.78**","2.56**","214"
"2011","Females","District of Columbia","--","326,595","--","--","--"
"2011","Females","Florida","366","9,736,576","3.76","3.70","8,043"
"2011","Females","Georgia","215","5,016,509","4.29","4.23","4,922"
"2011","Females","Hawaii","--","688,528","--","--","--"
"2011","Females","Idaho","27","790,969","3.41","3.23","583"
"2011","Females","Illinois","96","6,555,863","1.46","1.48","2,337"
"2011","Females","Indiana","94","3,310,293","2.84","2.83","2,217"
"2011","Females","Iowa","27","1,546,565","1.75","1.82","604"
"2011","Females","Kansas","56","1,445,451","3.87","3.99","1,393"
"2011","Females","Kentucky","95","2,220,604","4.28","4.26","1,966"
"2011","Females","Louisiana","142","2,336,558","6.08","6.17","3,797"
"2011","Females","Maine","23","678,007","3.39","3.44","432"
"2011","Females","Maryland","55","3,013,514","1.83","1.77","1,227"
"2011","Females","Massachusetts","23","3,412,828","0.67","0.68","651"
"2011","Females","Michigan","126","5,034,506","2.50","2.59","3,194"
"2011","Females","Minnesota","39","2,692,147","1.45","1.41","1,030"
"2011","Females","Mississippi","96","1,531,631","6.27","6.43","2,108"
"2011","Females","Missouri","128","3,065,745","4.18","4.26","3,105"
"2011","Females","Montana","29","497,009","5.84","5.72","634"
"2011","Females","Nebraska","20**","926,785","2.16**","2.40**","505"
"2011","Females","Nevada","54","1,345,187","4.01","4.06","1,231"
"2011","Females","New Hampshire","13**","668,935","1.94**","1.69**","247"
"2011","Females","New Jersey","36","4,527,643","0.80","0.82","959"
"2011","Females","New Mexico","43","1,052,390","4.09","4.02","901"
"2011","Females","New York","102","10,056,851","1.01","1.00","3,036"
"2011","Females","North Carolina","183","4,952,048","3.70","3.66","4,377"
"2011","Females","North Dakota","--","338,166","--","--","--"
"2011","Females","Ohio","170","5,906,025","2.88","2.86","4,297"
"2011","Females","Oklahoma","114","1,914,243","5.96","6.10","2,628"
"2011","Females","Oregon","55","1,956,689","2.81","2.68","1,058"
"2011","Females","Pennsylvania","169","6,528,781","2.59","2.65","4,005"
"2011","Females","Rhode Island","--","544,091","--","--","--"
"2011","Females","South Carolina","128","2,401,300","5.33","5.18","2,842"
"2011","Females","South Dakota","11**","410,308","2.68**","2.69**","294"
"2011","Females","Tennessee","165","3,281,016","5.03","4.80","3,290"
"2011","Females","Texas","429","12,925,831","3.32","3.34","9,795"
"2011","Females","Utah","54","1,400,748","3.86","4.17","1,272"
"2011","Females","Vermont","--","317,948","--","--","--"
"2011","Females","Virginia","140","4,123,702","3.40","3.31","3,302"
"2011","Females","Washington","99","3,424,466","2.89","2.76","1,957"
"2011","Females","West Virginia","51","940,485","5.42","5.51","1,136"
"2011","Females","Wisconsin","52","2,873,601","1.81","1.87","1,171"
"2011","Females","Wyoming","13**","278,134","4.67**","5.28**","370"
"2010","Males","Alabama","655","2,320,472","28.23","28.19","15,669"
"2010","Males","Alaska","117","369,640","31.65","32.52","3,285"
"2010","Males","Arizona","797","3,176,042","25.09","25.39","17,728"
"2010","Males","Arkansas","352","1,431,694","24.59","24.92","7,659"
"2010","Males","California","2,583","18,518,142","13.95","13.87","65,629"
"2010","Males","Colorado","475","2,520,677","18.84","18.72","10,591"
"2010","Males","Connecticut","191","1,739,640","10.98","10.86","4,754"
"2010","Males","Delaware","80","434,947","18.39","18.41","2,345"
"2010","Males","District of Columbia","93","284,243","32.72","28.59","3,223"
"2010","Males","Florida","1,889","9,191,147","20.55","19.55","38,784"
"2010","Males","Georgia","1,025","4,730,114","21.67","22.21","25,127"
"2010","Males","Hawaii","38","681,246","5.58","5.37","768"
"2010","Males","Idaho","174","785,352","22.16","22.84","3,240"
"2010","Males","Illinois","967","6,292,576","15.37","15.23","27,761"
"2010","Males","Indiana","605","3,189,829","18.97","18.94","14,013"
"2010","Males","Iowa","180","1,508,833","11.93","11.70","3,489"
"2010","Males","Kansas","261","1,415,412","18.44","18.34","6,205"
"2010","Males","Kentucky","476","2,134,930","22.30","22.08","9,603"
"2010","Males","Louisiana","741","2,219,364","33.39","33.62","20,432"
"2010","Males","Maine","101","650,052","15.54","14.46","1,850"
"2010","Males","Maryland","492","2,791,891","17.62","17.56","13,624"
"2010","Males","Massachusetts","242","3,166,701","7.64","7.49","6,618"
"2010","Males","Michigan","951","4,848,476","19.61","19.88","24,026"
"2010","Males","Minnesota","322","2,632,136","12.23","12.12","7,223"
"2010","Males","Mississippi","382","1,441,947","26.49","27.15","9,369"
"2010","Males","Missouri","752","2,933,480","25.64","25.56","18,259"
"2010","Males","Montana","137","496,660","27.58","25.91","2,552"
"2010","Males","Nebraska","135","906,281","14.90","14.77","3,012"
"2010","Males","Nevada","335","1,363,717","24.57","24.90","6,234"
"2010","Males","New Hampshire","98","649,390","15.09","14.18","1,734"
"2010","Males","New Jersey","414","4,279,646","9.67","9.67","11,384"
"2010","Males","New Mexico","269","1,017,428","26.44","27.05","6,465"
"2010","Males","New York","930","9,377,154","9.92","9.67","24,696"
"2010","Males","North Carolina","941","4,645,623","20.26","20.28","21,804"
"2010","Males","North Dakota","59","339,857","17.36","17.30","1,348"
"2010","Males","Ohio","997","5,632,271","17.70","17.82","23,715"
"2010","Males","Oklahoma","462","1,857,068","24.88","24.85","11,217"
"2010","Males","Oregon","390","1,896,008","20.57","19.91","6,891"
"2010","Males","Pennsylvania","1,165","6,190,676","18.82","18.42","29,339"
"2010","Males","Rhode Island","46","508,657","9.04","8.94","1,081"
"2010","Males","South Carolina","546","2,250,097","24.27","24.37","13,465"
"2010","Males","South Dakota","65","407,388","15.96","15.72","1,607"
"2010","Males","Tennessee","775","3,093,553","25.05","24.95","17,383"
"2010","Males","Texas","2,300","12,472,544","18.44","19.15","54,316"
"2010","Males","Utah","272","1,388,319","19.59","21.24","6,547"
"2010","Males","Vermont","60","308,204","19.47","18.15","1,082"
"2010","Males","Virginia","747","3,925,995","19.03","19.00","16,851"
"2010","Males","Washington","509","3,349,706","15.20","15.26","10,999"
"2010","Males","West Virginia","237","913,593","25.94","25.61","4,419"
"2010","Males","Wisconsin","450","2,822,488","15.94","15.67","10,220"
"2010","Males","Wyoming","76","287,471","26.44","25.67","1,660"
"2010","Females","Alabama","127","2,459,646","5.16","5.18","2,816"
"2010","Females","Alaska","27","340,606","7.93","7.61","715"
"2010","Females","Arizona","134","3,216,250","4.17","4.09","2,850"
"2010","Females","Arkansas","67","1,484,335","4.51","4.63","1,591"
"2010","Females","California","352","18,736,380","1.88","1.82","7,706"
"2010","Females","Colorado","80","2,508,642","3.19","3.02","1,627"
"2010","Females","Connecticut","18**","1,834,511","0.98**","1.03**","417"
"2010","Females","Delaware","--","463,000","--","--","--"
"2010","Females","District of Columbia","--","317,524","--","--","--"
"2010","Females","Florida","379","9,613,442","3.94","3.83","8,030"
"2010","Females","Georgia","198","4,958,623","3.99","3.95","4,235"
"2010","Females","Hawaii","--","679,058","--","--","--"
"2010","Females","Idaho","24","782,306","3.07","3.21","549"
"2010","Females","Illinois","97","6,538,996","1.48","1.45","2,609"
"2010","Females","Indiana","104","3,294,221","3.16","3.20","2,506"
"2010","Females","Iowa","33","1,538,044","2.15","2.14","734"
"2010","Females","Kansas","39","1,437,708","2.71","2.72","893"
"2010","Females","Kentucky","79","2,204,400","3.58","3.59","1,655"
"2010","Females","Louisiana","123","2,314,136","5.32","5.47","3,077"
"2010","Females","Maine","12**","678,302","1.77**","1.77**","261"
"2010","Females","Maryland","46","2,981,896","1.54","1.53","1,239"
"2010","Females","Massachusetts","28","3,381,087","0.83","0.84","787"
"2010","Females","Michigan","125","5,035,636","2.48","2.48","3,094"
"2010","Females","Minnesota","43","2,671,797","1.61","1.61","1,111"
"2010","Females","Mississippi","93","1,526,182","6.09","6.06","2,219"
"2010","Females","Missouri","94","3,055,461","3.08","3.10","2,286"
"2010","Females","Montana","27","492,740","5.48","5.46","566"
"2010","Females","Nebraska","17**","920,030","1.85**","1.74**","341"
"2010","Females","Nevada","60","1,336,966","4.49","4.47","1,327"
"2010","Females","New Hampshire","20**","667,067","3.00**","2.69**","295"
"2010","Females","New Jersey","42","4,512,313","0.93","0.94","1,155"
"2010","Females","New Mexico","32","1,041,771","3.07","3.06","613"
"2010","Females","New York","81","10,000,963","0.81","0.80","2,064"
"2010","Females","North Carolina","182","4,890,139","3.72","3.65","3,921"
"2010","Females","North Dakota","--","332,718","--","--","--"
"2010","Females","Ohio","151","5,904,492","2.56","2.64","3,884"
"2010","Females","Oklahoma","76","1,894,514","4.01","4.01","1,625"
"2010","Females","Oregon","68","1,935,075","3.51","3.38","1,202"
"2010","Females","Pennsylvania","142","6,512,215","2.18","2.18","3,241"
"2010","Females","Rhode Island","--","544,313","--","--","--"
"2010","Females","South Carolina","102","2,375,261","4.29","4.23","2,192"
"2010","Females","South Dakota","10**","406,810","2.46**","2.55**","169"
"2010","Females","Tennessee","157","3,252,728","4.83","4.75","3,463"
"2010","Females","Texas","414","12,673,528","3.27","3.29","9,748"
"2010","Females","Utah","42","1,375,572","3.05","3.33","879"
"2010","Females","Vermont","10**","317,523","3.15**","2.91**","146"
"2010","Females","Virginia","128","4,075,051","3.14","3.07","2,800"
"2010","Females","Washington","100","3,374,834","2.96","2.92","2,074"
"2010","Females","West Virginia","36","939,415","3.83","3.84","756"
"2010","Females","Wisconsin","51","2,864,797","1.78","1.74","1,144"
"2010","Females","Wyoming","16**","276,304","5.79**","5.39**","331"
"2009","Males","Alabama","679","2,309,779","29.40","29.44","15,141"
"2009","Males","Alaska","86","361,893","23.76","23.76","2,420"
"2009","Males","Arizona","695","3,153,246","22.04","22.41","14,117"
"2009","Males","Arkansas","404","1,421,830","28.41","28.67","9,616"
"2009","Males","California","2,758","18,378,154","15.01","14.84","71,196"
"2009","Males","Colorado","496","2,491,485","19.91","20.26","10,861"
"2009","Males","Connecticut","151","1,733,028","8.71","8.89","3,824"
"2009","Males","Delaware","67","431,935","15.51","15.94","1,854"
"2009","Males","District of Columbia","103","280,400","36.73","30.62","3,874"
"2009","Males","Florida","1,934","9,118,355","21.21","20.45","41,301"
"2009","Males","Georgia","1,026","4,703,090","21.82","22.69","24,407"
"2009","Males","Hawaii","41","673,642","6.09","6.00","705"
"2009","Males","Idaho","167","779,041","21.44","22.06","3,189"
"2009","Males","Illinois","955","6,276,055","15.22","15.09","27,993"
"2009","Males","Indiana","648","3,177,848","20.39","20.52","15,093"
"2009","Males","Iowa","175","1,500,131","11.67","11.58","3,328"
"2009","Males","Kansas","262","1,404,565","18.65","18.94","6,348"
"2009","Males","Kentucky","454","2,123,938","21.38","21.52","9,677"
"2009","Males","Louisiana","693","2,196,449","31.55","31.59","19,886"
"2009","Males","Maine","104","650,896","15.98","15.12","1,669"
"2009","Males","Maryland","521","2,770,387","18.81","18.94","14,297"
"2009","Males","Massachusetts","184","3,151,754","5.84","5.74","4,913"
"2009","Males","Michigan","973","4,857,253","20.03","20.19","23,850"
"2009","Males","Minnesota","303","2,621,245","11.56","11.36","6,437"
"2009","Males","Mississippi","415","1,436,774","28.88","29.81","10,015"
"2009","Males","Missouri","703","2,919,067","24.08","24.08","17,447"
"2009","Males","Montana","146","493,860","29.56","28.27","2,866"
"2009","Males","Nebraska","116","899,064","12.90","13.18","2,562"
"2009","Males","Nevada","347","1,357,047","25.57","25.96","7,098"
"2009","Males","New Hampshire","74","649,227","11.40","10.80","1,510"
"2009","Males","New Jersey","374","4,262,096","8.78","8.75","10,296"
"2009","Males","New Mexico","260","1,005,564","25.86","25.71","6,118"
"2009","Males","New York","863","9,340,446","9.24","8.97","23,202"
"2009","Males","North Carolina","931","4,603,065","20.23","20.33","21,235"
"2009","Males","North Dakota","53","335,294","15.81","15.34","1,407"
"2009","Males","Ohio","848","5,626,878","15.07","15.01","19,989"
"2009","Males","Oklahoma","447","1,839,538","24.30","24.43","10,593"
"2009","Males","Oregon","350","1,885,391","18.56","17.77","6,187"
"2009","Males","Pennsylvania","1,162","6,169,834","18.83","18.48","27,210"
"2009","Males","Rhode Island","52","508,882","10.22","9.93","1,186"
"2009","Males","South Carolina","527","2,232,842","23.60","23.25","12,910"
"2009","Males","South Dakota","70","403,869","17.33","17.40","1,731"
"2009","Males","Tennessee","841","3,074,250","27.36","27.36","18,996"
"2009","Males","Texas","2,268","12,301,611","18.44","19.11","55,212"
"2009","Males","Utah","220","1,367,912","16.08","17.80","5,096"
"2009","Males","Vermont","53","307,689","17.23","16.40","861"
"2009","Males","Virginia","715","3,888,042","18.39","18.18","16,936"
"2009","Males","Washington","522","3,323,506","15.71","15.73","10,425"
"2009","Males","West Virginia","213","910,341","23.40","23.01","4,406"
"2009","Males","Wisconsin","389","2,813,161","13.83","13.62","8,335"
"2009","Males","Wyoming","83","285,805","29.04","30.81","1,890"
"2009","Females","Alabama","151","2,448,159","6.17","6.20","3,433"
"2009","Females","Alaska","18**","337,002","5.34**","5.21**","499"
"2009","Females","Arizona","161","3,189,908","5.05","5.12","3,792"
"2009","Females","Arkansas","61","1,475,013","4.14","4.07","1,435"
"2009","Females","California","336","18,583,075","1.81","1.75","8,035"
"2009","Females","Colorado","87","2,480,710","3.51","3.40","1,870"
"2009","Females","Connecticut","22","1,828,779","1.20","1.20","526"
"2009","Females","Delaware","--","459,795","--","--","--"
"2009","Females","District of Columbia","--","311,828","--","--","--"
"2009","Females","Florida","390","9,534,289","4.09","3.98","8,223"
"2009","Females","Georgia","221","4,917,756","4.49","4.45","4,616"
"2009","Females","Hawaii","--","673,075","--","--","--"
"2009","Females","Idaho","29","775,398","3.74","4.07","573"
"2009","Females","Illinois","103","6,520,723","1.58","1.57","2,671"
"2009","Females","Indiana","87","3,281,477","2.65","2.65","2,026"
"2009","Females","Iowa","18**","1,532,739","1.17**","1.21**","365"
"2009","Females","Kansas","41","1,428,139","2.87","2.83","1,020"
"2009","Females","Kentucky","106","2,193,136","4.83","4.77","2,317"
"2009","Females","Louisiana","117","2,295,199","5.10","5.18","2,955"
"2009","Females","Maine","18**","678,694","2.65**","2.59**","350"
"2009","Females","Maryland","65","2,960,001","2.20","2.15","1,621"
"2009","Females","Massachusetts","23","3,365,859","0.68","0.68","754"
"2009","Females","Michigan","122","5,044,338","2.42","2.51","3,259"
"2009","Females","Minnesota","33","2,659,958","1.24","1.22","652"
"2009","Females","Mississippi","72","1,522,000","4.73","4.82","1,608"
"2009","Females","Missouri","119","3,042,021","3.91","4.02","3,243"
"2009","Females","Montana","20**","490,122","4.08**","3.97**","317"
"2009","Females","Nebraska","16**","913,619","1.75**","1.66**","372"
"2009","Females","Nevada","59","1,327,618","4.44","4.39","1,060"
"2009","Females","New Hampshire","15**","666,875","2.25**","2.13**","308"
"2009","Females","New Jersey","37","4,493,506","0.82","0.82","896"
"2009","Females","New Mexico","39","1,031,238","3.78","3.72","911"
"2009","Females","New York","95","9,966,620","0.95","0.92","2,274"
"2009","Females","North Carolina","181","4,846,501","3.74","3.63","3,910"
"2009","Females","North Dakota","--","329,674","--","--","--"
"2009","Females","Ohio","143","5,902,018","2.42","2.44","3,535"
"2009","Females","Oklahoma","86","1,878,034","4.58","4.52","1,830"
"2009","Females","Oregon","67","1,923,209","3.48","3.41","1,346"
"2009","Females","Pennsylvania","187","6,497,024","2.88","2.84","4,065"
"2009","Females","Rhode Island","--","544,764","--","--","--"
"2009","Females","South Carolina","107","2,357,030","4.54","4.53","2,433"
"2009","Females","South Dakota","--","403,198","--","--","--"
"2009","Females","Tennessee","125","3,231,769","3.87","3.86","3,018"
"2009","Females","Texas","423","12,500,150","3.38","3.37","10,265"
"2009","Females","Utah","40","1,355,509","2.95","3.34","1,101"
"2009","Females","Vermont","--","317,128","--","--","--"
"2009","Females","Virginia","121","4,037,895","3.00","2.93","2,800"
"2009","Females","Washington","101","3,343,920","3.02","2.97","2,409"
"2009","Females","West Virginia","38","937,434","4.05","3.92","807"
"2009","Females","Wisconsin","68","2,856,103","2.38","2.46","1,587"
"2009","Females","Wyoming","13**","274,046","4.74**","4.60**","280"
"2008","Males","Alabama","682","2,287,949","29.81","29.99","17,708"
"2008","Males","Alaska","125","357,956","34.92","36.05","3,211"
"2008","Males","Arizona","755","3,125,084","24.16","24.28","17,881"
"2008","Males","Arkansas","373","1,410,334","26.45","26.86","8,436"
"2008","Males","California","2,813","18,207,365","15.45","15.39","73,268"
"2008","Males","Colorado","451","2,450,670","18.40","18.80","9,558"
"2008","Males","Connecticut","179","1,724,830","10.38","10.32","4,657"
"2008","Males","Delaware","90","428,393","21.01","20.99","2,436"
"2008","Males","District of Columbia","128","273,971","46.72","39.29","4,480"
"2008","Males","Florida","1,981","9,062,026","21.86","21.07","44,652"
"2008","Males","Georgia","956","4,647,859","20.57","21.23","24,025"
"2008","Males","Hawaii","34","666,900","5.10","5.06","686"
"2008","Males","Idaho","152","769,528","19.75","20.42","2,952"
"2008","Males","Illinois","1,010","6,253,501","16.15","15.92","29,064"
"2008","Males","Indiana","609","3,160,843","19.27","19.62","13,982"
"2008","Males","Iowa","197","1,491,195","13.21","13.00","4,294"
"2008","Males","Kansas","247","1,392,513","17.74","17.60","5,721"
"2008","Males","Kentucky","492","2,106,346","23.36","23.72","10,184"
"2008","Males","Louisiana","696","2,165,956","32.13","32.10","19,988"
"2008","Males","Maine","107","651,096","16.43","15.52","1,832"
"2008","Males","Maryland","590","2,749,177","21.46","21.46","16,931"
"2008","Males","Massachusetts","208","3,128,237","6.65","6.48","5,561"
"2008","Males","Michigan","979","4,880,990","20.06","20.31","24,961"
"2008","Males","Minnesota","331","2,604,346","12.71","12.68","7,607"
"2008","Males","Mississippi","478","1,430,851","33.41","33.98","12,138"
"2008","Males","Missouri","701","2,899,079","24.18","24.23","18,134"
"2008","Males","Montana","124","489,938","25.31","25.40","2,843"
"2008","Males","Nebraska","136","890,564","15.27","15.12","3,439"
"2008","Males","Nevada","343","1,343,029","25.54","26.01","7,232"
"2008","Males","New Hampshire","79","649,330","12.17","12.00","1,200"
"2008","Males","New Jersey","380","4,241,189","8.96","9.01","10,473"
"2008","Males","New Mexico","250","992,084","25.20","25.49","6,050"
"2008","Males","New York","884","9,293,595","9.51","9.34","24,131"
"2008","Males","North Carolina","961","4,538,073","21.18","21.24","23,097"
"2008","Males","North Dakota","55","331,438","16.59","15.39","1,148"
"2008","Males","Ohio","990","5,618,797","17.62","17.77","24,377"
"2008","Males","Oklahoma","436","1,814,205","24.03","24.14","9,959"
"2008","Males","Oregon","336","1,865,213","18.01","17.35","6,333"
"2008","Males","Pennsylvania","1,208","6,138,990","19.68","19.44","29,476"
"2008","Males","Rhode Island","41","509,591","8.05","7.74","946"
"2008","Males","South Carolina","537","2,203,949","24.37","23.89","12,877"
"2008","Males","South Dakota","70","398,888","17.55","17.64","1,637"
"2008","Males","Tennessee","821","3,044,296","26.97","26.78","18,849"
"2008","Males","Texas","2,186","12,059,103","18.13","18.77","54,484"
"2008","Males","Utah","207","1,337,398","15.48","17.04","4,882"
"2008","Males","Vermont","49","307,429","15.94","14.93","930"
"2008","Males","Virginia","704","3,844,513","18.31","18.28","16,671"
"2008","Males","Washington","519","3,269,069","15.88","15.84","11,165"
"2008","Males","West Virginia","195","905,399","21.54","21.47","3,809"
"2008","Males","Wisconsin","380","2,798,728","13.58","13.39","8,334"
"2008","Males","Wyoming","81","278,061","29.13","29.49","1,539"
"2008","Females","Alabama","138","2,430,257","5.68","5.59","3,132"
"2008","Females","Alaska","17**","329,324","5.16**","5.11**","538"
"2008","Females","Arizona","152","3,155,278","4.82","4.75","3,236"
"2008","Females","Arkansas","71","1,464,220","4.85","5.09","1,701"
"2008","Females","California","358","18,396,972","1.95","1.92","8,458"
"2008","Females","Colorado","62","2,439,060","2.54","2.43","1,403"
"2008","Females","Connecticut","21","1,820,749","1.15","1.11","463"
"2008","Females","Delaware","--","455,481","--","--","--"
"2008","Females","District of Columbia","--","306,265","--","--","--"
"2008","Females","Florida","353","9,465,279","3.73","3.77","8,002"
"2008","Females","Georgia","221","4,856,984","4.55","4.51","5,482"
"2008","Females","Hawaii","--","665,313","--","--","--"
"2008","Females","Idaho","23","764,792","3.01","3.00","434"
"2008","Females","Illinois","95","6,493,537","1.46","1.49","2,536"
"2008","Females","Indiana","114","3,263,963","3.49","3.55","3,098"
"2008","Females","Iowa","27","1,525,539","1.77","1.80","617"
"2008","Females","Kansas","30","1,415,563","2.12","2.13","814"
"2008","Females","Kentucky","84","2,183,532","3.85","3.88","1,830"
"2008","Females","Louisiana","126","2,269,630","5.55","5.39","3,334"
"2008","Females","Maine","15**","679,413","2.21**","2.12**","269"
"2008","Females","Maryland","75","2,935,788","2.56","2.53","2,027"
"2008","Females","Massachusetts","16**","3,340,730","0.48**","0.45**","436"
"2008","Females","Michigan","102","5,065,899","2.01","2.07","2,627"
"2008","Females","Minnesota","40","2,642,672","1.51","1.54","969"
"2008","Females","Mississippi","90","1,516,955","5.93","5.96","2,281"
"2008","Females","Missouri","117","3,024,837","3.87","3.82","2,720"
"2008","Females","Montana","31","486,477","6.37","6.48","835"
"2008","Females","Nebraska","14**","905,814","1.55**","1.51**","401"
"2008","Females","Nevada","61","1,310,601","4.65","4.51","1,221"
"2008","Females","New Hampshire","14**","666,576","2.10**","2.23**","380"
"2008","Females","New Jersey","49","4,469,901","1.10","1.10","1,248"
"2008","Females","New Mexico","44","1,018,578","4.32","4.32","903"
"2008","Females","New York","79","9,918,841","0.80","0.78","2,078"
"2008","Females","North Carolina","199","4,771,376","4.17","4.17","4,845"
"2008","Females","North Dakota","--","326,131","--","--","--"
"2008","Females","Ohio","125","5,896,594","2.12","2.10","2,879"
"2008","Females","Oklahoma","77","1,854,771","4.15","4.29","1,850"
"2008","Females","Oregon","49","1,903,535","2.57","2.68","1,103"
"2008","Females","Pennsylvania","137","6,473,295","2.12","2.10","3,152"
"2008","Females","Rhode Island","--","545,412","--","--","--"
"2008","Females","South Carolina","78","2,325,047","3.36","3.26","1,626"
"2008","Females","South Dakota","13**","400,236","3.25**","3.42**","330"
"2008","Females","Tennessee","164","3,203,115","5.12","5.04","3,523"
"2008","Females","Texas","412","12,249,936","3.36","3.39","9,759"
"2008","Females","Utah","31","1,325,631","2.34","2.47","921"
"2008","Females","Vermont","--","316,722","--","--","--"
"2008","Females","Virginia","113","3,988,983","2.83","2.71","2,709"
"2008","Females","Washington","68","3,293,162","2.07","2.01","1,475"
"2008","Females","West Virginia","44","934,911","4.71","4.70","953"
"2008","Females","Wisconsin","63","2,842,268","2.22","2.19","1,276"
"2008","Females","Wyoming","12**","267,982","4.48**","4.67**","228"
"2007","Males","Alabama","669","2,265,565","29.53","29.56","17,353"
"2007","Males","Alaska","109","353,023","30.88","33.63","2,797"
"2007","Males","Arizona","838","3,070,683","27.29","27.22","21,938"
"2007","Males","Arkansas","357","1,397,292","25.55","25.85","8,509"
"2007","Males","California","2,883","18,035,385","15.99","15.83","79,124"
"2007","Males","Colorado","440","2,407,435","18.28","18.70","9,560"
"2007","Males","Connecticut","130","1,715,653","7.58","7.50","2,991"
"2007","Males","Delaware","66","422,351","15.63","15.38","1,553"
"2007","Males","District of Columbia","132","271,455","48.63","41.20","4,790"
"2007","Males","Florida","1,933","8,989,255","21.50","20.92","44,136"
"2007","Males","Georgia","1,061","4,572,416","23.20","24.01","27,019"
"2007","Males","Hawaii","33","658,490","5.01","4.63","563"
"2007","Males","Idaho","169","754,978","22.39","23.10","3,933"
"2007","Males","Illinois","930","6,228,289","14.93","14.79","27,308"
"2007","Males","Indiana","560","3,138,145","17.85","18.04","13,945"
"2007","Males","Iowa","145","1,481,189","9.79","9.51","2,705"
"2007","Males","Kansas","260","1,378,080","18.87","18.81","6,265"
"2007","Males","Kentucky","514","2,092,462","24.56","24.47","11,408"
"2007","Males","Louisiana","741","2,136,456","34.68","34.40","21,822"
"2007","Males","Maine","95","649,243","14.63","13.91","1,683"
"2007","Males","Maryland","610","2,733,299","22.32","22.44","19,025"
"2007","Males","Massachusetts","211","3,109,906","6.79","6.58","5,948"
"2007","Males","Michigan","967","4,910,249","19.69","20.00","24,906"
"2007","Males","Minnesota","307","2,584,652","11.88","11.82","7,066"
"2007","Males","Mississippi","448","1,421,279","31.52","31.88","11,598"
"2007","Males","Missouri","653","2,880,119","22.67","22.78","15,308"
"2007","Males","Montana","121","483,767","25.01","24.30","2,128"
"2007","Males","Nebraska","119","883,334","13.47","13.44","3,084"
"2007","Males","Nevada","343","1,317,020","26.04","26.27","7,825"
"2007","Males","New Hampshire","68","647,553","10.50","10.17","954"
"2007","Males","New Jersey","404","4,222,737","9.57","9.75","11,799"
"2007","Males","New Mexico","252","982,148","25.66","26.04","6,250"
"2007","Males","New York","894","9,250,825","9.66","9.50","24,085"
"2007","Males","North Carolina","939","4,440,724","21.15","21.30","23,298"
"2007","Males","North Dakota","54","328,756","16.43","15.67","1,167"
"2007","Males","Ohio","977","5,609,503","17.42","17.42","24,298"
"2007","Males","Oklahoma","399","1,797,174","22.20","22.72","9,215"
"2007","Males","Oregon","328","1,843,070","17.80","17.60","5,899"
"2007","Males","Pennsylvania","1,198","6,111,850","19.60","19.50","30,960"
"2007","Males","Rhode Island","35","510,456","6.86","6.64","843"
"2007","Males","South Carolina","495","2,163,318","22.88","22.79","12,633"
"2007","Males","South Dakota","46","394,973","11.65","10.85","930"
"2007","Males","Tennessee","768","3,013,447","25.49","25.79","18,209"
"2007","Males","Texas","2,193","11,821,411","18.55","19.16","56,545"
"2007","Males","Utah","215","1,305,074","16.47","18.44","5,014"
"2007","Males","Vermont","45","306,943","14.66","14.49","890"
"2007","Males","Virginia","693","3,803,034","18.22","18.24","16,157"
"2007","Males","Washington","483","3,213,787","15.03","15.35","9,834"
"2007","Males","West Virginia","233","901,369","25.85","25.31","4,778"
"2007","Males","Wisconsin","417","2,782,993","14.98","14.76","10,148"
"2007","Males","Wyoming","67","272,100","24.62","25.93","1,608"
"2007","Females","Alabama","143","2,407,275","5.94","5.95","3,384"
"2007","Females","Alaska","11**","327,100","3.36**","3.23**","297"
"2007","Females","Arizona","113","3,096,998","3.65","3.72","2,854"
"2007","Females","Arkansas","69","1,451,358","4.75","5.03","1,663"
"2007","Females","California","385","18,214,926","2.11","2.09","9,623"
"2007","Females","Colorado","65","2,396,433","2.71","2.62","1,374"
"2007","Females","Connecticut","19**","1,811,617","1.05**","1.04**","460"
