"Year","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2019","Males","Alaska","148","382,813","38.66","38.80","4,012"
"2019","Males","Arizona","955","3,622,802","26.36","25.35","20,066"
"2019","Males","Arkansas","487","1,482,909","32.84","32.67","11,690"
"2019","Males","California","2,597","19,608,525","13.24","12.97","58,925"
"2019","Males","Colorado","711","2,900,876","24.51","23.89","16,225"
"2019","Males","Connecticut","175","1,739,032","10.06","10.07","3,716"
"2019","Males","Delaware","81","472,097","17.16","17.64","1,982"
"2019","Males","District of Columbia","132","335,860","39.30","35.53","4,796"
"2019","Males","Florida","2,428","10,504,982","23.11","21.74","49,731"
"2019","Males","Georgia","1,418","5,165,685","27.45","27.33","35,256"
"2019","Males","Hawaii","56","709,196","7.90","8.16","1,303"
"2019","Males","Idaho","214","897,065","23.86","23.80","4,015"
"2019","Males","Illinois","1,209","6,223,897","19.43","19.34","33,661"
"2019","Males","Indiana","833","3,319,439","25.10","24.75","20,303"
"2019","Males","Iowa","260","1,572,960","16.53","15.97","5,614"
"2019","Males","Kansas","353","1,450,555","24.34","23.98","8,492"
"2019","Males","Kentucky","574","2,203,309","26.05","25.39","12,291"
"2019","Males","Louisiana","861","2,272,316","37.89","38.19","23,037"
"2019","Males","Maine","147","659,096","22.30","20.90","2,762"
"2019","Males","Maryland","693","2,932,474","23.63","23.57","19,128"
"2019","Males","Massachusetts","218","3,346,503","6.51","6.16","5,202"
"2019","Males","Michigan","1,060","4,918,052","21.55","21.20","24,554"
"2019","Males","Minnesota","410","2,809,390","14.59","14.37","9,680"
"2019","Males","Mississippi","593","1,443,640","41.08","41.62","15,623"
"2019","Males","Missouri","1,054","3,012,629","34.99","34.98","26,244"
"2019","Males","Montana","169","538,637","31.38","30.72","3,364"
"2019","Males","Nebraska","183","964,970","18.96","18.26","3,801"
"2019","Males","Nevada","414","1,549,505","26.72","25.83","8,347"
"2019","Males","New Hampshire","134","673,969","19.88","18.19","2,498"
"2019","Males","New Jersey","332","4,345,560","7.64","7.62","8,164"
"2019","Males","New Mexico","398","1,038,980","38.31","37.78","9,513"
"2019","Males","New York","731","9,451,066","7.74","7.36","16,432"
"2019","Males","North Carolina","1,197","5,107,629","23.44","23.05","29,032"
"2019","Males","North Dakota","79","391,046","20.20","20.36","1,610"
"2019","Males","Ohio","1,364","5,733,873","23.79","23.46","31,555"
"2019","Males","Oklahoma","625","1,961,516","31.86","31.84","14,241"
"2019","Males","Oregon","480","2,090,110","22.97","21.55","8,957"
"2019","Males","Pennsylvania","1,361","6,272,394","21.70","20.86","30,167"
"2019","Males","Rhode Island","38","514,961","7.38","7.61","654"
"2019","Males","South Carolina","855","2,497,998","34.23","34.40","21,965"
"2019","Males","South Dakota","105","447,574","23.46","23.61","2,556"
"2019","Males","Tennessee","1,048","3,331,896","31.45","31.21","23,959"
"2019","Males","Texas","3,110","14,394,891","21.61","21.74","77,213"
"2019","Males","Utah","339","1,613,538","21.01","21.96","8,801"
"2019","Males","Vermont","62","308,308","20.11","17.57","1,105"
"2019","Males","Virginia","862","4,210,784","20.47","19.94","19,912"
"2019","Males","Washington","721","3,811,478","18.92","18.62","14,529"
"2019","Males","West Virginia","244","889,160","27.44","27.01","5,105"
"2019","Males","Wisconsin","517","2,898,849","17.84","17.22","10,652"
"2019","Males","Wyoming","113","295,710","38.21","38.11","2,253"
"2019","Females","Alabama","183","2,536,133","7.22","7.47","4,296"
"2019","Females","Alaska","31","350,790","8.84","8.61","819"
"2019","Females","Arizona","181","3,669,041","4.93","4.89","3,851"
"2019","Females","Arkansas","93","1,538,076","6.05","6.34","2,225"
"2019","Females","California","348","19,829,085","1.76","1.69","7,579"
"2019","Females","Colorado","135","2,857,610","4.72","4.50","3,081"
"2019","Females","Connecticut","15**","1,826,990","0.82**","0.83**","391"
"2019","Females","Delaware","12**","504,571","2.38**","2.61**","259"
"2019","Females","District of Columbia","--","372,393","--","--","--"
"2019","Females","Florida","444","10,987,074","4.04","3.96","9,020"
"2019","Females","Georgia","277","5,462,335","5.07","5.08","6,546"
"2019","Females","Hawaii","--","706,419","--","--","--"
"2019","Females","Idaho","41","891,995","4.60","4.71","899"
"2019","Females","Illinois","158","6,443,120","2.45","2.50","4,094"
"2019","Females","Indiana","125","3,411,571","3.66","3.75","3,054"
"2019","Females","Iowa","34","1,586,636","2.14","2.39","899"
"2019","Females","Kansas","50","1,462,080","3.42","3.68","1,295"
"2019","Females","Kentucky","108","2,269,036","4.76","4.90","2,700"
"2019","Females","Louisiana","152","2,385,969","6.37","6.60","3,624"
"2019","Females","Maine","16**","686,674","2.33**","2.44**","326"
"2019","Females","Maryland","64","3,122,480","2.05","2.10","1,701"
"2019","Females","Massachusetts","29","3,548,380","0.82","0.79","727"
"2019","Females","Michigan","160","5,066,743","3.16","3.22","4,317"
"2019","Females","Minnesota","55","2,830,663","1.94","1.86","902"
"2019","Females","Mississippi","117","1,534,587","7.62","7.88","2,892"
"2019","Females","Missouri","198","3,127,846","6.33","6.57","5,282"
"2019","Females","Montana","40","531,486","7.53","7.17","836"
"2019","Females","Nebraska","22","967,601","2.27","2.31","410"
"2019","Females","Nevada","76","1,541,266","4.93","4.77","1,443"
"2019","Females","New Hampshire","22","686,814","3.20","3.15","430"
"2019","Females","New Jersey","36","4,545,698","0.79","0.79","877"
"2019","Females","New Mexico","73","1,060,654","6.88","6.95","1,671"
"2019","Females","New York","73","10,012,065","0.73","0.70","1,771"
"2019","Females","North Carolina","200","5,393,755","3.71","3.62","4,689"
"2019","Females","North Dakota","14**","372,678","3.76**","4.22**","414"
"2019","Females","Ohio","214","5,962,634","3.59","3.63","5,106"
"2019","Females","Oklahoma","112","1,999,160","5.60","5.70","2,369"
"2019","Females","Oregon","86","2,126,006","4.05","3.93","1,463"
"2019","Females","Pennsylvania","180","6,526,489","2.76","2.89","4,188"
"2019","Females","Rhode Island","10**","543,197","1.84**","1.83**","237"
"2019","Females","South Carolina","157","2,659,704","5.90","5.94","3,450"
"2019","Females","South Dakota","--","439,553","--","--","--"
"2019","Females","Tennessee","222","3,498,429","6.35","6.27","4,796"
"2019","Females","Texas","573","14,591,903","3.93","3.87","12,677"
"2019","Females","Utah","55","1,589,845","3.46","3.72","1,401"
"2019","Females","Vermont","--","315,738","--","--","--"
"2019","Females","Virginia","163","4,345,858","3.75","3.71","3,592"
"2019","Females","Washington","121","3,802,546","3.18","3.01","2,265"
"2019","Females","West Virginia","56","906,103","6.18","6.43","1,212"
"2019","Females","Wisconsin","87","2,925,732","2.97","3.02","1,825"
"2019","Females","Wyoming","20**","284,406","7.03**","6.36**","406"
"2018","Males","Alabama","890","2,365,445","37.63","37.47","21,991"
"2018","Males","Alaska","127","384,304","33.05","32.60","3,313"
"2018","Males","Arizona","993","3,560,169","27.89","26.56","20,375"
"2018","Males","Arkansas","479","1,479,090","32.39","31.99","10,898"
"2018","Males","California","2,675","19,607,822","13.64","13.43","60,104"
"2018","Males","Colorado","762","2,868,175","26.57","25.88","17,607"
"2018","Males","Connecticut","165","1,743,201","9.47","9.00","3,134"
"2018","Males","Delaware","91","467,559","19.46","19.97","2,522"
"2018","Males","District of Columbia","114","334,326","34.10","30.69","4,038"
"2018","Males","Florida","2,475","10,391,264","23.82","22.27","48,518"
"2018","Males","Georgia","1,390","5,115,616","27.17","27.16","34,099"
"2018","Males","Hawaii","49","713,382","6.87","6.75","790"
"2018","Males","Idaho","243","878,348","27.67","27.55","5,180"
"2018","Males","Illinois","1,221","6,252,095","19.53","19.37","33,575"
"2018","Males","Indiana","805","3,303,131","24.37","24.40","19,991"
"2018","Males","Iowa","253","1,567,300","16.14","15.64","5,150"
"2018","Males","Kansas","364","1,451,427","25.08","25.01","8,946"
"2018","Males","Kentucky","647","2,198,928","29.42","29.17","13,953"
"2018","Males","Louisiana","841","2,276,587","36.94","37.04","22,192"
"2018","Males","Maine","141","656,203","21.49","18.83","2,124"
"2018","Males","Maryland","625","2,927,093","21.35","21.21","16,324"
"2018","Males","Massachusetts","236","3,341,301","7.06","6.62","5,074"
"2018","Males","Michigan","1,121","4,918,489","22.79","22.41","25,723"
"2018","Males","Minnesota","408","2,793,439","14.61","14.58","9,690"
"2018","Males","Mississippi","559","1,446,874","38.64","38.68","14,560"
"2018","Males","Missouri","1,089","3,006,980","36.22","36.01","26,561"
"2018","Males","Montana","158","534,397","29.57","28.64","3,009"
"2018","Males","Nebraska","162","960,937","16.86","16.08","3,085"
"2018","Males","Nevada","451","1,520,265","29.67","29.29","9,741"
"2018","Males","New Hampshire","134","671,576","19.95","18.61","2,288"
"2018","Males","New Jersey","382","4,344,196","8.79","8.83","9,572"
"2018","Males","New Mexico","372","1,036,336","35.90","35.45","8,646"
"2018","Males","New York","731","9,490,554","7.70","7.43","17,290"
"2018","Males","North Carolina","1,191","5,055,337","23.56","23.04","27,646"
"2018","Males","North Dakota","75","389,111","19.28","18.45","1,839"
"2018","Males","Ohio","1,328","5,724,669","23.20","22.88","30,219"
"2018","Males","Oklahoma","556","1,953,313","28.46","28.39","11,999"
"2018","Males","Oregon","440","2,074,151","21.21","20.42","8,511"
"2018","Males","Pennsylvania","1,443","6,276,611","22.99","22.22","32,806"
"2018","Males","Rhode Island","33","515,433","6.40","5.94","775"
"2018","Males","South Carolina","754","2,468,034","30.55","30.20","18,889"
"2018","Males","South Dakota","103","443,549","23.22","23.55","2,656"
"2018","Males","Tennessee","1,022","3,307,310","30.90","30.58","24,692"
"2018","Males","Texas","2,970","14,215,238","20.89","21.07","71,426"
"2018","Males","Utah","343","1,588,994","21.59","22.51","8,964"
"2018","Males","Vermont","69","308,449","22.37","21.10","1,294"
"2018","Males","Virginia","869","4,187,848","20.75","20.19","20,350"
"2018","Males","Washington","689","3,766,014","18.30","17.80","14,476"
"2018","Males","West Virginia","280","893,934","31.32","29.61","5,108"
"2018","Males","Wisconsin","540","2,890,585","18.68","18.18","11,559"
"2018","Males","Wyoming","97","295,124","32.87","31.76","2,121"
"2018","Females","Alabama","174","2,526,183","6.89","7.04","4,194"
"2018","Females","Alaska","28","352,320","7.95","8.07","873"
"2018","Females","Arizona","154","3,604,059","4.27","4.25","3,305"
"2018","Females","Arkansas","94","1,533,071","6.13","6.54","2,373"
"2018","Females","California","365","19,829,641","1.84","1.77","8,419"
"2018","Females","Colorado","127","2,828,980","4.49","4.37","2,957"
"2018","Females","Connecticut","21","1,831,360","1.15","1.04","360"
"2018","Females","Delaware","16**","499,426","3.20**","3.52**","478"
"2018","Females","District of Columbia","11**","369,821","2.97**","3.35**","363"
"2018","Females","Florida","427","10,863,662","3.93","3.84","8,850"
"2018","Females","Georgia","290","5,403,773","5.37","5.19","6,730"
"2018","Females","Hawaii","10**","709,720","1.41**","1.35**","181"
"2018","Females","Idaho","51","873,726","5.84","5.82","1,031"
"2018","Females","Illinois","161","6,472,590","2.49","2.50","4,382"
"2018","Females","Indiana","172","3,395,350","5.07","5.27","4,270"
"2018","Females","Iowa","29","1,582,600","1.83","1.84","617"
"2018","Females","Kansas","60","1,461,321","4.11","4.25","1,426"
"2018","Females","Kentucky","115","2,265,345","5.08","5.15","2,373"
"2018","Females","Louisiana","150","2,387,863","6.28","6.43","3,685"
"2018","Females","Maine","18**","683,920","2.63**","2.39**","292"
"2018","Females","Maryland","82","3,115,060","2.63","2.61","2,062"
"2018","Females","Massachusetts","22","3,544,419","0.62","0.58","427"
"2018","Females","Michigan","189","5,068,797","3.73","3.64","4,259"
"2018","Females","Minnesota","29","2,815,323","1.03","1.08","690"
"2018","Females","Mississippi","122","1,536,005","7.94","7.92","2,723"
"2018","Females","Missouri","222","3,119,006","7.12","7.25","5,434"
"2018","Females","Montana","28","527,421","5.31","5.85","741"
"2018","Females","Nebraska","21","964,575","2.18","2.18","390"
"2018","Females","Nevada","99","1,510,460","6.55","6.53","2,038"
"2018","Females","New Hampshire","21","683,488","3.07","3.10","381"
"2018","Females","New Jersey","38","4,547,534","0.84","0.85","900"
"2018","Females","New Mexico","66","1,057,418","6.24","6.31","1,523"
"2018","Females","New York","90","10,053,544","0.90","0.88","2,117"
"2018","Females","North Carolina","225","5,336,021","4.22","4.10","4,884"
"2018","Females","North Dakota","14**","370,951","3.77**","3.77**","401"
"2018","Females","Ohio","227","5,956,223","3.81","3.79","5,529"
"2018","Females","Oklahoma","109","1,990,175","5.48","5.46","2,413"
"2018","Females","Oregon","79","2,109,387","3.75","3.37","1,526"
"2018","Females","Pennsylvania","211","6,532,496","3.23","3.16","4,733"
"2018","Females","Rhode Island","--","543,905","--","--","--"
"2018","Females","South Carolina","141","2,623,668","5.37","5.52","3,384"
"2018","Females","South Dakota","14**","435,837","3.21**","3.47**","415"
"2018","Females","Tennessee","206","3,470,870","5.94","5.78","4,845"
"2018","Females","Texas","552","14,409,326","3.83","3.82","13,227"
"2018","Females","Utah","54","1,566,159","3.45","3.75","1,219"
"2018","Females","Vermont","13**","316,353","4.11**","4.45**","286"
"2018","Females","Virginia","166","4,323,072","3.84","3.73","3,814"
"2018","Females","Washington","120","3,760,779","3.19","3.10","2,738"
"2018","Females","West Virginia","63","912,019","6.91","6.99","1,226"
"2018","Females","Wisconsin","58","2,918,734","1.99","2.19","1,725"
"2018","Females","Wyoming","27","283,930","9.51","9.93","511"
"2017","Males","Alabama","939","2,360,503","39.78","39.62","22,307"
"2017","Males","Alaska","151","386,986","39.02","39.39","4,187"
"2017","Males","Arizona","952","3,502,772","27.18","26.44","20,184"
"2017","Males","Arkansas","502","1,475,907","34.01","33.92","11,182"
"2017","Males","California","2,806","19,553,823","14.35","14.09","66,039"
"2017","Males","Colorado","670","2,827,772","23.69","22.98","15,093"
"2017","Males","Connecticut","167","1,743,821","9.58","9.40","3,855"
"2017","Males","Delaware","98","463,336","21.15","21.37","2,743"
"2017","Males","District of Columbia","91","330,743","27.51","24.29","3,107"
"2017","Males","Florida","2,299","10,256,426","22.42","21.12","47,618"
"2017","Males","Georgia","1,356","5,067,956","26.76","26.65","34,918"
"2017","Males","Hawaii","34","715,536","4.75","4.18","588"
"2017","Males","Idaho","243","861,715","28.20","28.50","5,092"
"2017","Males","Illinois","1,387","6,278,554","22.09","21.95","40,728"
"2017","Males","Indiana","874","3,283,972","26.61","26.44","21,604"
"2017","Males","Iowa","269","1,563,872","17.20","16.72","5,812"
"2017","Males","Kansas","395","1,450,416","27.23","26.95","9,325"
"2017","Males","Kentucky","615","2,195,279","28.02","27.67","14,067"
"2017","Males","Louisiana","850","2,283,039","37.23","37.30","23,520"
"2017","Males","Maine","149","654,184","22.78","20.87","2,324"
"2017","Males","Maryland","678","2,921,435","23.21","23.08","18,649"
"2017","Males","Massachusetts","238","3,330,954","7.15","6.94","6,100"
"2017","Males","Michigan","999","4,912,208","20.34","19.87","23,220"
"2017","Males","Minnesota","417","2,772,763","15.04","14.83","9,073"
"2017","Males","Mississippi","537","1,451,002","37.01","37.74","13,545"
"2017","Males","Missouri","1,122","3,000,001","37.40","37.35","28,413"
"2017","Males","Montana","200","530,462","37.70","36.82","3,579"
"2017","Males","Nebraska","142","956,576","14.85","14.90","3,012"
"2017","Males","Nevada","411","1,491,237","27.56","27.44","9,375"
"2017","Males","New Hampshire","127","668,725","18.99","17.84","2,594"
"2017","Males","New Jersey","410","4,340,610","9.45","9.51","10,513"
"2017","Males","New Mexico","339","1,036,090","32.72","32.25","7,710"
"2017","Males","New York","706","9,513,043","7.42","7.18","16,478"
"2017","Males","North Carolina","1,223","5,000,946","24.46","24.28","27,937"
"2017","Males","North Dakota","91","387,723","23.47","22.22","2,283"
"2017","Males","Ohio","1,374","5,716,631","24.04","24.13","33,892"
"2017","Males","Oklahoma","551","1,948,690","28.28","28.02","13,574"
"2017","Males","Oregon","445","2,055,809","21.65","20.67","8,093"
"2017","Males","Pennsylvania","1,406","6,266,172","22.44","21.80","32,965"
"2017","Males","Rhode Island","42","513,670","8.18","7.82","895"
"2017","Males","South Carolina","743","2,438,728","30.47","30.14","17,880"
"2017","Males","South Dakota","93","440,841","21.10","21.36","1,977"
"2017","Males","Tennessee","1,047","3,276,742","31.95","31.79","24,843"
"2017","Males","Texas","2,941","14,052,998","20.93","21.09","71,792"
"2017","Males","Utah","342","1,562,978","21.88","23.61","8,274"
"2017","Males","Vermont","57","308,694","18.47","19.20","1,161"
"2017","Males","Virginia","867","4,168,480","20.80","20.16","20,724"
"2017","Males","Washington","732","3,715,398","19.70","19.31","15,557"
"2017","Males","West Virginia","288","900,185","31.99","31.08","5,153"
"2017","Males","Wisconsin","546","2,881,163","18.95","18.49","12,446"
"2017","Males","Wyoming","101","295,879","34.14","33.24","1,929"
"2017","Females","Alabama","185","2,517,486","7.35","7.33","4,242"
"2017","Females","Alaska","29","353,997","8.19","8.31","736"
"2017","Females","Arizona","182","3,545,316","5.13","5.01","3,891"
"2017","Females","Arkansas","111","1,527,948","7.27","7.35","2,417"
"2017","Females","California","378","19,783,962","1.91","1.86","8,362"
"2017","Females","Colorado","109","2,789,649","3.91","3.81","2,677"
"2017","Females","Connecticut","21","1,831,503","1.15","1.16","548"
"2017","Females","Delaware","13**","494,606","2.63**","2.27**","255"
"2017","Females","District of Columbia","--","366,336","--","--","--"
"2017","Females","Florida","425","10,720,663","3.96","3.88","9,067"
"2017","Females","Georgia","267","5,349,075","4.99","4.92","6,072"
"2017","Females","Hawaii","--","710,227","--","--","--"
"2017","Females","Idaho","37","858,030","4.31","4.52","766"
"2017","Females","Illinois","156","6,501,339","2.40","2.45","4,458"
"2017","Females","Indiana","142","3,378,096","4.20","4.41","3,919"
"2017","Females","Iowa","24","1,579,862","1.52","1.54","528"
"2017","Females","Kansas","71","1,460,476","4.86","4.96","1,885"
"2017","Females","Kentucky","115","2,260,311","5.09","5.14","2,549"
"2017","Females","Louisiana","158","2,390,634","6.61","6.67","3,830"
"2017","Females","Maine","23","681,559","3.38","3.13","399"
"2017","Females","Maryland","64","3,106,751","2.06","2.11","1,865"
"2017","Females","Massachusetts","24","3,532,606","0.68","0.65","596"
"2017","Females","Michigan","139","5,064,544","2.75","2.78","3,252"
"2017","Females","Minnesota","48","2,796,520","1.72","1.80","1,190"
"2017","Females","Mississippi","95","1,539,672","6.17","6.32","2,269"
"2017","Females","Missouri","185","3,111,381","5.95","5.81","4,489"
"2017","Females","Montana","44","523,400","8.41","8.69","953"
"2017","Females","Nebraska","18**","960,422","1.87**","1.91**","558"
"2017","Females","Nevada","97","1,480,860","6.55","6.40","2,014"
"2017","Females","New Hampshire","19**","681,670","2.79**","2.94**","313"
"2017","Females","New Jersey","68","4,547,537","1.50","1.54","1,633"
"2017","Females","New Mexico","55","1,056,754","5.21","4.98","1,194"
"2017","Females","New York","66","10,080,806","0.66","0.62","1,475"
"2017","Females","North Carolina","207","5,274,812","3.92","3.83","4,442"
"2017","Females","North Dakota","12**","369,032","3.25**","3.48**","361"
"2017","Females","Ohio","215","5,949,075","3.61","3.70","5,147"
"2017","Females","Oklahoma","130","1,984,912","6.55","6.60","3,005"
"2017","Females","Oregon","83","2,091,485","3.97","3.86","1,474"
"2017","Females","Pennsylvania","230","6,528,507","3.52","3.53","5,160"
"2017","Females","Rhode Island","--","542,884","--","--","--"
"2017","Females","South Carolina","150","2,588,374","5.80","5.70","3,245"
"2017","Females","South Dakota","--","432,891","--","--","--"
"2017","Females","Tennessee","199","3,438,006","5.79","5.86","4,778"
"2017","Females","Texas","572","14,238,026","4.02","4.00","14,058"
"2017","Females","Utah","68","1,540,562","4.41","4.71","1,769"
"2017","Females","Vermont","13**","316,438","4.11**","4.83**","348"
"2017","Females","Virginia","174","4,302,531","4.04","3.92","3,873"
"2017","Females","Washington","117","3,712,553","3.15","3.05","2,262"
"2017","Females","West Virginia","60","918,498","6.53","6.50","1,140"
"2017","Females","Wisconsin","78","2,911,984","2.68","2.71","1,810"
"2017","Females","Wyoming","12**","284,115","4.22**","3.93**","229"
"2016","Males","Alabama","865","2,357,211","36.70","36.72","21,265"
"2016","Males","Alaska","142","388,632","36.54","34.53","4,331"
"2016","Males","Arizona","907","3,452,321","26.27","25.36","17,877"
"2016","Males","Arkansas","439","1,469,966","29.87","29.42","9,391"
"2016","Males","California","2,821","19,453,155","14.50","14.21","68,694"
"2016","Males","Colorado","686","2,788,777","24.60","24.20","15,426"
"2016","Males","Connecticut","157","1,745,932","8.99","8.54","3,283"
"2016","Males","Delaware","97","459,497","21.11","20.13","2,120"
"2016","Males","District of Columbia","101","326,511","30.93","25.94","3,465"
"2016","Males","Florida","2,245","10,087,052","22.26","21.21","47,890"
"2016","Males","Georgia","1,329","5,017,995","26.49","26.13","34,275"
"2016","Males","Hawaii","53","718,175","7.38","6.91","1,244"
"2016","Males","Idaho","203","843,658","24.06","24.41","3,996"
"2016","Males","Illinois","1,354","6,297,836","21.50","21.27","39,728"
"2016","Males","Indiana","851","3,271,847","26.01","25.84","20,568"
"2016","Males","Iowa","257","1,558,017","16.50","16.42","5,726"
"2016","Males","Kansas","333","1,451,334","22.94","23.21","7,989"
"2016","Males","Kentucky","633","2,187,199","28.94","29.32","14,094"
"2016","Males","Louisiana","825","2,289,335","36.04","36.28","22,209"
"2016","Males","Maine","112","652,321","17.17","15.28","2,036"
"2016","Males","Maryland","636","2,911,529","21.84","21.85","18,043"
"2016","Males","Massachusetts","228","3,312,204","6.88","6.64","5,413"
"2016","Males","Michigan","1,068","4,898,650","21.80","21.53","25,794"
"2016","Males","Minnesota","376","2,750,016","13.67","13.35","8,019"
"2016","Males","Mississippi","483","1,450,463","33.30","33.66","12,891"
"2016","Males","Missouri","964","2,989,883","32.24","32.31","24,612"
"2016","Males","Montana","163","524,720","31.06","31.19","3,546"
"2016","Males","Nebraska","153","950,744","16.09","16.34","3,877"
"2016","Males","Nevada","418","1,465,784","28.52","28.69","8,926"
"2016","Males","New Hampshire","116","665,369","17.43","16.52","2,114"
"2016","Males","New Jersey","440","4,331,875","10.16","10.24","11,865"
"2016","Males","New Mexico","312","1,036,039","30.12","29.60","6,887"
"2016","Males","New York","811","9,531,434","8.51","8.26","19,111"
"2016","Males","North Carolina","1,154","4,946,760","23.33","23.07","27,412"
"2016","Males","North Dakota","76","388,106","19.58","19.79","1,730"
"2016","Males","Ohio","1,304","5,702,499","22.87","22.49","30,517"
"2016","Males","Oklahoma","653","1,946,039","33.56","33.67","14,950"
"2016","Males","Oregon","436","2,028,093","21.50","20.53","7,949"
"2016","Males","Pennsylvania","1,368","6,261,453","21.85","21.25","32,472"
"2016","Males","Rhode Island","43","514,154","8.36","7.44","767"
"2016","Males","South Carolina","740","2,409,206","30.72","30.27","17,106"
"2016","Males","South Dakota","91","435,481","20.90","22.38","2,231"
"2016","Males","Tennessee","964","3,244,464","29.71","29.40","22,474"
"2016","Males","Texas","2,780","13,865,227","20.05","20.39","68,834"
"2016","Males","Utah","316","1,532,337","20.62","22.42","7,449"
"2016","Males","Vermont","73","308,324","23.68","21.36","1,237"
"2016","Males","Virginia","886","4,141,183","21.40","20.83","20,264"
"2016","Males","Washington","588","3,649,869","16.11","15.57","12,254"
"2016","Males","West Virginia","279","906,410","30.78","29.53","5,462"
"2016","Males","Wisconsin","580","2,871,655","20.20","20.04","13,798"
"2016","Males","Wyoming","85","298,952","28.43","29.40","1,565"
"2016","Females","Alabama","181","2,509,613","7.21","7.17","3,875"
"2016","Females","Alaska","35","353,943","9.89","9.85","1,059"
"2016","Females","Arizona","187","3,492,446","5.35","5.31","4,223"
"2016","Females","Arkansas","102","1,521,849","6.70","6.73","2,286"
"2016","Females","California","363","19,696,031","1.84","1.78","8,314"
"2016","Females","Colorado","126","2,755,067","4.57","4.51","2,923"
"2016","Females","Connecticut","15**","1,833,898","0.82**","0.80**","339"
"2016","Females","Delaware","14**","490,492","2.85**","2.62**","348"
"2016","Females","District of Columbia","--","361,065","--","--","--"
"2016","Females","Florida","459","10,540,185","4.36","4.27","9,337"
"2016","Females","Georgia","242","5,290,447","4.57","4.47","5,702"
"2016","Females","Hawaii","13**","710,710","1.83**","1.95**","306"
"2016","Females","Idaho","39","840,378","4.64","4.91","839"
"2016","Females","Illinois","136","6,523,873","2.09","2.17","3,981"
"2016","Females","Indiana","146","3,366,051","4.34","4.42","3,495"
"2016","Females","Iowa","31","1,575,193","1.97","2.16","843"
"2016","Females","Kansas","50","1,461,643","3.42","3.62","1,263"
"2016","Females","Kentucky","139","2,253,107","6.17","6.31","3,296"
"2016","Females","Louisiana","162","2,392,011","6.77","6.78","4,213"
"2016","Females","Maine","11**","680,027","1.62**","1.55**","169"
"2016","Females","Maryland","71","3,095,485","2.29","2.40","1,783"
"2016","Females","Massachusetts","14**","3,515,076","0.40**","0.41**","377"
"2016","Females","Michigan","162","5,055,467","3.20","3.17","3,726"
"2016","Females","Minnesota","56","2,775,344","2.02","2.06","1,446"
"2016","Females","Mississippi","104","1,540,132","6.75","6.96","2,472"
"2016","Females","Missouri","180","3,101,501","5.80","5.85","4,338"
"2016","Females","Montana","31","517,417","5.99","6.61","656"
"2016","Females","Nebraska","18**","955,739","1.88**","1.94**","425"
"2016","Females","Nevada","80","1,453,771","5.50","5.23","1,481"
"2016","Females","New Hampshire","16**","678,325","2.36**","2.30**","335"
"2016","Females","New Jersey","45","4,541,709","0.99","1.04","1,285"
"2016","Females","New Mexico","71","1,056,516","6.72","6.78","1,618"
"2016","Females","New York","89","10,104,957","0.88","0.89","2,357"
"2016","Females","North Carolina","255","5,215,042","4.89","4.74","5,515"
"2016","Females","North Dakota","14**","368,008","3.80**","3.77**","339"
"2016","Females","Ohio","220","5,937,561","3.71","3.72","5,294"
"2016","Females","Oklahoma","113","1,982,104","5.70","5.92","2,568"
"2016","Females","Oregon","77","2,065,178","3.73","3.54","1,348"
"2016","Females","Pennsylvania","187","6,527,015","2.87","2.91","4,309"
"2016","Females","Rhode Island","--","543,662","--","--","--"
"2016","Females","South Carolina","151","2,553,825","5.91","5.86","3,450"
"2016","Females","South Dakota","17**","428,212","3.97**","4.49**","376"
"2016","Females","Tennessee","184","3,406,813","5.40","5.41","4,222"
"2016","Females","Texas","573","14,048,837","4.08","4.10","14,166"
"2016","Females","Utah","54","1,511,904","3.57","3.66","1,335"
"2016","Females","Vermont","--","316,042","--","--","--"
"2016","Females","Virginia","163","4,276,468","3.81","3.69","3,667"
"2016","Females","Washington","98","3,650,092","2.69","2.52","2,042"
"2016","Females","West Virginia","53","926,025","5.72","5.74","1,065"
"2016","Females","Wisconsin","84","2,903,515","2.89","2.97","2,202"
"2016","Females","Wyoming","16**","286,291","5.59**","5.51**","211"
"2015","Males","Alabama","787","2,352,806","33.45","33.53","18,494"
"2015","Males","Alaska","140","386,716","36.20","34.66","3,954"
"2015","Males","Arizona","802","3,397,442","23.61","23.02","16,360"
"2015","Males","Arkansas","420","1,463,916","28.69","27.98","9,015"
"2015","Males","California","2,757","19,328,315","14.26","14.00","66,099"
"2015","Males","Colorado","601","2,741,296","21.92","21.65","13,219"
"2015","Males","Connecticut","167","1,750,359","9.54","9.63","3,850"
"2015","Males","Delaware","96","456,021","21.05","21.42","2,796"
"2015","Males","District of Columbia","111","321,166","34.56","29.18","3,845"
"2015","Males","Florida","2,186","9,888,249","22.11","20.86","45,621"
"2015","Males","Georgia","1,195","4,960,439","24.09","24.27","30,148"
"2015","Males","Hawaii","53","715,211","7.41","6.87","966"
"2015","Males","Idaho","211","827,894","25.49","25.54","4,302"
"2015","Males","Illinois","1,105","6,314,089","17.50","17.29","31,678"
"2015","Males","Indiana","723","3,258,237","22.19","22.14","17,543"
"2015","Males","Iowa","207","1,552,076","13.34","12.93","4,567"
"2015","Males","Kansas","280","1,450,195","19.31","19.44","6,230"
"2015","Males","Kentucky","583","2,182,265","26.72","26.02","12,298"
