"Year","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2006","Hispanic","New Hampshire","0**","32,338","0.00**","0.00**","--"
"2006","Hispanic","New Jersey","44","1,381,040","3.19","2.80","1,514"
"2006","Hispanic","New Mexico","99","874,649","11.32","10.77","3,541"
"2006","Hispanic","New York","134","3,162,942","4.24","3.72","4,811"
"2006","Hispanic","North Carolina","57","625,096","9.12","8.60","2,045"
"2006","Hispanic","North Dakota","0**","11,299","0.00**","0.00**","--"
"2006","Hispanic","Ohio","20**","300,578","6.65**","5.76**","706"
"2006","Hispanic","Oklahoma","28","268,175","10.44","8.91","1,072"
"2006","Hispanic","Oregon","27","381,519","7.08","6.56","964"
"2006","Hispanic","Pennsylvania","60","583,240","10.29","8.93","2,190"
"2006","Hispanic","Rhode Island","--","117,657","--","--","--"
"2006","Hispanic","South Carolina","17**","175,689","9.68**","9.29**","574"
"2006","Hispanic","South Dakota","--","18,608","--","--","--"
"2006","Hispanic","Tennessee","30","223,916","13.40","14.22","973"
"2006","Hispanic","Texas","604","8,308,008","7.27","7.09","20,202"
"2006","Hispanic","Utah","10**","287,418","3.48**","3.12**","335"
"2006","Hispanic","Vermont","0**","8,137","0.00**","0.00**","--"
"2006","Hispanic","Virginia","23","516,096","4.46","3.99","763"
"2006","Hispanic","Washington","27","618,798","4.36","4.54","872"
"2006","Hispanic","West Virginia","--","19,028","--","--","--"
"2006","Hispanic","Wisconsin","10**","280,661","3.56**","3.36**","367"
"2006","Hispanic","Wyoming","--","40,433","--","--","--"
"2006","Unknown","Alaska","--","--","--","--","--"
"2006","Unknown","Arizona","--","--","--","--","--"
"2006","Unknown","California","--","--","--","--","--"
"2006","Unknown","Delaware","--","--","--","--","--"
"2006","Unknown","District of Columbia","--","--","--","--","--"
"2006","Unknown","Florida","--","--","--","--","--"
"2006","Unknown","Georgia","--","--","--","--","--"
"2006","Unknown","Illinois","18**","--","0.00**","0.00**","631"
"2006","Unknown","Kansas","--","--","--","--","--"
"2006","Unknown","Louisiana","10**","--","0.00**","0.00**","223"
"2006","Unknown","Missouri","--","--","--","--","--"
"2006","Unknown","Nevada","--","--","--","--","--"
"2006","Unknown","New Hampshire","--","--","--","--","--"
"2006","Unknown","New Mexico","--","--","--","--","--"
"2006","Unknown","New York","--","--","--","--","--"
"2006","Unknown","North Carolina","--","--","--","--","--"
"2006","Unknown","North Dakota","--","--","--","--","--"
"2006","Unknown","Ohio","--","--","--","--","--"
"2006","Unknown","Pennsylvania","--","--","--","--","--"
"2006","Unknown","Tennessee","--","--","--","--","--"
"2006","Unknown","Texas","25","--","0.00","0.00","635"
"2006","Unknown","Virginia","--","--","--","--","--"
"2006","Unknown","Washington","--","--","--","--","--"
"2005","Non-Hispanic","Alabama","719","4,444,983","16.18","16.06","17,437"
"2005","Non-Hispanic","Alaska","113","632,392","17.87","17.95","3,241"
"2005","Non-Hispanic","Arizona","604","4,220,738","14.31","13.69","12,556"
"2005","Non-Hispanic","Arkansas","424","2,643,949","16.04","15.83","10,449"
"2005","Non-Hispanic","California","2,267","23,208,112","9.77","9.39","53,340"
"2005","Non-Hispanic","Colorado","443","3,739,469","11.85","11.48","9,269"
"2005","Non-Hispanic","Connecticut","162","3,110,633","5.21","5.19","3,749"
"2005","Non-Hispanic","Delaware","72","789,775","9.12","9.02","1,866"
"2005","Non-Hispanic","District of Columbia","152","518,552","29.31","25.66","5,557"
"2005","Non-Hispanic","Florida","1,657","14,317,971","11.57","11.20","35,560"
"2005","Non-Hispanic","Georgia","1,003","8,278,963","12.12","12.18","23,608"
"2005","Non-Hispanic","Hawaii","23","1,188,072","1.94","1.87","521"
"2005","Non-Hispanic","Idaho","185","1,292,896","14.31","14.31","3,852"
"2005","Non-Hispanic","Illinois","883","10,817,754","8.16","8.11","23,502"
"2005","Non-Hispanic","Indiana","680","5,975,259","11.38","11.21","16,625"
"2005","Non-Hispanic","Iowa","196","2,848,038","6.88","6.77","4,352"
"2005","Non-Hispanic","Kansas","242","2,504,648","9.66","9.44","5,208"
"2005","Non-Hispanic","Kentucky","537","4,087,504","13.14","12.95","12,102"
"2005","Non-Hispanic","Louisiana","825","4,427,827","18.63","18.30","24,619"
"2005","Non-Hispanic","Maine","109","1,304,480","8.36","7.77","1,657"
"2005","Non-Hispanic","Maryland","637","5,241,630","12.15","12.42","19,083"
"2005","Non-Hispanic","Massachusetts","204","5,881,303","3.47","3.37","4,887"
"2005","Non-Hispanic","Michigan","1,032","9,658,452","10.69","10.76","26,241"
"2005","Non-Hispanic","Minnesota","352","4,918,136","7.16","7.01","8,543"
"2005","Non-Hispanic","Mississippi","454","2,845,360","15.96","16.29","11,221"
"2005","Non-Hispanic","Missouri","733","5,624,330","13.03","12.91","18,075"
"2005","Non-Hispanic","Montana","160","915,949","17.47","17.13","3,468"
"2005","Non-Hispanic","Nebraska","132","1,630,030","8.10","8.03","3,394"
"2005","Non-Hispanic","Nevada","324","1,861,616","17.40","16.67","6,714"
"2005","Non-Hispanic","New Hampshire","87","1,268,063","6.86","6.65","1,428"
"2005","Non-Hispanic","New Jersey","400","7,308,642","5.47","5.82","11,683"
"2005","Non-Hispanic","New Mexico","163","1,078,248","15.12","14.30","3,105"
"2005","Non-Hispanic","New York","899","16,007,210","5.62","5.52","23,778"
"2005","Non-Hispanic","North Carolina","1,061","8,128,515","13.05","12.90","25,352"
"2005","Non-Hispanic","North Dakota","54","635,292","8.50","7.95","1,362"
"2005","Non-Hispanic","Ohio","1,088","11,177,132","9.73","9.62","26,043"
"2005","Non-Hispanic","Oklahoma","437","3,297,394","13.25","13.13","10,098"
"2005","Non-Hispanic","Oregon","386","3,251,579","11.87","11.10","7,077"
"2005","Non-Hispanic","Pennsylvania","1,288","11,904,941","10.82","10.68","31,763"
"2005","Non-Hispanic","Rhode Island","33","953,679","3.46","3.38","885"
"2005","Non-Hispanic","South Carolina","566","4,111,676","13.77","13.74","13,991"
"2005","Non-Hispanic","South Dakota","80","757,944","10.56","10.14","1,876"
"2005","Non-Hispanic","Tennessee","949","5,787,037","16.40","16.07","21,624"
"2005","Non-Hispanic","Texas","1,870","14,767,376","12.66","12.40","43,470"
"2005","Non-Hispanic","Utah","207","2,188,250","9.46","10.01","4,900"
"2005","Non-Hispanic","Vermont","44","613,461","7.17","6.87","838"
"2005","Non-Hispanic","Virginia","854","7,094,409","12.04","11.79","21,067"
"2005","Non-Hispanic","Washington","527","5,674,041","9.29","8.84","11,374"
"2005","Non-Hispanic","West Virginia","260","1,802,919","14.42","13.80","5,310"
"2005","Non-Hispanic","Wisconsin","457","5,280,645","8.65","8.55","11,509"
"2005","Non-Hispanic","Wyoming","69","475,579","14.51","13.89","1,371"
"2005","Hispanic","Alabama","17**","124,822","13.62**","13.18**","568"
"2005","Hispanic","Alaska","--","34,443","--","--","--"
"2005","Hispanic","Arizona","323","1,618,339","19.96","18.47","11,594"
"2005","Hispanic","Arkansas","15**","137,148","10.94**","7.61**","617"
"2005","Hispanic","California","1,181","12,619,831","9.36","8.31","43,534"
"2005","Hispanic","Colorado","92","892,419","10.31","9.45","3,262"
"2005","Hispanic","Connecticut","25","396,323","6.31","6.56","765"
"2005","Hispanic","Delaware","--","55,375","--","--","--"
"2005","Hispanic","District of Columbia","--","48,584","--","--","--"
"2005","Hispanic","Florida","173","3,524,067","4.91","4.89","4,484"
"2005","Hispanic","Georgia","58","646,959","8.97","6.88","2,125"
"2005","Hispanic","Hawaii","--","104,657","--","--","--"
"2005","Hispanic","Idaho","10**","135,345","7.39**","5.86**","389"
"2005","Hispanic","Illinois","115","1,792,149","6.42","6.16","4,284"
"2005","Hispanic","Indiana","24","303,357","7.91","7.71","877"
"2005","Hispanic","Iowa","--","116,416","--","--","--"
"2005","Hispanic","Kansas","--","240,651","--","--","--"
"2005","Hispanic","Kentucky","10**","95,238","10.50**","7.13**","382"
"2005","Hispanic","Louisiana","12**","148,801","8.06**","6.82**","312"
"2005","Hispanic","Maine","0**","14,307","0.00**","0.00**","--"
"2005","Hispanic","Maryland","20**","350,749","5.70**","3.99**","829"
"2005","Hispanic","Massachusetts","20**","521,987","3.83**","2.80**","826"
"2005","Hispanic","Michigan","42","392,685","10.70","10.52","1,478"
"2005","Hispanic","Minnesota","--","201,462","--","--","--"
"2005","Hispanic","Mississippi","--","60,583","--","--","--"
"2005","Hispanic","Missouri","17**","165,970","10.24**","11.12**","551"
"2005","Hispanic","Montana","--","24,153","--","--","--"
"2005","Hispanic","Nebraska","--","131,467","--","--","--"
"2005","Hispanic","Nevada","58","570,527","10.17","10.58","2,034"
"2005","Hispanic","New Hampshire","--","30,429","--","--","--"
"2005","Hispanic","New Jersey","34","1,343,332","2.53","2.28","1,091"
"2005","Hispanic","New Mexico","104","854,026","12.18","12.33","3,143"
"2005","Hispanic","New York","117","3,125,400","3.74","3.48","3,833"
"2005","Hispanic","North Carolina","56","576,892","9.71","7.22","2,084"
"2005","Hispanic","North Dakota","--","10,797","--","--","--"
"2005","Hispanic","Ohio","23","286,188","8.04","8.69","709"
"2005","Hispanic","Oklahoma","30","251,203","11.94","9.38","1,142"
"2005","Hispanic","Oregon","12**","361,623","3.32**","3.11**","442"
"2005","Hispanic","Pennsylvania","64","545,049","11.74","11.09","2,234"
"2005","Hispanic","Rhode Island","--","114,237","--","--","--"
"2005","Hispanic","South Carolina","22","158,474","13.88","11.16","801"
"2005","Hispanic","South Dakota","--","17,549","--","--","--"
"2005","Hispanic","Tennessee","25","204,020","12.25","9.79","900"
"2005","Hispanic","Texas","614","8,010,747","7.67","7.55","20,524"
"2005","Hispanic","Utah","20**","269,469","7.42**","7.26**","667"
"2005","Hispanic","Vermont","0**","7,754","0.00**","0.00**","--"
"2005","Hispanic","Virginia","26","482,696","5.39","4.08","935"
"2005","Hispanic","Washington","40","583,264","6.86","5.85","1,514"
"2005","Hispanic","West Virginia","--","17,573","--","--","--"
"2005","Hispanic","Wisconsin","17**","265,521","6.40**","4.90**","647"
"2005","Hispanic","Wyoming","--","38,578","--","--","--"
"2005","Unknown","Alaska","--","--","--","--","--"
"2005","Unknown","Arizona","--","--","--","--","--"
"2005","Unknown","California","--","--","--","--","--"
"2005","Unknown","Florida","--","--","--","--","--"
"2005","Unknown","Georgia","--","--","--","--","--"
"2005","Unknown","Hawaii","--","--","--","--","--"
"2005","Unknown","Illinois","21","--","0.00","0.00","695"
"2005","Unknown","Indiana","--","--","--","--","--"
"2005","Unknown","Kansas","--","--","--","--","--"
"2005","Unknown","Kentucky","--","--","--","--","--"
"2005","Unknown","Louisiana","21","--","0.00","0.00","560"
"2005","Unknown","Missouri","--","--","--","--","--"
"2005","Unknown","Nevada","--","--","--","--","--"
"2005","Unknown","New York","--","--","--","--","--"
"2005","Unknown","North Carolina","--","--","--","--","--"
"2005","Unknown","North Dakota","--","--","--","--","--"
"2005","Unknown","Ohio","--","--","--","--","--"
"2005","Unknown","Oklahoma","--","--","--","--","--"
"2005","Unknown","Oregon","--","--","--","--","--"
"2005","Unknown","South Carolina","--","--","--","--","--"
"2005","Unknown","Tennessee","--","--","--","--","--"
"2005","Unknown","Texas","--","--","--","--","--"
"2005","Unknown","Virginia","--","--","--","--","--"
"2004","Non-Hispanic","Alabama","668","4,417,445","15.12","14.91","15,657"
"2004","Non-Hispanic","Alaska","114","626,274","18.20","17.96","3,346"
"2004","Non-Hispanic","Arizona","628","4,111,398","15.28","14.70","13,090"
"2004","Non-Hispanic","Arkansas","398","2,624,583","15.16","14.94","8,374"
"2004","Non-Hispanic","California","2,237","23,239,009","9.63","9.28","52,439"
"2004","Non-Hispanic","Colorado","465","3,710,269","12.53","11.99","9,810"
"2004","Non-Hispanic","Connecticut","156","3,113,182","5.01","5.06","3,729"
"2004","Non-Hispanic","Delaware","73","779,529","9.37","9.07","1,828"
"2004","Non-Hispanic","District of Columbia","143","519,511","27.53","25.05","5,390"
"2004","Non-Hispanic","Florida","1,704","14,084,049","12.10","11.73","36,104"
"2004","Non-Hispanic","Georgia","1,010","8,166,678","12.37","12.39","24,748"
"2004","Non-Hispanic","Hawaii","37","1,172,183","3.16","2.96","652"
"2004","Non-Hispanic","Idaho","166","1,264,494","13.13","13.15","3,211"
"2004","Non-Hispanic","Illinois","827","10,842,501","7.63","7.55","22,733"
"2004","Non-Hispanic","Indiana","613","5,949,791","10.30","10.26","15,109"
"2004","Non-Hispanic","Iowa","186","2,843,863","6.54","6.35","4,165"
"2004","Non-Hispanic","Kansas","274","2,504,249","10.94","10.90","6,609"
"2004","Non-Hispanic","Kentucky","542","4,058,894","13.35","13.07","12,236"
"2004","Non-Hispanic","Louisiana","895","4,412,500","20.28","20.04","26,095"
"2004","Non-Hispanic","Maine","107","1,300,224","8.23","7.88","2,236"
"2004","Non-Hispanic","Maryland","635","5,224,040","12.16","12.39","18,649"
"2004","Non-Hispanic","Massachusetts","179","5,905,992","3.03","2.99","4,843"
"2004","Non-Hispanic","Michigan","1,012","9,674,165","10.46","10.54","26,821"
"2004","Non-Hispanic","Minnesota","353","4,897,419","7.21","7.10","9,070"
"2004","Non-Hispanic","Mississippi","465","2,833,276","16.41","16.58","11,841"
"2004","Non-Hispanic","Missouri","653","5,591,693","11.68","11.57","15,756"
"2004","Non-Hispanic","Montana","123","907,243","13.56","13.08","2,677"
"2004","Non-Hispanic","Nebraska","115","1,624,703","7.08","6.95","2,671"
"2004","Non-Hispanic","Nevada","303","1,814,559","16.70","15.92","5,580"
"2004","Non-Hispanic","New Hampshire","69","1,261,341","5.47","5.10","1,193"
"2004","Non-Hispanic","New Jersey","405","7,329,810","5.53","5.77","11,046"
"2004","Non-Hispanic","New Mexico","172","1,069,086","16.09","15.36","3,499"
"2004","Non-Hispanic","New York","811","16,079,274","5.04","4.99","21,798"
"2004","Non-Hispanic","North Carolina","1,014","8,018,788","12.65","12.52","24,860"
"2004","Non-Hispanic","North Dakota","49","634,346","7.72","7.45","1,374"
"2004","Non-Hispanic","Ohio","1,009","11,180,453","9.03","8.93","23,794"
"2004","Non-Hispanic","Oklahoma","437","3,289,101","13.29","13.07","9,421"
"2004","Non-Hispanic","Oregon","362","3,225,786","11.22","10.47","6,720"
"2004","Non-Hispanic","Pennsylvania","1,220","11,900,369","10.25","10.22","30,594"
"2004","Non-Hispanic","Rhode Island","36","963,563","3.74","3.52","976"
"2004","Non-Hispanic","South Carolina","562","4,066,815","13.82","13.72","13,599"
"2004","Non-Hispanic","South Dakota","76","754,025","10.08","10.03","2,024"
"2004","Non-Hispanic","Tennessee","853","5,726,854","14.90","14.72","20,155"
"2004","Non-Hispanic","Texas","1,753","14,644,028","11.97","11.74","39,044"
"2004","Non-Hispanic","Utah","196","2,146,716","9.13","9.91","4,422"
"2004","Non-Hispanic","Vermont","60","612,576","9.80","9.35","1,043"
"2004","Non-Hispanic","Virginia","790","7,026,274","11.24","11.09","18,846"
"2004","Non-Hispanic","Washington","531","5,625,498","9.44","9.20","10,978"
"2004","Non-Hispanic","West Virginia","252","1,800,237","14.00","13.67","5,344"
"2004","Non-Hispanic","Wisconsin","400","5,263,029","7.60","7.46","9,968"
"2004","Non-Hispanic","Wyoming","51","472,105","10.80","10.83","918"
"2004","Hispanic","Alabama","11**","113,284","9.71**","8.93**","389"
"2004","Hispanic","Alaska","--","32,925","--","--","--"
"2004","Hispanic","Arizona","265","1,541,006","17.20","16.43","9,290"
"2004","Hispanic","Arkansas","--","125,103","--","--","--"
"2004","Hispanic","California","1,077","12,335,567","8.73","7.96","39,933"
"2004","Hispanic","Colorado","88","864,744","10.18","9.64","2,995"
"2004","Hispanic","Connecticut","17**","382,912","4.44**","3.68**","619"
"2004","Hispanic","Delaware","--","51,274","--","--","--"
"2004","Hispanic","District of Columbia","0**","48,243","0.00**","0.00**","--"
"2004","Hispanic","Florida","166","3,331,269","4.98","4.98","4,083"
"2004","Hispanic","Georgia","49","602,574","8.13","7.75","1,659"
"2004","Hispanic","Hawaii","--","101,386","--","--","--"
"2004","Hispanic","Idaho","11**","127,308","8.64**","12.94**","346"
"2004","Hispanic","Illinois","141","1,747,272","8.07","7.31","5,353"
"2004","Hispanic","Indiana","25","283,216","8.83","10.14","805"
"2004","Hispanic","Iowa","--","109,772","--","--","--"
"2004","Hispanic","Kansas","17**","230,124","7.39**","9.23**","582"
"2004","Hispanic","Kentucky","--","87,207","--","--","--"
"2004","Hispanic","Louisiana","--","139,738","--","--","--"
"2004","Hispanic","Maine","--","13,464","--","--","--"
"2004","Hispanic","Maryland","21","322,895","6.50","5.65","716"
"2004","Hispanic","Massachusetts","27","506,289","5.33","4.36","1,018"
"2004","Hispanic","Michigan","36","381,150","9.45","8.96","1,245"
"2004","Hispanic","Minnesota","--","190,294","--","--","--"
"2004","Hispanic","Mississippi","--","55,734","--","--","--"
"2004","Hispanic","Missouri","--","156,048","--","--","--"
"2004","Hispanic","Montana","--","22,766","--","--","--"
"2004","Hispanic","Nebraska","--","124,667","--","--","--"
"2004","Hispanic","Nevada","80","531,663","15.05","15.41","2,747"
"2004","Hispanic","New Hampshire","0**","28,780","0.00**","0.00**","--"
"2004","Hispanic","New Jersey","48","1,304,751","3.68","3.25","1,689"
"2004","Hispanic","New Mexico","116","834,722","13.90","13.71","3,694"
"2004","Hispanic","New York","137","3,092,293","4.43","4.07","4,545"
"2004","Hispanic","North Carolina","40","534,364","7.49","5.72","1,401"
"2004","Hispanic","North Dakota","--","10,359","--","--","--"
"2004","Hispanic","Ohio","24","271,798","8.83","7.53","868"
"2004","Hispanic","Oklahoma","20**","236,132","8.47**","7.38**","719"
"2004","Hispanic","Oregon","23","343,677","6.69","5.54","837"
"2004","Hispanic","Pennsylvania","50","510,353","9.80","7.69","1,973"
"2004","Hispanic","Rhode Island","--","111,016","--","--","--"
"2004","Hispanic","South Carolina","12**","144,106","8.33**","6.30**","398"
"2004","Hispanic","South Dakota","--","16,371","--","--","--"
"2004","Hispanic","Tennessee","16**","183,955","8.70**","7.74**","572"
"2004","Hispanic","Texas","583","7,749,995","7.52","7.42","19,254"
"2004","Hispanic","Utah","29","254,864","11.38","11.15","966"
"2004","Hispanic","Vermont","--","7,344","--","--","--"
"2004","Hispanic","Virginia","20**","449,301","4.45**","4.28**","686"
"2004","Hispanic","Washington","38","553,147","6.87","6.10","1,440"
"2004","Hispanic","West Virginia","0**","16,201","0.00**","0.00**","--"
"2004","Hispanic","Wisconsin","13**","250,997","5.18**","4.18**","493"
"2004","Hispanic","Wyoming","--","37,001","--","--","--"
"2004","Unknown","Alaska","--","--","--","--","--"
"2004","Unknown","Arizona","--","--","--","--","--"
"2004","Unknown","California","--","--","--","--","--"
"2004","Unknown","Florida","20**","--","0.00**","0.00**","319"
"2004","Unknown","Georgia","--","--","--","--","--"
"2004","Unknown","Illinois","26","--","0.00","0.00","815"
"2004","Unknown","Indiana","--","--","--","--","--"
"2004","Unknown","Kansas","--","--","--","--","--"
"2004","Unknown","Louisiana","--","--","--","--","--"
"2004","Unknown","Minnesota","--","--","--","--","--"
"2004","Unknown","Mississippi","--","--","--","--","--"
"2004","Unknown","Missouri","--","--","--","--","--"
"2004","Unknown","Nebraska","--","--","--","--","--"
"2004","Unknown","Nevada","--","--","--","--","--"
"2004","Unknown","New Jersey","--","--","--","--","--"
"2004","Unknown","New Mexico","--","--","--","--","--"
"2004","Unknown","New York","--","--","--","--","--"
"2004","Unknown","North Carolina","--","--","--","--","--"
"2004","Unknown","Ohio","--","--","--","--","--"
"2004","Unknown","Texas","--","--","--","--","--"
"2004","Unknown","Virginia","--","--","--","--","--"
"2004","Unknown","West Virginia","--","--","--","--","--"
"2003","Non-Hispanic","Alabama","755","4,400,019","17.16","16.97","18,295"
"2003","Non-Hispanic","Alaska","115","616,871","18.64","19.34","3,300"
"2003","Non-Hispanic","Arizona","591","4,029,456","14.67","13.93","12,067"
"2003","Non-Hispanic","Arkansas","411","2,609,192","15.75","15.51","9,592"
"2003","Non-Hispanic","California","2,385","23,223,144","10.27","9.93","56,547"
"2003","Non-Hispanic","Colorado","426","3,686,392","11.56","11.28","9,030"
"2003","Non-Hispanic","Connecticut","135","3,115,034","4.33","4.25","2,978"
"2003","Non-Hispanic","Delaware","64","770,404","8.31","8.15","1,593"
"2003","Non-Hispanic","District of Columbia","165","520,922","31.68","28.36","6,025"
"2003","Non-Hispanic","Florida","1,742","13,843,763","12.58","12.18","36,075"
"2003","Non-Hispanic","Georgia","1,096","8,062,660","13.59","13.70","26,510"
"2003","Non-Hispanic","Hawaii","32","1,153,482","2.77","2.65","648"
"2003","Non-Hispanic","Idaho","158","1,242,686","12.71","12.79","3,291"
"2003","Non-Hispanic","Illinois","971","10,854,083","8.95","8.93","27,733"
"2003","Non-Hispanic","Indiana","663","5,930,402","11.18","11.14","17,243"
"2003","Non-Hispanic","Iowa","204","2,838,968","7.19","7.01","4,234"
"2003","Non-Hispanic","Kansas","288","2,502,650","11.51","11.35","6,595"
"2003","Non-Hispanic","Kentucky","552","4,037,154","13.67","13.42","12,412"
"2003","Non-Hispanic","Louisiana","838","4,389,774","19.09","19.02","24,147"
"2003","Non-Hispanic","Maine","81","1,293,993","6.26","5.99","1,558"
"2003","Non-Hispanic","Maryland","633","5,198,704","12.18","12.47","18,773"
"2003","Non-Hispanic","Massachusetts","179","5,931,658","3.02","2.91","4,331"
"2003","Non-Hispanic","Michigan","1,007","9,671,575","10.41","10.49","26,963"
"2003","Non-Hispanic","Minnesota","320","4,873,853","6.57","6.48","8,024"
"2003","Non-Hispanic","Mississippi","473","2,816,495","16.79","16.98","11,262"
"2003","Non-Hispanic","Missouri","646","5,562,542","11.61","11.51","15,383"
"2003","Non-Hispanic","Montana","143","897,816","15.93","15.82","3,196"
"2003","Non-Hispanic","Nebraska","124","1,620,263","7.65","7.52","3,056"
"2003","Non-Hispanic","Nevada","314","1,753,471","17.91","17.62","6,405"
"2003","Non-Hispanic","New Hampshire","86","1,252,815","6.87","6.70","1,720"
"2003","Non-Hispanic","New Jersey","405","7,337,879","5.52","5.74","10,734"
"2003","Non-Hispanic","New Mexico","186","1,060,054","17.55","16.72","3,607"
"2003","Non-Hispanic","New York","886","16,121,534","5.50","5.48","25,202"
"2003","Non-Hispanic","North Carolina","996","7,926,968","12.57","12.39","24,699"
"2003","Non-Hispanic","North Dakota","53","629,103","8.43","8.17","1,364"
"2003","Non-Hispanic","Ohio","916","11,176,179","8.20","8.14","22,369"
"2003","Non-Hispanic","Oklahoma","420","3,281,946","12.80","12.72","10,064"
"2003","Non-Hispanic","Oregon","378","3,218,490","11.75","10.97","6,530"
"2003","Non-Hispanic","Pennsylvania","1,185","11,897,201","9.96","9.88","29,766"
"2003","Non-Hispanic","Rhode Island","29","964,250","3.01","2.89","825"
"2003","Non-Hispanic","South Carolina","575","4,019,131","14.31","14.20","13,763"
"2003","Non-Hispanic","South Dakota","76","748,641","10.15","10.05","1,985"
"2003","Non-Hispanic","Tennessee","817","5,680,811","14.38","14.18","19,718"
"2003","Non-Hispanic","Texas","1,839","14,532,344","12.66","12.41","41,802"
"2003","Non-Hispanic","Utah","198","2,117,090","9.35","10.10","4,735"
"2003","Non-Hispanic","Vermont","48","610,930","7.86","7.65","924"
"2003","Non-Hispanic","Virginia","781","6,948,739","11.24","11.10","20,153"
"2003","Non-Hispanic","Washington","527","5,579,951","9.45","9.17","10,858"
"2003","Non-Hispanic","West Virginia","263","1,797,129","14.63","14.01","5,422"
"2003","Non-Hispanic","Wisconsin","453","5,241,738","8.64","8.53","11,718"
"2003","Non-Hispanic","Wyoming","82","468,029","17.52","17.10","1,692"
"2003","Hispanic","Alabama","10**","103,472","9.66**","6.40**","421"
"2003","Hispanic","Alaska","--","31,455","--","--","--"
"2003","Hispanic","Arizona","254","1,480,908","17.15","15.36","9,015"
"2003","Hispanic","Arkansas","--","115,624","--","--","--"
"2003","Hispanic","California","1,083","12,030,015","9.00","8.28","39,267"
"2003","Hispanic","Colorado","75","842,340","8.90","8.78","2,491"
"2003","Hispanic","Connecticut","18**","369,302","4.87**","4.18**","620"
"2003","Hispanic","Delaware","0**","47,599","0.00**","0.00**","--"
"2003","Hispanic","District of Columbia","--","47,580","--","--","--"
"2003","Hispanic","Florida","185","3,160,322","5.85","5.77","5,046"
"2003","Hispanic","Georgia","75","560,133","13.39","10.70","2,695"
"2003","Hispanic","Hawaii","--","97,672","--","--","--"
"2003","Hispanic","Idaho","--","120,694","--","--","--"
"2003","Hispanic","Illinois","142","1,701,923","8.34","6.92","5,366"
"2003","Hispanic","Indiana","32","266,236","12.02","9.55","1,154"
"2003","Hispanic","Iowa","--","103,031","--","--","--"
"2003","Hispanic","Kansas","14**","220,354","6.35**","6.28**","480"
"2003","Hispanic","Kentucky","--","80,016","--","--","--"
"2003","Hispanic","Louisiana","--","131,268","--","--","--"
"2003","Hispanic","Maine","--","12,520","--","--","--"
"2003","Hispanic","Maryland","15**","297,565","5.04**","5.60**","438"
"2003","Hispanic","Massachusetts","24","490,907","4.89","3.97","924"
"2003","Hispanic","Michigan","18**","369,577","4.87**","5.60**","553"
"2003","Hispanic","Minnesota","10**","179,719","5.56**","7.56**","332"
"2003","Hispanic","Mississippi","--","51,817","--","--","--"
"2003","Hispanic","Missouri","11**","146,861","7.49**","8.66**","323"
"2003","Hispanic","Montana","--","21,814","--","--","--"
"2003","Hispanic","Nebraska","10**","118,380","8.45**","7.76**","357"
"2003","Hispanic","Nevada","56","495,379","11.30","10.23","2,012"
"2003","Hispanic","New Hampshire","--","27,025","--","--","--"
"2003","Hispanic","New Jersey","53","1,263,523","4.20","3.70","1,807"
"2003","Hispanic","New Mexico","139","817,520","17.00","16.79","4,537"
"2003","Hispanic","New York","137","3,054,405","4.49","3.84","4,977"
"2003","Hispanic","North Carolina","58","495,533","11.71","9.09","2,115"
"2003","Hispanic","North Dakota","--","9,714","--","--","--"
"2003","Hispanic","Ohio","14**","258,609","5.41**","4.88**","491"
"2003","Hispanic","Oklahoma","28","222,946","12.56","12.54","986"
"2003","Hispanic","Oregon","17**","328,886","5.17**","7.23**","532"
"2003","Hispanic","Pennsylvania","45","477,457","9.43","8.74","1,640"
"2003","Hispanic","Rhode Island","--","107,092","--","--","--"
"2003","Hispanic","South Carolina","18**","131,166","13.72**","12.76**","602"
"2003","Hispanic","South Dakota","0**","15,088","0.00**","0.00**","--"
"2003","Hispanic","Tennessee","20**","167,001","11.98**","9.34**","752"
"2003","Hispanic","Texas","589","7,498,587","7.86","7.50","20,375"
"2003","Hispanic","Utah","32","243,047","13.17","12.55","1,143"
"2003","Hispanic","Vermont","0**","6,928","0.00**","0.00**","--"
"2003","Hispanic","Virginia","24","418,238","5.74","4.21","970"
"2003","Hispanic","Washington","38","524,164","7.25","7.09","1,404"
"2003","Hispanic","West Virginia","--","15,166","--","--","--"
"2003","Hispanic","Wisconsin","15**","237,465","6.32**","5.85**","556"
"2003","Hispanic","Wyoming","--","35,424","--","--","--"
"2003","Unknown","Arizona","--","--","--","--","--"
"2003","Unknown","Delaware","--","--","--","--","--"
"2003","Unknown","District of Columbia","--","--","--","--","--"
"2003","Unknown","Florida","13**","--","0.00**","0.00**","315"
"2003","Unknown","Georgia","--","--","--","--","--"
"2003","Unknown","Idaho","--","--","--","--","--"
"2003","Unknown","Illinois","33","--","0.00","0.00","1,200"
"2003","Unknown","Indiana","--","--","--","--","--"
"2003","Unknown","Iowa","--","--","--","--","--"
"2003","Unknown","Kansas","--","--","--","--","--"
"2003","Unknown","Kentucky","--","--","--","--","--"
"2003","Unknown","Louisiana","--","--","--","--","--"
"2003","Unknown","Massachusetts","--","--","--","--","--"
"2003","Unknown","Michigan","--","--","--","--","--"
"2003","Unknown","Minnesota","--","--","--","--","--"
"2003","Unknown","Nevada","--","--","--","--","--"
