"Year","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2017","Hispanic","Alaska","12**","53,005","22.64**","23.13**","365"
"2017","Hispanic","Arizona","239","2,207,320","10.83","10.33","8,012"
"2017","Hispanic","Arkansas","16**","225,078","7.11**","6.44**","594"
"2017","Hispanic","California","1,001","15,291,922","6.55","6.30","32,316"
"2017","Hispanic","Colorado","137","1,207,176","11.35","11.26","4,410"
"2017","Hispanic","Connecticut","21","573,050","3.67","3.37","735"
"2017","Hispanic","Delaware","--","88,549","--","--","--"
"2017","Hispanic","District of Columbia","--","76,328","--","--","--"
"2017","Hispanic","Florida","298","5,331,295","5.59","5.50","8,284"
"2017","Hispanic","Georgia","67","988,871","6.78","6.68","2,297"
"2017","Hispanic","Hawaii","--","151,644","--","--","--"
"2017","Hispanic","Idaho","19**","215,992","8.80**","8.88**","617"
"2017","Hispanic","Illinois","164","2,177,135","7.53","6.73","6,015"
"2017","Hispanic","Indiana","29","461,125","6.29","7.19","861"
"2017","Hispanic","Iowa","--","189,243","--","--","--"
"2017","Hispanic","Kansas","37","346,287","10.69","10.50","1,274"
"2017","Hispanic","Kentucky","14**","164,894","8.49**","7.79**","511"
"2017","Hispanic","Louisiana","31","237,810","13.04","13.63","825"
"2017","Hispanic","Maine","0**","22,132","0.00**","0.00**","--"
"2017","Hispanic","Maryland","17**","601,426","2.83**","2.72**","631"
"2017","Hispanic","Massachusetts","39","807,861","4.83","4.47","1,336"
"2017","Hispanic","Michigan","41","509,922","8.04","7.63","1,442"
"2017","Hispanic","Minnesota","14**","300,490","4.66**","4.32**","501"
"2017","Hispanic","Mississippi","--","95,606","--","--","--"
"2017","Hispanic","Missouri","26","255,932","10.16","9.71","871"
"2017","Hispanic","Montana","--","40,827","--","--","--"
"2017","Hispanic","Nebraska","12**","209,886","5.72**","5.81**","404"
"2017","Hispanic","Nevada","75","850,391","8.82","8.27","2,617"
"2017","Hispanic","New Hampshire","0**","50,529","0.00**","0.00**","--"
"2017","Hispanic","New Jersey","53","1,785,444","2.97","2.79","1,737"
"2017","Hispanic","New Mexico","159","1,023,515","15.54","15.79","4,813"
"2017","Hispanic","New York","87","3,709,063","2.35","2.25","3,048"
"2017","Hispanic","North Carolina","54","958,955","5.63","6.07","1,715"
"2017","Hispanic","North Dakota","--","28,701","--","--","--"
"2017","Hispanic","Ohio","19**","445,674","4.26**","4.50**","599"
"2017","Hispanic","Oklahoma","35","420,852","8.32","8.20","1,225"
"2017","Hispanic","Oregon","27","539,292","5.01","5.62","846"
"2017","Hispanic","Pennsylvania","93","938,461","9.91","9.23","3,197"
"2017","Hispanic","Rhode Island","--","163,060","--","--","--"
"2017","Hispanic","South Carolina","23","284,785","8.08","7.68","787"
"2017","Hispanic","South Dakota","0**","35,290","0.00**","0.00**","--"
"2017","Hispanic","Tennessee","33","363,896","9.07","11.51","1,092"
"2017","Hispanic","Texas","761","11,098,277","6.86","6.77","24,370"
"2017","Hispanic","Utah","37","433,750","8.53","8.32","1,255"
"2017","Hispanic","Vermont","--","12,162","--","--","--"
"2017","Hispanic","Virginia","25","790,839","3.16","2.77","971"
"2017","Hispanic","Washington","90","944,711","9.53","9.00","3,259"
"2017","Hispanic","West Virginia","--","29,162","--","--","--"
"2017","Hispanic","Wisconsin","19**","398,244","4.77**","4.34**","697"
"2017","Hispanic","Wyoming","--","58,246","--","--","--"
"2017","Unknown","Arizona","26","--","0.00","0.00","393"
"2017","Unknown","Arkansas","--","--","--","--","--"
"2017","Unknown","California","--","--","--","--","--"
"2017","Unknown","Colorado","--","--","--","--","--"
"2017","Unknown","Florida","10**","--","0.00**","0.00**","232"
"2017","Unknown","Illinois","10**","--","0.00**","0.00**","325"
"2017","Unknown","Louisiana","--","--","--","--","--"
"2017","Unknown","Maryland","--","--","--","--","--"
"2017","Unknown","Massachusetts","--","--","--","--","--"
"2017","Unknown","Michigan","--","--","--","--","--"
"2017","Unknown","Mississippi","--","--","--","--","--"
"2017","Unknown","New Mexico","--","--","--","--","--"
"2017","Unknown","New York","--","--","--","--","--"
"2017","Unknown","North Carolina","--","--","--","--","--"
"2017","Unknown","Oklahoma","--","--","--","--","--"
"2017","Unknown","Oregon","--","--","--","--","--"
"2017","Unknown","Pennsylvania","--","--","--","--","--"
"2017","Unknown","Tennessee","--","--","--","--","--"
"2017","Unknown","Texas","--","--","--","--","--"
"2017","Unknown","Virginia","--","--","--","--","--"
"2017","Unknown","West Virginia","--","--","--","--","--"
"2016","Non-Hispanic","Alabama","1,035","4,663,158","22.20","22.05","24,829"
"2016","Non-Hispanic","Alaska","169","690,740","24.47","23.67","5,094"
"2016","Non-Hispanic","Arizona","859","4,787,616","17.94","16.37","14,824"
"2016","Non-Hispanic","Arkansas","527","2,773,431","19.00","18.47","11,211"
"2016","Non-Hispanic","California","2,223","23,997,187","9.26","8.54","44,600"
"2016","Non-Hispanic","Colorado","695","4,360,955","15.94","15.11","14,701"
"2016","Non-Hispanic","Connecticut","153","3,021,143","5.06","4.71","2,970"
"2016","Non-Hispanic","Delaware","109","864,431","12.61","11.74","2,377"
"2016","Non-Hispanic","District of Columbia","104","613,167","16.96","14.46","3,609"
"2016","Non-Hispanic","Florida","2,367","15,482,254","15.29","14.79","48,334"
"2016","Non-Hispanic","Georgia","1,517","9,345,739","16.23","15.84","38,211"
"2016","Non-Hispanic","Hawaii","54","1,278,924","4.22","3.99","1,114"
"2016","Non-Hispanic","Idaho","228","1,475,237","15.46","15.30","4,488"
"2016","Non-Hispanic","Illinois","1,317","10,660,834","12.35","12.45","37,568"
"2016","Non-Hispanic","Indiana","958","6,189,082","15.48","15.27","22,773"
"2016","Non-Hispanic","Iowa","282","2,949,232","9.56","9.57","6,363"
"2016","Non-Hispanic","Kansas","349","2,571,926","13.57","13.55","8,238"
"2016","Non-Hispanic","Kentucky","758","4,281,840","17.70","17.72","16,949"
"2016","Non-Hispanic","Louisiana","972","4,446,834","21.86","21.98","25,974"
"2016","Non-Hispanic","Maine","123","1,311,023","9.38","8.36","2,205"
"2016","Non-Hispanic","Maryland","688","5,424,662","12.68","12.89","19,211"
"2016","Non-Hispanic","Massachusetts","203","6,045,881","3.36","3.19","4,490"
"2016","Non-Hispanic","Michigan","1,184","9,455,244","12.52","12.31","28,167"
"2016","Non-Hispanic","Minnesota","418","5,233,900","7.99","7.74","8,972"
"2016","Non-Hispanic","Mississippi","579","2,898,013","19.98","20.21","15,037"
"2016","Non-Hispanic","Missouri","1,112","5,842,468","19.03","19.06","27,926"
"2016","Non-Hispanic","Montana","187","1,003,541","18.63","18.95","3,918"
"2016","Non-Hispanic","Nebraska","160","1,703,505","9.39","9.42","3,923"
"2016","Non-Hispanic","Nevada","430","2,092,472","20.55","19.62","8,131"
"2016","Non-Hispanic","New Hampshire","128","1,295,742","9.88","9.17","2,308"
"2016","Non-Hispanic","New Jersey","428","7,122,300","6.01","6.18","11,285"
"2016","Non-Hispanic","New Mexico","231","1,075,099","21.49","19.85","3,983"
"2016","Non-Hispanic","New York","790","15,944,399","4.96","4.76","17,932"
"2016","Non-Hispanic","North Carolina","1,356","9,232,792","14.69","14.30","31,272"
"2016","Non-Hispanic","North Dakota","87","728,498","11.94","11.93","1,962"
"2016","Non-Hispanic","Ohio","1,486","11,209,857","13.26","12.94","34,617"
"2016","Non-Hispanic","Oklahoma","728","3,518,071","20.69","20.49","16,240"
"2016","Non-Hispanic","Oregon","485","3,571,057","13.58","12.47","8,370"
"2016","Non-Hispanic","Pennsylvania","1,479","11,886,170","12.44","12.11","34,364"
"2016","Non-Hispanic","Rhode Island","47","899,013","5.23","4.37","854"
"2016","Non-Hispanic","South Carolina","876","4,689,360","18.68","18.34","20,041"
"2016","Non-Hispanic","South Dakota","106","830,888","12.76","13.76","2,514"
"2016","Non-Hispanic","Tennessee","1,112","6,302,241","17.65","17.25","25,479"
"2016","Non-Hispanic","Texas","2,580","17,021,803","15.16","14.74","58,139"
"2016","Non-Hispanic","Utah","329","2,625,685","12.53","13.26","7,335"
"2016","Non-Hispanic","Vermont","78","612,726","12.73","11.23","1,325"
"2016","Non-Hispanic","Virginia","1,020","7,651,802","13.33","12.76","22,892"
"2016","Non-Hispanic","Washington","625","6,386,897","9.79","9.09","12,262"
"2016","Non-Hispanic","West Virginia","332","1,803,855","18.41","17.78","6,527"
"2016","Non-Hispanic","Wisconsin","644","5,386,537","11.96","11.82","15,344"
"2016","Non-Hispanic","Wyoming","97","527,037","18.41","18.22","1,622"
"2016","Hispanic","Alabama","11**","203,666","5.40**","6.05**","311"
"2016","Hispanic","Alaska","--","51,835","--","--","--"
"2016","Hispanic","Arizona","227","2,157,151","10.52","10.55","7,157"
"2016","Hispanic","Arkansas","13**","218,384","5.95**","6.01**","426"
"2016","Hispanic","California","958","15,151,999","6.32","5.91","32,378"
"2016","Hispanic","Colorado","117","1,182,889","9.89","9.99","3,648"
"2016","Hispanic","Connecticut","19**","558,687","3.40**","3.00**","652"
"2016","Hispanic","Delaware","--","85,558","--","--","--"
"2016","Hispanic","District of Columbia","--","74,409","--","--","--"
"2016","Hispanic","Florida","335","5,144,983","6.51","6.29","8,849"
"2016","Hispanic","Georgia","54","962,703","5.61","6.17","1,766"
"2016","Hispanic","Hawaii","11**","149,961","7.34**","7.14**","436"
"2016","Hispanic","Idaho","14**","208,799","6.71**","8.19**","347"
"2016","Hispanic","Illinois","160","2,160,875","7.40","6.88","5,782"
"2016","Hispanic","Indiana","39","448,816","8.69","8.56","1,290"
"2016","Hispanic","Iowa","--","183,978","--","--","--"
"2016","Hispanic","Kansas","32","341,051","9.38","9.93","969"
"2016","Hispanic","Kentucky","14**","158,466","8.84**","10.19**","441"
"2016","Hispanic","Louisiana","14**","234,512","5.97**","6.11**","427"
"2016","Hispanic","Maine","0**","21,325","0.00**","0.00**","--"
"2016","Hispanic","Maryland","19**","582,352","3.26**","3.17**","615"
"2016","Hispanic","Massachusetts","34","781,399","4.35","3.84","1,222"
"2016","Hispanic","Michigan","44","498,873","8.82","9.96","1,304"
"2016","Hispanic","Minnesota","13**","291,460","4.46**","4.18**","467"
"2016","Hispanic","Mississippi","--","92,582","--","--","--"
"2016","Hispanic","Missouri","31","248,916","12.45","13.00","981"
"2016","Hispanic","Montana","--","38,596","--","--","--"
"2016","Hispanic","Nebraska","11**","202,978","5.42**","5.24**","379"
"2016","Hispanic","Nevada","68","827,083","8.22","7.87","2,276"
"2016","Hispanic","New Hampshire","--","47,952","--","--","--"
"2016","Hispanic","New Jersey","57","1,751,284","3.26","3.20","1,865"
"2016","Hispanic","New Mexico","151","1,017,456","14.84","14.88","4,522"
"2016","Hispanic","New York","96","3,691,992","2.60","2.44","3,131"
"2016","Hispanic","North Carolina","47","929,010","5.06","5.63","1,483"
"2016","Hispanic","North Dakota","--","27,616","--","--","--"
"2016","Hispanic","Ohio","38","430,203","8.83","9.85","1,194"
"2016","Hispanic","Oklahoma","38","410,072","9.27","10.05","1,278"
"2016","Hispanic","Oregon","28","522,214","5.36","5.13","927"
"2016","Hispanic","Pennsylvania","68","902,298","7.54","7.23","2,206"
"2016","Hispanic","Rhode Island","--","158,803","--","--","--"
"2016","Hispanic","South Carolina","15**","273,671","5.48**","4.82**","515"
"2016","Hispanic","South Dakota","--","32,805","--","--","--"
"2016","Hispanic","Tennessee","34","349,036","9.74","9.33","1,151"
"2016","Hispanic","Texas","766","10,892,261","7.03","6.90","24,749"
"2016","Hispanic","Utah","41","418,556","9.80","10.26","1,449"
"2016","Hispanic","Vermont","0**","11,640","0.00**","0.00**","--"
"2016","Hispanic","Virginia","29","765,849","3.79","3.32","1,039"
"2016","Hispanic","Washington","59","913,064","6.46","6.34","2,020"
"2016","Hispanic","West Virginia","0**","28,580","0.00**","0.00**","--"
"2016","Hispanic","Wisconsin","20**","388,633","5.15**","5.80**","656"
"2016","Hispanic","Wyoming","--","58,206","--","--","--"
"2016","Unknown","Alaska","--","--","--","--","--"
"2016","Unknown","Arizona","--","--","--","--","--"
"2016","Unknown","Arkansas","--","--","--","--","--"
"2016","Unknown","California","--","--","--","--","--"
"2016","Unknown","Florida","--","--","--","--","--"
"2016","Unknown","Hawaii","--","--","--","--","--"
"2016","Unknown","Illinois","13**","--","0.00**","0.00**","359"
"2016","Unknown","Kansas","--","--","--","--","--"
"2016","Unknown","Louisiana","--","--","--","--","--"
"2016","Unknown","Massachusetts","--","--","--","--","--"
"2016","Unknown","Michigan","--","--","--","--","--"
"2016","Unknown","Minnesota","--","--","--","--","--"
"2016","Unknown","Missouri","--","--","--","--","--"
"2016","Unknown","New Hampshire","--","--","--","--","--"
"2016","Unknown","New Mexico","--","--","--","--","--"
"2016","Unknown","New York","14**","--","0.00**","0.00**","405"
"2016","Unknown","North Carolina","--","--","--","--","--"
"2016","Unknown","Pennsylvania","--","--","--","--","--"
"2016","Unknown","Tennessee","--","--","--","--","--"
"2016","Unknown","Texas","--","--","--","--","--"
"2016","Unknown","Washington","--","--","--","--","--"
"2015","Non-Hispanic","Alabama","939","4,656,682","20.17","19.97","21,660"
"2015","Non-Hispanic","Alaska","169","688,050","24.56","24.01","4,807"
"2015","Non-Hispanic","Arizona","805","4,725,109","17.04","15.77","14,851"
"2015","Non-Hispanic","Arkansas","508","2,766,936","18.36","17.64","10,726"
"2015","Non-Hispanic","California","2,186","23,916,520","9.14","8.39","43,572"
"2015","Non-Hispanic","Colorado","618","4,296,042","14.39","13.69","13,021"
"2015","Non-Hispanic","Connecticut","162","3,041,630","5.33","5.29","3,343"
"2015","Non-Hispanic","Delaware","109","858,587","12.70","13.06","3,041"
"2015","Non-Hispanic","District of Columbia","119","604,676","19.68","16.30","4,137"
"2015","Non-Hispanic","Florida","2,239","15,267,902","14.67","13.89","45,292"
"2015","Non-Hispanic","Georgia","1,384","9,249,289","14.96","14.75","34,000"
"2015","Non-Hispanic","Hawaii","49","1,276,514","3.84","3.46","840"
"2015","Non-Hispanic","Idaho","234","1,450,782","16.13","15.72","4,567"
"2015","Non-Hispanic","Illinois","1,095","10,716,285","10.22","10.17","30,239"
"2015","Non-Hispanic","Indiana","813","6,174,402","13.17","13.06","20,160"
"2015","Non-Hispanic","Iowa","242","2,943,980","8.22","7.97","5,367"
"2015","Non-Hispanic","Kansas","292","2,575,253","11.34","11.19","6,327"
"2015","Non-Hispanic","Kentucky","681","4,275,413","15.93","15.29","14,219"
"2015","Non-Hispanic","Louisiana","928","4,438,521","20.91","20.92","23,524"
"2015","Non-Hispanic","Maine","143","1,308,458","10.93","9.96","2,279"
"2015","Non-Hispanic","Maryland","689","5,424,262","12.70","12.87","18,889"
"2015","Non-Hispanic","Massachusetts","170","6,038,885","2.82","2.66","3,714"
"2015","Non-Hispanic","Michigan","1,133","9,447,558","11.99","11.88","26,188"
"2015","Non-Hispanic","Minnesota","399","5,199,900","7.67","7.61","9,290"
"2015","Non-Hispanic","Mississippi","584","2,899,700","20.14","19.90","12,988"
"2015","Non-Hispanic","Missouri","1,077","5,833,065","18.46","18.37","26,203"
"2015","Non-Hispanic","Montana","193","994,406","19.41","18.91","4,038"
"2015","Non-Hispanic","Nebraska","165","1,695,538","9.73","9.62","4,234"
"2015","Non-Hispanic","Nevada","383","2,064,273","18.55","17.11","7,202"
"2015","Non-Hispanic","New Hampshire","119","1,291,872","9.21","8.97","2,184"
"2015","Non-Hispanic","New Jersey","436","7,148,241","6.10","6.25","11,106"
"2015","Non-Hispanic","New Mexico","245","1,079,983","22.69","21.10","4,505"
"2015","Non-Hispanic","New York","754","15,992,813","4.72","4.54","17,999"
"2015","Non-Hispanic","North Carolina","1,229","9,136,827","13.45","12.95","26,654"
"2015","Non-Hispanic","North Dakota","91","729,141","12.48","12.96","2,078"
"2015","Non-Hispanic","Ohio","1,380","11,205,547","12.32","12.18","32,653"
"2015","Non-Hispanic","Oklahoma","663","3,513,712","18.87","18.48","14,043"
"2015","Non-Hispanic","Oregon","462","3,512,987","13.15","12.10","8,213"
"2015","Non-Hispanic","Pennsylvania","1,383","11,919,519","11.60","11.21","30,807"
"2015","Non-Hispanic","Rhode Island","49","902,778","5.43","5.22","972"
"2015","Non-Hispanic","South Carolina","835","4,630,857","18.03","17.79","20,231"
"2015","Non-Hispanic","South Dakota","95","823,691","11.53","11.47","2,358"
"2015","Non-Hispanic","Tennessee","1,053","6,257,910","16.83","16.35","22,761"
"2015","Non-Hispanic","Texas","2,534","16,812,208","15.07","14.58","54,967"
"2015","Non-Hispanic","Utah","349","2,579,066","13.53","14.00","8,658"
"2015","Non-Hispanic","Vermont","69","614,596","11.23","9.70","1,096"
"2015","Non-Hispanic","Virginia","914","7,623,918","11.99","11.48","20,592"
"2015","Non-Hispanic","Washington","639","6,288,064","10.16","9.65","12,515"
"2015","Non-Hispanic","West Virginia","277","1,815,639","15.26","14.17","4,719"
"2015","Non-Hispanic","Wisconsin","595","5,383,874","11.05","10.65","13,518"
"2015","Non-Hispanic","Wyoming","108","528,974","20.42","20.54","2,419"
"2015","Hispanic","Alabama","18**","198,121","9.09**","8.96**","598"
"2015","Hispanic","Alaska","--","50,380","--","--","--"
"2015","Hispanic","Arizona","160","2,107,701","7.59","7.47","5,154"
"2015","Hispanic","Arkansas","10**","212,796","4.70**","3.79**","411"
"2015","Hispanic","California","906","14,987,776","6.05","5.77","29,942"
"2015","Hispanic","Colorado","81","1,158,286","6.99","7.25","2,428"
"2015","Hispanic","Connecticut","27","546,931","4.94","4.39","953"
"2015","Hispanic","Delaware","--","83,478","--","--","--"
"2015","Hispanic","District of Columbia","--","72,338","--","--","--"
"2015","Hispanic","Florida","303","4,951,209","6.12","6.05","7,744"
"2015","Hispanic","Georgia","63","934,064","6.75","6.41","2,139"
"2015","Hispanic","Hawaii","--","146,485","--","--","--"
"2015","Hispanic","Idaho","13**","201,713","6.45**","8.06**","447"
"2015","Hispanic","Illinois","117","2,143,300","5.46","4.87","4,266"
"2015","Hispanic","Indiana","32","437,040","7.32","9.32","862"
"2015","Hispanic","Iowa","--","178,561","--","--","--"
"2015","Hispanic","Kansas","34","335,464","10.14","9.53","1,178"
"2015","Hispanic","Kentucky","12**","153,713","7.81**","8.00**","374"
"2015","Hispanic","Louisiana","23","228,477","10.07","11.04","633"
"2015","Hispanic","Maine","--","20,640","--","--","--"
"2015","Hispanic","Maryland","16**","564,266","2.84**","2.53**","620"
"2015","Hispanic","Massachusetts","34","758,599","4.48","4.02","1,209"
"2015","Hispanic","Michigan","30","486,925","6.16","6.38","952"
"2015","Hispanic","Minnesota","11**","284,102","3.87**","3.42**","420"
"2015","Hispanic","Mississippi","--","90,531","--","--","--"
"2015","Hispanic","Missouri","16**","242,346","6.60**","5.95**","593"
"2015","Hispanic","Montana","--","37,089","--","--","--"
"2015","Hispanic","Nebraska","--","196,521","--","--","--"
"2015","Hispanic","Nevada","63","804,258","7.83","8.00","1,953"
"2015","Hispanic","New Hampshire","--","45,608","--","--","--"
"2015","Hispanic","New Jersey","39","1,722,071","2.27","2.10","1,355"
"2015","Hispanic","New Mexico","142","1,010,088","14.06","14.42","4,124"
"2015","Hispanic","New York","87","3,664,508","2.37","2.16","2,930"
"2015","Hispanic","North Carolina","54","900,391","6.00","5.90","1,893"
"2015","Hispanic","North Dakota","--","26,396","--","--","--"
"2015","Hispanic","Ohio","16**","416,768","3.84**","3.16**","659"
"2015","Hispanic","Oklahoma","42","396,806","10.59","9.70","1,548"
"2015","Hispanic","Oregon","22","505,555","4.35","3.69","826"
"2015","Hispanic","Pennsylvania","81","870,319","9.31","9.13","2,697"
"2015","Hispanic","Rhode Island","--","154,108","--","--","--"
"2015","Hispanic","South Carolina","14**","265,149","5.28**","5.14**","447"
"2015","Hispanic","South Dakota","0**","30,972","0.00**","0.00**","--"
"2015","Hispanic","Tennessee","18**","337,444","5.33**","5.18**","645"
"2015","Hispanic","Texas","660","10,656,323","6.19","6.23","19,936"
"2015","Hispanic","Utah","18**","404,560","4.45**","4.58**","547"
"2015","Hispanic","Vermont","--","11,214","--","--","--"
"2015","Hispanic","Virginia","23","743,385","3.09","3.34","703"
"2015","Hispanic","Washington","79","879,223","8.99","8.51","2,783"
"2015","Hispanic","West Virginia","--","27,693","--","--","--"
"2015","Hispanic","Wisconsin","18**","379,053","4.75**","4.79**","557"
"2015","Hispanic","Wyoming","--","57,415","--","--","--"
"2015","Unknown","Alabama","--","--","--","--","--"
"2015","Unknown","Alaska","--","--","--","--","--"
"2015","Unknown","Arizona","--","--","--","--","--"
"2015","Unknown","Arkansas","--","--","--","--","--"
"2015","Unknown","California","--","--","--","--","--"
"2015","Unknown","Colorado","--","--","--","--","--"
"2015","Unknown","Florida","17**","--","0.00**","0.00**","199"
"2015","Unknown","Georgia","--","--","--","--","--"
"2015","Unknown","Hawaii","--","--","--","--","--"
"2015","Unknown","Illinois","--","--","--","--","--"
"2015","Unknown","Indiana","--","--","--","--","--"
"2015","Unknown","Kansas","--","--","--","--","--"
"2015","Unknown","Kentucky","--","--","--","--","--"
"2015","Unknown","Louisiana","--","--","--","--","--"
"2015","Unknown","Maryland","--","--","--","--","--"
"2015","Unknown","Massachusetts","--","--","--","--","--"
"2015","Unknown","Michigan","--","--","--","--","--"
"2015","Unknown","Missouri","--","--","--","--","--"
"2015","Unknown","Montana","--","--","--","--","--"
"2015","Unknown","New Mexico","--","--","--","--","--"
"2015","Unknown","New York","--","--","--","--","--"
"2015","Unknown","North Carolina","--","--","--","--","--"
"2015","Unknown","Ohio","--","--","--","--","--"
"2015","Unknown","Oklahoma","--","--","--","--","--"
"2015","Unknown","Oregon","--","--","--","--","--"
"2015","Unknown","Pennsylvania","21","--","0.00","0.00","512"
"2015","Unknown","South Carolina","--","--","--","--","--"
"2015","Unknown","South Dakota","--","--","--","--","--"
"2015","Unknown","Tennessee","--","--","--","--","--"
"2015","Unknown","Texas","--","--","--","--","--"
"2015","Unknown","Virginia","--","--","--","--","--"
"2014","Non-Hispanic","Alabama","804","4,649,377","17.29","17.27","18,370"
"2014","Non-Hispanic","Alaska","139","687,971","20.20","19.57","3,504"
"2014","Non-Hispanic","Arizona","741","4,674,578","15.85","14.69","13,269"
"2014","Non-Hispanic","Arkansas","484","2,761,081","17.53","17.17","10,176"
"2014","Non-Hispanic","California","2,179","23,774,783","9.17","8.31","40,725"
"2014","Non-Hispanic","Colorado","573","4,221,260","13.57","12.94","11,134"
"2014","Non-Hispanic","Connecticut","164","3,059,696","5.36","4.91","2,951"
"2014","Non-Hispanic","Delaware","97","851,695","11.39","11.31","2,044"
"2014","Non-Hispanic","District of Columbia","82","594,283","13.80","12.11","2,751"
"2014","Non-Hispanic","Florida","2,110","15,074,160","14.00","13.31","42,777"
"2014","Non-Hispanic","Georgia","1,359","9,160,607","14.84","14.54","31,921"
"2014","Non-Hispanic","Hawaii","38","1,272,567","2.99","2.70","492"
"2014","Non-Hispanic","Idaho","205","1,435,950","14.28","14.17","4,125"
"2014","Non-Hispanic","Illinois","1,062","10,760,351","9.87","9.78","28,884"
"2014","Non-Hispanic","Indiana","795","6,167,661","12.89","12.74","18,962"
"2014","Non-Hispanic","Iowa","238","2,937,353","8.10","7.63","4,659"
"2014","Non-Hispanic","Kansas","299","2,572,924","11.62","11.41","6,319"
"2014","Non-Hispanic","Kentucky","625","4,266,738","14.65","14.14","11,994"
"2014","Non-Hispanic","Louisiana","877","4,423,954","19.82","19.52","22,550"
"2014","Non-Hispanic","Maine","129","1,311,049","9.84","9.12","2,197"
"2014","Non-Hispanic","Maryland","529","5,413,979","9.77","9.59","12,736"
"2014","Non-Hispanic","Massachusetts","187","6,030,977","3.10","2.83","4,237"
"2014","Non-Hispanic","Michigan","1,070","9,453,876","11.32","11.24","25,864"
"2014","Non-Hispanic","Minnesota","367","5,175,749","7.09","6.73","7,548"
"2014","Non-Hispanic","Mississippi","542","2,903,493","18.67","18.68","13,452"
"2014","Non-Hispanic","Missouri","928","5,823,086","15.94","15.51","20,684"
"2014","Non-Hispanic","Montana","168","987,250","17.02","16.11","2,956"
"2014","Non-Hispanic","Nebraska","173","1,688,845","10.24","10.06","3,988"
"2014","Non-Hispanic","Nevada","374","2,038,568","18.35","17.09","6,970"
"2014","Non-Hispanic","New Hampshire","117","1,290,668","9.07","8.47","2,441"
"2014","Non-Hispanic","New Jersey","412","7,173,587","5.74","5.87","10,567"
"2014","Non-Hispanic","New Mexico","212","1,087,773","19.49","17.64","3,667"
"2014","Non-Hispanic","New York","783","16,023,326","4.89","4.62","17,855"
"2014","Non-Hispanic","North Carolina","1,156","9,062,314","12.76","12.20","25,115"
"2014","Non-Hispanic","North Dakota","94","715,531","13.14","12.17","2,142"
"2014","Non-Hispanic","Ohio","1,188","11,202,237","10.61","10.43","27,336"
"2014","Non-Hispanic","Oklahoma","576","3,495,490","16.48","16.05","12,276"
"2014","Non-Hispanic","Oregon","470","3,473,092","13.53","12.28","7,873"
"2014","Non-Hispanic","Pennsylvania","1,312","11,950,867","10.98","10.39","27,506"
"2014","Non-Hispanic","Rhode Island","30","907,150","3.31","3.00","684"
"2014","Non-Hispanic","South Carolina","752","4,570,399","16.45","15.92","17,346"
"2014","Non-Hispanic","South Dakota","89","819,721","10.86","10.71","2,106"
"2014","Non-Hispanic","Tennessee","981","6,217,726","15.78","15.24","21,353"
"2014","Non-Hispanic","Texas","2,226","16,553,732","13.45","12.91","46,618"
"2014","Non-Hispanic","Utah","318","2,544,845","12.50","13.28","7,431"
"2014","Non-Hispanic","Vermont","68","614,812","11.06","10.15","1,281"
"2014","Non-Hispanic","Virginia","858","7,592,814","11.30","10.78","18,481"
"2014","Non-Hispanic","Washington","648","6,204,833","10.44","9.92","13,349"
"2014","Non-Hispanic","West Virginia","285","1,823,791","15.63","14.71","5,361"
"2014","Non-Hispanic","Wisconsin","470","5,382,449","8.73","8.38","10,213"
"2014","Non-Hispanic","Wyoming","88","526,733","16.71","17.03","2,053"
"2014","Hispanic","Alabama","--","194,360","--","--","--"
"2014","Hispanic","Alaska","--","49,104","--","--","--"
"2014","Hispanic","Arizona","171","2,058,295","8.31","8.29","5,430"
"2014","Hispanic","Arkansas","11**","207,678","5.30**","5.32**","351"
"2014","Hispanic","California","760","14,811,923","5.13","4.84","25,597"
"2014","Hispanic","Colorado","89","1,131,377","7.87","7.91","2,740"
"2014","Hispanic","Connecticut","23","536,001","4.29","3.87","763"
"2014","Hispanic","Delaware","--","81,436","--","--","--"
"2014","Hispanic","District of Columbia","--","69,320","--","--","--"
"2014","Hispanic","Florida","284","4,779,720","5.94","5.87","7,140"
"2014","Hispanic","Georgia","32","910,597","3.51","3.34","1,098"
"2014","Hispanic","Hawaii","--","142,768","--","--","--"
"2014","Hispanic","Idaho","--","196,298","--","--","--"
"2014","Hispanic","Illinois","104","2,124,741","4.90","4.59","3,798"
"2014","Hispanic","Indiana","23","428,358","5.37","6.03","701"
"2014","Hispanic","Iowa","--","173,290","--","--","--"
"2014","Hispanic","Kansas","29","328,937","8.82","9.46","1,008"
"2014","Hispanic","Kentucky","--","150,254","--","--","--"
"2014","Hispanic","Louisiana","19**","221,984","8.56**","8.53**","524"
"2014","Hispanic","Maine","--","20,168","--","--","--"
"2014","Hispanic","Maryland","14**","546,085","2.56**","2.54**","439"
"2014","Hispanic","Massachusetts","37","733,887","5.04","4.80","1,186"
"2014","Hispanic","Michigan","25","478,157","5.23","4.89","890"
"2014","Hispanic","Minnesota","10**","276,916","3.61**","3.24**","368"
"2014","Hispanic","Mississippi","--","88,399","--","--","--"
"2014","Hispanic","Missouri","15**","236,044","6.36**","6.53**","494"
"2014","Hispanic","Montana","--","35,407","--","--","--"
"2014","Hispanic","Nebraska","--","191,110","--","--","--"
"2014","Hispanic","Nevada","55","780,367","7.05","7.01","1,721"
