"Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2015","South Carolina","835","4,630,857","18.03","17.79","20,231"
"2015","South Dakota","95","823,691","11.53","11.47","2,358"
"2015","Tennessee","1,053","6,257,910","16.83","16.35","22,761"
"2015","Texas","2,534","16,812,208","15.07","14.58","54,967"
"2015","Utah","349","2,579,066","13.53","14.00","8,658"
"2015","Vermont","69","614,596","11.23","9.70","1,096"
"2015","Virginia","914","7,623,918","11.99","11.48","20,592"
"2015","Washington","639","6,288,064","10.16","9.65","12,515"
"2015","West Virginia","277","1,815,639","15.26","14.17","4,719"
"2015","Wisconsin","595","5,383,874","11.05","10.65","13,518"
"2015","Wyoming","108","528,974","20.42","20.54","2,419"
"2014","Alabama","804","4,649,377","17.29","17.27","18,370"
"2014","Alaska","139","687,971","20.20","19.57","3,504"
"2014","Arizona","741","4,674,578","15.85","14.69","13,269"
"2014","Arkansas","484","2,761,081","17.53","17.17","10,176"
"2014","California","2,179","23,774,783","9.17","8.31","40,725"
"2014","Colorado","573","4,221,260","13.57","12.94","11,134"
"2014","Connecticut","164","3,059,696","5.36","4.91","2,951"
"2014","Delaware","97","851,695","11.39","11.31","2,044"
"2014","District of Columbia","82","594,283","13.80","12.11","2,751"
"2014","Florida","2,110","15,074,160","14.00","13.31","42,777"
"2014","Georgia","1,359","9,160,607","14.84","14.54","31,921"
"2014","Hawaii","38","1,272,567","2.99","2.70","492"
"2014","Idaho","205","1,435,950","14.28","14.17","4,125"
"2014","Illinois","1,062","10,760,351","9.87","9.78","28,884"
"2014","Indiana","795","6,167,661","12.89","12.74","18,962"
"2014","Iowa","238","2,937,353","8.10","7.63","4,659"
"2014","Kansas","299","2,572,924","11.62","11.41","6,319"
"2014","Kentucky","625","4,266,738","14.65","14.14","11,994"
"2014","Louisiana","877","4,423,954","19.82","19.52","22,550"
"2014","Maine","129","1,311,049","9.84","9.12","2,197"
"2014","Maryland","529","5,413,979","9.77","9.59","12,736"
"2014","Massachusetts","187","6,030,977","3.10","2.83","4,237"
"2014","Michigan","1,070","9,453,876","11.32","11.24","25,864"
"2014","Minnesota","367","5,175,749","7.09","6.73","7,548"
"2014","Mississippi","542","2,903,493","18.67","18.68","13,452"
"2014","Missouri","928","5,823,086","15.94","15.51","20,684"
"2014","Montana","168","987,250","17.02","16.11","2,956"
"2014","Nebraska","173","1,688,845","10.24","10.06","3,988"
"2014","Nevada","374","2,038,568","18.35","17.09","6,970"
"2014","New Hampshire","117","1,290,668","9.07","8.47","2,441"
"2014","New Jersey","412","7,173,587","5.74","5.87","10,567"
"2014","New Mexico","212","1,087,773","19.49","17.64","3,667"
"2014","New York","783","16,023,326","4.89","4.62","17,855"
"2014","North Carolina","1,156","9,062,314","12.76","12.20","25,115"
"2014","North Dakota","94","715,531","13.14","12.17","2,142"
"2014","Ohio","1,188","11,202,237","10.61","10.43","27,336"
"2014","Oklahoma","576","3,495,490","16.48","16.05","12,276"
"2014","Oregon","470","3,473,092","13.53","12.28","7,873"
"2014","Pennsylvania","1,312","11,950,867","10.98","10.39","27,506"
"2014","Rhode Island","30","907,150","3.31","3.00","684"
"2014","South Carolina","752","4,570,399","16.45","15.92","17,346"
"2014","South Dakota","89","819,721","10.86","10.71","2,106"
"2014","Tennessee","981","6,217,726","15.78","15.24","21,353"
"2014","Texas","2,226","16,553,732","13.45","12.91","46,618"
"2014","Utah","318","2,544,845","12.50","13.28","7,431"
"2014","Vermont","68","614,812","11.06","10.15","1,281"
"2014","Virginia","858","7,592,814","11.30","10.78","18,481"
"2014","Washington","648","6,204,833","10.44","9.92","13,349"
"2014","West Virginia","285","1,823,791","15.63","14.71","5,361"
"2014","Wisconsin","470","5,382,449","8.73","8.38","10,213"
"2014","Wyoming","88","526,733","16.71","17.03","2,053"
"2013","Alabama","843","4,639,498","18.17","17.79","19,001"
"2013","Alaska","140","690,086","20.29","20.25","3,978"
"2013","Arizona","747","4,621,631","16.16","15.35","13,471"
"2013","Arkansas","491","2,757,043","17.81","17.47","10,831"
"2013","California","2,170","23,624,361","9.19","8.44","43,166"
"2013","Colorado","526","4,162,064","12.64","11.93","10,198"
"2013","Connecticut","146","3,072,002","4.75","4.75","3,427"
"2013","Delaware","99","844,542","11.72","11.17","2,121"
"2013","District of Columbia","70","584,981","11.97","9.28","2,509"
"2013","Florida","2,157","14,919,004","14.46","13.71","43,080"
"2013","Georgia","1,217","9,081,200","13.40","13.21","28,295"
"2013","Hawaii","38","1,270,181","2.99","2.81","682"
"2013","Idaho","221","1,420,672","15.56","15.33","4,456"
"2013","Illinois","1,015","10,790,911","9.41","9.26","26,962"
"2013","Indiana","827","6,151,527","13.44","13.35","20,185"
"2013","Iowa","248","2,925,361","8.48","8.24","4,964"
"2013","Kansas","310","2,572,299","12.05","11.57","6,477"
"2013","Kentucky","615","4,259,176","14.44","13.78","12,589"
"2013","Louisiana","869","4,410,395","19.70","19.65","23,523"
"2013","Maine","156","1,309,383","11.91","10.82","2,648"
"2013","Maryland","563","5,399,705","10.43","10.40","15,247"
"2013","Massachusetts","176","6,006,904","2.93","2.79","4,207"
"2013","Michigan","1,162","9,446,085","12.30","12.20","27,704"
"2013","Minnesota","414","5,144,350","8.05","7.73","8,798"
"2013","Mississippi","517","2,903,885","17.80","17.88","12,630"
"2013","Missouri","865","5,812,908","14.88","14.59","19,478"
"2013","Montana","164","980,418","16.73","16.58","3,404"
"2013","Nebraska","159","1,679,801","9.47","9.41","3,298"
"2013","Nevada","353","2,015,171","17.52","16.25","6,514"
"2013","New Hampshire","92","1,285,374","7.16","6.55","1,733"
"2013","New Jersey","445","7,194,457","6.19","6.31","11,858"
"2013","New Mexico","191","1,096,724","17.42","16.18","3,381"
"2013","New York","786","16,033,207","4.90","4.64","17,862"
"2013","North Carolina","1,189","8,990,806","13.23","12.79","26,175"
"2013","North Dakota","82","702,494","11.67","11.35","2,122"
"2013","Ohio","1,276","11,187,937","11.41","11.22","29,573"
"2013","Oklahoma","606","3,482,355","17.40","17.27","13,361"
"2013","Oregon","441","3,443,491","12.81","11.71","7,886"
"2013","Pennsylvania","1,374","11,967,307","11.48","11.16","30,390"
"2013","Rhode Island","43","910,521","4.72","4.53","804"
"2013","South Carolina","732","4,517,484","16.20","15.72","15,955"
"2013","South Dakota","77","813,979","9.46","10.03","1,892"
"2013","Tennessee","1,019","6,179,574","16.49","15.94","21,836"
"2013","Texas","2,222","16,301,015","13.63","13.07","47,080"
"2013","Utah","309","2,513,811","12.29","13.04","6,490"
"2013","Vermont","65","615,951","10.55","9.60","955"
"2013","Virginia","842","7,551,668","11.15","10.71","17,961"
"2013","Washington","587","6,138,419","9.56","8.87","11,221"
"2013","West Virginia","280","1,829,032","15.31","14.53","5,065"
"2013","Wisconsin","559","5,374,921","10.40","10.03","11,996"
"2013","Wyoming","100","527,066","18.97","17.63","1,886"
"2012","Alabama","821","4,626,743","17.75","17.41","18,524"
"2012","Alaska","128","685,689","18.67","18.35","3,418"
"2012","Arizona","772","4,582,020","16.85","15.71","14,646"
"2012","Arkansas","479","2,754,116","17.39","17.21","10,875"
"2012","California","2,201","23,495,176","9.37","8.67","44,568"
"2012","Colorado","584","4,105,216","14.23","13.11","11,601"
"2012","Connecticut","198","3,084,216","6.42","6.53","5,260"
"2012","Delaware","88","837,619","10.51","10.47","2,343"
"2012","District of Columbia","68","572,788","11.87","10.16","2,245"
"2012","Florida","2,181","14,808,727","14.73","14.06","43,796"
"2012","Georgia","1,246","9,019,633","13.81","13.48","28,839"
"2012","Hawaii","46","1,261,935","3.65","3.28","749"
"2012","Idaho","191","1,410,217","13.54","13.39","3,977"
"2012","Illinois","1,066","10,798,376","9.87","9.68","28,859"
"2012","Indiana","776","6,130,458","12.66","12.48","17,730"
"2012","Iowa","215","2,914,030","7.38","7.24","4,574"
"2012","Kansas","350","2,570,190","13.62","13.36","7,671"
"2012","Kentucky","647","4,245,058","15.24","14.91","13,987"
"2012","Louisiana","834","4,394,407","18.98","19.12","22,856"
"2012","Maine","128","1,309,850","9.77","9.01","2,274"
"2012","Maryland","564","5,379,111","10.49","10.31","14,255"
"2012","Massachusetts","207","5,980,857","3.46","3.31","4,471"
"2012","Michigan","1,186","9,439,276","12.57","12.42","30,092"
"2012","Minnesota","375","5,114,467","7.33","7.11","7,759"
"2012","Mississippi","524","2,900,641","18.07","18.47","12,297"
"2012","Missouri","857","5,801,498","14.77","14.57","20,458"
"2012","Montana","167","972,149","17.18","16.69","3,350"
"2012","Nebraska","153","1,673,695","9.14","9.11","3,573"
"2012","Nevada","322","2,000,079","16.10","15.16","6,215"
"2012","New Hampshire","115","1,284,273","8.95","8.16","2,147"
"2012","New Jersey","375","7,212,361","5.20","5.35","9,887"
"2012","New Mexico","191","1,102,808","17.32","16.11","3,250"
"2012","New York","874","16,027,760","5.45","5.24","21,488"
"2012","North Carolina","1,134","8,913,369","12.72","12.17","24,842"
"2012","North Dakota","71","684,669","10.37","10.34","1,678"
"2012","Ohio","1,246","11,171,811","11.15","10.98","28,251"
"2012","Oklahoma","584","3,460,544","16.88","16.55","13,128"
"2012","Oregon","417","3,428,880","12.16","11.20","7,523"
"2012","Pennsylvania","1,350","11,982,321","11.27","10.96","31,759"
"2012","Rhode Island","34","913,833","3.72","3.81","846"
"2012","South Carolina","733","4,474,976","16.38","15.73","16,170"
"2012","South Dakota","83","806,824","10.29","9.76","1,517"
"2012","Tennessee","970","6,146,347","15.78","15.23","20,969"
"2012","Texas","2,161","16,116,572","13.41","12.89","45,278"
"2012","Utah","307","2,478,455","12.39","13.33","6,945"
"2012","Vermont","55","616,184","8.93","8.89","1,225"
"2012","Virginia","817","7,504,626","10.89","10.60","17,973"
"2012","Washington","637","6,092,669","10.46","9.82","12,557"
"2012","West Virginia","278","1,832,666","15.17","15.03","5,979"
"2012","Wisconsin","474","5,365,775","8.83","8.61","10,969"
"2012","Wyoming","116","522,474","22.20","21.75","2,532"
"2011","Alabama","770","4,610,314","16.70","16.30","17,473"
"2011","Alaska","120","680,271","17.64","16.97","3,168"
"2011","Arizona","766","4,537,396","16.88","15.75","14,327"
"2011","Arkansas","458","2,747,634","16.67","16.96","10,912"
"2011","California","2,144","23,369,690","9.17","8.40","42,321"
"2011","Colorado","487","4,052,272","12.02","11.31","9,833"
"2011","Connecticut","190","3,091,815","6.15","6.15","4,568"
"2011","Delaware","73","831,619","8.78","8.28","1,669"
"2011","District of Columbia","82","560,614","14.63","12.44","3,023"
"2011","Florida","2,078","14,686,460","14.15","13.52","42,842"
"2011","Georgia","1,185","8,932,666","13.27","13.11","27,381"
"2011","Hawaii","48","1,251,765","3.84","3.63","1,043"
"2011","Idaho","184","1,402,965","13.12","13.12","3,795"
"2011","Illinois","1,014","10,805,796","9.38","9.26","27,966"
"2011","Indiana","618","6,117,244","10.10","9.96","14,313"
"2011","Iowa","216","2,908,410","7.43","7.33","4,600"
"2011","Kansas","303","2,561,201","11.83","11.55","6,869"
"2011","Kentucky","608","4,232,727","14.36","14.03","12,488"
"2011","Louisiana","853","4,374,463","19.50","19.38","23,352"
"2011","Maine","133","1,310,748","10.15","9.39","2,308"
"2011","Maryland","530","5,348,059","9.91","9.90","14,443"
"2011","Massachusetts","209","5,956,110","3.51","3.34","4,819"
"2011","Michigan","1,123","9,435,897","11.90","11.93","27,779"
"2011","Minnesota","388","5,089,445","7.62","7.33","8,090"
"2011","Mississippi","524","2,895,474","18.10","18.23","12,780"
"2011","Missouri","845","5,792,050","14.59","14.33","19,464"
"2011","Montana","164","967,204","16.96","16.56","3,489"
"2011","Nebraska","155","1,666,537","9.30","9.33","3,428"
"2011","Nevada","323","1,983,445","16.29","15.30","6,458"
"2011","New Hampshire","90","1,281,802","7.02","6.34","1,849"
"2011","New Jersey","436","7,226,199","6.03","6.24","12,055"
"2011","New Mexico","189","1,106,884","17.08","16.38","3,583"
"2011","New York","866","16,007,429","5.41","5.21","21,682"
"2011","North Carolina","1,109","8,838,502","12.55","12.19","25,012"
"2011","North Dakota","60","670,224","8.95","8.89","1,186"
"2011","Ohio","1,209","11,177,691","10.82","10.67","29,064"
"2011","Oklahoma","608","3,442,609","17.66","17.40","13,435"
"2011","Oregon","400","3,409,759","11.73","10.98","7,307"
"2011","Pennsylvania","1,372","11,990,164","11.44","11.14","32,715"
"2011","Rhode Island","28","917,493","3.05","2.95","662"
"2011","South Carolina","688","4,432,756","15.52","15.23","15,992"
"2011","South Dakota","70","799,093","8.76","8.50","1,415"
"2011","Tennessee","927","6,100,797","15.20","14.68","19,723"
"2011","Texas","2,072","15,900,488","13.03","12.55","44,134"
"2011","Utah","287","2,446,308","11.73","12.70","5,798"
"2011","Vermont","78","617,300","12.64","11.83","1,396"
"2011","Virginia","834","7,442,076","11.21","10.78","17,859"
"2011","Washington","584","6,042,499","9.67","9.08","11,308"
"2011","West Virginia","278","1,832,768","15.17","14.61","5,629"
"2011","Wisconsin","434","5,359,699","8.10","7.95","9,796"
"2011","Wyoming","90","515,892","17.45","17.20","1,992"
"2010","Alabama","770","4,594,510","16.76","16.57","18,153"
"2010","Alaska","139","670,994","20.72","20.97","3,813"
"2010","Arizona","732","4,497,121","16.28","15.36","13,871"
"2010","Arkansas","409","2,729,984","14.98","14.95","8,998"
"2010","California","2,053","23,240,665","8.83","8.19","41,925"
"2010","Colorado","483","3,990,593","12.10","11.39","10,361"
"2010","Connecticut","182","3,095,057","5.88","5.89","4,281"
"2010","Delaware","82","824,726","9.94","10.10","2,274"
"2010","District of Columbia","95","546,999","17.37","15.62","3,303"
"2010","Florida","2,000","14,580,366","13.72","12.97","40,527"
"2010","Georgia","1,178","8,834,921","13.33","13.20","27,859"
"2010","Hawaii","41","1,239,462","3.31","3.17","881"
"2010","Idaho","192","1,391,761","13.80","13.57","3,613"
"2010","Illinois","953","10,803,987","8.82","8.72","26,349"
"2010","Indiana","672","6,094,337","11.03","10.82","15,368"
"2010","Iowa","210","2,895,306","7.25","6.98","4,144"
"2010","Kansas","281","2,553,082","11.01","10.79","6,509"
"2010","Kentucky","547","4,206,499","13.00","12.62","10,957"
"2010","Louisiana","847","4,340,933","19.51","19.64","22,959"
"2010","Maine","111","1,311,417","8.46","7.82","2,079"
"2010","Maryland","518","5,303,140","9.77","9.82","14,192"
"2010","Massachusetts","233","5,920,128","3.94","3.84","5,994"
"2010","Michigan","1,041","9,447,742","11.02","11.07","26,086"
"2010","Minnesota","355","5,053,675","7.03","6.86","7,977"
"2010","Mississippi","469","2,886,642","16.25","16.31","11,384"
"2010","Missouri","832","5,776,471","14.40","14.18","20,123"
"2010","Montana","155","960,836","16.13","14.90","2,861"
"2010","Nebraska","147","1,658,912","8.86","8.56","3,187"
"2010","Nevada","348","1,984,131","17.54","16.20","6,092"
"2010","New Hampshire","118","1,279,751","9.22","8.41","2,029"
"2010","New Jersey","409","7,236,802","5.65","5.77","10,910"
"2010","New Mexico","185","1,105,789","16.73","15.92","3,665"
"2010","New York","880","15,961,198","5.51","5.36","22,183"
"2010","North Carolina","1,072","8,735,631","12.27","11.98","24,038"
"2010","North Dakota","64","659,112","9.71","9.61","1,432"
"2010","Ohio","1,129","11,182,082","10.10","10.08","26,946"
"2010","Oklahoma","523","3,419,581","15.29","15.15","12,337"
"2010","Oregon","441","3,381,025","13.04","11.98","7,519"
"2010","Pennsylvania","1,250","11,983,195","10.43","10.21","30,539"
"2010","Rhode Island","40","922,299","4.34","4.26","831"
"2010","South Carolina","626","4,389,677","14.26","14.18","14,957"
"2010","South Dakota","75","792,079","9.47","9.47","1,776"
"2010","Tennessee","912","6,056,212","15.06","14.72","20,130"
"2010","Texas","2,086","15,685,121","13.30","12.81","44,566"
"2010","Utah","294","2,405,551","12.22","12.88","6,808"
"2010","Vermont","70","616,519","11.35","10.34","1,228"
"2010","Virginia","845","7,369,213","11.47","11.13","18,785"
"2010","Washington","572","5,968,750","9.58","9.24","11,646"
"2010","West Virginia","273","1,830,748","14.91","14.39","5,175"
"2010","Wisconsin","491","5,351,229","9.18","8.86","11,014"
"2010","Wyoming","89","513,533","17.33","16.23","1,881"
"2009","Alabama","820","4,581,420","17.90","17.59","18,216"
"2009","Alaska","102","660,663","15.44","15.22","2,860"
"2009","Arizona","659","4,476,334","14.72","13.70","11,787"
"2009","Arkansas","450","2,717,804","16.56","16.46","10,489"
"2009","California","2,125","23,201,362","9.16","8.48","44,726"
"2009","Colorado","515","3,956,704","13.02","12.39","10,548"
"2009","Connecticut","141","3,096,321","4.55","4.55","3,257"
"2009","Delaware","73","820,915","8.89","9.16","1,967"
"2009","District of Columbia","104","538,607","19.31","16.66","3,804"
"2009","Florida","2,039","14,528,337","14.04","13.51","42,495"
"2009","Georgia","1,209","8,790,441","13.75","13.71","27,861"
"2009","Hawaii","46","1,227,612","3.75","3.53","836"
"2009","Idaho","188","1,383,621","13.59","13.46","3,521"
"2009","Illinois","929","10,806,223","8.60","8.49","25,725"
"2009","Indiana","699","6,081,468","11.49","11.35","15,930"
"2009","Iowa","187","2,886,829","6.48","6.29","3,494"
"2009","Kansas","271","2,543,151","10.66","10.62","6,135"
"2009","Kentucky","553","4,190,350","13.20","12.98","11,768"
"2009","Louisiana","799","4,308,192","18.55","18.60","22,513"
"2009","Maine","120","1,312,473","9.14","8.49","1,972"
"2009","Maryland","571","5,277,604","10.82","10.85","15,405"
"2009","Massachusetts","169","5,908,202","2.86","2.77","4,206"
"2009","Michigan","1,072","9,472,168","11.32","11.29","26,385"
"2009","Minnesota","329","5,038,309","6.53","6.26","6,911"
"2009","Mississippi","485","2,879,079","16.85","17.05","11,554"
"2009","Missouri","810","5,755,168","14.07","13.97","20,238"
"2009","Montana","162","955,772","16.95","16.08","3,098"
"2009","Nebraska","128","1,651,812","7.75","7.64","2,795"
"2009","Nevada","351","1,981,298","17.72","16.61","6,336"
"2009","New Hampshire","88","1,279,772","6.88","6.45","1,815"
"2009","New Jersey","363","7,239,732","5.01","5.12","9,624"
"2009","New Mexico","175","1,099,238","15.92","14.94","3,359"
"2009","New York","840","15,948,001","5.27","5.08","21,275"
"2009","North Carolina","1,056","8,678,944","12.17","11.87","23,210"
"2009","North Dakota","58","651,692","8.90","8.97","1,563"
"2009","Ohio","974","11,184,346","8.71","8.59","23,050"
"2009","Oklahoma","513","3,398,283","15.10","14.93","11,761"
"2009","Oregon","402","3,370,395","11.93","10.89","7,015"
"2009","Pennsylvania","1,283","11,973,041","10.72","10.43","29,142"
"2009","Rhode Island","45","925,785","4.86","4.49","862"
"2009","South Carolina","600","4,364,036","13.75","13.44","14,147"
"2009","South Dakota","70","785,358","8.91","8.90","1,662"
"2009","Tennessee","944","6,027,421","15.66","15.35","21,298"
"2009","Texas","1,994","15,561,855","12.81","12.39","43,675"
"2009","Utah","238","2,375,838","10.02","10.85","5,384"
"2009","Vermont","60","615,543","9.75","8.83","922"
"2009","Virginia","815","7,318,507","11.14","10.84","19,123"
"2009","Washington","568","5,937,616","9.57","9.11","10,913"
"2009","West Virginia","251","1,825,731","13.75","13.36","5,213"
"2009","Wisconsin","445","5,343,585","8.33","8.09","9,501"
"2009","Wyoming","93","511,082","18.20","18.49","2,085"
"2008","Alabama","803","4,554,497","17.63","17.57","20,197"
"2008","Alaska","139","649,969","21.39","21.59","3,686"
"2008","Arizona","663","4,449,496","14.90","13.84","12,263"
"2008","Arkansas","436","2,704,323","16.12","16.20","9,853"
"2008","California","2,169","23,156,344","9.37","8.73","45,755"
"2008","Colorado","440","3,904,831","11.27","10.70","8,605"
"2008","Connecticut","173","3,098,803","5.58","5.49","4,147"
"2008","Delaware","89","817,149","10.89","10.86","2,395"
"2008","District of Columbia","134","529,790","25.29","21.65","4,655"
"2008","Florida","2,029","14,518,143","13.98","13.56","44,776"
"2008","Georgia","1,127","8,709,842","12.94","12.91","27,713"
"2008","Hawaii","38","1,216,882","3.12","2.98","725"
"2008","Idaho","166","1,370,464","12.11","11.78","3,115"
"2008","Illinois","945","10,805,690","8.75","8.64","25,769"
"2008","Indiana","680","6,063,091","11.22","11.15","15,805"
"2008","Iowa","215","2,878,915","7.47","7.22","4,656"
"2008","Kansas","258","2,531,332","10.19","9.89","5,842"
"2008","Kentucky","566","4,171,516","13.57","13.36","11,695"
"2008","Louisiana","804","4,264,720","18.85","18.69","22,746"
"2008","Maine","120","1,314,010","9.13","8.39","2,086"
"2008","Maryland","636","5,254,590","12.10","12.12","17,945"
"2008","Massachusetts","192","5,884,219","3.26","3.12","4,791"
"2008","Michigan","1,055","9,525,963","11.08","11.15","26,760"
"2008","Minnesota","363","5,012,989","7.24","7.10","8,283"
"2008","Mississippi","563","2,872,833","19.60","19.60","14,251"
"2008","Missouri","805","5,726,899","14.06","13.98","20,488"
"2008","Montana","148","949,042","15.60","15.42","3,454"
"2008","Nebraska","143","1,643,675","8.70","8.54","3,619"
"2008","Nevada","344","1,971,751","17.45","16.32","6,282"
"2008","New Hampshire","92","1,280,704","7.18","6.93","1,536"
"2008","New Jersey","380","7,246,565","5.24","5.36","10,126"
"2008","New Mexico","179","1,094,097","16.36","15.50","3,482"
"2008","New York","840","15,927,444","5.27","5.18","22,003"
"2008","North Carolina","1,084","8,580,803","12.63","12.40","25,313"
"2008","North Dakota","57","645,009","8.84","8.41","1,206"
"2008","Ohio","1,088","11,184,524","9.73","9.71","26,367"
"2008","Oklahoma","486","3,368,253","14.43","14.20","10,827"
"2008","Oregon","361","3,346,895","10.79","9.96","6,651"
"2008","Pennsylvania","1,295","11,954,696","10.83","10.66","31,003"
"2008","Rhode Island","35","930,812","3.76","3.41","647"
"2008","South Carolina","588","4,316,972","13.62","13.18","13,664"
"2008","South Dakota","82","778,347","10.54","10.58","1,946"
"2008","Tennessee","955","5,984,848","15.96","15.58","21,322"
"2008","Texas","2,133","15,381,739","13.87","13.53","49,800"
"2008","Utah","218","2,332,297","9.35","9.96","5,060"
"2008","Vermont","54","615,228","8.78","8.30","1,069"
"2008","Virginia","781","7,257,827","10.76","10.46","18,295"
"2008","Washington","538","5,871,854","9.16","8.68","10,811"
"2008","West Virginia","238","1,819,095","13.08","12.72","4,732"
"2008","Wisconsin","434","5,330,080","8.14","7.96","9,292"
"2008","Wyoming","91","500,094","18.20","17.77","1,718"
"2007","Alabama","795","4,522,188","17.58","17.46","20,078"
"2007","Alaska","116","643,847","18.02","18.52","2,997"
"2007","Arizona","655","4,394,036","14.91","14.45","14,423"
"2007","Arkansas","418","2,688,253","15.55","15.65","9,949"
"2007","California","2,189","23,114,006","9.47","8.99","49,705"
"2007","Colorado","426","3,849,687","11.07","10.53","8,399"
"2007","Connecticut","121","3,097,942","3.91","3.77","2,650"
"2007","Delaware","76","808,600","9.40","9.20","1,748"
"2007","District of Columbia","139","525,422","26.46","22.96","5,022"
"2007","Florida","1,957","14,495,706","13.50","13.16","43,708"
"2007","Georgia","1,161","8,598,820","13.50","13.53","28,551"
"2007","Hawaii","32","1,204,528","2.66","2.32","555"
"2007","Idaho","174","1,349,883","12.89","12.99","3,926"
"2007","Illinois","903","10,806,239","8.36","8.28","25,143"
"2007","Indiana","649","6,035,946","10.75","10.71","15,766"
"2007","Iowa","154","2,868,170","5.37","5.06","2,886"
"2007","Kansas","255","2,520,130","10.12","9.85","5,836"
"2007","Kentucky","604","4,145,753","14.57","14.27","13,319"
"2007","Louisiana","843","4,216,730","19.99","19.97","24,341"
"2007","Maine","107","1,311,246","8.16","7.69","1,942"
"2007","Maryland","654","5,247,222","12.46","12.71","19,925"
"2007","Massachusetts","209","5,870,510","3.56","3.46","5,479"
"2007","Michigan","1,064","9,588,891","11.10","11.16","27,167"
"2007","Minnesota","336","4,983,642","6.74","6.58","7,674"
"2007","Mississippi","528","2,858,284","18.47","18.50","13,345"
"2007","Missouri","746","5,700,097","13.09","12.94","17,813"
"2007","Montana","136","938,266","14.50","13.54","2,524"
"2007","Nebraska","135","1,638,363","8.24","8.15","3,371"
"2007","Nevada","351","1,947,682","18.02","17.17","7,267"
"2007","New Hampshire","78","1,278,798","6.10","5.66","1,176"
"2007","New Jersey","390","7,257,998","5.37","5.64","11,104"
"2007","New Mexico","163","1,093,533","14.91","14.10","3,255"
"2007","New York","874","15,916,300","5.49","5.39","22,582"
"2007","North Carolina","1,042","8,441,609","12.34","12.18","24,640"
"2007","North Dakota","55","640,923","8.58","8.10","1,114"
"2007","Ohio","1,089","11,184,434","9.74","9.67","27,055"
"2007","Oklahoma","462","3,348,731","13.80","13.55","10,293"
"2007","Oregon","377","3,320,019","11.36","10.55","6,713"
"2007","Pennsylvania","1,247","11,942,459","10.44","10.38","31,384"
"2007","Rhode Island","28","936,797","2.99","2.81","548"
"2007","South Carolina","572","4,249,899","13.46","13.22","14,294"
"2007","South Dakota","51","771,997","6.61","6.10","1,057"
"2007","Tennessee","891","5,930,035","15.03","14.74","20,224"
"2007","Texas","2,010","15,213,713","13.21","12.92","47,180"
"2007","Utah","221","2,288,085","9.66","10.43","4,900"
"2007","Vermont","52","614,989","8.46","8.18","1,030"
"2007","Virginia","792","7,204,529","10.99","10.70","18,133"
"2007","Washington","503","5,808,908","8.66","8.29","9,672"
"2007","West Virginia","266","1,813,906","14.66","14.15","5,455"
"2007","Wisconsin","476","5,314,525","8.96","8.75","11,678"
"2007","Wyoming","69","491,854","14.03","14.31","1,508"
"2006","Alabama","763","4,491,139","16.99","16.85","18,890"
"2006","Alaska","104","639,610","16.26","16.84","2,877"
"2006","Arizona","674","4,327,178","15.58","14.83","13,859"
"2006","Arkansas","415","2,672,178","15.53","15.50","9,449"
"2006","California","2,222","23,145,097","9.60","9.17","52,742"
"2006","Colorado","417","3,797,117","10.98","10.45","9,152"
"2006","Connecticut","152","3,104,593","4.90","4.98","3,989"
"2006","Delaware","75","799,790","9.38","9.36","1,880"
"2006","District of Columbia","129","522,159","24.71","21.24","4,721"
"2006","Florida","1,841","14,453,010","12.74","12.28","39,733"
"2006","Georgia","1,068","8,456,150","12.63","12.61","26,205"
"2006","Hawaii","31","1,201,408","2.58","2.40","658"
"2006","Idaho","166","1,323,174","12.55","12.81","3,691"
"2006","Illinois","899","10,803,728","8.32","8.26","25,773"
"2006","Indiana","708","6,008,312","11.78","11.64","17,466"
"2006","Iowa","183","2,858,930","6.40","6.22","4,111"
"2006","Kansas","276","2,511,304","10.99","10.91","6,505"
"2006","Kentucky","524","4,117,059","12.73","12.57","11,233"
"2006","Louisiana","815","4,157,225","19.60","19.38","23,403"
"2006","Maine","105","1,308,534","8.02","7.35","1,868"
"2006","Maryland","662","5,247,905","12.62","12.81","19,438"
"2006","Massachusetts","189","5,869,140","3.22","3.15","5,308"
"2006","Michigan","1,126","9,632,423","11.69","11.67","28,361"
"2006","Minnesota","320","4,950,631","6.46","6.36","7,407"
"2006","Mississippi","468","2,840,544","16.48","16.70","12,136"
"2006","Missouri","753","5,665,619","13.29","13.13","18,664"
"2006","Montana","120","927,391","12.94","12.54","2,425"
"2006","Nebraska","135","1,634,212","8.26","7.85","2,990"
"2006","Nevada","345","1,909,229","18.07","17.65","7,502"
"2006","New Hampshire","81","1,276,051","6.35","6.27","1,678"
"2006","New Jersey","448","7,280,639","6.15","6.49","12,845"
"2006","New Mexico","180","1,087,488","16.55","15.43","3,151"
"2006","New York","865","15,941,689","5.43","5.36","23,970"
"2006","North Carolina","1,074","8,292,174","12.95","12.73","26,074"
"2006","North Dakota","44","638,123","6.90","6.43","1,216"
"2006","Ohio","1,093","11,180,635","9.78","9.72","27,489"
"2006","Oklahoma","454","3,325,915","13.65","13.37","10,415"
"2006","Oregon","357","3,289,364","10.85","10.29","6,762"
"2006","Pennsylvania","1,310","11,927,569","10.98","10.92","34,176"
"2006","Rhode Island","44","945,439","4.65","4.44","1,241"
"2006","South Carolina","599","4,182,158","14.32","14.06","14,529"
