"Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2006","South Dakota","76","764,425","9.94","9.82","1,708"
"2006","Tennessee","912","5,864,850","15.55","15.32","21,293"
"2006","Texas","1,793","15,051,572","11.91","11.61","41,682"
"2006","Utah","214","2,238,089","9.56","10.37","4,983"
"2006","Vermont","54","614,755","8.78","8.23","909"
"2006","Virginia","788","7,157,629","11.01","10.68","18,185"
"2006","Washington","518","5,751,955","9.01","8.63","11,144"
"2006","West Virginia","252","1,808,884","13.93","13.38","4,880"
"2006","Wisconsin","414","5,296,994","7.82","7.73","9,806"
"2006","Wyoming","74","482,234","15.35","14.50","1,403"
"2005","Alabama","719","4,444,983","16.18","16.06","17,437"
"2005","Alaska","113","632,392","17.87","17.95","3,241"
"2005","Arizona","604","4,220,738","14.31","13.69","12,556"
"2005","Arkansas","424","2,643,949","16.04","15.83","10,449"
"2005","California","2,267","23,208,112","9.77","9.39","53,340"
"2005","Colorado","443","3,739,469","11.85","11.48","9,269"
"2005","Connecticut","162","3,110,633","5.21","5.19","3,749"
"2005","Delaware","72","789,775","9.12","9.02","1,866"
"2005","District of Columbia","152","518,552","29.31","25.66","5,557"
"2005","Florida","1,657","14,317,971","11.57","11.20","35,560"
"2005","Georgia","1,003","8,278,963","12.12","12.18","23,608"
"2005","Hawaii","23","1,188,072","1.94","1.87","521"
"2005","Idaho","185","1,292,896","14.31","14.31","3,852"
"2005","Illinois","883","10,817,754","8.16","8.11","23,502"
"2005","Indiana","680","5,975,259","11.38","11.21","16,625"
"2005","Iowa","196","2,848,038","6.88","6.77","4,352"
"2005","Kansas","242","2,504,648","9.66","9.44","5,208"
"2005","Kentucky","537","4,087,504","13.14","12.95","12,102"
"2005","Louisiana","825","4,427,827","18.63","18.30","24,619"
"2005","Maine","109","1,304,480","8.36","7.77","1,657"
"2005","Maryland","637","5,241,630","12.15","12.42","19,083"
"2005","Massachusetts","204","5,881,303","3.47","3.37","4,887"
"2005","Michigan","1,032","9,658,452","10.69","10.76","26,241"
"2005","Minnesota","352","4,918,136","7.16","7.01","8,543"
"2005","Mississippi","454","2,845,360","15.96","16.29","11,221"
"2005","Missouri","733","5,624,330","13.03","12.91","18,075"
"2005","Montana","160","915,949","17.47","17.13","3,468"
"2005","Nebraska","132","1,630,030","8.10","8.03","3,394"
"2005","Nevada","324","1,861,616","17.40","16.67","6,714"
"2005","New Hampshire","87","1,268,063","6.86","6.65","1,428"
"2005","New Jersey","400","7,308,642","5.47","5.82","11,683"
"2005","New Mexico","163","1,078,248","15.12","14.30","3,105"
"2005","New York","899","16,007,210","5.62","5.52","23,778"
"2005","North Carolina","1,061","8,128,515","13.05","12.90","25,352"
"2005","North Dakota","54","635,292","8.50","7.95","1,362"
"2005","Ohio","1,088","11,177,132","9.73","9.62","26,043"
"2005","Oklahoma","437","3,297,394","13.25","13.13","10,098"
"2005","Oregon","386","3,251,579","11.87","11.10","7,077"
"2005","Pennsylvania","1,288","11,904,941","10.82","10.68","31,763"
"2005","Rhode Island","33","953,679","3.46","3.38","885"
"2005","South Carolina","566","4,111,676","13.77","13.74","13,991"
"2005","South Dakota","80","757,944","10.56","10.14","1,876"
"2005","Tennessee","949","5,787,037","16.40","16.07","21,624"
"2005","Texas","1,870","14,767,376","12.66","12.40","43,470"
"2005","Utah","207","2,188,250","9.46","10.01","4,900"
"2005","Vermont","44","613,461","7.17","6.87","838"
"2005","Virginia","854","7,094,409","12.04","11.79","21,067"
"2005","Washington","527","5,674,041","9.29","8.84","11,374"
"2005","West Virginia","260","1,802,919","14.42","13.80","5,310"
"2005","Wisconsin","457","5,280,645","8.65","8.55","11,509"
"2005","Wyoming","69","475,579","14.51","13.89","1,371"
"2004","Alabama","668","4,417,445","15.12","14.91","15,657"
"2004","Alaska","114","626,274","18.20","17.96","3,346"
"2004","Arizona","628","4,111,398","15.28","14.70","13,090"
"2004","Arkansas","398","2,624,583","15.16","14.94","8,374"
"2004","California","2,237","23,239,009","9.63","9.28","52,439"
"2004","Colorado","465","3,710,269","12.53","11.99","9,810"
"2004","Connecticut","156","3,113,182","5.01","5.06","3,729"
"2004","Delaware","73","779,529","9.37","9.07","1,828"
"2004","District of Columbia","143","519,511","27.53","25.05","5,390"
"2004","Florida","1,704","14,084,049","12.10","11.73","36,104"
"2004","Georgia","1,010","8,166,678","12.37","12.39","24,748"
"2004","Hawaii","37","1,172,183","3.16","2.96","652"
"2004","Idaho","166","1,264,494","13.13","13.15","3,211"
"2004","Illinois","827","10,842,501","7.63","7.55","22,733"
"2004","Indiana","613","5,949,791","10.30","10.26","15,109"
"2004","Iowa","186","2,843,863","6.54","6.35","4,165"
"2004","Kansas","274","2,504,249","10.94","10.90","6,609"
"2004","Kentucky","542","4,058,894","13.35","13.07","12,236"
"2004","Louisiana","895","4,412,500","20.28","20.04","26,095"
"2004","Maine","107","1,300,224","8.23","7.88","2,236"
"2004","Maryland","635","5,224,040","12.16","12.39","18,649"
"2004","Massachusetts","179","5,905,992","3.03","2.99","4,843"
"2004","Michigan","1,012","9,674,165","10.46","10.54","26,821"
"2004","Minnesota","353","4,897,419","7.21","7.10","9,070"
"2004","Mississippi","465","2,833,276","16.41","16.58","11,841"
"2004","Missouri","653","5,591,693","11.68","11.57","15,756"
"2004","Montana","123","907,243","13.56","13.08","2,677"
"2004","Nebraska","115","1,624,703","7.08","6.95","2,671"
"2004","Nevada","303","1,814,559","16.70","15.92","5,580"
"2004","New Hampshire","69","1,261,341","5.47","5.10","1,193"
"2004","New Jersey","405","7,329,810","5.53","5.77","11,046"
"2004","New Mexico","172","1,069,086","16.09","15.36","3,499"
"2004","New York","811","16,079,274","5.04","4.99","21,798"
"2004","North Carolina","1,014","8,018,788","12.65","12.52","24,860"
"2004","North Dakota","49","634,346","7.72","7.45","1,374"
"2004","Ohio","1,009","11,180,453","9.03","8.93","23,794"
"2004","Oklahoma","437","3,289,101","13.29","13.07","9,421"
"2004","Oregon","362","3,225,786","11.22","10.47","6,720"
"2004","Pennsylvania","1,220","11,900,369","10.25","10.22","30,594"
"2004","Rhode Island","36","963,563","3.74","3.52","976"
"2004","South Carolina","562","4,066,815","13.82","13.72","13,599"
"2004","South Dakota","76","754,025","10.08","10.03","2,024"
"2004","Tennessee","853","5,726,854","14.90","14.72","20,155"
"2004","Texas","1,753","14,644,028","11.97","11.74","39,044"
"2004","Utah","196","2,146,716","9.13","9.91","4,422"
"2004","Vermont","60","612,576","9.80","9.35","1,043"
"2004","Virginia","790","7,026,274","11.24","11.09","18,846"
"2004","Washington","531","5,625,498","9.44","9.20","10,978"
"2004","West Virginia","252","1,800,237","14.00","13.67","5,344"
"2004","Wisconsin","400","5,263,029","7.60","7.46","9,968"
"2004","Wyoming","51","472,105","10.80","10.83","918"
"2003","Alabama","755","4,400,019","17.16","16.97","18,295"
"2003","Alaska","115","616,871","18.64","19.34","3,300"
"2003","Arizona","591","4,029,456","14.67","13.93","12,067"
"2003","Arkansas","411","2,609,192","15.75","15.51","9,592"
"2003","California","2,385","23,223,144","10.27","9.93","56,547"
"2003","Colorado","426","3,686,392","11.56","11.28","9,030"
"2003","Connecticut","135","3,115,034","4.33","4.25","2,978"
"2003","Delaware","64","770,404","8.31","8.15","1,593"
"2003","District of Columbia","165","520,922","31.68","28.36","6,025"
"2003","Florida","1,742","13,843,763","12.58","12.18","36,075"
"2003","Georgia","1,096","8,062,660","13.59","13.70","26,510"
"2003","Hawaii","32","1,153,482","2.77","2.65","648"
"2003","Idaho","158","1,242,686","12.71","12.79","3,291"
"2003","Illinois","971","10,854,083","8.95","8.93","27,733"
"2003","Indiana","663","5,930,402","11.18","11.14","17,243"
"2003","Iowa","204","2,838,968","7.19","7.01","4,234"
"2003","Kansas","288","2,502,650","11.51","11.35","6,595"
"2003","Kentucky","552","4,037,154","13.67","13.42","12,412"
"2003","Louisiana","838","4,389,774","19.09","19.02","24,147"
"2003","Maine","81","1,293,993","6.26","5.99","1,558"
"2003","Maryland","633","5,198,704","12.18","12.47","18,773"
"2003","Massachusetts","179","5,931,658","3.02","2.91","4,331"
"2003","Michigan","1,007","9,671,575","10.41","10.49","26,963"
"2003","Minnesota","320","4,873,853","6.57","6.48","8,024"
"2003","Mississippi","473","2,816,495","16.79","16.98","11,262"
"2003","Missouri","646","5,562,542","11.61","11.51","15,383"
"2003","Montana","143","897,816","15.93","15.82","3,196"
"2003","Nebraska","124","1,620,263","7.65","7.52","3,056"
"2003","Nevada","314","1,753,471","17.91","17.62","6,405"
"2003","New Hampshire","86","1,252,815","6.87","6.70","1,720"
"2003","New Jersey","405","7,337,879","5.52","5.74","10,734"
"2003","New Mexico","186","1,060,054","17.55","16.72","3,607"
"2003","New York","886","16,121,534","5.50","5.48","25,202"
"2003","North Carolina","996","7,926,968","12.57","12.39","24,699"
"2003","North Dakota","53","629,103","8.43","8.17","1,364"
"2003","Ohio","916","11,176,179","8.20","8.14","22,369"
"2003","Oklahoma","420","3,281,946","12.80","12.72","10,064"
"2003","Oregon","378","3,218,490","11.75","10.97","6,530"
"2003","Pennsylvania","1,185","11,897,201","9.96","9.88","29,766"
"2003","Rhode Island","29","964,250","3.01","2.89","825"
"2003","South Carolina","575","4,019,131","14.31","14.20","13,763"
"2003","South Dakota","76","748,641","10.15","10.05","1,985"
"2003","Tennessee","817","5,680,811","14.38","14.18","19,718"
"2003","Texas","1,839","14,532,344","12.66","12.41","41,802"
"2003","Utah","198","2,117,090","9.35","10.10","4,735"
"2003","Vermont","48","610,930","7.86","7.65","924"
"2003","Virginia","781","6,948,739","11.24","11.10","20,153"
"2003","Washington","527","5,579,951","9.45","9.17","10,858"
"2003","West Virginia","263","1,797,129","14.63","14.01","5,422"
"2003","Wisconsin","453","5,241,738","8.64","8.53","11,718"
"2003","Wyoming","82","468,029","17.52","17.10","1,692"
"2002","Alabama","713","4,385,910","16.26","16.20","17,589"
"2002","Alaska","125","612,311","20.41","20.44","3,510"
"2002","Arizona","698","3,969,818","17.58","16.93","15,040"
"2002","Arkansas","440","2,600,233","16.92","16.91","11,005"
"2002","California","2,397","23,166,048","10.35","10.02","55,952"
"2002","Colorado","447","3,673,383","12.17","11.83","10,434"
"2002","Connecticut","128","3,105,032","4.12","4.17","2,969"
"2002","Delaware","67","761,982","8.79","8.67","1,804"
"2002","District of Columbia","195","526,104","37.07","32.98","7,368"
"2002","Florida","1,702","13,675,840","12.45","12.08","35,706"
"2002","Georgia","1,066","7,984,971","13.35","13.41","26,609"
"2002","Hawaii","33","1,144,570","2.88","2.74","664"
"2002","Idaho","155","1,225,534","12.65","12.67","3,271"
"2002","Illinois","1,020","10,872,256","9.38","9.35","28,529"
"2002","Indiana","697","5,906,558","11.80","11.73","17,625"
"2002","Iowa","195","2,837,448","6.87","6.73","4,441"
"2002","Kansas","249","2,503,035","9.95","9.72","5,860"
"2002","Kentucky","536","4,016,678","13.34","13.06","12,006"
"2002","Louisiana","862","4,373,212","19.71","19.59","25,361"
"2002","Maine","86","1,284,495","6.70","6.54","1,669"
"2002","Maryland","602","5,166,504","11.65","12.01","18,019"
"2002","Massachusetts","186","5,943,391","3.13","3.08","4,811"
"2002","Michigan","1,066","9,658,574","11.04","11.11","28,311"
"2002","Minnesota","296","4,849,956","6.10","6.05","7,341"
"2002","Mississippi","487","2,810,757","17.33","17.46","13,238"
"2002","Missouri","681","5,536,997","12.30","12.22","16,512"
"2002","Montana","133","891,045","14.93","14.77","2,948"
"2002","Nebraska","129","1,617,298","7.98","7.80","2,770"
"2002","Nevada","315","1,708,410","18.44","17.75","6,575"
"2002","New Hampshire","70","1,243,801","5.63","5.56","1,384"
"2002","New Jersey","364","7,333,796","4.96","5.01","8,725"
"2002","New Mexico","190","1,054,439","18.02","17.45","4,006"
"2002","New York","853","16,130,657","5.29","5.27","23,578"
"2002","North Carolina","1,067","7,864,268","13.57","13.32","24,376"
"2002","North Dakota","58","629,169","9.22","9.23","1,284"
"2002","Ohio","1,045","11,162,569","9.36","9.29","24,450"
"2002","Oklahoma","437","3,278,634","13.33","13.10","10,203"
"2002","Oregon","349","3,200,192","10.91","10.50","6,974"
"2002","Pennsylvania","1,171","11,883,410","9.85","9.92","30,534"
"2002","Rhode Island","51","964,041","5.29","5.29","1,355"
"2002","South Carolina","554","3,988,253","13.89","13.83","14,008"
"2002","South Dakota","59","746,215","7.91","7.75","1,219"
"2002","Tennessee","886","5,642,988","15.70","15.51","21,292"
"2002","Texas","1,717","14,445,476","11.89","11.70","38,619"
"2002","Utah","185","2,093,704","8.84","9.42","4,833"
"2002","Vermont","61","608,865","10.02","9.66","977"
"2002","Virginia","777","6,897,080","11.27","11.19","18,616"
"2002","Washington","548","5,553,278","9.87","9.64","11,356"
"2002","West Virginia","268","1,791,376","14.96","14.62","6,062"
"2002","Wisconsin","436","5,221,166","8.35","8.22","10,702"
"2002","Wyoming","92","465,763","19.75","19.49","2,064"
"2001","Alabama","732","4,381,912","16.71","16.63","18,322"
"2001","Alaska","93","605,682","15.36","15.16","2,755"
"2001","Arizona","593","3,906,561","15.18","14.67","12,683"
"2001","Arkansas","406","2,595,045","15.65","15.58","9,611"
"2001","California","2,239","23,095,496","9.70","9.42","51,679"
"2001","Colorado","446","3,642,418","12.25","12.08","9,991"
"2001","Connecticut","170","3,094,716","5.49","5.52","3,857"
"2001","Delaware","73","754,791","9.67","9.55","1,689"
"2001","District of Columbia","165","527,687","31.27","27.44","6,104"
"2001","Florida","1,608","13,495,307","11.92","11.41","32,262"
"2001","Georgia","1,065","7,892,910","13.49","13.53","27,362"
"2001","Hawaii","44","1,134,502","3.88","3.75","1,125"
"2001","Idaho","165","1,210,895","13.63","13.67","3,743"
"2001","Illinois","1,048","10,886,912","9.63","9.59","28,962"
"2001","Indiana","711","5,893,291","12.07","11.99","18,343"
"2001","Iowa","187","2,841,527","6.58","6.41","4,362"
"2001","Kansas","241","2,501,442","9.63","9.70","6,704"
"2001","Kentucky","513","4,000,972","12.82","12.62","12,114"
"2001","Louisiana","770","4,361,665","17.65","17.69","21,781"
"2001","Maine","98","1,275,202","7.69","7.34","1,771"
"2001","Maryland","601","5,123,340","11.73","12.03","18,440"
"2001","Massachusetts","166","5,942,473","2.79","2.74","4,015"
"2001","Michigan","1,045","9,647,503","10.83","10.89","28,207"
"2001","Minnesota","313","4,824,746","6.49","6.46","7,695"
"2001","Mississippi","497","2,808,826","17.69","17.79","13,082"
"2001","Missouri","735","5,512,298","13.33","13.27","18,903"
"2001","Montana","157","887,415","17.69","17.75","3,490"
"2001","Nebraska","134","1,616,621","8.29","8.20","3,131"
"2001","Nevada","292","1,665,003","17.54","17.14","6,176"
"2001","New Hampshire","88","1,232,468","7.14","7.12","2,157"
"2001","New Jersey","324","7,318,939","4.43","4.60","8,542"
"2001","New Mexico","178","1,048,147","16.98","16.53","3,797"
"2001","New York","912","16,130,448","5.65","5.66","26,227"
"2001","North Carolina","1,019","7,785,401","13.09","12.86","24,452"
"2001","North Dakota","45","630,685","7.14","7.35","988"
"2001","Ohio","1,014","11,154,906","9.09","9.04","23,885"
"2001","Oklahoma","479","3,271,617","14.64","14.48","11,166"
"2001","Oregon","344","3,171,854","10.85","10.47","6,717"
"2001","Pennsylvania","1,117","11,877,509","9.40","9.38","27,924"
"2001","Rhode Island","38","960,467","3.96","3.92","1,027"
"2001","South Carolina","552","3,957,380","13.95","13.82","14,075"
"2001","South Dakota","54","745,391","7.25","7.20","1,377"
"2001","Tennessee","829","5,611,750","14.77","14.57","20,038"
"2001","Texas","1,776","14,332,617","12.39","12.21","40,934"
"2001","Utah","205","2,066,067","9.92","10.87","5,180"
"2001","Vermont","51","606,119","8.41","8.28","1,015"
"2001","Virginia","750","6,836,712","10.97","10.88","19,054"
"2001","Washington","480","5,512,082","8.71","8.57","10,031"
"2001","West Virginia","249","1,788,334","13.92","13.11","4,440"
"2001","Wisconsin","462","5,197,064","8.89","8.77","11,757"
"2001","Wyoming","68","461,701","14.73","14.32","1,668"
"Total","","734,632","5,987,524,956","12.27","11.95","16,977,295"
"","","","","","",""
"Injury Outcome: Fatal","","","","","",""
"Injury Type: All Injury","","","","","",""
"Data Years: 2001 to 2023","","","","","",""
"Geography: United States","","","","","",""
"Intent: All Intents","","","","","",""
"Mechanism: Firearm","","","","","",""
"Age: All Ages","","","","","",""
"Sex: All Sexes","","","","","",""
"Race: All Races","","","","","",""
"Ethnicity: Non-Hispanic","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","",""
"YPLL Age: 65","","","","","",""
"Year and Race Options: 2001 - 2023 with No Race","","","","","",""
"Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);","","","","","",""
"--* indicates secondary suppression.","","","","","",""
"Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","",""
"Data sources:","","","","","",""
"National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.","","","","","",""
"National Electronic Injury Surveillance System-All Injury Program for WISQARS Nonfatal data , an estimated number of hospital visits for injury care that start in an emergency department based on a U.S. nationally representative probability sample of hospitals.","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","",""
