Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Deaths,Population,Crude Rate
,2006,2006,Prostate,28010,Missouri,29,582,2855141,20.4
,2006,2006,Prostate,28010,Montana,30,129,477351,27
,2006,2006,Prostate,28010,Nebraska,31,183,878006,20.8
,2006,2006,Prostate,28010,Nevada,32,217,1278665,17
,2006,2006,Prostate,28010,New Hampshire,33,129,645616,20
,2006,2006,Prostate,28010,New Jersey,34,764,4213580,18.1
,2006,2006,Prostate,28010,New Mexico,35,210,968168,21.7
,2006,2006,Prostate,28010,New York,36,1731,9233230,18.7
,2006,2006,Prostate,28010,North Carolina,37,903,4354118,20.7
,2006,2006,Prostate,28010,North Dakota,38,88,326839,26.9
,2006,2006,Prostate,28010,Ohio,39,1184,5598146,21.1
,2006,2006,Prostate,28010,Oklahoma,40,340,1775397,19.2
,2006,2006,Prostate,28010,Oregon,41,424,1817766,23.3
,2006,2006,Prostate,28010,Pennsylvania,42,1464,6081497,24.1
,2006,2006,Prostate,28010,Rhode Island,44,103,512962,20.1
,2006,2006,Prostate,28010,South Carolina,45,469,2120192,22.1
,2006,2006,Prostate,28010,South Dakota,46,103,390613,26.4
,2006,2006,Prostate,28010,Tennessee,47,606,2967311,20.4
,2006,2006,Prostate,28010,Texas,48,1648,11588337,14.2
,2006,2006,Prostate,28010,Utah,49,203,1267516,16
,2006,2006,Prostate,28010,Vermont,50,56,306602,18.3
,2006,2006,Prostate,28010,Virginia,51,693,3765250,18.4
,2006,2006,Prostate,28010,Washington,53,612,3170058,19.3
,2006,2006,Prostate,28010,West Virginia,54,181,897307,20.2
,2006,2006,Prostate,28010,Wisconsin,55,571,2765379,20.6
,2006,2006,Prostate,28010,Wyoming,56,58,265306,21.9
,2006,2006,Prostate,28010,Puerto Rico,72,517,1825958,28.3
,2007,2007,Prostate,28010,Alabama,01,546,2265565,24.1
,2007,2007,Prostate,28010,Alaska,02,29,353162,8.2
,2007,2007,Prostate,28010,Arizona,04,557,3070683,18.1
,2007,2007,Prostate,28010,Arkansas,05,354,1397292,25.3
,2007,2007,Prostate,28010,California,06,3057,18035385,17
,2007,2007,Prostate,28010,Colorado,08,370,2407435,15.4
,2007,2007,Prostate,28010,Connecticut,09,379,1715653,22.1
,2007,2007,Prostate,28010,Delaware,10,88,422351,20.8
,2007,2007,Prostate,28010,District of Columbia,11,93,271455,34.3
,2007,2007,Prostate,28010,Florida,12,2177,8989255,24.2
,2007,2007,Prostate,28010,Georgia,13,777,4572416,17
,2007,2007,Prostate,28010,Hawaii,15,108,658490,16.4
,2007,2007,Prostate,28010,Idaho,16,157,754978,20.8
,2007,2007,Prostate,28010,Illinois,17,1261,6228289,20.2
,2007,2007,Prostate,28010,Indiana,18,619,3138145,19.7
,2007,2007,Prostate,28010,Iowa,19,373,1481189,25.2
