bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
77805,22472,100277,76.7089591450608,76.1079562295374,77.3099620605842,76.9691039284954,76.0117173074611,77.9264905495297
