age_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
_55_59,Arizona,4,150,192,342,52.4783011205448,44.1790657670704,60.7775364740193,.,.,.
_60_65,Arizona,4,216,382,598,39.3463380773929,32.7681180422913,45.9245581124945,.,.,.
_21_24,Arkansas,5,15,38,53,26.8630501090015,14.1990803740986,39.5270198439044,.,.,.
_25_29,Arkansas,5,17,43,60,27.4583139898991,14.7839955904904,40.1326323893078,.,.,.
_30_34,Arkansas,5,44,64,108,41.1892234639331,30.6751344667949,51.7033124610713,.,.,.
_35_39,Arkansas,5,56,64,120,44.9196708319637,34.5627686506174,55.2765730133101,.,.,.
_40_44,Arkansas,5,55,81,136,40.8214047729497,30.9796513391281,50.6631582067713,.,.,.
_45_49,Arkansas,5,64,79,143,43.2477487926073,33.5684036652217,52.9270939199929,.,.,.
_50_54,Arkansas,5,73,96,169,42.4209410708283,33.6771535767871,51.1647285648694,.,.,.
_55_59,Arkansas,5,76,118,194,43.3958676858042,35.1959280999672,51.5958072716412,.,.,.
_60_65,Arkansas,5,113,190,303,35.4916236457134,28.5771381905839,42.4061091008428,.,.,.
_21_24,California,6,54,161,215,18.9451640035693,12.7571811208405,25.1331468862981,.,.,.
_25_29,California,6,136,173,309,39.0677055226894,32.1443517649611,45.9910592804176,.,.,.
_30_34,California,6,150,163,313,42.5305476382213,35.6801575808294,49.3809376956131,.,.,.
_35_39,California,6,152,157,309,43.575790841175,34.9883080660489,52.1632736163012,.,.,.
