Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2004,2004,Colon and Rectum,21041-21052,North Carolina,37,Female,F,770,4376070,17.6
,2004,2004,Colon and Rectum,21041-21052,North Carolina,37,Male,M,747,4177082,17.9
,2004,2004,Colon and Rectum,21041-21052,North Dakota,38,Female,F,65,321008,20.2
,2004,2004,Colon and Rectum,21041-21052,North Dakota,38,Male,M,64,323697,19.8
,2004,2004,Colon and Rectum,21041-21052,Ohio,39,Female,F,1220,5874411,20.8
,2004,2004,Colon and Rectum,21041-21052,Ohio,39,Male,M,1259,5577840,22.6
,2004,2004,Colon and Rectum,21041-21052,Oklahoma,40,Female,F,338,1784671,18.9
,2004,2004,Colon and Rectum,21041-21052,Oklahoma,40,Male,M,373,1740562,21.4
,2004,2004,Colon and Rectum,21041-21052,Oregon,41,Female,F,306,1800377,17
,2004,2004,Colon and Rectum,21041-21052,Oregon,41,Male,M,330,1769086,18.7
,2004,2004,Colon and Rectum,21041-21052,Pennsylvania,42,Female,F,1565,6390749,24.5
,2004,2004,Colon and Rectum,21041-21052,Pennsylvania,42,Male,M,1444,6019973,24
,2004,2004,Colon and Rectum,21041-21052,Rhode Island,44,Female,F,120,556375,21.6
,2004,2004,Colon and Rectum,21041-21052,Rhode Island,44,Male,M,108,518204,20.8
,2004,2004,Colon and Rectum,21041-21052,South Carolina,45,Female,F,365,2162305,16.9
,2004,2004,Colon and Rectum,21041-21052,South Carolina,45,Male,M,375,2048616,18.3
,2004,2004,Colon and Rectum,21041-21052,South Dakota,46,Female,F,82,386677,21.2
,2004,2004,Colon and Rectum,21041-21052,South Dakota,46,Male,M,72,383719,18.8
,2004,2004,Colon and Rectum,21041-21052,Tennessee,47,Female,F,588,3027931,19.4
,2004,2004,Colon and Rectum,21041-21052,Tennessee,47,Male,M,573,2882878,19.9
,2004,2004,Colon and Rectum,21041-21052,Texas,48,Female,F,1511,11278402,13.4
,2004,2004,Colon and Rectum,21041-21052,Texas,48,Male,M,1688,11115621,15.2
,2004,2004,Colon and Rectum,21041-21052,Utah,49,Female,F,96,1196749,8
,2004,2004,Colon and Rectum,21041-21052,Utah,49,Male,M,117,1204831,9.7
,2004,2004,Colon and Rectum,21041-21052,Vermont,50,Female,F,62,315080,19.7
,2004,2004,Colon and Rectum,21041-21052,Vermont,50,Male,M,63,304840,20.7
,2004,2004,Colon and Rectum,21041-21052,Virginia,51,Female,F,603,3814310,15.8
,2004,2004,Colon and Rectum,21041-21052,Virginia,51,Male,M,682,3661265,18.6
,2004,2004,Colon and Rectum,21041-21052,Washington,53,Female,F,496,3107815,16
,2004,2004,Colon and Rectum,21041-21052,Washington,53,Male,M,484,3070830,15.8
,2004,2004,Colon and Rectum,21041-21052,West Virginia,54,Female,F,236,927027,25.5
,2004,2004,Colon and Rectum,21041-21052,West Virginia,54,Male,M,252,889411,28.3
,2004,2004,Colon and Rectum,21041-21052,Wisconsin,55,Female,F,508,2782678,18.3
,2004,2004,Colon and Rectum,21041-21052,Wisconsin,55,Male,M,498,2731348,18.2
,2004,2004,Colon and Rectum,21041-21052,Wyoming,56,Female,F,37,251506,14.7
,2004,2004,Colon and Rectum,21041-21052,Wyoming,56,Male,M,48,257600,18.6
,2005,2005,Colon and Rectum,21041-21052,Alabama,01,Female,F,415,2354514,17.6
,2005,2005,Colon and Rectum,21041-21052,Alabama,01,Male,M,485,2211403,21.9
,2005,2005,Colon and Rectum,21041-21052,Alaska,02,Female,F,20,320920,6.2
,2005,2005,Colon and Rectum,21041-21052,Alaska,02,Male,M,40,346026,11.6
,2005,2005,Colon and Rectum,21041-21052,Arizona,04,Female,F,425,2930811,14.5
,2005,2005,Colon and Rectum,21041-21052,Arizona,04,Male,M,499,2908266,17.2
,2005,2005,Colon and Rectum,21041-21052,Arkansas,05,Female,F,270,1418295,19
,2005,2005,Colon and Rectum,21041-21052,Arkansas,05,Male,M,304,1362802,22.3
,2005,2005,Colon and Rectum,21041-21052,California,06,Female,F,2512,17996230,14
,2005,2005,Colon and Rectum,21041-21052,California,06,Male,M,2644,17831713,14.8
,2005,2005,Colon and Rectum,21041-21052,Colorado,08,Female,F,350,2308238,15.2
,2005,2005,Colon and Rectum,21041-21052,Colorado,08,Male,M,311,2323650,13.4
,2005,2005,Colon and Rectum,21041-21052,Connecticut,09,Female,F,354,1802068,19.6
,2005,2005,Colon and Rectum,21041-21052,Connecticut,09,Male,M,278,1704888,16.3
,2005,2005,Colon and Rectum,21041-21052,Delaware,10,Female,F,83,435227,19.1
,2005,2005,Colon and Rectum,21041-21052,Delaware,10,Male,M,79,409923,19.3
,2005,2005,Colon and Rectum,21041-21052,District of Columbia,11,Female,F,55,299613,18.4
,2005,2005,Colon and Rectum,21041-21052,District of Columbia,11,Male,M,63,267523,23.5
,2005,2005,Colon and Rectum,21041-21052,Florida,12,Female,F,1815,9117950,19.9
,2005,2005,Colon and Rectum,21041-21052,Florida,12,Male,M,1941,8724088,22.2
,2005,2005,Colon and Rectum,21041-21052,Georgia,13,Female,F,644,4555263,14.1
,2005,2005,Colon and Rectum,21041-21052,Georgia,13,Male,M,682,4370659,15.6
,2005,2005,Colon and Rectum,21041-21052,Hawaii,15,Female,F,80,644813,12.4
,2005,2005,Colon and Rectum,21041-21052,Hawaii,15,Male,M,131,647916,20.2
,2005,2005,Colon and Rectum,21041-21052,Idaho,16,Female,F,118,711983,16.6
,2005,2005,Colon and Rectum,21041-21052,Idaho,16,Male,M,93,716258,13
,2005,2005,Colon and Rectum,21041-21052,Illinois,17,Female,F,1173,6423831,18.3
,2005,2005,Colon and Rectum,21041-21052,Illinois,17,Male,M,1190,6186072,19.2
,2005,2005,Colon and Rectum,21041-21052,Indiana,18,Female,F,592,3191481,18.5
,2005,2005,Colon and Rectum,21041-21052,Indiana,18,Male,M,651,3087135,21.1
,2005,2005,Colon and Rectum,21041-21052,Iowa,19,Female,F,336,1503019,22.4
,2005,2005,Colon and Rectum,21041-21052,Iowa,19,Male,M,326,1461435,22.3
,2005,2005,Colon and Rectum,21041-21052,Kansas,20,Female,F,283,1387958,20.4
,2005,2005,Colon and Rectum,21041-21052,Kansas,20,Male,M,265,1357341,19.5
,2005,2005,Colon and Rectum,21041-21052,Kentucky,21,Female,F,436,2129658,20.5
,2005,2005,Colon and Rectum,21041-21052,Kentucky,21,Male,M,454,2053084,22.1
,2005,2005,Colon and Rectum,21041-21052,Louisiana,22,Female,F,408,2263201,18
,2005,2005,Colon and Rectum,21041-21052,Louisiana,22,Male,M,472,2148195,22
,2005,2005,Colon and Rectum,21041-21052,Maine,23,Female,F,141,674104,20.9
,2005,2005,Colon and Rectum,21041-21052,Maine,23,Male,M,137,644683,21.3
,2005,2005,Colon and Rectum,21041-21052,Maryland,24,Female,F,484,2891761,16.7
,2005,2005,Colon and Rectum,21041-21052,Maryland,24,Male,M,533,2700618,19.7
,2005,2005,Colon and Rectum,21041-21052,Massachusetts,25,Female,F,685,3309010,20.7
,2005,2005,Colon and Rectum,21041-21052,Massachusetts,25,Male,M,592,3094280,19.1
,2005,2005,Colon and Rectum,21041-21052,Michigan,26,Female,F,984,5114320,19.2
,2005,2005,Colon and Rectum,21041-21052,Michigan,26,Male,M,928,4936817,18.8
,2005,2005,Colon and Rectum,21041-21052,Minnesota,27,Female,F,407,2579546,15.8
,2005,2005,Colon and Rectum,21041-21052,Minnesota,27,Male,M,382,2540052,15
,2005,2005,Colon and Rectum,21041-21052,Mississippi,28,Female,F,296,1482601,20
,2005,2005,Colon and Rectum,21041-21052,Mississippi,28,Male,M,286,1393628,20.5
,2005,2005,Colon and Rectum,21041-21052,Missouri,29,Female,F,576,2962870,19.4
,2005,2005,Colon and Rectum,21041-21052,Missouri,29,Male,M,565,2827430,20
,2005,2005,Colon and Rectum,21041-21052,Montana,30,Female,F,88,469780,18.7
,2005,2005,Colon and Rectum,21041-21052,Montana,30,Male,M,98,470322,20.8
,2005,2005,Colon and Rectum,21041-21052,Nebraska,31,Female,F,180,889468,20.2
,2005,2005,Colon and Rectum,21041-21052,Nebraska,31,Male,M,187,872029,21.4
,2005,2005,Colon and Rectum,21041-21052,Nevada,32,Female,F,177,1198846,14.8
,2005,2005,Colon and Rectum,21041-21052,Nevada,32,Male,M,224,1233297,18.2
,2005,2005,Colon and Rectum,21041-21052,New Hampshire,33,Female,F,124,657932,18.8
,2005,2005,Colon and Rectum,21041-21052,New Hampshire,33,Male,M,120,640560,18.7
,2005,2005,Colon and Rectum,21041-21052,New Jersey,34,Female,F,924,4443545,20.8
,2005,2005,Colon and Rectum,21041-21052,New Jersey,34,Male,M,851,4208429,20.2
,2005,2005,Colon and Rectum,21041-21052,New Mexico,35,Female,F,156,978520,15.9
,2005,2005,Colon and Rectum,21041-21052,New Mexico,35,Male,M,149,953754,15.6
,2005,2005,Colon and Rectum,21041-21052,New York,36,Female,F,1833,9887467,18.5
,2005,2005,Colon and Rectum,21041-21052,New York,36,Male,M,1679,9245143,18.2
,2005,2005,Colon and Rectum,21041-21052,North Carolina,37,Female,F,720,4457189,16.2
,2005,2005,Colon and Rectum,21041-21052,North Carolina,37,Male,M,741,4248218,17.4
,2005,2005,Colon and Rectum,21041-21052,North Dakota,38,Female,F,80,321543,24.9
,2005,2005,Colon and Rectum,21041-21052,North Dakota,38,Male,M,72,324546,22.2
,2005,2005,Colon and Rectum,21041-21052,Ohio,39,Female,F,1199,5876703,20.4
,2005,2005,Colon and Rectum,21041-21052,Ohio,39,Male,M,1166,5586617,20.9
,2005,2005,Colon and Rectum,21041-21052,Oklahoma,40,Female,F,347,1796475,19.3
,2005,2005,Colon and Rectum,21041-21052,Oklahoma,40,Male,M,383,1752122,21.9
,2005,2005,Colon and Rectum,21041-21052,Oregon,41,Female,F,346,1823447,19
,2005,2005,Colon and Rectum,21041-21052,Oregon,41,Male,M,321,1789755,17.9
,2005,2005,Colon and Rectum,21041-21052,Pennsylvania,42,Female,F,1494,6405053,23.3
,2005,2005,Colon and Rectum,21041-21052,Pennsylvania,42,Male,M,1457,6044937,24.1
,2005,2005,Colon and Rectum,21041-21052,Rhode Island,44,Female,F,115,552832,20.8
,2005,2005,Colon and Rectum,21041-21052,Rhode Island,44,Male,M,108,515084,21
,2005,2005,Colon and Rectum,21041-21052,South Carolina,45,Female,F,380,2192345,17.3
,2005,2005,Colon and Rectum,21041-21052,South Carolina,45,Male,M,431,2077805,20.7
,2005,2005,Colon and Rectum,21041-21052,South Dakota,46,Female,F,85,389021,21.8
,2005,2005,Colon and Rectum,21041-21052,South Dakota,46,Male,M,93,386472,24.1
,2005,2005,Colon and Rectum,21041-21052,Tennessee,47,Female,F,550,3068439,17.9
,2005,2005,Colon and Rectum,21041-21052,Tennessee,47,Male,M,612,2922618,20.9
,2005,2005,Colon and Rectum,21041-21052,Texas,48,Female,F,1506,11467895,13.1
,2005,2005,Colon and Rectum,21041-21052,Texas,48,Male,M,1685,11305125,14.9
,2005,2005,Colon and Rectum,21041-21052,Utah,49,Female,F,116,1224741,9.5
,2005,2005,Colon and Rectum,21041-21052,Utah,49,Male,M,120,1232978,9.7
,2005,2005,Colon and Rectum,21041-21052,Vermont,50,Female,F,57,315422,18.1
,2005,2005,Colon and Rectum,21041-21052,Vermont,50,Male,M,66,305793,21.6
,2005,2005,Colon and Rectum,21041-21052,Virginia,51,Female,F,593,3863646,15.3
,2005,2005,Colon and Rectum,21041-21052,Virginia,51,Male,M,643,3713459,17.3
,2005,2005,Colon and Rectum,21041-21052,Washington,53,Female,F,448,3145396,14.2
,2005,2005,Colon and Rectum,21041-21052,Washington,53,Male,M,498,3111909,16
,2005,2005,Colon and Rectum,21041-21052,West Virginia,54,Female,F,220,927690,23.7
,2005,2005,Colon and Rectum,21041-21052,West Virginia,54,Male,M,221,892802,24.8
,2005,2005,Colon and Rectum,21041-21052,Wisconsin,55,Female,F,507,2797061,18.1
,2005,2005,Colon and Rectum,21041-21052,Wisconsin,55,Male,M,492,2749105,17.9
,2005,2005,Colon and Rectum,21041-21052,Wyoming,56,Female,F,37,253726,14.6
,2005,2005,Colon and Rectum,21041-21052,Wyoming,56,Male,M,33,260431,12.7
,2005,2005,Colon and Rectum,21041-21052,Puerto Rico,72,Female,F,305,1986644,15.4
,2005,2005,Colon and Rectum,21041-21052,Puerto Rico,72,Male,M,326,1834718,17.8
,2006,2006,Colon and Rectum,21041-21052,Alabama,01,Female,F,463,2385480,19.4
,2006,2006,Colon and Rectum,21041-21052,Alabama,01,Male,M,512,2243501,22.8
,2006,2006,Colon and Rectum,21041-21052,Alaska,02,Female,F,31,325121,9.5
,2006,2006,Colon and Rectum,21041-21052,Alaska,02,Male,M,38,350181,10.9
,2006,2006,Colon and Rectum,21041-21052,Arizona,04,Female,F,423,3026134,14
,2006,2006,Colon and Rectum,21041-21052,Arizona,04,Male,M,497,3003007,16.6
,2006,2006,Colon and Rectum,21041-21052,Arkansas,05,Female,F,271,1438428,18.8
,2006,2006,Colon and Rectum,21041-21052,Arkansas,05,Male,M,284,1383333,20.5
,2006,2006,Colon and Rectum,21041-21052,California,06,Female,F,2548,18097471,14.1
,2006,2006,Colon and Rectum,21041-21052,California,06,Male,M,2585,17923731,14.4
,2006,2006,Colon and Rectum,21041-21052,Colorado,08,Female,F,304,2352960,12.9
,2006,2006,Colon and Rectum,21041-21052,Colorado,08,Male,M,349,2367463,14.7
,2006,2006,Colon and Rectum,21041-21052,Connecticut,09,Female,F,346,1807675,19.1
,2006,2006,Colon and Rectum,21041-21052,Connecticut,09,Male,M,293,1709785,17.1
,2006,2006,Colon and Rectum,21041-21052,Delaware,10,Female,F,63,442766,14.2
,2006,2006,Colon and Rectum,21041-21052,Delaware,10,Male,M,85,416502,20.4
,2006,2006,Colon and Rectum,21041-21052,District of Columbia,11,Female,F,69,301322,22.9
,2006,2006,Colon and Rectum,21041-21052,District of Columbia,11,Male,M,63,269359,23.4
,2006,2006,Colon and Rectum,21041-21052,Florida,12,Female,F,1842,9280080,19.8
,2006,2006,Colon and Rectum,21041-21052,Florida,12,Male,M,1932,8886910,21.7
,2006,2006,Colon and Rectum,21041-21052,Georgia,13,Female,F,671,4670606,14.4
,2006,2006,Colon and Rectum,21041-21052,Georgia,13,Male,M,681,4485207,15.2
,2006,2006,Colon and Rectum,21041-21052,Hawaii,15,Female,F,99,652351,15.2
,2006,2006,Colon and Rectum,21041-21052,Hawaii,15,Male,M,112,657380,17
,2006,2006,Colon and Rectum,21041-21052,Idaho,16,Female,F,91,732104,12.4
,2006,2006,Colon and Rectum,21041-21052,Idaho,16,Male,M,108,736565,14.7
,2006,2006,Colon and Rectum,21041-21052,Illinois,17,Female,F,1291,6440022,20
,2006,2006,Colon and Rectum,21041-21052,Illinois,17,Male,M,1211,6203933,19.5
,2006,2006,Colon and Rectum,21041-21052,Indiana,18,Female,F,589,3218203,18.3
,2006,2006,Colon and Rectum,21041-21052,Indiana,18,Male,M,636,3114466,20.4
,2006,2006,Colon and Rectum,21041-21052,Iowa,19,Female,F,352,1511124,23.3
,2006,2006,Colon and Rectum,21041-21052,Iowa,19,Male,M,316,1471520,21.5
,2006,2006,Colon and Rectum,21041-21052,Kansas,20,Female,F,249,1394092,17.9
,2006,2006,Colon and Rectum,21041-21052,Kansas,20,Male,M,278,1368839,20.3
,2006,2006,Colon and Rectum,21041-21052,Kentucky,21,Female,F,418,2149096,19.5
,2006,2006,Colon and Rectum,21041-21052,Kentucky,21,Male,M,445,2070143,21.5
,2006,2006,Colon and Rectum,21041-21052,Louisiana,22,Female,F,394,2204072,17.9
,2006,2006,Colon and Rectum,21041-21052,Louisiana,22,Male,M,461,2098593,22
,2006,2006,Colon and Rectum,21041-21052,Maine,23,Female,F,134,676157,19.8
,2006,2006,Colon and Rectum,21041-21052,Maine,23,Male,M,141,647462,21.8
,2006,2006,Colon and Rectum,21041-21052,Maryland,24,Female,F,520,2907963,17.9
,2006,2006,Colon and Rectum,21041-21052,Maryland,24,Male,M,495,2719404,18.2
,2006,2006,Colon and Rectum,21041-21052,Massachusetts,25,Female,F,634,3311185,19.1
,2006,2006,Colon and Rectum,21041-21052,Massachusetts,25,Male,M,610,3098899,19.7
,2006,2006,Colon and Rectum,21041-21052,Michigan,26,Female,F,966,5106621,18.9
,2006,2006,Colon and Rectum,21041-21052,Michigan,26,Male,M,911,4929460,18.5
,2006,2006,Colon and Rectum,21041-21052,Minnesota,27,Female,F,430,2600951,16.5
,2006,2006,Colon and Rectum,21041-21052,Minnesota,27,Male,M,394,2562604,15.4
,2006,2006,Colon and Rectum,21041-21052,Mississippi,28,Female,F,274,1496313,18.3
,2006,2006,Colon and Rectum,21041-21052,Mississippi,28,Male,M,317,1408665,22.5
,2006,2006,Colon and Rectum,21041-21052,Missouri,29,Female,F,584,2987563,19.5
,2006,2006,Colon and Rectum,21041-21052,Missouri,29,Male,M,565,2855141,19.8
,2006,2006,Colon and Rectum,21041-21052,Montana,30,Female,F,101,475341,21.2
,2006,2006,Colon and Rectum,21041-21052,Montana,30,Male,M,99,477351,20.7
,2006,2006,Colon and Rectum,21041-21052,Nebraska,31,Female,F,180,894687,20.1
,2006,2006,Colon and Rectum,21041-21052,Nebraska,31,Male,M,202,878006,23
,2006,2006,Colon and Rectum,21041-21052,Nevada,32,Female,F,196,1243993,15.8
,2006,2006,Colon and Rectum,21041-21052,Nevada,32,Male,M,207,1278665,16.2
,2006,2006,Colon and Rectum,21041-21052,New Hampshire,33,Female,F,116,662773,17.5
,2006,2006,Colon and Rectum,21041-21052,New Hampshire,33,Male,M,125,645616,19.4
,2006,2006,Colon and Rectum,21041-21052,New Jersey,34,Female,F,917,4448099,20.6
,2006,2006,Colon and Rectum,21041-21052,New Jersey,34,Male,M,856,4213580,20.3
,2006,2006,Colon and Rectum,21041-21052,New Mexico,35,Female,F,146,993969,14.7
,2006,2006,Colon and Rectum,21041-21052,New Mexico,35,Male,M,162,968168,16.7
,2006,2006,Colon and Rectum,21041-21052,New York,36,Female,F,1839,9871401,18.6
,2006,2006,Colon and Rectum,21041-21052,New York,36,Male,M,1697,9233230,18.4
,2006,2006,Colon and Rectum,21041-21052,North Carolina,37,Female,F,729,4563152,16
,2006,2006,Colon and Rectum,21041-21052,North Carolina,37,Male,M,772,4354118,17.7
,2006,2006,Colon and Rectum,21041-21052,North Dakota,38,Female,F,71,322583,22
,2006,2006,Colon and Rectum,21041-21052,North Dakota,38,Male,M,76,326839,23.3
,2006,2006,Colon and Rectum,21041-21052,Ohio,39,Female,F,1267,5883067,21.5
,2006,2006,Colon and Rectum,21041-21052,Ohio,39,Male,M,1164,5598146,20.8
,2006,2006,Colon and Rectum,21041-21052,Oklahoma,40,Female,F,318,1818693,17.5
,2006,2006,Colon and Rectum,21041-21052,Oklahoma,40,Male,M,339,1775397,19.1
,2006,2006,Colon and Rectum,21041-21052,Oregon,41,Female,F,317,1853117,17.1
,2006,2006,Colon and Rectum,21041-21052,Oregon,41,Male,M,308,1817766,16.9
,2006,2006,Colon and Rectum,21041-21052,Pennsylvania,42,Female,F,1467,6429312,22.8
,2006,2006,Colon and Rectum,21041-21052,Pennsylvania,42,Male,M,1449,6081497,23.8
,2006,2006,Colon and Rectum,21041-21052,Rhode Island,44,Female,F,94,550134,17.1
,2006,2006,Colon and Rectum,21041-21052,Rhode Island,44,Male,M,93,512962,18.1
,2006,2006,Colon and Rectum,21041-21052,South Carolina,45,Female,F,413,2237655,18.5
,2006,2006,Colon and Rectum,21041-21052,South Carolina,45,Male,M,419,2120192,19.8
,2006,2006,Colon and Rectum,21041-21052,South Dakota,46,Female,F,68,392420,17.3
,2006,2006,Colon and Rectum,21041-21052,South Dakota,46,Male,M,81,390613,20.7
,2006,2006,Colon and Rectum,21041-21052,Tennessee,47,Female,F,560,3121455,17.9
,2006,2006,Colon and Rectum,21041-21052,Tennessee,47,Male,M,565,2967311,19
,2006,2006,Colon and Rectum,21041-21052,Texas,48,Female,F,1528,11771243,13
,2006,2006,Colon and Rectum,21041-21052,Texas,48,Male,M,1822,11588337,15.7
,2006,2006,Colon and Rectum,21041-21052,Utah,49,Female,F,119,1257991,9.5
,2006,2006,Colon and Rectum,21041-21052,Utah,49,Male,M,126,1267516,9.9
,2006,2006,Colon and Rectum,21041-21052,Vermont,50,Female,F,64,316290,20.2
,2006,2006,Colon and Rectum,21041-21052,Vermont,50,Male,M,52,306602,17
,2006,2006,Colon and Rectum,21041-21052,Virginia,51,Female,F,625,3908475,16
,2006,2006,Colon and Rectum,21041-21052,Virginia,51,Male,M,641,3765250,17
,2006,2006,Colon and Rectum,21041-21052,Washington,53,Female,F,452,3200695,14.1
,2006,2006,Colon and Rectum,21041-21052,Washington,53,Male,M,475,3170058,15
,2006,2006,Colon and Rectum,21041-21052,West Virginia,54,Female,F,210,930605,22.6
,2006,2006,Colon and Rectum,21041-21052,West Virginia,54,Male,M,225,897307,25.1
,2006,2006,Colon and Rectum,21041-21052,Wisconsin,55,Female,F,487,2812276,17.3
,2006,2006,Colon and Rectum,21041-21052,Wisconsin,55,Male,M,484,2765379,17.5
,2006,2006,Colon and Rectum,21041-21052,Wyoming,56,Female,F,55,257361,21.4
,2006,2006,Colon and Rectum,21041-21052,Wyoming,56,Male,M,43,265306,16.2
,2006,2006,Colon and Rectum,21041-21052,Puerto Rico,72,Female,F,289,1979256,14.6
,2006,2006,Colon and Rectum,21041-21052,Puerto Rico,72,Male,M,351,1825958,19.2
,2007,2007,Colon and Rectum,21041-21052,Alabama,01,Female,F,429,2407275,17.8
,2007,2007,Colon and Rectum,21041-21052,Alabama,01,Male,M,453,2265565,20
,2007,2007,Colon and Rectum,21041-21052,Alaska,02,Female,F,34,327138,10.4
,2007,2007,Colon and Rectum,21041-21052,Alaska,02,Male,M,48,353162,13.6
,2007,2007,Colon and Rectum,21041-21052,Arizona,04,Female,F,431,3096998,13.9
,2007,2007,Colon and Rectum,21041-21052,Arizona,04,Male,M,541,3070683,17.6
,2007,2007,Colon and Rectum,21041-21052,Arkansas,05,Female,F,289,1451358,19.9
,2007,2007,Colon and Rectum,21041-21052,Arkansas,05,Male,M,306,1397292,21.9
,2007,2007,Colon and Rectum,21041-21052,California,06,Female,F,2467,18214926,13.5
,2007,2007,Colon and Rectum,21041-21052,California,06,Male,M,2601,18035385,14.4
,2007,2007,Colon and Rectum,21041-21052,Colorado,08,Female,F,294,2396433,12.3
,2007,2007,Colon and Rectum,21041-21052,Colorado,08,Male,M,307,2407435,12.8
,2007,2007,Colon and Rectum,21041-21052,Connecticut,09,Female,F,311,1811617,17.2
,2007,2007,Colon and Rectum,21041-21052,Connecticut,09,Male,M,276,1715653,16.1
,2007,2007,Colon and Rectum,21041-21052,Delaware,10,Female,F,103,449398,22.9
,2007,2007,Colon and Rectum,21041-21052,Delaware,10,Male,M,90,422351,21.3
,2007,2007,Colon and Rectum,21041-21052,District of Columbia,11,Female,F,77,302949,25.4
,2007,2007,Colon and Rectum,21041-21052,District of Columbia,11,Male,M,48,271455,17.7
,2007,2007,Colon and Rectum,21041-21052,Florida,12,Female,F,1778,9378587,19
,2007,2007,Colon and Rectum,21041-21052,Florida,12,Male,M,1942,8989255,21.6
,2007,2007,Colon and Rectum,21041-21052,Georgia,13,Female,F,665,4777572,13.9
,2007,2007,Colon and Rectum,21041-21052,Georgia,13,Male,M,681,4572416,14.9
,2007,2007,Colon and Rectum,21041-21052,Hawaii,15,Female,F,99,657185,15.1
,2007,2007,Colon and Rectum,21041-21052,Hawaii,15,Male,M,139,658490,21.1
,2007,2007,Colon and Rectum,21041-21052,Idaho,16,Female,F,114,750127,15.2
,2007,2007,Colon and Rectum,21041-21052,Idaho,16,Male,M,105,754978,13.9
,2007,2007,Colon and Rectum,21041-21052,Illinois,17,Female,F,1298,6467577,20.1
,2007,2007,Colon and Rectum,21041-21052,Illinois,17,Male,M,1170,6228289,18.8
,2007,2007,Colon and Rectum,21041-21052,Indiana,18,Female,F,588,3241454,18.1
,2007,2007,Colon and Rectum,21041-21052,Indiana,18,Male,M,598,3138145,19.1
,2007,2007,Colon and Rectum,21041-21052,Iowa,19,Female,F,358,1518023,23.6
,2007,2007,Colon and Rectum,21041-21052,Iowa,19,Male,M,291,1481189,19.6
,2007,2007,Colon and Rectum,21041-21052,Kansas,20,Female,F,250,1405705,17.8
,2007,2007,Colon and Rectum,21041-21052,Kansas,20,Male,M,279,1378080,20.2
,2007,2007,Colon and Rectum,21041-21052,Kentucky,21,Female,F,463,2164210,21.4
,2007,2007,Colon and Rectum,21041-21052,Kentucky,21,Male,M,475,2092462,22.7
,2007,2007,Colon and Rectum,21041-21052,Louisiana,22,Female,F,393,2239125,17.6
,2007,2007,Colon and Rectum,21041-21052,Louisiana,22,Male,M,463,2136456,21.7
,2007,2007,Colon and Rectum,21041-21052,Maine,23,Female,F,162,677797,23.9
,2007,2007,Colon and Rectum,21041-21052,Maine,23,Male,M,151,649243,23.3
,2007,2007,Colon and Rectum,21041-21052,Maryland,24,Female,F,469,2920109,16.1
,2007,2007,Colon and Rectum,21041-21052,Maryland,24,Male,M,520,2733299,19
,2007,2007,Colon and Rectum,21041-21052,Massachusetts,25,Female,F,620,3321653,18.7
,2007,2007,Colon and Rectum,21041-21052,Massachusetts,25,Male,M,556,3109906,17.9
,2007,2007,Colon and Rectum,21041-21052,Michigan,26,Female,F,901,5091035,17.7
,2007,2007,Colon and Rectum,21041-21052,Michigan,26,Male,M,897,4910249,18.3
,2007,2007,Colon and Rectum,21041-21052,Minnesota,27,Female,F,411,2622551,15.7
,2007,2007,Colon and Rectum,21041-21052,Minnesota,27,Male,M,444,2584652,17.2
,2007,2007,Colon and Rectum,21041-21052,Mississippi,28,Female,F,272,1507071,18
,2007,2007,Colon and Rectum,21041-21052,Mississippi,28,Male,M,339,1421279,23.9
,2007,2007,Colon and Rectum,21041-21052,Missouri,29,Female,F,555,3007493,18.5
,2007,2007,Colon and Rectum,21041-21052,Missouri,29,Male,M,597,2880119,20.7
,2007,2007,Colon and Rectum,21041-21052,Montana,30,Female,F,87,480939,18.1
,2007,2007,Colon and Rectum,21041-21052,Montana,30,Male,M,74,483767,15.3
,2007,2007,Colon and Rectum,21041-21052,Nebraska,31,Female,F,200,900106,22.2
,2007,2007,Colon and Rectum,21041-21052,Nebraska,31,Male,M,173,883334,19.6
,2007,2007,Colon and Rectum,21041-21052,Nevada,32,Female,F,218,1284052,17
,2007,2007,Colon and Rectum,21041-21052,Nevada,32,Male,M,223,1317020,16.9
,2007,2007,Colon and Rectum,21041-21052,New Hampshire,33,Female,F,108,664987,16.2
,2007,2007,Colon and Rectum,21041-21052,New Hampshire,33,Male,M,106,647553,16.4
,2007,2007,Colon and Rectum,21041-21052,New Jersey,34,Female,F,896,4455148,20.1
,2007,2007,Colon and Rectum,21041-21052,New Jersey,34,Male,M,875,4222737,20.7
,2007,2007,Colon and Rectum,21041-21052,New Mexico,35,Female,F,145,1007922,14.4
,2007,2007,Colon and Rectum,21041-21052,New Mexico,35,Male,M,177,982148,18
,2007,2007,Colon and Rectum,21041-21052,New York,36,Female,F,1785,9881510,18.1
,2007,2007,Colon and Rectum,21041-21052,New York,36,Male,M,1676,9250825,18.1
,2007,2007,Colon and Rectum,21041-21052,North Carolina,37,Female,F,770,4677313,16.5
,2007,2007,Colon and Rectum,21041-21052,North Carolina,37,Male,M,823,4440724,18.5
,2007,2007,Colon and Rectum,21041-21052,North Dakota,38,Female,F,61,324066,18.8
,2007,2007,Colon and Rectum,21041-21052,North Dakota,38,Male,M,64,328756,19.5
,2007,2007,Colon and Rectum,21041-21052,Ohio,39,Female,F,1210,5890965,20.5
