Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,2017,2017,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,38,704922,5.4
,2017,2017,Cervix Uteri,27010,Georgia,13,55-59 years,55-59,20,348056,5.7
,2017,2017,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,17,421389,4
,2017,2017,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,20,431663,4.6
,2017,2017,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,19,452273,4.2
,2017,2017,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,23,407824,5.6
,2017,2017,Cervix Uteri,27010,Indiana,18,60-64 years ,60-64,16,212507,7.5
,2017,2017,Cervix Uteri,27010,Louisiana,22,60-64 years ,60-64,16,150681,10.6
,2017,2017,Cervix Uteri,27010,Michigan,26,60-64 years ,60-64,21,347887,6
,2017,2017,Cervix Uteri,27010,New Jersey,34,45-49 years,45-49,18,322364,5.6
,2017,2017,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,22,340618,6.5
,2017,2017,Cervix Uteri,27010,New York,36,45-49 years,45-49,20,669327,3
,2017,2017,Cervix Uteri,27010,New York,36,50-54 years,50-54,29,714107,4.1
,2017,2017,Cervix Uteri,27010,New York,36,55-59 years,55-59,28,723658,3.9
,2017,2017,Cervix Uteri,27010,New York,36,60-64 years ,60-64,20,647294,3.1
,2017,2017,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,19,353283,5.4
,2017,2017,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,16,327883,4.9
,2017,2017,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,20,394359,5.1
,2017,2017,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,23,430071,5.3
,2017,2017,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,18,399622,4.5
,2017,2017,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,20,450512,4.4
,2017,2017,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,18,483846,3.7
,2017,2017,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,20,452197,4.4
,2017,2017,Cervix Uteri,27010,Texas,48,30-34 years,30-34,29,1000293,2.9
,2017,2017,Cervix Uteri,27010,Texas,48,35-39 years,35-39,43,975937,4.4
,2017,2017,Cervix Uteri,27010,Texas,48,40-44 years,40-44,37,909914,4.1
,2017,2017,Cervix Uteri,27010,Texas,48,45-49 years,45-49,47,904722,5.2
,2017,2017,Cervix Uteri,27010,Texas,48,50-54 years,50-54,39,856431,4.6
,2017,2017,Cervix Uteri,27010,Texas,48,55-59 years,55-59,44,854883,5.1
,2017,2017,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,57,756048,7.5
,2018,2018,Cervix Uteri,27010,Alabama,01,60-64 years ,60-64,21,168695,12.4
,2018,2018,Cervix Uteri,27010,California,06,30-34 years,30-34,21,1399504,1.5
,2018,2018,Cervix Uteri,27010,California,06,35-39 years,35-39,35,1348069,2.6
,2018,2018,Cervix Uteri,27010,California,06,40-44 years,40-44,25,1239654,2
,2018,2018,Cervix Uteri,27010,California,06,45-49 years,45-49,46,1276122,3.6
,2018,2018,Cervix Uteri,27010,California,06,50-54 years,50-54,51,1245068,4.1
,2018,2018,Cervix Uteri,27010,California,06,55-59 years,55-59,63,1270786,5
,2018,2018,Cervix Uteri,27010,California,06,60-64 years ,60-64,48,1154573,4.2
,2018,2018,Cervix Uteri,27010,Florida,12,30-34 years,30-34,17,658108,2.6
,2018,2018,Cervix Uteri,27010,Florida,12,35-39 years,35-39,21,653159,3.2
,2018,2018,Cervix Uteri,27010,Florida,12,40-44 years,40-44,24,626679,3.8
,2018,2018,Cervix Uteri,27010,Florida,12,45-49 years,45-49,23,676064,3.4
,2018,2018,Cervix Uteri,27010,Florida,12,50-54 years,50-54,35,704682,5
,2018,2018,Cervix Uteri,27010,Florida,12,55-59 years,55-59,45,752815,6
,2018,2018,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,42,720600,5.8
,2018,2018,Cervix Uteri,27010,Georgia,13,60-64 years ,60-64,18,315737,5.7
,2018,2018,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,25,418674,6
,2018,2018,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,21,446673,4.7
,2018,2018,Cervix Uteri,27010,New York,36,50-54 years,50-54,26,696193,3.7
,2018,2018,Cervix Uteri,27010,New York,36,55-59 years,55-59,26,722831,3.6
,2018,2018,Cervix Uteri,27010,New York,36,60-64 years ,60-64,27,659299,4.1
,2018,2018,Cervix Uteri,27010,North Carolina,37,50-54 years,50-54,18,342422,5.3
,2018,2018,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,16,355961,4.5
,2018,2018,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,16,333923,4.8
,2018,2018,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,20,381831,5.2
,2018,2018,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,16,422311,3.8
,2018,2018,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,20,407397,4.9
,2018,2018,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,18,437833,4.1
,2018,2018,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,21,476811,4.4
,2018,2018,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,18,459903,3.9
,2018,2018,Cervix Uteri,27010,Texas,48,35-39 years,35-39,37,997732,3.7
,2018,2018,Cervix Uteri,27010,Texas,48,40-44 years,40-44,42,916285,4.6
,2018,2018,Cervix Uteri,27010,Texas,48,45-49 years,45-49,52,915762,5.7
,2018,2018,Cervix Uteri,27010,Texas,48,50-54 years,50-54,53,846698,6.3
,2018,2018,Cervix Uteri,27010,Texas,48,55-59 years,55-59,54,860529,6.3
,2018,2018,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,41,772142,5.3
,2019,2019,Cervix Uteri,27010,Arizona,04,60-64 years ,60-64,18,219108,8.2
,2019,2019,Cervix Uteri,27010,California,06,30-34 years,30-34,18,1417186,1.3
,2019,2019,Cervix Uteri,27010,California,06,35-39 years,35-39,22,1357708,1.6
,2019,2019,Cervix Uteri,27010,California,06,40-44 years,40-44,29,1239934,2.3
,2019,2019,Cervix Uteri,27010,California,06,45-49 years,45-49,47,1253594,3.7
,2019,2019,Cervix Uteri,27010,California,06,50-54 years,50-54,54,1226732,4.4
,2019,2019,Cervix Uteri,27010,California,06,55-59 years,55-59,59,1266342,4.7
,2019,2019,Cervix Uteri,27010,California,06,60-64 years ,60-64,54,1159929,4.7
,2019,2019,Cervix Uteri,27010,Florida,12,35-39 years,35-39,17,663939,2.6
,2019,2019,Cervix Uteri,27010,Florida,12,40-44 years,40-44,27,633293,4.3
,2019,2019,Cervix Uteri,27010,Florida,12,45-49 years,45-49,38,672664,5.6
,2019,2019,Cervix Uteri,27010,Florida,12,50-54 years,50-54,31,690937,4.5
,2019,2019,Cervix Uteri,27010,Florida,12,55-59 years,55-59,46,762039,6
,2019,2019,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,53,732684,7.2
,2019,2019,Cervix Uteri,27010,Georgia,13,40-44 years,40-44,16,348306,4.6
,2019,2019,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,20,406618,4.9
,2019,2019,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,20,440084,4.5
,2019,2019,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,18,416395,4.3
,2019,2019,Cervix Uteri,27010,Indiana,18,55-59 years,55-59,19,228651,8.3
,2019,2019,Cervix Uteri,27010,Missouri,29,60-64 years ,60-64,16,206676,7.7
,2019,2019,Cervix Uteri,27010,New York,36,35-39 years,35-39,16,666084,2.4
,2019,2019,Cervix Uteri,27010,New York,36,40-44 years,40-44,17,611553,2.8
,2019,2019,Cervix Uteri,27010,New York,36,50-54 years,50-54,19,677775,2.8
,2019,2019,Cervix Uteri,27010,New York,36,55-59 years,55-59,19,721064,2.6
,2019,2019,Cervix Uteri,27010,New York,36,60-64 years ,60-64,31,667893,4.6
,2019,2019,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,24,372170,6.4
,2019,2019,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,16,415257,3.9
,2019,2019,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,28,410703,6.8
,2019,2019,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,26,470679,5.5
,2019,2019,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,18,222453,8.1
,2019,2019,Cervix Uteri,27010,Texas,48,30-34 years,30-34,18,1019209,1.8
,2019,2019,Cervix Uteri,27010,Texas,48,35-39 years,35-39,29,1014921,2.9
,2019,2019,Cervix Uteri,27010,Texas,48,40-44 years,40-44,44,928895,4.7
,2019,2019,Cervix Uteri,27010,Texas,48,45-49 years,45-49,55,920287,6
,2019,2019,Cervix Uteri,27010,Texas,48,50-54 years,50-54,48,844327,5.7
,2019,2019,Cervix Uteri,27010,Texas,48,55-59 years,55-59,36,865034,4.2
,2019,2019,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,46,785743,5.9
,2019,2019,Cervix Uteri,27010,Virginia,51,55-59 years,55-59,16,300001,5.3
,2020,2020,Cervix Uteri,27010,California,06,30-34 years,30-34,21,1437647,1.5
,2020,2020,Cervix Uteri,27010,California,06,35-39 years,35-39,27,1357804,2
,2020,2020,Cervix Uteri,27010,California,06,40-44 years,40-44,42,1251129,3.4
,2020,2020,Cervix Uteri,27010,California,06,45-49 years,45-49,44,1227100,3.6
,2020,2020,Cervix Uteri,27010,California,06,50-54 years,50-54,56,1225341,4.6
,2020,2020,Cervix Uteri,27010,California,06,55-59 years,55-59,57,1246968,4.6
,2020,2020,Cervix Uteri,27010,California,06,60-64 years ,60-64,59,1168201,5.1
,2020,2020,Cervix Uteri,27010,Florida,12,35-39 years,35-39,31,670400,4.6
,2020,2020,Cervix Uteri,27010,Florida,12,40-44 years,40-44,19,645587,2.9
,2020,2020,Cervix Uteri,27010,Florida,12,45-49 years,45-49,37,663627,5.6
,2020,2020,Cervix Uteri,27010,Florida,12,50-54 years,50-54,43,689569,6.2
,2020,2020,Cervix Uteri,27010,Florida,12,55-59 years,55-59,51,764878,6.7
,2020,2020,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,36,748526,4.8
,2020,2020,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,16,353292,4.5
,2020,2020,Cervix Uteri,27010,Georgia,13,55-59 years,55-59,16,358778,4.5
,2020,2020,Cervix Uteri,27010,Georgia,13,60-64 years ,60-64,19,327073,5.8
,2020,2020,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,20,402660,5
,2020,2020,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,33,417019,7.9
,2020,2020,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,17,338248,5
,2020,2020,Cervix Uteri,27010,New Jersey,34,60-64 years ,60-64,16,313579,5.1
,2020,2020,Cervix Uteri,27010,New York,36,50-54 years,50-54,22,665011,3.3
,2020,2020,Cervix Uteri,27010,New York,36,55-59 years,55-59,19,711079,2.7
,2020,2020,Cervix Uteri,27010,New York,36,60-64 years ,60-64,27,672951,4
,2020,2020,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,19,343718,5.5
,2020,2020,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,18,349954,5.1
,2020,2020,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,20,368556,5.4
,2020,2020,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,22,410825,5.4
,2020,2020,Cervix Uteri,27010,Oklahoma,40,50-54 years,50-54,16,110381,14.5
,2020,2020,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,18,417401,4.3
,2020,2020,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,27,462567,5.8
,2020,2020,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,28,465288,6
,2020,2020,Cervix Uteri,27010,Texas,48,35-39 years,35-39,49,1025504,4.8
,2020,2020,Cervix Uteri,27010,Texas,48,40-44 years,40-44,34,952340,3.6
,2020,2020,Cervix Uteri,27010,Texas,48,45-49 years,45-49,39,918929,4.2
,2020,2020,Cervix Uteri,27010,Texas,48,50-54 years,50-54,54,858436,6.3
,2020,2020,Cervix Uteri,27010,Texas,48,55-59 years,55-59,50,862155,5.8
,2020,2020,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,39,801085,4.9
,2021,2021,Cervix Uteri,27010,Arizona,04,55-59 years,55-59,18,220155,8.2
,2021,2021,Cervix Uteri,27010,California,06,30-34 years,30-34,21,1444198,1.5
,2021,2021,Cervix Uteri,27010,California,06,35-39 years,35-39,17,1351962,1.3
,2021,2021,Cervix Uteri,27010,California,06,40-44 years,40-44,43,1262348,3.4
,2021,2021,Cervix Uteri,27010,California,06,45-49 years,45-49,44,1199204,3.7
,2021,2021,Cervix Uteri,27010,California,06,50-54 years,50-54,43,1228700,3.5
,2021,2021,Cervix Uteri,27010,California,06,55-59 years,55-59,49,1220380,4
,2021,2021,Cervix Uteri,27010,California,06,60-64 years ,60-64,39,1171251,3.3
,2021,2021,Cervix Uteri,27010,Florida,12,30-34 years,30-34,16,701790,2.3
,2021,2021,Cervix Uteri,27010,Florida,12,35-39 years,35-39,27,679254,4
,2021,2021,Cervix Uteri,27010,Florida,12,40-44 years,40-44,26,660537,3.9
,2021,2021,Cervix Uteri,27010,Florida,12,45-49 years,45-49,37,652474,5.7
,2021,2021,Cervix Uteri,27010,Florida,12,50-54 years,50-54,31,698598,4.4
,2021,2021,Cervix Uteri,27010,Florida,12,55-59 years,55-59,46,760061,6.1
,2021,2021,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,43,765493,5.6
,2021,2021,Cervix Uteri,27010,Georgia,13,40-44 years,40-44,16,361651,4.4
,2021,2021,Cervix Uteri,27010,Georgia,13,45-49 years,45-49,20,350743,5.7
,2021,2021,Cervix Uteri,27010,Georgia,13,60-64 years ,60-64,16,332151,4.8
,2021,2021,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,24,406582,5.9
,2021,2021,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,17,401729,4.2
,2021,2021,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,21,416342,5
,2021,2021,Cervix Uteri,27010,Indiana,18,60-64 years ,60-64,16,221270,7.2
,2021,2021,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,18,287415,6.3
,2021,2021,Cervix Uteri,27010,Michigan,26,60-64 years ,60-64,23,355973,6.5
,2021,2021,Cervix Uteri,27010,New York,36,45-49 years,45-49,21,588771,3.6
,2021,2021,Cervix Uteri,27010,New York,36,50-54 years,50-54,24,653263,3.7
,2021,2021,Cervix Uteri,27010,New York,36,55-59 years,55-59,27,694187,3.9
,2021,2021,Cervix Uteri,27010,New York,36,60-64 years ,60-64,21,674372,3.1
,2021,2021,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,18,355023,5.1
,2021,2021,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,22,349804,6.3
,2021,2021,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,17,336690,5
,2021,2021,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,20,369820,5.4
,2021,2021,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,19,410932,4.6
,2021,2021,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,22,414172,5.3
,2021,2021,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,19,450029,4.2
,2021,2021,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,19,465510,4.1
,2021,2021,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,16,211454,7.6
,2021,2021,Cervix Uteri,27010,Texas,48,30-34 years,30-34,21,1054151,2
,2021,2021,Cervix Uteri,27010,Texas,48,35-39 years,35-39,34,1037768,3.3
,2021,2021,Cervix Uteri,27010,Texas,48,40-44 years,40-44,48,978690,4.9
,2021,2021,Cervix Uteri,27010,Texas,48,45-49 years,45-49,50,912903,5.5
,2021,2021,Cervix Uteri,27010,Texas,48,50-54 years,50-54,54,881787,6.1
,2021,2021,Cervix Uteri,27010,Texas,48,55-59 years,55-59,47,853982,5.5
,2021,2021,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,55,814327,6.8
---,,,,,,,,,,,
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2021 Mortality",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Age Group: 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years; 55-59 years; 60-64 years,,,,,,,,,,,
Leading Cancer Sites: Cervix Uteri,,,,,,,,,,,
Group By: Year; Leading Cancer Sites; States and Puerto Rico; Age Group,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Standard Population: 2000 U.S. Std. Million,,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: Dec 12, 2024 1:48:23 PM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: United States Cancer Statistics - Mortality: 1999 - 2021, WONDER Online Database. United States Department",,,,,,,,,,,
"of Health and Human Services, Centers for Disease Control and Prevention; 2024. Accessed at",,,,,,,,,,,
"http://wonder.cdc.gov/CancerMort-v2021.html on Dec 12, 2024 1:48:23 PM",,,,,,,,,,,
---,,,,,,,,,,,
Messages:,,,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,
2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.,,,,,,,,,,,
3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is,,,,,,,,,,,
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander""",,,,,,,,,,,
"and ""American Indian or Alaska Native"" race categories are suppressed at the Metropolitan Statistical Area level for",,,,,,,,,,,
"populations less than 50,000 persons. More information: http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html#Suppressed.",,,,,,,,,,,
2. 'Not Applicable' is displayed for all data values when sex-specific cancers are combined with the wrong sex. More,,,,,,,,,,,
information: http://wonder.cdc.gov/wonder/help/CancerMort-v2021.html#Genital Cancers List.,,,,,,,,,,,
3. 'Missing' is displayed for a combination of states/territories/MSAs and years that did not meet the United States Cancer,,,,,,,,,,,
Statistics (USCS) publication standard or did not allow permission for their data to be used.,,,,,,,,,,,
"4. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate",,,,,,,,,,,
values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be,,,,,,,,,,,
misleading.,,,,,,,,,,,
5. Age-adjusted rates are not available when results are grouped by age.,,,,,,,,,,,
6. These states are missing data for the indicated year: Puerto Rico 1999-2005.,,,,,,,,,,,
"7. About rate comparisons: <ul><li> For consistency with the data on cancer incidence, the cancer sites in mortality data were",,,,,,,,,,,
"grouped according to the revised SEER recodes dated March 1, 2018 (see SEER Cause of Death Recodes:",,,,,,,,,,,
"http://seer.cancer.gov/codrecode/.). Because NCHS uses different groupings for some sites, the death rates in this report may",,,,,,,,,,,
"differ slightly from those published by NCHS. In addition, under the ICD, there are differences in mortality and incidence",,,,,,,,,,,
"coding. For example, there are several codes for mesothelioma in ICD-10 (depending on the primary site). However in ICD-O-3, one",,,,,,,,,,,
code captures all of the primary sites that mesothelioma affects. Note that Kaposi sarcoma deaths included in this dataset are,,,,,,,,,,,
"only those deaths with underlying cause of death attributed to Kaposi Sarcoma, and do not include deaths where the condition was",,,,,,,,,,,
"a contributing cause of death, or subsequent to another underlying condition. </li><li> The population used to age-adjust the",,,,,,,,,,,
"rates in this report is the 2000 U.S. standard population, which is in accordance with a 1998 recommendation of the US.",,,,,,,,,,,
Department of Health and Human Services. The 2000 U.S. standard population is based on the proportion of the 2000 population in,,,,,,,,,,,
"specific age groups (younger than 1 year, 1-4 years, 5-9 years, 10-14 years, 15-19 years, . . . 85 years or older); the",,,,,,,,,,,
proportions of the 2000 population in these age groups serve as weights for calculating age-adjusted incidence and death rates.,,,,,,,,,,,
"NCHS, however, uses a different set of age groups in its age adjustment of death rates, and thus the cancer death rates in this",,,,,,,,,,,
report may differ slightly from those published by NCHS. </li><li> Deaths of persons of unknown age are not included in this,,,,,,,,,,,
data set. Death rates may differ slightly from other reports where deaths of persons of unknown age are included. </li></ul>,,,,,,,,,,,
"8. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and",,,,,,,,,,,
Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for,,,,,,,,,,,
"these states, nor are these counts included in the summary populations for the affected division, regions or national",,,,,,,,,,,
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005.",,,,,,,,,,,
