Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,1999,1999,Cervix Uteri,27010,California,06,30-34 years,30-34,20,1318261,1.5
,1999,1999,Cervix Uteri,27010,California,06,35-39 years,35-39,37,1391548,2.7
,1999,1999,Cervix Uteri,27010,California,06,40-44 years,40-44,51,1309691,3.9
,1999,1999,Cervix Uteri,27010,California,06,45-49 years,45-49,63,1146993,5.5
,1999,1999,Cervix Uteri,27010,California,06,50-54 years,50-54,47,977938,4.8
,1999,1999,Cervix Uteri,27010,California,06,55-59 years,55-59,38,729172,5.2
,1999,1999,Cervix Uteri,27010,California,06,60-64 years ,60-64,38,590736,6.4
,1999,1999,Cervix Uteri,27010,Florida,12,35-39 years,35-39,29,629366,4.6
,1999,1999,Cervix Uteri,27010,Florida,12,40-44 years,40-44,27,603875,4.5
,1999,1999,Cervix Uteri,27010,Florida,12,45-49 years,45-49,29,537613,5.4
,1999,1999,Cervix Uteri,27010,Florida,12,50-54 years,50-54,24,487549,4.9
,1999,1999,Cervix Uteri,27010,Florida,12,55-59 years,55-59,23,416413,5.5
,1999,1999,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,27,384198,7
,1999,1999,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,19,494067,3.8
,1999,1999,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,27,435962,6.2
,1999,1999,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,24,372180,6.4
,1999,1999,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,16,294263,5.4
,1999,1999,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,22,243398,9
,1999,1999,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,16,364885,4.4
,1999,1999,Cervix Uteri,27010,Missouri,29,50-54 years,50-54,17,171836,9.9
,1999,1999,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,16,276145,5.8
,1999,1999,Cervix Uteri,27010,New Jersey,34,60-64 years ,60-64,18,173309,10.4
,1999,1999,Cervix Uteri,27010,New York,36,35-39 years,35-39,20,801120,2.5
,1999,1999,Cervix Uteri,27010,New York,36,40-44 years,40-44,31,762229,4.1
,1999,1999,Cervix Uteri,27010,New York,36,45-49 years,45-49,38,682291,5.6
,1999,1999,Cervix Uteri,27010,New York,36,50-54 years,50-54,40,614943,6.5
,1999,1999,Cervix Uteri,27010,New York,36,55-59 years,55-59,31,485263,6.4
,1999,1999,Cervix Uteri,27010,New York,36,60-64 years ,60-64,29,403835,7.2
,1999,1999,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,17,170544,10
,1999,1999,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,18,466519,3.9
,1999,1999,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,19,417844,4.5
,1999,1999,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,17,359506,4.7
,1999,1999,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,16,283732,5.6
,1999,1999,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,17,241321,7
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,24,451795,5.3
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,28,392687,7.1
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,19,316736,6
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,17,271013,6.3
,1999,1999,Cervix Uteri,27010,Texas,48,30-34 years,30-34,16,771770,2.1
,1999,1999,Cervix Uteri,27010,Texas,48,35-39 years,35-39,23,843958,2.7
,1999,1999,Cervix Uteri,27010,Texas,48,40-44 years,40-44,36,800286,4.5
,1999,1999,Cervix Uteri,27010,Texas,48,45-49 years,45-49,36,693432,5.2
,1999,1999,Cervix Uteri,27010,Texas,48,50-54 years,50-54,34,583232,5.8
,1999,1999,Cervix Uteri,27010,Texas,48,55-59 years,55-59,31,443651,7
,1999,1999,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,23,362968,6.3
,2000,2000,Cervix Uteri,27010,California,06,30-34 years,30-34,20,1306036,1.5
,2000,2000,Cervix Uteri,27010,California,06,35-39 years,35-39,35,1382911,2.5
,2000,2000,Cervix Uteri,27010,California,06,40-44 years,40-44,52,1333879,3.9
,2000,2000,Cervix Uteri,27010,California,06,45-49 years,45-49,45,1185267,3.8
,2000,2000,Cervix Uteri,27010,California,06,50-54 years,50-54,56,1030057,5.4
,2000,2000,Cervix Uteri,27010,California,06,55-59 years,55-59,55,761209,7.2
,2000,2000,Cervix Uteri,27010,California,06,60-64 years ,60-64,42,603439,7
,2000,2000,Cervix Uteri,27010,Florida,12,35-39 years,35-39,24,629834,3.8
,2000,2000,Cervix Uteri,27010,Florida,12,40-44 years,40-44,40,621309,6.4
,2000,2000,Cervix Uteri,27010,Florida,12,45-49 years,45-49,32,560100,5.7
,2000,2000,Cervix Uteri,27010,Florida,12,50-54 years,50-54,33,515762,6.4
,2000,2000,Cervix Uteri,27010,Florida,12,55-59 years,55-59,35,437355,8
,2000,2000,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,25,395710,6.3
,2000,2000,Cervix Uteri,27010,Illinois,17,35-39 years,35-39,19,498419,3.8
,2000,2000,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,27,499318,5.4
,2000,2000,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,32,445766,7.2
,2000,2000,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,16,389205,4.1
,2000,2000,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,21,301216,7
,2000,2000,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,20,244809,8.2
,2000,2000,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,16,373401,4.3
,2000,2000,Cervix Uteri,27010,Michigan,26,50-54 years,50-54,18,324330,5.5
,2000,2000,Cervix Uteri,27010,Michigan,26,55-59 years,55-59,17,249663,6.8
,2000,2000,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,19,287247,6.6
,2000,2000,Cervix Uteri,27010,New York,36,35-39 years,35-39,19,793110,2.4
,2000,2000,Cervix Uteri,27010,New York,36,40-44 years,40-44,23,770921,3
,2000,2000,Cervix Uteri,27010,New York,36,45-49 years,45-49,29,694750,4.2
,2000,2000,Cervix Uteri,27010,New York,36,50-54 years,50-54,32,640605,5
,2000,2000,Cervix Uteri,27010,New York,36,55-59 years,55-59,25,498333,5
,2000,2000,Cervix Uteri,27010,New York,36,60-64 years ,60-64,36,407443,8.8
,2000,2000,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,20,467993,4.3
,2000,2000,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,19,425870,4.5
,2000,2000,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,23,377114,6.1
,2000,2000,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,21,410175,5.1
,2000,2000,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,16,324025,4.9
,2000,2000,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,19,212695,8.9
,2000,2000,Cervix Uteri,27010,Texas,48,35-39 years,35-39,29,839635,3.5
,2000,2000,Cervix Uteri,27010,Texas,48,40-44 years,40-44,38,818923,4.6
,2000,2000,Cervix Uteri,27010,Texas,48,45-49 years,45-49,50,719719,6.9
,2000,2000,Cervix Uteri,27010,Texas,48,50-54 years,50-54,45,614936,7.3
,2000,2000,Cervix Uteri,27010,Texas,48,55-59 years,55-59,31,464141,6.7
,2000,2000,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,20,369104,5.4
,2001,2001,Cervix Uteri,27010,California,06,30-34 years,30-34,20,1324879,1.5
,2001,2001,Cervix Uteri,27010,California,06,35-39 years,35-39,37,1368365,2.7
,2001,2001,Cervix Uteri,27010,California,06,40-44 years,40-44,49,1356600,3.6
,2001,2001,Cervix Uteri,27010,California,06,45-49 years,45-49,44,1217673,3.6
,2001,2001,Cervix Uteri,27010,California,06,50-54 years,50-54,52,1081662,4.8
,2001,2001,Cervix Uteri,27010,California,06,55-59 years,55-59,55,793756,6.9
,2001,2001,Cervix Uteri,27010,California,06,60-64 years ,60-64,42,621021,6.8
,2001,2001,Cervix Uteri,27010,Florida,12,30-34 years,30-34,19,547242,3.5
,2001,2001,Cervix Uteri,27010,Florida,12,35-39 years,35-39,16,625870,2.6
,2001,2001,Cervix Uteri,27010,Florida,12,40-44 years,40-44,36,639464,5.6
,2001,2001,Cervix Uteri,27010,Florida,12,45-49 years,45-49,33,580233,5.7
,2001,2001,Cervix Uteri,27010,Florida,12,50-54 years,50-54,25,544902,4.6
,2001,2001,Cervix Uteri,27010,Florida,12,55-59 years,55-59,34,453587,7.5
,2001,2001,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,25,407632,6.1
,2001,2001,Cervix Uteri,27010,Georgia,13,45-49 years,45-49,17,305000,5.6
,2001,2001,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,16,278689,5.7
,2001,2001,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,34,454016,7.5
,2001,2001,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,25,409003,6.1
,2001,2001,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,20,306422,6.5
,2001,2001,Cervix Uteri,27010,Michigan,26,40-44 years,40-44,16,410527,3.9
,2001,2001,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,17,380321,4.5
,2001,2001,Cervix Uteri,27010,Michigan,26,50-54 years,50-54,17,341456,5
,2001,2001,Cervix Uteri,27010,New Jersey,34,40-44 years,40-44,17,366009,4.6
,2001,2001,Cervix Uteri,27010,New Jersey,34,45-49 years,45-49,21,322666,6.5
,2001,2001,Cervix Uteri,27010,New York,36,40-44 years,40-44,30,780601,3.8
,2001,2001,Cervix Uteri,27010,New York,36,45-49 years,45-49,31,703782,4.4
,2001,2001,Cervix Uteri,27010,New York,36,50-54 years,50-54,31,664041,4.7
,2001,2001,Cervix Uteri,27010,New York,36,55-59 years,55-59,29,511072,5.7
,2001,2001,Cervix Uteri,27010,New York,36,60-64 years ,60-64,27,413566,6.5
,2001,2001,Cervix Uteri,27010,North Carolina,37,50-54 years,50-54,17,281512,6
,2001,2001,Cervix Uteri,27010,Ohio,39,35-39 years,35-39,16,431605,3.7
,2001,2001,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,18,398027,4.5
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,18,507210,3.5
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,23,471078,4.9
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,22,430523,5.1
,2001,2001,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,16,328214,4.9
,2001,2001,Cervix Uteri,27010,Texas,48,35-39 years,35-39,18,828457,2.2
,2001,2001,Cervix Uteri,27010,Texas,48,40-44 years,40-44,38,836307,4.5
,2001,2001,Cervix Uteri,27010,Texas,48,45-49 years,45-49,51,742705,6.9
,2001,2001,Cervix Uteri,27010,Texas,48,50-54 years,50-54,40,650246,6.2
,2001,2001,Cervix Uteri,27010,Texas,48,55-59 years,55-59,24,480389,5
,2001,2001,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,26,380285,6.8
,2002,2002,Cervix Uteri,27010,California,06,35-39 years,35-39,32,1349545,2.4
,2002,2002,Cervix Uteri,27010,California,06,40-44 years,40-44,36,1368021,2.6
,2002,2002,Cervix Uteri,27010,California,06,45-49 years,45-49,61,1253259,4.9
,2002,2002,Cervix Uteri,27010,California,06,50-54 years,50-54,54,1090021,5
,2002,2002,Cervix Uteri,27010,California,06,55-59 years,55-59,50,862704,5.8
,2002,2002,Cervix Uteri,27010,California,06,60-64 years ,60-64,41,644029,6.4
,2002,2002,Cervix Uteri,27010,Florida,12,35-39 years,35-39,21,620018,3.4
,2002,2002,Cervix Uteri,27010,Florida,12,40-44 years,40-44,34,652256,5.2
,2002,2002,Cervix Uteri,27010,Florida,12,45-49 years,45-49,25,605368,4.1
,2002,2002,Cervix Uteri,27010,Florida,12,50-54 years,50-54,33,551940,6
,2002,2002,Cervix Uteri,27010,Florida,12,55-59 years,55-59,26,491653,5.3
,2002,2002,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,18,424164,4.2
,2002,2002,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,22,280043,7.9
,2002,2002,Cervix Uteri,27010,Illinois,17,35-39 years,35-39,16,473328,3.4
,2002,2002,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,23,503237,4.6
,2002,2002,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,23,464469,5
,2002,2002,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,27,327950,8.2
,2002,2002,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,17,293644,5.8
,2002,2002,Cervix Uteri,27010,New York,36,35-39 years,35-39,21,767314,2.7
,2002,2002,Cervix Uteri,27010,New York,36,40-44 years,40-44,25,780899,3.2
,2002,2002,Cervix Uteri,27010,New York,36,45-49 years,45-49,34,717522,4.7
,2002,2002,Cervix Uteri,27010,New York,36,50-54 years,50-54,43,657851,6.5
,2002,2002,Cervix Uteri,27010,New York,36,55-59 years,55-59,26,546893,4.8
,2002,2002,Cervix Uteri,27010,New York,36,60-64 years ,60-64,25,424067,5.9
,2002,2002,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,25,464414,5.4
,2002,2002,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,17,442703,3.8
,2002,2002,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,17,395860,4.3
,2002,2002,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,20,314033,6.4
,2002,2002,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,18,253420,7.1
,2002,2002,Cervix Uteri,27010,Pennsylvania,42,35-39 years,35-39,20,453532,4.4
,2002,2002,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,24,503394,4.8
,2002,2002,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,21,428614,4.9
,2002,2002,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,22,354066,6.2
,2002,2002,Cervix Uteri,27010,Texas,48,35-39 years,35-39,27,814988,3.3
,2002,2002,Cervix Uteri,27010,Texas,48,40-44 years,40-44,43,845297,5.1
,2002,2002,Cervix Uteri,27010,Texas,48,45-49 years,45-49,41,770144,5.3
,2002,2002,Cervix Uteri,27010,Texas,48,50-54 years,50-54,39,658262,5.9
,2002,2002,Cervix Uteri,27010,Texas,48,55-59 years,55-59,31,522524,5.9
,2002,2002,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,25,395448,6.3
,2003,2003,Cervix Uteri,27010,California,06,30-34 years,30-34,16,1319016,1.2
,2003,2003,Cervix Uteri,27010,California,06,35-39 years,35-39,31,1334614,2.3
,2003,2003,Cervix Uteri,27010,California,06,40-44 years,40-44,36,1378778,2.6
,2003,2003,Cervix Uteri,27010,California,06,45-49 years,45-49,49,1281766,3.8
,2003,2003,Cervix Uteri,27010,California,06,50-54 years,50-54,45,1116442,4
,2003,2003,Cervix Uteri,27010,California,06,55-59 years,55-59,48,906873,5.3
,2003,2003,Cervix Uteri,27010,California,06,60-64 years ,60-64,28,679049,4.1
,2003,2003,Cervix Uteri,27010,Florida,12,35-39 years,35-39,23,610302,3.8
,2003,2003,Cervix Uteri,27010,Florida,12,40-44 years,40-44,25,663557,3.8
,2003,2003,Cervix Uteri,27010,Florida,12,45-49 years,45-49,39,626757,6.2
,2003,2003,Cervix Uteri,27010,Florida,12,50-54 years,50-54,29,566460,5.1
,2003,2003,Cervix Uteri,27010,Florida,12,55-59 years,55-59,35,514072,6.8
,2003,2003,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,32,448990,7.1
,2003,2003,Cervix Uteri,27010,Georgia,13,60-64 years ,60-64,19,174503,10.9
,2003,2003,Cervix Uteri,27010,Illinois,17,35-39 years,35-39,17,461777,3.7
,2003,2003,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,17,499315,3.4
,2003,2003,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,20,473391,4.2
,2003,2003,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,33,414608,8
,2003,2003,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,20,338436,5.9
,2003,2003,Cervix Uteri,27010,New Jersey,34,45-49 years,45-49,19,341119,5.6
,2003,2003,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,18,296243,6.1
,2003,2003,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,16,253490,6.3
,2003,2003,Cervix Uteri,27010,New York,36,40-44 years,40-44,28,780720,3.6
,2003,2003,Cervix Uteri,27010,New York,36,45-49 years,45-49,27,729308,3.7
,2003,2003,Cervix Uteri,27010,New York,36,50-54 years,50-54,37,661935,5.6
,2003,2003,Cervix Uteri,27010,New York,36,55-59 years,55-59,46,562451,8.2
,2003,2003,Cervix Uteri,27010,New York,36,60-64 years ,60-64,24,443346,5.4
,2003,2003,Cervix Uteri,27010,North Carolina,37,40-44 years,40-44,16,336441,4.8
,2003,2003,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,19,326182,5.8
,2003,2003,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,21,264083,8
,2003,2003,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,19,491182,3.9
,2003,2003,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,16,435014,3.7
,2003,2003,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,18,366082,4.9
,2003,2003,Cervix Uteri,27010,Texas,48,35-39 years,35-39,26,803342,3.2
,2003,2003,Cervix Uteri,27010,Texas,48,40-44 years,40-44,40,853922,4.7
,2003,2003,Cervix Uteri,27010,Texas,48,45-49 years,45-49,46,791427,5.8
,2003,2003,Cervix Uteri,27010,Texas,48,50-54 years,50-54,44,678888,6.5
,2003,2003,Cervix Uteri,27010,Texas,48,55-59 years,55-59,34,551852,6.2
,2003,2003,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,21,415680,5.1
,2004,2004,Cervix Uteri,27010,California,06,30-34 years,30-34,22,1298333,1.7
,2004,2004,Cervix Uteri,27010,California,06,35-39 years,35-39,23,1320199,1.7
,2004,2004,Cervix Uteri,27010,California,06,40-44 years,40-44,48,1388361,3.5
,2004,2004,Cervix Uteri,27010,California,06,45-49 years,45-49,51,1298648,3.9
,2004,2004,Cervix Uteri,27010,California,06,50-54 years,50-54,38,1143798,3.3
,2004,2004,Cervix Uteri,27010,California,06,55-59 years,55-59,54,954485,5.7
,2004,2004,Cervix Uteri,27010,California,06,60-64 years ,60-64,35,706625,5
,2004,2004,Cervix Uteri,27010,Florida,12,40-44 years,40-44,26,679610,3.8
,2004,2004,Cervix Uteri,27010,Florida,12,45-49 years,45-49,33,647869,5.1
,2004,2004,Cervix Uteri,27010,Florida,12,50-54 years,50-54,24,586819,4.1
,2004,2004,Cervix Uteri,27010,Florida,12,55-59 years,55-59,26,542579,4.8
,2004,2004,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,26,472611,5.5
,2004,2004,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,19,290954,6.5
,2004,2004,Cervix Uteri,27010,Georgia,13,55-59 years,55-59,17,248253,6.8
,2004,2004,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,17,494901,3.4
,2004,2004,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,17,479267,3.5
,2004,2004,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,16,422687,3.8
,2004,2004,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,31,352830,8.8
,2004,2004,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,25,275396,9.1
,2004,2004,Cervix Uteri,27010,New Jersey,34,45-49 years,45-49,16,349074,4.6
,2004,2004,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,17,262934,6.5
,2004,2004,Cervix Uteri,27010,New York,36,40-44 years,40-44,19,780057,2.4
,2004,2004,Cervix Uteri,27010,New York,36,45-49 years,45-49,42,739297,5.7
,2004,2004,Cervix Uteri,27010,New York,36,50-54 years,50-54,28,667100,4.2
,2004,2004,Cervix Uteri,27010,New York,36,55-59 years,55-59,31,584994,5.3
,2004,2004,Cervix Uteri,27010,New York,36,60-64 years ,60-64,21,454266,4.6
,2004,2004,Cervix Uteri,27010,North Carolina,37,45-49 years,45-49,16,324440,4.9
,2004,2004,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,16,261902,6.1
,2004,2004,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,18,449487,4
,2004,2004,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,16,407617,3.9
,2004,2004,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,16,490179,3.3
,2004,2004,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,17,497868,3.4
,2004,2004,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,23,445508,5.2
,2004,2004,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,18,381602,4.7
,2004,2004,Cervix Uteri,27010,Tennessee,47,40-44 years,40-44,17,233362,7.3
,2004,2004,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,17,228610,7.4
,2004,2004,Cervix Uteri,27010,Texas,48,35-39 years,35-39,28,798736,3.5
,2004,2004,Cervix Uteri,27010,Texas,48,40-44 years,40-44,48,862041,5.6
,2004,2004,Cervix Uteri,27010,Texas,48,45-49 years,45-49,47,808455,5.8
,2004,2004,Cervix Uteri,27010,Texas,48,50-54 years,50-54,36,702599,5.1
,2004,2004,Cervix Uteri,27010,Texas,48,55-59 years,55-59,34,581677,5.8
,2004,2004,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,33,437006,7.6
,2005,2005,Cervix Uteri,27010,California,06,35-39 years,35-39,41,1322153,3.1
,2005,2005,Cervix Uteri,27010,California,06,40-44 years,40-44,38,1375746,2.8
,2005,2005,Cervix Uteri,27010,California,06,45-49 years,45-49,49,1318884,3.7
,2005,2005,Cervix Uteri,27010,California,06,50-54 years,50-54,50,1168475,4.3
,2005,2005,Cervix Uteri,27010,California,06,55-59 years,55-59,59,1004160,5.9
,2005,2005,Cervix Uteri,27010,California,06,60-64 years ,60-64,37,731803,5.1
,2005,2005,Cervix Uteri,27010,Florida,12,35-39 years,35-39,22,606421,3.6
,2005,2005,Cervix Uteri,27010,Florida,12,40-44 years,40-44,34,687836,4.9
,2005,2005,Cervix Uteri,27010,Florida,12,45-49 years,45-49,38,670504,5.7
,2005,2005,Cervix Uteri,27010,Florida,12,50-54 years,50-54,28,610896,4.6
,2005,2005,Cervix Uteri,27010,Florida,12,55-59 years,55-59,34,574777,5.9
,2005,2005,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,36,492519,7.3
,2005,2005,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,17,299339,5.7
,2005,2005,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,26,484963,5.4
,2005,2005,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,24,431996,5.6
,2005,2005,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,19,371410,5.1
,2005,2005,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,16,401583,4
,2005,2005,Cervix Uteri,27010,Michigan,26,55-59 years,55-59,19,311852,6.1
,2005,2005,Cervix Uteri,27010,New Jersey,34,40-44 years,40-44,17,366754,4.6
,2005,2005,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,16,306595,5.2
,2005,2005,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,18,273846,6.6
,2005,2005,Cervix Uteri,27010,New York,36,40-44 years,40-44,23,768261,3
,2005,2005,Cervix Uteri,27010,New York,36,45-49 years,45-49,24,747538,3.2
,2005,2005,Cervix Uteri,27010,New York,36,50-54 years,50-54,38,673538,5.6
,2005,2005,Cervix Uteri,27010,New York,36,55-59 years,55-59,40,609193,6.6
,2005,2005,Cervix Uteri,27010,New York,36,60-64 years ,60-64,24,461800,5.2
,2005,2005,Cervix Uteri,27010,North Carolina,37,45-49 years,45-49,20,332290,6
,2005,2005,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,16,276923,5.8
,2005,2005,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,20,458787,4.4
,2005,2005,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,25,416222,6
,2005,2005,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,19,482097,3.9
,2005,2005,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,20,401547,5
,2005,2005,Cervix Uteri,27010,Texas,48,35-39 years,35-39,17,807914,2.1
,2005,2005,Cervix Uteri,27010,Texas,48,40-44 years,40-44,32,859413,3.7
,2005,2005,Cervix Uteri,27010,Texas,48,45-49 years,45-49,49,826567,5.9
,2005,2005,Cervix Uteri,27010,Texas,48,50-54 years,50-54,48,726730,6.6
,2005,2005,Cervix Uteri,27010,Texas,48,55-59 years,55-59,33,615748,5.4
,2005,2005,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,31,458204,6.8
,2006,2006,Cervix Uteri,27010,California,06,35-39 years,35-39,36,1329355,2.7
,2006,2006,Cervix Uteri,27010,California,06,40-44 years,40-44,52,1350502,3.9
,2006,2006,Cervix Uteri,27010,California,06,45-49 years,45-49,61,1331824,4.6
,2006,2006,Cervix Uteri,27010,California,06,50-54 years,50-54,68,1195705,5.7
,2006,2006,Cervix Uteri,27010,California,06,55-59 years,55-59,56,1048258,5.3
,2006,2006,Cervix Uteri,27010,California,06,60-64 years ,60-64,40,757317,5.3
,2006,2006,Cervix Uteri,27010,Florida,12,35-39 years,35-39,17,614409,2.8
,2006,2006,Cervix Uteri,27010,Florida,12,40-44 years,40-44,28,683854,4.1
,2006,2006,Cervix Uteri,27010,Florida,12,45-49 years,45-49,36,689780,5.2
,2006,2006,Cervix Uteri,27010,Florida,12,50-54 years,50-54,36,630041,5.7
,2006,2006,Cervix Uteri,27010,Florida,12,55-59 years,55-59,33,604100,5.5
,2006,2006,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,32,508285,6.3
,2006,2006,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,25,488810,5.1
,2006,2006,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,22,440730,5
,2006,2006,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,21,390226,5.4
,2006,2006,Cervix Uteri,27010,Michigan,26,45-49 years,45-49,16,401198,4
,2006,2006,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,23,313527,7.3
,2006,2006,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,21,283012,7.4
,2006,2006,Cervix Uteri,27010,New Jersey,34,60-64 years ,60-64,16,212111,7.5
,2006,2006,Cervix Uteri,27010,New York,36,40-44 years,40-44,17,752639,2.3
,2006,2006,Cervix Uteri,27010,New York,36,45-49 years,45-49,30,754331,4
,2006,2006,Cervix Uteri,27010,New York,36,50-54 years,50-54,38,681843,5.6
,2006,2006,Cervix Uteri,27010,New York,36,55-59 years,55-59,36,630134,5.7
,2006,2006,Cervix Uteri,27010,New York,36,60-64 years ,60-64,25,471839,5.3
,2006,2006,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,18,425546,4.2
,2006,2006,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,21,460728,4.6
,2006,2006,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,23,424386,5.4
,2006,2006,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,20,470673,4.2
