state_fips,state_name,sex,age,population
28,Mississippi,Male,0-9,182657.0
28,Mississippi,Male,10-19,215079.0
28,Mississippi,Male,20-29,200831.0
28,Mississippi,Male,30-39,182121.0
28,Mississippi,Male,40-49,174950.0
28,Mississippi,Male,50-59,177029.0
28,Mississippi,Male,60-69,167076.0
28,Mississippi,Male,70-79,99976.0
28,Mississippi,Male,80+,38269.0
28,Mississippi,Male,All,1437988.0
29,Missouri,All,0-9,735832.0
29,Missouri,All,10-19,804352.0
29,Missouri,All,20-29,822912.0
29,Missouri,All,30-39,805323.0
29,Missouri,All,40-49,726783.0
29,Missouri,All,50-59,780599.0
29,Missouri,All,60-69,760436.0
29,Missouri,All,70-79,467238.0
29,Missouri,All,80+,250947.0
29,Missouri,All,All,6154422.0
29,Missouri,Female,0-9,357061.0
29,Missouri,Female,10-19,392656.0
29,Missouri,Female,20-29,405176.0
29,Missouri,Female,30-39,400200.0
29,Missouri,Female,40-49,362747.0
29,Missouri,Female,50-59,394087.0
29,Missouri,Female,60-69,392425.0
29,Missouri,Female,70-79,255878.0
29,Missouri,Female,80+,154972.0
29,Missouri,Female,All,3115202.0
29,Missouri,Male,0-9,378771.0
29,Missouri,Male,10-19,411696.0
29,Missouri,Male,20-29,417736.0
29,Missouri,Male,30-39,405123.0
29,Missouri,Male,40-49,364036.0
29,Missouri,Male,50-59,386512.0
29,Missouri,Male,60-69,368011.0
29,Missouri,Male,70-79,211360.0
29,Missouri,Male,80+,95975.0
29,Missouri,Male,All,3039220.0
30,Montana,All,0-9,122293.0
30,Montana,All,10-19,136974.0
30,Montana,All,20-29,145044.0
30,Montana,All,30-39,140078.0
30,Montana,All,40-49,125949.0
30,Montana,All,50-59,131227.0
30,Montana,All,60-69,151085.0
30,Montana,All,70-79,95621.0
30,Montana,All,80+,43569.0
30,Montana,All,All,1091840.0
30,Montana,Female,0-9,59256.0
30,Montana,Female,10-19,65948.0
30,Montana,Female,20-29,69062.0
30,Montana,Female,30-39,67772.0
30,Montana,Female,40-49,61085.0
30,Montana,Female,50-59,65435.0
30,Montana,Female,60-69,76749.0
30,Montana,Female,70-79,47737.0
30,Montana,Female,80+,25080.0
30,Montana,Female,All,538124.0
30,Montana,Male,0-9,63037.0
30,Montana,Male,10-19,71026.0
30,Montana,Male,20-29,75982.0
30,Montana,Male,30-39,72306.0
30,Montana,Male,40-49,64864.0
30,Montana,Male,50-59,65792.0
30,Montana,Male,60-69,74336.0
30,Montana,Male,70-79,47884.0
30,Montana,Male,80+,18489.0
30,Montana,Male,All,553716.0
31,Nebraska,All,0-9,260324.0
31,Nebraska,All,10-19,276784.0
31,Nebraska,All,20-29,266427.0
31,Nebraska,All,30-39,258810.0
31,Nebraska,All,40-49,227852.0
31,Nebraska,All,50-59,228141.0
31,Nebraska,All,60-69,227660.0
31,Nebraska,All,70-79,133641.0
31,Nebraska,All,80+,79300.0
31,Nebraska,All,All,1958939.0
31,Nebraska,Female,0-9,127090.0
31,Nebraska,Female,10-19,134166.0
31,Nebraska,Female,20-29,129761.0
31,Nebraska,Female,30-39,126443.0
31,Nebraska,Female,40-49,109460.0
31,Nebraska,Female,50-59,112494.0
31,Nebraska,Female,60-69,115150.0
31,Nebraska,Female,70-79,71159.0
31,Nebraska,Female,80+,48646.0
31,Nebraska,Female,All,974369.0
31,Nebraska,Male,0-9,133234.0
31,Nebraska,Male,10-19,142618.0
31,Nebraska,Male,20-29,136666.0
31,Nebraska,Male,30-39,132367.0
31,Nebraska,Male,40-49,118392.0
31,Nebraska,Male,50-59,115647.0
31,Nebraska,Male,60-69,112510.0
31,Nebraska,Male,70-79,62482.0
31,Nebraska,Male,80+,30654.0
31,Nebraska,Male,All,984570.0
32,Nevada,All,0-9,366500.0
32,Nevada,All,10-19,394032.0
32,Nevada,All,20-29,411015.0
32,Nevada,All,30-39,443480.0
32,Nevada,All,40-49,402323.0
32,Nevada,All,50-59,397277.0
32,Nevada,All,60-69,355289.0
32,Nevada,All,70-79,235977.0
32,Nevada,All,80+,98924.0
32,Nevada,All,All,3104817.0
32,Nevada,Female,0-9,179281.0
32,Nevada,Female,10-19,191582.0
32,Nevada,Female,20-29,200239.0
32,Nevada,Female,30-39,215080.0
32,Nevada,Female,40-49,196707.0
32,Nevada,Female,50-59,195557.0
32,Nevada,Female,60-69,180048.0
32,Nevada,Female,70-79,122736.0
32,Nevada,Female,80+,55255.0
32,Nevada,Female,All,1536485.0
32,Nevada,Male,0-9,187219.0
32,Nevada,Male,10-19,202450.0
32,Nevada,Male,20-29,210776.0
32,Nevada,Male,30-39,228400.0
32,Nevada,Male,40-49,205616.0
32,Nevada,Male,50-59,201720.0
32,Nevada,Male,60-69,175241.0
32,Nevada,Male,70-79,113241.0
32,Nevada,Male,80+,43669.0
32,Nevada,Male,All,1568332.0
33,New Hampshire,All,0-9,131479.0
33,New Hampshire,All,10-19,162096.0
33,New Hampshire,All,20-29,174497.0
33,New Hampshire,All,30-39,171144.0
33,New Hampshire,All,40-49,164337.0
33,New Hampshire,All,50-59,207906.0
33,New Hampshire,All,60-69,193274.0
33,New Hampshire,All,70-79,117059.0
33,New Hampshire,All,80+,57818.0
33,New Hampshire,All,All,1379610.0
33,New Hampshire,Female,0-9,64121.0
33,New Hampshire,Female,10-19,79153.0
33,New Hampshire,Female,20-29,83857.0
33,New Hampshire,Female,30-39,83351.0
33,New Hampshire,Female,40-49,81088.0
33,New Hampshire,Female,50-59,103773.0
33,New Hampshire,Female,60-69,96706.0
33,New Hampshire,Female,70-79,62598.0
33,New Hampshire,Female,80+,35238.0
33,New Hampshire,Female,All,689885.0
33,New Hampshire,Male,0-9,67358.0
33,New Hampshire,Male,10-19,82943.0
33,New Hampshire,Male,20-29,90640.0
33,New Hampshire,Male,30-39,87793.0
33,New Hampshire,Male,40-49,83249.0
33,New Hampshire,Male,50-59,104133.0
33,New Hampshire,Male,60-69,96568.0
33,New Hampshire,Male,70-79,54461.0
33,New Hampshire,Male,80+,22580.0
33,New Hampshire,Male,All,689725.0
34,New Jersey,All,0-9,1071994.0
34,New Jersey,All,10-19,1174268.0
34,New Jersey,All,20-29,1160262.0
34,New Jersey,All,30-39,1211893.0
34,New Jersey,All,40-49,1190802.0
34,New Jersey,All,50-59,1295107.0
34,New Jersey,All,60-69,1103431.0
34,New Jersey,All,70-79,661582.0
34,New Jersey,All,80+,379724.0
34,New Jersey,All,All,9249063.0
34,New Jersey,Female,0-9,520156.0
34,New Jersey,Female,10-19,575389.0
34,New Jersey,Female,20-29,569245.0
34,New Jersey,Female,30-39,597862.0
34,New Jersey,Female,40-49,594546.0
34,New Jersey,Female,50-59,655804.0
34,New Jersey,Female,60-69,574660.0
34,New Jersey,Female,70-79,365798.0
34,New Jersey,Female,80+,239272.0
34,New Jersey,Female,All,4692732.0
34,New Jersey,Male,0-9,551838.0
34,New Jersey,Male,10-19,598879.0
34,New Jersey,Male,20-29,591017.0
34,New Jersey,Male,30-39,614031.0
34,New Jersey,Male,40-49,596256.0
34,New Jersey,Male,50-59,639303.0
34,New Jersey,Male,60-69,528771.0
34,New Jersey,Male,70-79,295784.0
34,New Jersey,Male,80+,140452.0
34,New Jersey,Male,All,4556331.0
35,New Mexico,All,0-9,245511.0
35,New Mexico,All,10-19,287214.0
35,New Mexico,All,20-29,286296.0
35,New Mexico,All,30-39,275573.0
35,New Mexico,All,40-49,245496.0
35,New Mexico,All,50-59,250634.0
35,New Mexico,All,60-69,266268.0
35,New Mexico,All,70-79,169023.0
35,New Mexico,All,80+,86448.0
35,New Mexico,All,All,2112463.0
35,New Mexico,Female,0-9,120029.0
35,New Mexico,Female,10-19,139960.0
35,New Mexico,Female,20-29,137892.0
35,New Mexico,Female,30-39,133567.0
35,New Mexico,Female,40-49,121559.0
35,New Mexico,Female,50-59,127936.0
35,New Mexico,Female,60-69,139920.0
35,New Mexico,Female,70-79,87896.0
35,New Mexico,Female,80+,50846.0
35,New Mexico,Female,All,1059605.0
35,New Mexico,Male,0-9,125482.0
35,New Mexico,Male,10-19,147254.0
35,New Mexico,Male,20-29,148404.0
35,New Mexico,Male,30-39,142006.0
35,New Mexico,Male,40-49,123937.0
35,New Mexico,Male,50-59,122698.0
35,New Mexico,Male,60-69,126348.0
35,New Mexico,Male,70-79,81127.0
35,New Mexico,Male,80+,35602.0
35,New Mexico,Male,All,1052858.0
36,New York,All,0-9,2226863.0
36,New York,All,10-19,2428519.0
36,New York,All,20-29,2752586.0
36,New York,All,30-39,2755659.0
36,New York,All,40-49,2440615.0
36,New York,All,50-59,2681166.0
36,New York,All,60-69,2382913.0
36,New York,All,70-79,1470998.0
36,New York,All,80+,855060.0
36,New York,All,All,19994379.0
36,New York,Female,0-9,1089133.0
36,New York,Female,10-19,1186001.0
36,New York,Female,20-29,1374935.0
36,New York,Female,30-39,1371400.0
36,New York,Female,40-49,1227703.0
36,New York,Female,50-59,1363499.0
36,New York,Female,60-69,1243369.0
36,New York,Female,70-79,816226.0
36,New York,Female,80+,540827.0
36,New York,Female,All,10213093.0
36,New York,Male,0-9,1137730.0
36,New York,Male,10-19,1242518.0
36,New York,Male,20-29,1377651.0
36,New York,Male,30-39,1384259.0
36,New York,Male,40-49,1212912.0
36,New York,Male,50-59,1317667.0
36,New York,Male,60-69,1139544.0
36,New York,Male,70-79,654772.0
36,New York,Male,80+,314233.0
36,New York,Male,All,9781286.0
37,North Carolina,All,0-9,1208319.0
37,North Carolina,All,10-19,1375754.0
37,North Carolina,All,20-29,1416595.0
37,North Carolina,All,30-39,1354588.0
37,North Carolina,All,40-49,1327998.0
37,North Carolina,All,50-59,1369157.0
37,North Carolina,All,60-69,1241696.0
37,North Carolina,All,70-79,796957.0
37,North Carolina,All,80+,379150.0
37,North Carolina,All,All,10470214.0
37,North Carolina,Female,0-9,591606.0
37,North Carolina,Female,10-19,671732.0
37,North Carolina,Female,20-29,692557.0
37,North Carolina,Female,30-39,683919.0
37,North Carolina,Female,40-49,673741.0
37,North Carolina,Female,50-59,696432.0
37,North Carolina,Female,60-69,656846.0
37,North Carolina,Female,70-79,436167.0
37,North Carolina,Female,80+,235844.0
37,North Carolina,Female,All,5338844.0
37,North Carolina,Male,0-9,616713.0
37,North Carolina,Male,10-19,704022.0
37,North Carolina,Male,20-29,724038.0
37,North Carolina,Male,30-39,670669.0
37,North Carolina,Male,40-49,654257.0
37,North Carolina,Male,50-59,672725.0
37,North Carolina,Male,60-69,584850.0
37,North Carolina,Male,70-79,360790.0
37,North Carolina,Male,80+,143306.0
37,North Carolina,Male,All,5131370.0
38,North Dakota,All,0-9,103358.0
38,North Dakota,All,10-19,104054.0
38,North Dakota,All,20-29,120021.0
38,North Dakota,All,30-39,108904.0
38,North Dakota,All,40-49,83712.0
38,North Dakota,All,50-59,86928.0
38,North Dakota,All,60-69,86967.0
38,North Dakota,All,70-79,50116.0
38,North Dakota,All,80+,32814.0
38,North Dakota,All,All,776874.0
38,North Dakota,Female,0-9,49889.0
38,North Dakota,Female,10-19,49958.0
38,North Dakota,Female,20-29,56524.0
38,North Dakota,Female,30-39,50797.0
38,North Dakota,Female,40-49,38909.0
38,North Dakota,Female,50-59,42472.0
38,North Dakota,Female,60-69,42517.0
38,North Dakota,Female,70-79,26250.0
38,North Dakota,Female,80+,20213.0
38,North Dakota,Female,All,377529.0
38,North Dakota,Male,0-9,53469.0
38,North Dakota,Male,10-19,54096.0
38,North Dakota,Male,20-29,63497.0
38,North Dakota,Male,30-39,58107.0
38,North Dakota,Male,40-49,44803.0
38,North Dakota,Male,50-59,44456.0
38,North Dakota,Male,60-69,44450.0
38,North Dakota,Male,70-79,23866.0
38,North Dakota,Male,80+,12601.0
38,North Dakota,Male,All,399345.0
39,Ohio,All,0-9,1379417.0
39,Ohio,All,10-19,1529438.0
39,Ohio,All,20-29,1546909.0
39,Ohio,All,30-39,1495599.0
39,Ohio,All,40-49,1411833.0
39,Ohio,All,50-59,1545018.0
39,Ohio,All,60-69,1481804.0
39,Ohio,All,70-79,900030.0
39,Ohio,All,80+,484635.0
39,Ohio,All,All,11774683.0
39,Ohio,Female,0-9,671692.0
39,Ohio,Female,10-19,748247.0
39,Ohio,Female,20-29,758471.0
39,Ohio,Female,30-39,741920.0
39,Ohio,Female,40-49,702875.0
39,Ohio,Female,50-59,774806.0
39,Ohio,Female,60-69,769296.0
39,Ohio,Female,70-79,490924.0
39,Ohio,Female,80+,301716.0
39,Ohio,Female,All,5959947.0
39,Ohio,Male,0-9,707725.0
39,Ohio,Male,10-19,781191.0
39,Ohio,Male,20-29,788438.0
39,Ohio,Male,30-39,753679.0
39,Ohio,Male,40-49,708958.0
39,Ohio,Male,50-59,770212.0
39,Ohio,Male,60-69,712508.0
39,Ohio,Male,70-79,409106.0
39,Ohio,Male,80+,182919.0
39,Ohio,Male,All,5814736.0
40,Oklahoma,All,0-9,510720.0
40,Oklahoma,All,10-19,553521.0
40,Oklahoma,All,20-29,554327.0
40,Oklahoma,All,30-39,533953.0
40,Oklahoma,All,40-49,472069.0
40,Oklahoma,All,50-59,469600.0
40,Oklahoma,All,60-69,447724.0
40,Oklahoma,All,70-79,284622.0
40,Oklahoma,All,80+,143961.0
40,Oklahoma,All,All,3970497.0
40,Oklahoma,Female,0-9,249856.0
40,Oklahoma,Female,10-19,269250.0
40,Oklahoma,Female,20-29,267620.0
40,Oklahoma,Female,30-39,262299.0
40,Oklahoma,Female,40-49,231614.0
40,Oklahoma,Female,50-59,234962.0
40,Oklahoma,Female,60-69,231188.0
40,Oklahoma,Female,70-79,155116.0
40,Oklahoma,Female,80+,88114.0
40,Oklahoma,Female,All,1990019.0
40,Oklahoma,Male,0-9,260864.0
40,Oklahoma,Male,10-19,284271.0
40,Oklahoma,Male,20-29,286707.0
40,Oklahoma,Male,30-39,271654.0
40,Oklahoma,Male,40-49,240455.0
40,Oklahoma,Male,50-59,234638.0
40,Oklahoma,Male,60-69,216536.0
40,Oklahoma,Male,70-79,129506.0
40,Oklahoma,Male,80+,55847.0
40,Oklahoma,Male,All,1980478.0
41,Oregon,All,0-9,451070.0
41,Oregon,All,10-19,508250.0
41,Oregon,All,20-29,561913.0
41,Oregon,All,30-39,599991.0
41,Oregon,All,40-49,546977.0
41,Oregon,All,50-59,512144.0
41,Oregon,All,60-69,535553.0
41,Oregon,All,70-79,346518.0
41,Oregon,All,80+,166958.0
41,Oregon,All,All,4229374.0
41,Oregon,Female,0-9,218695.0
41,Oregon,Female,10-19,247601.0
41,Oregon,Female,20-29,274464.0
41,Oregon,Female,30-39,293450.0
41,Oregon,Female,40-49,266897.0
41,Oregon,Female,50-59,252875.0
41,Oregon,Female,60-69,280349.0
41,Oregon,Female,70-79,183882.0
41,Oregon,Female,80+,97820.0
41,Oregon,Female,All,2116033.0
41,Oregon,Male,0-9,232375.0
41,Oregon,Male,10-19,260649.0
41,Oregon,Male,20-29,287449.0
41,Oregon,Male,30-39,306541.0
41,Oregon,Male,40-49,280080.0
41,Oregon,Male,50-59,259269.0
41,Oregon,Male,60-69,255204.0
41,Oregon,Male,70-79,162636.0
41,Oregon,Male,80+,69138.0
41,Oregon,Male,All,2113341.0
42,Pennsylvania,All,0-9,1414507.0
42,Pennsylvania,All,10-19,1618552.0
42,Pennsylvania,All,20-29,1664312.0
42,Pennsylvania,All,30-39,1673037.0
42,Pennsylvania,All,40-49,1527736.0
42,Pennsylvania,All,50-59,1740453.0
42,Pennsylvania,All,60-69,1701799.0
42,Pennsylvania,All,70-79,1042930.0
42,Pennsylvania,All,80+,605882.0
42,Pennsylvania,All,All,12989208.0
42,Pennsylvania,Female,0-9,691432.0
42,Pennsylvania,Female,10-19,790196.0
42,Pennsylvania,Female,20-29,815884.0
42,Pennsylvania,Female,30-39,825023.0
42,Pennsylvania,Female,40-49,756101.0
42,Pennsylvania,Female,50-59,873218.0
42,Pennsylvania,Female,60-69,877529.0
42,Pennsylvania,Female,70-79,567482.0
42,Pennsylvania,Female,80+,381577.0
42,Pennsylvania,Female,All,6578442.0
42,Pennsylvania,Male,0-9,723075.0
42,Pennsylvania,Male,10-19,828356.0
42,Pennsylvania,Male,20-29,848428.0
42,Pennsylvania,Male,30-39,848014.0
42,Pennsylvania,Male,40-49,771635.0
42,Pennsylvania,Male,50-59,867235.0
42,Pennsylvania,Male,60-69,824270.0
42,Pennsylvania,Male,70-79,475448.0
42,Pennsylvania,Male,80+,224305.0
42,Pennsylvania,Male,All,6410766.0
44,Rhode Island,All,0-9,110241.0
44,Rhode Island,All,10-19,134426.0
44,Rhode Island,All,20-29,153702.0
44,Rhode Island,All,30-39,147093.0
44,Rhode Island,All,40-49,126621.0
44,Rhode Island,All,50-59,148336.0
44,Rhode Island,All,60-69,141128.0
44,Rhode Island,All,70-79,84902.0
44,Rhode Island,All,80+,47801.0
44,Rhode Island,All,All,1094250.0
44,Rhode Island,Female,0-9,54344.0
44,Rhode Island,Female,10-19,66057.0
44,Rhode Island,Female,20-29,75425.0
44,Rhode Island,Female,30-39,72340.0
44,Rhode Island,Female,40-49,62843.0
44,Rhode Island,Female,50-59,75137.0
44,Rhode Island,Female,60-69,73676.0
44,Rhode Island,Female,70-79,46375.0
44,Rhode Island,Female,80+,30832.0
44,Rhode Island,Female,All,557029.0
44,Rhode Island,Male,0-9,55897.0
44,Rhode Island,Male,10-19,68369.0
44,Rhode Island,Male,20-29,78277.0
44,Rhode Island,Male,30-39,74753.0
44,Rhode Island,Male,40-49,63778.0
44,Rhode Island,Male,50-59,73199.0
44,Rhode Island,Male,60-69,67452.0
44,Rhode Island,Male,70-79,38527.0
44,Rhode Island,Male,80+,16969.0
44,Rhode Island,Male,All,537221.0
45,South Carolina,All,0-9,587537.0
45,South Carolina,All,10-19,665055.0
45,South Carolina,All,20-29,668852.0
45,South Carolina,All,30-39,652529.0
45,South Carolina,All,40-49,621087.0
45,South Carolina,All,50-59,661438.0
45,South Carolina,All,60-69,659021.0
45,South Carolina,All,70-79,433222.0
45,South Carolina,All,80+,194009.0
45,South Carolina,All,All,5142750.0
45,South Carolina,Female,0-9,288623.0
45,South Carolina,Female,10-19,322694.0
45,South Carolina,Female,20-29,329874.0
45,South Carolina,Female,30-39,333745.0
45,South Carolina,Female,40-49,314434.0
45,South Carolina,Female,50-59,340524.0
45,South Carolina,Female,60-69,351423.0
45,South Carolina,Female,70-79,235212.0
45,South Carolina,Female,80+,116202.0
45,South Carolina,Female,All,2632731.0
45,South Carolina,Male,0-9,298914.0
45,South Carolina,Male,10-19,342361.0
45,South Carolina,Male,20-29,338978.0
45,South Carolina,Male,30-39,318784.0
45,South Carolina,Male,40-49,306653.0
45,South Carolina,Male,50-59,320914.0
45,South Carolina,Male,60-69,307598.0
45,South Carolina,Male,70-79,198010.0
45,South Carolina,Male,80+,77807.0
45,South Carolina,Male,All,2510019.0
46,South Dakota,All,0-9,119122.0
46,South Dakota,All,10-19,121809.0
46,South Dakota,All,20-29,117036.0
46,South Dakota,All,30-39,116196.0
46,South Dakota,All,40-49,97795.0
46,South Dakota,All,50-59,104265.0
46,South Dakota,All,60-69,112141.0
46,South Dakota,All,70-79,64699.0
46,South Dakota,All,80+,37279.0
46,South Dakota,All,All,890342.0
46,South Dakota,Female,0-9,58526.0
46,South Dakota,Female,10-19,58965.0
46,South Dakota,Female,20-29,55733.0
46,South Dakota,Female,30-39,54730.0
46,South Dakota,Female,40-49,47744.0
46,South Dakota,Female,50-59,51309.0
46,South Dakota,Female,60-69,54706.0
46,South Dakota,Female,70-79,33762.0
46,South Dakota,Female,80+,23196.0
46,South Dakota,Female,All,438671.0
46,South Dakota,Male,0-9,60596.0
46,South Dakota,Male,10-19,62844.0
46,South Dakota,Male,20-29,61303.0
46,South Dakota,Male,30-39,61466.0
46,South Dakota,Male,40-49,50051.0
46,South Dakota,Male,50-59,52956.0
46,South Dakota,Male,60-69,57435.0
46,South Dakota,Male,70-79,30937.0
46,South Dakota,Male,80+,14083.0
46,South Dakota,Male,All,451671.0
47,Tennessee,All,0-9,817684.0
47,Tennessee,All,10-19,886386.0
47,Tennessee,All,20-29,944806.0
47,Tennessee,All,30-39,909603.0
47,Tennessee,All,40-49,860169.0
47,Tennessee,All,50-59,902030.0
47,Tennessee,All,60-69,831478.0
47,Tennessee,All,70-79,524126.0
47,Tennessee,All,80+,247490.0
47,Tennessee,All,All,6923772.0
47,Tennessee,Female,0-9,399555.0
47,Tennessee,Female,10-19,432587.0
47,Tennessee,Female,20-29,469750.0
47,Tennessee,Female,30-39,457519.0
47,Tennessee,Female,40-49,431101.0
47,Tennessee,Female,50-59,459983.0
47,Tennessee,Female,60-69,433635.0
47,Tennessee,Female,70-79,285180.0
47,Tennessee,Female,80+,153483.0
47,Tennessee,Female,All,3522793.0
47,Tennessee,Male,0-9,418129.0
47,Tennessee,Male,10-19,453799.0
47,Tennessee,Male,20-29,475056.0
47,Tennessee,Male,30-39,452084.0
47,Tennessee,Male,40-49,429068.0
47,Tennessee,Male,50-59,442047.0
47,Tennessee,Male,60-69,397843.0
47,Tennessee,Male,70-79,238946.0
47,Tennessee,Male,80+,94007.0
47,Tennessee,Male,All,3400979.0
48,Texas,All,0-9,3951159.0
48,Texas,All,10-19,4302184.0
48,Texas,All,20-29,4186118.0
48,Texas,All,30-39,4186617.0
48,Texas,All,40-49,3824893.0
48,Texas,All,50-59,3442512.0
48,Texas,All,60-69,2874003.0
48,Texas,All,70-79,1661735.0
48,Texas,All,80+,814121.0
48,Texas,All,All,29243342.0
48,Texas,Female,0-9,1931103.0
48,Texas,Female,10-19,2101070.0
48,Texas,Female,20-29,2038326.0
48,Texas,Female,30-39,2059819.0
48,Texas,Female,40-49,1884039.0
48,Texas,Female,50-59,1719785.0
48,Texas,Female,60-69,1483427.0
48,Texas,Female,70-79,904042.0
48,Texas,Female,80+,497093.0
48,Texas,Female,All,14618704.0
48,Texas,Male,0-9,2020056.0
48,Texas,Male,10-19,2201114.0
48,Texas,Male,20-29,2147792.0
48,Texas,Male,30-39,2126798.0
48,Texas,Male,40-49,1940854.0
48,Texas,Male,50-59,1722727.0
48,Texas,Male,60-69,1390576.0
48,Texas,Male,70-79,757693.0
48,Texas,Male,80+,317028.0
48,Texas,Male,All,14624638.0
49,Utah,All,0-9,501180.0
49,Utah,All,10-19,541186.0
49,Utah,All,20-29,532458.0
49,Utah,All,30-39,462493.0
49,Utah,All,40-49,405226.0
49,Utah,All,50-59,314550.0
49,Utah,All,60-69,280357.0
49,Utah,All,70-79,165204.0
49,Utah,All,80+,81155.0
49,Utah,All,All,3283809.0
49,Utah,Female,0-9,243318.0
49,Utah,Female,10-19,264618.0
49,Utah,Female,20-29,257830.0
49,Utah,Female,30-39,224721.0
49,Utah,Female,40-49,197207.0
49,Utah,Female,50-59,155536.0
49,Utah,Female,60-69,141443.0
49,Utah,Female,70-79,87480.0
49,Utah,Female,80+,46447.0
49,Utah,Female,All,1618600.0
49,Utah,Male,0-9,257862.0
49,Utah,Male,10-19,276568.0
49,Utah,Male,20-29,274628.0
49,Utah,Male,30-39,237772.0
49,Utah,Male,40-49,208019.0
49,Utah,Male,50-59,159014.0
49,Utah,Male,60-69,138914.0
49,Utah,Male,70-79,77724.0
49,Utah,Male,80+,34708.0
49,Utah,Male,All,1665209.0
50,Vermont,All,0-9,60286.0
50,Vermont,All,10-19,77696.0
50,Vermont,All,20-29,84981.0
50,Vermont,All,30-39,77123.0
50,Vermont,All,40-49,73843.0
50,Vermont,All,50-59,88570.0
50,Vermont,All,60-69,94856.0
50,Vermont,All,70-79,57875.0
50,Vermont,All,80+,28586.0
50,Vermont,All,All,643816.0
50,Vermont,Female,0-9,28780.0
50,Vermont,Female,10-19,37596.0
50,Vermont,Female,20-29,41372.0
50,Vermont,Female,30-39,38504.0
50,Vermont,Female,40-49,36902.0
50,Vermont,Female,50-59,44165.0
50,Vermont,Female,60-69,48985.0
50,Vermont,Female,70-79,30115.0
50,Vermont,Female,80+,17058.0
50,Vermont,Female,All,323477.0
50,Vermont,Male,0-9,31506.0
50,Vermont,Male,10-19,40100.0
50,Vermont,Male,20-29,43609.0
50,Vermont,Male,30-39,38619.0
50,Vermont,Male,40-49,36941.0
50,Vermont,Male,50-59,44405.0
50,Vermont,Male,60-69,45871.0
50,Vermont,Male,70-79,27760.0
50,Vermont,Male,80+,11528.0
50,Vermont,Male,All,320339.0
51,Virginia,All,0-9,1006113.0
51,Virginia,All,10-19,1119237.0
51,Virginia,All,20-29,1159916.0
51,Virginia,All,30-39,1178722.0
51,Virginia,All,40-49,1098415.0
51,Virginia,All,50-59,1137643.0
51,Virginia,All,60-69,997136.0
51,Virginia,All,70-79,617232.0
51,Virginia,All,80+,310097.0
51,Virginia,All,All,8624511.0
51,Virginia,Female,0-9,488381.0
51,Virginia,Female,10-19,547346.0
51,Virginia,Female,20-29,565753.0
51,Virginia,Female,30-39,585635.0
51,Virginia,Female,40-49,546926.0
51,Virginia,Female,50-59,573585.0
51,Virginia,Female,60-69,519477.0
51,Virginia,Female,70-79,338300.0
51,Virginia,Female,80+,190333.0
51,Virginia,Female,All,4355736.0
51,Virginia,Male,0-9,517732.0
51,Virginia,Male,10-19,571891.0
51,Virginia,Male,20-29,594163.0
51,Virginia,Male,30-39,593087.0
51,Virginia,Male,40-49,551489.0
51,Virginia,Male,50-59,564058.0
51,Virginia,Male,60-69,477659.0
51,Virginia,Male,70-79,278932.0
51,Virginia,Male,80+,119764.0
51,Virginia,Male,All,4268775.0
53,Washington,All,0-9,906054.0
53,Washington,All,10-19,941540.0
53,Washington,All,20-29,1064904.0
53,Washington,All,30-39,1148357.0
53,Washington,All,40-49,976537.0
53,Washington,All,50-59,937928.0
53,Washington,All,60-69,898576.0
53,Washington,All,70-79,547055.0
53,Washington,All,80+,267598.0
53,Washington,All,All,7688549.0
53,Washington,Female,0-9,439648.0
53,Washington,Female,10-19,460714.0
53,Washington,Female,20-29,507018.0
53,Washington,Female,30-39,552466.0
53,Washington,Female,40-49,475993.0
53,Washington,Female,50-59,463055.0
53,Washington,Female,60-69,459409.0
53,Washington,Female,70-79,292434.0
53,Washington,Female,80+,159894.0
53,Washington,Female,All,3810631.0
53,Washington,Male,0-9,466406.0
53,Washington,Male,10-19,480826.0
53,Washington,Male,20-29,557886.0
53,Washington,Male,30-39,595891.0
53,Washington,Male,40-49,500544.0
53,Washington,Male,50-59,474873.0
53,Washington,Male,60-69,439167.0
53,Washington,Male,70-79,254621.0
53,Washington,Male,80+,107704.0
53,Washington,Male,All,3877918.0
54,West Virginia,All,0-9,188943.0
54,West Virginia,All,10-19,218804.0
54,West Virginia,All,20-29,220728.0
54,West Virginia,All,30-39,207879.0
54,West Virginia,All,40-49,223092.0
54,West Virginia,All,50-59,237106.0
54,West Virginia,All,60-69,251285.0
54,West Virginia,All,70-79,163980.0
54,West Virginia,All,80+,81150.0
54,West Virginia,All,All,1792967.0
54,West Virginia,Female,0-9,92431.0
54,West Virginia,Female,10-19,105391.0
54,West Virginia,Female,20-29,105500.0
54,West Virginia,Female,30-39,100598.0
54,West Virginia,Female,40-49,110463.0
54,West Virginia,Female,50-59,118113.0
54,West Virginia,Female,60-69,128889.0
54,West Virginia,Female,70-79,86768.0
54,West Virginia,Female,80+,50042.0
54,West Virginia,Female,All,898195.0
54,West Virginia,Male,0-9,96512.0
54,West Virginia,Male,10-19,113413.0
54,West Virginia,Male,20-29,115228.0
54,West Virginia,Male,30-39,107281.0
54,West Virginia,Male,40-49,112629.0
54,West Virginia,Male,50-59,118993.0
54,West Virginia,Male,60-69,122396.0
54,West Virginia,Male,70-79,77212.0
54,West Virginia,Male,80+,31108.0
54,West Virginia,Male,All,894772.0
55,Wisconsin,All,0-9,667363.0
55,Wisconsin,All,10-19,762645.0
55,Wisconsin,All,20-29,774462.0
