state_fips,state_name,age,population,population_pct
13,Georgia,65-74,947224.0,8.8
13,Georgia,70-74,419930.0,3.9
13,Georgia,70-79,695109.0,6.5
13,Georgia,75-79,275179.0,2.6
13,Georgia,75-84,439782.0,4.1
13,Georgia,80+,318042.0,3.0
13,Georgia,80-84,164603.0,1.5
13,Georgia,85+,153439.0,1.4
13,Georgia,All,10722325.0,100.0
15,Hawaii,0-14,257278.0,17.7
15,Hawaii,0-17,305319.0,21.0
15,Hawaii,0-9,169535.0,11.7
15,Hawaii,10-19,166647.0,11.5
15,Hawaii,15+,1193311.0,82.3
15,Hawaii,15-24,170782.0,11.8
15,Hawaii,18+,1145270.0,79.0
15,Hawaii,18-19,30863.0,2.1
15,Hawaii,18-24,122741.0,8.5
15,Hawaii,18-39,421229.0,29.0
15,Hawaii,18-44,510699.0,35.2
15,Hawaii,20-24,91878.0,6.3
15,Hawaii,20-29,190382.0,13.1
15,Hawaii,25-29,98504.0,6.8
15,Hawaii,25-34,198561.0,13.7
15,Hawaii,30-34,100057.0,6.9
15,Hawaii,30-39,199984.0,13.8
15,Hawaii,35-39,99927.0,6.9
15,Hawaii,35-44,189397.0,13.1
15,Hawaii,40-44,89470.0,6.2
15,Hawaii,40-49,174785.0,12.0
15,Hawaii,40-64,444333.0,30.6
15,Hawaii,45-49,85315.0,5.9
15,Hawaii,45-54,172536.0,11.9
15,Hawaii,45-64,354863.0,24.5
15,Hawaii,50-54,87221.0,6.0
15,Hawaii,50-59,176129.0,12.1
15,Hawaii,55-59,88908.0,6.1
15,Hawaii,55-64,182327.0,12.6
15,Hawaii,60-64,93419.0,6.4
15,Hawaii,60-69,181225.0,12.5
15,Hawaii,65+,279708.0,19.3
15,Hawaii,65-69,87806.0,6.1
15,Hawaii,65-74,158213.0,10.9
15,Hawaii,70-74,70407.0,4.9
15,Hawaii,70-79,120194.0,8.3
15,Hawaii,75-79,49787.0,3.4
15,Hawaii,75-84,80429.0,5.5
15,Hawaii,80+,71708.0,4.9
15,Hawaii,80-84,30642.0,2.1
15,Hawaii,85+,41066.0,2.8
15,Hawaii,All,1450589.0,100.0
16,Idaho,0-14,373573.0,20.1
16,Idaho,0-17,454779.0,24.5
16,Idaho,0-9,237976.0,12.8
16,Idaho,10-19,277984.0,15.0
16,Idaho,15+,1480536.0,79.9
16,Idaho,15-24,268240.0,14.5
16,Idaho,18+,1399330.0,75.5
16,Idaho,18-19,61181.0,3.3
16,Idaho,18-24,187034.0,10.1
16,Idaho,18-39,546492.0,29.5
16,Idaho,18-44,665710.0,35.9
16,Idaho,20-24,125853.0,6.8
16,Idaho,20-29,246427.0,13.3
16,Idaho,25-29,120574.0,6.5
16,Idaho,25-34,239996.0,12.9
16,Idaho,30-34,119422.0,6.4
16,Idaho,30-39,238884.0,12.9
16,Idaho,35-39,119462.0,6.4
16,Idaho,35-44,238680.0,12.9
16,Idaho,40-44,119218.0,6.4
16,Idaho,40-49,224832.0,12.1
16,Idaho,40-64,550295.0,29.7
16,Idaho,45-49,105614.0,5.7
16,Idaho,45-54,209167.0,11.3
16,Idaho,45-64,431077.0,23.2
16,Idaho,50-54,103553.0,5.6
16,Idaho,50-59,213297.0,11.5
16,Idaho,55-59,109744.0,5.9
16,Idaho,55-64,221910.0,12.0
16,Idaho,60-64,112166.0,6.0
16,Idaho,60-69,214001.0,11.5
16,Idaho,65+,302543.0,16.3
16,Idaho,65-69,101835.0,5.5
16,Idaho,65-74,184319.0,9.9
16,Idaho,70-74,82484.0,4.4
16,Idaho,70-79,137827.0,7.4
16,Idaho,75-79,55343.0,3.0
16,Idaho,75-84,87963.0,4.7
16,Idaho,80+,62881.0,3.4
16,Idaho,80-84,32620.0,1.8
16,Idaho,85+,30261.0,1.6
16,Idaho,All,1854109.0,100.0
17,Illinois,0-14,2312490.0,18.1
17,Illinois,0-17,2820477.0,22.1
17,Illinois,0-9,1485516.0,11.6
17,Illinois,10-19,1676093.0,13.1
17,Illinois,15+,10445144.0,81.9
17,Illinois,15-24,1698728.0,13.3
17,Illinois,18+,9937157.0,77.9
17,Illinois,18-19,341132.0,2.7
17,Illinois,18-24,1190741.0,9.3
17,Illinois,18-39,3784536.0,29.7
17,Illinois,18-44,4599701.0,36.1
17,Illinois,20-24,849609.0,6.7
17,Illinois,20-29,1719036.0,13.5
17,Illinois,25-29,869427.0,6.8
17,Illinois,25-34,1735194.0,13.6
17,Illinois,30-34,865767.0,6.8
17,Illinois,30-39,1724368.0,13.5
17,Illinois,35-39,858601.0,6.7
17,Illinois,35-44,1673766.0,13.1
17,Illinois,40-44,815165.0,6.4
17,Illinois,40-49,1610047.0,12.6
17,Illinois,40-64,4081714.0,32.0
17,Illinois,45-49,794882.0,6.2
17,Illinois,45-54,1607931.0,12.6
17,Illinois,45-64,3266549.0,25.6
17,Illinois,50-54,813049.0,6.4
17,Illinois,50-59,1661016.0,13.0
17,Illinois,55-59,847967.0,6.6
17,Illinois,55-64,1658618.0,13.0
17,Illinois,60-64,810651.0,6.4
17,Illinois,60-69,1488832.0,11.7
17,Illinois,65+,2070907.0,16.2
17,Illinois,65-69,678181.0,5.3
17,Illinois,65-74,1212282.0,9.5
17,Illinois,70-74,534101.0,4.2
17,Illinois,70-79,895598.0,7.0
17,Illinois,75-79,361497.0,2.8
17,Illinois,75-84,596228.0,4.7
17,Illinois,80+,497128.0,3.9
17,Illinois,80-84,234731.0,1.8
17,Illinois,85+,262397.0,2.1
17,Illinois,All,12757634.0,100.0
18,Indiana,0-14,1299981.0,19.2
18,Indiana,0-17,1577461.0,23.3
18,Indiana,0-9,842340.0,12.4
18,Indiana,10-19,931419.0,13.7
18,Indiana,15+,5484422.0,80.8
18,Indiana,15-24,952331.0,14.0
18,Indiana,18+,5206942.0,76.7
18,Indiana,18-19,196298.0,2.9
18,Indiana,18-24,674851.0,9.9
18,Indiana,18-39,1993927.0,29.4
18,Indiana,18-44,2406795.0,35.5
18,Indiana,20-24,478553.0,7.1
18,Indiana,20-29,928309.0,13.7
18,Indiana,25-29,449756.0,6.6
18,Indiana,25-34,884431.0,13.0
18,Indiana,30-34,434675.0,6.4
18,Indiana,30-39,869320.0,12.8
18,Indiana,35-39,434645.0,6.4
