state_fips,state_name,age,population,population_pct,time_period
20,Kansas,25-29,193599.0,6.8,2011
20,Kansas,25-34,370026.0,13.1,2011
20,Kansas,30-34,176427.0,6.2,2011
20,Kansas,30-39,351079.0,12.4,2011
20,Kansas,35-39,174652.0,6.2,2011
20,Kansas,35-44,353021.0,12.5,2011
20,Kansas,40-44,178369.0,6.3,2011
20,Kansas,40-49,381536.0,13.5,2011
20,Kansas,40-64,905678.0,32.0,2011
20,Kansas,45-49,203167.0,7.2,2011
20,Kansas,45-54,405529.0,14.3,2011
20,Kansas,45-64,727309.0,25.7,2011
20,Kansas,50-54,202362.0,7.1,2011
20,Kansas,50-59,380346.0,13.4,2011
20,Kansas,55-59,177984.0,6.3,2011
20,Kansas,55-64,321780.0,11.4,2011
20,Kansas,60-64,143796.0,5.1,2011
20,Kansas,60-69,248188.0,8.8,2011
20,Kansas,65+,372044.0,13.1,2011
20,Kansas,65-69,104392.0,3.7,2011
20,Kansas,65-74,186020.0,6.6,2011
20,Kansas,70-74,81628.0,2.9,2011
20,Kansas,70-79,150845.0,5.3,2011
20,Kansas,75-79,69217.0,2.4,2011
20,Kansas,75-84,127080.0,4.5,2011
20,Kansas,80+,116807.0,4.1,2011
20,Kansas,80-84,57863.0,2.0,2011
20,Kansas,85+,58944.0,2.1,2011
20,Kansas,All,2830985.0,100.0,2011
20,Kansas,0-14,579333.0,20.9,2009
20,Kansas,0-17,698449.0,25.1,2009
20,Kansas,0-9,388090.0,14.0,2009
20,Kansas,10-19,393455.0,14.2,2009
20,Kansas,15+,2198502.0,79.1,2009
20,Kansas,15-24,423075.0,15.2,2009
20,Kansas,18+,2079386.0,74.9,2009
20,Kansas,18-19,83096.0,3.0,2009
20,Kansas,18-24,303959.0,10.9,2009
20,Kansas,18-39,835295.0,30.1,2009
20,Kansas,18-44,1021729.0,36.8,2009
20,Kansas,20-24,220863.0,8.0,2009
20,Kansas,20-29,408600.0,14.7,2009
20,Kansas,25-29,187737.0,6.8,2009
20,Kansas,25-34,354568.0,12.8,2009
20,Kansas,30-34,166831.0,6.0,2009
20,Kansas,30-39,343599.0,12.4,2009
20,Kansas,35-39,176768.0,6.4,2009
20,Kansas,35-44,363202.0,13.1,2009
20,Kansas,40-44,186434.0,6.7,2009
20,Kansas,40-49,393036.0,14.1,2009
20,Kansas,40-64,883585.0,31.8,2009
20,Kansas,45-49,206602.0,7.4,2009
20,Kansas,45-54,402408.0,14.5,2009
20,Kansas,45-64,697151.0,25.1,2009
20,Kansas,50-54,195806.0,7.0,2009
20,Kansas,50-59,362829.0,13.1,2009
20,Kansas,55-59,167023.0,6.0,2009
20,Kansas,55-64,294743.0,10.6,2009
20,Kansas,60-64,127720.0,4.6,2009
20,Kansas,60-69,223967.0,8.1,2009
20,Kansas,65+,360506.0,13.0,2009
20,Kansas,65-69,96247.0,3.5,2009
20,Kansas,65-74,175402.0,6.3,2009
20,Kansas,70-74,79155.0,2.8,2009
20,Kansas,70-79,148417.0,5.3,2009
20,Kansas,75-79,69262.0,2.5,2009
20,Kansas,75-84,127125.0,4.6,2009
20,Kansas,80+,115842.0,4.2,2009
20,Kansas,80-84,57863.0,2.1,2009
20,Kansas,85+,57979.0,2.1,2009
20,Kansas,All,2777835.0,100.0,2009
20,Kansas,0-14,602901.0,21.1,2012
20,Kansas,0-17,721754.0,25.3,2012
20,Kansas,0-9,404116.0,14.2,2012
20,Kansas,10-19,402543.0,14.1,2012
20,Kansas,15+,2248282.0,78.9,2012
20,Kansas,15-24,410203.0,14.4,2012
20,Kansas,18+,2129429.0,74.7,2012
20,Kansas,18-19,84905.0,3.0,2012
20,Kansas,18-24,291350.0,10.2,2012
20,Kansas,18-39,838573.0,29.4,2012
20,Kansas,18-44,1016331.0,35.6,2012
20,Kansas,20-24,206445.0,7.2,2012
20,Kansas,20-29,402323.0,14.1,2012
20,Kansas,25-29,195878.0,6.9,2012
20,Kansas,25-34,376319.0,13.2,2012
20,Kansas,30-34,180441.0,6.3,2012
20,Kansas,30-39,351345.0,12.3,2012
20,Kansas,35-39,170904.0,6.0,2012
20,Kansas,35-44,348662.0,12.2,2012
20,Kansas,40-44,177758.0,6.2,2012
20,Kansas,40-49,376685.0,13.2,2012
20,Kansas,40-64,912588.0,32.0,2012
20,Kansas,45-49,198927.0,7.0,2012
20,Kansas,45-54,402410.0,14.1,2012
20,Kansas,45-64,734830.0,25.8,2012
20,Kansas,50-54,203483.0,7.1,2012
20,Kansas,50-59,385623.0,13.5,2012
20,Kansas,55-59,182140.0,6.4,2012
20,Kansas,55-64,332420.0,11.7,2012
20,Kansas,60-64,150280.0,5.3,2012
20,Kansas,60-69,260087.0,9.1,2012
20,Kansas,65+,378268.0,13.3,2012
20,Kansas,65-69,109807.0,3.9,2012
20,Kansas,65-74,192328.0,6.7,2012
20,Kansas,70-74,82521.0,2.9,2012
20,Kansas,70-79,151034.0,5.3,2012
20,Kansas,75-79,68513.0,2.4,2012
20,Kansas,75-84,126111.0,4.4,2012
20,Kansas,80+,117427.0,4.1,2012
20,Kansas,80-84,57598.0,2.0,2012
20,Kansas,85+,59829.0,2.1,2012
20,Kansas,All,2851183.0,100.0,2012
20,Kansas,0-14,594001.0,21.1,2010
20,Kansas,0-17,715541.0,25.5,2010
20,Kansas,0-9,397893.0,14.2,2010
20,Kansas,10-19,403036.0,14.3,2010
20,Kansas,15+,2215328.0,78.9,2010
20,Kansas,15-24,412424.0,14.7,2010
20,Kansas,18+,2093788.0,74.5,2010
20,Kansas,18-19,85388.0,3.0,2010
20,Kansas,18-24,290884.0,10.4,2010
20,Kansas,18-39,826710.0,29.4,2010
20,Kansas,18-44,1009107.0,35.9,2010
20,Kansas,20-24,205496.0,7.3,2010
20,Kansas,20-29,392864.0,14.0,2010
20,Kansas,25-29,187368.0,6.7,2010
20,Kansas,25-34,360674.0,12.8,2010
20,Kansas,30-34,173306.0,6.2,2010
20,Kansas,30-39,348458.0,12.4,2010
20,Kansas,35-39,175152.0,6.2,2010
20,Kansas,35-44,357549.0,12.7,2010
20,Kansas,40-44,182397.0,6.5,2010
20,Kansas,40-49,389335.0,13.9,2010
20,Kansas,40-64,899261.0,32.0,2010
20,Kansas,45-49,206938.0,7.4,2010
20,Kansas,45-54,407084.0,14.5,2010
20,Kansas,45-64,716864.0,25.5,2010
20,Kansas,50-54,200146.0,7.1,2010
20,Kansas,50-59,373543.0,13.3,2010
20,Kansas,55-59,173397.0,6.2,2010
20,Kansas,55-64,309780.0,11.0,2010
20,Kansas,60-64,136383.0,4.9,2010
20,Kansas,60-69,237057.0,8.4,2010
20,Kansas,65+,367817.0,13.1,2010
20,Kansas,65-69,100674.0,3.6,2010
20,Kansas,65-74,181828.0,6.5,2010
20,Kansas,70-74,81154.0,2.9,2010
20,Kansas,70-79,150575.0,5.4,2010
20,Kansas,75-79,69421.0,2.5,2010
20,Kansas,75-84,127650.0,4.5,2010
20,Kansas,80+,116568.0,4.1,2010
20,Kansas,80-84,58229.0,2.1,2010
20,Kansas,85+,58339.0,2.1,2010
20,Kansas,All,2809329.0,100.0,2010
21,Kentucky,0-14,845230.0,19.2,2015
21,Kentucky,0-17,1016065.0,23.1,2015
21,Kentucky,0-9,559015.0,12.7,2015
21,Kentucky,10-19,573858.0,13.1,2015
21,Kentucky,15+,3552123.0,80.8,2015
21,Kentucky,15-24,596907.0,13.6,2015
21,Kentucky,18+,3381288.0,76.9,2015
21,Kentucky,18-19,116808.0,2.7,2015
21,Kentucky,18-24,426072.0,9.7,2015
21,Kentucky,18-39,1265756.0,28.8,2015
21,Kentucky,18-44,1556365.0,35.4,2015
21,Kentucky,20-24,309264.0,7.0,2015
21,Kentucky,20-29,589930.0,13.4,2015
21,Kentucky,25-29,280666.0,6.4,2015
21,Kentucky,25-34,565949.0,12.9,2015
21,Kentucky,30-34,285283.0,6.5,2015
21,Kentucky,30-39,559018.0,12.7,2015
21,Kentucky,35-39,273735.0,6.2,2015
21,Kentucky,35-44,564344.0,12.8,2015
21,Kentucky,40-44,290609.0,6.6,2015
21,Kentucky,40-49,590414.0,13.4,2015
21,Kentucky,40-64,1482557.0,33.7,2015
21,Kentucky,45-49,299805.0,6.8,2015
21,Kentucky,45-54,619749.0,14.1,2015
21,Kentucky,45-64,1191948.0,27.1,2015
21,Kentucky,50-54,319944.0,7.3,2015
21,Kentucky,50-59,623252.0,14.2,2015
21,Kentucky,55-59,303308.0,6.9,2015
21,Kentucky,55-64,572199.0,13.0,2015
21,Kentucky,60-64,268891.0,6.1,2015
21,Kentucky,60-69,482470.0,11.0,2015
21,Kentucky,65+,632975.0,14.4,2015
21,Kentucky,65-69,213579.0,4.9,2015
21,Kentucky,65-74,369111.0,8.4,2015
21,Kentucky,70-74,155532.0,3.5,2015
21,Kentucky,70-79,266135.0,6.1,2015
21,Kentucky,75-79,110603.0,2.5,2015
21,Kentucky,75-84,188466.0,4.3,2015
21,Kentucky,80+,153261.0,3.5,2015
21,Kentucky,80-84,77863.0,1.8,2015
21,Kentucky,85+,75398.0,1.7,2015
21,Kentucky,All,4397353.0,100.0,2015
21,Kentucky,0-14,845513.0,19.6,2011
21,Kentucky,0-17,1021388.0,23.7,2011
21,Kentucky,0-9,561352.0,13.0,2011
21,Kentucky,10-19,582370.0,13.5,2011
21,Kentucky,15+,3470527.0,80.4,2011
21,Kentucky,15-24,589144.0,13.7,2011
21,Kentucky,18+,3294652.0,76.3,2011
21,Kentucky,18-19,122334.0,2.8,2011
21,Kentucky,18-24,413269.0,9.6,2011
21,Kentucky,18-39,1261379.0,29.2,2011
21,Kentucky,18-44,1561388.0,36.2,2011
21,Kentucky,20-24,290935.0,6.7,2011
21,Kentucky,20-29,575188.0,13.3,2011
21,Kentucky,25-29,284253.0,6.6,2011
21,Kentucky,25-34,561627.0,13.0,2011
21,Kentucky,30-34,277374.0,6.4,2011
21,Kentucky,30-39,563857.0,13.1,2011
21,Kentucky,35-39,286483.0,6.6,2011
21,Kentucky,35-44,586492.0,13.6,2011
21,Kentucky,40-44,300009.0,7.0,2011
21,Kentucky,40-49,621581.0,14.4,2011
21,Kentucky,40-64,1462417.0,33.9,2011
21,Kentucky,45-49,321572.0,7.5,2011
21,Kentucky,45-54,636768.0,14.8,2011
21,Kentucky,45-64,1162408.0,26.9,2011
21,Kentucky,50-54,315196.0,7.3,2011
21,Kentucky,50-59,598446.0,13.9,2011
21,Kentucky,55-59,283250.0,6.6,2011
21,Kentucky,55-64,525640.0,12.2,2011
21,Kentucky,60-64,242390.0,5.6,2011
21,Kentucky,60-69,421023.0,9.8,2011
21,Kentucky,65+,570856.0,13.2,2011
21,Kentucky,65-69,178633.0,4.1,2011
21,Kentucky,65-74,318968.0,7.4,2011
21,Kentucky,70-74,140335.0,3.3,2011
21,Kentucky,70-79,245632.0,5.7,2011
21,Kentucky,75-79,105297.0,2.4,2011
21,Kentucky,75-84,181569.0,4.2,2011
21,Kentucky,80+,146591.0,3.4,2011
21,Kentucky,80-84,76272.0,1.8,2011
21,Kentucky,85+,70319.0,1.6,2011
21,Kentucky,All,4316040.0,100.0,2011
21,Kentucky,0-14,835847.0,19.7,2009
21,Kentucky,0-17,1010436.0,23.8,2009
21,Kentucky,0-9,556422.0,13.1,2009
21,Kentucky,10-19,571184.0,13.4,2009
21,Kentucky,15+,3416153.0,80.3,2009
21,Kentucky,15-24,590535.0,13.9,2009
21,Kentucky,18+,3241564.0,76.2,2009
21,Kentucky,18-19,117170.0,2.8,2009
21,Kentucky,18-24,415946.0,9.8,2009
21,Kentucky,18-39,1271894.0,29.9,2009
21,Kentucky,18-44,1582424.0,37.2,2009
21,Kentucky,20-24,298776.0,7.0,2009
21,Kentucky,20-29,591049.0,13.9,2009
21,Kentucky,25-29,292273.0,6.9,2009
21,Kentucky,25-34,565564.0,13.3,2009
21,Kentucky,30-34,273291.0,6.4,2009
21,Kentucky,30-39,563675.0,13.3,2009
21,Kentucky,35-39,290384.0,6.8,2009
21,Kentucky,35-44,600914.0,14.1,2009
21,Kentucky,40-44,310530.0,7.3,2009
21,Kentucky,40-49,632508.0,14.9,2009
21,Kentucky,40-64,1421669.0,33.4,2009
21,Kentucky,45-49,321978.0,7.6,2009
21,Kentucky,45-54,625607.0,14.7,2009
21,Kentucky,45-64,1111139.0,26.1,2009
21,Kentucky,50-54,303629.0,7.1,2009
21,Kentucky,50-59,571971.0,13.5,2009
21,Kentucky,55-59,268342.0,6.3,2009
21,Kentucky,55-64,485532.0,11.4,2009
21,Kentucky,60-64,217190.0,5.1,2009
21,Kentucky,60-69,381994.0,9.0,2009
21,Kentucky,65+,548001.0,12.9,2009
21,Kentucky,65-69,164804.0,3.9,2009
21,Kentucky,65-74,296361.0,7.0,2009
21,Kentucky,70-74,131557.0,3.1,2009
21,Kentucky,70-79,237874.0,5.6,2009
21,Kentucky,75-79,106317.0,2.5,2009
21,Kentucky,75-84,184246.0,4.3,2009
21,Kentucky,80+,145323.0,3.4,2009
21,Kentucky,80-84,77929.0,1.8,2009
21,Kentucky,85+,67394.0,1.6,2009
21,Kentucky,All,4252000.0,100.0,2009
21,Kentucky,0-14,848251.0,19.5,2012
21,Kentucky,0-17,1021379.0,23.5,2012
21,Kentucky,0-9,561430.0,12.9,2012
21,Kentucky,10-19,581280.0,13.4,2012
21,Kentucky,15+,3491916.0,80.5,2012
21,Kentucky,15-24,589620.0,13.6,2012
21,Kentucky,18+,3318788.0,76.5,2012
21,Kentucky,18-19,121331.0,2.8,2012
21,Kentucky,18-24,416492.0,9.6,2012
21,Kentucky,18-39,1261930.0,29.1,2012
21,Kentucky,18-44,1559043.0,35.9,2012
21,Kentucky,20-24,295161.0,6.8,2012
21,Kentucky,20-29,577702.0,13.3,2012
21,Kentucky,25-29,282541.0,6.5,2012
21,Kentucky,25-34,563435.0,13.0,2012
21,Kentucky,30-34,280894.0,6.5,2012
21,Kentucky,30-39,562897.0,13.0,2012
21,Kentucky,35-39,282003.0,6.5,2012
21,Kentucky,35-44,579116.0,13.3,2012
21,Kentucky,40-44,297113.0,6.8,2012
21,Kentucky,40-49,615242.0,14.2,2012
21,Kentucky,40-64,1473781.0,34.0,2012
21,Kentucky,45-49,318129.0,7.3,2012
21,Kentucky,45-54,636266.0,14.7,2012
21,Kentucky,45-64,1176668.0,27.1,2012
21,Kentucky,50-54,318137.0,7.3,2012
21,Kentucky,50-59,607839.0,14.0,2012
21,Kentucky,55-59,289702.0,6.7,2012
21,Kentucky,55-64,540402.0,12.5,2012
21,Kentucky,60-64,250700.0,5.8,2012
21,Kentucky,60-69,438244.0,10.1,2012
21,Kentucky,65+,583077.0,13.4,2012
21,Kentucky,65-69,187544.0,4.3,2012
21,Kentucky,65-74,329574.0,7.6,2012
21,Kentucky,70-74,142030.0,3.3,2012
21,Kentucky,70-79,248475.0,5.7,2012
21,Kentucky,75-79,106445.0,2.5,2012
21,Kentucky,75-84,182531.0,4.2,2012
21,Kentucky,80+,147058.0,3.4,2012
21,Kentucky,80-84,76086.0,1.8,2012
21,Kentucky,85+,70972.0,1.6,2012
21,Kentucky,All,4340167.0,100.0,2012
21,Kentucky,0-14,843186.0,19.7,2010
21,Kentucky,0-17,1019913.0,23.8,2010
21,Kentucky,0-9,558044.0,13.0,2010
21,Kentucky,10-19,583557.0,13.6,2010
21,Kentucky,15+,3442642.0,80.3,2010
21,Kentucky,15-24,586641.0,13.7,2010
21,Kentucky,18+,3265915.0,76.2,2010
21,Kentucky,18-19,121688.0,2.8,2010
21,Kentucky,18-24,409914.0,9.6,2010
21,Kentucky,18-39,1257752.0,29.3,2010
21,Kentucky,18-44,1562226.0,36.5,2010
21,Kentucky,20-24,288226.0,6.7,2010
21,Kentucky,20-29,572373.0,13.4,2010
21,Kentucky,25-29,284147.0,6.6,2010
21,Kentucky,25-34,558362.0,13.0,2010
21,Kentucky,30-34,274215.0,6.4,2010
21,Kentucky,30-39,563691.0,13.2,2010
21,Kentucky,35-39,289476.0,6.8,2010
21,Kentucky,35-44,593950.0,13.9,2010
21,Kentucky,40-44,304474.0,7.1,2010
21,Kentucky,40-49,628237.0,14.7,2010
21,Kentucky,40-64,1448129.0,33.8,2010
21,Kentucky,45-49,323763.0,7.6,2010
21,Kentucky,45-54,634200.0,14.8,2010
21,Kentucky,45-64,1143655.0,26.7,2010
21,Kentucky,50-54,310437.0,7.2,2010
21,Kentucky,50-59,589889.0,13.8,2010
21,Kentucky,55-59,279452.0,6.5,2010
21,Kentucky,55-64,509455.0,11.9,2010
21,Kentucky,60-64,230003.0,5.4,2010
21,Kentucky,60-69,403116.0,9.4,2010
21,Kentucky,65+,560034.0,13.1,2010
21,Kentucky,65-69,173113.0,4.0,2010
21,Kentucky,65-74,310316.0,7.2,2010
21,Kentucky,70-74,137203.0,3.2,2010
21,Kentucky,70-79,241802.0,5.6,2010
21,Kentucky,75-79,104599.0,2.4,2010
21,Kentucky,75-84,181376.0,4.2,2010
21,Kentucky,80+,145119.0,3.4,2010
21,Kentucky,80-84,76777.0,1.8,2010
21,Kentucky,85+,68342.0,1.6,2010
21,Kentucky,All,4285828.0,100.0,2010
22,Louisiana,0-14,931012.0,20.1,2015
22,Louisiana,0-17,1114596.0,24.1,2015
22,Louisiana,0-9,623479.0,13.5,2015
22,Louisiana,10-19,614175.0,13.3,2015
22,Louisiana,15+,3694241.0,79.9,2015
22,Louisiana,15-24,654200.0,14.1,2015
22,Louisiana,18+,3510657.0,75.9,2015
22,Louisiana,18-19,123058.0,2.7,2015
22,Louisiana,18-24,470616.0,10.2,2015
22,Louisiana,18-39,1412429.0,30.5,2015
22,Louisiana,18-44,1695935.0,36.7,2015
22,Louisiana,20-24,347558.0,7.5,2015
22,Louisiana,20-29,683858.0,14.8,2015
22,Louisiana,25-29,336300.0,7.3,2015
22,Louisiana,25-34,657818.0,14.2,2015
22,Louisiana,30-34,321518.0,7.0,2015
22,Louisiana,30-39,605513.0,13.1,2015
22,Louisiana,35-39,283995.0,6.1,2015
22,Louisiana,35-44,567501.0,12.3,2015
22,Louisiana,40-44,283506.0,6.1,2015
22,Louisiana,40-49,581752.0,12.6,2015
22,Louisiana,40-64,1485559.0,32.1,2015
22,Louisiana,45-49,298246.0,6.4,2015
22,Louisiana,45-54,623114.0,13.5,2015
22,Louisiana,45-64,1202053.0,26.0,2015
22,Louisiana,50-54,324868.0,7.0,2015
22,Louisiana,50-59,635164.0,13.7,2015
22,Louisiana,55-59,310296.0,6.7,2015
22,Louisiana,55-64,578939.0,12.5,2015
22,Louisiana,60-64,268643.0,5.8,2015
22,Louisiana,60-69,473891.0,10.2,2015
22,Louisiana,65+,612669.0,13.2,2015
22,Louisiana,65-69,205248.0,4.4,2015
22,Louisiana,65-74,354872.0,7.7,2015
22,Louisiana,70-74,149624.0,3.2,2015
22,Louisiana,70-79,257734.0,5.6,2015
22,Louisiana,75-79,108110.0,2.3,2015
22,Louisiana,75-84,186401.0,4.0,2015
22,Louisiana,80+,149687.0,3.2,2015
22,Louisiana,80-84,78291.0,1.7,2015
22,Louisiana,85+,71396.0,1.5,2015
22,Louisiana,All,4625253.0,100.0,2015
22,Louisiana,0-14,919932.0,20.5,2011
22,Louisiana,0-17,1111733.0,24.8,2011
22,Louisiana,0-9,614229.0,13.7,2011
22,Louisiana,10-19,633081.0,14.1,2011
22,Louisiana,15+,3564664.0,79.5,2011
22,Louisiana,15-24,665403.0,14.8,2011
22,Louisiana,18+,3372863.0,75.2,2011
22,Louisiana,18-19,135577.0,3.0,2011
22,Louisiana,18-24,473602.0,10.6,2011
22,Louisiana,18-39,1360571.0,30.3,2011
22,Louisiana,18-44,1654787.0,36.9,2011
22,Louisiana,20-24,338025.0,7.5,2011
22,Louisiana,20-29,662647.0,14.8,2011
22,Louisiana,25-29,324622.0,7.2,2011
22,Louisiana,25-34,607849.0,13.6,2011
22,Louisiana,30-34,283227.0,6.3,2011
22,Louisiana,30-39,562347.0,12.5,2011
22,Louisiana,35-39,279120.0,6.2,2011
22,Louisiana,35-44,573336.0,12.8,2011
22,Louisiana,40-44,294216.0,6.6,2011
22,Louisiana,40-49,619601.0,13.8,2011
22,Louisiana,40-64,1464026.0,32.6,2011
22,Louisiana,45-49,325385.0,7.3,2011
22,Louisiana,45-54,649451.0,14.5,2011
22,Louisiana,45-64,1169810.0,26.1,2011
22,Louisiana,50-54,324066.0,7.2,2011
22,Louisiana,50-59,606117.0,13.5,2011
22,Louisiana,55-59,282051.0,6.3,2011
22,Louisiana,55-64,520359.0,11.6,2011
22,Louisiana,60-64,238308.0,5.3,2011
22,Louisiana,60-69,409753.0,9.1,2011
22,Louisiana,65+,548266.0,12.2,2011
22,Louisiana,65-69,171445.0,3.8,2011
22,Louisiana,65-74,304550.0,6.8,2011
22,Louisiana,70-74,133105.0,3.0,2011
22,Louisiana,70-79,235008.0,5.2,2011
22,Louisiana,75-79,101903.0,2.3,2011
22,Louisiana,75-84,178260.0,4.0,2011
22,Louisiana,80+,141813.0,3.2,2011
22,Louisiana,80-84,76357.0,1.7,2011
22,Louisiana,85+,65456.0,1.5,2011
22,Louisiana,All,4484596.0,100.0,2011
22,Louisiana,0-14,918953.0,20.8,2009
22,Louisiana,0-17,1114366.0,25.3,2009
22,Louisiana,0-9,611909.0,13.9,2009
22,Louisiana,10-19,635841.0,14.4,2009
22,Louisiana,15+,3492593.0,79.2,2009
22,Louisiana,15-24,677802.0,15.4,2009
22,Louisiana,18+,3297180.0,74.7,2009
22,Louisiana,18-19,133384.0,3.0,2009
22,Louisiana,18-24,482389.0,10.9,2009
22,Louisiana,18-39,1344110.0,30.5,2009
22,Louisiana,18-44,1653309.0,37.5,2009
22,Louisiana,20-24,349005.0,7.9,2009
22,Louisiana,20-29,662765.0,15.0,2009
22,Louisiana,25-29,313760.0,7.1,2009
22,Louisiana,25-34,583680.0,13.2,2009
22,Louisiana,30-34,269920.0,6.1,2009
22,Louisiana,30-39,547961.0,12.4,2009
22,Louisiana,35-39,278041.0,6.3,2009
22,Louisiana,35-44,587240.0,13.3,2009
22,Louisiana,40-44,309199.0,7.0,2009
22,Louisiana,40-49,634862.0,14.4,2009
22,Louisiana,40-64,1418759.0,32.2,2009
22,Louisiana,45-49,325663.0,7.4,2009
22,Louisiana,45-54,634469.0,14.4,2009
22,Louisiana,45-64,1109560.0,25.2,2009
22,Louisiana,50-54,308806.0,7.0,2009
22,Louisiana,50-59,569842.0,12.9,2009
22,Louisiana,55-59,261036.0,5.9,2009
22,Louisiana,55-64,475091.0,10.8,2009
22,Louisiana,60-64,214055.0,4.9,2009
22,Louisiana,60-69,373613.0,8.5,2009
22,Louisiana,65+,534311.0,12.1,2009
22,Louisiana,65-69,159558.0,3.6,2009
22,Louisiana,65-74,286350.0,6.5,2009
22,Louisiana,70-74,126792.0,2.9,2009
22,Louisiana,70-79,231374.0,5.2,2009
22,Louisiana,75-79,104582.0,2.4,2009
22,Louisiana,75-84,182590.0,4.1,2009
22,Louisiana,80+,143379.0,3.3,2009
22,Louisiana,80-84,78008.0,1.8,2009
22,Louisiana,85+,65371.0,1.5,2009
22,Louisiana,All,4411546.0,100.0,2009
22,Louisiana,0-14,926394.0,20.5,2012
22,Louisiana,0-17,1115061.0,24.6,2012
22,Louisiana,0-9,619762.0,13.7,2012
22,Louisiana,10-19,627674.0,13.9,2012
22,Louisiana,15+,3603211.0,79.5,2012
22,Louisiana,15-24,662913.0,14.6,2012
22,Louisiana,18+,3414544.0,75.4,2012
22,Louisiana,18-19,132375.0,2.9,2012
22,Louisiana,18-24,474246.0,10.5,2012
22,Louisiana,18-39,1376292.0,30.4,2012
22,Louisiana,18-44,1666518.0,36.8,2012
22,Louisiana,20-24,341871.0,7.5,2012
22,Louisiana,20-29,671962.0,14.8,2012
22,Louisiana,25-29,330091.0,7.3,2012
22,Louisiana,25-34,623555.0,13.8,2012
22,Louisiana,30-34,293464.0,6.5,2012
22,Louisiana,30-39,571955.0,12.6,2012
22,Louisiana,35-39,278491.0,6.1,2012
22,Louisiana,35-44,568717.0,12.6,2012
22,Louisiana,40-44,290226.0,6.4,2012
22,Louisiana,40-49,610558.0,13.5,2012
22,Louisiana,40-64,1475758.0,32.6,2012
22,Louisiana,45-49,320332.0,7.1,2012
22,Louisiana,45-54,647813.0,14.3,2012
22,Louisiana,45-64,1185532.0,26.2,2012
22,Louisiana,50-54,327481.0,7.2,2012
22,Louisiana,50-59,618349.0,13.7,2012
22,Louisiana,55-59,290868.0,6.4,2012
22,Louisiana,55-64,537719.0,11.9,2012
22,Louisiana,60-64,246851.0,5.4,2012
22,Louisiana,60-69,426464.0,9.4,2012
22,Louisiana,65+,562494.0,12.4,2012
22,Louisiana,65-69,179613.0,4.0,2012
22,Louisiana,65-74,315611.0,7.0,2012
22,Louisiana,70-74,135998.0,3.0,2012
22,Louisiana,70-79,238302.0,5.3,2012
22,Louisiana,75-79,102304.0,2.3,2012
22,Louisiana,75-84,179546.0,4.0,2012
22,Louisiana,80+,144579.0,3.2,2012
22,Louisiana,80-84,77242.0,1.7,2012
22,Louisiana,85+,67337.0,1.5,2012
22,Louisiana,All,4529605.0,100.0,2012
22,Louisiana,0-14,911366.0,20.6,2010
22,Louisiana,0-17,1105117.0,24.9,2010
22,Louisiana,0-9,608180.0,13.7,2010
22,Louisiana,10-19,632579.0,14.3,2010
22,Louisiana,15+,3518574.0,79.4,2010
22,Louisiana,15-24,662218.0,14.9,2010
22,Louisiana,18+,3324823.0,75.1,2010
22,Louisiana,18-19,135642.0,3.1,2010
22,Louisiana,18-24,468467.0,10.6,2010
22,Louisiana,18-39,1340078.0,30.3,2010
22,Louisiana,18-44,1641855.0,37.1,2010
22,Louisiana,20-24,332825.0,7.5,2010
22,Louisiana,20-29,650834.0,14.7,2010
22,Louisiana,25-29,318009.0,7.2,2010
22,Louisiana,25-34,592104.0,13.4,2010
22,Louisiana,30-34,274095.0,6.2,2010
22,Louisiana,30-39,553602.0,12.5,2010
22,Louisiana,35-39,279507.0,6.3,2010
22,Louisiana,35-44,581284.0,13.1,2010
22,Louisiana,40-44,301777.0,6.8,2010
22,Louisiana,40-49,628647.0,14.2,2010
22,Louisiana,40-64,1447649.0,32.7,2010
22,Louisiana,45-49,326870.0,7.4,2010
22,Louisiana,45-54,645311.0,14.6,2010
22,Louisiana,45-64,1145872.0,25.9,2010
22,Louisiana,50-54,318441.0,7.2,2010
22,Louisiana,50-59,593200.0,13.4,2010
22,Louisiana,55-59,274759.0,6.2,2010
22,Louisiana,55-64,500561.0,11.3,2010
22,Louisiana,60-64,225802.0,5.1,2010
22,Louisiana,60-69,391468.0,8.8,2010
22,Louisiana,65+,537096.0,12.1,2010
22,Louisiana,65-69,165666.0,3.7,2010
22,Louisiana,65-74,295926.0,6.7,2010
22,Louisiana,70-74,130260.0,2.9,2010
22,Louisiana,70-79,230818.0,5.2,2010
22,Louisiana,75-79,100558.0,2.3,2010
22,Louisiana,75-84,177084.0,4.0,2010
22,Louisiana,80+,140612.0,3.2,2010
22,Louisiana,80-84,76526.0,1.7,2010
22,Louisiana,85+,64086.0,1.4,2010
22,Louisiana,All,4429940.0,100.0,2010
23,Maine,0-14,213723.0,16.1,2015
23,Maine,0-17,262253.0,19.7,2015
23,Maine,0-9,138623.0,10.4,2015
23,Maine,10-19,158452.0,11.9,2015
23,Maine,15+,1115377.0,83.9,2015
23,Maine,15-24,162600.0,12.2,2015
23,Maine,18+,1066847.0,80.3,2015
23,Maine,18-19,34822.0,2.6,2015
23,Maine,18-24,114070.0,8.6,2015
23,Maine,18-39,338317.0,25.5,2015
23,Maine,18-44,423321.0,31.9,2015
23,Maine,20-24,79248.0,6.0,2015
23,Maine,20-29,155286.0,11.7,2015
23,Maine,25-29,76038.0,5.7,2015
23,Maine,25-34,150573.0,11.3,2015
