state_fips,state_name,sex,age,population,time_period
25,Massachusetts,All,30-39,875846.0,2009
25,Massachusetts,All,40-49,1038670.0,2009
25,Massachusetts,All,50-59,881794.0,2009
25,Massachusetts,All,60-69,559076.0,2009
25,Massachusetts,All,70-79,359759.0,2009
25,Massachusetts,All,80+,276465.0,2009
25,Massachusetts,All,All,6511176.0,2009
25,Massachusetts,All,0-9,754833.0,2012
25,Massachusetts,All,10-19,869421.0,2012
25,Massachusetts,All,20-29,915124.0,2012
25,Massachusetts,All,30-39,820214.0,2012
25,Massachusetts,All,40-49,987901.0,2012
25,Massachusetts,All,50-59,928752.0,2012
25,Massachusetts,All,60-69,640703.0,2012
25,Massachusetts,All,70-79,360810.0,2012
25,Massachusetts,All,80+,282837.0,2012
25,Massachusetts,All,All,6560595.0,2012
25,Massachusetts,All,0-9,720233.0,2020
25,Massachusetts,All,10-19,849048.0,2020
25,Massachusetts,All,20-29,990574.0,2020
25,Massachusetts,All,30-39,913924.0,2020
25,Massachusetts,All,40-49,850143.0,2020
25,Massachusetts,All,50-59,968247.0,2020
25,Massachusetts,All,60-69,812778.0,2020
25,Massachusetts,All,70-79,473486.0,2020
25,Massachusetts,All,80+,294570.0,2020
25,Massachusetts,All,All,6873003.0,2020
25,Massachusetts,All,0-9,726905.0,2019
25,Massachusetts,All,10-19,852515.0,2019
25,Massachusetts,All,20-29,989609.0,2019
25,Massachusetts,All,30-39,895851.0,2019
25,Massachusetts,All,40-49,864640.0,2019
25,Massachusetts,All,50-59,971686.0,2019
25,Massachusetts,All,60-69,801127.0,2019
25,Massachusetts,All,70-79,458833.0,2019
25,Massachusetts,All,80+,289387.0,2019
25,Massachusetts,All,All,6850553.0,2019
25,Massachusetts,All,0-9,732071.0,2018
25,Massachusetts,All,10-19,856838.0,2018
25,Massachusetts,All,20-29,990481.0,2018
25,Massachusetts,All,30-39,880470.0,2018
25,Massachusetts,All,40-49,880270.0,2018
25,Massachusetts,All,50-59,978172.0,2018
25,Massachusetts,All,60-69,782677.0,2018
25,Massachusetts,All,70-79,440247.0,2018
25,Massachusetts,All,80+,288967.0,2018
25,Massachusetts,All,All,6830193.0,2018
25,Massachusetts,All,0-9,729780.0,2021
25,Massachusetts,All,10-19,872549.0,2021
25,Massachusetts,All,20-29,984859.0,2021
25,Massachusetts,All,30-39,945427.0,2021
25,Massachusetts,All,40-49,859255.0,2021
25,Massachusetts,All,50-59,980447.0,2021
25,Massachusetts,All,60-69,844827.0,2021
25,Massachusetts,All,70-79,490748.0,2021
25,Massachusetts,All,80+,283960.0,2021
25,Massachusetts,All,All,6991852.0,2021
25,Massachusetts,All,0-9,734048.0,2017
25,Massachusetts,All,10-19,858569.0,2017
25,Massachusetts,All,20-29,980622.0,2017
25,Massachusetts,All,30-39,865547.0,2017
25,Massachusetts,All,40-49,895813.0,2017
25,Massachusetts,All,50-59,982735.0,2017
25,Massachusetts,All,60-69,761801.0,2017
25,Massachusetts,All,70-79,421231.0,2017
25,Massachusetts,All,80+,288953.0,2017
25,Massachusetts,All,All,6789319.0,2017
25,Massachusetts,All,0-9,737748.0,2016
25,Massachusetts,All,10-19,862371.0,2016
25,Massachusetts,All,20-29,971340.0,2016
25,Massachusetts,All,30-39,847306.0,2016
25,Massachusetts,All,40-49,916106.0,2016
25,Massachusetts,All,50-59,979128.0,2016
25,Massachusetts,All,60-69,737805.0,2016
25,Massachusetts,All,70-79,401931.0,2016
25,Massachusetts,All,80+,288408.0,2016
25,Massachusetts,All,All,6742143.0,2016
25,Massachusetts,All,0-9,715790.0,2022
25,Massachusetts,All,10-19,860719.0,2022
25,Massachusetts,All,20-29,980465.0,2022
25,Massachusetts,All,30-39,950985.0,2022
25,Massachusetts,All,40-49,849745.0,2022
25,Massachusetts,All,50-59,965425.0,2022
25,Massachusetts,All,60-69,853596.0,2022
25,Massachusetts,All,70-79,515035.0,2022
25,Massachusetts,All,80+,292445.0,2022
25,Massachusetts,All,All,6984205.0,2022
26,Michigan,All,0-9,1247889.0,2011
26,Michigan,All,10-19,1434091.0,2011
26,Michigan,All,20-29,1269103.0,2011
26,Michigan,All,30-39,1210218.0,2011
26,Michigan,All,40-49,1438777.0,2011
26,Michigan,All,50-59,1429290.0,2011
26,Michigan,All,60-69,951018.0,2011
26,Michigan,All,70-79,553354.0,2011
26,Michigan,All,80+,386881.0,2011
26,Michigan,All,All,9920621.0,2011
26,Michigan,All,0-9,1267461.0,2010
26,Michigan,All,10-19,1460456.0,2010
26,Michigan,All,20-29,1265149.0,2010
26,Michigan,All,30-39,1236852.0,2010
26,Michigan,All,40-49,1472825.0,2010
26,Michigan,All,50-59,1411539.0,2010
26,Michigan,All,60-69,906971.0,2010
26,Michigan,All,70-79,550832.0,2010
26,Michigan,All,80+,380602.0,2010
26,Michigan,All,All,9952687.0,2010
26,Michigan,All,0-9,1213829.0,2013
26,Michigan,All,10-19,1385164.0,2013
26,Michigan,All,20-29,1282620.0,2013
26,Michigan,All,30-39,1171048.0,2013
26,Michigan,All,40-49,1378917.0,2013
26,Michigan,All,50-59,1458332.0,2013
26,Michigan,All,60-69,1030522.0,2013
26,Michigan,All,70-79,569808.0,2013
26,Michigan,All,80+,395855.0,2013
26,Michigan,All,All,9886095.0,2013
26,Michigan,All,0-9,1201647.0,2014
26,Michigan,All,10-19,1361274.0,2014
26,Michigan,All,20-29,1299446.0,2014
26,Michigan,All,30-39,1162020.0,2014
26,Michigan,All,40-49,1347780.0,2014
26,Michigan,All,50-59,1463454.0,2014
26,Michigan,All,60-69,1070692.0,2014
26,Michigan,All,70-79,584957.0,2014
26,Michigan,All,80+,397754.0,2014
26,Michigan,All,All,9889024.0,2014
26,Michigan,All,0-9,1189806.0,2015
26,Michigan,All,10-19,1341916.0,2015
26,Michigan,All,20-29,1317803.0,2015
26,Michigan,All,30-39,1161534.0,2015
26,Michigan,All,40-49,1316088.0,2015
26,Michigan,All,50-59,1463323.0,2015
26,Michigan,All,60-69,1110501.0,2015
26,Michigan,All,70-79,602238.0,2015
26,Michigan,All,80+,397362.0,2015
26,Michigan,All,All,9900571.0,2015
26,Michigan,All,0-9,1284128.0,2009
26,Michigan,All,10-19,1451330.0,2009
26,Michigan,All,20-29,1316657.0,2009
26,Michigan,All,30-39,1285251.0,2009
26,Michigan,All,40-49,1525450.0,2009
26,Michigan,All,50-59,1386975.0,2009
26,Michigan,All,60-69,869085.0,2009
26,Michigan,All,70-79,547709.0,2009
26,Michigan,All,80+,372623.0,2009
26,Michigan,All,All,10039208.0,2009
26,Michigan,All,0-9,1229830.0,2012
26,Michigan,All,10-19,1410027.0,2012
26,Michigan,All,20-29,1272096.0,2012
26,Michigan,All,30-39,1190192.0,2012
26,Michigan,All,40-49,1406523.0,2012
26,Michigan,All,50-59,1446547.0,2012
26,Michigan,All,60-69,989035.0,2012
26,Michigan,All,70-79,561176.0,2012
26,Michigan,All,80+,391838.0,2012
26,Michigan,All,All,9897264.0,2012
26,Michigan,All,0-9,1153156.0,2020
26,Michigan,All,10-19,1274832.0,2020
26,Michigan,All,20-29,1373662.0,2020
26,Michigan,All,30-39,1204555.0,2020
26,Michigan,All,40-49,1193489.0,2020
26,Michigan,All,50-59,1374362.0,2020
26,Michigan,All,60-69,1261817.0,2020
26,Michigan,All,70-79,723276.0,2020
26,Michigan,All,80+,414758.0,2020
26,Michigan,All,All,9973907.0,2020
26,Michigan,All,0-9,1162159.0,2019
26,Michigan,All,10-19,1284833.0,2019
26,Michigan,All,20-29,1373376.0,2019
26,Michigan,All,30-39,1193084.0,2019
26,Michigan,All,40-49,1208555.0,2019
26,Michigan,All,50-59,1398189.0,2019
26,Michigan,All,60-69,1240370.0,2019
26,Michigan,All,70-79,701941.0,2019
26,Michigan,All,80+,402758.0,2019
26,Michigan,All,All,9965265.0,2019
26,Michigan,All,0-9,1168968.0,2018
26,Michigan,All,10-19,1299156.0,2018
26,Michigan,All,20-29,1368172.0,2018
26,Michigan,All,30-39,1181434.0,2018
26,Michigan,All,40-49,1230000.0,2018
26,Michigan,All,50-59,1421039.0,2018
26,Michigan,All,60-69,1211622.0,2018
26,Michigan,All,70-79,676977.0,2018
26,Michigan,All,80+,400120.0,2018
26,Michigan,All,All,9957488.0,2018
26,Michigan,All,0-9,1159736.0,2021
26,Michigan,All,10-19,1296920.0,2021
26,Michigan,All,20-29,1359021.0,2021
26,Michigan,All,30-39,1235840.0,2021
26,Michigan,All,40-49,1199031.0,2021
26,Michigan,All,50-59,1373412.0,2021
26,Michigan,All,60-69,1292740.0,2021
26,Michigan,All,70-79,749354.0,2021
26,Michigan,All,80+,396458.0,2021
26,Michigan,All,All,10062512.0,2021
26,Michigan,All,0-9,1173600.0,2017
26,Michigan,All,10-19,1308816.0,2017
26,Michigan,All,20-29,1351916.0,2017
26,Michigan,All,30-39,1167683.0,2017
26,Michigan,All,40-49,1255103.0,2017
26,Michigan,All,50-59,1440931.0,2017
26,Michigan,All,60-69,1180922.0,2017
26,Michigan,All,70-79,646892.0,2017
26,Michigan,All,80+,399705.0,2017
26,Michigan,All,All,9925568.0,2017
26,Michigan,All,0-9,1181424.0,2016
26,Michigan,All,10-19,1324071.0,2016
26,Michigan,All,20-29,1338179.0,2016
26,Michigan,All,30-39,1162186.0,2016
26,Michigan,All,40-49,1283122.0,2016
26,Michigan,All,50-59,1454462.0,2016
26,Michigan,All,60-69,1148131.0,2016
26,Michigan,All,70-79,619722.0,2016
26,Michigan,All,80+,398303.0,2016
26,Michigan,All,All,9909600.0,2016
26,Michigan,All,0-9,1138841.0,2022
26,Michigan,All,10-19,1283000.0,2022
26,Michigan,All,20-29,1369256.0,2022
26,Michigan,All,30-39,1248458.0,2022
26,Michigan,All,40-49,1184321.0,2022
26,Michigan,All,50-59,1341146.0,2022
26,Michigan,All,60-69,1303078.0,2022
26,Michigan,All,70-79,779949.0,2022
26,Michigan,All,80+,409872.0,2022
26,Michigan,All,All,10057921.0,2022
27,Minnesota,All,0-9,701902.0,2011
27,Minnesota,All,10-19,728005.0,2011
27,Minnesota,All,20-29,725601.0,2011
27,Minnesota,All,30-39,672207.0,2011
27,Minnesota,All,40-49,772395.0,2011
27,Minnesota,All,50-59,734946.0,2011
27,Minnesota,All,60-69,467048.0,2011
27,Minnesota,All,70-79,274323.0,2011
27,Minnesota,All,80+,201763.0,2011
27,Minnesota,All,All,5278190.0,2011
27,Minnesota,All,0-9,698638.0,2010
27,Minnesota,All,10-19,732734.0,2010
27,Minnesota,All,20-29,720698.0,2010
27,Minnesota,All,30-39,674160.0,2010
27,Minnesota,All,40-49,784843.0,2010
27,Minnesota,All,50-59,717716.0,2010
27,Minnesota,All,60-69,444240.0,2010
27,Minnesota,All,70-79,269932.0,2010
27,Minnesota,All,80+,198953.0,2010
27,Minnesota,All,All,5241914.0,2010
27,Minnesota,All,0-9,707609.0,2013
27,Minnesota,All,10-19,721740.0,2013
27,Minnesota,All,20-29,724811.0,2013
27,Minnesota,All,30-39,680262.0,2013
27,Minnesota,All,40-49,742523.0,2013
27,Minnesota,All,50-59,765536.0,2013
27,Minnesota,All,60-69,511459.0,2013
27,Minnesota,All,70-79,287303.0,2013
27,Minnesota,All,80+,206497.0,2013
27,Minnesota,All,All,5347740.0,2013
27,Minnesota,All,0-9,708546.0,2014
27,Minnesota,All,10-19,718771.0,2014
27,Minnesota,All,20-29,725437.0,2014
27,Minnesota,All,30-39,690598.0,2014
27,Minnesota,All,40-49,725536.0,2014
27,Minnesota,All,50-59,777160.0,2014
27,Minnesota,All,60-69,532666.0,2014
27,Minnesota,All,70-79,295708.0,2014
27,Minnesota,All,80+,209239.0,2014
27,Minnesota,All,All,5383661.0,2014
27,Minnesota,All,0-9,711179.0,2015
27,Minnesota,All,10-19,715724.0,2015
27,Minnesota,All,20-29,725740.0,2015
27,Minnesota,All,30-39,701366.0,2015
27,Minnesota,All,40-49,710509.0,2015
27,Minnesota,All,50-59,782950.0,2015
27,Minnesota,All,60-69,555062.0,2015
27,Minnesota,All,70-79,304755.0,2015
27,Minnesota,All,80+,211886.0,2015
27,Minnesota,All,All,5419171.0,2015
27,Minnesota,All,0-9,690698.0,2009
27,Minnesota,All,10-19,723345.0,2009
27,Minnesota,All,20-29,724081.0,2009
27,Minnesota,All,30-39,671728.0,2009
27,Minnesota,All,40-49,801159.0,2009
27,Minnesota,All,50-59,694184.0,2009
27,Minnesota,All,60-69,420211.0,2009
27,Minnesota,All,70-79,265492.0,2009
27,Minnesota,All,80+,197683.0,2009
27,Minnesota,All,All,5188581.0,2009
27,Minnesota,All,0-9,707124.0,2012
27,Minnesota,All,10-19,722985.0,2012
27,Minnesota,All,20-29,727131.0,2012
27,Minnesota,All,30-39,674067.0,2012
27,Minnesota,All,40-49,758934.0,2012
27,Minnesota,All,50-59,749734.0,2012
27,Minnesota,All,60-69,488443.0,2012
27,Minnesota,All,70-79,279909.0,2012
27,Minnesota,All,80+,204754.0,2012
27,Minnesota,All,All,5313081.0,2012
27,Minnesota,All,0-9,712818.0,2020
27,Minnesota,All,10-19,727469.0,2020
27,Minnesota,All,20-29,732903.0,2020
27,Minnesota,All,30-39,761577.0,2020
27,Minnesota,All,40-49,669104.0,2020
27,Minnesota,All,50-59,751599.0,2020
27,Minnesota,All,60-69,654906.0,2020
27,Minnesota,All,70-79,363431.0,2020
27,Minnesota,All,80+,226359.0,2020
27,Minnesota,All,All,5600166.0,2020
27,Minnesota,All,0-9,715524.0,2019
27,Minnesota,All,10-19,722198.0,2019
27,Minnesota,All,20-29,730498.0,2019
27,Minnesota,All,30-39,754035.0,2019
27,Minnesota,All,40-49,668410.0,2019
27,Minnesota,All,50-59,761166.0,2019
27,Minnesota,All,60-69,638834.0,2019
27,Minnesota,All,70-79,352499.0,2019
27,Minnesota,All,80+,220214.0,2019
27,Minnesota,All,All,5563378.0,2019
27,Minnesota,All,0-9,715668.0,2018
27,Minnesota,All,10-19,717994.0,2018
27,Minnesota,All,20-29,729984.0,2018
27,Minnesota,All,30-39,743970.0,2018
27,Minnesota,All,40-49,671766.0,2018
27,Minnesota,All,50-59,773895.0,2018
27,Minnesota,All,60-69,618736.0,2018
27,Minnesota,All,70-79,337103.0,2018
27,Minnesota,All,80+,218242.0,2018
27,Minnesota,All,All,5527358.0,2018
27,Minnesota,All,0-9,717813.0,2021
27,Minnesota,All,10-19,750349.0,2021
27,Minnesota,All,20-29,726054.0,2021
27,Minnesota,All,30-39,774609.0,2021
27,Minnesota,All,40-49,682071.0,2021
27,Minnesota,All,50-59,750029.0,2021
27,Minnesota,All,60-69,674598.0,2021
27,Minnesota,All,70-79,377835.0,2021
27,Minnesota,All,80+,217114.0,2021
27,Minnesota,All,All,5670472.0,2021
27,Minnesota,All,0-9,712867.0,2017
27,Minnesota,All,10-19,716321.0,2017
27,Minnesota,All,20-29,728743.0,2017
27,Minnesota,All,30-39,730670.0,2017
27,Minnesota,All,40-49,681613.0,2017
27,Minnesota,All,50-59,780449.0,2017
27,Minnesota,All,60-69,599464.0,2017
27,Minnesota,All,70-79,324588.0,2017
27,Minnesota,All,80+,216011.0,2017
27,Minnesota,All,All,5490726.0,2017
27,Minnesota,All,0-9,711604.0,2016
27,Minnesota,All,10-19,714399.0,2016
27,Minnesota,All,20-29,728222.0,2016
27,Minnesota,All,30-39,715583.0,2016
27,Minnesota,All,40-49,692201.0,2016
27,Minnesota,All,50-59,782655.0,2016
27,Minnesota,All,60-69,577313.0,2016
27,Minnesota,All,70-79,312906.0,2016
27,Minnesota,All,80+,215985.0,2016
27,Minnesota,All,All,5450868.0,2016
27,Minnesota,All,0-9,705541.0,2022
27,Minnesota,All,10-19,750004.0,2022
27,Minnesota,All,20-29,735214.0,2022
27,Minnesota,All,30-39,774237.0,2022
27,Minnesota,All,40-49,686171.0,2022
27,Minnesota,All,50-59,731307.0,2022
27,Minnesota,All,60-69,684077.0,2022
27,Minnesota,All,70-79,400022.0,2022
27,Minnesota,All,80+,228719.0,2022
27,Minnesota,All,All,5695292.0,2022
28,Mississippi,All,0-9,416570.0,2011
28,Mississippi,All,10-19,434010.0,2011
28,Mississippi,All,20-29,410110.0,2011
28,Mississippi,All,30-39,368837.0,2011
28,Mississippi,All,40-49,405285.0,2011
28,Mississippi,All,50-59,390563.0,2011
28,Mississippi,All,60-69,275204.0,2011
28,Mississippi,All,70-79,160072.0,2011
28,Mississippi,All,80+,96049.0,2011
28,Mississippi,All,All,2956700.0,2011
28,Mississippi,All,0-9,415038.0,2010
28,Mississippi,All,10-19,436549.0,2010
28,Mississippi,All,20-29,410026.0,2010
28,Mississippi,All,30-39,367743.0,2010
28,Mississippi,All,40-49,410683.0,2010
28,Mississippi,All,50-59,384113.0,2010
28,Mississippi,All,60-69,264935.0,2010
28,Mississippi,All,70-79,157974.0,2010
28,Mississippi,All,80+,94930.0,2010
28,Mississippi,All,All,2941991.0,2010
28,Mississippi,All,0-9,412004.0,2013
28,Mississippi,All,10-19,428062.0,2013
28,Mississippi,All,20-29,413737.0,2013
28,Mississippi,All,30-39,374231.0,2013
28,Mississippi,All,40-49,392232.0,2013
28,Mississippi,All,50-59,397097.0,2013
28,Mississippi,All,60-69,294167.0,2013
28,Mississippi,All,70-79,167809.0,2013
28,Mississippi,All,80+,97533.0,2013
28,Mississippi,All,All,2976872.0,2013
28,Mississippi,All,0-9,407010.0,2014
28,Mississippi,All,10-19,425710.0,2014
28,Mississippi,All,20-29,415997.0,2014
28,Mississippi,All,30-39,375257.0,2014
28,Mississippi,All,40-49,386716.0,2014
28,Mississippi,All,50-59,401122.0,2014
28,Mississippi,All,60-69,301877.0,2014
28,Mississippi,All,70-79,171713.0,2014
28,Mississippi,All,80+,98943.0,2014
28,Mississippi,All,All,2984345.0,2014
28,Mississippi,All,0-9,403338.0,2015
28,Mississippi,All,10-19,422442.0,2015
28,Mississippi,All,20-29,415986.0,2015
28,Mississippi,All,30-39,375524.0,2015
28,Mississippi,All,40-49,382404.0,2015
28,Mississippi,All,50-59,401545.0,2015
28,Mississippi,All,60-69,309335.0,2015
28,Mississippi,All,70-79,177402.0,2015
28,Mississippi,All,80+,100105.0,2015
28,Mississippi,All,All,2988081.0,2015
28,Mississippi,All,0-9,421284.0,2009
28,Mississippi,All,10-19,435921.0,2009
28,Mississippi,All,20-29,424074.0,2009
28,Mississippi,All,30-39,362125.0,2009
28,Mississippi,All,40-49,409017.0,2009
28,Mississippi,All,50-59,367271.0,2009
28,Mississippi,All,60-69,245632.0,2009
28,Mississippi,All,70-79,157186.0,2009
28,Mississippi,All,80+,99730.0,2009
28,Mississippi,All,All,2922240.0,2009
28,Mississippi,All,0-9,414888.0,2012
28,Mississippi,All,10-19,431851.0,2012
28,Mississippi,All,20-29,411497.0,2012
28,Mississippi,All,30-39,371595.0,2012
28,Mississippi,All,40-49,398278.0,2012
28,Mississippi,All,50-59,393858.0,2012
28,Mississippi,All,60-69,284343.0,2012
28,Mississippi,All,70-79,163548.0,2012
28,Mississippi,All,80+,97762.0,2012
28,Mississippi,All,All,2967620.0,2012
28,Mississippi,All,0-9,377225.0,2020
28,Mississippi,All,10-19,416364.0,2020
28,Mississippi,All,20-29,407947.0,2020
28,Mississippi,All,30-39,377365.0,2020
28,Mississippi,All,40-49,359819.0,2020
28,Mississippi,All,50-59,379534.0,2020
28,Mississippi,All,60-69,348888.0,2020
28,Mississippi,All,70-79,208945.0,2020
28,Mississippi,All,80+,105748.0,2020
28,Mississippi,All,All,2981835.0,2020
28,Mississippi,All,0-9,384044.0,2019
28,Mississippi,All,10-19,416891.0,2019
28,Mississippi,All,20-29,411013.0,2019
28,Mississippi,All,30-39,376510.0,2019
28,Mississippi,All,40-49,362132.0,2019
28,Mississippi,All,50-59,386726.0,2019
28,Mississippi,All,60-69,342070.0,2019
28,Mississippi,All,70-79,201209.0,2019
28,Mississippi,All,80+,103823.0,2019
28,Mississippi,All,All,2984418.0,2019
28,Mississippi,All,0-9,389149.0,2018
28,Mississippi,All,10-19,420240.0,2018
28,Mississippi,All,20-29,414148.0,2018
28,Mississippi,All,30-39,376778.0,2018
28,Mississippi,All,40-49,364332.0,2018
28,Mississippi,All,50-59,392287.0,2018
28,Mississippi,All,60-69,334335.0,2018
28,Mississippi,All,70-79,195648.0,2018
28,Mississippi,All,80+,101845.0,2018
28,Mississippi,All,All,2988762.0,2018
28,Mississippi,All,0-9,370243.0,2021
28,Mississippi,All,10-19,423341.0,2021
28,Mississippi,All,20-29,395305.0,2021
28,Mississippi,All,30-39,379075.0,2021
28,Mississippi,All,40-49,358245.0,2021
28,Mississippi,All,50-59,375867.0,2021
28,Mississippi,All,60-69,351796.0,2021
28,Mississippi,All,70-79,212561.0,2021
28,Mississippi,All,80+,100590.0,2021
28,Mississippi,All,All,2967023.0,2021
28,Mississippi,All,0-9,395429.0,2017
28,Mississippi,All,10-19,419343.0,2017
28,Mississippi,All,20-29,414724.0,2017
28,Mississippi,All,30-39,374509.0,2017
28,Mississippi,All,40-49,370136.0,2017
28,Mississippi,All,50-59,397215.0,2017
28,Mississippi,All,60-69,326720.0,2017
28,Mississippi,All,70-79,187169.0,2017
28,Mississippi,All,80+,100975.0,2017
28,Mississippi,All,All,2986220.0,2017
28,Mississippi,All,0-9,400288.0,2016
28,Mississippi,All,10-19,421329.0,2016
28,Mississippi,All,20-29,414195.0,2016
28,Mississippi,All,30-39,374724.0,2016
28,Mississippi,All,40-49,377165.0,2016
28,Mississippi,All,50-59,400164.0,2016
28,Mississippi,All,60-69,319443.0,2016
28,Mississippi,All,70-79,181195.0,2016
28,Mississippi,All,80+,100689.0,2016
28,Mississippi,All,All,2989192.0,2016
28,Mississippi,All,0-9,361306.0,2022
28,Mississippi,All,10-19,421101.0,2022
28,Mississippi,All,20-29,398548.0,2022
28,Mississippi,All,30-39,372902.0,2022
28,Mississippi,All,40-49,358030.0,2022
28,Mississippi,All,50-59,365099.0,2022
28,Mississippi,All,60-69,354786.0,2022
28,Mississippi,All,70-79,220336.0,2022
28,Mississippi,All,80+,106738.0,2022
28,Mississippi,All,All,2958846.0,2022
29,Missouri,All,0-9,773472.0,2011
29,Missouri,All,10-19,826611.0,2011
29,Missouri,All,20-29,810888.0,2011
29,Missouri,All,30-39,741057.0,2011
29,Missouri,All,40-49,835331.0,2011
29,Missouri,All,50-59,814895.0,2011
29,Missouri,All,60-69,575727.0,2011
29,Missouri,All,70-79,345076.0,2011
29,Missouri,All,80+,232745.0,2011
29,Missouri,All,All,5955802.0,2011
29,Missouri,All,0-9,772514.0,2010
29,Missouri,All,10-19,830918.0,2010
29,Missouri,All,20-29,806280.0,2010
29,Missouri,All,30-39,736843.0,2010
29,Missouri,All,40-49,852569.0,2010
29,Missouri,All,50-59,799429.0,2010
29,Missouri,All,60-69,550985.0,2010
29,Missouri,All,70-79,343198.0,2010
29,Missouri,All,80+,229578.0,2010
29,Missouri,All,All,5922314.0,2010
29,Missouri,All,0-9,774381.0,2013
29,Missouri,All,10-19,809888.0,2013
29,Missouri,All,20-29,821049.0,2013
29,Missouri,All,30-39,746520.0,2013
29,Missouri,All,40-49,801057.0,2013
29,Missouri,All,50-59,844505.0,2013
29,Missouri,All,60-69,615386.0,2013
29,Missouri,All,70-79,356669.0,2013
29,Missouri,All,80+,237727.0,2013
29,Missouri,All,All,6007182.0,2013
29,Missouri,All,0-9,771160.0,2014
29,Missouri,All,10-19,803380.0,2014
29,Missouri,All,20-29,824907.0,2014
29,Missouri,All,30-39,751812.0,2014
29,Missouri,All,40-49,784303.0,2014
29,Missouri,All,50-59,853696.0,2014
29,Missouri,All,60-69,631625.0,2014
29,Missouri,All,70-79,367817.0,2014
29,Missouri,All,80+,239376.0,2014
29,Missouri,All,All,6028076.0,2014
29,Missouri,All,0-9,770059.0,2015
29,Missouri,All,10-19,793915.0,2015
29,Missouri,All,20-29,829819.0,2015
29,Missouri,All,30-39,758003.0,2015
29,Missouri,All,40-49,765629.0,2015
29,Missouri,All,50-59,859718.0,2015
29,Missouri,All,60-69,650124.0,2015
29,Missouri,All,70-79,377150.0,2015
29,Missouri,All,80+,241031.0,2015
29,Missouri,All,All,6045448.0,2015
29,Missouri,All,0-9,776110.0,2009
29,Missouri,All,10-19,823445.0,2009
29,Missouri,All,20-29,818146.0,2009
29,Missouri,All,30-39,743903.0,2009
29,Missouri,All,40-49,871194.0,2009
29,Missouri,All,50-59,778618.0,2009
29,Missouri,All,60-69,523158.0,2009
29,Missouri,All,70-79,338612.0,2009
29,Missouri,All,80+,231196.0,2009
29,Missouri,All,All,5904382.0,2009
29,Missouri,All,0-9,774655.0,2012
29,Missouri,All,10-19,818118.0,2012
29,Missouri,All,20-29,816482.0,2012
29,Missouri,All,30-39,741745.0,2012
29,Missouri,All,40-49,820573.0,2012
29,Missouri,All,50-59,831234.0,2012
29,Missouri,All,60-69,594259.0,2012
29,Missouri,All,70-79,349669.0,2012
29,Missouri,All,80+,235678.0,2012
29,Missouri,All,All,5982413.0,2012
29,Missouri,All,0-9,745731.0,2020
29,Missouri,All,10-19,793265.0,2020
29,Missouri,All,20-29,827461.0,2020
29,Missouri,All,30-39,789940.0,2020
29,Missouri,All,40-49,722810.0,2020
29,Missouri,All,50-59,811474.0,2020
29,Missouri,All,60-69,735359.0,2020
29,Missouri,All,70-79,444638.0,2020
29,Missouri,All,80+,253482.0,2020
29,Missouri,All,All,6124160.0,2020
29,Missouri,All,0-9,751687.0,2019
29,Missouri,All,10-19,788780.0,2019
29,Missouri,All,20-29,829645.0,2019
29,Missouri,All,30-39,785333.0,2019
29,Missouri,All,40-49,722088.0,2019
29,Missouri,All,50-59,825173.0,2019
29,Missouri,All,60-69,721344.0,2019
29,Missouri,All,70-79,433322.0,2019
29,Missouri,All,80+,247538.0,2019
29,Missouri,All,All,6104910.0,2019
29,Missouri,All,0-9,754515.0,2018
29,Missouri,All,10-19,789454.0,2018
29,Missouri,All,20-29,832370.0,2018
29,Missouri,All,30-39,776900.0,2018
29,Missouri,All,40-49,729098.0,2018
29,Missouri,All,50-59,838730.0,2018
29,Missouri,All,60-69,705230.0,2018
29,Missouri,All,70-79,418539.0,2018
29,Missouri,All,80+,245226.0,2018
29,Missouri,All,All,6090062.0,2018
29,Missouri,All,0-9,747254.0,2021
29,Missouri,All,10-19,805819.0,2021
29,Missouri,All,20-29,812379.0,2021
29,Missouri,All,30-39,800014.0,2021
29,Missouri,All,40-49,729007.0,2021
29,Missouri,All,50-59,801290.0,2021
29,Missouri,All,60-69,752363.0,2021
29,Missouri,All,70-79,451470.0,2021
29,Missouri,All,80+,241938.0,2021
29,Missouri,All,All,6141534.0,2021
29,Missouri,All,0-9,757625.0,2017
29,Missouri,All,10-19,791779.0,2017
29,Missouri,All,20-29,832938.0,2017
29,Missouri,All,30-39,769909.0,2017
29,Missouri,All,40-49,738113.0,2017
29,Missouri,All,50-59,851098.0,2017
29,Missouri,All,60-69,688285.0,2017
29,Missouri,All,70-79,402417.0,2017
29,Missouri,All,80+,243136.0,2017
29,Missouri,All,All,6075300.0,2017
29,Missouri,All,0-9,763948.0,2016
29,Missouri,All,10-19,792935.0,2016
29,Missouri,All,20-29,831725.0,2016
29,Missouri,All,30-39,763002.0,2016
29,Missouri,All,40-49,750989.0,2016
29,Missouri,All,50-59,857534.0,2016
29,Missouri,All,60-69,668878.0,2016
29,Missouri,All,70-79,388086.0,2016
29,Missouri,All,80+,242554.0,2016
29,Missouri,All,All,6059651.0,2016
29,Missouri,All,0-9,735832.0,2022
29,Missouri,All,10-19,804352.0,2022
29,Missouri,All,20-29,822912.0,2022
29,Missouri,All,30-39,805323.0,2022
29,Missouri,All,40-49,726783.0,2022
29,Missouri,All,50-59,780599.0,2022
29,Missouri,All,60-69,760436.0,2022
29,Missouri,All,70-79,467238.0,2022
