Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,2000,2000,Breast,26000,Delaware,10,80-84 years,80-84,50,13661,366
,2000,2000,Breast,26000,Delaware,10,85+ years,85+,31,10624,291.8
,2000,2000,Breast,26000,District of Columbia,11,35-39 years,35-39,18,45754,39.3
,2000,2000,Breast,26000,District of Columbia,11,40-44 years,40-44,31,41785,74.2
,2000,2000,Breast,26000,District of Columbia,11,45-49 years,45-49,46,39542,116.3
,2000,2000,Breast,26000,District of Columbia,11,50-54 years,50-54,55,36283,151.6
,2000,2000,Breast,26000,District of Columbia,11,55-59 years,55-59,48,27909,172
,2000,2000,Breast,26000,District of Columbia,11,60-64 years ,60-64,44,22011,199.9
,2000,2000,Breast,26000,District of Columbia,11,65-69 years,65-69,36,18439,195.2
,2000,2000,Breast,26000,District of Columbia,11,70-74 years,70-74,44,17328,253.9
,2000,2000,Breast,26000,District of Columbia,11,75-79 years,75-79,44,14992,293.5
,2000,2000,Breast,26000,District of Columbia,11,80-84 years,80-84,33,10047,328.5
,2000,2000,Breast,26000,District of Columbia,11,85+ years,85+,30,8958,334.9
,2000,2000,Breast,26000,Florida,12,25-29 years,25-29,57,991304,5.8
,2000,2000,Breast,26000,Florida,12,30-34 years,30-34,165,1090756,15.1
,2000,2000,Breast,26000,Florida,12,35-39 years,35-39,408,1260735,32.4
,2000,2000,Breast,26000,Florida,12,40-44 years,40-44,787,1231365,63.9
,2000,2000,Breast,26000,Florida,12,45-49 years,45-49,1149,1094898,104.9
,2000,2000,Breast,26000,Florida,12,50-54 years,50-54,1351,997424,135.4
,2000,2000,Breast,26000,Florida,12,55-59 years,55-59,1417,829302,170.9
,2000,2000,Breast,26000,Florida,12,60-64 years ,60-64,1437,743001,193.4
,2000,2000,Breast,26000,Florida,12,65-69 years,65-69,1591,726588,219
,2000,2000,Breast,26000,Florida,12,70-74 years,70-74,1791,724797,247.1
,2000,2000,Breast,26000,Florida,12,75-79 years,75-79,1630,618115,263.7
,2000,2000,Breast,26000,Florida,12,80-84 years,80-84,1101,410269,268.4
,2000,2000,Breast,26000,Florida,12,85+ years,85+,841,332386,253
,2000,2000,Breast,26000,Georgia,13,25-29 years,25-29,33,639613,5.2
,2000,2000,Breast,26000,Georgia,13,30-34 years,30-34,81,659328,12.3
,2000,2000,Breast,26000,Georgia,13,35-39 years,35-39,232,698934,33.2
,2000,2000,Breast,26000,Georgia,13,40-44 years,40-44,397,659009,60.2
,2000,2000,Breast,26000,Georgia,13,45-49 years,45-49,555,578523,95.9
,2000,2000,Breast,26000,Georgia,13,50-54 years,50-54,658,514384,127.9
,2000,2000,Breast,26000,Georgia,13,55-59 years,55-59,620,379438,163.4
,2000,2000,Breast,26000,Georgia,13,60-64 years ,60-64,544,288239,188.7
,2000,2000,Breast,26000,Georgia,13,65-69 years,65-69,544,237059,229.5
,2000,2000,Breast,26000,Georgia,13,70-74 years,70-74,496,199564,248.5
,2000,2000,Breast,26000,Georgia,13,75-79 years,75-79,398,158440,251.2
,2000,2000,Breast,26000,Georgia,13,80-84 years,80-84,265,105107,252.1
,2000,2000,Breast,26000,Georgia,13,85+ years,85+,249,88270,282.1
,2000,2000,Breast,26000,Hawaii,15,35-39 years,35-39,38,95554,39.8
,2000,2000,Breast,26000,Hawaii,15,40-44 years,40-44,53,95410,55.5
,2000,2000,Breast,26000,Hawaii,15,45-49 years,45-49,76,90632,83.9
,2000,2000,Breast,26000,Hawaii,15,50-54 years,50-54,108,81366,132.7
,2000,2000,Breast,26000,Hawaii,15,55-59 years,55-59,104,60944,170.6
,2000,2000,Breast,26000,Hawaii,15,60-64 years ,60-64,79,46620,169.5
,2000,2000,Breast,26000,Hawaii,15,65-69 years,65-69,92,42820,214.9
,2000,2000,Breast,26000,Hawaii,15,70-74 years,70-74,87,42440,205
,2000,2000,Breast,26000,Hawaii,15,75-79 years,75-79,78,35501,219.7
,2000,2000,Breast,26000,Hawaii,15,80-84 years,80-84,43,22611,190.2
,2000,2000,Breast,26000,Hawaii,15,85+ years,85+,20,17743,112.7
,2000,2000,Breast,26000,Idaho,16,35-39 years,35-39,20,94757,21.1
,2000,2000,Breast,26000,Idaho,16,40-44 years,40-44,45,98523,45.7
,2000,2000,Breast,26000,Idaho,16,45-49 years,45-49,93,92930,100.1
,2000,2000,Breast,26000,Idaho,16,50-54 years,50-54,102,78986,129.1
,2000,2000,Breast,26000,Idaho,16,55-59 years,55-59,90,60535,148.7
,2000,2000,Breast,26000,Idaho,16,60-64 years ,60-64,81,47842,169.3
,2000,2000,Breast,26000,Idaho,16,65-69 years,65-69,87,40184,216.5
,2000,2000,Breast,26000,Idaho,16,70-74 years,70-74,110,35863,306.7
,2000,2000,Breast,26000,Idaho,16,75-79 years,75-79,97,30577,317.2
,2000,2000,Breast,26000,Idaho,16,80-84 years,80-84,75,21647,346.5
,2000,2000,Breast,26000,Idaho,16,85+ years,85+,39,18187,214.4
,2000,2000,Breast,26000,Illinois,17,25-29 years,25-29,42,886378,4.7
,2000,2000,Breast,26000,Illinois,17,30-34 years,30-34,124,919791,13.5
,2000,2000,Breast,26000,Illinois,17,35-39 years,35-39,303,992982,30.5
,2000,2000,Breast,26000,Illinois,17,40-44 years,40-44,572,988790,57.8
,2000,2000,Breast,26000,Illinois,17,45-49 years,45-49,880,877971,100.2
,2000,2000,Breast,26000,Illinois,17,50-54 years,50-54,938,760140,123.4
,2000,2000,Breast,26000,Illinois,17,55-59 years,55-59,1026,581134,176.6
,2000,2000,Breast,26000,Illinois,17,60-64 years ,60-64,954,464665,205.3
,2000,2000,Breast,26000,Illinois,17,65-69 years,65-69,922,396176,232.7
,2000,2000,Breast,26000,Illinois,17,70-74 years,70-74,977,374113,261.2
,2000,2000,Breast,26000,Illinois,17,75-79 years,75-79,888,317375,279.8
,2000,2000,Breast,26000,Illinois,17,80-84 years,80-84,629,220139,285.7
,2000,2000,Breast,26000,Illinois,17,85+ years,85+,639,192851,331.3
,2000,2000,Breast,26000,Indiana,18,30-34 years,30-34,72,421950,17.1
,2000,2000,Breast,26000,Indiana,18,35-39 years,35-39,138,476361,29
,2000,2000,Breast,26000,Indiana,18,40-44 years,40-44,263,483617,54.4
,2000,2000,Breast,26000,Indiana,18,45-49 years,45-49,396,439773,90
,2000,2000,Breast,26000,Indiana,18,50-54 years,50-54,478,383665,124.6
,2000,2000,Breast,26000,Indiana,18,55-59 years,55-59,460,296197,155.3
,2000,2000,Breast,26000,Indiana,18,60-64 years ,60-64,445,236858,187.9
,2000,2000,Breast,26000,Indiana,18,65-69 years,65-69,444,203269,218.4
,2000,2000,Breast,26000,Indiana,18,70-74 years,70-74,512,191514,267.3
,2000,2000,Breast,26000,Indiana,18,75-79 years,75-79,434,160182,270.9
,2000,2000,Breast,26000,Indiana,18,80-84 years,80-84,315,106803,294.9
,2000,2000,Breast,26000,Indiana,18,85+ years,85+,280,92044,304.2
,2000,2000,Breast,26000,Iowa,19,30-34 years,30-34,24,185813,12.9
,2000,2000,Breast,26000,Iowa,19,35-39 years,35-39,79,216792,36.4
,2000,2000,Breast,26000,Iowa,19,40-44 years,40-44,104,227535,45.7
,2000,2000,Breast,26000,Iowa,19,45-49 years,45-49,208,213671,97.3
,2000,2000,Breast,26000,Iowa,19,50-54 years,50-54,228,181708,125.5
,2000,2000,Breast,26000,Iowa,19,55-59 years,55-59,204,139868,145.9
,2000,2000,Breast,26000,Iowa,19,60-64 years ,60-64,206,118855,173.3
,2000,2000,Breast,26000,Iowa,19,65-69 years,65-69,255,106908,238.5
,2000,2000,Breast,26000,Iowa,19,70-74 years,70-74,268,104340,256.9
,2000,2000,Breast,26000,Iowa,19,75-79 years,75-79,250,91600,272.9
,2000,2000,Breast,26000,Iowa,19,80-84 years,80-84,189,68084,277.6
,2000,2000,Breast,26000,Iowa,19,85+ years,85+,188,65448,287.3
,2000,2000,Breast,26000,Kansas,20,30-34 years,30-34,21,176022,11.9
,2000,2000,Breast,26000,Kansas,20,35-39 years,35-39,54,206639,26.1
,2000,2000,Breast,26000,Kansas,20,40-44 years,40-44,122,213334,57.2
,2000,2000,Breast,26000,Kansas,20,45-49 years,45-49,203,193867,104.7
,2000,2000,Breast,26000,Kansas,20,50-54 years,50-54,202,163119,123.8
,2000,2000,Breast,26000,Kansas,20,55-59 years,55-59,231,122471,188.6
,2000,2000,Breast,26000,Kansas,20,60-64 years ,60-64,191,99110,192.7
,2000,2000,Breast,26000,Kansas,20,65-69 years,65-69,220,89772,245.1
,2000,2000,Breast,26000,Kansas,20,70-74 years,70-74,206,85671,240.5
,2000,2000,Breast,26000,Kansas,20,75-79 years,75-79,216,75253,287
,2000,2000,Breast,26000,Kansas,20,80-84 years,80-84,159,53783,295.6
,2000,2000,Breast,26000,Kansas,20,85+ years,85+,144,52049,276.7
,2000,2000,Breast,26000,Kentucky,21,25-29 years,25-29,20,278770,7.2
,2000,2000,Breast,26000,Kentucky,21,30-34 years,30-34,42,286901,14.6
,2000,2000,Breast,26000,Kentucky,21,35-39 years,35-39,81,320703,25.3
,2000,2000,Breast,26000,Kentucky,21,40-44 years,40-44,204,321487,63.5
,2000,2000,Breast,26000,Kentucky,21,45-49 years,45-49,306,295867,103.4
,2000,2000,Breast,26000,Kentucky,21,50-54 years,50-54,344,265691,129.5
,2000,2000,Breast,26000,Kentucky,21,55-59 years,55-59,323,205915,156.9
,2000,2000,Breast,26000,Kentucky,21,60-64 years ,60-64,293,168986,173.4
,2000,2000,Breast,26000,Kentucky,21,65-69 years,65-69,322,144387,223
,2000,2000,Breast,26000,Kentucky,21,70-74 years,70-74,313,129202,242.3
,2000,2000,Breast,26000,Kentucky,21,75-79 years,75-79,271,105010,258.1
,2000,2000,Breast,26000,Kentucky,21,80-84 years,80-84,176,68356,257.5
,2000,2000,Breast,26000,Kentucky,21,85+ years,85+,159,58640,271.1
,2000,2000,Breast,26000,Louisiana,22,25-29 years,25-29,17,293761,5.8
,2000,2000,Breast,26000,Louisiana,22,30-34 years,30-34,28,304326,9.2
,2000,2000,Breast,26000,Louisiana,22,35-39 years,35-39,122,341618,35.7
,2000,2000,Breast,26000,Louisiana,22,40-44 years,40-44,225,349404,64.4
,2000,2000,Breast,26000,Louisiana,22,45-49 years,45-49,279,317304,87.9
,2000,2000,Breast,26000,Louisiana,22,50-54 years,50-54,358,273221,131
,2000,2000,Breast,26000,Louisiana,22,55-59 years,55-59,317,209857,151.1
,2000,2000,Breast,26000,Louisiana,22,60-64 years ,60-64,302,170890,176.7
,2000,2000,Breast,26000,Louisiana,22,65-69 years,65-69,347,147829,234.7
,2000,2000,Breast,26000,Louisiana,22,70-74 years,70-74,321,134864,238
,2000,2000,Breast,26000,Louisiana,22,75-79 years,75-79,299,107141,279.1
,2000,2000,Breast,26000,Louisiana,22,80-84 years,80-84,203,68999,294.2
,2000,2000,Breast,26000,Louisiana,22,85+ years,85+,178,58886,302.3
,2000,2000,Breast,26000,Maine,23,35-39 years,35-39,37,103733,35.7
,2000,2000,Breast,26000,Maine,23,40-44 years,40-44,61,109076,55.9
,2000,2000,Breast,26000,Maine,23,45-49 years,45-49,107,102527,104.4
,2000,2000,Breast,26000,Maine,23,50-54 years,50-54,104,91541,113.6
,2000,2000,Breast,26000,Maine,23,55-59 years,55-59,116,68919,168.3
,2000,2000,Breast,26000,Maine,23,60-64 years ,60-64,126,54962,229.2
,2000,2000,Breast,26000,Maine,23,65-69 years,65-69,115,49998,230
,2000,2000,Breast,26000,Maine,23,70-74 years,70-74,132,46067,286.5
,2000,2000,Breast,26000,Maine,23,75-79 years,75-79,116,38198,303.7
,2000,2000,Breast,26000,Maine,23,80-84 years,80-84,68,25998,261.6
,2000,2000,Breast,26000,Maine,23,85+ years,85+,94,23452,400.8
,2000,2000,Breast,26000,Maryland,24,30-34 years,30-34,69,405469,17
,2000,2000,Breast,26000,Maryland,24,35-39 years,35-39,178,463650,38.4
,2000,2000,Breast,26000,Maryland,24,40-44 years,40-44,278,452990,61.4
,2000,2000,Breast,26000,Maryland,24,45-49 years,45-49,397,401986,98.8
,2000,2000,Breast,26000,Maryland,24,50-54 years,50-54,498,359884,138.4
,2000,2000,Breast,26000,Maryland,24,55-59 years,55-59,492,270584,181.8
,2000,2000,Breast,26000,Maryland,24,60-64 years ,60-64,432,202843,213
,2000,2000,Breast,26000,Maryland,24,65-69 years,65-69,375,168390,222.7
,2000,2000,Breast,26000,Maryland,24,70-74 years,70-74,359,153278,234.2
,2000,2000,Breast,26000,Maryland,24,75-79 years,75-79,344,129075,266.5
,2000,2000,Breast,26000,Maryland,24,80-84 years,80-84,241,83370,289.1
,2000,2000,Breast,26000,Maryland,24,85+ years,85+,190,67330,282.2
,2000,2000,Breast,26000,Massachusetts,25,25-29 years,25-29,17,431516,3.9
,2000,2000,Breast,26000,Massachusetts,25,30-34 years,30-34,67,492661,13.6
,2000,2000,Breast,26000,Massachusetts,25,35-39 years,35-39,170,538597,31.6
,2000,2000,Breast,26000,Massachusetts,25,40-44 years,40-44,379,523551,72.4
,2000,2000,Breast,26000,Massachusetts,25,45-49 years,45-49,533,464657,114.7
,2000,2000,Breast,26000,Massachusetts,25,50-54 years,50-54,624,415692,150.1
,2000,2000,Breast,26000,Massachusetts,25,55-59 years,55-59,558,312133,178.8
,2000,2000,Breast,26000,Massachusetts,25,60-64 years ,60-64,486,237646,204.5
,2000,2000,Breast,26000,Massachusetts,25,65-69 years,65-69,536,215817,248.4
,2000,2000,Breast,26000,Massachusetts,25,70-74 years,70-74,569,211009,269.7
,2000,2000,Breast,26000,Massachusetts,25,75-79 years,75-79,580,185194,313.2
,2000,2000,Breast,26000,Massachusetts,25,80-84 years,80-84,377,131584,286.5
,2000,2000,Breast,26000,Massachusetts,25,85+ years,85+,329,117294,280.5
,2000,2000,Breast,26000,Michigan,26,25-29 years,25-29,24,649448,3.7
,2000,2000,Breast,26000,Michigan,26,30-34 years,30-34,89,706999,12.6
,2000,2000,Breast,26000,Michigan,26,35-39 years,35-39,245,783741,31.3
,2000,2000,Breast,26000,Michigan,26,40-44 years,40-44,488,812276,60.1
,2000,2000,Breast,26000,Michigan,26,45-49 years,45-49,718,738696,97.2
,2000,2000,Breast,26000,Michigan,26,50-54 years,50-54,862,639232,134.8
,2000,2000,Breast,26000,Michigan,26,55-59 years,55-59,862,488954,176.3
,2000,2000,Breast,26000,Michigan,26,60-64 years ,60-64,801,378818,211.4
,2000,2000,Breast,26000,Michigan,26,65-69 years,65-69,748,328204,227.9
,2000,2000,Breast,26000,Michigan,26,70-74 years,70-74,805,313936,256.4
,2000,2000,Breast,26000,Michigan,26,75-79 years,75-79,722,260899,276.7
,2000,2000,Breast,26000,Michigan,26,80-84 years,80-84,574,174916,328.2
,2000,2000,Breast,26000,Michigan,26,85+ years,85+,427,143344,297.9
,2000,2000,Breast,26000,Minnesota,27,30-34 years,30-34,46,353839,13
,2000,2000,Breast,26000,Minnesota,27,35-39 years,35-39,118,411295,28.7
,2000,2000,Breast,26000,Minnesota,27,40-44 years,40-44,239,412926,57.9
,2000,2000,Breast,26000,Minnesota,27,45-49 years,45-49,348,366725,94.9
,2000,2000,Breast,26000,Minnesota,27,50-54 years,50-54,427,304710,140.1
,2000,2000,Breast,26000,Minnesota,27,55-59 years,55-59,424,228635,185.4
,2000,2000,Breast,26000,Minnesota,27,60-64 years ,60-64,406,179113,226.7
,2000,2000,Breast,26000,Minnesota,27,65-69 years,65-69,383,152801,250.7
,2000,2000,Breast,26000,Minnesota,27,70-74 years,70-74,356,142599,249.7
,2000,2000,Breast,26000,Minnesota,27,75-79 years,75-79,370,123017,300.8
,2000,2000,Breast,26000,Minnesota,27,80-84 years,80-84,272,90869,299.3
,2000,2000,Breast,26000,Minnesota,27,85+ years,85+,272,86096,315.9
,2000,2000,Breast,26000,Missouri,29,30-34 years,30-34,51,376688,13.5
,2000,2000,Breast,26000,Missouri,29,35-39 years,35-39,138,441960,31.2
,2000,2000,Breast,26000,Missouri,29,40-44 years,40-44,268,445644,60.1
,2000,2000,Breast,26000,Missouri,29,45-49 years,45-49,373,398212,93.7
,2000,2000,Breast,26000,Missouri,29,50-54 years,50-54,443,350692,126.3
,2000,2000,Breast,26000,Missouri,29,55-59 years,55-59,462,281080,164.4
,2000,2000,Breast,26000,Missouri,29,60-64 years ,60-64,426,229546,185.6
,2000,2000,Breast,26000,Missouri,29,65-69 years,65-69,468,204813,228.5
,2000,2000,Breast,26000,Missouri,29,70-74 years,70-74,501,187650,267
,2000,2000,Breast,26000,Missouri,29,75-79 years,75-79,429,157550,272.3
,2000,2000,Breast,26000,Missouri,29,80-84 years,80-84,294,107136,274.4
,2000,2000,Breast,26000,Missouri,29,85+ years,85+,272,99082,274.5
,2000,2000,Breast,26000,Montana,30,35-39 years,35-39,18,66279,27.2
,2000,2000,Breast,26000,Montana,30,40-44 years,40-44,39,75508,51.7
,2000,2000,Breast,26000,Montana,30,45-49 years,45-49,73,73805,98.9
,2000,2000,Breast,26000,Montana,30,50-54 years,50-54,83,62267,133.3
,2000,2000,Breast,26000,Montana,30,55-59 years,55-59,83,47484,174.8
,2000,2000,Breast,26000,Montana,30,60-64 years ,60-64,72,38124,188.9
,2000,2000,Breast,26000,Montana,30,65-69 years,65-69,85,32501,261.5
,2000,2000,Breast,26000,Montana,30,70-74 years,70-74,80,29991,266.7
,2000,2000,Breast,26000,Montana,30,75-79 years,75-79,68,24776,274.5
,2000,2000,Breast,26000,Montana,30,80-84 years,80-84,52,18545,280.4
,2000,2000,Breast,26000,Montana,30,85+ years,85+,44,15475,284.3
,2000,2000,Breast,26000,Nebraska,31,35-39 years,35-39,32,129477,24.7
,2000,2000,Breast,26000,Nebraska,31,40-44 years,40-44,78,134051,58.2
,2000,2000,Breast,26000,Nebraska,31,45-49 years,45-49,104,123423,84.3
,2000,2000,Breast,26000,Nebraska,31,50-54 years,50-54,130,104010,125
,2000,2000,Breast,26000,Nebraska,31,55-59 years,55-59,134,78053,171.7
,2000,2000,Breast,26000,Nebraska,31,60-64 years ,60-64,128,64253,199.2
,2000,2000,Breast,26000,Nebraska,31,65-69 years,65-69,158,59171,267
,2000,2000,Breast,26000,Nebraska,31,70-74 years,70-74,154,56212,274
,2000,2000,Breast,26000,Nebraska,31,75-79 years,75-79,141,48072,293.3
,2000,2000,Breast,26000,Nebraska,31,80-84 years,80-84,102,34809,293
,2000,2000,Breast,26000,Nebraska,31,85+ years,85+,105,34166,307.3
,2000,2000,Breast,26000,Nevada,32,35-39 years,35-39,48,166780,28.8
,2000,2000,Breast,26000,Nevada,32,40-44 years,40-44,105,157774,66.6
,2000,2000,Breast,26000,Nevada,32,45-49 years,45-49,114,142103,80.2
,2000,2000,Breast,26000,Nevada,32,50-54 years,50-54,156,131206,118.9
,2000,2000,Breast,26000,Nevada,32,55-59 years,55-59,154,106553,144.5
,2000,2000,Breast,26000,Nevada,32,60-64 years ,60-64,169,86209,196
,2000,2000,Breast,26000,Nevada,32,65-69 years,65-69,163,72065,226.2
,2000,2000,Breast,26000,Nevada,32,70-74 years,70-74,164,61054,268.6
,2000,2000,Breast,26000,Nevada,32,75-79 years,75-79,115,45442,253.1
,2000,2000,Breast,26000,Nevada,32,80-84 years,80-84,81,25782,314.2
,2000,2000,Breast,26000,Nevada,32,85+ years,85+,53,17255,307.2
,2000,2000,Breast,26000,New Hampshire,33,35-39 years,35-39,29,109381,26.5
,2000,2000,Breast,26000,New Hampshire,33,40-44 years,40-44,67,111991,59.8
,2000,2000,Breast,26000,New Hampshire,33,45-49 years,45-49,111,98907,112.2
,2000,2000,Breast,26000,New Hampshire,33,50-54 years,50-54,126,86900,145
,2000,2000,Breast,26000,New Hampshire,33,55-59 years,55-59,109,63210,172.4
,2000,2000,Breast,26000,New Hampshire,33,60-64 years ,60-64,106,47322,224
,2000,2000,Breast,26000,New Hampshire,33,65-69 years,65-69,93,41145,226
,2000,2000,Breast,26000,New Hampshire,33,70-74 years,70-74,108,37214,290.2
,2000,2000,Breast,26000,New Hampshire,33,75-79 years,75-79,105,30706,342
,2000,2000,Breast,26000,New Hampshire,33,80-84 years,80-84,61,20989,290.6
,2000,2000,Breast,26000,New Hampshire,33,85+ years,85+,54,18327,294.6
,2000,2000,Breast,26000,New Jersey,34,25-29 years,25-29,22,542142,4.1
,2000,2000,Breast,26000,New Jersey,34,30-34 years,30-34,95,644279,14.7
,2000,2000,Breast,26000,New Jersey,34,35-39 years,35-39,266,725877,36.6
,2000,2000,Breast,26000,New Jersey,34,40-44 years,40-44,517,709273,72.9
,2000,2000,Breast,26000,New Jersey,34,45-49 years,45-49,704,614689,114.5
,2000,2000,Breast,26000,New Jersey,34,50-54 years,50-54,736,553333,133
,2000,2000,Breast,26000,New Jersey,34,55-59 years,55-59,766,426133,179.8
,2000,2000,Breast,26000,New Jersey,34,60-64 years ,60-64,671,332160,202
,2000,2000,Breast,26000,New Jersey,34,65-69 years,65-69,671,292481,229.4
,2000,2000,Breast,26000,New Jersey,34,70-74 years,70-74,740,281108,263.2
,2000,2000,Breast,26000,New Jersey,34,75-79 years,75-79,702,240567,291.8
,2000,2000,Breast,26000,New Jersey,34,80-84 years,80-84,477,163504,291.7
,2000,2000,Breast,26000,New Jersey,34,85+ years,85+,405,136710,296.2
,2000,2000,Breast,26000,New Mexico,35,35-39 years,35-39,39,139909,27.9
,2000,2000,Breast,26000,New Mexico,35,40-44 years,40-44,77,141996,54.2
,2000,2000,Breast,26000,New Mexico,35,45-49 years,45-49,132,131568,100.3
,2000,2000,Breast,26000,New Mexico,35,50-54 years,50-54,134,115809,115.7
,2000,2000,Breast,26000,New Mexico,35,55-59 years,55-59,124,87579,141.6
,2000,2000,Breast,26000,New Mexico,35,60-64 years ,60-64,127,71873,176.7
,2000,2000,Breast,26000,New Mexico,35,65-69 years,65-69,129,63384,203.5
,2000,2000,Breast,26000,New Mexico,35,70-74 years,70-74,110,54735,201
,2000,2000,Breast,26000,New Mexico,35,75-79 years,75-79,108,43994,245.5
,2000,2000,Breast,26000,New Mexico,35,80-84 years,80-84,64,27764,230.5
,2000,2000,Breast,26000,New Mexico,35,85+ years,85+,72,23446,307.1
,2000,2000,Breast,26000,New York,36,25-29 years,25-29,43,1298254,3.3
,2000,2000,Breast,26000,New York,36,30-34 years,30-34,203,1452273,14
,2000,2000,Breast,26000,New York,36,35-39 years,35-39,536,1561224,34.3
,2000,2000,Breast,26000,New York,36,40-44 years,40-44,938,1511463,62.1
,2000,2000,Breast,26000,New York,36,45-49 years,45-49,1403,1347282,104.1
,2000,2000,Breast,26000,New York,36,50-54 years,50-54,1634,1223534,133.5
,2000,2000,Breast,26000,New York,36,55-59 years,55-59,1583,937243,168.9
,2000,2000,Breast,26000,New York,36,60-64 years ,60-64,1515,758770,199.7
,2000,2000,Breast,26000,New York,36,65-69 years,65-69,1530,656417,233.1
,2000,2000,Breast,26000,New York,36,70-74 years,70-74,1584,618172,256.2
,2000,2000,Breast,26000,New York,36,75-79 years,75-79,1394,515490,270.4
,2000,2000,Breast,26000,New York,36,80-84 years,80-84,1070,349578,306.1
,2000,2000,Breast,26000,New York,36,85+ years,85+,896,313805,285.5
,2000,2000,Breast,26000,North Carolina,37,25-29 years,25-29,27,599470,4.5
,2000,2000,Breast,26000,North Carolina,37,30-34 years,30-34,105,613180,17.1
,2000,2000,Breast,26000,North Carolina,37,35-39 years,35-39,229,654661,35
,2000,2000,Breast,26000,North Carolina,37,40-44 years,40-44,398,634719,62.7
,2000,2000,Breast,26000,North Carolina,37,45-49 years,45-49,565,574795,98.3
,2000,2000,Breast,26000,North Carolina,37,50-54 years,50-54,652,521184,125.1
,2000,2000,Breast,26000,North Carolina,37,55-59 years,55-59,719,403424,178.2
,2000,2000,Breast,26000,North Carolina,37,60-64 years ,60-64,686,325509,210.7
,2000,2000,Breast,26000,North Carolina,37,65-69 years,65-69,624,283137,220.4
,2000,2000,Breast,26000,North Carolina,37,70-74 years,70-74,625,251454,248.6
,2000,2000,Breast,26000,North Carolina,37,75-79 years,75-79,528,202437,260.8
,2000,2000,Breast,26000,North Carolina,37,80-84 years,80-84,368,129495,284.2
,2000,2000,Breast,26000,North Carolina,37,85+ years,85+,224,105964,211.4
,2000,2000,Breast,26000,North Dakota,38,40-44 years,40-44,23,51021,45.1
,2000,2000,Breast,26000,North Dakota,38,45-49 years,45-49,45,47600,94.5
,2000,2000,Breast,26000,North Dakota,38,50-54 years,50-54,58,38265,151.6
,2000,2000,Breast,26000,North Dakota,38,55-59 years,55-59,46,29055,158.3
,2000,2000,Breast,26000,North Dakota,38,60-64 years ,60-64,52,24578,211.6
,2000,2000,Breast,26000,North Dakota,38,65-69 years,65-69,48,23067,208.1
,2000,2000,Breast,26000,North Dakota,38,70-74 years,70-74,59,22714,259.8
,2000,2000,Breast,26000,North Dakota,38,75-79 years,75-79,52,19101,272.2
,2000,2000,Breast,26000,North Dakota,38,80-84 years,80-84,42,14871,282.4
,2000,2000,Breast,26000,North Dakota,38,85+ years,85+,28,14832,188.8
,2000,2000,Breast,26000,Ohio,39,25-29 years,25-29,42,728873,5.8
,2000,2000,Breast,26000,Ohio,39,30-34 years,30-34,106,782328,13.5
,2000,2000,Breast,26000,Ohio,39,35-39 years,35-39,298,879343,33.9
,2000,2000,Breast,26000,Ohio,39,40-44 years,40-44,508,922677,55.1
,2000,2000,Breast,26000,Ohio,39,45-49 years,45-49,758,838939,90.4
,2000,2000,Breast,26000,Ohio,39,50-54 years,50-54,927,738477,125.5
,2000,2000,Breast,26000,Ohio,39,55-59 years,55-59,984,556612,176.8
,2000,2000,Breast,26000,Ohio,39,60-64 years ,60-64,928,457704,202.8
,2000,2000,Breast,26000,Ohio,39,65-69 years,65-69,892,401622,222.1
,2000,2000,Breast,26000,Ohio,39,70-74 years,70-74,975,387175,251.8
,2000,2000,Breast,26000,Ohio,39,75-79 years,75-79,889,326115,272.6
,2000,2000,Breast,26000,Ohio,39,80-84 years,80-84,663,216776,305.8
,2000,2000,Breast,26000,Ohio,39,85+ years,85+,543,177719,305.5
,2000,2000,Breast,26000,Oklahoma,40,30-34 years,30-34,27,222361,12.1
,2000,2000,Breast,26000,Oklahoma,40,35-39 years,35-39,68,258091,26.3
,2000,2000,Breast,26000,Oklahoma,40,40-44 years,40-44,168,264936,63.4
,2000,2000,Breast,26000,Oklahoma,40,45-49 years,45-49,205,242120,84.7
,2000,2000,Breast,26000,Oklahoma,40,50-54 years,50-54,252,215138,117.1
,2000,2000,Breast,26000,Oklahoma,40,55-59 years,55-59,283,174245,162.4
,2000,2000,Breast,26000,Oklahoma,40,60-64 years ,60-64,267,143741,185.8
,2000,2000,Breast,26000,Oklahoma,40,65-69 years,65-69,344,128538,267.6
,2000,2000,Breast,26000,Oklahoma,40,70-74 years,70-74,310,113679,272.7
,2000,2000,Breast,26000,Oklahoma,40,75-79 years,75-79,258,94274,273.7
,2000,2000,Breast,26000,Oklahoma,40,80-84 years,80-84,194,62673,309.5
,2000,2000,Breast,26000,Oklahoma,40,85+ years,85+,140,57406,243.9
,2000,2000,Breast,26000,Oregon,41,30-34 years,30-34,21,237151,8.9
,2000,2000,Breast,26000,Oregon,41,35-39 years,35-39,50,254933,19.6
,2000,2000,Breast,26000,Oregon,41,40-44 years,40-44,157,271531,57.8
,2000,2000,Breast,26000,Oregon,41,45-49 years,45-49,286,272862,104.8
,2000,2000,Breast,26000,Oregon,41,50-54 years,50-54,313,238121,131.4
,2000,2000,Breast,26000,Oregon,41,55-59 years,55-59,315,174117,180.9
,2000,2000,Breast,26000,Oregon,41,60-64 years ,60-64,266,132050,201.4
