Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Count,Population,Crude Rate
,2005,2005,Breast,26000,Maryland,24,3800,5592379,67.9
,2005,2005,Breast,26000,Massachusetts,25,5003,6403290,78.1
,2005,2005,Breast,26000,Michigan,26,7052,10051137,70.2
,2005,2005,Breast,26000,Minnesota,27,3522,5119598,68.8
,2005,2005,Breast,26000,Mississippi,28,1770,2876229,61.5
,2005,2005,Breast,26000,Missouri,29,4180,5790300,72.2
,2005,2005,Breast,26000,Montana,30,705,940102,75
,2005,2005,Breast,26000,Nebraska,31,1204,1761497,68.4
,2005,2005,Breast,26000,Nevada,32,1406,2432143,57.8
,2005,2005,Breast,26000,New Hampshire,33,1027,1298492,79.1
,2005,2005,Breast,26000,New Jersey,34,6619,8651974,76.5
,2005,2005,Breast,26000,New Mexico,35,1155,1932274,59.8
,2005,2005,Breast,26000,New York,36,14037,19132610,73.4
,2005,2005,Breast,26000,North Carolina,37,6088,8705407,69.9
,2005,2005,Breast,26000,North Dakota,38,463,646089,71.7
,2005,2005,Breast,26000,Ohio,39,8374,11463320,73.1
,2005,2005,Breast,26000,Oklahoma,40,2550,3548597,71.9
,2005,2005,Breast,26000,Oregon,41,2756,3613202,76.3
,2005,2005,Breast,26000,Pennsylvania,42,9779,12449990,78.5
,2005,2005,Breast,26000,Rhode Island,44,798,1067916,74.7
,2005,2005,Breast,26000,South Carolina,45,3000,4270150,70.3
,2005,2005,Breast,26000,South Dakota,46,568,775493,73.2
,2005,2005,Breast,26000,Tennessee,47,4241,5991057,70.8
,2005,2005,Breast,26000,Texas,48,12780,22773020,56.1
,2005,2005,Breast,26000,Utah,49,1098,2457719,44.7
,2005,2005,Breast,26000,Vermont,50,460,621215,74
,2005,2005,Breast,26000,Virginia,51,5090,7577105,67.2
,2005,2005,Breast,26000,Washington,53,4585,6257305,73.3
,2005,2005,Breast,26000,West Virginia,54,1388,1820492,76.2
,2005,2005,Breast,26000,Wisconsin,55,3930,5546166,70.9
,2005,2005,Breast,26000,Wyoming,56,300,514157,58.3
,2006,2006,Breast,26000,Alabama,1,3276,4628981,70.8
,2006,2006,Breast,26000,Alaska,2,372,675302,55.1
,2006,2006,Breast,26000,Arizona,4,3552,6029141,58.9
,2006,2006,Breast,26000,Arkansas,5,1862,2821761,66
,2006,2006,Breast,26000,California,6,22388,36021202,62.2
,2006,2006,Breast,26000,Colorado,8,2961,4720423,62.7
,2006,2006,Breast,26000,Connecticut,9,2918,3517460,83
,2006,2006,Breast,26000,Delaware,10,610,859268,71
,2006,2006,Breast,26000,District of Columbia,11,453,570681,79.4
,2006,2006,Breast,26000,Florida,12,13721,18166990,75.5
,2006,2006,Breast,26000,Georgia,13,5577,9155813,60.9
,2006,2006,Breast,26000,Hawaii,15,840,1309731,64.1
,2006,2006,Breast,26000,Idaho,16,946,1468669,64.4
,2006,2006,Breast,26000,Illinois,17,8964,12643955,70.9
,2006,2006,Breast,26000,Indiana,18,4254,6332669,67.2
,2006,2006,Breast,26000,Iowa,19,2193,2982644,73.5
,2006,2006,Breast,26000,Kansas,20,2044,2762931,74
,2006,2006,Breast,26000,Kentucky,21,3061,4219239,72.5
,2006,2006,Breast,26000,Louisiana,22,2801,4302665,65.1
,2006,2006,Breast,26000,Maine,23,1125,1323619,85
,2006,2006,Breast,26000,Maryland,24,3877,5627367,68.9
,2006,2006,Breast,26000,Massachusetts,25,5085,6410084,79.3
,2006,2006,Breast,26000,Michigan,26,7144,10036081,71.2
,2006,2006,Breast,26000,Minnesota,27,3566,5163555,69.1
,2006,2006,Breast,26000,Mississippi,28,1754,2904978,60.4
,2006,2006,Breast,26000,Missouri,29,4178,5842704,71.5
,2006,2006,Breast,26000,Montana,30,708,952692,74.3
,2006,2006,Breast,26000,Nebraska,31,1316,1772693,74.2
,2006,2006,Breast,26000,Nevada,32,1473,2522658,58.4
,2006,2006,Breast,26000,New Hampshire,33,1029,1308389,78.6
,2006,2006,Breast,26000,New Jersey,34,6631,8661679,76.6
,2006,2006,Breast,26000,New Mexico,35,1183,1962137,60.3
,2006,2006,Breast,26000,New York,36,14437,19104631,75.6
,2006,2006,Breast,26000,North Carolina,37,6532,8917270,73.3
,2006,2006,Breast,26000,North Dakota,38,483,649422,74.4
,2006,2006,Breast,26000,Ohio,39,8262,11481213,72
,2006,2006,Breast,26000,Oklahoma,40,2505,3594090,69.7
,2006,2006,Breast,26000,Oregon,41,2861,3670883,77.9
,2006,2006,Breast,26000,Pennsylvania,42,10018,12510809,80.1
,2006,2006,Breast,26000,Rhode Island,44,862,1063096,81.1
,2006,2006,Breast,26000,South Carolina,45,3148,4357847,72.2
,2006,2006,Breast,26000,South Dakota,46,517,783033,66
,2006,2006,Breast,26000,Tennessee,47,4260,6088766,70
,2006,2006,Breast,26000,Texas,48,13095,23359580,56.1
,2006,2006,Breast,26000,Utah,49,1163,2525507,46.1
,2006,2006,Breast,26000,Vermont,50,528,622892,84.8
,2006,2006,Breast,26000,Virginia,51,5315,7673725,69.3
,2006,2006,Breast,26000,Washington,53,4476,6370753,70.3
,2006,2006,Breast,26000,West Virginia,54,1367,1827912,74.8
,2006,2006,Breast,26000,Wisconsin,55,4013,5577655,71.9
,2006,2006,Breast,26000,Wyoming,56,326,522667,62.4
,2007,2007,Breast,26000,Alabama,1,3278,4672840,70.2
,2007,2007,Breast,26000,Alaska,2,393,680300,57.8
,2007,2007,Breast,26000,Arizona,4,3944,6167681,63.9
,2007,2007,Breast,26000,Arkansas,5,1961,2848650,68.8
,2007,2007,Breast,26000,California,6,23423,36250311,64.6
,2007,2007,Breast,26000,Colorado,8,3106,4803868,64.7
,2007,2007,Breast,26000,Connecticut,9,2973,3527270,84.3
,2007,2007,Breast,26000,Delaware,10,712,871749,81.7
,2007,2007,Breast,26000,District of Columbia,11,449,574404,78.2
,2007,2007,Breast,26000,Florida,12,14024,18367842,76.4
,2007,2007,Breast,26000,Georgia,13,6094,9349988,65.2
,2007,2007,Breast,26000,Hawaii,15,922,1315675,70.1
,2007,2007,Breast,26000,Idaho,16,967,1505105,64.2
,2007,2007,Breast,26000,Illinois,17,9004,12695866,70.9
,2007,2007,Breast,26000,Indiana,18,4327,6379599,67.8
,2007,2007,Breast,26000,Iowa,19,2220,2999212,74
,2007,2007,Breast,26000,Kansas,20,1976,2783785,71
,2007,2007,Breast,26000,Kentucky,21,3055,4256672,71.8
,2007,2007,Breast,26000,Louisiana,22,2962,4375581,67.7
,2007,2007,Breast,26000,Maine,23,1146,1327040,86.4
,2007,2007,Breast,26000,Maryland,24,4197,5653408,74.2
,2007,2007,Breast,26000,Massachusetts,25,5183,6431559,80.6
,2007,2007,Breast,26000,Michigan,26,7261,10001284,72.6
,2007,2007,Breast,26000,Minnesota,27,3843,5207203,73.8
,2007,2007,Breast,26000,Mississippi,28,1937,2928350,66.1
,2007,2007,Breast,26000,Missouri,29,4139,5887612,70.3
,2007,2007,Breast,26000,Montana,30,725,964706,75.2
,2007,2007,Breast,26000,Nebraska,31,1201,1783440,67.3
,2007,2007,Breast,26000,Nevada,32,1582,2601072,60.8
