bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
1282,1777,3059,37.4382244863105,34.1623771650472,40.7140718075738,39.3213310992094,34.4221650768032,44.2204971216157
