Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,1999,1999,Cervix Uteri,27010,North Carolina,37,30-34 years,30-34,35,300053,11.7
,1999,1999,Cervix Uteri,27010,North Carolina,37,35-39 years,35-39,50,329526,15.2
,1999,1999,Cervix Uteri,27010,North Carolina,37,40-44 years,40-44,42,317082,13.2
,1999,1999,Cervix Uteri,27010,North Carolina,37,45-49 years,45-49,46,286917,16
,1999,1999,Cervix Uteri,27010,North Carolina,37,50-54 years,50-54,36,255755,14.1
,1999,1999,Cervix Uteri,27010,North Carolina,37,55-59 years,55-59,33,201985,16.3
,1999,1999,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,36,170544,21.1
,1999,1999,Cervix Uteri,27010,North Carolina,37,65-69 years,65-69,32,153514,20.8
,1999,1999,Cervix Uteri,27010,North Carolina,37,70-74 years,70-74,28,142814,19.6
,1999,1999,Cervix Uteri,27010,Ohio,39,25-29 years,25-29,30,377529,7.9
,1999,1999,Cervix Uteri,27010,Ohio,39,30-34 years,30-34,55,396443,13.9
,1999,1999,Cervix Uteri,27010,Ohio,39,35-39 years,35-39,62,454500,13.6
,1999,1999,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,73,466519,15.6
,1999,1999,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,57,417844,13.6
,1999,1999,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,50,359506,13.9
,1999,1999,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,46,283732,16.2
,1999,1999,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,44,241321,18.2
,1999,1999,Cervix Uteri,27010,Ohio,39,65-69 years,65-69,20,220475,9.1
,1999,1999,Cervix Uteri,27010,Ohio,39,70-74 years,70-74,34,221318,15.4
,1999,1999,Cervix Uteri,27010,Ohio,39,75-79 years,75-79,25,193622,12.9
,1999,1999,Cervix Uteri,27010,Ohio,39,85+ years,85+,16,126825,12.6
,1999,1999,Cervix Uteri,27010,Oklahoma,40,30-34 years,30-34,26,109939,23.6
,1999,1999,Cervix Uteri,27010,Oklahoma,40,35-39 years,35-39,22,132401,16.6
,1999,1999,Cervix Uteri,27010,Oklahoma,40,40-44 years,40-44,21,132261,15.9
,1999,1999,Cervix Uteri,27010,Oregon,41,30-34 years,30-34,22,113809,19.3
,1999,1999,Cervix Uteri,27010,Oregon,41,35-39 years,35-39,23,128928,17.8
,1999,1999,Cervix Uteri,27010,Oregon,41,45-49 years,45-49,17,135338,12.6
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,25-29 years,25-29,28,381115,7.3
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,30-34 years,30-34,57,418304,13.6
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,35-39 years,35-39,81,488756,16.6
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,79,502938,15.7
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,64,451795,14.2
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,66,392687,16.8
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,54,316736,17
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,35,271013,12.9
