Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Count,Population,Crude Rate
,2005,2005,Prostate,28010,Michigan,26,7777,4936817,157.5
,2005,2005,Prostate,28010,Minnesota,27,4209,2540052,165.7
,2005,2005,Prostate,28010,Mississippi,28,2172,1393628,155.9
,2005,2005,Prostate,28010,Missouri,29,3786,2827430,133.9
,2005,2005,Prostate,28010,Montana,30,898,470322,190.9
,2005,2005,Prostate,28010,Nebraska,31,1345,872029,154.2
,2005,2005,Prostate,28010,Nevada,32,1424,1233297,115.5
,2005,2005,Prostate,28010,New Hampshire,33,963,640560,150.3
,2005,2005,Prostate,28010,New Jersey,34,6643,4208429,157.8
,2005,2005,Prostate,28010,New Mexico,35,1296,953754,135.9
,2005,2005,Prostate,28010,New York,36,14484,9245143,156.7
,2005,2005,Prostate,28010,North Carolina,37,6521,4248218,153.5
,2005,2005,Prostate,28010,North Dakota,38,572,324546,176.2
,2005,2005,Prostate,28010,Ohio,39,7926,5586617,141.9
,2005,2005,Prostate,28010,Oklahoma,40,2435,1752122,139
,2005,2005,Prostate,28010,Oregon,41,2666,1789755,149
,2005,2005,Prostate,28010,Pennsylvania,42,9833,6044937,162.7
,2005,2005,Prostate,28010,Rhode Island,44,763,515084,148.1
,2005,2005,Prostate,28010,South Carolina,45,3462,2077805,166.6
,2005,2005,Prostate,28010,South Dakota,46,628,386472,162.5
,2005,2005,Prostate,28010,Tennessee,47,3936,2922618,134.7
,2005,2005,Prostate,28010,Texas,48,12511,11305125,110.7
,2005,2005,Prostate,28010,Utah,49,1510,1232978,122.5
,2005,2005,Prostate,28010,Vermont,50,519,305793,169.7
,2005,2005,Prostate,28010,Virginia,51,5347,3713459,144
,2005,2005,Prostate,28010,Washington,53,4553,3111909,146.3
,2005,2005,Prostate,28010,West Virginia,54,1360,892802,152.3
,2005,2005,Prostate,28010,Wisconsin,55,4279,2749105,155.7
,2005,2005,Prostate,28010,Wyoming,56,387,260431,148.6
,2006,2006,Prostate,28010,Alabama,1,3785,2243501,168.7
,2006,2006,Prostate,28010,Alaska,2,362,350181,103.4
,2006,2006,Prostate,28010,Arizona,4,4459,3003007,148.5
,2006,2006,Prostate,28010,Arkansas,5,2344,1383333,169.4
,2006,2006,Prostate,28010,California,6,22285,17923731,124.3
,2006,2006,Prostate,28010,Colorado,8,3282,2367463,138.6
,2006,2006,Prostate,28010,Connecticut,9,3094,1709785,181
,2006,2006,Prostate,28010,Delaware,10,909,416502,218.2
,2006,2006,Prostate,28010,District of Columbia,11,438,269359,162.6
,2006,2006,Prostate,28010,Florida,12,16157,8886910,181.8
,2006,2006,Prostate,28010,Georgia,13,6491,4485207,144.7
,2006,2006,Prostate,28010,Hawaii,15,915,657380,139.2
,2006,2006,Prostate,28010,Idaho,16,1191,736565,161.7
