bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
56575,61347,117922,45.1443423247944,44.5642629972819,45.7244216523069,43.8824283754783,42.237716565848,45.5271401851085
