"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States and Puerto Rico","States and Puerto Rico Code",Count,Population,Crude Rate
,"2005","2005","Colon and Rectum","21041-21052","Maryland","24",2609,5592379,46.7
,"2005","2005","Colon and Rectum","21041-21052","Massachusetts","25",3559,6403290,55.6
,"2005","2005","Colon and Rectum","21041-21052","Michigan","26",5298,10051137,52.7
,"2005","2005","Colon and Rectum","21041-21052","Minnesota","27",2440,5119598,47.7
,"2005","2005","Colon and Rectum","21041-21052","Mississippi","28",1537,2876229,53.4
,"2005","2005","Colon and Rectum","21041-21052","Missouri","29",3364,5790300,58.1
,"2005","2005","Colon and Rectum","21041-21052","Montana","30",485,940102,51.6
,"2005","2005","Colon and Rectum","21041-21052","Nebraska","31",1105,1761497,62.7
,"2005","2005","Colon and Rectum","21041-21052","Nevada","32",1084,2432143,44.6
,"2005","2005","Colon and Rectum","21041-21052","New Hampshire","33",702,1298492,54.1
,"2005","2005","Colon and Rectum","21041-21052","New Jersey","34",5141,8651974,59.4
,"2005","2005","Colon and Rectum","21041-21052","New Mexico","35",810,1932274,41.9
,"2005","2005","Colon and Rectum","21041-21052","New York","36",10369,19132610,54.2
,"2005","2005","Colon and Rectum","21041-21052","North Carolina","37",4474,8705407,51.4
,"2005","2005","Colon and Rectum","21041-21052","North Dakota","38",404,646089,62.5
,"2005","2005","Colon and Rectum","21041-21052","Ohio","39",6439,11463320,56.2
,"2005","2005","Colon and Rectum","21041-21052","Oklahoma","40",1878,3548597,52.9
,"2005","2005","Colon and Rectum","21041-21052","Oregon","41",1824,3613202,50.5
,"2005","2005","Colon and Rectum","21041-21052","Pennsylvania","42",8307,12449990,66.7
,"2005","2005","Colon and Rectum","21041-21052","Rhode Island","44",642,1067916,60.1
,"2005","2005","Colon and Rectum","21041-21052","South Carolina","45",2262,4270150,53.0
,"2005","2005","Colon and Rectum","21041-21052","South Dakota","46",444,775493,57.3
,"2005","2005","Colon and Rectum","21041-21052","Tennessee","47",3292,5991057,54.9
,"2005","2005","Colon and Rectum","21041-21052","Texas","48",9349,22773020,41.1
,"2005","2005","Colon and Rectum","21041-21052","Utah","49",716,2457719,29.1
,"2005","2005","Colon and Rectum","21041-21052","Vermont","50",313,621215,50.4
,"2005","2005","Colon and Rectum","21041-21052","Virginia","51",3530,7577105,46.6
,"2005","2005","Colon and Rectum","21041-21052","Washington","53",2883,6257305,46.1
,"2005","2005","Colon and Rectum","21041-21052","West Virginia","54",1227,1820492,67.4
,"2005","2005","Colon and Rectum","21041-21052","Wisconsin","55",2718,5546166,49.0
,"2005","2005","Colon and Rectum","21041-21052","Wyoming","56",240,514157,46.7
,"2005","2005","Colon and Rectum","21041-21052","Puerto Rico","72",1678,3821362,43.9
,"2006","2006","Colon and Rectum","21041-21052","Alabama","01",2501,4628981,54.0
,"2006","2006","Colon and Rectum","21041-21052","Alaska","02",255,675302,37.8
,"2006","2006","Colon and Rectum","21041-21052","Arizona","04",2358,6029141,39.1
,"2006","2006","Colon and Rectum","21041-21052","Arkansas","05",1484,2821761,52.6
,"2006","2006","Colon and Rectum","21041-21052","California","06",14710,36021202,40.8
,"2006","2006","Colon and Rectum","21041-21052","Colorado","08",1763,4720423,37.3
,"2006","2006","Colon and Rectum","21041-21052","Connecticut","09",1945,3517460,55.3
,"2006","2006","Colon and Rectum","21041-21052","Delaware","10",499,859268,58.1
,"2006","2006","Colon and Rectum","21041-21052","District of Columbia","11",262,570681,45.9
,"2006","2006","Colon and Rectum","21041-21052","Florida","12",10681,18166990,58.8
,"2006","2006","Colon and Rectum","21041-21052","Georgia","13",3933,9155813,43.0
,"2006","2006","Colon and Rectum","21041-21052","Hawaii","15",701,1309731,53.5
,"2006","2006","Colon and Rectum","21041-21052","Idaho","16",577,1468669,39.3
,"2006","2006","Colon and Rectum","21041-21052","Illinois","17",7052,12643955,55.8
,"2006","2006","Colon and Rectum","21041-21052","Indiana","18",3415,6332669,53.9
,"2006","2006","Colon and Rectum","21041-21052","Iowa","19",1906,2982644,63.9
,"2006","2006","Colon and Rectum","21041-21052","Kansas","20",1466,2762931,53.1
,"2006","2006","Colon and Rectum","21041-21052","Kentucky","21",2489,4219239,59.0
,"2006","2006","Colon and Rectum","21041-21052","Louisiana","22",2359,4302665,54.8
,"2006","2006","Colon and Rectum","21041-21052","Maine","23",815,1323619,61.6
,"2006","2006","Colon and Rectum","21041-21052","Maryland","24",2509,5627367,44.6
,"2006","2006","Colon and Rectum","21041-21052","Massachusetts","25",3404,6410084,53.1
,"2006","2006","Colon and Rectum","21041-21052","Michigan","26",5299,10036081,52.8
,"2006","2006","Colon and Rectum","21041-21052","Minnesota","27",2402,5163555,46.5
,"2006","2006","Colon and Rectum","21041-21052","Mississippi","28",1605,2904978,55.2
,"2006","2006","Colon and Rectum","21041-21052","Missouri","29",3314,5842704,56.7
,"2006","2006","Colon and Rectum","21041-21052","Montana","30",525,952692,55.1
,"2006","2006","Colon and Rectum","21041-21052","Nebraska","31",1076,1772693,60.7
,"2006","2006","Colon and Rectum","21041-21052","Nevada","32",1166,2522658,46.2
,"2006","2006","Colon and Rectum","21041-21052","New Hampshire","33",624,1308389,47.7
,"2006","2006","Colon and Rectum","21041-21052","New Jersey","34",4795,8661679,55.4
,"2006","2006","Colon and Rectum","21041-21052","New Mexico","35",850,1962137,43.3
,"2006","2006","Colon and Rectum","21041-21052","New York","36",10061,19104631,52.7
,"2006","2006","Colon and Rectum","21041-21052","North Carolina","37",4409,8917270,49.4
,"2006","2006","Colon and Rectum","21041-21052","North Dakota","38",385,649422,59.3
,"2006","2006","Colon and Rectum","21041-21052","Ohio","39",6493,11481213,56.6
,"2006","2006","Colon and Rectum","21041-21052","Oklahoma","40",1909,3594090,53.1
,"2006","2006","Colon and Rectum","21041-21052","Oregon","41",1768,3670883,48.2
,"2006","2006","Colon and Rectum","21041-21052","Pennsylvania","42",8108,12510809,64.8
,"2006","2006","Colon and Rectum","21041-21052","Rhode Island","44",645,1063096,60.7
,"2006","2006","Colon and Rectum","21041-21052","South Carolina","45",2219,4357847,50.9
,"2006","2006","Colon and Rectum","21041-21052","South Dakota","46",418,783033,53.4
,"2006","2006","Colon and Rectum","21041-21052","Tennessee","47",3195,6088766,52.5
,"2006","2006","Colon and Rectum","21041-21052","Texas","48",9221,23359580,39.5
,"2006","2006","Colon and Rectum","21041-21052","Utah","49",714,2525507,28.3
,"2006","2006","Colon and Rectum","21041-21052","Vermont","50",345,622892,55.4
,"2006","2006","Colon and Rectum","21041-21052","Virginia","51",3444,7673725,44.9
,"2006","2006","Colon and Rectum","21041-21052","Washington","53",2753,6370753,43.2
,"2006","2006","Colon and Rectum","21041-21052","West Virginia","54",1236,1827912,67.6
,"2006","2006","Colon and Rectum","21041-21052","Wisconsin","55",2775,5577655,49.8
,"2006","2006","Colon and Rectum","21041-21052","Wyoming","56",259,522667,49.6
,"2006","2006","Colon and Rectum","21041-21052","Puerto Rico","72",1729,3805214,45.4
,"2007","2007","Colon and Rectum","21041-21052","Alabama","01",2528,4672840,54.1
,"2007","2007","Colon and Rectum","21041-21052","Alaska","02",210,680300,30.9
,"2007","2007","Colon and Rectum","21041-21052","Arizona","04",2499,6167681,40.5
,"2007","2007","Colon and Rectum","21041-21052","Arkansas","05",1484,2848650,52.1
,"2007","2007","Colon and Rectum","21041-21052","California","06",15110,36250311,41.7
,"2007","2007","Colon and Rectum","21041-21052","Colorado","08",1801,4803868,37.5
,"2007","2007","Colon and Rectum","21041-21052","Connecticut","09",1855,3527270,52.6
,"2007","2007","Colon and Rectum","21041-21052","Delaware","10",477,871749,54.7
,"2007","2007","Colon and Rectum","21041-21052","District of Columbia","11",310,574404,54.0
,"2007","2007","Colon and Rectum","21041-21052","Florida","12",10467,18367842,57.0
,"2007","2007","Colon and Rectum","21041-21052","Georgia","13",4033,9349988,43.1
,"2007","2007","Colon and Rectum","21041-21052","Hawaii","15",692,1315675,52.6
,"2007","2007","Colon and Rectum","21041-21052","Idaho","16",610,1505105,40.5
,"2007","2007","Colon and Rectum","21041-21052","Illinois","17",6838,12695866,53.9
,"2007","2007","Colon and Rectum","21041-21052","Indiana","18",3360,6379599,52.7
,"2007","2007","Colon and Rectum","21041-21052","Iowa","19",1808,2999212,60.3
,"2007","2007","Colon and Rectum","21041-21052","Kansas","20",1434,2783785,51.5
,"2007","2007","Colon and Rectum","21041-21052","Kentucky","21",2561,4256672,60.2
,"2007","2007","Colon and Rectum","21041-21052","Louisiana","22",2413,4375581,55.1
,"2007","2007","Colon and Rectum","21041-21052","Maine","23",821,1327040,61.9
,"2007","2007","Colon and Rectum","21041-21052","Maryland","24",2547,5653408,45.1
,"2007","2007","Colon and Rectum","21041-21052","Massachusetts","25",3303,6431559,51.4
,"2007","2007","Colon and Rectum","21041-21052","Michigan","26",5208,10001284,52.1
,"2007","2007","Colon and Rectum","21041-21052","Minnesota","27",2535,5207203,48.7
,"2007","2007","Colon and Rectum","21041-21052","Mississippi","28",1603,2928350,54.7
,"2007","2007","Colon and Rectum","21041-21052","Missouri","29",3223,5887612,54.7
,"2007","2007","Colon and Rectum","21041-21052","Montana","30",526,964706,54.5
,"2007","2007","Colon and Rectum","21041-21052","Nebraska","31",1087,1783440,60.9
,"2007","2007","Colon and Rectum","21041-21052","Nevada","32",1062,2601072,40.8
,"2007","2007","Colon and Rectum","21041-21052","New Hampshire","33",668,1312540,50.9
,"2007","2007","Colon and Rectum","21041-21052","New Jersey","34",4672,8677885,53.8
,"2007","2007","Colon and Rectum","21041-21052","New Mexico","35",853,1990070,42.9
,"2007","2007","Colon and Rectum","21041-21052","New York","36",10174,19132335,53.2
,"2007","2007","Colon and Rectum","21041-21052","North Carolina","37",4325,9118037,47.4
,"2007","2007","Colon and Rectum","21041-21052","North Dakota","38",443,652822,67.9
,"2007","2007","Colon and Rectum","21041-21052","Ohio","39",6307,11500468,54.8
,"2007","2007","Colon and Rectum","21041-21052","Oklahoma","40",1921,3634349,52.9
,"2007","2007","Colon and Rectum","21041-21052","Oregon","41",1733,3722417,46.6
,"2007","2007","Colon and Rectum","21041-21052","Pennsylvania","42",7854,12563937,62.5
,"2007","2007","Colon and Rectum","21041-21052","Rhode Island","44",614,1057315,58.1
,"2007","2007","Colon and Rectum","21041-21052","South Carolina","45",2248,4444110,50.6
,"2007","2007","Colon and Rectum","21041-21052","South Dakota","46",481,791623,60.8
,"2007","2007","Colon and Rectum","21041-21052","Tennessee","47",3186,6175727,51.6
,"2007","2007","Colon and Rectum","21041-21052","Texas","48",9441,23831983,39.6
,"2007","2007","Colon and Rectum","21041-21052","Utah","49",729,2597746,28.1
,"2007","2007","Colon and Rectum","21041-21052","Vermont","50",307,623481,49.2
,"2007","2007","Colon and Rectum","21041-21052","Virginia","51",3405,7751000,43.9
,"2007","2007","Colon and Rectum","21041-21052","Washington","53",2673,6461587,41.4
,"2007","2007","Colon and Rectum","21041-21052","West Virginia","54",1228,1834052,67.0
,"2007","2007","Colon and Rectum","21041-21052","Wisconsin","55",2750,5610775,49.0
,"2007","2007","Colon and Rectum","21041-21052","Wyoming","56",225,534876,42.1
,"2007","2007","Colon and Rectum","21041-21052","Puerto Rico","72",1775,3782995,46.9
,"2008","2008","Colon and Rectum","21041-21052","Alabama","01",2632,4718206,55.8
,"2008","2008","Colon and Rectum","21041-21052","Alaska","02",247,687455,35.9
,"2008","2008","Colon and Rectum","21041-21052","Arizona","04",2557,6280362,40.7
,"2008","2008","Colon and Rectum","21041-21052","Arkansas","05",1534,2874554,53.4
,"2008","2008","Colon and Rectum","21041-21052","California","06",15402,36604337,42.1
,"2008","2008","Colon and Rectum","21041-21052","Colorado","08",1754,4889730,35.9
,"2008","2008","Colon and Rectum","21041-21052","Connecticut","09",1830,3545579,51.6
,"2008","2008","Colon and Rectum","21041-21052","Delaware","10",456,883874,51.6
,"2008","2008","Colon and Rectum","21041-21052","District of Columbia","11",241,580236,41.5
,"2008","2008","Colon and Rectum","21041-21052","Florida","12",10723,18527305,57.9
,"2008","2008","Colon and Rectum","21041-21052","Georgia","13",3868,9504843,40.7
,"2008","2008","Colon and Rectum","21041-21052","Hawaii","15",747,1332213,56.1
,"2008","2008","Colon and Rectum","21041-21052","Idaho","16",640,1534320,41.7
,"2008","2008","Colon and Rectum","21041-21052","Illinois","17",6730,12747038,52.8
,"2008","2008","Colon and Rectum","21041-21052","Indiana","18",3371,6424806,52.5
,"2008","2008","Colon and Rectum","21041-21052","Iowa","19",1841,3016734,61.0
,"2008","2008","Colon and Rectum","21041-21052","Kansas","20",1444,2808076,51.4
,"2008","2008","Colon and Rectum","21041-21052","Kentucky","21",2523,4289878,58.8
,"2008","2008","Colon and Rectum","21041-21052","Louisiana","22",2418,4435586,54.5
,"2008","2008","Colon and Rectum","21041-21052","Maine","23",749,1330509,56.3
,"2008","2008","Colon and Rectum","21041-21052","Maryland","24",2529,5684965,44.5
,"2008","2008","Colon and Rectum","21041-21052","Massachusetts","25",3216,6468967,49.7
,"2008","2008","Colon and Rectum","21041-21052","Michigan","26",4986,9946889,50.1
,"2008","2008","Colon and Rectum","21041-21052","Minnesota","27",2505,5247018,47.7
,"2008","2008","Colon and Rectum","21041-21052","Mississippi","28",1640,2947806,55.6
,"2008","2008","Colon and Rectum","21041-21052","Missouri","29",3218,5923916,54.3
,"2008","2008","Colon and Rectum","21041-21052","Montana","30",547,976415,56.0
,"2008","2008","Colon and Rectum","21041-21052","Nebraska","31",1051,1796378,58.5
,"2008","2008","Colon and Rectum","21041-21052","Nevada","32",1142,2653630,43.0
,"2008","2008","Colon and Rectum","21041-21052","New Hampshire","33",680,1315906,51.7
,"2008","2008","Colon and Rectum","21041-21052","New Jersey","34",4619,8711090,53.0
,"2008","2008","Colon and Rectum","21041-21052","New Mexico","35",826,2010662,41.1
,"2008","2008","Colon and Rectum","21041-21052","New York","36",9952,19212436,51.8
,"2008","2008","Colon and Rectum","21041-21052","North Carolina","37",4265,9309449,45.8
,"2008","2008","Colon and Rectum","21041-21052","North Dakota","38",419,657569,63.7
,"2008","2008","Colon and Rectum","21041-21052","Ohio","39",6269,11515391,54.4
,"2008","2008","Colon and Rectum","21041-21052","Oklahoma","40",1803,3668976,49.1
,"2008","2008","Colon and Rectum","21041-21052","Oregon","41",1754,3768748,46.5
,"2008","2008","Colon and Rectum","21041-21052","Pennsylvania","42",7574,12612285,60.1
,"2008","2008","Colon and Rectum","21041-21052","Rhode Island","44",554,1055003,52.5
,"2008","2008","Colon and Rectum","21041-21052","South Carolina","45",2204,4528996,48.7
,"2008","2008","Colon and Rectum","21041-21052","South Dakota","46",444,799124,55.6
,"2008","2008","Colon and Rectum","21041-21052","Tennessee","47",3238,6247411,51.8
,"2008","2008","Colon and Rectum","21041-21052","Texas","48",9334,24309039,38.4
,"2008","2008","Colon and Rectum","21041-21052","Utah","49",764,2663029,28.7
,"2008","2008","Colon and Rectum","21041-21052","Vermont","50",300,624151,48.1
,"2008","2008","Colon and Rectum","21041-21052","Virginia","51",3245,7833496,41.4
,"2008","2008","Colon and Rectum","21041-21052","Washington","53",2807,6562231,42.8
,"2008","2008","Colon and Rectum","21041-21052","West Virginia","54",1214,1840310,66.0
,"2008","2008","Colon and Rectum","21041-21052","Wisconsin","55",2825,5640996,50.1
,"2008","2008","Colon and Rectum","21041-21052","Wyoming","56",220,546043,40.3
,"2008","2008","Colon and Rectum","21041-21052","Puerto Rico","72",1758,3760866,46.7
,"2009","2009","Colon and Rectum","21041-21052","Alabama","01",2477,4757938,52.1
,"2009","2009","Colon and Rectum","21041-21052","Alaska","02",290,698895,41.5
,"2009","2009","Colon and Rectum","21041-21052","Arizona","04",2598,6343154,41.0
,"2009","2009","Colon and Rectum","21041-21052","Arkansas","05",1468,2896843,50.7
,"2009","2009","Colon and Rectum","21041-21052","California","06",15043,36961229,40.7
,"2009","2009","Colon and Rectum","21041-21052","Colorado","08",1699,4972195,34.2
,"2009","2009","Colon and Rectum","21041-21052","Connecticut","09",1830,3561807,51.4
,"2009","2009","Colon and Rectum","21041-21052","Delaware","10",433,891730,48.6
,"2009","2009","Colon and Rectum","21041-21052","District of Columbia","11",272,592228,45.9
,"2009","2009","Colon and Rectum","21041-21052","Florida","12",10081,18652644,54.0
,"2009","2009","Colon and Rectum","21041-21052","Georgia","13",3925,9620846,40.8
,"2009","2009","Colon and Rectum","21041-21052","Hawaii","15",737,1346717,54.7
,"2009","2009","Colon and Rectum","21041-21052","Idaho","16",639,1554439,41.1
,"2009","2009","Colon and Rectum","21041-21052","Illinois","17",6315,12796778,49.3
,"2009","2009","Colon and Rectum","21041-21052","Indiana","18",3216,6459325,49.8
,"2009","2009","Colon and Rectum","21041-21052","Iowa","19",1747,3032870,57.6
,"2009","2009","Colon and Rectum","21041-21052","Kansas","20",1382,2832704,48.8
,"2009","2009","Colon and Rectum","21041-21052","Kentucky","21",2546,4317074,59.0
,"2009","2009","Colon and Rectum","21041-21052","Louisiana","22",2340,4491648,52.1
,"2009","2009","Colon and Rectum","21041-21052","Maine","23",770,1329590,57.9
,"2009","2009","Colon and Rectum","21041-21052","Maryland","24",2394,5730388,41.8
,"2009","2009","Colon and Rectum","21041-21052","Massachusetts","25",3170,6517613,48.6
,"2009","2009","Colon and Rectum","21041-21052","Michigan","26",4970,9901591,50.2
,"2009","2009","Colon and Rectum","21041-21052","Minnesota","27",2335,5281203,44.2
,"2009","2009","Colon and Rectum","21041-21052","Mississippi","28",1563,2958774,52.8
,"2009","2009","Colon and Rectum","21041-21052","Missouri","29",3051,5961088,51.2
,"2009","2009","Colon and Rectum","21041-21052","Montana","30",506,983982,51.4
,"2009","2009","Colon and Rectum","21041-21052","Nebraska","31",948,1812683,52.3
,"2009","2009","Colon and Rectum","21041-21052","Nevada","32",1152,2684665,42.9
,"2009","2009","Colon and Rectum","21041-21052","New Hampshire","33",607,1316102,46.1
,"2009","2009","Colon and Rectum","21041-21052","New Jersey","34",4509,8755602,51.5
,"2009","2009","Colon and Rectum","21041-21052","New Mexico","35",836,2036802,41.0
,"2009","2009","Colon and Rectum","21041-21052","New York","36",9546,19307066,49.4
,"2009","2009","Colon and Rectum","21041-21052","North Carolina","37",4191,9449566,44.4
,"2009","2009","Colon and Rectum","21041-21052","North Dakota","38",362,664968,54.4
,"2009","2009","Colon and Rectum","21041-21052","Ohio","39",6077,11528896,52.7
,"2009","2009","Colon and Rectum","21041-21052","Oklahoma","40",1901,3717572,51.1
,"2009","2009","Colon and Rectum","21041-21052","Oregon","41",1751,3808600,46.0
,"2009","2009","Colon and Rectum","21041-21052","Pennsylvania","42",7447,12666858,58.8
,"2009","2009","Colon and Rectum","21041-21052","Rhode Island","44",536,1053646,50.9
,"2009","2009","Colon and Rectum","21041-21052","South Carolina","45",2114,4589872,46.1
,"2009","2009","Colon and Rectum","21041-21052","South Dakota","46",472,807067,58.5
,"2009","2009","Colon and Rectum","21041-21052","Tennessee","47",3022,6306019,47.9
,"2009","2009","Colon and Rectum","21041-21052","Texas","48",9402,24801761,37.9
,"2009","2009","Colon and Rectum","21041-21052","Utah","49",703,2723421,25.8
,"2009","2009","Colon and Rectum","21041-21052","Vermont","50",313,624817,50.1
,"2009","2009","Colon and Rectum","21041-21052","Virginia","51",3364,7925937,42.4
,"2009","2009","Colon and Rectum","21041-21052","Washington","53",2889,6667426,43.3
,"2009","2009","Colon and Rectum","21041-21052","West Virginia","54",1161,1847775,62.8
,"2009","2009","Colon and Rectum","21041-21052","Wisconsin","55",2702,5669264,47.7
,"2009","2009","Colon and Rectum","21041-21052","Wyoming","56",235,559851,42.0
,"2009","2009","Colon and Rectum","21041-21052","Puerto Rico","72",1787,3740410,47.8
,"2010","2010","Colon and Rectum","21041-21052","Alabama","01",2379,4787904,49.7
,"2010","2010","Colon and Rectum","21041-21052","Alaska","02",284,714050,39.8
,"2010","2010","Colon and Rectum","21041-21052","Arizona","04",2550,6402228,39.8
,"2010","2010","Colon and Rectum","21041-21052","Arkansas","05",1442,2921502,49.4
,"2010","2010","Colon and Rectum","21041-21052","California","06",14719,37322961,39.4
,"2010","2010","Colon and Rectum","21041-21052","Colorado","08",1705,5047059,33.8
,"2010","2010","Colon and Rectum","21041-21052","Connecticut","09",1758,3580324,49.1
,"2010","2010","Colon and Rectum","21041-21052","Delaware","10",445,899726,49.5
,"2010","2010","Colon and Rectum","21041-21052","District of Columbia","11",271,604844,44.8
,"2010","2010","Colon and Rectum","21041-21052","Florida","12",9647,18843114,51.2
,"2010","2010","Colon and Rectum","21041-21052","Georgia","13",3824,9712560,39.4
,"2010","2010","Colon and Rectum","21041-21052","Hawaii","15",739,1365138,54.1
,"2010","2010","Colon and Rectum","21041-21052","Idaho","16",572,1571266,36.4
,"2010","2010","Colon and Rectum","21041-21052","Illinois","17",6377,12845550,49.6
,"2010","2010","Colon and Rectum","21041-21052","Indiana","18",3155,6491321,48.6
,"2010","2010","Colon and Rectum","21041-21052","Iowa","19",1704,3051415,55.8
,"2010","2010","Colon and Rectum","21041-21052","Kansas","20",1354,2858773,47.4
,"2010","2010","Colon and Rectum","21041-21052","Kentucky","21",2470,4349149,56.8
,"2010","2010","Colon and Rectum","21041-21052","Louisiana","22",2450,4544779,53.9
,"2010","2010","Colon and Rectum","21041-21052","Maine","23",684,1327985,51.5
,"2010","2010","Colon and Rectum","21041-21052","Maryland","24",2350,5791473,40.6
,"2010","2010","Colon and Rectum","21041-21052","Massachusetts","25",2995,6569658,45.6
,"2010","2010","Colon and Rectum","21041-21052","Michigan","26",4672,9880175,47.3
,"2010","2010","Colon and Rectum","21041-21052","Minnesota","27",2369,5312128,44.6
,"2010","2010","Colon and Rectum","21041-21052","Mississippi","28",1658,2970386,55.8
,"2010","2010","Colon and Rectum","21041-21052","Missouri","29",3027,5996075,50.5
,"2010","2010","Colon and Rectum","21041-21052","Montana","30",535,990861,54.0
,"2010","2010","Colon and Rectum","21041-21052","Nebraska","31",948,1830096,51.8
,"2010","2010","Colon and Rectum","21041-21052","Nevada","32",1139,2702035,42.2
,"2010","2010","Colon and Rectum","21041-21052","New Hampshire","33",529,1317112,40.2
,"2010","2010","Colon and Rectum","21041-21052","New Jersey","34",4388,8809045,49.8
,"2010","2010","Colon and Rectum","21041-21052","New Mexico","35",821,2064924,39.8
,"2010","2010","Colon and Rectum","21041-21052","New York","36",9448,19420011,48.7
,"2010","2010","Colon and Rectum","21041-21052","North Carolina","37",4101,9571153,42.8
,"2010","2010","Colon and Rectum","21041-21052","North Dakota","38",366,675055,54.2
,"2010","2010","Colon and Rectum","21041-21052","Ohio","39",5607,11541947,48.6
,"2010","2010","Colon and Rectum","21041-21052","Oklahoma","40",1726,3759367,45.9
,"2010","2010","Colon and Rectum","21041-21052","Oregon","41",1657,3837668,43.2
,"2010","2010","Colon and Rectum","21041-21052","Pennsylvania","42",7029,12716571,55.3
,"2010","2010","Colon and Rectum","21041-21052","Rhode Island","44",537,1054924,50.9
,"2010","2010","Colon and Rectum","21041-21052","South Carolina","45",2201,4633873,47.5
,"2010","2010","Colon and Rectum","21041-21052","South Dakota","46",490,816090,60.0
,"2010","2010","Colon and Rectum","21041-21052","Tennessee","47",3058,6356174,48.1
,"2010","2010","Colon and Rectum","21041-21052","Texas","48",9364,25239145,37.1
,"2010","2010","Colon and Rectum","21041-21052","Utah","49",696,2776061,25.1
,"2010","2010","Colon and Rectum","21041-21052","Vermont","50",287,626314,45.8
,"2010","2010","Colon and Rectum","21041-21052","Virginia","51",3168,8025014,39.5
,"2010","2010","Colon and Rectum","21041-21052","Washington","53",2709,6743636,40.2
,"2010","2010","Colon and Rectum","21041-21052","West Virginia","54",1077,1854401,58.1
,"2010","2010","Colon and Rectum","21041-21052","Wisconsin","55",2590,5691981,45.5
,"2010","2010","Colon and Rectum","21041-21052","Wyoming","56",262,564428,46.4
,"2010","2010","Colon and Rectum","21041-21052","Puerto Rico","72",1758,3721525,47.2
,"2011","2011","Colon and Rectum","21041-21052","Alabama","01",2311,4811997,48.0
,"2011","2011","Colon and Rectum","21041-21052","Alaska","02",266,722613,36.8
,"2011","2011","Colon and Rectum","21041-21052","Arizona","04",2522,6447728,39.1
,"2011","2011","Colon and Rectum","21041-21052","Arkansas","05",1433,2938746,48.8
,"2011","2011","Colon and Rectum","21041-21052","California","06",14408,37651902,38.3
,"2011","2011","Colon and Rectum","21041-21052","Colorado","08",1732,5119469,33.8
,"2011","2011","Colon and Rectum","21041-21052","Connecticut","09",1675,3594327,46.6
,"2011","2011","Colon and Rectum","21041-21052","Delaware","10",404,908222,44.5
,"2011","2011","Colon and Rectum","21041-21052","District of Columbia","11",261,617873,42.2
,"2011","2011","Colon and Rectum","21041-21052","Florida","12",10230,19039767,53.7
,"2011","2011","Colon and Rectum","21041-21052","Georgia","13",3995,9805601,40.7
,"2011","2011","Colon and Rectum","21041-21052","Hawaii","15",738,1385103,53.3
,"2011","2011","Colon and Rectum","21041-21052","Idaho","16",646,1586543,40.7
,"2011","2011","Colon and Rectum","21041-21052","Illinois","17",6451,12892967,50.0
,"2011","2011","Colon and Rectum","21041-21052","Indiana","18",3193,6521301,49.0
,"2011","2011","Colon and Rectum","21041-21052","Iowa","19",1696,3070016,55.2
,"2011","2011","Colon and Rectum","21041-21052","Kansas","20",1274,2872567,44.4
,"2011","2011","Colon and Rectum","21041-21052","Kentucky","21",2453,4374437,56.1
,"2011","2011","Colon and Rectum","21041-21052","Louisiana","22",2343,4577048,51.2
,"2011","2011","Colon and Rectum","21041-21052","Maine","23",662,1330114,49.8
,"2011","2011","Colon and Rectum","21041-21052","Maryland","24",2433,5854122,41.6
,"2011","2011","Colon and Rectum","21041-21052","Massachusetts","25",2917,6630460,44.0
,"2011","2011","Colon and Rectum","21041-21052","Michigan","26",4577,9895938,46.3
,"2011","2011","Colon and Rectum","21041-21052","Minnesota","27",2305,5352735,43.1
,"2011","2011","Colon and Rectum","21041-21052","Mississippi","28",1605,2977883,53.9
,"2011","2011","Colon and Rectum","21041-21052","Missouri","29",3013,6011385,50.1
,"2011","2011","Colon and Rectum","21041-21052","Montana","30",479,998220,48.0
,"2011","2011","Colon and Rectum","21041-21052","Nebraska","31",921,1843809,50.0
,"2011","2011","Colon and Rectum","21041-21052","Nevada","32",1168,2710687,43.1
,"2011","2011","Colon and Rectum","21041-21052","New Hampshire","33",653,1321923,49.4
,"2011","2011","Colon and Rectum","21041-21052","New Jersey","34",4387,8876964,49.4
,"2011","2011","Colon and Rectum","21041-21052","New Mexico","35",842,2082198,40.4
,"2011","2011","Colon and Rectum","21041-21052","New York","36",9198,19600570,46.9
,"2011","2011","Colon and Rectum","21041-21052","North Carolina","37",4138,9641552,42.9
,"2011","2011","Colon and Rectum","21041-21052","North Dakota","38",365,687065,53.1
,"2011","2011","Colon and Rectum","21041-21052","Ohio","39",5713,11558352,49.4
,"2011","2011","Colon and Rectum","21041-21052","Oklahoma","40",1763,3786245,46.6
,"2011","2011","Colon and Rectum","21041-21052","Oregon","41",1651,3872862,42.6
,"2011","2011","Colon and Rectum","21041-21052","Pennsylvania","42",7135,12773002,55.9
,"2011","2011","Colon and Rectum","21041-21052","Rhode Island","44",497,1058695,46.9
,"2011","2011","Colon and Rectum","21041-21052","South Carolina","45",2123,4663036,45.5
,"2011","2011","Colon and Rectum","21041-21052","South Dakota","46",448,823113,54.4
,"2011","2011","Colon and Rectum","21041-21052","Tennessee","47",2933,6404059,45.8
,"2011","2011","Colon and Rectum","21041-21052","Texas","48",9354,25630001,36.5
,"2011","2011","Colon and Rectum","21041-21052","Utah","49",736,2818283,26.1
,"2011","2011","Colon and Rectum","21041-21052","Vermont","50",306,629606,48.6
,"2011","2011","Colon and Rectum","21041-21052","Virginia","51",3150,8107747,38.9
