"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code",Count,Population,Crude Rate
,"2002","2002","Breast","26000","West Virginia","54",1291,923841,139.7
,"2002","2002","Breast","26000","Wisconsin","55",3978,2751697,144.6
,"2002","2002","Breast","26000","Wyoming","56",333,247785,134.4
,"2003","2003","Breast","26000","Alabama","01",2893,2324069,124.5
,"2003","2003","Breast","26000","Alaska","02",370,313034,118.2
,"2003","2003","Breast","26000","Arizona","04",3343,2764077,120.9
,"2003","2003","Breast","26000","Arkansas","05",1796,1391523,129.1
,"2003","2003","Breast","26000","California","06",21263,17709509,120.1
,"2003","2003","Breast","26000","Colorado","08",2867,2253214,127.2
,"2003","2003","Breast","26000","Connecticut","09",2736,1793468,152.6
,"2003","2003","Breast","26000","Delaware","10",584,420802,138.8
,"2003","2003","Breast","26000","District of Columbia","11",587,300607,195.3
,"2003","2003","Breast","26000","Florida","12",12873,8697573,148.0
,"2003","2003","Breast","26000","Georgia","13",5259,4394952,119.7
,"2003","2003","Breast","26000","Hawaii","15",862,623753,138.2
,"2003","2003","Breast","26000","Idaho","16",812,679877,119.4
,"2003","2003","Breast","26000","Illinois","17",8186,6402859,127.8
,"2003","2003","Breast","26000","Indiana","18",3986,3152366,126.4
,"2003","2003","Breast","26000","Iowa","19",2143,1493907,143.4
,"2003","2003","Breast","26000","Kansas","20",1852,1377415,134.5
,"2003","2003","Breast","26000","Kentucky","21",2793,2102308,132.9
,"2003","2003","Breast","26000","Louisiana","22",2910,2327153,125.0
,"2003","2003","Breast","26000","Maine","23",1075,668680,160.8
,"2003","2003","Breast","26000","Maryland","24",4120,2843847,144.9
,"2003","2003","Breast","26000","Massachusetts","25",4851,3320817,146.1
,"2003","2003","Breast","26000","Michigan","26",6999,5110521,137.0
,"2003","2003","Breast","26000","Minnesota","27",3407,2546999,133.8
,"2003","2003","Breast","26000","Mississippi","28",1685,1479611,113.9
,"2003","2003","Breast","26000","Missouri","29",4056,2926556,138.6
,"2003","2003","Breast","26000","Montana","30",697,460116,151.5
,"2003","2003","Breast","26000","Nebraska","31",1189,879362,135.2
,"2003","2003","Breast","26000","Nevada","32",1280,1108135,115.5
,"2003","2003","Breast","26000","New Hampshire","33",902,648513,139.1
,"2003","2003","Breast","26000","New Jersey","34",6389,4421964,144.5
