bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
152617,64576,217193,66.3177650424034,65.8684691330916,66.7670609517152,57.447091770916,56.4934284031863,58.4007551386457
