sex_name,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
Female,Utah,49,1465,730,2195,65.7024569956092,63.1340873290771,68.2708266621414,58.4152699135099,53.5449042433432,63.2856355836767
Male,Vermont,50,1705,565,2270,68.2300510689117,65.2804989158258,71.1796032219976,56.0636664743904,51.0648628703975,61.0624700783832
Female,Vermont,50,1892,661,2553,70.8904680633859,68.5109861042407,73.2699500225312,58.348025525975,53.4793089044146,63.2167421475354
Male,Virginia,51,1663,609,2272,70.2880398223295,67.6574242986119,72.9186553460471,61.014729890792,55.3092900643499,66.7201697172341
Female,Virginia,51,2245,777,3022,70.2943382956967,67.8439286239115,72.7447479674819,62.9344636112436,57.6851992462106,68.1837279762766
Male,Washington,53,4351,1802,6153,66.4392577342027,64.8996533169152,67.9788621514903,56.6342241344757,53.7010694197873,59.567378849164
Female,Washington,53,5073,2008,7081,68.7837024419065,67.328708287394,70.2386965964191,58.9734204271964,56.0201710631241,61.9266697912686
Male,"West Virginia",54,856,378,1234,65.5560209736975,62.4440485705548,68.6679933768402,56.644024467085,50.1776537996439,63.1103951345262
Female,"West Virginia",54,1152,437,1589,70.4749559257273,67.7885463370208,73.1613655144337,62.4014931560526,55.8219522987384,68.9810340133668
Male,Wisconsin,55,2034,796,2830,69.2589286805666,67.0121736392269,71.5056837219063,58.4460788073549,53.7207627070612,63.1713949076486
Female,Wisconsin,55,2336,770,3106,74.5909580386622,72.5707920625793,76.6111240147452,65.2096827384502,60.3258381229516,70.0935273539487
Male,Wyoming,56,634,376,1010,59.6349248025278,56.2464181192804,63.0234314857753,51.0644914739972,44.0827038329939,58.0462791150005
Female,Wyoming,56,752,422,1174,60.1357364543685,56.8379074183482,63.4335654903888,52.0052358276271,44.1744159419374,59.8360557133167
