income_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"$50,000 to < $75,000",Mississippi,28,164,100,264,64.8335343310353,57.490017220349,72.1770514417216,56.1540173995162,41.8066861777306,70.5013486213018
"$75,000 to < $100,000",Mississippi,28,121,73,194,60.2663434064153,51.811236548947,68.7214502638837,56.6435478242646,41.768014036596,71.5190816119331
"$100,000 to < $200,000",Mississippi,28,197,101,298,64.3049979448882,57.6672876611753,70.9427082286011,62.0239963416203,50.1559008521083,73.8920918311323
"$200,000 or more",Mississippi,28,47,27,74,67.632109492452,55.3694630231215,79.8947559617825,68.4659859970377,50.8715062006363,86.0604657934391
"Don’t know/Not sure/Missing",Mississippi,28,219,110,329,62.0639127241458,55.1184304216604,69.0093950266311,49.4100121025941,37.3639747733515,61.4560494318366
"Less than $15,000",Missouri,29,183,118,301,61.7556068714201,53.8647416418505,69.6464721009897,54.7926044342784,38.3498796958288,71.2353291727279
"$15,000 to < $25,000",Missouri,29,189,98,287,64.4245631310531,57.1037163182534,71.7454099438529,51.4751690047895,34.6721887075089,68.2781493020701
"$25,000 to < $35,000",Missouri,29,189,83,272,65.6239181971825,57.3316785023716,73.9161578919934,54.2546229477307,39.9767338438228,68.5325120516387
"$35,000 to < $50,000",Missouri,29,253,137,390,65.2511036316348,58.7696794110597,71.7325278522099,60.0312533471515,48.2538646281781,71.8086420661248
"$50,000 to < $75,000",Missouri,29,385,168,553,68.063006188688,62.7452219802591,73.3807903971169,56.5297675203319,44.6107026065307,68.4488324341332
"$75,000 to < $100,000",Missouri,29,315,138,453,67.0203893757277,60.7603569314142,73.2804218200412,60.2142991448004,47.2921066987729,73.1364915908279
"$100,000 to < $200,000",Missouri,29,411,197,608,65.4297527806944,60.4283499044944,70.4311556568944,58.9782224897163,51.7262157359061,66.2302292435265
"$200,000 or more",Missouri,29,122,50,172,65.922763420835,56.4961982842112,75.3493285574588,58.5318399724373,45.1940011444232,71.8696788004514
"Don’t know/Not sure/Missing",Missouri,29,386,183,569,66.491416076448,61.3088725151202,71.6739596377758,54.3870509803956,40.1006219567152,68.6734800040761
"Less than $15,000",Montana,30,113,86,199,54.225026091605,44.7611197948547,63.6889323883553,43.0760903692005,24.2084120229608,61.9437687154401
"$15,000 to < $25,000",Montana,30,182,119,301,61.1828495893938,54.2123786612309,68.1533205175568,44.7628640158495,27.6024361775617,61.9232918541374
"$25,000 to < $35,000",Montana,30,273,135,408,66.9332498744003,61.0535842709534,72.8129154778472,54.6043168206787,39.5984748546224,69.610158786735
"$35,000 to < $50,000",Montana,30,328,156,484,64.4374938491862,59.038691825265,69.8362958731075,49.4476892144771,37.6357203214239,61.2596581075302
"$50,000 to < $75,000",Montana,30,455,190,645,67.7170561190235,63.2233177829786,72.2107944550684,55.7094634197292,45.7005185336904,65.7184083057679
"$75,000 to < $100,000",Montana,30,394,136,530,71.196084676232,66.3901810211535,76.0019883313104,59.2612136747043,49.0168470811039,69.5055802683048
"$100,000 to < $200,000",Montana,30,410,196,606,65.3426361996403,60.856831755429,69.8284406438516,58.9968525856883,51.4859324464578,66.5077727249188
"$200,000 or more",Montana,30,108,54,162,64.5720831949527,55.3148822112254,73.8292841786801,58.2479610062495,44.3626023719095,72.1333196405895
"Don’t know/Not sure/Missing",Montana,30,296,126,422,65.3873940997874,59.270502623961,71.5042855756139,52.3004258962964,38.9942709856423,65.6065808069505
"Less than $15,000",Nebraska,31,114,93,207,52.5643886242711,42.5861331119511,62.542644136591,41.7829352416884,29.865816788397,53.7000536949798
"$15,000 to < $25,000",Nebraska,31,192,143,335,54.6281104101954,47.9055509225412,61.3506698978496,43.3476890440527,30.1870934745079,56.5082846135976
"$25,000 to < $35,000",Nebraska,31,291,152,443,60.2777027086364,53.819362808994,66.7360426082789,48.7537441118334,31.7230274489013,65.7844607747656
"$35,000 to < $50,000",Nebraska,31,350,172,522,61.1145788198403,55.5416426004526,66.6875150392281,50.7659966246191,35.9007420369139,65.6312512123242
"$50,000 to < $75,000",Nebraska,31,523,191,714,72.0398507312618,67.8346609451875,76.2450405173361,63.1965731555717,52.4894969774058,73.9036493337376
"$75,000 to < $100,000",Nebraska,31,352,159,511,65.9704042643501,60.7479123403443,71.1928961883559,55.9623081679725,47.5375850803578,64.3870312555871
"$100,000 to < $200,000",Nebraska,31,384,169,553,66.1307505204451,61.0702317600822,71.1912692808081,60.821938417255,52.4303638333714,69.2135130011386
"$200,000 or more",Nebraska,31,95,48,143,62.9768803243701,52.4729919511475,73.4807686975926,57.8162760609122,42.0768060607923,73.5557460610321
"Don’t know/Not sure/Missing",Nebraska,31,250,132,382,63.0546137306139,56.4479390740648,69.6612883871631,52.4717715216979,37.3809758710668,67.5625671723291
"Less than $15,000",Nevada,32,42,40,82,47.8525846581047,32.4169294939199,63.2882398222897,36.6837679752882,20.8275810005993,52.5399549499772
"$15,000 to < $25,000",Nevada,32,74,67,141,44.0999782625395,32.9771045356206,55.2228519894584,45.3302789591662,31.8206818749876,58.8398760433448
"$25,000 to < $35,000",Nevada,32,88,64,152,54.6885353758489,42.9875294222188,66.389541329479,43.1882573771713,26.88534634067,59.4911684136725
"$35,000 to < $50,000",Nevada,32,103,54,157,65.6289552263984,54.4462135154181,76.8116969373786,52.0366253173946,33.3879526122214,70.6852980225677
"$50,000 to < $75,000",Nevada,32,155,69,224,67.9523656231952,58.3123220326503,77.5924092137401,55.5744448484771,37.8888668059189,73.2600228910354
"$75,000 to < $100,000",Nevada,32,150,53,203,63.3259452511664,50.8286547031077,75.8232357992251,54.0450794969794,37.371578438904,70.7185805550548
"$100,000 to < $200,000",Nevada,32,208,77,285,67.3287013435904,58.2713641639242,76.3860385232566,65.6833352769687,49.7747381207619,81.5919324331755
"$200,000 or more",Nevada,32,85,26,111,68.9397956403066,57.3629398162896,80.5166514643236,65.9195679555425,40.2013258116177,91.6378100994672
"Don’t know/Not sure/Missing",Nevada,32,139,82,221,56.8059015399548,47.1485158553401,66.4632872245695,45.0110968441931,25.9577830377387,64.0644106506475
"Less than $15,000","New Hampshire",33,84,48,132,57.475952813512,46.5930158049147,68.3588898221094,50.295200334979,37.2785204586859,63.3118802112721
"$15,000 to < $25,000","New Hampshire",33,162,65,227,69.1766441275696,61.3525513004863,77.000736954653,56.4648899676197,45.5055549701194,67.4242249651199
"$25,000 to < $35,000","New Hampshire",33,201,63,264,70.3319854874171,62.9084443532052,77.755526621629,58.6814895832395,42.9493398378571,74.4136393286219
"$35,000 to < $50,000","New Hampshire",33,278,87,365,71.9043942818164,65.4949757941013,78.3138127695314,55.4477802573158,49.3532676719291,61.5422928427026
"$50,000 to < $75,000","New Hampshire",33,406,129,535,69.8589390243372,64.6298583251539,75.0880197235206,50.7348077951896,42.6656605935092,58.8039549968699
"$75,000 to < $100,000","New Hampshire",33,398,103,501,69.384433823959,63.4559455404314,75.3129221074865,58.0994197176818,45.6775722782222,70.5212671571414
"$100,000 to < $200,000","New Hampshire",33,583,160,743,73.7590337016046,69.3975421057215,78.1205252974876,67.4331579128335,59.342683374434,75.5236324512329
"$200,000 or more","New Hampshire",33,196,49,245,74.3839047863328,67.5226725771811,81.2451369954845,64.2894473048175,53.1422694301527,75.4366251794822
"Don’t know/Not sure/Missing","New Hampshire",33,493,150,643,74.5881182740497,70.0998175295562,79.0764190185432,62.8974351233503,48.8805009935239,76.9143692531767
"Less than $15,000","New Jersey",34,76,65,141,46.7911117953771,32.5926546646451,60.989568926109,44.8870082849018,25.064966415012,64.7090501547916
"$15,000 to < $25,000","New Jersey",34,137,83,220,54.6332703529772,42.5605169273872,66.7060237785672,43.8270316521443,29.9250082803147,57.729055023974
"$25,000 to < $35,000","New Jersey",34,144,95,239,60.2869773570395,51.7932408859728,68.7807138281061,46.2337369712666,32.8029997056117,59.6644742369215
"$35,000 to < $50,000","New Jersey",34,160,84,244,62.8584926650663,54.4130408530706,71.3039444770621,52.3363269366962,34.4934237840774,70.179230089315
"$50,000 to < $75,000","New Jersey",34,290,126,416,68.6683399699041,62.4620422720288,74.8746376677795,57.7452151298938,44.8411763747412,70.6492538850464
"$75,000 to < $100,000","New Jersey",34,314,111,425,71.5766788780891,65.4197086280633,77.7336491281149,62.5233026385157,49.1231400374965,75.9234652395349
"$100,000 to < $200,000","New Jersey",34,611,275,886,66.5069386790288,62.4871545997082,70.5267227583494,57.0964814523161,50.5807101428192,63.6122527618131
"$200,000 or more","New Jersey",34,352,133,485,72.0137215942271,66.9663715196913,77.0610716687629,69.0296392130574,59.1945479808843,78.8647304452306
"Don’t know/Not sure/Missing","New Jersey",34,484,221,705,64.7226051668717,59.6840404460415,69.7611698877018,55.4026517881549,46.141365450051,64.6639381262589
"Less than $15,000","New Mexico",35,96,98,194,46.0170991650553,36.9981175690922,55.0360807610184,37.1629534762994,21.7780426895957,52.5478642630031
"$15,000 to < $25,000","New Mexico",35,148,123,271,50.4606087808153,42.4359259074772,58.4852916541534,39.823361931429,23.1712871906217,56.4754366722363
"$25,000 to < $35,000","New Mexico",35,181,133,314,55.717133928448,47.8565181921471,63.5777496647489,43.3009875962261,32.0282280970591,54.5737470953931
"$35,000 to < $50,000","New Mexico",35,193,98,291,66.1339066985333,58.0042627201983,74.2635506768683,60.3692826504531,41.6759474634234,79.0626178374829
"$50,000 to < $75,000","New Mexico",35,256,120,376,63.9217598441766,56.91875228905,70.9247673993032,56.5959865638415,38.6647371755567,74.5272359521262
"$75,000 to < $100,000","New Mexico",35,195,78,273,67.4487449267437,59.2920744011151,75.6054154523723,62.2367960733075,46.3298957613954,78.1436963852196
"$100,000 to < $200,000","New Mexico",35,248,111,359,63.0496078542411,55.9230063890532,70.1762093194291,56.319823964701,45.5248918660722,67.1147560633298
"$200,000 or more","New Mexico",35,51,25,76,60.7723582835277,45.7715074580363,75.773209109019,55.6630313050194,30.1167340246906,81.2093285853482
"Don’t know/Not sure/Missing","New Mexico",35,164,127,291,48.8996766042951,40.9046303982625,56.8947228103278,32.2360264489713,23.0876903921611,41.3843625057816
"Less than $15,000","New York",36,275,172,447,57.582323215493,51.4346071656193,63.7300392653667,48.1496197512282,36.6057181779212,59.6935213245352
"$15,000 to < $25,000","New York",36,431,242,673,58.1242926729362,52.4169795066072,63.8316058392653,51.7744710888833,41.4634364657252,62.0855057120415
"$25,000 to < $35,000","New York",36,499,219,718,66.7682898058542,61.1674891093388,72.3690905023696,57.0689107464599,46.042234021152,68.0955874717678
"$35,000 to < $50,000","New York",36,556,222,778,66.974063638466,61.7707630683635,72.1773642085686,55.3680701237618,46.5883211986246,64.1478190488989
"$50,000 to < $75,000","New York",36,817,250,1067,72.939142515479,68.2827044376238,77.5955805933343,61.4243827988426,51.154464835047,71.6943007626382
"$75,000 to < $100,000","New York",36,726,238,964,74.6287995186593,70.8147656898429,78.4428333474757,65.3305789354015,57.3006422236265,73.3605156471765
"$100,000 to < $200,000","New York",36,1242,408,1650,72.8171022087116,69.726652049829,75.9075523675942,66.478141076881,60.3624741336673,72.5938080200947
"$200,000 or more","New York",36,485,155,640,74.4395521113136,70.1138599820305,78.7652442405967,67.6982924452194,60.2147200896432,75.1818648007956
"Don’t know/Not sure/Missing","New York",36,1036,420,1456,67.3885068379325,63.915230636235,70.86178303963,56.5429338657039,49.6504800792407,63.4353876521671
"Less than $15,000","North Carolina",37,61,48,109,59.1702658114698,43.455389747976,74.8851418749635,49.4569148272184,33.4700654272364,65.4437642272003
"$15,000 to < $25,000","North Carolina",37,125,79,204,58.8523817585919,49.6841105129845,68.0206530041994,48.0806661281643,35.9481139935705,60.213218262758
"$25,000 to < $35,000","North Carolina",37,123,56,179,74.2408131746987,65.971803812104,82.5098225372933,51.6159422084062,40.181484703729,63.0503997130835
"$35,000 to < $50,000","North Carolina",37,150,66,216,65.3884108596679,57.2188849556439,73.5579367636919,54.0045334220728,36.0662278273866,71.9428390167589
"$50,000 to < $75,000","North Carolina",37,199,81,280,70.5074368468123,64.0076859558622,77.0071877377624,58.5528450817116,44.4374647088342,72.668225454589
"$75,000 to < $100,000","North Carolina",37,183,66,249,72.1785296276876,64.6849005184953,79.67215873688,65.9170692256556,52.5725340644105,79.2616043869007
"$100,000 to < $200,000","North Carolina",37,264,113,377,68.6579655836848,62.9345763355378,74.3813548318318,61.9834359055114,54.4696809970723,69.4971908139506
"$200,000 or more","North Carolina",37,111,39,150,72.8442334457815,63.3187770599355,82.3696898316276,65.9482621110109,50.0714416319266,81.8250825900951
"Don’t know/Not sure/Missing","North Carolina",37,296,137,433,67.7275497469965,61.9378558240618,73.5172436699313,55.9406283735073,45.7616741792803,66.1195825677343
"Less than $15,000","North Dakota",38,47,24,71,61.7434550559346,48.2466820993245,75.2402280125447,70.2555247139309,53.666824475189,86.8442249526728
"$15,000 to < $25,000","North Dakota",38,81,41,122,65.838937425286,55.4816211434729,76.196253707099,55.2745446863864,24.668850692263,85.8802386805097
"$25,000 to < $35,000","North Dakota",38,104,53,157,62.9985831398394,54.0608174196,71.9363488600788,45.1542579741886,27.7106632607865,62.5978526875906
"$35,000 to < $50,000","North Dakota",38,163,65,228,68.4563557669468,61.527548117766,75.3851634161277,53.9443489608648,35.7958835841432,72.0928143375864
"$50,000 to < $75,000","North Dakota",38,257,102,359,67.4403829996401,61.6578618496206,73.2229041496595,56.178373887194,44.9250268873471,67.431720887041
"$75,000 to < $100,000","North Dakota",38,254,85,339,70.9672712166761,65.2315357571569,76.7030066761954,62.4547623829758,49.9933283011118,74.9161964648399
"$100,000 to < $200,000","North Dakota",38,278,119,397,65.4683255822036,60.0418500978444,70.8948010665627,57.1706014868218,47.9435069388346,66.3976960348091
"$200,000 or more","North Dakota",38,74,25,99,72.7644381350514,62.5324614136412,82.9964148564616,63.5759101931236,44.7551039022515,82.3967164839958
"Don’t know/Not sure/Missing","North Dakota",38,211,97,308,60.9142671606791,54.4333042701226,67.3952300512356,50.3319128191895,35.3658308349351,65.2979948034438
"Less than $15,000",Ohio,39,313,196,509,58.6580180143028,52.0622989913104,65.2537370372952,49.3874750362335,38.1214103387604,60.6535397337066
"$15,000 to < $25,000",Ohio,39,540,257,797,62.0438739434429,56.7665602717696,67.3211876151161,51.5942979167816,39.9070849184531,63.28151091511
"$25,000 to < $35,000",Ohio,39,648,281,929,67.9826141777162,63.2928303756636,72.6723979797688,54.3703059505526,44.9398434635818,63.8007684375234
"$35,000 to < $50,000",Ohio,39,683,283,966,65.9595670886,61.3951777080319,70.5239564691681,53.5443750753869,42.5903007801268,64.498449370647
"$50,000 to < $75,000",Ohio,39,855,375,1230,70.8287883553437,67.1690089514218,74.4885677592656,58.4453736698655,50.2259716184986,66.6647757212324
"$75,000 to < $100,000",Ohio,39,673,276,949,67.8533398153197,63.5361109279185,72.1705687027209,60.0072704908419,51.7061378192908,68.308403162393
"$100,000 to < $200,000",Ohio,39,1001,441,1442,67.1946675389866,63.7741560474262,70.6151790305471,62.2045004491227,55.8562559955475,68.552744902698
"$200,000 or more",Ohio,39,288,118,406,74.7425834628204,69.1088315345467,80.3763353910941,69.9533619187218,59.46554991174,80.4411739257036
"Don’t know/Not sure/Missing",Ohio,39,939,394,1333,69.8961269556194,66.2806007114653,73.5116531997735,56.6101391984275,47.8758106614403,65.3444677354147
"Less than $15,000",Oklahoma,40,94,80,174,51.1422823908313,42.5830056564184,59.7015591252441,45.2597485896802,26.8918930424157,63.6276041369448
"$15,000 to < $25,000",Oklahoma,40,142,104,246,54.8983687710713,47.9319749488451,61.8647625932975,44.5577815416377,34.2031806834327,54.9123823998427
"$25,000 to < $35,000",Oklahoma,40,212,127,339,60.2204454976684,54.2002834905498,66.2406075047869,49.2982130270442,38.3943006556342,60.2021253984541
"$35,000 to < $50,000",Oklahoma,40,191,115,306,57.3671519390033,50.9179871820474,63.8163166959592,49.6492287740787,35.9108692282296,63.3875883199277
"$50,000 to < $75,000",Oklahoma,40,300,127,427,67.5796956056357,62.2708247533359,72.8885664579355,58.4491010518039,46.6603001758886,70.2379019277191
"$75,000 to < $100,000",Oklahoma,40,202,94,296,62.2628554467804,55.6595501687704,68.8661607247905,55.3996601244596,44.5168794761021,66.2824407728172
"$100,000 to < $200,000",Oklahoma,40,287,176,463,62.5394444366487,57.6539210909857,67.4249677823117,58.7112740154438,49.5889466181527,67.833601412735
"$200,000 or more",Oklahoma,40,82,35,117,66.8359219672419,57.9646023142087,75.7072416202751,61.8830559057463,45.8423418729083,77.9237699385843
"Don’t know/Not sure/Missing",Oklahoma,40,236,132,368,62.3605552871246,56.7374946578679,67.9836159163812,48.5541896386952,35.4335987657799,61.6747805116105
"Less than $15,000",Oregon,41,90,62,152,59.7901398641052,50.4112467148381,69.1690330133724,50.5778945282435,30.859589807346,70.296199249141
"$15,000 to < $25,000",Oregon,41,125,81,206,58.5290968556013,50.4288564188948,66.6293372923078,46.9130718837085,28.4830548929949,65.3430888744221
"$25,000 to < $35,000",Oregon,41,181,70,251,68.4420970588465,57.9080554270369,78.9761386906561,58.1402443490167,43.5576698438,72.7228188542333
"$35,000 to < $50,000",Oregon,41,199,99,298,65.8367677569692,58.4915813542584,73.18195415968,55.0158974917626,38.3038125720008,71.7279824115245
"$50,000 to < $75,000",Oregon,41,235,107,342,68.5307840293967,62.903224557425,74.1583435013684,53.4785482315545,43.2832341741421,63.6738622889669
"$75,000 to < $100,000",Oregon,41,226,110,336,64.7139243400008,58.5598484567742,70.8680002232273,55.1505356384307,42.4878292273793,67.813242049482
"$100,000 to < $200,000",Oregon,41,384,172,556,68.9389660988428,64.5805746216257,73.29735757606,64.1199542341919,56.3203760112303,71.9195324571535
"$200,000 or more",Oregon,41,123,64,187,63.0120471242376,55.0616921875061,70.9624020609691,58.4896653745172,41.9468070466495,75.032523702385
"Don’t know/Not sure/Missing",Oregon,41,335,181,516,62.9159318514352,57.7526831447861,68.0791805580843,49.6123341581177,40.0772651590884,59.147403157147
"Less than $15,000",Pennsylvania,42,71,47,118,55.3210782567912,42.3754079387028,68.2667485748795,42.0657187795212,27.6905079623895,56.4409295966529
"$15,000 to < $25,000",Pennsylvania,42,134,51,185,63.387479607812,54.6621395482631,72.112819667361,45.8172367014105,36.0033946816908,55.6310787211302
"$25,000 to < $35,000",Pennsylvania,42,139,66,205,56.3876392509611,44.7788228349022,67.9964556670201,41.1186831686774,30.7476716694774,51.4896946678775
"$35,000 to < $50,000",Pennsylvania,42,173,66,239,67.6196008662916,58.7810333723507,76.4581683602325,57.3718852016024,35.1600578557782,79.5837125474267
"$50,000 to < $75,000",Pennsylvania,42,246,84,330,70.6540664569308,63.1520292013863,78.1561037124753,60.4615789199646,46.3424345488989,74.5807232910302
"$75,000 to < $100,000",Pennsylvania,42,203,75,278,71.084818133023,64.5993256053768,77.5703106606692,59.8161650822135,42.710576064657,76.92175409977
"$100,000 to < $200,000",Pennsylvania,42,272,103,375,69.3366735538839,62.9416930396693,75.7316540680985,63.4079601181157,52.1081236780015,74.70779655823
"$200,000 or more",Pennsylvania,42,100,35,135,77.6041011504631,69.1521389877353,86.0560633131909,67.2840453909693,40.9038990848129,93.6641916971257
"Don’t know/Not sure/Missing",Pennsylvania,42,261,127,388,63.014499331426,55.8697447907789,70.1592538720732,51.8873945936707,38.1027542774817,65.6720349098596
"Less than $15,000","Rhode Island",44,119,45,164,74.4458201514537,65.9779271802701,82.9137131226372,54.4511346385453,40.9721791477756,67.9300901293151
"$15,000 to < $25,000","Rhode Island",44,166,73,239,68.8531353003064,60.8020722614217,76.9041983391909,58.0586585592851,39.6179318169159,76.4993853016544
"$25,000 to < $35,000","Rhode Island",44,177,62,239,68.3240268420833,59.6667296401674,76.9813240439991,65.3738551551116,46.8750777387453,83.8726325714779
"$35,000 to < $50,000","Rhode Island",44,197,64,261,77.528780838493,70.9279146235575,84.1296470534285,69.8117141251143,52.8507818708595,86.7726463793691
"$50,000 to < $75,000","Rhode Island",44,341,86,427,77.9768248911131,72.3653005922083,83.5883491900179,61.9500566716698,47.8653955848436,76.0347177584959
"$75,000 to < $100,000","Rhode Island",44,312,83,395,72.0678783378569,65.0146396143493,79.1211170613645,60.3036646099309,46.1875526278259,74.4197765920358
"$100,000 to < $200,000","Rhode Island",44,527,123,650,77.0227114938248,72.7079246368003,81.3374983508492,65.5358632556474,57.2589713479908,73.8127551633039
"$200,000 or more","Rhode Island",44,160,49,209,69.9922080392088,61.0846928171018,78.8997232613157,63.7577923716013,52.8876125886738,74.6279721545288
"Don’t know/Not sure/Missing","Rhode Island",44,385,106,491,75.0088556042362,69.3901533511426,80.6275578573297,59.5485149478721,46.4576026105904,72.6394272851539
"Less than $15,000","South Carolina",45,180,98,278,62.2812501431526,55.2223753454229,69.3401249408823,56.3827458752506,45.5333488643361,67.2321428861652
"$15,000 to < $25,000","South Carolina",45,351,144,495,67.3814004728498,61.7440931560976,73.018707789602,57.6714002331958,44.6432364192953,70.6995640470963
"$25,000 to < $35,000","South Carolina",45,357,146,503,65.4597287368373,59.8951740032424,71.0242834704321,49.5728356166671,40.7604303234971,58.385240909837
"$35,000 to < $50,000","South Carolina",45,405,140,545,71.8943489632172,67.0368959522237,76.7518019742106,55.4329004712652,44.351381371168,66.5144195713624
"$50,000 to < $75,000","South Carolina",45,541,167,708,71.179573544684,66.3807078201672,75.9784392692009,60.079884677789,52.5827153645518,67.5770539910262
"$75,000 to < $100,000","South Carolina",45,481,149,630,73.4314673722424,68.9291822892708,77.9337524552139,63.0967047334249,53.8096946683855,72.3837147984642
"$100,000 to < $200,000","South Carolina",45,640,206,846,72.8911599971024,69.2186066253555,76.5637133688492,65.3251863879324,58.2115039145081,72.4388688613567
"$200,000 or more","South Carolina",45,171,52,223,70.6196595703741,62.2753932342034,78.9639259065449,62.4885032635491,50.7808774086228,74.1961291184753
"Don’t know/Not sure/Missing","South Carolina",45,695,210,905,73.8635248158626,70.0862131103532,77.6408365213721,58.8607510909881,51.7084062848258,66.0130958971503
"Less than $15,000","South Dakota",46,87,61,148,65.2090299502559,50.4163771518749,80.0016827486368,50.7980228868058,30.5592334329132,71.0368123406985
"$15,000 to < $25,000","South Dakota",46,163,122,285,69.0055159757597,53.727109692218,84.2839222593014,46.5128299871856,37.6254480766836,55.4002118976877
"$25,000 to < $35,000","South Dakota",46,258,153,411,60.0564233530551,43.7268673292228,76.3859793768875,48.1102119308581,28.7530181349116,67.4674057268046
"$35,000 to < $50,000","South Dakota",46,358,188,546,50.8946572342543,36.7643037011406,65.0250107673679,48.8992964567919,36.2158084946893,61.5827844188945
"$50,000 to < $75,000","South Dakota",46,468,193,661,68.1271298821925,55.9988805725832,80.2553791918018,52.4445693507301,43.7188733050863,61.170265396374
"$75,000 to < $100,000","South Dakota",46,383,132,515,77.1995638465443,64.9355105118237,89.463617181265,71.7222979144163,49.4082680274699,94.0363278013626
"$100,000 to < $200,000","South Dakota",46,404,190,594,70.4681851657359,61.3510255461276,79.5853447853442,60.1920194726386,47.9531546410396,72.4308843042375
"$200,000 or more","South Dakota",46,133,48,181,68.8978647517847,61.3889528032312,76.4067767003382,65.2864894618215,58.3027664653457,72.2702124582974
"Don’t know/Not sure/Missing","South Dakota",46,471,218,689,61.8234803105444,53.0683099765306,70.5786506445583,44.5093790958002,32.0782521541265,56.9405060374739
"Less than $15,000",Tennessee,47,131,84,215,60.7855014376375,51.800556176181,69.7704466990941,55.6703700303129,44.7278746534187,66.6128654072071
"$15,000 to < $25,000",Tennessee,47,184,101,285,60.0012146415749,52.8901718199959,67.1122574631539,48.1175579136643,31.4730085484336,64.7621072788951
"$25,000 to < $35,000",Tennessee,47,182,88,270,63.1286040726753,55.2714229032171,70.9857852421335,52.9123032230246,38.4885611373234,67.3360453087258
"$35,000 to < $50,000",Tennessee,47,211,104,315,67.3578587537375,60.862918593194,73.852798914281,55.3472913602244,41.6084625226813,69.0861201977675
"$50,000 to < $75,000",Tennessee,47,240,112,352,64.934836844503,57.5041385477086,72.3655351412973,55.0944556061043,42.6005048663272,67.5884063458815
"$75,000 to < $100,000",Tennessee,47,172,84,256,63.1234219486621,55.7713427732094,70.4755011241147,57.1030827894847,46.0016667111143,68.2044988678552
"$100,000 to < $200,000",Tennessee,47,272,128,400,68.1168245709153,62.3100651105689,73.9235840312618,62.009187753438,50.8770815174771,73.1412939893988
"$200,000 or more",Tennessee,47,94,34,128,73.3716830183744,64.5438120725016,82.1995539642471,69.2188662214524,57.8420716955161,80.5956607473886
"Don’t know/Not sure/Missing",Tennessee,47,247,132,379,61.1177071812682,54.7856410782491,67.4497732842874,47.2384009008021,36.7330858071452,57.743715994459
"Less than $15,000",Texas,48,282,228,510,53.6984478579132,45.7128671023817,61.6840286134446,44.2471633746235,31.5806367160978,56.9136900331493
"$15,000 to < $25,000",Texas,48,352,259,611,55.9708495828074,48.3231794775077,63.618519688107,47.9223236779619,33.1792064322561,62.6654409236678
"$25,000 to < $35,000",Texas,48,361,239,600,56.6687026522469,49.9969382605965,63.3404670438974,50.206886334112,40.1847364837224,60.2290361845016
"$35,000 to < $50,000",Texas,48,353,200,553,55.6967360085473,48.703048737946,62.6904232791486,46.3931521280717,36.7926868846973,55.9936173714462
"$50,000 to < $75,000",Texas,48,508,232,740,64.9851650243436,58.568970057219,71.4013599914683,57.1471438256275,44.0622446881333,70.2320429631216
"$75,000 to < $100,000",Texas,48,450,236,686,62.4980312248363,56.1439156472213,68.8521468024512,55.6303796929117,46.0094813167944,65.251278069029
"$100,000 to < $200,000",Texas,48,793,385,1178,67.1663220576983,62.2227534604982,72.1098906548984,65.0201806793725,56.003387420556,74.036973938189
"$200,000 or more",Texas,48,323,153,476,66.6971667463372,58.9809105741657,74.4134229185086,65.836740717012,51.3357209929868,80.3377604410372
"Don’t know/Not sure/Missing",Texas,48,662,347,1009,60.5693005755425,54.4178139392707,66.7207872118142,50.0518456727112,38.53493458381,61.5687567616122
"Less than $15,000",Utah,49,57,60,117,52.4031858083299,40.1679677495151,64.6384038671447,39.6077879289494,24.5873347678568,54.628241090042
"$15,000 to < $25,000",Utah,49,95,76,171,55.5952182561876,46.6548916865819,64.5355448257933,44.4385201099569,30.656589831769,58.2204503881449
"$25,000 to < $35,000",Utah,49,216,125,341,61.9406653177045,55.1709374441754,68.7103931912338,48.495894424263,37.8258061054519,59.1659827430741
"$35,000 to < $50,000",Utah,49,261,119,380,64.6556006061386,58.4237689141188,70.8874322981584,49.3679797262544,40.4915437911237,58.2444156613851
"$50,000 to < $75,000",Utah,49,418,173,591,68.0954651121438,62.9717754957212,73.2191547285664,57.8112679454112,47.7662693366704,67.856266554152
"$75,000 to < $100,000",Utah,49,418,200,618,67.9467442586237,63.2087115088098,72.6847770084376,61.7062401298263,53.1197857181463,70.2926945415062
"$100,000 to < $200,000",Utah,49,736,355,1091,65.291695314235,61.6618280658624,68.9215625626076,62.2107466265068,56.0853343657795,68.3361588872341
"$200,000 or more",Utah,49,223,85,308,71.4852927257993,65.6530965319535,77.3174889196451,70.1256701265757,59.8222519636014,80.4290882895501
"Don’t know/Not sure/Missing",Utah,49,464,233,697,63.170729011158,58.4684142454816,67.8730437768345,49.3638931720072,40.6130717597589,58.1147145842554
"Less than $15,000",Vermont,50,108,67,175,55.4577441986159,44.5338741628796,66.3816142343521,44.3413959646949,30.0611931991203,58.6215987302694
"$15,000 to < $25,000",Vermont,50,182,104,286,56.0970447221904,48.4012036492382,63.7928857951426,41.1979015790118,32.6265776994177,49.7692254586059
"$25,000 to < $35,000",Vermont,50,245,98,343,69.8626256986538,62.3143394086926,77.4109119886149,52.9013900647011,44.9246709831614,60.8781091462409
"$35,000 to < $50,000",Vermont,50,348,111,459,71.6297909364441,65.659528591293,77.6000532815953,54.7723898534392,43.4329586976375,66.1118210092408
