income_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"$50,000 to < $75,000",Vermont,50,624,182,806,72.1553891123845,67.9248014641965,76.3859767605725,59.2301119398833,50.1032074211849,68.3570164585817
"$75,000 to < $100,000",Vermont,50,519,169,688,69.0089049103215,64.5596215025569,73.4581883180861,56.0937279728366,48.3553926088551,63.8320633368182
"$100,000 to < $200,000",Vermont,50,803,262,1065,72.0329610466531,68.6526812886097,75.4132408046965,63.6155562170813,57.118168313274,70.1129441208886
"$200,000 or more",Vermont,50,204,67,271,71.3931705757934,64.7289019732148,78.0574391783719,64.4557491484379,53.5652387793195,75.3462595175563
"Don’t know/Not sure/Missing",Vermont,50,564,166,730,72.1568721740058,67.0560489825209,77.2576953654907,59.3600885836652,49.5365446557441,69.1836325115862
"Less than $15,000",Virginia,51,123,66,189,55.3957820839439,45.8178412184445,64.9737229494432,46.6324156881243,35.8709363696742,57.3938950065744
"$15,000 to < $25,000",Virginia,51,224,111,335,68.5146437860961,62.0473946856993,74.9818928864929,53.691376051125,42.120885625464,65.261866476786
"$25,000 to < $35,000",Virginia,51,305,144,449,64.272226206743,58.73260736314,69.811845050346,56.3549809674499,45.1799762128314,67.5299857220684
"$35,000 to < $50,000",Virginia,51,370,124,494,74.3604799911566,69.4655695650448,79.2553904172685,68.9296099836295,58.1510692195296,79.7081507477294
"$50,000 to < $75,000",Virginia,51,568,180,748,70.7931293858924,66.020274744319,75.5659840274658,61.4784756420946,49.6523509337032,73.3046003504861
"$75,000 to < $100,000",Virginia,51,458,138,596,75.6418831260957,71.0006494584671,80.2831167937243,67.206850935048,56.38410508817,78.0295967819259
"$100,000 to < $200,000",Virginia,51,780,268,1048,70.5217066977248,66.528488179245,74.5149252162047,66.795966148918,59.8348228300381,73.7571094677978
"$200,000 or more",Virginia,51,329,111,440,70.6968137355191,64.2302110702785,77.1634164007597,66.6580568558888,56.9977762903062,76.3183374214714
"Don’t know/Not sure/Missing",Virginia,51,751,244,995,70.9212335467417,66.9022776429817,74.9401894505016,56.7544737896921,48.6371649873527,64.8717825920315
"Less than $15,000",Washington,53,308,232,540,53.8654386081635,48.0089014025269,59.7219758138,48.417785247802,37.5812179255176,59.2543525700863
"$15,000 to < $25,000",Washington,53,499,259,758,62.5331738805964,57.8656563529943,67.2006914081986,50.0031832061302,39.7470812331617,60.2592851790988
"$25,000 to < $35,000",Washington,53,665,312,977,64.4005490274022,60.4979862530525,68.3031118017518,53.0299205187698,43.6746912821077,62.385149755432
"$35,000 to < $50,000",Washington,53,846,324,1170,68.6253598693215,64.9067462840955,72.3439734545475,55.4357995583237,46.1766796747809,64.6949194418666
"$50,000 to < $75,000",Washington,53,1429,501,1930,69.5575529705674,66.7526117504586,72.3624941906761,53.9633153290687,48.3976021067406,59.5290285513968
"$75,000 to < $100,000",Washington,53,1295,457,1752,68.8616124649506,65.897503738413,71.8257211914881,59.4477201764,53.628360904767,65.267079448033
"$100,000 to < $200,000",Washington,53,2210,814,3024,69.9223925028386,67.8640510989218,71.9807339067553,63.4680207028191,59.7107984708082,67.22524293483
"$200,000 or more",Washington,53,713,336,1049,66.7600196982227,63.325236697775,70.1948026986705,63.0606693029045,57.5725370014973,68.5488016043116
"Don’t know/Not sure/Missing",Washington,53,1459,575,2034,68.2601376525542,65.5357867324344,70.984488572674,54.9311126541304,49.4759937580112,60.3862315502497
"Less than $15,000","West Virginia",54,128,76,204,58.6513994732961,50.5482263656289,66.7545725809633,55.92673977949,36.9144727562038,74.9390068027763
"$15,000 to < $25,000","West Virginia",54,201,113,314,59.2734044040972,52.6462543223712,65.9005544858232,50.3373558348598,35.4765301417493,65.1981815279704
"$25,000 to < $35,000","West Virginia",54,240,122,362,64.9116804677412,59.124464674347,70.6988962611355,53.007768315546,39.9705038431777,66.0450327879144
"$35,000 to < $50,000","West Virginia",54,264,83,347,71.6024686802773,65.6744335411681,77.5305038193865,61.4545163587844,47.6572916616068,75.2517410559619
"$50,000 to < $75,000","West Virginia",54,306,93,399,73.8484499184187,69.0115753316444,78.685324505193,60.0449803984349,48.9013113102892,71.1886494865806
"$75,000 to < $100,000","West Virginia",54,220,79,299,71.996141140371,66.1075182680978,77.8847640126442,66.4769825478064,55.0149837421626,77.9389813534502
"$100,000 to < $200,000","West Virginia",54,298,114,412,69.3001445553356,64.1592937224911,74.4409953881801,65.8146677485363,55.644651862202,75.9846836348707
"$200,000 or more","West Virginia",54,51,28,79,63.1585214189447,51.3037722727703,75.0132705651192,56.811370737914,38.7335477216897,74.8891937541383
"Don’t know/Not sure/Missing","West Virginia",54,300,107,407,71.6908511175211,66.2012844372584,77.1804177977838,63.9081665057424,47.4862745070946,80.3300585043901
"Less than $15,000",Wisconsin,55,182,87,269,67.8613110043193,60.3810585091547,75.3415634994839,57.3085635472224,43.2410756990825,71.3760513953623
"$15,000 to < $25,000",Wisconsin,55,311,135,446,67.2433706268912,61.4978291392268,72.9889121145555,59.9629939985614,44.0776359000157,75.8483520971072
"$25,000 to < $35,000",Wisconsin,55,411,152,563,68.9368547632909,63.696470282249,74.1772392443327,54.1050416267992,44.0406200582806,64.1694631953177
"$35,000 to < $50,000",Wisconsin,55,524,162,686,74.9269153475552,70.7082058632195,79.1456248318909,63.1382398353615,51.8084680364452,74.4680116342779
"$50,000 to < $75,000",Wisconsin,55,730,256,986,71.9555798920187,68.2652736579733,75.6458861260642,57.3532041064797,49.966514437667,64.7398937752924
"$75,000 to < $100,000",Wisconsin,55,586,198,784,70.78879155558,66.2142163257938,75.3633667853662,63.1227244631255,54.3131562295047,71.9322926967464
"$100,000 to < $200,000",Wisconsin,55,761,289,1050,72.3310951450955,68.8664794975032,75.7957107926879,65.2537622584703,58.7897943807116,71.7177301362289
"$200,000 or more",Wisconsin,55,190,69,259,71.8082861554228,65.2412990673653,78.3752732434804,69.5040312279427,58.3687353136197,80.6393271422657
"Don’t know/Not sure/Missing",Wisconsin,55,675,218,893,75.1609154695244,71.611463433576,78.7103675054728,64.449691095406,51.7413880571163,77.1579941336958
"Less than $15,000",Wyoming,56,34,29,63,48.4571599326327,33.9444334338065,62.9698864314588,.,.,.
"$15,000 to < $25,000",Wyoming,56,86,64,150,57.1617791641752,48.1118086039956,66.2117497243548,59.1431216854746,28.1441193019957,90.1421240689534
"$25,000 to < $35,000",Wyoming,56,134,84,218,56.7913430568452,49.0190476240061,64.5636384896844,47.8399075293087,29.3651785506774,66.3146365079401
"$35,000 to < $50,000",Wyoming,56,168,112,280,54.0344575696184,47.2608852163052,60.8080299229316,40.4806536444688,27.1249817008825,53.8363255880551
"$50,000 to < $75,000",Wyoming,56,266,132,398,65.6142877099354,60.1434986355323,71.0850767843386,54.2809756937321,41.7270829380335,66.8348684494306
"$75,000 to < $100,000",Wyoming,56,231,96,327,65.3550174774609,59.3635966384407,71.346438316481,57.8879384474281,43.7650242274408,72.0108526674155
"$100,000 to < $200,000",Wyoming,56,213,137,350,56.9374106166638,51.1478341348185,62.726987098509,54.5398727730957,43.7554950145793,65.324250531612
"$200,000 or more",Wyoming,56,41,30,71,53.5760513941652,40.7946138260474,66.3574889622831,54.7071110237441,37.2679698217722,72.1462522257159
"Don’t know/Not sure/Missing",Wyoming,56,213,114,327,62.7958737220138,56.5960107192529,68.9957367247747,50.8009709566105,31.0466765680067,70.5552653452143
