age_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
_55_59,"Rhode Island",44,364,98,462,77.8766203224118,72.9717465675788,82.7814940772448,.,.,.
_60_64,"Rhode Island",44,537,99,636,85.4977498846662,81.7814444167745,89.214055352558,.,.,.
_65_69,"Rhode Island",44,534,73,607,85.6927861070656,80.9278774577137,90.4576947564175,.,.,.
_70_75,"Rhode Island",44,580,78,658,86.840321604922,83.1572244274291,90.5234187824149,.,.,.
_45_49,"South Carolina",45,144,364,508,26.9138448504896,22.4689914287818,31.3586982721975,.,.,.
_50_54,"South Carolina",45,399,237,636,61.781355696717,57.12425869138,66.438452702054,.,.,.
_55_59,"South Carolina",45,533,174,707,73.7888903023845,69.9284382042521,77.6493424005168,.,.,.
_60_64,"South Carolina",45,727,210,937,76.3208064232235,72.79635212845,79.845260717997,.,.,.
_65_69,"South Carolina",45,872,163,1035,83.0303394921734,80.0731945417746,85.9874844425721,.,.,.
_70_75,"South Carolina",45,1146,164,1310,88.7347166235052,86.4608988175423,91.008534429468,.,.,.
_45_49,"South Dakota",46,120,372,492,24.4897491288145,12.9537356934913,36.0257625641377,.,.,.
_50_54,"South Dakota",46,317,242,559,53.7329366633653,41.9728479925326,65.493025334198,.,.,.
_55_59,"South Dakota",46,442,191,633,68.9642511804779,58.7266060467888,79.201896314167,.,.,.
_60_64,"South Dakota",46,562,185,747,69.065614781728,55.6370683904487,82.4941611730072,.,.,.
_65_69,"South Dakota",46,626,149,775,80.5725578668518,73.5069992423326,87.638116491371,.,.,.
_70_75,"South Dakota",46,658,166,824,85.198393870843,79.2951130034658,91.1016747382202,.,.,.
_45_49,Tennessee,47,79,239,318,25.7957826769801,20.0644529630382,31.5271123909221,.,.,.
_50_54,Tennessee,47,214,181,395,51.3449530440104,44.9516935494106,57.7382125386101,.,.,.
_55_59,Tennessee,47,313,137,450,69.2315106120817,63.7477238147724,74.715297409391,.,.,.
_60_64,Tennessee,47,346,121,467,76.7513563923862,71.9398781644581,81.5628346203143,.,.,.
_65_69,Tennessee,47,384,102,486,77.0554582790704,72.1648824802469,81.946034077894,.,.,.
_70_75,Tennessee,47,397,87,484,79.4324684009329,73.6456882614067,85.2192485404591,.,.,.
_45_49,Texas,48,251,629,880,30.3344020506481,25.220547797563,35.4482563037333,.,.,.
_50_54,Texas,48,480,510,990,47.722378907129,42.4022183774803,53.0425394367778,.,.,.
_55_59,Texas,48,618,352,970,61.0576586555965,55.6156185636001,66.499698747593,.,.,.
_60_64,Texas,48,782,308,1090,73.382520473617,68.8019917472739,77.9630491999601,.,.,.
_65_69,Texas,48,916,253,1169,79.0439719723998,74.9743773512992,83.1135665935003,.,.,.
_70_75,Texas,48,1037,227,1264,83.0890682780722,79.5845471211275,86.5935894350169,.,.,.
_45_49,Utah,49,193,533,726,26.6695311867834,22.6951425321125,30.6439198414543,.,.,.
_50_54,Utah,49,344,326,670,53.2285883095307,48.425810107458,58.0313665116035,.,.,.
_55_59,Utah,49,441,175,616,71.7033478719731,67.3155972962001,76.0910984477462,.,.,.
_60_64,Utah,49,574,166,740,79.3934561761287,75.7481310599932,83.0387812922643,.,.,.
_65_69,Utah,49,613,106,719,85.5548666077465,82.2079381718526,88.9017950436403,.,.,.
_70_75,Utah,49,723,120,843,83.9506576018034,80.5358432037366,87.3654719998702,.,.,.
_45_49,Vermont,50,115,360,475,22.4015872360156,18.293383150008,26.5097913220233,.,.,.
_50_54,Vermont,50,364,217,581,61.035118434756,56.3050715248552,65.7651653446569,.,.,.
_55_59,Vermont,50,586,149,735,78.552560772047,74.2181572491533,82.8869642949407,.,.,.
_60_64,Vermont,50,743,202,945,75.0271666029966,70.6159394250071,79.4383937809861,.,.,.
_65_69,Vermont,50,870,140,1010,81.8347423067206,77.6293561012948,86.0401285121463,.,.,.
