sex_name,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
Male,70265,31055,101320,64.7714737573342,64.1292592406779,65.4136882739904,56.018155708453,54.7668008947744,57.2695105221317
Female,82352,33521,115873,67.7730905480257,67.1476551220117,68.3985259740398,58.8328331956341,57.4180690516887,60.2475973395795
