income_group,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Less than $15,000",6622,4465,11087,56.4874872839111,54.5016701425001,58.4733044253222,48.3785322071298,45.2140573958574,51.5430070184022
"$15,000 to < $25,000",10870,6049,16919,58.6054837187593,56.9893027913983,60.2216646461203,48.7383354479715,45.8132386210187,51.6634322749243
"$25,000 to < $35,000",13340,6430,19770,62.7199706458816,61.1832921908932,64.25664910087,51.3166800548747,48.6777250034427,53.9556351063067
"$35,000 to < $50,000",15838,6663,22501,66.0277413803014,64.5884331330245,67.4670496275783,54.5309099645133,51.5009110885714,57.5609088404553
"$50,000 to < $75,000",22805,8484,31289,69.7518843917925,68.6659263525579,70.837842431027,58.9550527071667,56.5723147683124,61.3377906460209
"$75,000 to < $100,000",19387,6965,26352,69.7927353422053,68.6180768941854,70.9673937902252,60.61740712795,58.3784245634371,62.8563896924629
"$100,000 to < $200,000",29481,11601,41082,68.6004507006358,67.5922134331964,69.6086879680752,63.2912800814855,61.2250250285587,65.3575351344124
"$200,000 or more",9938,3867,13805,70.0589903143073,68.4662529262982,71.6517277023164,66.0607646721101,63.1126855398043,69.0088438044159
"Don’t know/Not sure/Missing",24336,10052,34388,66.2074006048129,65.0973060361438,67.3174951734819,54.388347700698,51.7779399579978,56.9987554433982
