age_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
_50_54,Tennessee,47,1,38,39,2.06325515060564,1.77788944718449,2.34862085402679,.,.,.
_55_59,Tennessee,47,11,50,61,.,.,.,.,.,.
_60_64,Tennessee,47,10,63,73,14.3626354613777,6.61801646551033,22.107254457245,.,.,.
_65_69,Tennessee,47,17,36,53,30.2341177903219,12.3240085477945,48.1442270328494,.,.,.
_70_74,Tennessee,47,12,20,32,33.0693204635193,17.0151999622138,49.1234409648248,.,.,.
_75_79,Tennessee,47,11,21,32,37.6795870766493,26.8262482343505,48.5329259189481,.,.,.
_50_54,Texas,48,6,60,66,.,.,.,.,.,.
_55_59,Texas,48,10,63,73,.,.,.,.,.,.
_60_64,Texas,48,19,69,88,10.5501304099111,5.16611144949822,15.9341493703239,.,.,.
_65_69,Texas,48,27,72,99,28.897718634893,19.9073101091054,37.8881271606806,.,.,.
_70_74,Texas,48,17,66,83,.,.,.,.,.,.
_75_79,Texas,48,14,41,55,43.8355047042789,29.8869940466245,57.7840153619332,.,.,.
_50_54,Utah,49,1,19,20,5.70423446796948,4.05469590087484,7.35377303506412,.,.,.
_55_59,Utah,49,5,16,21,.,.,.,.,.,.
_60_64,Utah,49,9,24,33,.,.,.,.,.,.
_65_69,Utah,49,9,17,26,47.0892878566976,30.3568573349257,63.8217183784695,.,.,.
_70_74,Utah,49,5,15,20,.,.,.,.,.,.
_75_79,Utah,49,5,12,17,.,.,.,.,.,.
_50_54,Vermont,50,4,24,28,.,.,.,.,.,.
_55_59,Vermont,50,16,28,44,48.6926860024245,36.3890289697789,60.99634303507,.,.,.
_60_64,Vermont,50,31,44,75,54.4819531502839,44.7711846976482,64.1927216029196,.,.,.
_65_69,Vermont,50,22,34,56,33.8946697550792,20.31572660925,47.4736129009084,.,.,.
_70_74,Vermont,50,21,30,51,40.5808830746396,23.1511926939047,58.0105734553745,.,.,.
_75_79,Vermont,50,3,17,20,27.5408451766944,15.3148933722307,39.7667969811581,.,.,.
_50_54,Virginia,51,13,24,37,25.1484841710517,8.97243712298034,41.3245312191231,.,.,.
_55_59,Virginia,51,10,35,45,14.4227502080891,9.1154406255934,19.7300597905847,.,.,.
_60_64,Virginia,51,26,58,84,28.1644699172452,20.5902883623704,35.7386514721199,.,.,.
_65_69,Virginia,51,33,51,84,44.9744540199738,30.5458396714327,59.403068368515,.,.,.
_70_74,Virginia,51,30,48,78,34.5574437780682,22.1663212990006,46.9485662571358,.,.,.
_75_79,Virginia,51,11,41,52,20.592955489847,10.6171832267285,30.5687277529655,.,.,.
_50_54,Washington,53,3,55,58,.,.,.,.,.,.
_55_59,Washington,53,19,89,108,21.0664648206784,11.8888968510318,30.244032790325,.,.,.
_60_64,Washington,53,46,110,156,25.7923057324462,18.5498859564818,33.0347255084106,.,.,.
_65_69,Washington,53,60,126,186,34.3455329793766,26.0581525019811,42.6329134567721,.,.,.
_70_74,Washington,53,61,90,151,36.8616643896245,29.1972353930823,44.5260933861666,.,.,.
_75_79,Washington,53,19,56,75,32.2513287005943,22.4079678188353,42.0946895823534,.,.,.
_50_54,"West Virginia",54,3,39,42,.,.,.,.,.,.
_55_59,"West Virginia",54,13,37,50,26.1499218347315,11.5419204000843,40.7579232693788,.,.,.
_60_64,"West Virginia",54,18,72,90,16.4809923058104,8.66780691984111,24.2941776917798,.,.,.
_65_69,"West Virginia",54,19,54,73,27.184982087456,14.9659807358786,39.4039834390334,.,.,.
_70_74,"West Virginia",54,24,25,49,45.8351965538323,31.5840049436762,60.0863881639884,.,.,.
_75_79,"West Virginia",54,5,15,20,.,.,.,.,.,.
_50_54,Wisconsin,55,7,41,48,.,.,.,.,.,.
_55_59,Wisconsin,55,13,54,67,14.0924618165372,7.18673504871853,20.9981885843559,.,.,.
_60_64,Wisconsin,55,35,61,96,32.0920266325726,22.5933543411477,41.5906989239975,.,.,.
_65_69,Wisconsin,55,50,53,103,58.8260688669626,48.3321346487607,69.3200030851646,.,.,.
_70_74,Wisconsin,55,38,59,97,42.4082131604467,31.0300078123291,53.7864185085642,.,.,.
_75_79,Wisconsin,55,22,24,46,60.232943038654,41.0665596352041,79.3993264421039,.,.,.
_50_54,Wyoming,56,1,16,17,.,.,.,.,.,.
_55_59,Wyoming,56,3,27,30,.,.,.,.,.,.
_60_64,Wyoming,56,3,38,41,.,.,.,.,.,.
_65_69,Wyoming,56,10,34,44,.,.,.,.,.,.
_70_74,Wyoming,56,10,26,36,32.4510896144931,14.7875621894918,50.1146170394943,.,.,.
_75_79,Wyoming,56,8,13,21,.,.,.,.,.,.
