income_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"$50,000 to < $75,000",Kansas,20,31,45,76,43.856844991671,29.8673555110641,57.846334472278,44.3076620781192,26.1110467114324,62.504277444806
"$75,000 to < $100,000",Kansas,20,13,35,48,24.8739096210669,12.0629215420419,37.684897700092,29.8096271143157,15.5774180279283,44.0418362007032
"$100,000 to < $200,000",Kansas,20,11,23,34,.,.,.,.,.,.
"$200,000 or more",Kansas,20,0,2,2,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Kansas,20,15,47,62,24.2590893273121,11.5577855731827,36.9603930814415,28.4566181538129,12.3026398871073,44.6105964205184
"Less than $15,000",Kentucky,21,17,28,45,33.9372717365586,22.2482148829334,45.6263285901839,36.34597151968,22.3032115926761,50.3887314466838
"$15,000 to < $25,000",Kentucky,21,17,18,35,49.395070384583,36.8882233794959,61.9019173896701,48.6406416642426,46.8414632727143,50.439820055771
"$25,000 to < $35,000",Kentucky,21,16,24,40,30.6620417182714,18.950085620673,42.3739978158698,39.0793283254579,20.6260725622579,57.5325840886579
"$35,000 to < $50,000",Kentucky,21,9,25,34,.,.,.,.,.,.
"$50,000 to < $75,000",Kentucky,21,8,13,21,29.3688143543699,6.9748973717509,51.7627313369889,.,.,.
"$75,000 to < $100,000",Kentucky,21,6,7,13,42.7143455392782,40.0686383282315,45.360052750325,.,.,.
"$100,000 to < $200,000",Kentucky,21,5,11,16,.,.,.,.,.,.
"$200,000 or more",Kentucky,21,0,5,5,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Kentucky,21,8,32,40,.,.,.,.,.,.
"Less than $15,000",Louisiana,22,9,33,42,23.2281499429732,9.47760094284495,36.9786989431014,20.7533442288273,13.5371765143209,27.9695119433337
"$15,000 to < $25,000",Louisiana,22,16,37,53,29.0057538903864,15.750488549354,42.2610192314187,.,.,.
"$25,000 to < $35,000",Louisiana,22,17,20,37,41.5239053026891,24.4886226527567,58.5591879526215,37.237433653052,26.2047928389197,48.2700744671842
"$35,000 to < $50,000",Louisiana,22,6,16,22,.,.,.,.,.,.
"$50,000 to < $75,000",Louisiana,22,5,29,34,.,.,.,.,.,.
"$75,000 to < $100,000",Louisiana,22,5,10,15,29.0375005925718,0,71.5778007262776,.,.,.
"$100,000 to < $200,000",Louisiana,22,6,15,21,14.6992567104338,5.1654292742409,24.2330841466267,40.287015590531,27.5652027839068,53.0088283971551
"$200,000 or more",Louisiana,22,2,5,7,35.0273043817514,29.9595947360832,40.0950140274196,.,.,.
"Don’t know/Not sure/Missing",Louisiana,22,9,23,32,.,.,.,.,.,.
"Less than $15,000",Maine,23,14,36,50,17.4458634928674,11.9765915971931,22.9151353885417,21.5657580796973,13.4267668911642,29.7047492682303
"$15,000 to < $25,000",Maine,23,41,63,104,44.844856357518,33.9083070632436,55.7814056517925,40.2489028507828,30.4959796108783,50.0018260906873
"$25,000 to < $35,000",Maine,23,25,59,84,29.3351874755308,22.4734441437041,36.1969308073575,22.7004715303957,13.5825438715347,31.8183991892566
"$35,000 to < $50,000",Maine,23,34,37,71,57.4510487568754,45.2180902368381,69.6840072769127,58.5923443323904,42.894768899684,74.2899197650967
"$50,000 to < $75,000",Maine,23,25,24,49,57.0365350830321,40.9044007488772,73.168669417187,57.5001754084983,36.5669215111484,78.4334293058481
"$75,000 to < $100,000",Maine,23,11,22,33,.,.,.,.,.,.
"$100,000 to < $200,000",Maine,23,11,17,28,37.1224163515692,21.7588912304954,52.485941472643,37.7245231132991,34.9852533184954,40.4637929081029
"$200,000 or more",Maine,23,0,2,2,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Maine,23,28,51,79,36.3894149634617,23.049382352404,49.7294475745194,30.8914943166523,13.4181535856075,48.3648350476971
"Less than $15,000",Maryland,24,17,45,62,20.1392066122533,8.08697100660499,32.1914422179016,.,.,.
"$15,000 to < $25,000",Maryland,24,28,46,74,30.0902444021636,15.8953913756122,44.285097428715,.,.,.
"$25,000 to < $35,000",Maryland,24,20,41,61,42.1226032197053,18.7559288646012,65.4892775748093,.,.,.
"$35,000 to < $50,000",Maryland,24,17,30,47,33.7433695439345,16.1841120471792,51.3026270406899,33.7958399855002,15.1873705519164,52.404309419084
"$50,000 to < $75,000",Maryland,24,20,42,62,22.9922981905661,12.4077206212929,33.5768757598392,23.0538933618286,9.74868123942726,36.3591054842299
"$75,000 to < $100,000",Maryland,24,19,31,50,.,.,.,.,.,.
"$100,000 to < $200,000",Maryland,24,17,54,71,37.2406787177932,19.0906943925088,55.3906630430776,.,.,.
"$200,000 or more",Maryland,24,4,12,16,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Maryland,24,25,49,74,33.0319931002558,16.0085896104619,50.0553965900496,.,.,.
"Less than $15,000",Massachusetts,25,6,15,21,.,.,.,.,.,.
"$15,000 to < $25,000",Massachusetts,25,11,32,43,24.5027128903018,15.0731341836117,33.9322915969919,22.1629949464322,18.199056424016,26.1269334688483
"$25,000 to < $35,000",Massachusetts,25,13,20,33,50.4553624121518,21.2435022937329,79.6672225305708,57.6199670161636,36.824303507753,78.4156305245741
"$35,000 to < $50,000",Massachusetts,25,16,20,36,40.9466774872283,26.9822578724719,54.9110971019846,35.1569218220872,22.0954490175864,48.2183946265881
"$50,000 to < $75,000",Massachusetts,25,15,39,54,27.2619898400891,12.6694183445666,41.8545613356115,.,.,.
"$75,000 to < $100,000",Massachusetts,25,10,13,23,29.9079340982647,12.3864965909406,47.4293716055888,36.1719360931343,27.0312417940058,45.3126303922628
"$100,000 to < $200,000",Massachusetts,25,17,21,38,48.6658879666766,31.6109170329093,65.7208589004439,48.1207165941106,28.5521239873064,67.6893092009149
"$200,000 or more",Massachusetts,25,3,4,7,27.8075748844533,0,61.1860394511857,.,.,.
"Don’t know/Not sure/Missing",Massachusetts,25,22,34,56,55.4433585245595,35.2230947133377,75.6636223357813,51.6192441856573,30.5458179301569,72.6926704411577
"Less than $15,000",Michigan,26,18,37,55,37.5607847567901,20.4294786628912,54.692090850689,29.8870972411344,16.2533387784647,43.5208557038041
"$15,000 to < $25,000",Michigan,26,26,42,68,34.1198283409017,21.137784023012,47.1018726587914,34.2188538061846,17.2963425607905,51.1413650515788
"$25,000 to < $35,000",Michigan,26,22,42,64,40.7614057495566,25.8041924040894,55.7186190950239,.,.,.
"$35,000 to < $50,000",Michigan,26,23,50,73,28.9651398386636,17.3392301724094,40.5910495049179,27.1682498377177,14.6781468702399,39.6583528051954
"$50,000 to < $75,000",Michigan,26,26,37,63,35.8222292265631,23.6596174750313,47.984840978095,35.2531400896223,17.9409617069998,52.5653184722447
"$75,000 to < $100,000",Michigan,26,7,26,33,.,.,.,.,.,.
"$100,000 to < $200,000",Michigan,26,8,23,31,.,.,.,.,.,.
"$200,000 or more",Michigan,26,0,1,1,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Michigan,26,12,33,45,.,.,.,.,.,.
"Less than $15,000",Minnesota,27,11,45,56,.,.,.,.,.,.
"$15,000 to < $25,000",Minnesota,27,23,40,63,40.7635799830256,23.7459711965692,57.7811887694821,.,.,.
"$25,000 to < $35,000",Minnesota,27,24,44,68,45.9221894510413,31.2052094077215,60.6391694943611,35.56055957898,17.1782544857175,53.9428646722425
"$35,000 to < $50,000",Minnesota,27,27,41,68,35.3294632581698,19.1921238680811,51.4668026482585,.,.,.
"$50,000 to < $75,000",Minnesota,27,19,61,80,25.160981597471,13.0029965803777,37.3189666145642,.,.,.
"$75,000 to < $100,000",Minnesota,27,18,35,53,34.4001551498589,18.088272231802,50.7120380679158,.,.,.
"$100,000 to < $200,000",Minnesota,27,17,55,72,23.4390260654946,11.998615670689,34.8794364603003,.,.,.
"$200,000 or more",Minnesota,27,0,11,11,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Minnesota,27,19,38,57,24.1085819416,10.0329948517857,38.1841690314143,.,.,.
"Less than $15,000",Mississippi,28,4,25,29,.,.,.,.,.,.
"$15,000 to < $25,000",Mississippi,28,9,25,34,.,.,.,.,.,.
"$25,000 to < $35,000",Mississippi,28,9,22,31,36.8072464935233,17.2426868157301,56.3718061713164,.,.,.
"$35,000 to < $50,000",Mississippi,28,6,20,26,.,.,.,.,.,.
"$50,000 to < $75,000",Mississippi,28,3,11,14,17.499750107308,8.75709537154409,26.2424048430718,.,.,.
"$75,000 to < $100,000",Mississippi,28,3,12,15,.,.,.,.,.,.
"$100,000 to < $200,000",Mississippi,28,4,13,17,.,.,.,.,.,.
"$200,000 or more",Mississippi,28,.,.,.,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Mississippi,28,3,22,25,.,.,.,.,.,.
"Less than $15,000",Missouri,29,21,46,67,38.6295666978238,30.7746918728376,46.4844415228099,33.7151056086558,21.331598890125,46.0986123271866
"$15,000 to < $25,000",Missouri,29,15,39,54,28.2528831538294,13.6255582067367,42.8802081009221,.,.,.
"$25,000 to < $35,000",Missouri,29,15,36,51,36.1982416271431,20.3145541224498,52.0819291318364,36.2191718382307,15.2995461773558,57.1387974991057
"$35,000 to < $50,000",Missouri,29,10,26,36,.,.,.,.,.,.
"$50,000 to < $75,000",Missouri,29,10,36,46,17.2595091639265,10.0550519538555,24.4639663739975,25.12637585539,11.0243992539283,39.2283524568517
"$75,000 to < $100,000",Missouri,29,10,12,22,39.9851159539679,26.1066812956558,53.8635506122801,37.7440610619994,34.7309675230576,40.7571546009413
"$100,000 to < $200,000",Missouri,29,7,14,21,34.3814065029944,8.5611912205591,60.2016217854297,32.5606553741593,17.2164869948826,47.9048237534361
"$200,000 or more",Missouri,29,1,5,6,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Missouri,29,26,42,68,42.3031462800686,33.118529058434,51.4877635017031,36.4571626977606,18.5591766026131,54.355148792908
"Less than $15,000",Montana,30,12,26,38,35.2818873077419,15.2529185152192,55.3108561002645,.,.,.
"$15,000 to < $25,000",Montana,30,12,31,43,.,.,.,.,.,.
"$25,000 to < $35,000",Montana,30,8,34,42,.,.,.,.,.,.
"$35,000 to < $50,000",Montana,30,6,26,32,.,.,.,.,.,.
"$50,000 to < $75,000",Montana,30,7,21,28,25.6360070255248,13.076510455888,38.1955035951616,38.9068394435702,25.5834964684362,52.2301824187041
"$75,000 to < $100,000",Montana,30,9,10,19,39.6563864951152,12.7983134374049,66.5144595528254,50.262272951625,26.7783543346523,73.7461915685976
"$100,000 to < $200,000",Montana,30,8,9,17,44.4744464757701,14.7170390627404,74.2318538887998,.,.,.
"$200,000 or more",Montana,30,0,5,5,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Montana,30,6,22,28,.,.,.,.,.,.
"Less than $15,000",Nebraska,31,15,27,42,.,.,.,.,.,.
"$15,000 to < $25,000",Nebraska,31,16,36,52,34.0974218030696,22.5488460676584,45.6459975384807,.,.,.
"$25,000 to < $35,000",Nebraska,31,12,41,53,25.6729937979275,12.4281553698784,38.9178322259767,25.7725055609245,14.5260948812885,37.0189162405605
"$35,000 to < $50,000",Nebraska,31,20,29,49,42.8706529512319,31.1796527961425,54.5616531063213,52.8657933729118,40.1528958772928,65.5786908685307
"$50,000 to < $75,000",Nebraska,31,21,33,54,42.7294085178075,28.4618398831741,56.996977152441,43.9818477778291,29.6212382488166,58.3424573068416
"$75,000 to < $100,000",Nebraska,31,12,14,26,58.137091613362,32.3927649676286,83.8814182590954,56.6464810844705,24.8120201276715,88.4809420412695
"$100,000 to < $200,000",Nebraska,31,8,13,21,48.248289380768,29.1465908071267,67.3499879544093,53.9121831804356,45.8052415637423,62.0191247971289
"$200,000 or more",Nebraska,31,3,5,8,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Nebraska,31,4,18,22,10.5426122290553,9.33336569430168,11.7518587638089,22.4521365223647,21.233616989131,23.6706560555983
"Less than $15,000",Nevada,32,2,6,8,30.2362518080913,21.5831608687433,38.8893427474393,.,.,.
"$15,000 to < $25,000",Nevada,32,6,10,16,.,.,.,.,.,.
"$25,000 to < $35,000",Nevada,32,6,18,24,.,.,.,.,.,.
"$35,000 to < $50,000",Nevada,32,6,8,14,.,.,.,.,.,.
"$50,000 to < $75,000",Nevada,32,4,19,23,.,.,.,.,.,.
"$75,000 to < $100,000",Nevada,32,2,6,8,.,.,.,.,.,.
"$100,000 to < $200,000",Nevada,32,2,14,16,.,.,.,.,.,.
"$200,000 or more",Nevada,32,0,1,1,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Nevada,32,3,10,13,.,.,.,.,.,.
"Less than $15,000","New Hampshire",33,5,12,17,33.614216659039,17.6558657661631,49.572567551915,26.4022684882359,13.6507074628356,39.1538295136362
"$15,000 to < $25,000","New Hampshire",33,10,37,47,.,.,.,.,.,.
"$25,000 to < $35,000","New Hampshire",33,8,28,36,.,.,.,.,.,.
"$35,000 to < $50,000","New Hampshire",33,15,24,39,48.0707414012859,32.6603501915481,63.4811326110236,50.1309421054213,34.2037774461737,66.0581067646689
"$50,000 to < $75,000","New Hampshire",33,14,14,28,56.0385417630694,34.2244920936865,77.8525914324522,66.7822266326854,43.577847127348,89.9866061380227
"$75,000 to < $100,000","New Hampshire",33,7,12,19,.,.,.,.,.,.
"$100,000 to < $200,000","New Hampshire",33,5,16,21,.,.,.,.,.,.
"$200,000 or more","New Hampshire",33,1,6,7,.,.,.,.,.,.
"Don’t know/Not sure/Missing","New Hampshire",33,17,20,37,45.951607825638,29.1032078604839,62.8000077907921,36.1262992092217,21.9799294176907,50.2726690007526
"Less than $15,000","New Jersey",34,3,10,13,.,.,.,.,.,.
"$15,000 to < $25,000","New Jersey",34,8,13,21,51.389123147849,20.414869005886,82.3633772898121,50.488133542769,31.3848002796916,69.5914668058464
"$25,000 to < $35,000","New Jersey",34,4,17,21,.,.,.,.,.,.
"$35,000 to < $50,000","New Jersey",34,5,15,20,30.4143542967256,17.2025268716778,43.6261817217733,37.0233141265683,19.6994231039219,54.3472051492146
"$50,000 to < $75,000","New Jersey",34,10,24,34,52.352151237101,38.1975337564503,66.5067687177517,.,.,.
"$75,000 to < $100,000","New Jersey",34,5,13,18,.,.,.,.,.,.
"$100,000 to < $200,000","New Jersey",34,6,21,27,.,.,.,.,.,.
"$200,000 or more","New Jersey",34,1,8,9,.,.,.,.,.,.
"Don’t know/Not sure/Missing","New Jersey",34,8,19,27,.,.,.,.,.,.
"Less than $15,000","New Mexico",35,4,12,16,.,.,.,.,.,.
"$15,000 to < $25,000","New Mexico",35,7,24,31,23.6333300585143,11.2241121463201,36.0425479707086,26.4208620158966,12.3411210963425,40.5006029354507
"$25,000 to < $35,000","New Mexico",35,7,20,27,.,.,.,.,.,.
"$35,000 to < $50,000","New Mexico",35,4,16,20,.,.,.,.,.,.
"$50,000 to < $75,000","New Mexico",35,4,16,20,.,.,.,.,.,.
"$75,000 to < $100,000","New Mexico",35,5,11,16,33.7046542976579,22.2972601679063,45.1120484274096,29.6248699173844,22.7197567885223,36.5299830462465
"$100,000 to < $200,000","New Mexico",35,2,11,13,18.7858465414004,11.4856933776102,26.0859997051907,.,.,.
"$200,000 or more","New Mexico",35,0,1,1,.,.,.,.,.,.
"Don’t know/Not sure/Missing","New Mexico",35,3,11,14,10.0342338078183,2.57197696455709,17.4964906510795,9.29963299094317,4.94458817316227,13.6546778087241
"Less than $15,000","New York",36,30,37,67,43.4941579784859,27.8093207936173,59.1789951633545,42.4098269543737,19.9322523237783,64.8874015849691
"$15,000 to < $25,000","New York",36,33,48,81,33.2374303993498,20.8033377033049,45.6715230953948,.,.,.
"$25,000 to < $35,000","New York",36,23,62,85,.,.,.,.,.,.
"$35,000 to < $50,000","New York",36,30,47,77,33.5815683823698,19.0116159587914,48.1515208059482,31.2740711049247,15.1401304100121,47.4080117998373
"$50,000 to < $75,000","New York",36,24,47,71,29.5518719629208,20.5624907471,38.5412531787416,27.0319579462596,18.6029101959571,35.4610056965622
"$75,000 to < $100,000","New York",36,22,37,59,39.6006875840007,25.4024018008385,53.7989733671629,39.8506693912572,25.6315655729864,54.069773209528
"$100,000 to < $200,000","New York",36,29,51,80,39.5487809870883,27.66278894782,51.4347730263565,37.7450716331869,24.4888606569075,51.0012826094663
"$200,000 or more","New York",36,4,5,9,.,.,.,.,.,.
"Don’t know/Not sure/Missing","New York",36,23,54,77,33.5366877408306,17.7853973587597,49.2879781229016,28.4533371299531,17.1573414897559,39.7493327701503
"Less than $15,000","North Carolina",37,9,18,27,25.3014082669641,11.9564035984925,38.6464129354356,26.436600990012,17.5401484322333,35.3330535477908
"$15,000 to < $25,000","North Carolina",37,11,21,32,.,.,.,.,.,.
"$25,000 to < $35,000","North Carolina",37,7,9,16,52.2425054439792,29.6033058120202,74.8817050759382,57.3389700540804,41.4171120397563,73.2608280684045
"$35,000 to < $50,000","North Carolina",37,7,10,17,38.6571130309096,28.7219333537765,48.5922927080428,45.1458801545262,41.5238037128707,48.7679565961816
"$50,000 to < $75,000","North Carolina",37,6,9,15,46.123833164544,17.5524920920065,74.6951742370814,.,.,.
"$75,000 to < $100,000","North Carolina",37,3,8,11,35.5238567426646,21.6745004757213,49.3732130096078,38.7544490598196,34.9216326473514,42.5872654722879
"$100,000 to < $200,000","North Carolina",37,7,14,21,.,.,.,.,.,.
"$200,000 or more","North Carolina",37,0,6,6,.,.,.,.,.,.
"Don’t know/Not sure/Missing","North Carolina",37,12,24,36,26.9637691215756,12.0116435031263,41.9158947400249,14.8226173947489,9.04720972614989,20.5980250633479
"Less than $15,000","North Dakota",38,6,12,18,.,.,.,.,.,.
"$15,000 to < $25,000","North Dakota",38,5,14,19,.,.,.,.,.,.
"$25,000 to < $35,000","North Dakota",38,6,14,20,.,.,.,.,.,.
"$35,000 to < $50,000","North Dakota",38,13,12,25,41.5353640432042,16.5441991393152,66.5265289470932,39.667169787522,22.8585264209086,56.4758131541354
"$50,000 to < $75,000","North Dakota",38,12,20,32,36.5599609038434,17.9099755633891,55.2099462442978,58.8517160140825,35.6878900027914,82.0155420253736
"$75,000 to < $100,000","North Dakota",38,8,11,19,51.4282676887593,31.0777267791003,71.7788085984184,59.6365271443332,33.8366126062511,85.4364416824154
"$100,000 to < $200,000","North Dakota",38,8,17,25,.,.,.,.,.,.
"$200,000 or more","North Dakota",38,0,1,1,.,.,.,.,.,.
"Don’t know/Not sure/Missing","North Dakota",38,1,17,18,11.1904687440197,9.24934256758578,13.1315949204535,14.8981299110236,12.5874716844096,17.2087881376376
"Less than $15,000",Ohio,39,34,75,109,28.0252759617866,16.136990581953,39.9135613416202,23.0440292268573,10.085439723036,36.0026187306787
"$15,000 to < $25,000",Ohio,39,48,94,142,31.6134661044245,22.7297680711294,40.4971641377195,26.7705625922996,16.9473980000783,36.5937271845209
"$25,000 to < $35,000",Ohio,39,41,101,142,33.8422976065529,21.0410751714401,46.6435200416657,31.0449893703796,21.2619197240792,40.82805901668
"$35,000 to < $50,000",Ohio,39,34,91,125,34.9175528061522,19.4421902400458,50.3929153722587,36.0607614966912,18.8366863648754,53.284836628507
"$50,000 to < $75,000",Ohio,39,33,89,122,24.0122246232464,15.2290795097174,32.7953697367755,24.6083782036213,13.0119878578547,36.204768549388
"$75,000 to < $100,000",Ohio,39,16,49,65,24.5159746461749,12.673278091569,36.3586712007808,25.2284432125363,12.0886722444737,38.368214180599
"$100,000 to < $200,000",Ohio,39,17,41,58,27.0388667061475,12.8817622789414,41.1959711333536,.,.,.
"$200,000 or more",Ohio,39,3,11,14,22.4877672614555,17.2688140746258,27.7067204482852,.,.,.
"Don’t know/Not sure/Missing",Ohio,39,39,85,124,27.0586313551712,17.7283325598035,36.3889301505389,28.775977635214,13.8819729361511,43.669982334277
"Less than $15,000",Oklahoma,40,6,27,33,.,.,.,.,.,.
"$15,000 to < $25,000",Oklahoma,40,8,31,39,.,.,.,.,.,.
"$25,000 to < $35,000",Oklahoma,40,9,27,36,17.1409916309628,7.4722360195846,26.809747242341,.,.,.
"$35,000 to < $50,000",Oklahoma,40,9,26,35,.,.,.,.,.,.
"$50,000 to < $75,000",Oklahoma,40,11,23,34,23.9400080214443,10.9260529248977,36.9539631179909,.,.,.
"$75,000 to < $100,000",Oklahoma,40,4,13,17,.,.,.,.,.,.
"$100,000 to < $200,000",Oklahoma,40,1,13,14,5.6383195857128,4.47868031418933,6.79795885723626,.,.,.
"$200,000 or more",Oklahoma,40,0,3,3,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Oklahoma,40,3,20,23,.,.,.,.,.,.
"Less than $15,000",Oregon,41,3,19,22,.,.,.,.,.,.
"$15,000 to < $25,000",Oregon,41,5,19,24,.,.,.,.,.,.
"$25,000 to < $35,000",Oregon,41,13,15,28,31.6106362045258,13.796140320617,49.4251320884346,.,.,.
"$35,000 to < $50,000",Oregon,41,5,12,17,.,.,.,.,.,.
"$50,000 to < $75,000",Oregon,41,1,12,13,.,.,.,.,.,.
"$75,000 to < $100,000",Oregon,41,4,8,12,.,.,.,.,.,.
"$100,000 to < $200,000",Oregon,41,1,8,9,.,.,.,.,.,.
"$200,000 or more",Oregon,41,2,3,5,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Oregon,41,9,20,29,.,.,.,.,.,.
"Less than $15,000",Pennsylvania,42,10,15,25,25.1082267321337,12.0792973083874,38.13715615588,32.4970680192124,23.1796480216138,41.8144880168111
"$15,000 to < $25,000",Pennsylvania,42,13,18,31,59.4188108650461,45.154616782844,73.6830049472482,50.1535727721053,36.2275517135883,64.0795938306223
"$25,000 to < $35,000",Pennsylvania,42,10,15,25,34.6834668197338,17.4198397991598,51.9470938403079,34.8578236618595,16.5384973028132,53.1771500209057
"$35,000 to < $50,000",Pennsylvania,42,16,26,42,37.7653074272725,19.3254838761095,56.2051309784355,42.6528839895408,26.7877154828611,58.5180524962204
"$50,000 to < $75,000",Pennsylvania,42,10,22,32,13.7181477319998,5.78940720329402,21.6468882607056,.,.,.
"$75,000 to < $100,000",Pennsylvania,42,2,19,21,13.5712475289039,7.09570605567141,20.0467890021364,39.2575363682812,35.1842059458815,43.3308667906809
"$100,000 to < $200,000",Pennsylvania,42,3,8,11,.,.,.,.,.,.
"$200,000 or more",Pennsylvania,42,1,0,1,.,.,.,.,.,.
"Don’t know/Not sure/Missing",Pennsylvania,42,9,21,30,.,.,.,.,.,.
"Less than $15,000","Rhode Island",44,12,14,26,.,.,.,.,.,.
