sex_name,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
Male,2562,6160,8722,28.0657618852693,26.3287889440461,29.8027348264925,27.4698567027154,25.150979359929,29.7887340455018
Female,2249,5235,7484,28.493263772891,26.6068485614036,30.3796789843784,26.9182053071691,24.2622746967157,29.5741359176226
