bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
4811,11395,16206,28.2565082879097,26.9034289176126,29.6095876582068,27.2472065858157,25.2427174107006,29.2516957609309
