Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2005,2005,Breast,26000,Maine,23,Female,F,198,674104,29.4
,2005,2005,Breast,26000,Maryland,24,Female,F,821,2891761,28.4
,2005,2005,Breast,26000,Massachusetts,25,Female,F,940,3309010,28.4
,2005,2005,Breast,26000,Michigan,26,Female,F,1411,5114320,27.6
,2005,2005,Breast,26000,Michigan,26,Male,M,16,4936817,0.3
,2005,2005,Breast,26000,Minnesota,27,Female,F,657,2579546,25.5
,2005,2005,Breast,26000,Mississippi,28,Female,F,429,1482601,28.9
,2005,2005,Breast,26000,Missouri,29,Female,F,974,2962870,32.9
,2005,2005,Breast,26000,Montana,30,Female,F,134,469780,28.5
,2005,2005,Breast,26000,Nebraska,31,Female,F,258,889468,29
,2005,2005,Breast,26000,Nevada,32,Female,F,290,1198846,24.2
,2005,2005,Breast,26000,New Hampshire,33,Female,F,183,657932,27.8
,2005,2005,Breast,26000,New Jersey,34,Female,F,1438,4443545,32.4
,2005,2005,Breast,26000,New Jersey,34,Male,M,28,4208429,0.7
,2005,2005,Breast,26000,New Mexico,35,Female,F,241,978520,24.6
,2005,2005,Breast,26000,New York,36,Female,F,2859,9887467,28.9
,2005,2005,Breast,26000,New York,36,Male,M,19,9245143,0.2
,2005,2005,Breast,26000,North Carolina,37,Female,F,1249,4457189,28
,2005,2005,Breast,26000,North Dakota,38,Female,F,93,321543,28.9
,2005,2005,Breast,26000,Ohio,39,Female,F,1867,5876703,31.8
,2005,2005,Breast,26000,Oklahoma,40,Female,F,521,1796475,29
,2005,2005,Breast,26000,Oregon,41,Female,F,474,1823447,26
,2005,2005,Breast,26000,Pennsylvania,42,Female,F,2132,6405053,33.3
,2005,2005,Breast,26000,Pennsylvania,42,Male,M,19,6044937,0.3
,2005,2005,Breast,26000,Rhode Island,44,Female,F,173,552832,31.3
,2005,2005,Breast,26000,South Carolina,45,Female,F,655,2192345,29.9
,2005,2005,Breast,26000,South Dakota,46,Female,F,117,389021,30.1
,2005,2005,Breast,26000,Tennessee,47,Female,F,928,3068439,30.2
,2005,2005,Breast,26000,Texas,48,Female,F,2532,11467895,22.1
,2005,2005,Breast,26000,Texas,48,Male,M,18,11305125,0.2
,2005,2005,Breast,26000,Utah,49,Female,F,240,1224741,19.6
,2005,2005,Breast,26000,Vermont,50,Female,F,79,315422,25
,2005,2005,Breast,26000,Virginia,51,Female,F,1095,3863646,28.3
,2005,2005,Breast,26000,Washington,53,Female,F,794,3145396,25.2
,2005,2005,Breast,26000,West Virginia,54,Female,F,329,927690,35.5
,2005,2005,Breast,26000,Wisconsin,55,Female,F,764,2797061,27.3
,2005,2005,Breast,26000,Wyoming,56,Female,F,59,253726,23.3
,2005,2005,Breast,26000,Puerto Rico,72,Female,F,371,1986644,18.7
,2006,2006,Breast,26000,Alabama,01,Female,F,660,2385480,27.7
,2006,2006,Breast,26000,Alaska,02,Female,F,74,325121,22.8
,2006,2006,Breast,26000,Arizona,04,Female,F,750,3026134,24.8
,2006,2006,Breast,26000,Arkansas,05,Female,F,411,1438428,28.6
,2006,2006,Breast,26000,California,06,Female,F,4179,18097471,23.1
,2006,2006,Breast,26000,California,06,Male,M,35,17923731,0.2
,2006,2006,Breast,26000,Colorado,08,Female,F,494,2352960,21
,2006,2006,Breast,26000,Connecticut,09,Female,F,537,1807675,29.7
,2006,2006,Breast,26000,Delaware,10,Female,F,110,442766,24.8
,2006,2006,Breast,26000,District of Columbia,11,Female,F,95,301322,31.5
,2006,2006,Breast,26000,Florida,12,Female,F,2646,9280080,28.5
,2006,2006,Breast,26000,Florida,12,Male,M,28,8886910,0.3
,2006,2006,Breast,26000,Georgia,13,Female,F,1112,4670606,23.8
,2006,2006,Breast,26000,Georgia,13,Male,M,17,4485207,0.4
,2006,2006,Breast,26000,Hawaii,15,Female,F,146,652351,22.4
,2006,2006,Breast,26000,Idaho,16,Female,F,160,732104,21.9
,2006,2006,Breast,26000,Illinois,17,Female,F,1771,6440022,27.5
,2006,2006,Breast,26000,Indiana,18,Female,F,944,3218203,29.3
,2006,2006,Breast,26000,Iowa,19,Female,F,446,1511124,29.5
,2006,2006,Breast,26000,Kansas,20,Female,F,396,1394092,28.4
,2006,2006,Breast,26000,Kentucky,21,Female,F,599,2149096,27.9
,2006,2006,Breast,26000,Louisiana,22,Female,F,641,2204072,29.1
,2006,2006,Breast,26000,Maine,23,Female,F,193,676157,28.5
,2006,2006,Breast,26000,Maryland,24,Female,F,808,2907963,27.8
,2006,2006,Breast,26000,Maryland,24,Male,M,17,2719404,0.6
,2006,2006,Breast,26000,Massachusetts,25,Female,F,968,3311185,29.2
,2006,2006,Breast,26000,Michigan,26,Female,F,1493,5106621,29.2
,2006,2006,Breast,26000,Minnesota,27,Female,F,612,2600951,23.5
,2006,2006,Breast,26000,Mississippi,28,Female,F,427,1496313,28.5
,2006,2006,Breast,26000,Missouri,29,Female,F,906,2987563,30.3
,2006,2006,Breast,26000,Montana,30,Female,F,113,475341,23.8
,2006,2006,Breast,26000,Nebraska,31,Female,F,215,894687,24
,2006,2006,Breast,26000,Nevada,32,Female,F,254,1243993,20.4
,2006,2006,Breast,26000,New Hampshire,33,Female,F,165,662773,24.9
,2006,2006,Breast,26000,New Jersey,34,Female,F,1450,4448099,32.6
,2006,2006,Breast,26000,New Mexico,35,Female,F,230,993969,23.1
,2006,2006,Breast,26000,New York,36,Female,F,2729,9871401,27.6
,2006,2006,Breast,26000,New York,36,Male,M,23,9233230,0.2
,2006,2006,Breast,26000,North Carolina,37,Female,F,1241,4563152,27.2
,2006,2006,Breast,26000,North Dakota,38,Female,F,84,322583,26
,2006,2006,Breast,26000,Ohio,39,Female,F,1893,5883067,32.2
,2006,2006,Breast,26000,Oklahoma,40,Female,F,538,1818693,29.6
,2006,2006,Breast,26000,Oregon,41,Female,F,518,1853117,28
,2006,2006,Breast,26000,Pennsylvania,42,Female,F,2121,6429312,33
,2006,2006,Breast,26000,Rhode Island,44,Female,F,153,550134,27.8
,2006,2006,Breast,26000,South Carolina,45,Female,F,630,2237655,28.2
,2006,2006,Breast,26000,South Dakota,46,Female,F,97,392420,24.7
,2006,2006,Breast,26000,Tennessee,47,Female,F,891,3121455,28.5
,2006,2006,Breast,26000,Texas,48,Female,F,2574,11771243,21.9
,2006,2006,Breast,26000,Texas,48,Male,M,23,11588337,0.2
,2006,2006,Breast,26000,Utah,49,Female,F,268,1257991,21.3
,2006,2006,Breast,26000,Vermont,50,Female,F,91,316290,28.8
,2006,2006,Breast,26000,Virginia,51,Female,F,1085,3908475,27.8
,2006,2006,Breast,26000,Washington,53,Female,F,814,3200695,25.4
,2006,2006,Breast,26000,West Virginia,54,Female,F,267,930605,28.7
,2006,2006,Breast,26000,Wisconsin,55,Female,F,755,2812276,26.8
,2006,2006,Breast,26000,Wyoming,56,Female,F,66,257361,25.6
,2006,2006,Breast,26000,Puerto Rico,72,Female,F,390,1979256,19.7
,2007,2007,Breast,26000,Alabama,01,Female,F,682,2407275,28.3
,2007,2007,Breast,26000,Alaska,02,Female,F,68,327138,20.8
,2007,2007,Breast,26000,Arizona,04,Female,F,732,3096998,23.6
,2007,2007,Breast,26000,Arkansas,05,Female,F,458,1451358,31.6
,2007,2007,Breast,26000,California,06,Female,F,4221,18214926,23.2
,2007,2007,Breast,26000,California,06,Male,M,31,18035385,0.2
,2007,2007,Breast,26000,Colorado,08,Female,F,458,2396433,19.1
,2007,2007,Breast,26000,Connecticut,09,Female,F,505,1811617,27.9
,2007,2007,Breast,26000,Delaware,10,Female,F,139,449398,30.9
,2007,2007,Breast,26000,District of Columbia,11,Female,F,107,302949,35.3
,2007,2007,Breast,26000,Florida,12,Female,F,2631,9378587,28.1
,2007,2007,Breast,26000,Florida,12,Male,M,38,8989255,0.4
,2007,2007,Breast,26000,Georgia,13,Female,F,1089,4777572,22.8
,2007,2007,Breast,26000,Hawaii,15,Female,F,134,657185,20.4
,2007,2007,Breast,26000,Idaho,16,Female,F,169,750127,22.5
,2007,2007,Breast,26000,Illinois,17,Female,F,1806,6467577,27.9
,2007,2007,Breast,26000,Illinois,17,Male,M,19,6228289,0.3
,2007,2007,Breast,26000,Indiana,18,Female,F,902,3241454,27.8
,2007,2007,Breast,26000,Iowa,19,Female,F,418,1518023,27.5
,2007,2007,Breast,26000,Kansas,20,Female,F,397,1405705,28.2
,2007,2007,Breast,26000,Kentucky,21,Female,F,623,2164210,28.8
,2007,2007,Breast,26000,Louisiana,22,Female,F,601,2239125,26.8
,2007,2007,Breast,26000,Maine,23,Female,F,184,677797,27.1
,2007,2007,Breast,26000,Maryland,24,Female,F,814,2920109,27.9
,2007,2007,Breast,26000,Massachusetts,25,Female,F,839,3321653,25.3
,2007,2007,Breast,26000,Michigan,26,Female,F,1458,5091035,28.6
,2007,2007,Breast,26000,Michigan,26,Male,M,20,4910249,0.4
,2007,2007,Breast,26000,Minnesota,27,Female,F,640,2622551,24.4
,2007,2007,Breast,26000,Mississippi,28,Female,F,401,1507071,26.6
,2007,2007,Breast,26000,Missouri,29,Female,F,882,3007493,29.3
,2007,2007,Breast,26000,Montana,30,Female,F,118,480939,24.5
,2007,2007,Breast,26000,Nebraska,31,Female,F,232,900106,25.8
,2007,2007,Breast,26000,Nevada,32,Female,F,300,1284052,23.4
,2007,2007,Breast,26000,New Hampshire,33,Female,F,184,664987,27.7
,2007,2007,Breast,26000,New Jersey,34,Female,F,1418,4455148,31.8
,2007,2007,Breast,26000,New Mexico,35,Female,F,229,1007922,22.7
,2007,2007,Breast,26000,New York,36,Female,F,2744,9881510,27.8
,2007,2007,Breast,26000,New York,36,Male,M,24,9250825,0.3
,2007,2007,Breast,26000,North Carolina,37,Female,F,1290,4677313,27.6
,2007,2007,Breast,26000,North Dakota,38,Female,F,102,324066,31.5
,2007,2007,Breast,26000,Ohio,39,Female,F,1820,5890965,30.9
,2007,2007,Breast,26000,Oklahoma,40,Female,F,541,1837175,29.4
,2007,2007,Breast,26000,Oregon,41,Female,F,491,1879347,26.1
,2007,2007,Breast,26000,Pennsylvania,42,Female,F,2072,6452087,32.1
,2007,2007,Breast,26000,Pennsylvania,42,Male,M,19,6111850,0.3
,2007,2007,Breast,26000,Rhode Island,44,Female,F,157,546859,28.7
,2007,2007,Breast,26000,South Carolina,45,Female,F,633,2280792,27.8
,2007,2007,Breast,26000,South Dakota,46,Female,F,113,396650,28.5
,2007,2007,Breast,26000,Tennessee,47,Female,F,882,3162280,27.9
,2007,2007,Breast,26000,Texas,48,Female,F,2641,12010572,22
,2007,2007,Breast,26000,Texas,48,Male,M,25,11821411,0.2
,2007,2007,Breast,26000,Utah,49,Female,F,217,1292672,16.8
,2007,2007,Breast,26000,Vermont,50,Female,F,99,316538,31.3
,2007,2007,Breast,26000,Virginia,51,Female,F,1085,3947966,27.5
,2007,2007,Breast,26000,Washington,53,Female,F,799,3247800,24.6
,2007,2007,Breast,26000,West Virginia,54,Female,F,283,932683,30.3
,2007,2007,Breast,26000,Wisconsin,55,Female,F,723,2827782,25.6
,2007,2007,Breast,26000,Wyoming,56,Female,F,67,262776,25.5
,2007,2007,Breast,26000,Puerto Rico,72,Female,F,416,1968707,21.1
,2008,2008,Breast,26000,Alabama,01,Female,F,686,2430257,28.2
,2008,2008,Breast,26000,Alaska,02,Female,F,48,329412,14.6
,2008,2008,Breast,26000,Arizona,04,Female,F,734,3155278,23.3
,2008,2008,Breast,26000,Arkansas,05,Female,F,382,1464220,26.1
,2008,2008,Breast,26000,California,06,Female,F,4204,18396972,22.9
,2008,2008,Breast,26000,California,06,Male,M,27,18207365,0.1
,2008,2008,Breast,26000,Colorado,08,Female,F,484,2439060,19.8
,2008,2008,Breast,26000,Connecticut,09,Female,F,494,1820749,27.1
,2008,2008,Breast,26000,Delaware,10,Female,F,130,455481,28.5
,2008,2008,Breast,26000,District of Columbia,11,Female,F,92,306265,30
,2008,2008,Breast,26000,Florida,12,Female,F,2705,9465279,28.6
,2008,2008,Breast,26000,Florida,12,Male,M,40,9062026,0.4
,2008,2008,Breast,26000,Georgia,13,Female,F,1085,4856984,22.3
,2008,2008,Breast,26000,Georgia,13,Male,M,36,4647859,0.8
,2008,2008,Breast,26000,Hawaii,15,Female,F,130,665313,19.5
,2008,2008,Breast,26000,Idaho,16,Female,F,179,764792,23.4
,2008,2008,Breast,26000,Illinois,17,Female,F,1780,6493537,27.4
,2008,2008,Breast,26000,Indiana,18,Female,F,917,3263963,28.1
,2008,2008,Breast,26000,Iowa,19,Female,F,465,1525539,30.5
,2008,2008,Breast,26000,Kansas,20,Female,F,370,1415563,26.1
,2008,2008,Breast,26000,Kentucky,21,Female,F,562,2183532,25.7
,2008,2008,Breast,26000,Louisiana,22,Female,F,657,2269630,28.9
,2008,2008,Breast,26000,Maine,23,Female,F,199,679413,29.3
,2008,2008,Breast,26000,Maryland,24,Female,F,826,2935788,28.1
,2008,2008,Breast,26000,Massachusetts,25,Female,F,895,3340730,26.8
,2008,2008,Breast,26000,Michigan,26,Female,F,1478,5065899,29.2
,2008,2008,Breast,26000,Michigan,26,Male,M,19,4880990,0.4
,2008,2008,Breast,26000,Minnesota,27,Female,F,673,2642672,25.5
,2008,2008,Breast,26000,Mississippi,28,Female,F,421,1516955,27.8
,2008,2008,Breast,26000,Missouri,29,Female,F,917,3024837,30.3
,2008,2008,Breast,26000,Montana,30,Female,F,104,486477,21.4
,2008,2008,Breast,26000,Nebraska,31,Female,F,230,905814,25.4
,2008,2008,Breast,26000,Nevada,32,Female,F,312,1310601,23.8
,2008,2008,Breast,26000,New Hampshire,33,Female,F,191,666576,28.7
,2008,2008,Breast,26000,New Jersey,34,Female,F,1409,4469901,31.5
,2008,2008,Breast,26000,New Jersey,34,Male,M,16,4241189,0.4
,2008,2008,Breast,26000,New Mexico,35,Female,F,226,1018578,22.2
,2008,2008,Breast,26000,New York,36,Female,F,2658,9918841,26.8
,2008,2008,Breast,26000,New York,36,Male,M,29,9293595,0.3
,2008,2008,Breast,26000,North Carolina,37,Female,F,1254,4771376,26.3
,2008,2008,Breast,26000,North Dakota,38,Female,F,93,326131,28.5
,2008,2008,Breast,26000,Ohio,39,Female,F,1849,5896594,31.4
,2008,2008,Breast,26000,Oklahoma,40,Female,F,505,1854771,27.2
,2008,2008,Breast,26000,Oregon,41,Female,F,524,1903535,27.5
,2008,2008,Breast,26000,Pennsylvania,42,Female,F,2108,6473295,32.6
,2008,2008,Breast,26000,Pennsylvania,42,Male,M,24,6138990,0.4
,2008,2008,Breast,26000,Rhode Island,44,Female,F,148,545412,27.1
,2008,2008,Breast,26000,South Carolina,45,Female,F,664,2325047,28.6
,2008,2008,Breast,26000,South Dakota,46,Female,F,117,400236,29.2
,2008,2008,Breast,26000,Tennessee,47,Female,F,857,3203115,26.8
,2008,2008,Breast,26000,Texas,48,Female,F,2608,12249936,21.3
,2008,2008,Breast,26000,Texas,48,Male,M,22,12059103,0.2
,2008,2008,Breast,26000,Utah,49,Female,F,219,1325631,16.5
,2008,2008,Breast,26000,Vermont,50,Female,F,68,316722,21.5
,2008,2008,Breast,26000,Virginia,51,Female,F,1070,3988983,26.8
,2008,2008,Breast,26000,Virginia,51,Male,M,16,3844513,0.4
,2008,2008,Breast,26000,Washington,53,Female,F,788,3293162,23.9
,2008,2008,Breast,26000,West Virginia,54,Female,F,301,934911,32.2
,2008,2008,Breast,26000,Wisconsin,55,Female,F,721,2842268,25.4
,2008,2008,Breast,26000,Wyoming,56,Female,F,52,267982,19.4
,2008,2008,Breast,26000,Puerto Rico,72,Female,F,415,1957525,21.2
,2009,2009,Breast,26000,Alabama,01,Female,F,645,2448159,26.3
,2009,2009,Breast,26000,Alaska,02,Female,F,72,337002,21.4
,2009,2009,Breast,26000,Arizona,04,Female,F,716,3189908,22.4
,2009,2009,Breast,26000,Arkansas,05,Female,F,414,1475013,28.1
,2009,2009,Breast,26000,California,06,Female,F,4413,18583075,23.7
,2009,2009,Breast,26000,California,06,Male,M,26,18378154,0.1
,2009,2009,Breast,26000,Colorado,08,Female,F,513,2480710,20.7
,2009,2009,Breast,26000,Connecticut,09,Female,F,503,1828779,27.5
,2009,2009,Breast,26000,Delaware,10,Female,F,114,459795,24.8
,2009,2009,Breast,26000,District of Columbia,11,Female,F,98,311828,31.4
,2009,2009,Breast,26000,Florida,12,Female,F,2776,9534289,29.1
,2009,2009,Breast,26000,Florida,12,Male,M,29,9118355,0.3
,2009,2009,Breast,26000,Georgia,13,Female,F,1221,4917756,24.8
,2009,2009,Breast,26000,Georgia,13,Male,M,36,4703090,0.8
,2009,2009,Breast,26000,Hawaii,15,Female,F,130,673075,19.3
,2009,2009,Breast,26000,Idaho,16,Female,F,185,775398,23.9
,2009,2009,Breast,26000,Illinois,17,Female,F,1719,6520723,26.4
,2009,2009,Breast,26000,Indiana,18,Female,F,892,3281477,27.2
,2009,2009,Breast,26000,Iowa,19,Female,F,432,1532739,28.2
,2009,2009,Breast,26000,Kansas,20,Female,F,370,1428139,25.9
,2009,2009,Breast,26000,Kentucky,21,Female,F,614,2193136,28
,2009,2009,Breast,26000,Louisiana,22,Female,F,661,2295199,28.8
,2009,2009,Breast,26000,Maine,23,Female,F,195,678694,28.7
,2009,2009,Breast,26000,Maryland,24,Female,F,798,2960001,27
,2009,2009,Breast,26000,Massachusetts,25,Female,F,949,3365859,28.2
,2009,2009,Breast,26000,Michigan,26,Female,F,1418,5044338,28.1
,2009,2009,Breast,26000,Michigan,26,Male,M,16,4857253,0.3
,2009,2009,Breast,26000,Minnesota,27,Female,F,683,2659958,25.7
,2009,2009,Breast,26000,Mississippi,28,Female,F,424,1522000,27.9
,2009,2009,Breast,26000,Missouri,29,Female,F,861,3042021,28.3
,2009,2009,Breast,26000,Montana,30,Female,F,146,490122,29.8
,2009,2009,Breast,26000,Nebraska,31,Female,F,216,913619,23.6
,2009,2009,Breast,26000,Nevada,32,Female,F,333,1327618,25.1
,2009,2009,Breast,26000,New Hampshire,33,Female,F,147,666875,22
,2009,2009,Breast,26000,New Jersey,34,Female,F,1348,4493506,30
,2009,2009,Breast,26000,New Mexico,35,Female,F,262,1031238,25.4
,2009,2009,Breast,26000,New York,36,Female,F,2691,9966620,27
,2009,2009,Breast,26000,New York,36,Male,M,27,9340446,0.3
,2009,2009,Breast,26000,North Carolina,37,Female,F,1183,4846501,24.4
,2009,2009,Breast,26000,North Dakota,38,Female,F,88,329674,26.7
,2009,2009,Breast,26000,Ohio,39,Female,F,1745,5902018,29.6
,2009,2009,Breast,26000,Ohio,39,Male,M,26,5626878,0.5
,2009,2009,Breast,26000,Oklahoma,40,Female,F,464,1878034,24.7
,2009,2009,Breast,26000,Oregon,41,Female,F,454,1923209,23.6
,2009,2009,Breast,26000,Pennsylvania,42,Female,F,2123,6497024,32.7
,2009,2009,Breast,26000,Pennsylvania,42,Male,M,16,6169834,0.3
,2009,2009,Breast,26000,Rhode Island,44,Female,F,146,544764,26.8
,2009,2009,Breast,26000,South Carolina,45,Female,F,618,2357030,26.2
,2009,2009,Breast,26000,South Dakota,46,Female,F,96,403198,23.8
,2009,2009,Breast,26000,Tennessee,47,Female,F,893,3231769,27.6
,2009,2009,Breast,26000,Texas,48,Female,F,2599,12500150,20.8
,2009,2009,Breast,26000,Utah,49,Female,F,227,1355509,16.7
,2009,2009,Breast,26000,Vermont,50,Female,F,77,317128,24.3
,2009,2009,Breast,26000,Virginia,51,Female,F,1095,4037895,27.1
,2009,2009,Breast,26000,Washington,53,Female,F,791,3343920,23.7
,2009,2009,Breast,26000,West Virginia,54,Female,F,292,937434,31.1
,2009,2009,Breast,26000,Wisconsin,55,Female,F,758,2856103,26.5
,2009,2009,Breast,26000,Wyoming,56,Female,F,68,274046,24.8
,2009,2009,Breast,26000,Puerto Rico,72,Female,F,443,1947361,22.7
,2010,2010,Breast,26000,Alabama,01,Female,F,696,2463321,28.3
,2010,2010,Breast,26000,Alaska,02,Female,F,59,342289,17.2
,2010,2010,Breast,26000,Arizona,04,Female,F,733,3220061,22.8
,2010,2010,Breast,26000,Arkansas,05,Female,F,413,1486792,27.8
,2010,2010,Breast,26000,California,06,Female,F,4238,18771019,22.6
,2010,2010,Breast,26000,California,06,Male,M,27,18551841,0.1
,2010,2010,Breast,26000,Colorado,08,Female,F,528,2517257,21
,2010,2010,Breast,26000,Connecticut,09,Female,F,498,1837204,27.1
,2010,2010,Breast,26000,Delaware,10,Female,F,130,463976,28
,2010,2010,Breast,26000,District of Columbia,11,Female,F,100,319019,31.3
,2010,2010,Breast,26000,Florida,12,Female,F,2857,9630573,29.7
,2010,2010,Breast,26000,Florida,12,Male,M,37,9212520,0.4
,2010,2010,Breast,26000,Georgia,13,Female,F,1222,4970166,24.6
,2010,2010,Breast,26000,Georgia,13,Male,M,18,4742426,0.4
,2010,2010,Breast,26000,Hawaii,15,Female,F,126,681053,18.5
,2010,2010,Breast,26000,Idaho,16,Female,F,185,784127,23.6
,2010,2010,Breast,26000,Illinois,17,Female,F,1740,6544762,26.6
,2010,2010,Breast,26000,Indiana,18,Female,F,888,3297239,26.9
,2010,2010,Breast,26000,Iowa,19,Female,F,392,1539932,25.5
,2010,2010,Breast,26000,Kansas,20,Female,F,355,1440086,24.7
,2010,2010,Breast,26000,Kentucky,21,Female,F,586,2208859,26.5
,2010,2010,Breast,26000,Louisiana,22,Female,F,648,2319749,27.9
,2010,2010,Breast,26000,Maine,23,Female,F,195,678002,28.8
,2010,2010,Breast,26000,Maryland,24,Female,F,845,2989768,28.3
,2010,2010,Breast,26000,Maryland,24,Male,M,17,2801791,0.6
,2010,2010,Breast,26000,Massachusetts,25,Female,F,825,3391206,24.3
,2010,2010,Breast,26000,Michigan,26,Female,F,1492,5032694,29.6
,2010,2010,Breast,26000,Michigan,26,Male,M,21,4847619,0.4
,2010,2010,Breast,26000,Minnesota,27,Female,F,650,2675387,24.3
,2010,2010,Breast,26000,Mississippi,28,Female,F,432,1527091,28.3
,2010,2010,Breast,26000,Missouri,29,Female,F,884,3058310,28.9
,2010,2010,Breast,26000,Montana,30,Female,F,134,493442,27.2
,2010,2010,Breast,26000,Nebraska,31,Female,F,225,921562,24.4
,2010,2010,Breast,26000,Nevada,32,Female,F,331,1337857,24.7
,2010,2010,Breast,26000,New Hampshire,33,Female,F,184,667274,27.6
,2010,2010,Breast,26000,New Jersey,34,Female,F,1322,4519718,29.2
,2010,2010,Breast,26000,New Jersey,34,Male,M,23,4289410,0.5
,2010,2010,Breast,26000,New Mexico,35,Female,F,266,1044290,25.5
,2010,2010,Breast,26000,New York,36,Female,F,2700,10019051,26.9
,2010,2010,Breast,26000,New York,36,Male,M,34,9400812,0.4
,2010,2010,Breast,26000,North Carolina,37,Female,F,1334,4901652,27.2
,2010,2010,Breast,26000,North Dakota,38,Female,F,101,333747,30.3
,2010,2010,Breast,26000,Ohio,39,Female,F,1793,5905473,30.4
,2010,2010,Breast,26000,Ohio,39,Male,M,20,5636655,0.4
,2010,2010,Breast,26000,Oklahoma,40,Female,F,554,1899023,29.2
,2010,2010,Breast,26000,Oregon,41,Female,F,555,1938176,28.6
,2010,2010,Breast,26000,Pennsylvania,42,Female,F,2090,6516856,32.1
,2010,2010,Breast,26000,Pennsylvania,42,Male,M,17,6199870,0.3
,2010,2010,Breast,26000,Rhode Island,44,Female,F,139,545089,25.5
,2010,2010,Breast,26000,South Carolina,45,Female,F,643,2379527,27
,2010,2010,Breast,26000,South Dakota,46,Female,F,103,407611,25.3
,2010,2010,Breast,26000,Tennessee,47,Female,F,876,3257324,26.9
,2010,2010,Breast,26000,Texas,48,Female,F,2627,12717722,20.7
,2010,2010,Breast,26000,Texas,48,Male,M,24,12521144,0.2
,2010,2010,Breast,26000,Utah,49,Female,F,257,1381393,18.6
,2010,2010,Breast,26000,Vermont,50,Female,F,83,317794,26.1
,2010,2010,Breast,26000,Virginia,51,Female,F,1034,4085647,25.3
,2010,2010,Breast,26000,Washington,53,Female,F,817,3384221,24.1
,2010,2010,Breast,26000,West Virginia,54,Female,F,272,939822,28.9
,2010,2010,Breast,26000,Wisconsin,55,Female,F,767,2866570,26.8
,2010,2010,Breast,26000,Wyoming,56,Female,F,72,276623,26
,2010,2010,Breast,26000,Puerto Rico,72,Female,F,412,1938743,21.3
,2011,2011,Breast,26000,Alabama,01,Female,F,647,2475112,26.1
,2011,2011,Breast,26000,Alaska,02,Female,F,57,346090,16.5
,2011,2011,Breast,26000,Arizona,04,Female,F,752,3238879,23.2
,2011,2011,Breast,26000,Arkansas,05,Female,F,388,1494102,26
,2011,2011,Breast,26000,California,06,Female,F,4260,18930689,22.5
,2011,2011,Breast,26000,California,06,Male,M,37,18722648,0.2
,2011,2011,Breast,26000,Colorado,08,Female,F,550,2551425,21.6
,2011,2011,Breast,26000,Connecticut,09,Female,F,484,1842651,26.3
,2011,2011,Breast,26000,Delaware,10,Female,F,128,468251,27.3
,2011,2011,Breast,26000,District of Columbia,11,Female,F,89,324975,27.4
,2011,2011,Breast,26000,Florida,12,Female,F,2814,9720059,29
,2011,2011,Breast,26000,Florida,12,Male,M,53,9320475,0.6
,2011,2011,Breast,26000,Georgia,13,Female,F,1188,5013179,23.7
,2011,2011,Breast,26000,Hawaii,15,Female,F,107,690475,15.5
,2011,2011,Breast,26000,Idaho,16,Female,F,193,791732,24.4
,2011,2011,Breast,26000,Illinois,17,Female,F,1815,6562579,27.7
,2011,2011,Breast,26000,Indiana,18,Female,F,879,3309563,26.6
,2011,2011,Breast,26000,Iowa,19,Female,F,408,1546895,26.4
,2011,2011,Breast,26000,Kansas,20,Female,F,352,1445374,24.4
,2011,2011,Breast,26000,Kentucky,21,Female,F,613,2220219,27.6
,2011,2011,Breast,26000,Louisiana,22,Female,F,658,2335417,28.2
,2011,2011,Breast,26000,Maine,23,Female,F,163,678154,24
,2011,2011,Breast,26000,Maryland,24,Female,F,785,3018402,26
,2011,2011,Breast,26000,Massachusetts,25,Female,F,855,3417536,25
,2011,2011,Breast,26000,Michigan,26,Female,F,1431,5035856,28.4
,2011,2011,Breast,26000,Michigan,26,Male,M,23,4860541,0.5
,2011,2011,Breast,26000,Minnesota,27,Female,F,638,2692595,23.7
,2011,2011,Breast,26000,Mississippi,28,Female,F,401,1530037,26.2
,2011,2011,Breast,26000,Missouri,29,Female,F,898,3062816,29.3
,2011,2011,Breast,26000,Montana,30,Female,F,134,496819,27
,2011,2011,Breast,26000,Nebraska,31,Female,F,206,927351,22.2
,2011,2011,Breast,26000,Nevada,32,Female,F,346,1342663,25.8
,2011,2011,Breast,26000,New Hampshire,33,Female,F,174,669000,26
,2011,2011,Breast,26000,New Jersey,34,Female,F,1396,4548103,30.7
,2011,2011,Breast,26000,New Mexico,35,Female,F,249,1052298,23.7
,2011,2011,Breast,26000,New York,36,Female,F,2699,10099398,26.7
,2011,2011,Breast,26000,New York,36,Male,M,27,9501767,0.3
,2011,2011,Breast,26000,North Carolina,37,Female,F,1315,4938009,26.6
,2011,2011,Breast,26000,North Carolina,37,Male,M,19,4704049,0.4
,2011,2011,Breast,26000,North Dakota,38,Female,F,83,338669,24.5
,2011,2011,Breast,26000,Ohio,39,Female,F,1803,5906910,30.5
,2011,2011,Breast,26000,Ohio,39,Male,M,24,5652098,0.4
,2011,2011,Breast,26000,Oklahoma,40,Female,F,541,1911081,28.3
,2011,2011,Breast,26000,Oregon,41,Female,F,500,1954894,25.6
,2011,2011,Breast,26000,Pennsylvania,42,Female,F,2057,6536497,31.5
,2011,2011,Breast,26000,Pennsylvania,42,Male,M,22,6237180,0.4
,2011,2011,Breast,26000,Rhode Island,44,Female,F,144,546084,26.4
